Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5116783780,giantsquid (82/150),0,164.05,1B Alec Burleson 2B JJ Wetherholt 3B Ramon Urias C Ivan Herrera OF Yordan Alvarez OF Corbin Carroll OF Eloy Jimenez P Chris Sale P Yusei Kikuchi SS Masyn Winn,,Chris Sale,P,43.12%,28.15
2,5117166485,needlunchmoney (57/150),0,160.25,1B Alec Burleson 2B Ketel Marte 3B Nolan Gorman C Ivan Herrera OF Corbin Carroll OF Jose Fermin OF Eloy Jimenez P Cristopher Sanchez P Chris Sale SS Masyn Winn,,Emmet Sheehan,P,40.18%,11.65
3,5117226921,cardinals19191 (143/150),0,159.05,1B Alec Burleson 2B Ketel Marte 3B Nolan Gorman C Ivan Herrera OF Corbin Carroll OF Jordan Walker OF Jose Fermin P Chris Sale P Yusei Kikuchi SS Geraldo Perdomo,,George Kirby,P,36.63%,19.35
4,5117323157,MattyG32,0,158.5,1B Shohei Ohtani 2B Jose Fermin 3B Miguel Andujar C Freddy Fermin OF Kyle Tucker OF Corbin Carroll OF Eloy Jimenez P Chris Sale P German Marquez SS Geraldo Perdomo,,Nathan Eovaldi,P,24.88%,7.85
5,5117315374,Bsgolfer7 (15/101),0,156.8,1B Alec Burleson 2B Jose Fermin 3B Nolan Gorman C Ivan Herrera OF Yordan Alvarez OF Corbin Carroll OF Lourdes Gurriel Jr. P Chris Sale P Emmet Sheehan SS Masyn Winn,,Shohei Ohtani,OF,23.48%,5
6,5116699176,LeVerticalDFS (81/150),0,156.5,1B Alec Burleson 2B Ernie Clement 3B Nolan Gorman C Ivan Herrera OF Corbin Carroll OF Jordan Walker OF Nathan Lukes P Chris Sale P George Kirby SS Masyn Winn,,Cristopher Sanchez,P,22.08%,24.1
7,5116851778,fjbourne (126/150),0,153.25,1B Alec Burleson 2B JJ Wetherholt 3B Max Muncy C Ivan Herrera OF Kyle Tucker OF Yordan Alvarez OF Jose Fermin P German Marquez P Yusei Kikuchi SS Masyn Winn,,Dalton Rushing,C,21.68%,14
8,5116738798,beaker913 (64/150),0,152.8,1B Alec Burleson 2B Jose Fermin 3B Isaac Paredes C Ivan Herrera OF Yordan Alvarez OF Corbin Carroll OF Taylor Trammell P Chris Sale P Emmet Sheehan SS Masyn Winn,,Eloy Jimenez,OF,19.98%,8
9,5116851786,fjbourne (134/150),0,152,1B Alec Burleson 2B JJ Wetherholt 3B Ramon Urias C Dalton Rushing OF Kyle Tucker OF Jordan Walker OF Taylor Trammell P Cristopher Sanchez P Yusei Kikuchi SS Masyn Winn,,Ramon Laureano,OF,17.92%,7
10,5117361070,Andysan40 (1/2),0,151,1B Jose Fernandez 2B JJ Wetherholt 3B Josh Jung C Dalton Rushing OF Yordan Alvarez OF Corbin Carroll OF Jose Fermin P Chris Sale P Nathan Eovaldi SS Leo Rivas,,Max Muncy,3B,17.15%,0
11,5117296598,ckk-244ayk (37/150),0,150.8,1B Alec Burleson 2B JJ Wetherholt 3B Nolan Gorman C Logan O'Hoppe OF Corbin Carroll OF Mike Trout OF Jose Fermin P Chris Sale P Emmet Sheehan SS Masyn Winn,,Ivan Herrera,C,16.82%,4
12,5117404918,CoachS111 (15/50),0,149.5,1B Alec Burleson 2B JJ Wetherholt 3B Nolan Gorman C Christian Vazquez OF Yordan Alvarez OF Jordan Walker OF Taylor Trammell P Chris Sale P German Marquez SS Masyn Winn,,Andy Pages,OF,16.32%,0
13,5116783764,giantsquid (66/150),0,149.05,1B Alec Burleson 2B JJ Wetherholt 3B Nolan Gorman C Ivan Herrera OF Yordan Alvarez OF Mickey Moniak OF Jose Fermin P Chris Sale P Yusei Kikuchi SS Zach Neto,,Freddie Freeman,1B,15.91%,13
