P_ID,P_Name,P_Salary,P_Proj,P_ID,P_Name,P_Salary,P_Proj,C_ID,C_Name,C_Salary,C_Proj,1B_ID,1B_Name,1B_Salary,1B_Proj,2B_ID,2B_Name,2B_Salary,2B_Proj,3B_ID,3B_Name,3B_Salary,3B_Proj,SS_ID,SS_Name,SS_Salary,SS_Proj,OF_ID,OF_Name,OF_Salary,OF_Proj,OF_ID,OF_Name,OF_Salary,OF_Proj,OF_ID,OF_Name,OF_Salary,OF_Proj,Total_Projection,Total_Salary,Avg_Ownership,Ownership_Product
42942126,Bailey Ober,7000,12.85,42942123,Kevin Gausman,9500,16.70,42942132,Ryan Jeffers,4500,6.71,42942137,Josh Bell,4000,6.71,42942157,Bryson Stott,2900,7.83,42942147,Royce Lewis,3300,6.28,42942134,Trea Turner,4300,8.68,42942177,Felix Reyes,2200,6.95,42942127,Kyle Schwarber,5600,9.16,42942153,Trevor Larnach,3000,6.72,88.59,46300,39.1,3.9119e+1
42942123,Kevin Gausman,9500,16.70,42942126,Bailey Ober,7000,12.85,42942180,Brandon Valenzuela,2100,6.97,42942128,Vladimir Guerrero Jr.,5500,8.07,42942157,Bryson Stott,2900,7.83,42942156,Alec Bohm,3000,6.06,42942134,Trea Turner,4300,8.68,42942160,Adolis Garcia,2800,7.71,42942130,George Springer,5000,8.80,42942186,Yohendrick Pinango,2000,6.61,90.28,44100,38.1,3.8068e+1
42942123,Kevin Gausman,9500,16.70,42942126,Bailey Ober,7000,12.85,42942172,Eric Haase,2300,8.05,42942135,Rafael Devers,4200,7.02,42942138,Luke Keaschall,3900,6.26,42942147,Royce Lewis,3300,6.28,42942134,Trea Turner,4300,8.68,42942152,Heliot Ramos,3100,7.73,42942153,Trevor Larnach,3000,6.72,42942129,Byron Buxton,5400,8.00,88.29,46000,37.8,3.7793e+1
42942126,Bailey Ober,7000,12.85,42942123,Kevin Gausman,9500,16.70,42942172,Eric Haase,2300,8.05,42942131,Bryce Harper,4600,8.72,42942157,Bryson Stott,2900,7.83,42942133,Matt Chapman,4400,7.76,42942134,Trea Turner,4300,8.68,42942152,Heliot Ramos,3100,7.73,42942160,Adolis Garcia,2800,7.71,42942146,Jesus Sanchez,3300,7.41,93.44,44200,40.1,4.0083e+1
42942126,Bailey Ober,7000,12.85,42942123,Kevin Gausman,9500,16.70,42942132,Ryan Jeffers,4500,6.71,42942131,Bryce Harper,4600,8.72,42942157,Bryson Stott,2900,7.83,42942143,Casey Schmitt,3500,7.25,42942161,Brooks Lee,2800,5.63,42942160,Adolis Garcia,2800,7.71,42942153,Trevor Larnach,3000,6.72,42942129,Byron Buxton,5400,8.00,88.12,46000,38.3,3.8278e+1
42942126,Bailey Ober,7000,12.85,42942123,Kevin Gausman,9500,16.70,42942172,Eric Haase,2300,8.05,42942131,Bryce Harper,4600,8.72,42942136,Luis Arraez,4100,6.90,42942156,Alec Bohm,3000,6.06,42942134,Trea Turner,4300,8.68,42942177,Felix Reyes,2200,6.95,42942130,George Springer,5000,8.80,42942153,Trevor Larnach,3000,6.72,90.43,45000,39.0,3.9025e+1
42942123,Kevin Gausman,9500,16.70,42942126,Bailey Ober,7000,12.85,42942172,Eric Haase,2300,8.05,42942135,Rafael Devers,4200,7.02,42942157,Bryson Stott,2900,7.83,42942156,Alec Bohm,3000,6.06,42942140,Willy Adames,3700,7.09,42942152,Heliot Ramos,3100,7.73,42942127,Kyle Schwarber,5600,9.16,42942130,George Springer,5000,8.80,91.29,46300,40.0,3.9960e+1
42942123,Kevin Gausman,9500,16.70,42942126,Bailey Ober,7000,12.85,42942180,Brandon Valenzuela,2100,6.97,42942131,Bryce Harper,4600,8.72,42942136,Luis Arraez,4100,6.90,42942143,Casey Schmitt,3500,7.25,42942134,Trea Turner,4300,8.68,42942165,Drew Gilbert,2500,5.64,42942127,Kyle Schwarber,5600,9.16,42942162,Justin Crawford,2700,6.71,89.58,45900,38.0,3.7957e+1
42942126,Bailey Ober,7000,12.85,42942123,Kevin Gausman,9500,16.70,42942173,Garrett Stubbs,2300,5.60,42942135,Rafael Devers,4200,7.02,42942136,Luis Arraez,4100,6.90,42942133,Matt Chapman,4400,7.76,42942134,Trea Turner,4300,8.68,42942177,Felix Reyes,2200,6.95,42942152,Heliot Ramos,3100,7.73,42942127,Kyle Schwarber,5600,9.16,89.35,46700,39.3,3.9345e+1
42942310,Nolan Hoffman,4000,5.21,42942123,Kevin Gausman,9500,16.70,42942180,Brandon Valenzuela,2100,6.97,42942131,Bryce Harper,4600,8.72,42942150,Ernie Clement,3100,6.70,42942133,Matt Chapman,4400,7.76,42942134,Trea Turner,4300,8.68,42942127,Kyle Schwarber,5600,9.16,42942160,Adolis Garcia,2800,7.71,42942130,George Springer,5000,8.80,86.41,45400,37.5,3.7509e+1
