Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5133146417,AshFrankNFL (18/22),0,179.9,1B Josh Naylor 2B Fernando Tatis Jr. 3B Sung-Mun Song C Jesus Rodriguez OF Nick Castellanos OF Miguel Andujar OF Jackson Merrill P Eduardo Rodriguez P George Kirby SS Geraldo Perdomo,,Logan Webb,P,56.68%,0.2
2,5133021846,bafoon13 (42/94),0,177.25,1B Matt Olson 2B Ketel Marte 3B Sung-Mun Song C Adrian Del Castillo OF Lourdes Gurriel Jr. OF Corbin Carroll OF Jackson Merrill P Eduardo Rodriguez P Bryce Elder SS Geraldo Perdomo,,George Kirby,P,37.30%,18.15
3,5133122986,cnasho (6/6),0,175.25,1B Ildemaro Vargas 2B Chase Meidroth 3B Miguel Vargas C Jesus Rodriguez OF Mike Trout OF Heliot Ramos OF Jackson Merrill P Eduardo Rodriguez P Bryce Elder SS Zach Neto,,Miguel Vargas,3B,36.40%,11
4,5132370857,GalloDerek (2/2),0,169.9,1B Gavin Sheets 2B Fernando Tatis Jr. 3B Sung-Mun Song C Adrian Del Castillo OF Mike Trout OF Nick Castellanos OF Jackson Merrill P Eduardo Rodriguez P George Kirby SS Zach Neto,,Bryce Elder,P,34.78%,24.5
5,5132983874,patrickkuz (2/4),0,169.25,1B Matt Olson 2B Ketel Marte 3B Sung-Mun Song C Luis Campusano OF Nick Castellanos OF Fernando Tatis Jr. OF Jackson Merrill P Eduardo Rodriguez P Bryce Elder SS Colson Montgomery,,Corbin Carroll,OF,32.96%,6
5,5133108146,npericone,0,169.25,1B Gavin Sheets 2B Chase Meidroth 3B Miguel Vargas C Adrian Del Castillo OF Mike Trout OF Jackson Merrill OF Sam Antonacci P Eduardo Rodriguez P Bryce Elder SS Colson Montgomery,,Chase Meidroth,2B,27.38%,19
7,5132641632,cantfademe (75/94),0,168.65,1B Gavin Sheets 2B Chase Meidroth 3B Sung-Mun Song C Edgar Quero OF Miguel Andujar OF Andrew Benintendi OF Jackson Merrill P George Kirby P Bryce Elder SS Xander Bogaerts,,Ketel Marte,2B,27.00%,19
8,5132585648,Barberchaz,0,168.55,1B Josh Naylor 2B Ketel Marte 3B Manny Machado C Gabriel Moreno OF Mike Trout OF Fernando Tatis Jr. OF Jackson Merrill P Eduardo Rodriguez P Walker Buehler SS Xander Bogaerts,,Mike Trout,OF,26.90%,23
9,5132561542,jb101086 (24/25),0,167.65,1B Casey Schmitt 2B Fernando Tatis Jr. 3B Sung-Mun Song C Luis Campusano OF Mike Trout OF Jung Hoo Lee OF Jackson Merrill P George Kirby P Bryce Elder SS Xander Bogaerts,,Drake Baldwin,C,24.58%,0
10,5133143605,mikeD1497,0,166.25,1B Ildemaro Vargas 2B Ketel Marte 3B Miguel Andujar C Adrian Del Castillo OF Jorge Soler OF Fernando Tatis Jr. OF Jackson Merrill P Eduardo Rodriguez P Bryce Elder SS Geraldo Perdomo,,Ozzie Albies,2B,23.97%,5
11,5132988249,zroth2 (69/94),0,165.65,1B Rafael Devers 2B Fernando Tatis Jr. 3B Sung-Mun Song C Jesus Rodriguez OF Mike Trout OF Nick Castellanos OF Jackson Merrill P George Kirby P Bryce Elder SS Zach Neto,,Eduardo Rodriguez,P,23.94%,30.75
12,5132561529,jb101086 (11/25),0,165.25,1B Matt Olson 2B Ketel Marte 3B Sung-Mun Song C Luis Campusano OF Nick Castellanos OF Fernando Tatis Jr. OF Corbin Carroll P Eduardo Rodriguez P Bryce Elder SS Xander Bogaerts,,Matt Olson,1B,22.63%,21
13,5133116631,brandyn907,0,164.9,1B Casey Schmitt 2B Chase Meidroth 3B Miguel Vargas C Edgar Quero OF Mike Trout OF Jorge Soler OF Jackson Merrill P Eduardo Rodriguez P George Kirby SS Colson Montgomery,,Colson Montgomery,SS,22.00%,7
14,5133018555,LJdraft (1/3),0,164.65,1B Ildemaro Vargas 2B Chase Meidroth 3B Manny Machado C Jesus Rodriguez OF Mike Trout OF Jorge Soler OF Jackson Merrill P George Kirby P Bryce Elder SS J.P. Crawford,,Oneil Cruz,OF,21.77%,0
15,5133098743,moklovin (55/94),0,163.9,1B Ildemaro Vargas 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Mike Trout OF Nick Castellanos OF Jackson Merrill P Eduardo Rodriguez P George Kirby SS Geraldo Perdomo,,Geraldo Perdomo,SS,21.33%,13
16,5133098727,moklovin (39/94),0,163.25,1B Matt Olson 2B Ozzie Albies 3B Sung-Mun Song C Drake Baldwin OF Nick Castellanos OF Fernando Tatis Jr. OF Jackson Merrill P Eduardo Rodriguez P Bryce Elder SS Xander Bogaerts,,Cal Raleigh,C,20.59%,0
17,5132561537,jb101086 (19/25),0,162.95,1B Matt Olson 2B Fernando Tatis Jr. 3B Sung-Mun Song C Luis Campusano OF Mike Trout OF Nick Castellanos OF Jackson Merrill P Bryce Elder P Bubba Chandler SS Zach Neto,,Adrian Del Castillo,C,20.18%,7
17,5133081433,cboxman,0,162.95,1B Josh Naylor 2B Ketel Marte 3B Miguel Andujar C Luis Campusano OF Mike Trout OF Ryan O'Hearn OF Jackson Merrill P Walker Buehler P George Kirby SS Xander Bogaerts,,Erick Fedde,P,18.52%,1.7
19,5133021892,bafoon13 (88/94),0,162.25,1B Gavin Sheets 2B Ketel Marte 3B Manny Machado C Gabriel Moreno OF Miguel Andujar OF Corbin Carroll OF Jackson Merrill P Eduardo Rodriguez P Bryce Elder SS Geraldo Perdomo,,Randal Grichuk,OF,17.98%,5
