P_ID,P_Name,P_Salary,P_Proj,P_ID,P_Name,P_Salary,P_Proj,C_ID,C_Name,C_Salary,C_Proj,1B_ID,1B_Name,1B_Salary,1B_Proj,2B_ID,2B_Name,2B_Salary,2B_Proj,3B_ID,3B_Name,3B_Salary,3B_Proj,SS_ID,SS_Name,SS_Salary,SS_Proj,OF_ID,OF_Name,OF_Salary,OF_Proj,OF_ID,OF_Name,OF_Salary,OF_Proj,OF_ID,OF_Name,OF_Salary,OF_Proj,Total_Projection,Total_Salary,Avg_Ownership,Ownership_Product
42962676,Ryan Weiss,6000,10.90,42962149,Jesus Luzardo,9200,19.74,42962244,Moises Ballesteros,3700,9.37,42962171,Ben Rice,5800,9.16,42962179,Ketel Marte,5200,11.20,42962218,Alex Bregman,4100,8.86,42962242,Dansby Swanson,3700,7.66,42962307,Brandon Lockridge,2800,6.09,42962211,Ian Happ,4200,9.35,42962188,Pete Crow-Armstrong,4800,9.15,101.48,49500,16.3,1.6341e+1
42962149,Jesus Luzardo,9200,19.74,42962159,Dustin May,6400,12.01,42962244,Moises Ballesteros,3700,9.37,42962248,Michael Busch,3600,8.89,42962186,JJ Wetherholt,4900,8.03,42962256,Nolan Arenado,3500,7.96,42962242,Dansby Swanson,3700,7.66,42962192,Seiya Suzuki,4600,9.66,42962170,Corbin Carroll,5900,9.04,42962211,Ian Happ,4200,9.35,101.71,49700,16.7,1.6748e+1
42962147,Max Fried,10100,18.13,42962160,Chris Paddack,5800,10.74,42962244,Moises Ballesteros,3700,9.37,42962248,Michael Busch,3600,8.89,42962179,Ketel Marte,5200,11.20,42962185,Junior Caminero,4900,9.10,42962242,Dansby Swanson,3700,7.66,42962221,Chandler Simpson,4000,7.14,42962192,Seiya Suzuki,4600,9.66,42962211,Ian Happ,4200,9.35,101.24,49800,16.1,1.6142e+1
42962150,Ranger Suarez,8600,16.04,42962159,Dustin May,6400,12.01,42962274,Carson Kelly,3200,7.65,42962248,Michael Busch,3600,8.89,42962179,Ketel Marte,5200,11.20,42962218,Alex Bregman,4100,8.86,42962242,Dansby Swanson,3700,7.66,42962195,Jarren Duran,4500,9.34,42962192,Seiya Suzuki,4600,9.66,42962170,Corbin Carroll,5900,9.04,100.35,49800,13.1,1.3077e+1
42962154,Braxton Ashcraft,7500,14.97,42962149,Jesus Luzardo,9200,19.74,42962274,Carson Kelly,3200,7.65,42962248,Michael Busch,3600,8.89,42962180,Nico Hoerner,5100,7.69,42962218,Alex Bregman,4100,8.86,42962268,David Hamilton,3300,6.90,42962170,Corbin Carroll,5900,9.04,42962283,Lourdes Gurriel Jr.,3000,7.57,42962192,Seiya Suzuki,4600,9.66,100.97,49500,17.7,1.7738e+1
42962148,Chase Burns,9600,17.10,42962160,Chris Paddack,5800,10.74,42962204,William Contreras,4300,8.54,42962248,Michael Busch,3600,8.89,42962179,Ketel Marte,5200,11.20,42962218,Alex Bregman,4100,8.86,42962242,Dansby Swanson,3700,7.66,42962184,Roman Anthony,4900,8.38,42962192,Seiya Suzuki,4600,9.66,42962211,Ian Happ,4200,9.35,100.38,50000,16.1,1.6108e+1
42962150,Ranger Suarez,8600,16.04,42962152,Steven Matz,8200,13.47,42962274,Carson Kelly,3200,7.65,42962248,Michael Busch,3600,8.89,42962179,Ketel Marte,5200,11.20,42962218,Alex Bregman,4100,8.86,42962222,Geraldo Perdomo,4000,7.29,42962251,Jasson Dominguez,3500,6.85,42962192,Seiya Suzuki,4600,9.66,42962188,Pete Crow-Armstrong,4800,9.15,99.06,49800,14.6,1.4587e+1
42962154,Braxton Ashcraft,7500,14.97,42962149,Jesus Luzardo,9200,19.74,42962254,Gabriel Moreno,3500,7.47,42962248,Michael Busch,3600,8.89,42962179,Ketel Marte,5200,11.20,42962218,Alex Bregman,4100,8.86,42962222,Geraldo Perdomo,4000,7.29,42962332,Jorge Barrosa,2500,5.42,42962211,Ian Happ,4200,9.35,42962170,Corbin Carroll,5900,9.04,102.23,49700,18.4,1.8414e+1
42962157,Tyler Mahle,6900,13.07,42962149,Jesus Luzardo,9200,19.74,42962244,Moises Ballesteros,3700,9.37,42962208,Ildemaro Vargas,4200,6.86,42962179,Ketel Marte,5200,11.20,42962256,Nolan Arenado,3500,7.96,42962222,Geraldo Perdomo,4000,7.29,42962281,Ceddanne Rafaela,3000,6.52,42962211,Ian Happ,4200,9.35,42962170,Corbin Carroll,5900,9.04,100.40,49800,17.5,1.7510e+1
42962150,Ranger Suarez,8600,16.04,42962149,Jesus Luzardo,9200,19.74,42962244,Moises Ballesteros,3700,9.37,42962208,Ildemaro Vargas,4200,6.86,42962179,Ketel Marte,5200,11.20,42962185,Junior Caminero,4900,9.10,42962222,Geraldo Perdomo,4000,7.29,42962195,Jarren Duran,4500,9.34,42962332,Jorge Barrosa,2500,5.42,42962283,Lourdes Gurriel Jr.,3000,7.57,101.93,49800,16.9,1.6943e+1
