Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5120979020,Bryantrose777,0,234.4,1B Munetaka Murakami 2B Ildemaro Vargas 3B Miguel Vargas C Hunter Goodman OF James Wood OF Mickey Moniak OF Michael Harris II P Casey Mize P Matthew Boyd SS Colson Montgomery,,Shohei Ohtani,P,38.85%,24.5
2,5120847644,TheKlausShow,0,228.1,1B Matt Olson 2B Ildemaro Vargas 3B Nolan Arenado C Drake Baldwin OF Corbin Carroll OF James Wood OF Felix Reyes P Shohei Ohtani P Connor Prielipp SS Geraldo Perdomo,,Xander Bogaerts,SS,27.56%,6
3,5120609186,CoachS111 (21/50),0,228.05,1B Ildemaro Vargas 2B Fernando Tatis Jr. 3B Nolan Arenado C Luis Campusano OF Corbin Carroll OF Ramon Laureano OF Michael Harris II P Braxton Ashcraft P Casey Mize SS Geraldo Perdomo,,Jackson Merrill,OF,27.15%,12
4,5120395776,youdacao (72/150),0,226.25,1B Matt Olson 2B Ketel Marte 3B Nolan Arenado C Luis Campusano OF Corbin Carroll OF Jackson Merrill OF Michael Harris II P Matthew Boyd P Tyler Mahle SS Geraldo Perdomo,,Matthew Boyd,P,26.82%,13.5
5,5120981637,cardinals19191 (89/150),0,223.1,1B Ildemaro Vargas 2B Ketel Marte 3B Nolan Arenado C Hunter Goodman OF Corbin Carroll OF Jackson Merrill OF Jake McCarthy P Shohei Ohtani P Connor Prielipp SS Geraldo Perdomo,,Ramon Laureano,OF,25.56%,4
6,5121072183,thechozen3 (18/29),0,222.5,1B Matt Olson 2B Ildemaro Vargas 3B Nolan Arenado C Drake Baldwin OF Gavin Sheets OF Michael Harris II OF Jorge Barrosa P Shohei Ohtani P Max Fried SS Geraldo Perdomo,,Connor Prielipp,P,25.01%,14.6
7,5120395845,youdacao (141/150),0,221,1B Matt Olson 2B Ildemaro Vargas 3B Nolan Arenado C Hunter Goodman OF Corbin Carroll OF Michael Harris II OF Jorge Barrosa P Shohei Ohtani P Matthew Boyd SS Xander Bogaerts,,Matt Olson,1B,23.58%,18
8,5120652734,relicck (7/10),0,219.65,1B Ildemaro Vargas 2B Edouard Julien 3B Nolan Arenado C Hunter Goodman OF Corbin Carroll OF Mickey Moniak OF Jorge Barrosa P Shohei Ohtani P Braxton Ashcraft SS Geraldo Perdomo,,Manny Machado,3B,23.48%,3
9,5121007405,stringbetman (2/3),0,216.9,1B Ildemaro Vargas 2B Ketel Marte 3B Josh Jung C Luis Campusano OF Corbin Carroll OF Lourdes Gurriel Jr. OF Everson Pereira P Max Fried P Casey Mize SS Geraldo Perdomo,,Braxton Ashcraft,P,22.78%,18.15
10,5120743999,Bsgolfer7 (106/150),0,215.6,1B Ildemaro Vargas 2B Ketel Marte 3B Nolan Arenado C Luis Campusano OF Corbin Carroll OF Fernando Tatis Jr. OF Ramon Laureano P Max Fried P Connor Prielipp SS Geraldo Perdomo,,Mickey Moniak,OF,22.58%,14
11,5120924006,conradical907 (150/150),0,215.1,1B Ildemaro Vargas 2B Ketel Marte 3B Nolan Arenado C Luis Campusano OF Corbin Carroll OF Jackson Merrill OF Ramon Laureano P Shohei Ohtani P Connor Prielipp SS Geraldo Perdomo,,Fernando Tatis Jr.,2B,22.24%,0
12,5120981672,cardinals19191 (124/150),0,214.6,1B Matt Olson 2B Ozzie Albies 3B Miguel Vargas C Hunter Goodman OF James Wood OF Ronald Acuna Jr. OF Michael Harris II P Max Fried P Connor Prielipp SS Geraldo Perdomo,,Austin Riley,3B,21.31%,0
13,5120811155,TeamDJ0223,0,213.65,1B Munetaka Murakami 2B Ildemaro Vargas 3B Miguel Vargas C Drake Baldwin OF Mickey Moniak OF Everson Pereira OF Michael Harris II P Shohei Ohtani P Braxton Ashcraft SS Colson Montgomery,,Hunter Goodman,C,21.29%,28
14,5120841068,mau5pad (59/150),0,212.6,1B Jose Fernandez 2B Ketel Marte 3B Nolan Arenado C Hunter Goodman OF Corbin Carroll OF Tyler Freeman OF Mickey Moniak P Max Fried P Connor Prielipp SS Geraldo Perdomo,,Drake Baldwin,C,19.09%,19
15,5120949711,bandit574,0,212.5,1B TJ Rumfield 2B Ildemaro Vargas 3B Nolan Arenado C Hunter Goodman OF Troy Johnston OF Mickey Moniak OF Lourdes Gurriel Jr. P Shohei Ohtani P Max Fried SS Geraldo Perdomo,,Casey Mize,P,18.77%,25.9
16,5120478112,1.C-4Explosive_1,0,211.65,1B Ildemaro Vargas 2B Nico Hoerner 3B Nolan Arenado C Drake Baldwin OF Ian Happ OF Mickey Moniak OF Michael Harris II P Shohei Ohtani P Braxton Ashcraft SS Geraldo Perdomo,,Ronald Acuna Jr.,OF,18.51%,6
16,5120872688,elidkatz1 (28/150),0,211.65,1B Luis Garcia Jr. 2B Ildemaro Vargas 3B Nolan Arenado C Hunter Goodman OF Corbin Carroll OF Mickey Moniak OF Jorge Barrosa P Shohei Ohtani P Clay Holmes SS Geraldo Perdomo,,Michael Harris II,OF,18.07%,30
18,5121083313,chrance519,0,211.4,1B Matt Olson 2B Ildemaro Vargas 3B Austin Riley C Drake Baldwin OF Corbin Carroll OF Mickey Moniak OF Michael Harris II P Casey Mize P Matthew Boyd SS Geraldo Perdomo,,Max Fried,P,16.79%,37
