P,P,C,1B,2B,3B,SS,OF,OF,OF,Projection,Salary,Ownership,Ceiling,MC_EV,MC_Top1Pct
42429591,42429592,42429668,42429608,42429754,42429654,42429618,42429617,42429827,42429651,100.13,50000,14.94,183.30,3.6256,0.0000
42429595,42429593,42429807,42429840,42429670,42429731,42429616,42429628,42429606,42429610,100.17,49600,8.07,180.56,3.6256,0.0000
42429593,42429591,42429728,42429659,42429710,42429706,42429652,42429611,42429620,42429638,100.41,49300,14.02,182.80,3.6227,0.0000
42429596,42429591,42429728,42429619,42429664,42429644,42429616,42429660,42429617,42429795,101.34,49700,19.43,186.20,3.6051,0.0000
42429591,42429599,42429668,42429608,42429706,42429654,42429729,42429617,42429651,42429648,99.46,49100,13.61,183.86,3.6021,0.0000
42429596,42429593,42429728,42429625,42429664,42429795,42429639,42429621,42429607,42429674,99.67,49600,19.50,184.20,3.5992,0.0000
42429591,42429604,42429668,42429608,42429706,42429757,42429618,42429617,42429648,42429628,99.25,49900,13.46,183.80,3.5992,0.0000
42429596,42429595,42429763,42429625,42429664,42429795,42429618,42429628,42429621,42429660,100.77,48900,25.64,183.96,3.5904,0.0000
42429591,42429595,42429668,42429608,42429706,42429734,42429613,42429628,42429648,42429754,100.11,49400,20.52,182.56,3.5875,0.0000
42429591,42429592,42429661,42429608,42429742,42429649,42429822,42429621,42429617,42429754,99.61,49300,13.47,183.45,3.5787,0.0000
42429595,42429593,42429665,42429614,42429670,42429649,42429729,42429814,42429628,42429638,100.19,47800,10.09,182.56,3.5728,0.0000
42429591,42429604,42429668,42429608,42429682,42429706,42429639,42429754,42429617,42429607,97.91,49700,12.64,182.80,3.5669,0.0000
42429591,42429595,42429668,42429623,42429719,42429706,42429616,42429648,42429617,42429776,99.73,48800,11.69,181.71,3.5640,0.0000
42429596,42429593,42429728,42429608,42429664,42429795,42429673,42429617,42429660,42429622,99.54,49300,18.00,185.20,3.5611,0.0000
42429596,42429592,42429627,42429625,42429664,42429795,42429639,42429669,42429660,42429621,99.15,49300,16.02,186.70,3.5581,0.0000
42429596,42429595,42429728,42429608,42429664,42429706,42429673,42429660,42429621,42429628,100.53,49300,20.22,184.96,3.5523,0.0000
42429596,42429595,42429728,42429625,42429719,42429644,42429613,42429795,42429660,42429628,99.82,47700,15.46,183.11,3.5493,0.0000
42429591,42429592,42429668,42429678,42429754,42429706,42429639,42429648,42429607,42429649,98.04,48800,15.91,184.30,3.5435,0.0000
42429592,42429593,42429661,42429619,42429664,42429644,42429616,42429643,42429744,42429662,99.74,50000,12.01,182.30,3.5435,0.0000
42429595,42429592,42429665,42429619,42429670,42429731,42429616,42429617,42429814,42429622,98.65,50000,8.68,183.06,3.5317,0.0000
42429596,42429592,42429728,42429625,42429664,42429671,42429652,42429643,42429660,42429621,99.02,48900,15.46,185.70,3.5288,0.0000
42429592,42429591,42429705,42429608,42429706,42429649,42429652,42429754,42429617,42429700,98.60,48800,20.29,183.30,3.5288,0.0000
42429591,42429595,42429675,42429608,42429706,42429649,42429822,42429651,42429694,42429617,99.19,48300,10.70,181.71,3.5288,0.0000
42429591,42429592,42429668,42429608,42429773,42429706,42429639,42429754,42429648,42429607,98.82,49700,12.75,185.30,3.5259,0.0000
42429591,42429594,42429668,42429608,42429706,42429747,42429729,42429615,42429663,42429617,99.28,50000,10.99,183.40,3.5259,0.0000
42429599,42429593,42429728,42429678,42429726,42429772,42429618,42429645,42429606,42429621,99.30,48800,15.94,183.86,3.5259,0.0000
42429593,42429595,42429752,42429625,42429739,42429649,42429652,42429611,42429638,42429640,101.09,49300,12.88,183.56,3.5229,0.0000
42429593,42429594,42429675,42429623,42429838,42429644,42429686,42429607,42429669,42429621,98.43,49700,20.31,182.40,3.5171,0.0000
42429591,42429593,42429763,42429655,42429739,42429649,42429652,42429638,42429685,42429606,98.78,48600,13.92,182.80,3.5171,0.0000
42429599,42429595,42429665,42429623,42429670,42429731,42429729,42429628,42429606,42429651,98.69,48900,10.03,181.62,3.5141,0.0000
42429591,42429595,42429665,42429623,42429670,42429698,42429639,42429694,42429814,42429617,99.82,47600,8.79,182.56,3.5141,0.0000
42429595,42429594,42429665,42429608,42429670,42429840,42429729,42429607,42429628,42429669,98.55,49300,10.43,181.16,3.5053,0.0000
42429599,42429593,42429665,42429659,42429678,42429739,42429652,42429611,42429638,42429607,98.92,49900,13.95,183.86,3.5053,0.0000
42429594,42429593,42429665,42429623,42429678,42429702,42429613,42429812,42429669,42429607,98.07,49700,12.30,182.40,3.5024,0.0000
42429593,42429595,42429695,42429659,42429664,42429739,42429616,42429620,42429628,42429638,100.34,50000,14.01,182.56,3.5024,0.0000
42429595,42429599,42429641,42429625,42429726,42429698,42429629,42429606,42429660,42429645,99.52,49800,14.65,185.62,3.5024,0.0000
42429591,42429594,42429665,42429608,42429754,42429803,42429686,42429621,42429648,42429617,99.46,49600,15.46,185.40,3.4995,0.0000
42429596,42429595,42429728,42429732,42429670,42429644,42429618,42429621,42429642,42429660,99.86,48100,12.99,183.96,3.4995,0.0000
42429591,42429604,42429668,42429608,42429742,42429649,42429757,42429617,42429648,42429606,97.82,49900,11.52,182.80,3.4965,0.0000
42429591,42429595,42429668,42429608,42429706,42429671,42429618,42429638,42429754,42429642,99.41,49600,12.01,182.56,3.4936,0.0000
42429593,42429595,42429675,42429623,42429742,42429739,42429652,42429620,42429628,42429638,98.87,49100,10.82,181.56,3.4907,0.0000
42429591,42429604,42429665,42429608,42429754,42429649,42429613,42429617,42429722,42429642,97.99,49400,14.92,183.80,3.4877,0.0000
42429591,42429593,42429724,42429608,42429664,42429702,42429673,42429620,42429685,42429638,99.97,49500,13.29,182.80,3.4848,0.0000
42429593,42429599,42429752,42429659,42429739,42429644,42429613,42429621,42429685,42429611,99.79,49100,12.65,181.86,3.4819,0.0000
42429591,42429596,42429728,42429625,42429773,42429649,42429616,42429621,42429660,42429725,99.60,48400,15.04,185.20,3.4789,0.0000
42429596,42429599,42429675,42429625,42429653,42429644,42429673,42429660,42429631,42429621,98.59,49100,13.77,185.26,3.4789,0.0000
42429591,42429594,42429668,42429608,42429678,42429770,42429616,42429754,42429676,42429617,98.15,49600,13.84,181.40,3.4789,0.0000
42429599,42429593,42429697,42429678,42429726,42429654,42429618,42429660,42429606,42429651,98.42,48900,14.46,181.86,3.4701,0.0000
42429591,42429594,42429641,42429608,42429706,42429649,42429673,42429648,42429797,42429617,98.48,49600,16.93,185.40,3.4701,0.0000
42429591,42429595,42429665,42429646,42429678,42429644,42429629,42429606,42429759,42429645,100.11,50000,14.87,182.56,3.4701,0.0000
42429592,42429593,42429661,42429619,42429739,42429795,42429616,42429754,42429621,42429643,99.85,48700,14.78,184.30,3.4672,0.0000
42429593,42429596,42429728,42429608,42429754,42429644,42429673,42429660,42429651,42429620,100.11,48800,17.23,186.20,3.4613,0.0000
42429594,42429591,42429695,42429632,42429664,42429706,42429613,42429621,42429795,42429660,99.92,48700,18.07,181.40,3.4584,0.0000
42429596,42429599,42429728,42429625,42429664,42429654,42429639,42429621,42429660,42429610,98.17,50000,14.17,184.26,3.4584,0.0000
42429596,42429595,42429695,42429625,42429664,42429795,42429757,42429660,42429606,42429607,99.39,49600,16.17,182.96,3.4555,0.0000
42429593,42429594,42429705,42429619,42429664,42429795,42429673,42429660,42429622,42429617,100.01,49100,16.02,185.40,3.4525,0.0000
42429593,42429591,42429661,42429718,42429739,42429702,42429652,42429638,42429615,42429617,100.14,49000,16.04,183.80,3.4525,0.0000
42429592,42429591,42429668,42429619,42429678,42429770,42429616,42429660,42429776,42429643,99.01,48100,11.88,183.30,3.4467,0.0000
42429593,42429591,42429656,42429659,42429739,42429609,42429652,42429685,42429638,42429754,98.54,48100,10.00,181.80,3.4408,0.0000
42429592,42429591,42429668,42429608,42429706,42429852,42429618,42429648,42429660,42429703,99.56,48100,18.97,184.30,3.4408,0.0000
42429591,42429599,42429665,42429608,42429706,42429649,42429693,42429617,42429615,42429754,98.05,49800,17.25,183.86,3.4379,0.0000
42429596,42429593,42429728,42429625,42429664,42429644,42429689,42429795,42429617,42429620,98.94,48700,16.33,182.20,3.4349,0.0000
42429596,42429593,42429728,42429625,42429664,42429629,42429652,42429703,42429621,42429795,99.86,47600,16.26,184.20,3.4349,0.0000
42429599,42429595,42429641,42429678,42429726,42429629,42429673,42429621,42429645,42429606,98.81,49900,16.03,184.62,3.4349,0.0000
42429595,42429592,42429807,42429623,42429670,42429649,42429729,42429606,42429643,42429628,99.97,49800,12.39,183.06,3.4173,0.0000
42429593,42429595,42429665,42429623,42429739,42429702,42429652,42429620,42429611,42429669,99.57,49700,12.69,181.56,3.4144,0.0000
42429599,42429593,42429627,42429678,42429726,42429644,42429618,42429606,42429797,42429645,98.92,49400,21.14,184.86,3.4085,0.0000
42429599,42429593,42429752,42429655,42429678,42429698,42429629,42429606,42429621,42429645,98.53,49600,13.26,182.86,3.4027,0.0000
42429596,42429595,42429627,42429625,42429664,42429644,42429673,42429754,42429694,42429660,99.34,47300,17.10,183.96,3.3997,0.0000
42429595,42429592,42429665,42429625,42429670,42429654,42429729,42429694,42429628,42429615,99.59,49300,11.03,181.06,3.3909,0.0000
42429593,42429595,42429627,42429732,42429739,42429649,42429652,42429620,42429685,42429611,98.46,49300,10.08,182.56,3.3909,0.0000
42429599,42429591,42429752,42429625,42429726,42429698,42429618,42429606,42429696,42429645,99.22,49000,11.90,184.86,3.3792,0.0000
42429593,42429595,42429728,42429699,42429686,42429739,42429652,42429620,42429611,42429621,99.47,49000,20.94,181.56,3.3792,0.0000
42429599,42429593,42429656,42429634,42429678,42429698,42429618,42429663,42429723,42429606,98.05,49400,9.92,182.86,3.3733,0.0000
42429595,42429596,42429665,42429625,42429686,42429644,42429613,42429607,42429669,42429812,99.34,49800,14.60,184.96,3.3704,0.0000
42429593,42429594,42429641,42429659,42429739,42429731,42429652,42429621,42429638,42429611,98.42,49600,10.18,183.40,3.3704,0.0000
42429593,42429594,42429724,42429623,42429686,42429644,42429613,42429812,42429663,42429607,98.53,50000,12.34,182.40,3.3675,0.0000
42429593,42429595,42429807,42429623,42429686,42429702,42429652,42429620,42429638,42429611,99.30,49600,12.54,180.56,3.3675,0.0000
42429599,42429593,42429641,42429678,42429726,42429838,42429618,42429606,42429645,42429621,98.43,49300,18.96,182.86,3.3645,0.0000
42429599,42429591,42429752,42429678,42429726,42429702,42429618,42429645,42429621,42429606,99.31,49300,15.52,182.86,3.3645,0.0000
42429596,42429595,42429627,42429840,42429719,42429644,42429673,42429660,42429607,42429621,98.35,48700,11.96,183.11,3.3616,0.0000
42429595,42429599,42429665,42429608,42429670,42429731,42429639,42429669,42429638,42429628,98.00,48900,9.86,182.62,3.3616,0.0000
42429591,42429596,42429728,42429625,42429706,42429795,42429673,42429660,42429610,42429643,98.44,47500,14.93,183.20,3.3616,0.0000
42429596,42429598,42429675,42429625,42429686,42429644,42429673,42429660,42429621,42429610,96.45,49800,14.47,184.10,3.3616,0.0000
42429592,42429595,42429661,42429619,42429664,42429731,42429616,42429776,42429660,42429643,98.53,48400,10.84,182.06,3.3499,0.0000
42429596,42429591,42429728,42429659,42429664,42429644,42429673,42429610,42429621,42429650,98.43,49700,12.53,182.20,3.3411,0.0000
42429593,42429594,42429627,42429659,42429739,42429824,42429652,42429620,42429723,42429617,97.98,47900,14.37,183.40,3.3381,0.0000
42429593,42429594,42429661,42429659,42429739,42429772,42429652,42429638,42429621,42429611,98.46,49000,11.48,181.40,3.3235,0.0000
42429596,42429593,42429695,42429625,42429773,42429644,42429616,42429682,42429621,42429696,98.63,48500,9.45,184.20,3.3176,0.0000
42429599,42429591,42429697,42429625,42429678,42429698,42429673,42429645,42429606,42429622,97.97,50000,14.72,184.86,3.3117,0.0000
42429591,42429592,42429656,42429608,42429754,42429649,42429822,42429606,42429723,42429648,98.30,49400,12.51,183.45,3.3117,0.0000
42429591,42429592,42429778,42429619,42429710,42429744,42429616,42429621,42429606,42429776,98.59,50000,13.91,181.30,3.3088,0.0000
42429595,42429592,42429661,42429619,42429664,42429644,42429616,42429744,42429814,42429643,98.40,48200,10.78,181.06,3.3059,0.0000
42429592,42429595,42429627,42429634,42429670,42429644,42429729,42429628,42429615,42429814,98.83,49100,9.50,182.06,3.3000,0.0000
42429593,42429591,42429736,42429608,42429706,42429744,42429639,42429648,42429827,42429607,98.76,48500,8.73,180.80,3.3000,0.0000
42429591,42429592,42429705,42429619,42429686,42429734,42429616,42429643,42429660,42429648,97.76,49200,15.76,182.30,3.2912,0.0000
42429592,42429593,42429705,42429619,42429742,42429644,42429616,42429735,42429628,42429643,98.17,49500,9.36,182.30,3.2883,0.0000
42429593,42429592,42429752,42429659,42429739,42429644,42429652,42429611,42429628,42429648,99.55,49000,13.32,182.30,3.2883,0.0000
42429596,42429595,42429728,42429625,42429691,42429644,42429673,42429631,42429696,42429607,97.67,49100,10.32,183.96,3.2824,0.0000
42429595,42429591,42429807,42429623,42429670,42429635,42429729,42429628,42429611,42429754,99.24,48400,9.91,179.56,3.2795,0.0000
42429592,42429595,42429661,42429619,42429710,42429644,42429616,42429735,42429617,42429747,99.36,49200,10.21,185.06,3.2765,0.0000
42429595,42429599,42429752,42429655,42429726,42429635,42429618,42429645,42429660,42429606,98.25,49200,10.22,183.62,3.2677,0.0000
42429599,42429593,42429661,42429655,42429678,42429649,42429618,42429606,42429696,42429759,97.64,48800,10.13,183.86,3.2589,0.0000
42429592,42429593,42429661,42429619,42429773,42429785,42429616,42429643,42429606,42429703,97.72,49900,7.45,182.30,3.2531,0.0000
42429593,42429596,42429661,42429632,42429664,42429795,42429673,42429651,42429607,42429621,98.80,49800,14.04,182.20,3.2501,0.0000
42429592,42429591,42429661,42429619,42429664,42429644,42429616,42429776,42429744,42429622,98.08,49800,10.30,181.30,3.2472,0.0000
42429593,42429596,42429728,42429659,42429670,42429644,42429673,42429621,42429776,42429610,98.22,48000,11.93,181.20,3.2443,0.0000
42429592,42429591,42429695,42429625,42429664,42429644,42429673,42429674,42429607,42429676,99.08,50000,19.87,182.30,3.2413,0.0000
42429591,42429599,42429627,42429625,42429686,42429795,42429613,42429607,42429669,42429716,98.72,49900,13.62,183.86,3.2384,0.0000
42429591,42429599,42429668,42429608,42429739,42429706,42429686,42429669,42429617,42429620,97.93,49300,15.56,181.86,3.2325,0.0000
42429596,42429595,42429695,42429625,42429715,42429644,42429629,42429648,42429621,42429642,98.53,49500,12.62,181.96,3.2296,0.0000
42429591,42429592,42429668,42429646,42429773,42429649,42429616,42429617,42429723,42429648,97.81,49100,9.92,182.30,3.2267,0.0000
42429596,42429592,42429665,42429625,42429664,42429671,42429652,42429795,42429660,42429606,98.78,49100,15.43,184.70,3.2091,0.0000
42429593,42429592,42429665,42429623,42429739,42429773,42429652,42429651,42429638,42429611,97.86,49000,10.16,182.30,3.1915,0.0000
42429596,42429595,42429728,42429614,42429682,42429644,42429804,42429660,42429621,42429617,98.24,48700,17.83,181.96,3.1915,0.0000
42429595,42429596,42429728,42429625,42429739,42429644,42429629,42429606,42429660,42429700,99.10,49000,23.46,182.96,3.1856,0.0000
42429591,42429592,42429668,42429671,42429686,42429649,42429652,42429648,42429631,42429617,97.40,49800,12.10,183.30,3.1797,0.0000
