P_ID,P_Name,P_Salary,P_Proj,P_ID,P_Name,P_Salary,P_Proj,C_ID,C_Name,C_Salary,C_Proj,1B_ID,1B_Name,1B_Salary,1B_Proj,2B_ID,2B_Name,2B_Salary,2B_Proj,3B_ID,3B_Name,3B_Salary,3B_Proj,SS_ID,SS_Name,SS_Salary,SS_Proj,OF_ID,OF_Name,OF_Salary,OF_Proj,OF_ID,OF_Name,OF_Salary,OF_Proj,OF_ID,OF_Name,OF_Salary,OF_Proj,Total_Projection,Total_Salary,Avg_Ownership,Ownership_Product
42672737,George Kirby,8500,17.63,42672743,Yusei Kikuchi,6400,13.96,42672773,Hunter Goodman,4800,7.95,42672753,Freddie Freeman,5700,11.09,42672811,Alex Freeland,3800,7.35,42672846,Nolan Arenado,3200,6.43,42672835,Andres Gimenez,3400,7.12,42672923,Eloy Jimenez,2000,7.01,42672758,Andy Pages,5400,10.71,42672748,Kyle Tucker,6600,11.93,101.18,49800,14.4,1.4362e+1
42672740,Emmet Sheehan,7200,15.18,42672743,Yusei Kikuchi,6400,13.96,42672850,Logan O'Hoppe,3200,7.46,42672842,Nolan Schanuel,3200,7.14,42672801,Ozzie Albies,4000,7.25,42672826,Yoan Moncada,3500,7.27,42672761,Zach Neto,5300,10.26,42672748,Kyle Tucker,6600,11.93,42672754,Teoscar Hernandez,5700,10.13,42672789,Jo Adell,4300,9.57,100.15,49400,15.0,1.4972e+1
42672737,George Kirby,8500,17.63,42672743,Yusei Kikuchi,6400,13.96,42672850,Logan O'Hoppe,3200,7.46,42672842,Nolan Schanuel,3200,7.14,42672763,Ketel Marte,5200,9.46,42672837,Kyle Karros,3300,5.96,42672761,Zach Neto,5300,10.26,42672807,Mickey Moniak,3800,7.77,42672748,Kyle Tucker,6600,11.93,42672789,Jo Adell,4300,9.57,101.14,49800,13.5,1.3465e+1
42672740,Emmet Sheehan,7200,15.18,42672743,Yusei Kikuchi,6400,13.96,42672850,Logan O'Hoppe,3200,7.46,42672760,Vladimir Guerrero Jr.,5300,9.27,42672763,Ketel Marte,5200,9.46,42672872,Ernie Clement,2900,7.29,42672761,Zach Neto,5300,10.26,42672855,Josh Lowe,3100,7.34,42672789,Jo Adell,4300,9.57,42672752,Mike Trout,5800,10.69,100.48,48700,15.2,1.5203e+1
42672737,George Kirby,8500,17.63,42672741,Zac Gallen,7100,12.64,42672850,Logan O'Hoppe,3200,7.46,42672902,Ty France,2300,6.80,42672763,Ketel Marte,5200,9.46,42672878,Oswald Peraza,2700,7.62,42672761,Zach Neto,5300,10.26,42672751,Corbin Carroll,6100,10.52,42672752,Mike Trout,5800,10.69,42672855,Josh Lowe,3100,7.34,100.42,49300,14.4,1.4434e+1
42672737,George Kirby,8500,17.63,42672740,Emmet Sheehan,7200,15.18,42672808,Ivan Herrera,3800,8.58,42672781,Alec Burleson,4600,8.84,42672777,JJ Wetherholt,4700,8.39,42672852,Ramon Urias,3100,6.58,42672761,Zach Neto,5300,10.26,42672891,Nathan Church,2500,6.09,42672789,Jo Adell,4300,9.57,42672752,Mike Trout,5800,10.69,101.81,49800,15.7,1.5718e+1
42672738,Lance McCullers Jr.,7800,13.43,42672743,Yusei Kikuchi,6400,13.96,42672850,Logan O'Hoppe,3200,7.46,42672753,Freddie Freeman,5700,11.09,42672827,Miguel Rojas,3500,7.29,42672826,Yoan Moncada,3500,7.27,42672761,Zach Neto,5300,10.26,42672923,Eloy Jimenez,2000,7.01,42672748,Kyle Tucker,6600,11.93,42672752,Mike Trout,5800,10.69,100.39,49800,14.5,1.4465e+1
42672737,George Kirby,8500,17.63,42672740,Emmet Sheehan,7200,15.18,42672850,Logan O'Hoppe,3200,7.46,42672781,Alec Burleson,4600,8.84,42672914,Jose Fermin,2100,6.12,42672786,Isaac Paredes,4400,7.26,42672761,Zach Neto,5300,10.26,42672782,Jordan Walker,4600,8.23,42672789,Jo Adell,4300,9.57,42672752,Mike Trout,5800,10.69,101.24,50000,15.7,1.5685e+1
42672740,Emmet Sheehan,7200,15.18,42672743,Yusei Kikuchi,6400,13.96,42672808,Ivan Herrera,3800,8.58,42672753,Freddie Freeman,5700,11.09,42672777,JJ Wetherholt,4700,8.39,42672822,Nolan Gorman,3600,6.82,42672827,Miguel Rojas,3500,7.29,42672876,Taylor Trammell,2800,6.63,42672758,Andy Pages,5400,10.71,42672748,Kyle Tucker,6600,11.93,100.58,49700,15.9,1.5876e+1
42672740,Emmet Sheehan,7200,15.18,42672743,Yusei Kikuchi,6400,13.96,42672850,Logan O'Hoppe,3200,7.46,42672753,Freddie Freeman,5700,11.09,42672811,Alex Freeland,3800,7.35,42672762,Max Muncy,5200,9.81,42672827,Miguel Rojas,3500,7.29,42672754,Teoscar Hernandez,5700,10.13,42672752,Mike Trout,5800,10.69,42672855,Josh Lowe,3100,7.34,100.30,49600,15.8,1.5840e+1
42672737,George Kirby,8500,17.63,42672736,Nathan Eovaldi,8700,15.95,42672850,Logan O'Hoppe,3200,7.46,42672902,Ty France,2300,6.80,42672756,Fernando Tatis Jr.,5500,10.13,42672878,Oswald Peraza,2700,7.62,42672769,Trea Turner,5000,7.94,42672789,Jo Adell,4300,9.57,42672752,Mike Trout,5800,10.69,42672855,Josh Lowe,3100,7.34,101.13,49100,15.2,1.5197e+1
42672737,George Kirby,8500,17.63,42672736,Nathan Eovaldi,8700,15.95,42672808,Ivan Herrera,3800,8.58,42672781,Alec Burleson,4600,8.84,42672914,Jose Fermin,2100,6.12,42672822,Nolan Gorman,3600,6.82,42672761,Zach Neto,5300,10.26,42672891,Nathan Church,2500,6.09,42672752,Mike Trout,5800,10.69,42672789,Jo Adell,4300,9.57,100.55,49200,14.7,1.4720e+1
42672737,George Kirby,8500,17.63,42672743,Yusei Kikuchi,6400,13.96,42672850,Logan O'Hoppe,3200,7.46,42672842,Nolan Schanuel,3200,7.14,42672763,Ketel Marte,5200,9.46,42672872,Ernie Clement,2900,7.29,42672761,Zach Neto,5300,10.26,42672751,Corbin Carroll,6100,10.52,42672752,Mike Trout,5800,10.69,42672855,Josh Lowe,3100,7.34,101.75,49700,14.6,1.4601e+1
42672740,Emmet Sheehan,7200,15.18,42672743,Yusei Kikuchi,6400,13.96,42672800,Dalton Rushing,4000,9.13,42672753,Freddie Freeman,5700,11.09,42672811,Alex Freeland,3800,7.35,42672762,Max Muncy,5200,9.81,42672761,Zach Neto,5300,10.26,42672874,Alek Thomas,2900,6.44,42672748,Kyle Tucker,6600,11.93,42672904,Myles Straw,2300,5.63,100.78,49400,15.4,1.5376e+1
42672737,George Kirby,8500,17.63,42672743,Yusei Kikuchi,6400,13.96,42672832,Adrian Del Castillo,3400,7.04,42672753,Freddie Freeman,5700,11.09,42672811,Alex Freeland,3800,7.35,42672878,Oswald Peraza,2700,7.62,42672792,Geraldo Perdomo,4200,7.73,42672748,Kyle Tucker,6600,11.93,42672758,Andy Pages,5400,10.71,42672874,Alek Thomas,2900,6.44,101.50,49600,15.7,1.5713e+1
42672737,George Kirby,8500,17.63,42672743,Yusei Kikuchi,6400,13.96,42672808,Ivan Herrera,3800,8.58,42672771,Christian Walker,4900,7.67,42672878,Oswald Peraza,2700,7.62,42672822,Nolan Gorman,3600,6.82,42672761,Zach Neto,5300,10.26,42672782,Jordan Walker,4600,8.23,42672752,Mike Trout,5800,10.69,42672789,Jo Adell,4300,9.57,101.03,49900,13.0,1.3000e+1
42672737,George Kirby,8500,17.63,42672743,Yusei Kikuchi,6400,13.96,42672808,Ivan Herrera,3800,8.58,42672753,Freddie Freeman,5700,11.09,42672811,Alex Freeland,3800,7.35,42672822,Nolan Gorman,3600,6.82,42672827,Miguel Rojas,3500,7.29,42672891,Nathan Church,2500,6.09,42672748,Kyle Tucker,6600,11.93,42672758,Andy Pages,5400,10.71,101.45,49800,15.2,1.5230e+1
42672737,George Kirby,8500,17.63,42672743,Yusei Kikuchi,6400,13.96,42672850,Logan O'Hoppe,3200,7.46,42672771,Christian Walker,4900,7.67,42672878,Oswald Peraza,2700,7.62,42672826,Yoan Moncada,3500,7.27,42672761,Zach Neto,5300,10.26,42672749,Yordan Alvarez,6300,10.41,42672751,Corbin Carroll,6100,10.52,42672855,Josh Lowe,3100,7.34,100.14,50000,12.8,1.2775e+1
42672741,Zac Gallen,7100,12.64,42672743,Yusei Kikuchi,6400,13.96,42672850,Logan O'Hoppe,3200,7.46,42672842,Nolan Schanuel,3200,7.14,42672878,Oswald Peraza,2700,7.62,42672762,Max Muncy,5200,9.81,42672761,Zach Neto,5300,10.26,42672754,Teoscar Hernandez,5700,10.13,42672758,Andy Pages,5400,10.71,42672752,Mike Trout,5800,10.69,100.42,50000,13.9,1.3878e+1
42672737,George Kirby,8500,17.63,42672743,Yusei Kikuchi,6400,13.96,42672808,Ivan Herrera,3800,8.58,42672781,Alec Burleson,4600,8.84,42672763,Ketel Marte,5200,9.46,42672822,Nolan Gorman,3600,6.82,42672761,Zach Neto,5300,10.26,42672782,Jordan Walker,4600,8.23,42672914,Jose Fermin,2100,6.12,42672752,Mike Trout,5800,10.69,100.59,49900,13.2,1.3226e+1
42672737,George Kirby,8500,17.63,42672743,Yusei Kikuchi,6400,13.96,42672800,Dalton Rushing,4000,9.13,42672760,Vladimir Guerrero Jr.,5300,9.27,42672811,Alex Freeland,3800,7.35,42672872,Ernie Clement,2900,7.29,42672792,Geraldo Perdomo,4200,7.73,42672891,Nathan Church,2500,6.09,42672758,Andy Pages,5400,10.71,42672748,Kyle Tucker,6600,11.93,101.09,49600,14.8,1.4825e+1
42672737,George Kirby,8500,17.63,42672743,Yusei Kikuchi,6400,13.96,42672808,Ivan Herrera,3800,8.58,42672781,Alec Burleson,4600,8.84,42672766,Jose Altuve,5100,8.27,42672852,Ramon Urias,3100,6.58,42672761,Zach Neto,5300,10.26,42672782,Jordan Walker,4600,8.23,42672923,Eloy Jimenez,2000,7.01,42672752,Mike Trout,5800,10.69,100.05,49200,13.1,1.3143e+1
42672738,Lance McCullers Jr.,7800,13.43,42672737,George Kirby,8500,17.63,42672850,Logan O'Hoppe,3200,7.46,42672817,TJ Rumfield,3600,6.86,42672756,Fernando Tatis Jr.,5500,10.13,42672878,Oswald Peraza,2700,7.62,42672761,Zach Neto,5300,10.26,42672752,Mike Trout,5800,10.69,42672855,Josh Lowe,3100,7.34,42672788,Ramon Laureano,4400,9.11,100.53,49900,14.5,1.4477e+1
42672738,Lance McCullers Jr.,7800,13.43,42672743,Yusei Kikuchi,6400,13.96,42672850,Logan O'Hoppe,3200,7.46,42672753,Freddie Freeman,5700,11.09,42672878,Oswald Peraza,2700,7.62,42672826,Yoan Moncada,3500,7.27,42672761,Zach Neto,5300,10.26,42672748,Kyle Tucker,6600,11.93,42672758,Andy Pages,5400,10.71,42672855,Josh Lowe,3100,7.34,101.07,49700,13.8,1.3846e+1
