P,P,C,1B,2B,3B,SS,OF,OF,OF,Projection,Salary,Ownership,Ceiling,MC_EV,MC_Top1Pct
42429591,42429595,42429668,42429625,42429715,42429649,42429639,42429617,42429827,42429754,102.18,47000,13.71,185.56,0.0557,0.0000
42429594,42429595,42429665,42429625,42429686,42429644,42429613,42429716,42429607,42429812,100.49,49600,14.91,185.16,0.0792,0.0000
42429596,42429591,42429661,42429625,42429664,42429795,42429629,42429621,42429660,42429723,101.20,48300,18.41,186.20,0.0440,0.0000
42429593,42429591,42429661,42429659,42429739,42429702,42429652,42429611,42429621,42429797,100.25,48000,16.20,181.80,0.0528,0.0000
42429595,42429596,42429705,42429625,42429678,42429795,42429673,42429660,42429621,42429638,100.52,47100,18.94,186.96,0.0704,0.0000
42429593,42429595,42429724,42429634,42429739,42429731,42429652,42429621,42429620,42429638,100.21,48500,11.12,184.56,0.0528,0.0000
42429595,42429594,42429695,42429625,42429686,42429698,42429652,42429621,42429795,42429648,98.30,47000,16.64,183.16,0.0499,0.0000
42429596,42429591,42429724,42429625,42429664,42429644,42429673,42429814,42429621,42429620,101.06,48600,15.84,186.20,0.0411,0.0000
42429595,42429593,42429665,42429840,42429670,42429706,42429618,42429628,42429694,42429621,100.77,47600,11.18,180.56,0.0499,0.0000
42429599,42429591,42429846,42429625,42429678,42429698,42429629,42429606,42429759,42429621,98.56,48600,21.40,180.86,0.0440,0.0000
42429599,42429593,42429705,42429608,42429670,42429644,42429729,42429694,42429607,42429628,100.67,50000,11.97,183.86,0.0440,0.0000
42429593,42429599,42429724,42429659,42429739,42429757,42429652,42429660,42429607,42429617,99.69,47700,11.97,183.86,0.0440,0.0000
42429595,42429591,42429665,42429840,42429670,42429731,42429629,42429617,42429621,42429694,99.68,47600,9.98,179.56,0.0469,0.0000
42429593,42429595,42429665,42429659,42429739,42429629,42429652,42429620,42429611,42429703,100.15,49600,11.52,182.56,0.0557,0.0000
42429596,42429591,42429728,42429625,42429664,42429795,42429613,42429660,42429606,42429696,101.25,49600,16.88,187.20,0.0821,0.0000
42429593,42429595,42429665,42429840,42429670,42429644,42429729,42429606,42429631,42429628,101.91,48800,11.40,183.56,0.0587,0.0000
42429591,42429593,42429661,42429619,42429715,42429644,42429673,42429621,42429651,42429660,106.65,49700,15.34,193.80,0.0469,0.0000
42429591,42429595,42429668,42429659,42429706,42429649,42429612,42429754,42429617,42429660,102.20,48900,16.67,186.56,0.0587,0.0000
42429599,42429591,42429668,42429659,42429678,42429698,42429618,42429795,42429606,42429645,98.13,48500,16.39,182.86,0.0499,0.0000
42429591,42429595,42429661,42429625,42429678,42429635,42429618,42429643,42429776,42429744,100.11,48200,9.55,184.56,0.0557,0.0000
42429595,42429591,42429665,42429840,42429670,42429629,42429729,42429660,42429622,42429628,99.64,47500,10.52,180.56,0.0528,0.0000
42429593,42429595,42429627,42429625,42429739,42429702,42429727,42429660,42429638,42429620,101.74,48700,18.55,186.56,0.0469,0.0000
42429591,42429596,42429728,42429625,42429715,42429644,42429693,42429663,42429660,42429621,101.09,47900,16.54,187.20,0.0528,0.0000
42429591,42429594,42429668,42429608,42429754,42429706,42429652,42429617,42429716,42429660,100.75,48700,18.54,185.40,0.0704,0.0000
42429594,42429595,42429668,42429634,42429686,42429654,42429613,42429660,42429607,42429812,98.04,49600,13.60,181.16,0.0704,0.0000
42429593,42429591,42429668,42429608,42429739,42429702,42429652,42429663,42429620,42429741,99.80,48600,15.16,181.80,0.0557,0.0000
42429595,42429604,42429665,42429710,42429670,42429731,42429616,42429628,42429621,42429606,99.93,49400,12.16,183.56,0.0205,0.0000
42429592,42429593,42429705,42429619,42429710,42429770,42429616,42429643,42429660,42429735,97.79,47400,9.25,182.30,0.0616,0.0000
42429593,42429595,42429807,42429659,42429739,42429644,42429652,42429642,42429620,42429638,101.06,47500,11.17,184.56,0.0528,0.0000
42429596,42429591,42429656,42429625,42429670,42429795,42429673,42429660,42429663,42429621,101.45,47900,14.87,185.20,0.0557,0.0000
42429596,42429591,42429728,42429678,42429710,42429644,42429673,42429621,42429617,42429660,102.26,48200,21.68,189.20,0.0557,0.0000
42429599,42429591,42429807,42429678,42429726,42429644,42429629,42429606,42429620,42429669,98.55,48900,14.94,181.86,0.0469,0.0000
42429599,42429595,42429668,42429625,42429706,42429649,42429673,42429617,42429648,42429645,100.19,48400,19.54,186.62,0.0645,0.0000
42429595,42429594,42429665,42429625,42429670,42429731,42429729,42429645,42429628,42429631,98.89,48300,10.67,182.16,0.0587,0.0000
42429599,42429595,42429752,42429625,42429678,42429698,42429618,42429606,42429674,42429645,98.02,49200,17.45,181.62,0.0675,0.0000
42429592,42429593,42429705,42429659,42429670,42429744,42429616,42429643,42429606,42429747,98.04,48900,8.86,179.30,0.0645,0.0000
42429595,42429591,42429665,42429840,42429670,42429731,42429770,42429628,42429621,42429607,100.30,47900,9.31,181.56,0.0411,0.0000
42429591,42429595,42429668,42429608,42429824,42429649,42429618,42429754,42429660,42429617,103.65,49600,26.60,189.56,0.0733,0.0000
42429591,42429595,42429668,42429608,42429726,42429644,42429618,42429617,42429827,42429776,102.82,48700,15.71,185.56,0.0411,0.0000
42429591,42429595,42429668,42429608,42429706,42429649,42429616,42429741,42429660,42429754,101.31,48400,22.49,184.56,0.0763,0.0000
42429596,42429593,42429724,42429625,42429664,42429649,42429673,42429621,42429660,42429651,101.69,48600,17.70,188.20,0.0528,0.0000
42429591,42429604,42429668,42429608,42429706,42429644,42429757,42429648,42429660,42429617,100.75,48000,16.09,186.80,0.0557,0.0000
42429596,42429593,42429728,42429625,42429664,42429644,42429757,42429621,42429615,42429723,100.90,48600,14.81,186.20,0.0557,0.0000
42429595,42429591,42429807,42429608,42429686,42429731,42429618,42429694,42429628,42429747,98.76,47600,8.20,180.56,0.0440,0.0000
42429596,42429593,42429695,42429625,42429664,42429644,42429616,42429648,42429696,42429660,101.17,49100,15.59,188.20,0.0675,0.0000
42429591,42429599,42429668,42429608,42429726,42429706,42429618,42429617,42429660,42429754,101.26,49000,20.29,185.86,0.0616,0.0000
42429593,42429591,42429668,42429614,42429754,42429706,42429770,42429648,42429617,42429621,102.14,49200,16.08,185.80,0.0645,0.0000
42429593,42429595,42429724,42429625,42429664,42429644,42429652,42429685,42429638,42429620,103.42,49300,16.55,188.56,0.0587,0.0000
42429595,42429593,42429675,42429608,42429670,42429731,42429613,42429628,42429640,42429814,100.21,49300,8.79,181.56,0.0499,0.0000
42429595,42429599,42429728,42429625,42429715,42429644,42429673,42429621,42429607,42429651,103.81,49400,16.40,190.62,0.0645,0.0000
42429593,42429596,42429668,42429608,42429678,42429706,42429616,42429648,42429628,42429754,97.79,49600,16.11,182.20,0.0411,0.0000
42429593,42429595,42429665,42429718,42429670,42429644,42429729,42429814,42429607,42429628,101.94,47300,15.44,184.56,0.0616,0.0000
42429591,42429595,42429668,42429608,42429754,42429649,42429673,42429663,42429759,42429617,101.11,48600,16.80,185.56,0.0675,0.0000
42429591,42429593,42429675,42429608,42429706,42429649,42429673,42429617,42429814,42429648,101.86,48900,14.13,187.80,0.0587,0.0000
42429595,42429593,42429627,42429678,42429754,42429671,42429618,42429645,42429703,42429606,100.16,50000,12.04,186.56,0.0499,0.0000
42429591,42429592,42429752,42429625,42429754,42429644,42429673,42429628,42429660,42429617,105.18,49200,21.67,191.30,0.0587,0.0000
42429596,42429591,42429668,42429625,42429664,42429644,42429673,42429660,42429643,42429648,102.12,48700,21.42,189.20,0.0733,0.0000
42429596,42429593,42429668,42429625,42429710,42429644,42429673,42429621,42429735,42429660,102.47,47600,18.45,190.20,0.0821,0.0000
42429593,42429592,42429728,42429625,42429715,42429644,42429673,42429610,42429744,42429621,102.49,49200,13.97,187.30,0.0557,0.0000
42429594,42429593,42429675,42429625,42429739,42429770,42429613,42429607,42429812,42429660,100.29,48500,12.61,184.40,0.0645,0.0000
42429593,42429591,42429724,42429659,42429664,42429702,42429652,42429754,42429621,42429620,101.41,48000,15.79,183.80,0.0499,0.0000
42429595,42429591,42429665,42429634,42429732,42429840,42429616,42429694,42429660,42429628,100.31,47200,7.95,183.56,0.0411,0.0000
42429591,42429599,42429665,42429608,42429754,42429649,42429616,42429617,42429795,42429648,100.52,49700,17.18,186.86,0.0675,0.0000
42429591,42429599,42429728,42429678,42429726,42429698,42429629,42429643,42429606,42429621,97.88,49100,16.35,181.86,0.0499,0.0000
42429593,42429595,42429665,42429659,42429739,42429644,42429719,42429638,42429611,42429628,100.14,48900,12.07,181.71,0.0411,0.0000
42429599,42429593,42429668,42429678,42429726,42429757,42429618,42429621,42429759,42429606,98.82,48200,14.76,181.86,0.0440,0.0000
42429593,42429591,42429724,42429634,42429739,42429644,42429652,42429685,42429663,42429620,100.15,48000,10.20,183.80,0.0645,0.0000
42429604,42429591,42429728,42429625,42429664,42429644,42429612,42429660,42429716,42429607,101.75,49500,16.24,187.80,0.0645,0.0000
42429599,42429591,42429661,42429678,42429670,42429629,42429618,42429663,42429645,42429628,97.93,49700,13.04,179.86,0.0616,0.0000
42429599,42429593,42429697,42429678,42429670,42429747,42429618,42429645,42429660,42429606,98.52,48600,13.88,181.86,0.0587,0.0000
42429594,42429591,42429675,42429625,42429739,42429654,42429613,42429812,42429669,42429628,97.90,48400,11.73,180.40,0.0733,0.0000
42429593,42429595,42429752,42429623,42429670,42429654,42429686,42429651,42429607,42429797,98.13,47900,13.78,178.56,0.0440,0.0000
42429591,42429595,42429665,42429625,42429670,42429840,42429729,42429628,42429741,42429617,101.98,47100,14.70,182.56,0.0909,0.0000
42429593,42429591,42429641,42429608,42429754,42429649,42429618,42429648,42429814,42429703,100.92,48700,9.69,188.80,0.0440,0.0000
42429593,42429595,42429627,42429659,42429739,42429654,42429639,42429648,42429620,42429638,99.27,49800,10.65,184.56,0.0587,0.0000
42429596,42429591,42429752,42429625,42429664,42429795,42429612,42429660,42429621,42429651,101.55,49000,14.25,186.20,0.0675,0.0000
42429596,42429591,42429728,42429625,42429732,42429731,42429673,42429660,42429621,42429628,101.09,47700,13.52,188.20,0.0587,0.0000
42429593,42429594,42429665,42429623,42429732,42429824,42429686,42429607,42429812,42429621,97.80,47600,14.44,183.40,0.0440,0.0000
42429593,42429591,42429724,42429619,42429732,42429689,42429652,42429638,42429628,42429620,98.98,49800,8.81,183.80,0.0675,0.0000
42429595,42429591,42429665,42429614,42429726,42429731,42429729,42429669,42429611,42429628,98.58,48900,9.92,179.56,0.0411,0.0000
42429591,42429595,42429656,42429608,42429754,42429649,42429729,42429751,42429645,42429617,100.86,48700,13.24,185.56,0.0557,0.0000
42429596,42429595,42429627,42429625,42429706,42429739,42429673,42429660,42429621,42429638,100.36,48700,17.02,186.96,0.0704,0.0000
42429595,42429591,42429675,42429623,42429670,42429734,42429686,42429660,42429663,42429607,99.52,49000,16.05,181.56,0.0440,0.0000
42429591,42429595,42429668,42429608,42429664,42429649,42429673,42429617,42429754,42429642,102.20,49900,18.84,186.56,0.0851,0.0000
42429593,42429595,42429668,42429625,42429732,42429702,42429652,42429620,42429638,42429685,101.34,48100,11.83,186.56,0.0499,0.0000
42429591,42429593,42429668,42429608,42429706,42429698,42429639,42429747,42429754,42429617,101.11,48300,12.94,185.80,0.0792,0.0000
42429599,42429591,42429736,42429625,42429726,42429698,42429629,42429645,42429606,42429660,98.80,49100,14.01,182.86,0.0469,0.0000
42429595,42429591,42429665,42429625,42429670,42429840,42429618,42429628,42429694,42429621,104.07,49400,12.50,186.56,0.0587,0.0000
42429595,42429593,42429665,42429614,42429670,42429773,42429729,42429814,42429607,42429628,100.43,48100,8.42,182.56,0.0645,0.0000
42429591,42429593,42429665,42429625,42429678,42429644,42429639,42429660,42429723,42429621,109.77,49500,20.71,200.80,0.0675,0.0000
42429594,42429593,42429665,42429625,42429670,42429644,42429652,42429648,42429660,42429621,107.02,50000,21.98,195.40,0.0587,0.0000
42429595,42429593,42429665,42429659,42429739,42429644,42429652,42429620,42429696,42429638,101.91,48000,12.21,188.56,0.0440,0.0000
42429592,42429593,42429665,42429625,42429678,42429644,42429613,42429660,42429795,42429621,107.52,50000,25.52,196.30,0.0733,0.0000
42429592,42429591,42429661,42429732,42429710,42429635,42429616,42429643,42429617,42429735,97.84,49100,7.54,185.30,0.0763,0.0000
42429599,42429593,42429752,42429678,42429726,42429644,42429618,42429759,42429638,42429606,98.51,48000,14.94,181.86,0.0528,0.0000
42429593,42429595,42429627,42429625,42429773,42429644,42429618,42429660,42429723,42429621,107.95,50000,17.39,197.56,0.0645,0.0000
42429592,42429591,42429661,42429619,42429664,42429744,42429613,42429776,42429621,42429643,99.38,50000,11.75,182.30,0.0763,0.0000
42429594,42429595,42429728,42429614,42429706,42429644,42429673,42429660,42429812,42429621,100.31,47100,17.37,184.16,0.0381,0.0000
42429591,42429599,42429668,42429608,42429706,42429644,42429822,42429721,42429621,42429617,100.76,48700,21.66,185.01,0.0528,0.0000
42429592,42429595,42429661,42429625,42429670,42429795,42429616,42429621,42429643,42429744,101.50,48800,14.24,184.06,0.0616,0.0000
42429596,42429593,42429661,42429625,42429664,42429644,42429729,42429795,42429615,42429621,102.09,49100,17.68,187.20,0.0733,0.0000
42429593,42429591,42429668,42429608,42429754,42429824,42429639,42429617,42429648,42429751,101.02,48000,17.16,186.80,0.0821,0.0000
42429593,42429595,42429695,42429625,42429739,42429644,42429652,42429753,42429620,42429638,101.26,48100,20.92,185.56,0.0528,0.0000
42429599,42429595,42429697,42429625,42429678,42429698,42429673,42429645,42429620,42429606,98.25,49700,16.50,183.62,0.0675,0.0000
42429595,42429591,42429724,42429659,42429739,42429644,42429652,42429617,42429660,42429638,103.79,48100,16.94,189.56,0.0499,0.0000
42429591,42429593,42429728,42429608,42429706,42429609,42429822,42429617,42429827,42429621,102.41,49800,14.31,184.95,0.0499,0.0000
42429593,42429595,42429668,42429659,42429739,42429644,42429612,42429638,42429620,42429685,100.50,49500,11.83,184.56,0.0587,0.0000
42429591,42429593,42429724,42429659,42429710,42429644,42429652,42429789,42429611,42429638,99.90,47600,14.95,182.80,0.0528,0.0000
42429593,42429591,42429661,42429619,42429742,42429744,42429639,42429776,42429617,42429643,98.85,48100,7.55,180.80,0.0821,0.0000
42429591,42429601,42429668,42429608,42429754,42429649,42429613,42429617,42429660,42429703,99.69,50000,15.35,187.30,0.0499,0.0000
42429596,42429591,42429728,42429625,42429636,42429644,42429652,42429621,42429642,42429660,101.45,50000,14.27,189.20,0.0557,0.0000
42429591,42429592,42429705,42429619,42429732,42429731,42429616,42429643,42429621,42429735,98.31,48900,8.14,185.30,0.0792,0.0000
42429591,42429593,42429668,42429608,42429754,42429635,42429719,42429648,42429617,42429703,100.36,49400,10.08,186.95,0.0616,0.0000
42429599,42429593,42429656,42429678,42429726,42429644,42429618,42429606,42429645,42429835,98.23,48200,17.95,180.86,0.0645,0.0000
42429594,42429595,42429752,42429623,42429754,42429654,42429613,42429607,42429660,42429716,98.08,49400,13.27,180.16,0.0587,0.0000
42429599,42429593,42429807,42429625,42429678,42429629,42429618,42429645,42429759,42429622,98.33,48500,13.20,182.86,0.0587,0.0000
42429596,42429591,42429665,42429625,42429754,42429644,42429673,42429621,42429751,42429660,102.78,47500,18.99,190.20,0.0528,0.0000
42429596,42429592,42429675,42429625,42429664,42429644,42429613,42429660,42429812,42429621,100.69,49600,18.72,186.70,0.0616,0.0000
42429591,42429596,42429728,42429625,42429670,42429644,42429727,42429660,42429621,42429696,101.88,47600,20.18,188.20,0.0469,0.0000
42429599,42429595,42429665,42429608,42429670,42429649,42429729,42429694,42429628,42429638,97.79,48400,10.91,180.62,0.0587,0.0000
42429593,42429604,42429724,42429659,42429739,42429609,42429652,42429620,42429621,42429660,99.12,48500,12.62,184.80,0.0528,0.0000
42429593,42429599,42429661,42429625,42429678,42429629,42429618,42429669,42429759,42429645,98.43,48600,15.13,182.86,0.0557,0.0000
42429593,42429595,42429665,42429623,42429670,42429632,42429729,42429628,42429638,42429648,101.09,49600,11.98,183.56,0.0557,0.0000
42429595,42429593,42429665,42429623,42429670,42429739,42429729,42429628,42429814,42429610,99.77,47600,9.04,181.56,0.0469,0.0000
42429594,42429595,42429675,42429623,42429754,42429644,42429613,42429812,42429795,42429607,97.91,48300,15.05,181.16,0.0733,0.0000
42429596,42429595,42429627,42429625,42429678,42429795,42429673,42429660,42429621,42429611,101.09,49800,19.87,186.96,0.0440,0.0000
42429593,42429591,42429665,42429659,42429739,42429731,42429652,42429638,42429685,42429607,100.32,48400,10.16,185.80,0.0469,0.0000
42429594,42429593,42429807,42429625,42429670,42429654,42429686,42429607,42429669,42429716,98.08,47900,11.70,179.40,0.0616,0.0000
42429594,42429591,42429807,42429625,42429664,42429698,42429618,42429645,42429759,42429606,100.38,49700,15.67,184.40,0.0616,0.0000
42429593,42429591,42429668,42429608,42429670,42429706,42429804,42429617,42429754,42429621,103.53,49000,25.40,186.80,0.0880,0.0000
42429593,42429596,42429724,42429659,42429732,42429644,42429652,42429617,42429643,42429638,98.59,48100,11.31,185.20,0.0411,0.0000
