P,P,C,1B,2B,3B,SS,OF,OF,OF
42688032,42688036,42688131,42688058,42688045,42688068,42688047,42688051,42688063,42688066
42688032,42688036,42688131,42688053,42688043,42688068,42688047,42688120,42688051,42688048
42688033,42688036,42688129,42688058,42688045,42688052,42688047,42688051,42688066,42688048
42688036,42688032,42688131,42688053,42688098,42688068,42688042,42688038,42688048,42688066
42688037,42688032,42688131,42688053,42688098,42688068,42688047,42688040,42688038,42688066
42688033,42688032,42688122,42688109,42688045,42688081,42688047,42688040,42688048,42688066
42688032,42688036,42688131,42688053,42688043,42688068,42688047,42688120,42688040,42688056
42688032,42688036,42688131,42688053,42688098,42688068,42688047,42688100,42688048,42688038
42688036,42688032,42688039,42688053,42688098,42688068,42688047,42688137,42688066,42688048
42688037,42688036,42688131,42688053,42688045,42688068,42688047,42688100,42688051,42688038
42688036,42688032,42688091,42688053,42688045,42688068,42688047,42688063,42688048,42688066
42688036,42688032,42688039,42688053,42688098,42688068,42688047,42688120,42688048,42688063
42688033,42688036,42688079,42688083,42688045,42688052,42688047,42688066,42688038,42688162
42688033,42688032,42688129,42688058,42688045,42688081,42688047,42688054,42688048,42688066
42688033,42688036,42688091,42688058,42688045,42688052,42688047,42688051,42688066,42688056
42688032,42688036,42688039,42688053,42688098,42688068,42688120,42688048,42688056,42688066
42688032,42688036,42688091,42688058,42688045,42688081,42688047,42688051,42688048,42688066
42688036,42688032,42688050,42688053,42688098,42688068,42688047,42688120,42688100,42688038
42688037,42688032,42688131,42688053,42688098,42688068,42688047,42688054,42688040,42688048
42688036,42688032,42688039,42688053,42688104,42688068,42688047,42688100,42688066,42688048
42688033,42688032,42688091,42688109,42688045,42688052,42688047,42688161,42688063,42688048
42688037,42688032,42688050,42688053,42688098,42688068,42688065,42688100,42688038,42688048
42688037,42688036,42688131,42688053,42688045,42688068,42688059,42688051,42688048,42688038
42688036,42688032,42688091,42688058,42688045,42688068,42688047,42688055,42688063,42688066
42688037,42688032,42688091,42688053,42688045,42688068,42688047,42688048,42688066,42688162
42688036,42688032,42688079,42688053,42688098,42688068,42688047,42688120,42688040,42688048
42688032,42688030,42688131,42688053,42688098,42688068,42688047,42688100,42688048,42688066
42688032,42688036,42688131,42688053,42688104,42688068,42688059,42688051,42688038,42688048
42688037,42688032,42688079,42688053,42688098,42688068,42688047,42688120,42688051,42688038
42688033,42688032,42688091,42688083,42688104,42688052,42688047,42688045,42688048,42688066
42688033,42688036,42688122,42688082,42688045,42688081,42688047,42688161,42688040,42688038
42688036,42688032,42688079,42688053,42688098,42688068,42688047,42688100,42688038,42688066
42688036,42688032,42688131,42688053,42688043,42688068,42688047,42688049,42688100,42688048
42688032,42688036,42688039,42688058,42688098,42688068,42688047,42688096,42688048,42688066
42688033,42688032,42688091,42688058,42688045,42688103,42688047,42688051,42688161,42688066
42688033,42688032,42688091,42688109,42688045,42688089,42688047,42688055,42688066,42688048
42688037,42688032,42688131,42688053,42688043,42688068,42688047,42688137,42688051,42688048
42688033,42688032,42688050,42688083,42688045,42688103,42688047,42688096,42688048,42688063
42688032,42688036,42688131,42688053,42688043,42688068,42688042,42688137,42688054,42688038
42688033,42688032,42688122,42688058,42688045,42688103,42688047,42688051,42688066,42688063
42688033,42688032,42688091,42688082,42688045,42688103,42688047,42688161,42688038,42688066
42688032,42688030,42688131,42688053,42688104,42688068,42688047,42688051,42688063,42688066
42688036,42688032,42688091,42688053,42688045,42688052,42688047,42688137,42688063,42688048
42688037,42688036,42688050,42688109,42688045,42688052,42688047,42688051,42688048,42688066
42688036,42688032,42688131,42688083,42688043,42688068,42688059,42688040,42688162,42688038
42688033,42688032,42688091,42688058,42688045,42688089,42688047,42688051,42688063,42688066
42688032,42688036,42688079,42688053,42688043,42688068,42688120,42688100,42688040,42688038
42688032,42688036,42688079,42688058,42688045,42688103,42688047,42688051,42688048,42688063
42688032,42688036,42688122,42688053,42688045,42688081,42688047,42688161,42688054,42688063
42688037,42688032,42688131,42688058,42688045,42688103,42688047,42688051,42688038,42688063
42688033,42688032,42688091,42688082,42688045,42688081,42688047,42688054,42688161,42688066
42688033,42688036,42688050,42688058,42688045,42688084,42688047,42688055,42688063,42688066
42688033,42688032,42688050,42688044,42688043,42688112,42688047,42688162,42688078,42688125
42688033,42688036,42688116,42688083,42688043,42688081,42688047,42688051,42688055,42688038
42688033,42688032,42688091,42688058,42688045,42688052,42688047,42688142,42688063,42688048
42688036,42688032,42688091,42688082,42688045,42688103,42688047,42688161,42688051,42688048
42688033,42688032,42688079,42688083,42688045,42688103,42688047,42688048,42688063,42688066
42688033,42688036,42688050,42688082,42688045,42688052,42688065,42688172,42688056,42688060
42688037,42688032,42688131,42688053,42688043,42688068,42688047,42688120,42688040,42688162
42688037,42688032,42688091,42688058,42688104,42688052,42688047,42688045,42688051,42688048
42688033,42688032,42688122,42688044,42688112,42688081,42688047,42688054,42688096,42688038
42688036,42688032,42688131,42688053,42688043,42688068,42688059,42688100,42688162,42688038
42688036,42688032,42688122,42688058,42688045,42688081,42688047,42688040,42688161,42688096
42688033,42688032,42688091,42688083,42688045,42688089,42688047,42688048,42688162,42688066
42688033,42688036,42688141,42688082,42688045,42688081,42688042,42688040,42688054,42688048
42688032,42688036,42688131,42688053,42688043,42688068,42688120,42688137,42688040,42688038
42688037,42688036,42688116,42688083,42688043,42688068,42688047,42688055,42688045,42688038
42688032,42688036,42688131,42688082,42688043,42688081,42688047,42688054,42688040,42688161
42688037,42688032,42688091,42688082,42688045,42688081,42688047,42688161,42688040,42688048
42688033,42688036,42688050,42688082,42688045,42688081,42688042,42688161,42688051,42688172
42688033,42688032,42688116,42688083,42688043,42688081,42688047,42688161,42688038,42688162
42688037,42688032,42688122,42688053,42688098,42688068,42688047,42688100,42688038,42688048
42688032,42688036,42688079,42688053,42688069,42688062,42688059,42688100,42688038,42688162
42688037,42688036,42688079,42688083,42688043,42688052,42688120,42688161,42688040,42688038
42688037,42688031,42688079,42688083,42688043,42688081,42688042,42688096,42688162,42688038
42688033,42688030,42688140,42688044,42688043,42688064,42688047,42688055,42688078,42688139
42688033,42688031,42688116,42688044,42688043,42688089,42688042,42688139,42688102,42688038
42688033,42688034,42688039,42688044,42688112,42688064,42688090,42688038,42688078,42688066
42688033,42688031,42688079,42688044,42688043,42688064,42688090,42688125,42688102,42688038
42688037,42688031,42688050,42688082,42688114,42688064,42688042,42688161,42688040,42688056
42688037,42688030,42688050,42688044,42688098,42688068,42688059,42688120,42688060,42688048
42688034,42688036,42688079,42688083,42688043,42688068,42688059,42688051,42688162,42688038
42688031,42688036,42688050,42688041,42688117,42688068,42688124,42688038,42688056,42688172
42688037,42688030,42688131,42688044,42688045,42688064,42688090,42688078,42688060,42688056
42688033,42688031,42688050,42688083,42688069,42688062,42688042,42688172,42688056,42688060
42688031,42688036,42688050,42688041,42688043,42688068,42688059,42688056,42688172,42688150
42688030,42688031,42688050,42688044,42688112,42688064,42688090,42688172,42688056,42688060
42688033,42688036,42688050,42688082,42688117,42688081,42688042,42688040,42688161,42688056
42688037,42688036,42688050,42688053,42688098,42688068,42688059,42688100,42688038,42688048
42688033,42688036,42688122,42688082,42688043,42688081,42688042,42688096,42688038,42688048
42688037,42688036,42688131,42688053,42688043,42688068,42688059,42688100,42688038,42688048
42688037,42688033,42688050,42688044,42688043,42688112,42688090,42688038,42688056,42688125
42688037,42688033,42688050,42688044,42688112,42688064,42688090,42688054,42688038,42688056
42688037,42688036,42688050,42688053,42688098,42688081,42688042,42688054,42688161,42688048
42688033,42688036,42688050,42688082,42688117,42688134,42688042,42688040,42688048,42688056
42688037,42688036,42688050,42688082,42688098,42688081,42688042,42688040,42688161,42688048
42688037,42688030,42688050,42688053,42688098,42688068,42688059,42688120,42688048,42688056
42688033,42688031,42688141,42688082,42688045,42688081,42688042,42688040,42688161,42688125
42688037,42688036,42688122,42688082,42688045,42688052,42688042,42688054,42688051,42688040
42688033,42688031,42688039,42688044,42688112,42688064,42688042,42688155,42688056,42688078
42688031,42688036,42688122,42688082,42688045,42688068,42688065,42688040,42688054,42688096
42688033,42688031,42688122,42688044,42688045,42688052,42688065,42688055,42688051,42688155
42688030,42688031,42688039,42688106,42688045,42688062,42688145,42688051,42688142,42688055
42688033,42688031,42688039,42688106,42688094,42688062,42688065,42688084,42688055,42688051
42688033,42688030,42688050,42688044,42688117,42688064,42688124,42688040,42688060,42688066
42688033,42688036,42688079,42688082,42688043,42688081,42688042,42688066,42688038,42688102
42688033,42688031,42688039,42688083,42688112,42688052,42688065,42688045,42688051,42688155
42688031,42688030,42688141,42688053,42688098,42688068,42688065,42688045,42688055,42688051
42688036,42688031,42688079,42688053,42688098,42688052,42688065,42688051,42688045,42688055
42688033,42688031,42688039,42688073,42688112,42688052,42688065,42688045,42688051,42688155
42688030,42688031,42688131,42688053,42688045,42688068,42688065,42688100,42688051,42688055
42688033,42688031,42688116,42688044,42688045,42688052,42688065,42688051,42688055,42688155
42688033,42688031,42688039,42688083,42688045,42688052,42688065,42688051,42688155,42688162
42688033,42688030,42688140,42688058,42688045,42688064,42688090,42688054,42688051,42688078
42688033,42688031,42688039,42688073,42688045,42688106,42688067,42688127,42688055,42688161
42688033,42688031,42688039,42688041,42688145,42688052,42688067,42688051,42688055,42688155
42688033,42688031,42688039,42688073,42688145,42688052,42688065,42688094,42688049,42688051
42688033,42688031,42688039,42688106,42688045,42688052,42688145,42688127,42688051,42688073
42688033,42688031,42688039,42688044,42688094,42688106,42688067,42688055,42688051,42688125
42688033,42688031,42688039,42688041,42688145,42688084,42688067,42688127,42688045,42688055
