PG,SG,SF,PF,C,G,F,UTIL
42971763,42971767,42971776,42971750,42971723,42971725,42971800,42971820
42971747,42971779,42971800,42971750,42971723,42971813,42971738,42971761
42971732,42971725,42971776,42971772,42971820,42971787,42971800,42971723
42971735,42971822,42971779,42971738,42971761,42971763,42971776,42971744
42971735,42971779,42971813,42971750,42971723,42971806,42971772,42971738
42971732,42971822,42971757,42971750,42971721,42971806,42971776,42971800
42971735,42971796,42971784,42971757,42971772,42971732,42971767,42971776
42971806,42971779,42971757,42971750,42971728,42971787,42971772,42971723
42971732,42971813,42971757,42971728,42971818,42971735,42971784,42971772
42971735,42971822,42971828,42971772,42971721,42971732,42971779,42971776
42971732,42971809,42971767,42971800,42971820,42971744,42971772,42971721
42971806,42971779,42971813,42971847,42971723,42971747,42971741,42971721
42971787,42971796,42971767,42971851,42971723,42971744,42971779,42971721
42971732,42971763,42971757,42971728,42971761,42971796,42971779,42971813
42971735,42971744,42971776,42971728,42971818,42971732,42971813,42971796
42971732,42971813,42971784,42971750,42971818,42971735,42971741,42971747
42971787,42971767,42971813,42971728,42971723,42971806,42971851,42971721
42971732,42971725,42971813,42971750,42971820,42971806,42971738,42971761
42971796,42971767,42971757,42971728,42971820,42971725,42971776,42971761
42971732,42971809,42971779,42971800,42971818,42971747,42971738,42971725
42971822,42971725,42971741,42971750,42971820,42971787,42971800,42971721
42971796,42971725,42971767,42971800,42971761,42971744,42971738,42971776
42971735,42971787,42971779,42971738,42971818,42971732,42971813,42971747
42971732,42971763,42971757,42971851,42971723,42971806,42971776,42971747
42971732,42971822,42971757,42971851,42971723,42971787,42971813,42971721
42971747,42971725,42971757,42971800,42971723,42971787,42971776,42971818
42971763,42971796,42971813,42971757,42971723,42971744,42971728,42971818
42971809,42971822,42971757,42971800,42971723,42971732,42971779,42971725
42971735,42971828,42971741,42971750,42971820,42971725,42971776,42971747
42971732,42971779,42971757,42971728,42971723,42971787,42971813,42971818
42971735,42971744,42971757,42971851,42971721,42971806,42971779,42971787
42971822,42971725,42971757,42971738,42971820,42971806,42971784,42971721
42971806,42971767,42971828,42971750,42971721,42971813,42971741,42971747
42971822,42971767,42971828,42971750,42971723,42971796,42971776,42971721
42971844,42971744,42971784,42971750,42971761,42971725,42971738,42971800
42971732,42971787,42971784,42971750,42971847,42971735,42971851,42971721
42971787,42971828,42971779,42971728,42971820,42971725,42971776,42971721
42971822,42971744,42971828,42971738,42971721,42971844,42971776,42971725
42971732,42971809,42971767,42971757,42971721,42971796,42971779,42971813
42971822,42971828,42971813,42971728,42971761,42971732,42971776,42971725
42971809,42971767,42971828,42971800,42971721,42971747,42971776,42971725
42971809,42971796,42971757,42971800,42971723,42971744,42971813,42971721
42971732,42971763,42971779,42971757,42971818,42971787,42971800,42971721
42971822,42971779,42971784,42971757,42971761,42971725,42971741,42971738
42971844,42971725,42971813,42971800,42971761,42971747,42971776,42971721
42971763,42971796,42971784,42971728,42971820,42971787,42971767,42971721
42971763,42971787,42971813,42971750,42971721,42971732,42971776,42971818
42971787,42971767,42971828,42971728,42971820,42971725,42971757,42971738
42971735,42971828,42971757,42971728,42971847,42971787,42971813,42971721
42971732,42971725,42971767,42971750,42971761,42971844,42971784,42971776
42971735,42971813,42971776,42971728,42971723,42971787,42971750,42971818
42971732,42971744,42971813,42971728,42971723,42971796,42971851,42971787
42971844,42971767,42971741,42971750,42971761,42971747,42971800,42971738
42971732,42971828,42971767,42971800,42971721,42971787,42971784,42971741
42971822,42971767,42971776,42971728,42971820,42971725,42971741,42971747
42971735,42971779,42971776,42971757,42971818,42971732,42971741,42971787
42971844,42971822,42971784,42971750,42971721,42971725,42971757,42971776
42971735,42971744,42971828,42971800,42971820,42971725,42971813,42971721
42971844,42971822,42971779,42971738,42971728,42971735,42971776,42971725
42971809,42971779,42971757,42971750,42971820,42971735,42971741,42971732
42971844,42971787,42971767,42971728,42971847,42971732,42971784,42971721
