PG,SG,SF,PF,C,G,F,UTIL
42690349,42690352,42690413,42690393,42690396,42690421,42690407,42690387
42690443,42690372,42690430,42690393,42690396,42690434,42690398,42690338
42690359,42690402,42690430,42690365,42690385,42690468,42690362,42690393
42690359,42690434,42690382,42690398,42690472,42690468,42690413,42690338
42690375,42690343,42690437,42690365,42690385,42690402,42690430,42690387
42690359,42690402,42690407,42690474,42690365,42690352,42690424,42690387
42690443,42690389,42690379,42690474,42690472,42690375,42690382,42690338
42690389,42690352,42690382,42690365,42690396,42690434,42690413,42690387
42690359,42690458,42690402,42690362,42690474,42690352,42690393,42690387
42690349,42690402,42690382,42690365,42690385,42690468,42690398,42690387
42690389,42690375,42690407,42690365,42690472,42690352,42690393,42690385
42690468,42690343,42690402,42690437,42690396,42690434,42690430,42690338
42690359,42690402,42690407,42690365,42690472,42690421,42690355,42690398
42690359,42690434,42690382,42690393,42690396,42690346,42690413,42690398
42690389,42690402,42690413,42690365,42690396,42690352,42690382,42690407
42690375,42690434,42690463,42690365,42690396,42690346,42690382,42690385
42690443,42690478,42690458,42690398,42690338,42690346,42690379,42690430
42690346,42690458,42690413,42690355,42690396,42690402,42690382,42690385
42690389,42690375,42690430,42690362,42690385,42690421,42690369,42690387
42690359,42690458,42690407,42690474,42690355,42690352,42690393,42690387
42690389,42690372,42690437,42690474,42690385,42690352,42690355,42690387
42690359,42690458,42690407,42690365,42690387,42690402,42690355,42690424
42690359,42690402,42690413,42690362,42690385,42690421,42690393,42690387
42690389,42690372,42690402,42690424,42690396,42690343,42690382,42690385
42690421,42690389,42690413,42690474,42690385,42690352,42690340,42690387
42690349,42690402,42690382,42690365,42690472,42690359,42690416,42690424
42690443,42690372,42690413,42690393,42690385,42690346,42690369,42690398
42690443,42690372,42690437,42690362,42690338,42690389,42690474,42690453
42690421,42690372,42690458,42690393,42690355,42690352,42690398,42690387
42690359,42690343,42690430,42690355,42690472,42690434,42690398,42690387
42690389,42690343,42690379,42690365,42690396,42690434,42690430,42690385
42690443,42690434,42690379,42690362,42690385,42690346,42690398,42690387
42690389,42690458,42690402,42690355,42690472,42690359,42690398,42690346
42690421,42690458,42690402,42690393,42690385,42690372,42690355,42690352
42690443,42690389,42690413,42690362,42690385,42690468,42690453,42690338
42690349,42690402,42690413,42690362,42690396,42690421,42690393,42690385
42690443,42690372,42690413,42690437,42690385,42690389,42690430,42690338
42690359,42690372,42690407,42690474,42690472,42690352,42690369,42690387
42690389,42690352,42690382,42690355,42690396,42690434,42690430,42690385
42690359,42690402,42690413,42690362,42690396,42690468,42690365,42690398
42690421,42690458,42690407,42690362,42690387,42690372,42690393,42690352
42690443,42690372,42690413,42690355,42690396,42690421,42690393,42690346
42690389,42690372,42690430,42690362,42690474,42690352,42690369,42690424
42690359,42690402,42690413,42690365,42690472,42690421,42690382,42690355
42690443,42690352,42690382,42690362,42690387,42690421,42690430,42690369
42690359,42690389,42690382,42690474,42690398,42690352,42690393,42690387
42690443,42690458,42690430,42690365,42690338,42690402,42690393,42690398
42690421,42690402,42690382,42690355,42690424,42690352,42690398,42690387
42690349,42690458,42690430,42690362,42690365,42690402,42690393,42690398
42690349,42690478,42690413,42690474,42690396,42690352,42690355,42690387
42690359,42690352,42690407,42690355,42690472,42690421,42690424,42690396
42690389,42690402,42690382,42690474,42690387,42690434,42690407,42690338
42690349,42690402,42690437,42690393,42690365,42690359,42690430,42690421
42690359,42690458,42690382,42690362,42690398,42690372,42690413,42690393
42690443,42690375,42690437,42690362,42690472,42690359,42690398,42690346
42690421,42690402,42690413,42690474,42690472,42690352,42690398,42690338
42690349,42690402,42690486,42690355,42690396,42690352,42690413,42690434
42690359,42690463,42690437,42690365,42690396,42690352,42690402,42690387
42690478,42690372,42690458,42690437,42690338,42690359,42690398,42690430
42690349,42690402,42690413,42690393,42690472,42690359,42690398,42690369
42690346,42690458,42690430,42690474,42690338,42690434,42690393,42690387
42690359,42690434,42690458,42690355,42690428,42690346,42690393,42690398
42690349,42690458,42690430,42690362,42690424,42690402,42690398,42690346
42690443,42690402,42690413,42690474,42690387,42690434,42690362,42690338
42690349,42690402,42690430,42690365,42690355,42690478,42690407,42690387
42690421,42690402,42690407,42690365,42690474,42690352,42690362,42690387
42690359,42690458,42690402,42690474,42690396,42690434,42690398,42690338
42690359,42690458,42690437,42690398,42690396,42690434,42690430,42690338
42690349,42690458,42690437,42690365,42690396,42690402,42690355,42690393
42690346,42690343,42690379,42690393,42690396,42690421,42690398,42690472
42690443,42690458,42690382,42690398,42690472,42690359,42690413,42690338
42690443,42690389,42690402,42690474,42690472,42690352,42690398,42690338
42690389,42690343,42690382,42690430,42690396,42690346,42690398,42690434
42690443,42690372,42690437,42690398,42690396,42690389,42690430,42690338
42690468,42690434,42690382,42690474,42690338,42690346,42690437,42690398
42690349,42690458,42690437,42690398,42690396,42690434,42690430,42690338
42690349,42690372,42690382,42690474,42690398,42690352,42690393,42690430
42690443,42690389,42690407,42690474,42690472,42690346,42690398,42690338
42690443,42690389,42690407,42690474,42690472,42690352,42690393,42690338
42690443,42690389,42690379,42690393,42690396,42690434,42690430,42690338
42690443,42690372,42690379,42690437,42690338,42690389,42690430,42690434
42690389,42690434,42690430,42690365,42690472,42690421,42690393,42690338
