PG,SG,SF,PF,C,G,F,UTIL
42690349,42690389,42690382,42690365,42690385,42690421,42690437,42690387
42690389,42690352,42690402,42690365,42690385,42690421,42690407,42690387
42690375,42690343,42690382,42690398,42690385,42690389,42690430,42690387
42690375,42690372,42690382,42690424,42690385,42690389,42690369,42690387
42690389,42690352,42690382,42690362,42690385,42690434,42690437,42690387
42690421,42690402,42690382,42690369,42690385,42690352,42690407,42690387
42690375,42690372,42690382,42690369,42690385,42690421,42690407,42690387
42690375,42690372,42690382,42690437,42690396,42690352,42690407,42690385
42690346,42690458,42690382,42690355,42690396,42690402,42690398,42690385
42690421,42690372,42690437,42690362,42690385,42690352,42690424,42690387
42690389,42690402,42690413,42690398,42690385,42690434,42690430,42690338
42690349,42690402,42690382,42690369,42690385,42690421,42690407,42690387
42690443,42690389,42690382,42690437,42690338,42690421,42690398,42690387
42690421,42690372,42690379,42690362,42690472,42690352,42690424,42690387
42690349,42690389,42690382,42690365,42690385,42690421,42690474,42690387
42690349,42690402,42690382,42690393,42690365,42690421,42690398,42690396
42690389,42690402,42690413,42690365,42690396,42690352,42690407,42690385
42690421,42690372,42690382,42690393,42690385,42690352,42690407,42690387
42690389,42690352,42690413,42690365,42690385,42690421,42690398,42690387
42690359,42690389,42690413,42690398,42690396,42690346,42690430,42690385
42690443,42690372,42690379,42690393,42690472,42690346,42690355,42690398
42690443,42690389,42690458,42690362,42690385,42690352,42690369,42690387
42690421,42690343,42690382,42690474,42690385,42690352,42690402,42690387
42690346,42690389,42690382,42690362,42690428,42690434,42690398,42690385
42690349,42690389,42690382,42690365,42690396,42690434,42690407,42690387
42690389,42690402,42690382,42690369,42690385,42690352,42690430,42690387
42690443,42690372,42690458,42690398,42690385,42690402,42690413,42690338
42690346,42690375,42690382,42690474,42690396,42690421,42690365,42690385
42690359,42690352,42690413,42690398,42690385,42690421,42690402,42690387
42690349,42690402,42690413,42690398,42690396,42690352,42690424,42690387
42690359,42690478,42690407,42690365,42690396,42690421,42690355,42690387
42690443,42690389,42690382,42690362,42690474,42690352,42690369,42690387
42690349,42690352,42690437,42690430,42690396,42690421,42690369,42690387
42690389,42690372,42690379,42690474,42690428,42690352,42690362,42690407
42690421,42690402,42690382,42690355,42690396,42690352,42690393,42690424
42690389,42690372,42690379,42690340,42690385,42690434,42690437,42690387
42690359,42690352,42690458,42690355,42690472,42690421,42690382,42690387
42690349,42690434,42690413,42690393,42690396,42690352,42690398,42690385
42690349,42690434,42690430,42690393,42690385,42690346,42690398,42690387
42690443,42690375,42690458,42690437,42690338,42690389,42690382,42690398
42690389,42690372,42690437,42690474,42690472,42690375,42690398,42690338
42690375,42690372,42690413,42690437,42690385,42690389,42690382,42690352
42690346,42690478,42690437,42690393,42690396,42690434,42690430,42690338
42690389,42690343,42690458,42690369,42690396,42690372,42690407,42690385
42690443,42690352,42690379,42690362,42690472,42690421,42690369,42690385
42690389,42690434,42690402,42690474,42690472,42690359,42690398,42690338
42690421,42690402,42690437,42690355,42690385,42690352,42690382,42690387
42690349,42690375,42690437,42690365,42690385,42690434,42690382,42690407
42690389,42690434,42690382,42690437,42690387,42690421,42690407,42690338
42690421,42690402,42690416,42690355,42690385,42690352,42690398,42690387
42690443,42690402,42690382,42690362,42690385,42690352,42690393,42690398
42690359,42690352,42690413,42690393,42690396,42690421,42690402,42690385
42690359,42690372,42690379,42690362,42690398,42690402,42690413,42690468
42690346,42690372,42690437,42690474,42690385,42690352,42690398,42690387
42690389,42690458,42690382,42690365,42690396,42690343,42690393,42690387
42690389,42690458,42690430,42690355,42690396,42690346,42690398,42690369
42690349,42690343,42690437,42690393,42690385,42690402,42690413,42690398
42690349,42690478,42690402,42690355,42690396,42690352,42690413,42690434
42690359,42690434,42690379,42690393,42690428,42690346,42690398,42690396
42690389,42690375,42690430,42690365,42690385,42690434,42690393,42690352
42690346,42690402,42690437,42690365,42690355,42690468,42690393,42690398
42690359,42690468,42690437,42690393,42690398,42690434,42690430,42690338
42690443,42690402,42690413,42690393,42690474,42690359,42690430,42690338
42690389,42690402,42690413,42690362,42690396,42690352,42690424,42690385
42690349,42690389,42690407,42690393,42690385,42690421,42690369,42690387
42690421,42690372,42690379,42690393,42690396,42690352,42690407,42690387
42690346,42690402,42690407,42690474,42690385,42690352,42690424,42690369
42690359,42690352,42690402,42690474,42690472,42690346,42690393,42690396
