P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Small Slate | 1k-10k,Large Slate | 1k-10k,geomean1,Small Slate | 10k-50k,Small Slate | 50k+,Single Game,Large Slate | 10k-50k,Small Slate | 100-1k,Large Slate | 50k+,Saber Score
42684332,42684336,42684585,42684357,42684401,42684384,42684348,42684341,42684599,42684404,,93.32,74.58749962,92.84999847,112.3250027,123.9574974,142.7249969,174.243497,124.21,48900,1,92.15,91.49344655,87.80884966,90.57430785,8.18284567,86.58065069,85.66151199,173.1851067,89.34610889,88.72798836,88.42697018,6.992574781
42684333,42684324,42684438,42684363,42684482,42684393,42684346,42684451,42684446,42684522,,93.86,74.72855186,91.41604996,112.1785469,123.5160522,141.9010574,170.2660522,102.32,48000,1,111.6,91.11943427,88.17853026,90.23237427,6.708711116,87.19822892,86.31116892,173.6243506,89.25207293,89.06559026,88.36501293,16.94957465
42684324,42684332,42684477,42684373,42684482,42684370,42684346,42684577,42684522,42684342,,96.19,76.67499733,94.67499924,114.9000015,126.8075024,146.1749939,174.455997,124.17,49700,1,69.8,91.85081075,87.72778527,90.57981543,8.20030117,86.35344344,85.08244813,174.6337955,89.20547361,88.99878058,87.93447829,35.16817093
42684324,42684332,42684412,42684357,42684401,42684370,42684387,42684599,42684481,42684376,,96.44,75.60000038,96.10000229,116.4999981,127.9874969,151.5525032,175.728997,141.09,49300,1,58.8,92.116763,87.58589697,90.68572671,10.8220694,86.0756083,84.644572,175.1253454,89.17543803,89.01693327,87.74440173,21.62258327
42684324,42684326,42684423,42684357,42684401,42684384,42684387,42684599,42684361,42684603,,85.59,71.39399529,90.15649796,113.2064972,125.1289989,144.8090034,176.3630063,110.67,49600,1,55.15,91.30728622,87.27729565,90.50135754,10.30389051,85.93396546,85.12803678,172.078298,89.15802735,88.08322433,88.35209866,-5.524618924
42684332,42684329,42684521,42684352,42684437,42684358,42684348,42684380,42684554,42684488,,94.05,75.55669785,92.43170166,111.2942009,122.2891994,144.5991959,174.8411957,121.8,48200,1,85.2,91.38711225,87.35237574,90.34486523,9.85901347,86.00746357,84.96521655,173.2707917,88.99995306,88.39462276,87.95770605,26.10621452
42684324,42684332,42684550,42684357,42684437,42684358,42684387,42684380,42684445,42684488,,97.13,76.65000153,96.57500076,116.9375019,128.3000031,145.2024971,178.450497,146.88,48800,1,69.8,92.32489865,87.03360671,90.71614603,13.0880987,85.26984273,83.66109012,175.2323812,88.95238205,88.64235933,87.34362943,34.81967747
42684324,42684332,42684438,42684373,42684482,42684393,42684346,42684511,42684451,42684446,,96.93,76.28750229,94.57500076,114.7124977,125.7325008,145.0600029,170.913494,124.68,48100,1,84.8,91.58545901,87.8961952,90.17368956,8.383056905,86.6664406,85.25467114,175.617744,88.94393495,89.30796465,87.5321655,33.95908773
42684333,42684324,42684550,42684373,42684482,42684358,42684346,42684488,42684380,42684446,,97.21,75.81604767,95.34105301,115.4910507,126.031052,148.6585579,173.3340402,124.56,49000,1,113.6,91.82477192,87.61068609,90.34239902,10.58983393,86.20599082,84.72361792,175.5183045,88.93770375,89.093059,87.45533084,48.01676869
42684332,42684335,42684441,42684419,42684359,42684370,42684348,42684513,42684425,42684360,,91.3,73.18749809,91.19999695,111.9874973,123.5225002,145.3100029,176.0055,101.2,49100,1,61.6,90.89458246,86.9875545,90.22372,8.839156832,85.68521184,85.01434938,171.2473723,88.92137734,87.65841697,88.25051488,13.49433362
42684333,42684332,42684477,42684373,42684482,42684358,42684346,42684488,42684341,42684446,,97.86,77.31605339,96.89104843,117.6160507,127.4660492,148.2185493,170.3860583,117.84,49800,1,119,91.66945702,87.94746545,90.14097853,9.570021111,86.70680159,85.1783231,176.2058725,88.90031467,89.47594394,87.37183618,49.04516041
42684324,42684332,42684441,42684357,42684401,42684370,42684348,42684481,42684513,42684599,,94.99,76.08750153,94.27500153,114.0625,127.7374969,151.9574974,173.8645061,126.56,48400,1,59.8,91.4657426,87.39393364,90.24229382,9.780100034,86.03666398,84.8132152,174.1589775,88.88502416,88.61738242,87.66157538,17.19918102
42684324,42684332,42684441,42684357,42684401,42684384,42684387,42684554,42684599,42684341,,97.47,77.72500038,95.22499847,118.5625,129.5150009,151.3025002,175.455997,141.88,49800,1,58.8,92.0967452,87.31221034,90.4633549,11.38867882,85.71736539,84.08397508,175.7762278,88.86850994,88.94560065,87.23511964,35.83518267
42684329,42684332,42684412,42684375,42684372,42684534,42684348,42684522,42684446,42684376,,94.18,75.21919823,92.8567009,111.7441978,122.0791973,143.0916962,172.6486986,124.8,48100,1,101.2,91.11823595,87.43321114,90.06919154,9.027912295,86.20486954,85.15582512,173.5079722,88.84084993,88.48225556,87.79180552,5.809265748
42684333,42684332,42684477,42684373,42684482,42684358,42684346,42684488,42684343,42684446,,96.3,75.71604919,94.89104843,115.6410503,125.2310501,147.3385551,169.0675401,106.88,49600,1,105,91.2169186,87.95910812,89.92631113,8.297717269,86.8731713,85.58256383,175.2590781,88.84037431,89.24971558,87.54976684,34.94013548
42684324,42684331,42684438,42684464,42684350,42684384,42684387,42684481,42684445,42684376,,94.38,74.01250267,93.02500153,112.7625008,124.1650013,146.5099998,172.470497,134.2,49800,1,55.65,91.23230989,87.4611658,90.07236901,9.153890448,86.20411778,85.04417689,174.0281912,88.81532098,88.62110669,87.6553801,25.73615015
42684329,42684336,42684521,42684419,42684457,42684370,42684348,42684382,42684341,42684513,,89.47,72.61919785,89.08169556,108.794199,119.6892021,140.4816902,172.3351956,95.09,49000,1,114.15,90.16412793,87.1952671,89.78713302,8.063526896,86.20564682,85.82865191,170.3782449,88.79751274,87.57226201,88.42051783,25.64146221
42684327,42684332,42684483,42684373,42684482,42684344,42684346,42684559,42684495,42684360,,95.07,74.71249962,93.80000305,112.1249981,124.3150028,145.8700058,172.158994,114.55,49600,1,96.64666667,91.18547584,87.42746278,90.00235751,9.038231329,86.17479176,84.99167343,174.1177329,88.74968649,88.6105811,87.56656817,50.46939254
42684324,42684332,42684412,42684375,42684372,42684440,42684346,42684522,42684376,42684503,,97.65,78.65000153,95.44999695,116.0375004,127.4799976,146.8550056,173.1549939,137.8,49900,1,66.8,91.80085821,87.42918552,90.19432236,10.45068522,85.9719613,84.36542545,175.9060514,88.73709813,89.03572137,87.13056228,22.9736954
42684332,42684336,42684585,42684357,42684350,42684384,42684348,42684341,42684599,42684481,,95.68,77.18749809,96.44999695,116.3125019,124.8574989,147.025,170.6325061,132.1,49300,1,97.15,91.30139928,87.63505741,89.9365611,9.471205476,86.41294346,85.04810527,175.1927325,88.71444714,88.99989559,87.34960896,7.719817013
42684324,42684336,42684412,42684375,42684401,42684384,42684387,42684445,42684481,42684376,,95.09,74.75,92.75,114.4500008,127.1500015,146.8999939,174.76,138.55,49000,1,68.75,91.48910934,87.08631174,90.16461389,11.32937754,85.61871254,84.29421709,174.2655085,88.69701469,88.41080719,87.37251925,12.26368025
42684330,42684329,42684477,42684373,42684452,42684370,42684346,42684446,42684360,42684559,,89.46,73.21919823,89.23170471,108.9441986,119.3042004,138.5342049,171.3371956,80.95,49000,1,109.85,89.92297107,87.17335639,89.61261478,7.070302615,86.25681817,85.94646188,170.1285494,88.69607656,87.48371267,88.38572027,31.96673393
42684324,42684333,42684521,42684373,42684482,42684393,42684346,42684341,42684469,42684559,,91.19,74.35354996,93.29104996,114.9285469,124.8810505,144.5335526,169.5215521,96.44,49500,1,102.6,90.85217065,87.65922659,89.7595992,7.607221245,86.5949119,85.50234045,174.0945466,88.69528451,88.75179803,87.60271307,33.55456591
42684333,42684324,42684438,42684414,42684452,42684501,42684346,42684341,42684569,42684511,,95.31,76.79104805,93.56605148,112.41605,122.5235516,143.1435577,169.6565582,115.22,48100,1,92.6,91.03323296,87.67998599,89.807441,7.845081023,86.56223701,85.33644505,174.6864914,88.68969201,88.90577795,87.46390005,30.31446934
42684324,42684329,42684477,42684373,42684401,42684384,42684346,42684599,42684445,42684446,,94.32,74.15670013,94.55669785,114.1566982,124.7966999,145.5841957,171.7406895,114.84,49100,1,89.8,90.95820796,87.35941395,89.87945033,9.293795086,86.15981595,85.08105833,173.6260501,88.67985233,88.43817158,87.60109471,23.42976034
42684333,42684332,42684438,42684373,42684482,42684393,42684346,42684613,42684451,42684446,,94.79,73.39104652,93.29104996,110.853548,124.0885479,140.06604,167.9775493,106.81,48100,1,106,90.72817817,87.79826722,89.62565337,6.901328246,86.82163024,85.71910544,174.3587684,88.64901639,88.90079202,87.54649158,21.95818722
42684333,42684332,42684438,42684373,42684350,42684393,42684346,42684511,42684451,42684446,,95.9,77.19104958,94.36605072,113.2410469,123.8160488,141.4210464,167.9175461,115.49,48600,1,101,90.93208559,87.82032462,89.64894445,7.992190216,86.78307097,85.49992982,175.1706328,88.61169079,89.10346577,87.32854965,18.87301207
42684324,42684332,42684438,42684419,42684350,42684370,42684348,42684513,42684577,42684451,,93.84,73.06249809,91.47499847,113.5999985,122.8949989,142.0025002,171.8525061,125.2,48800,1,60.8,90.86553902,87.24175536,89.80895378,7.576543737,86.03382747,84.97724223,173.4154999,88.6010259,88.29834059,87.54444066,24.49261248
42684324,42684325,42684423,42684402,42684437,42684358,42684528,42684380,42684603,42684361,,86.23,72.88769531,91.78770065,109.7502022,121.8127014,140.5952072,175.8971954,112.99,49500,1,80.15,90.97493595,86.69499457,90.02020325,9.780621168,85.26834745,84.31361475,172.226736,88.59355613,87.64972727,87.63882343,-1.088330429
42684324,42684335,42684477,42684373,42684482,42684384,42684346,42684446,42684495,42684361,,94.38,74.82499886,93.125,112.1625004,123.4075008,142.7650002,170.700497,103.52,49100,1,87.2,90.80518364,87.35998663,89.72135445,8.96869718,86.21158763,85.12775844,173.7122906,88.57295545,88.44381582,87.48912626,38.99347484
42684324,42684329,42684585,42684373,42684401,42684384,42684346,42684481,42684445,42684446,,94.73,73.71919823,93.65670013,113.6441994,124.739204,145.0916962,171.0951956,119.24,49200,1,88.8,90.98558298,87.33379098,89.77421921,9.607108492,86.11652698,84.90516321,174.2208621,88.55695521,88.54515474,87.34559145,29.62168753
42684329,42684332,42684477,42684373,42684482,42684344,42684349,42684380,42684559,42684446,,94.58,75.21919823,93.53170013,110.7691975,120.9617012,138.8841988,169.1411986,107.54,48700,1,113.2,90.69614016,87.53358942,89.60955297,6.585107652,86.47940584,85.39281865,173.9774698,88.55536939,88.62017661,87.4687822,12.53905743
42684324,42684329,42684423,42684357,42684401,42684384,42684387,42684599,42684603,42684361,,86.7,72.88169861,92.78169632,114.4942036,125.1041969,144.2867073,173.7337047,115.02,48800,1,77.8,90.93168845,86.94826862,89.88235469,10.21009354,85.62046201,84.57112826,173.002049,88.55454808,87.99760238,87.50521433,11.12771556
42684332,42684325,42684550,42684402,42684437,42684358,42684449,42684380,42684489,42684343,,93.38,74.41269875,91.18770218,110.1501961,122.567704,142.5527046,174.1926984,121.01,49300,1,91.55,90.89575139,86.85597581,89.88213406,9.325332644,85.50938395,84.49576662,172.7342336,88.5355422,87.86959314,87.52192487,10.32735482
42684327,42684332,42684483,42684373,42684452,42684393,42684346,42684495,42684360,42684559,,92.84,73.35000038,92.04999924,109.6625004,122.9525013,142.4049942,173.153994,109.22,48100,1,70.64666667,90.66072844,86.92474327,89.76287663,8.955372238,85.67941488,84.78156307,172.3550892,88.51754824,87.82259508,87.61969642,38.30069005
42684330,42684332,42684412,42684375,42684372,42684440,42684346,42684376,42684559,42684522,,91.84,72.73749924,91.42499924,110.5999985,121.6149982,144.4124939,171.411994,109.07,48000,1,83.85,90.29412063,87.05571027,89.57559205,7.640388354,85.97624015,85.25771156,171.7981413,88.49612192,87.77423886,87.77759334,22.96500951
42684332,42684336,42684585,42684357,42684401,42684344,42684348,42684345,42684599,42684445,,93.18,75.56249809,93.90000153,112.3250027,123.5725021,143.0174973,170.5039999,115.97,49600,1,98.15,90.6558451,87.26786176,89.61996476,8.618357886,86.13853398,85.10265363,173.4313217,88.49063698,88.3037421,87.45475663,17.00980365
42684324,42684332,42684541,42684373,42684372,42684440,42684346,42684488,42684532,42684376,,95.53,75.28750229,92.79999924,112.9250031,123.9525013,142.1250061,171.6300061,126.34,48500,1,70.8,91.0811893,87.20718773,89.77270845,7.760945425,85.91585388,84.60737302,174.4968577,88.48137459,88.51566859,87.17289374,13.9848575
42684333,42684329,42684585,42684357,42684401,42684384,42684397,42684341,42684599,42684404,,90.52,71.12275124,89.74774933,108.1102486,118.8352459,136.9902542,169.4152509,97.88,48500,1,108,89.96389342,87.23429934,89.38739901,6.400048342,86.32443465,85.74794023,171.462775,88.47753431,87.81079376,87.9010399,-11.75100133
42684327,42684324,42684585,42684464,42684401,42684393,42684346,42684445,42684481,42684446,,92.06,72.73749924,90.32500076,110.8500004,122.2149979,143.2525002,171.1779939,108.53,48200,1,64.24666667,90.40113911,87.08993293,89.57454314,8.119575557,85.98619753,85.15960156,172.3151245,88.47080775,87.91652889,87.64421178,33.0295831
42684333,42684324,42684477,42684357,42684401,42684384,42684387,42684481,42684360,42684495,,95.22,77.5910511,94.86605072,114.8785496,124.8460484,145.9010574,173.8815582,122.68,49400,1,88.6,91.25383044,86.89306148,89.89310862,10.70907553,85.43947182,84.07875,174.3016063,88.43951896,88.2537833,87.07879714,20.82222402
42684324,42684327,42684585,42684464,42684350,42684384,42684468,42684599,42684445,42684343,,91.83,72.11250114,90.72500229,109.5999985,120.4724972,140.9799973,168.803503,105.59,48800,1,51.24666667,90.1789262,87.30892617,89.36936688,6.591202797,86.3522595,85.54270018,172.5850257,88.41270021,88.11848549,87.60314089,23.38241786
42684332,42684334,42684477,42684402,42684437,42684358,42684346,42684380,42684488,42684377,,93.06,72.03575134,89.81074905,109.560751,122.2357483,143.9982483,172.1877452,107.71,48900,1,72.2,90.46660318,86.8953336,89.59172657,8.027919184,85.7049104,84.8300338,172.2871667,88.40130338,87.7702102,87.52642678,2.259337157
42684333,42684324,42684550,42684373,42684482,42684358,42684346,42684380,42684446,42684522,,95.86,75.44104958,93.09104919,115.6910477,127.5110497,146.9660492,171.1685461,114.48,48700,1,115.6,91.00560996,87.15039183,89.66389806,9.435897692,85.86531911,84.52360722,174.6184433,88.37882535,88.49210372,87.03711345,34.06666219
42684324,42684329,42684441,42684402,42684577,42684358,42684348,42684380,42684562,42684488,,94.77,74.53170013,93.43170166,113.0316982,125.3966995,141.8391953,173.6827017,126.26,48200,1,82.8,91.04033534,86.80286527,89.78732778,9.59468742,85.39037525,84.13736769,173.7617405,88.37483776,88.05587283,87.1218302,22.49605954
42684331,42684332,42684585,42684357,42684430,42684384,42684349,42684445,42684599,42684345,,89.66,70.65000153,88.57500076,108.6875019,120.6999969,142.9574974,169.359006,97.86,48500,1,50.05,89.74915711,87.04386299,89.23466714,5.786486827,86.14209828,85.62760831,171.0225246,88.33290243,87.55835296,87.81841246,3.442646563
42684333,42684332,42684412,42684373,42684372,42684393,42684346,42684508,42684532,42684376,,93.83,72.40354729,91.36605072,110.2785511,122.1885464,139.7310493,169.6245583,112.69,48500,1,92,90.47376834,87.18765937,89.42811816,7.92123985,86.09228971,85.04663954,173.4548047,88.33274851,88.23330954,87.28709833,11.24817431
42684327,42684331,42684477,42684373,42684396,42684393,42684346,42684495,42684360,42684559,,89.01,70.48749924,88.44999695,109.3624992,119.9499969,139.0224998,171.483997,83.74,49500,1,58.49666667,89.65237086,86.71731868,89.30660576,7.459160899,85.73896795,85.39320285,169.8595066,88.32825503,87.06308378,87.98248992,-7.448057085
42684327,42684324,42684477,42684464,42684401,42684393,42684346,42684445,42684481,42684446,,92.41,73.08750534,92,111.4749985,122.4300011,146.8025032,170.460497,105.59,49100,1,64.24666667,90.23000831,86.96532672,89.37669379,7.88577743,85.87709952,85.023785,172.3622984,88.28846659,87.81864124,87.43515207,9.78948772
42684324,42684332,42684441,42684452,42684577,42684370,42684348,42684380,42684562,42684360,,95.71,77.03750229,95.10000229,115.7124977,126,148.860006,175.866006,137.04,48400,1,57.8,91.36003355,86.48912581,89.9106794,10.23976843,84.8654899,83.41613575,174.1998375,88.28704349,87.93847997,86.83768934,13.74393851
42684333,42684332,42684438,42684373,42684350,42684393,42684346,42684451,42684522,42684446,,95.65,76.35355186,93.61605072,112.9660473,124.6660461,142.1335579,167.3935583,114.3,48500,1,103,90.60541176,87.47166596,89.31587452,8.132758628,86.42708402,85.13754678,174.9136132,88.27129259,88.7612032,86.98175534,25.93841255
42684324,42684332,42684477,42684357,42684401,42684393,42684346,42684599,42684417,42684446,,94.83,74.92499733,93.70000076,115.362505,127.75,150.414994,172.5505031,121.16,49300,1,76.8,90.83227185,86.79242618,89.60441453,9.651959973,85.44581095,84.21795364,173.7117178,88.25779931,88.02028349,87.02994199,9.466767311
42684332,42684335,42684423,42684373,42684482,42684358,42684346,42684341,42684522,42684446,,88.17,75.44999695,94.47500229,113.1124992,123.4024982,146.1549942,169.6524939,97.47,49800,1,96.6,90.55323489,87.12427609,89.39639849,8.831146862,85.98128982,84.82445342,173.8806521,88.25341223,88.28111249,87.09657583,27.56490409
42684324,42684335,42684477,42684373,42684482,42684370,42684346,42684469,42684360,42684559,,89.05,75.68749809,92.875,111.5500031,121.2649998,144.7374969,171.5025,89.32,48500,1,71.2,90.27069927,86.79043564,89.40946993,8.02302763,85.63034776,84.76911843,172.1741439,88.24938206,87.65166497,87.38815272,9.466767311
42684331,42684324,42684423,42684464,42684401,42684384,42684381,42684445,42684481,42684361,,85.27,72.86250114,91.84999847,112.7374973,124.9000015,147.1574944,172.230497,111.92,49200,1,39.65,90.28867152,86.68223581,89.44082305,8.956320694,85.48009058,84.63224211,171.972887,88.23867781,87.53008428,87.39082935,6.071756408
42684324,42684332,42684477,42684373,42684482,42684370,42684346,42684469,42684360,42684559,,92.83,77.97500038,97.09999847,113.862505,125.3000031,147.9549973,171.401994,112.49,49100,1,68.8,91.0072476,86.9610893,89.5705377,8.739650724,85.61236987,84.17565996,174.8466157,88.22181826,88.39779921,86.78510836,19.5313409
42684325,42684338,42684441,42684414,42684350,42684370,42684348,42684377,42684511,42684451,,91.14,70.82520103,90.61270142,107.6501961,118.1951988,136.8402069,168.3951953,101.49,49800,1,75.4,89.75832482,87.06967696,89.11761548,6.540816439,86.173461,85.53275166,171.6556873,88.22139952,87.7103863,87.58069018,21.17071599
42684324,42684326,42684585,42684357,42684401,42684370,42684348,42684445,42684599,42684513,,90.83,71.25650024,90.18149948,109.5690022,121.4215015,145.1215057,172.7570003,109.05,48900,1,55.15,90.12864888,86.51482003,89.38963772,9.243019535,85.31021042,84.57119926,171.313578,88.18502811,87.25383119,87.44601695,20.52527517
42684324,42684326,42684438,42684373,42684482,42684370,42684346,42684577,42684513,42684446,,91.87,71.89399719,88.95649719,108.8065033,121.2139977,141.8615059,171.0135002,102.58,48700,1,70.15,90.05544945,86.72034697,89.27630031,7.796844039,85.60864614,84.82949699,171.7821525,88.16459948,87.49949612,87.38545033,13.61479163
42684332,42684329,42684550,42684357,42684401,42684384,42684387,42684380,42684445,42684377,,94.95,74.73169708,94.38169861,113.0941963,124.0966965,146.1892014,174.1401985,137.26,49000,1,71.2,91.03171669,86.52548271,89.66578081,11.28156623,85.02340472,83.65746884,173.9743848,88.16370282,87.89141859,86.79776694,13.2189557
42684324,42684331,42684483,42684418,42684452,42684358,42684520,42684380,42684488,42684360,,92.29,74.82499886,93.72499847,114.7124977,123.5500031,143.4924973,177.101506,124.51,48100,1,74.65,90.68212963,85.98946972,89.69417057,11.07320109,84.42524975,83.43729069,171.6567153,88.1299506,86.97742879,87.14199153,10.97279787
42684324,42684325,42684585,42684357,42684401,42684358,42684348,42684481,42684599,42684513,,92.79,73.75019646,92.76269913,112.2626991,124.2951973,144.4676987,172.6526953,120.77,49300,1,90.15,90.44266177,86.51806258,89.40335457,9.285083116,85.20986285,84.17055565,172.633285,88.09515484,87.55736978,87.05584764,7.052803785
42684327,42684325,42684438,42684414,42684350,42684393,42684346,42684451,42684511,42684559,,92.66,72.32520103,90.0877037,109.2001991,121.1602032,140.2702011,168.0987074,111.36,49900,1,69.99666667,89.94012931,87.01422877,89.05426396,6.988134152,86.03892859,85.15306325,172.6931765,88.07896378,87.90009412,87.19309844,19.54422593
42684324,42684333,42684483,42684452,42684396,42684393,42684347,42684360,42684559,42684469,,86.42,73.5910511,91.59104919,109.0410519,118.9960487,139.2685516,171.4955492,86.02,48300,1,88.6,89.69583636,86.44813241,89.13238876,7.170973055,85.36556442,84.80211682,170.5639728,88.04982077,87.01158001,87.48637317,-11.26047745
42684333,42684324,42684550,42684402,42684437,42684358,42684504,42684488,42684421,42684341,,92.78,71.76605225,89.69105148,110.603548,123.5810539,142.1735458,171.0230522,108.33,48400,1,124.6,90.22150919,86.64196868,89.23922461,8.509456507,85.44878851,84.46650393,172.5967247,88.04604444,87.62425327,87.06375986,4.35057953
42684324,42684332,42684412,42684418,42684372,42684440,42684462,42684613,42684360,42684532,,93.86,75.87500191,93.69999695,113.5375004,124.8575054,143.152494,173.850506,122.42,48900,1,90.8,90.69086458,86.35195515,89.48110698,8.634009262,84.905652,83.69589441,173.1528368,88.03480384,87.56171274,86.82504625,2.569170855
42684324,42684332,42684412,42684375,42684372,42684440,42684346,42684376,42684559,42684522,,96.8,77.09999847,95.22499847,115.5500031,126.6299992,146.7099968,170.9124939,134.09,49400,1,77.8,90.9549368,86.82029936,89.40374204,9.147172665,85.44208688,83.89089212,175.2481193,88.02552956,88.37149411,86.4743348,16.51927978
42684329,42684332,42684441,42684419,42684359,42684370,42684348,42684475,42684513,42684360,,93.43,74.00670052,92.63169861,112.6816978,125.3916969,147.1616989,173.0022017,114.22,49600,1,82.2,90.50131387,86.41290171,89.38709905,9.817318034,85.05009765,83.93588283,172.8431876,88.024295,87.52711653,86.91008017,12.94357926
42684326,42684339,42684477,42684357,42684401,42684384,42684387,42684341,42684599,42684361,,88.63,69.90650177,87.98150253,107.0565033,117.2139977,139.6789948,172.6764941,97.66,50000,1,61.95,89.50933447,86.20870561,89.12267341,7.114106953,85.10849599,84.72183492,169.502686,88.02246379,86.59536667,87.63580272,-11.32070571
42684324,42684329,42684585,42684357,42684401,42684384,42684346,42684599,42684446,42684522,,93.49,71.93170166,92.03170013,114.5941963,125.5816967,145.9942017,170.0871956,116.37,48000,1,100.8,90.27718625,86.74969863,89.18457562,9.038053072,85.57386943,84.4812588,173.2332949,88.00874641,87.84230926,86.91613578,39.87983465
42684333,42684332,42684585,42684357,42684401,42684384,42684349,42684341,42684599,42684404,,92.43,72.52855301,91.09104919,111.278553,123.7535492,142.6185577,168.9745493,110.06,49400,1,85,90.01176356,86.83389993,89.06271521,6.417432586,85.77461205,84.8255637,172.7514066,88.00342733,87.78294828,87.05437898,16.91511571
42684333,42684332,42684438,42684414,42684350,42684344,42684468,42684380,42684511,42684451,,96.49,77.30354881,94.24105072,114.0285511,124.5660477,142.2710526,166.8275401,124.7,48000,1,106,90.60786621,87.27181239,89.1035471,7.443276795,86.15979445,84.65547534,175.7037601,87.99152916,88.7761315,86.48721004,33.09849799
42684330,42684332,42684483,42684373,42684482,42684344,42684346,42684495,42684446,42684360,,93.96,75.55000305,93.32499695,111.9250011,123.6999969,145.6175056,170.5025,107.53,50000,1,126.85,90.32528221,86.66854818,89.19266533,9.21575467,85.44963684,84.31701996,173.308706,87.97375399,87.80116506,86.84113711,38.34803402
42684330,42684329,42684477,42684373,42684482,42684370,42684346,42684421,42684382,42684559,,89.01,70.65670013,87.78170013,106.7442036,116.5816956,135.0392075,167.1987016,76.87,48400,1,119.85,89.00607907,86.78357152,88.69656874,6.343894839,86.04273567,85.73322534,170.0235038,87.95573289,87.09308184,87.64622257,7.23349452
42684333,42684332,42684438,42684373,42684350,42684393,42684346,42684489,42684522,42684446,,95.36,75.97855377,93.66604614,112.7785511,123.7735527,142.7885521,167.1240582,112.29,48100,1,112,90.30307702,87.09839681,89.00407827,8.483486228,86.03017007,84.73117132,174.6320393,87.93585153,88.39739555,86.63685279,15.43065757
