P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score,MLB $4K Hot Corner [5 Entry Max] ROI,MLB $4K Hot Corner [5 Entry Max] Sim Dupes,MLB $4K Hot Corner [5 Entry Max] Win Rate,MLB $4K Hot Corner [5 Entry Max] Cash Rate,MLB $4K Hot Corner [5 Entry Max] ROI StDev,MLB $12K Chin Music [Single Entry] ROI,MLB $12K Chin Music [Single Entry] Sim Dupes,MLB $12K Chin Music [Single Entry] Win Rate,MLB $12K Chin Music [Single Entry] Cash Rate,MLB $12K Chin Music [Single Entry] ROI StDev,MLB $200K Sinker de Mayo [$50K to 1st] ROI,MLB $200K Sinker de Mayo [$50K to 1st] Sim Dupes,MLB $200K Sinker de Mayo [$50K to 1st] Win Rate,MLB $200K Sinker de Mayo [$50K to 1st] Cash Rate,MLB $200K Sinker de Mayo [$50K to 1st] ROI StDev,MLB $15K Base Hit [Single Entry] ROI,MLB $15K Base Hit [Single Entry] Sim Dupes,MLB $15K Base Hit [Single Entry] Win Rate,MLB $15K Base Hit [Single Entry] Cash Rate,MLB $15K Base Hit [Single Entry] ROI StDev,MLB $7.5K Solo Shot ROI,MLB $7.5K Solo Shot Sim Dupes,MLB $7.5K Solo Shot Win Rate,MLB $7.5K Solo Shot Cash Rate,MLB $7.5K Solo Shot ROI StDev,MLB $30K Four-Seamer [20 Entry Max] ROI,MLB $30K Four-Seamer [20 Entry Max] Sim Dupes,MLB $30K Four-Seamer [20 Entry Max] Win Rate,MLB $30K Four-Seamer [20 Entry Max] Cash Rate,MLB $30K Four-Seamer [20 Entry Max] ROI StDev
42974867,42974878,42974904,42974908,42974944,42974923,42975045,42975054,42975293,42974993,,92.86,72.62500191,91.10000229,112.3749981,123.7575005,141.5650032,162.337003,92,49100,1,114.5,86.14529513,83.97464444,84.9707747,82.80012401,170.9678652,84.33142475,82.16077406,83.15690432,80.98625363,6.36848637,22.95212448,0.241999999,0,0.002285714,0.268285714,7.620682455,-0.007428572,0,0.000714286,0.222428571,6.261679007,0.609801583,0,0.000285714,0.248857143,37.61528983,0.171666667,0,0.001714286,0.216285714,6.789837966,0.287214294,0,0.000285714,0.253285714,15.88981148,0.310464276,0,0.000571429,0.243142857,18.55390986
42974867,42974871,42975019,42975098,42975074,42974894,42974893,42975118,42974950,42975026,,93.34,70.59999847,86.75,106.3624992,117.3499985,137.4074944,156.7785001,92.2,49900,1,96.95,84.48340682,81.95271769,82.95221323,80.4215241,171.3382708,83.01611381,80.48542468,81.48492022,78.95423109,4.146836055,17.47875661,0.013333333,0,0.001428571,0.237142857,6.430918372,0.039999999,0,0.001571429,0.198857143,8.39048566,1.284444481,0,0.000428571,0.224571429,58.87862543,0.041666668,0,0.002571429,0.184857143,7.298935153,0.042642847,0,0.000428571,0.226285714,13.078462,0.191321429,0,0.000571429,0.220285714,18.58734664
42974876,42974867,42975124,42974913,42975012,42974894,42974927,42974970,42974950,42975293,,98.22,76.32499886,92.10000229,112.1500015,123.8150028,142.9524971,168.207997,128.43,49500,1,58.9,88.3240326,85.01673695,86.47966916,83.17237351,174.2456147,85.77959943,82.47230379,83.93523599,80.62794034,9.085169252,9.251619875,0.019142857,0,0.001428571,0.284857143,6.047687363,-0.041142857,0,0.001,0.236285714,6.90121948,1.172460258,0,0.000428571,0.273857143,58.86497207,-0.106785715,0,0.000857143,0.217428571,5.072973008,0.360214293,0,0.000714286,0.279285714,20.99136129,0.208499998,0,0.000571429,0.266428571,18.87536712
42974867,42974872,42974956,42974913,42975112,42975232,42975105,42974960,42974925,42974918,,88.52,72.42499733,90.15000153,111.3250008,123.0500031,142.1000061,164.5055,113.71,49100,1,110.25,84.00090147,81.79789672,83.08304631,80.88004155,166.9798874,81.06330786,78.86030311,80.1454527,77.94244794,7.895213393,-5.76133728,-0.202380955,0,0.000571429,0.242571429,4.511441615,-0.079428572,0,0.000714286,0.219571429,6.071718523,1.617222175,0,0.000714286,0.246,70.46617196,-0.203333333,0,0.000285714,0.196571429,4.13385231,0.234142855,0,0.000571429,0.249285714,16.16248072,0.243714273,0,0.000714286,0.238857143,16.44889209
42974868,42974876,42974904,42975044,42975012,42974894,42975045,42974950,42974979,42974993,,91.2,70.97500038,88.94999695,107.2124977,117.0149998,137.6999969,157.551503,84.85,49500,1,65.6,84.27659155,82.18786425,83.09275503,81.00402773,169.8460817,82.74575574,80.65702845,81.56191922,79.47319193,5.478078906,4.16120328,-0.034285713,0,0.001714286,0.242571429,6.369523098,-0.127857145,0,0.000571429,0.199714286,6.081069794,1.380357146,0,0.000428571,0.230571429,61.52996419,-0.045357142,0,0.001714286,0.186571429,6.498390847,0.180285715,0,0.000571429,0.233,18.75353038,0.256107144,0,0.000571429,0.227857143,18.91323134
42974868,42974885,42975040,42975025,42974921,42974899,42974891,42974935,42975096,42974993,,80.27,68.9375,84.30000305,105.1750011,116.8574978,135.610006,160.258,68.92,49100,1,59.25,81.6746255,81.20715295,81.91268563,81.44521308,161.6570941,79.31996733,78.85249477,79.55802745,79.0905549,5.240473655,17.64656007,-0.04714286,0,0.001428571,0.223428571,6.077136421,-0.046714287,0,0.000857143,0.193714286,6.858592513,0.90242064,0,0.000285714,0.215,51.34418149,0.08238095,0,0.001714286,0.18,7.158756646,0.336714273,0,0.000571429,0.218857143,19.08216798,0.380142845,0,0.000571429,0.215714286,19.7449693
42974868,42974867,42975123,42974899,42974984,42974947,42974927,42975054,42975293,42975002,,92.18,75.5,93.30000305,113.6749954,125.9675011,143.6050056,167.806003,129.68,49300,1,88.2,85.90379414,83.21027452,84.65184951,81.95832989,169.5426995,82.83101379,80.13749416,81.57906916,78.88554953,10.83674326,3.847168013,0.011523809,0,0.000857143,0.297714286,5.23582536,0.097714286,0,0.000857143,0.270714286,6.382784828,0.639444452,0,0.000142857,0.306285714,31.41988394,0.006190476,0,0.001142857,0.237714286,5.565650871,0.445428573,0,0.000571429,0.308142857,18.26538912,0.405107142,0,0.000428571,0.302285714,15.8367154
42974877,42974869,42974956,42975025,42975112,42974899,42974891,42975054,42974997,42974932,,83.7,67.55000305,86.15000153,105.5,117.2575005,140.8100029,159.01,79.56,49300,1,68.4,82.04089997,80.88343897,81.73116106,80.57370006,164.0676672,79.80747259,78.65001158,79.49773368,78.34027268,5.961098542,7.078576833,0.047238097,0,0.001714286,0.221142857,6.711098861,-0.011142857,0,0.001,0.200285714,7.056642361,0.944682579,0,0.000285714,0.221571429,40.93720755,0.075357147,0,0.002285714,0.180285714,7.118024703,0.260000002,0,0.000571429,0.225857143,18.55450565,0.28839286,0,0.000571429,0.218285714,18.85208823
42974868,42974871,42975089,42975041,42974984,42975120,42974927,42974910,42975036,42974890,,93.56,73.13750076,91.97499847,111.5,121.9300011,141.3500061,163.811003,118.48,49300,1,51.65,85.68510765,82.91573919,84.21744838,81.44807993,170.9066975,83.24763934,80.47827088,81.77998007,79.01061161,10.30237338,14.165546,0.016857142,0,0.000571429,0.269714286,5.494667108,0.108857138,0,0.001142857,0.242714286,7.585222969,0.897301562,0,0.000142857,0.275428571,39.13413716,-0.008809524,0,0.000285714,0.217714286,5.399816444,0.34857142,0,0.000571429,0.277857143,18.1823809,0.237071432,0,0.000285714,0.270857143,15.62404143
42974869,42974867,42975153,42974908,42975076,42975075,42974927,42974920,42975091,42974962,,91.28,74.38750076,92.17499924,111.0625019,123.7149979,142.6075058,165.653994,116.65,49000,1,85.25,85.54620292,83.17612957,84.44091005,82.07083671,169.1891583,82.85715433,80.48708098,81.75186147,79.38178812,9.148747987,-0.382659049,0.030857144,0,0.001428571,0.263714286,6.154600826,-0.082571426,0,0.000571429,0.223142857,5.715562968,1.005992055,0,0.000428571,0.256857143,57.29895356,0.037380952,0,0.002,0.205142857,6.635113685,0.351357158,0,0.000857143,0.259857143,21.88085712,0.25571429,0,0.000571429,0.247571429,19.82188065
42974869,42974867,42975066,42974986,42974918,42975016,42974965,42974931,42974961,42975128,,91.64,72.83749962,92.07500458,110.1124992,121.3649982,137.9424942,161.8130031,89.6,49800,1,117.25,85.67367738,83.68440019,84.63532223,82.64604503,170.0997273,83.85926642,81.86998922,82.82091126,80.83163407,4.48014126,-0.059938268,0.07,0,0.001714286,0.251428571,6.616311373,-0.016142856,0,0.000857143,0.214714286,6.87766043,0.680674613,0,0.000285714,0.242714286,47.78527462,-0.008809524,0,0.002,0.204857143,6.286163769,0.518999994,0,0.000857143,0.243285714,23.26995309,0.352178559,0,0.000714286,0.237,20.34863275
42974868,42974870,42975124,42975044,42975012,42974894,42974912,42975117,42974970,42974931,,93.55,72.73749924,90.92499924,110.7374973,122.9075008,141.7550003,173.6250061,107.63,49300,1,57.6,89.38570708,87.38846162,88.57488115,86.57763569,171.1294198,86.63727442,84.64002896,85.82644849,83.82920303,8.661038191,39.60445821,0.119619049,0,0.001714286,0.260285714,6.892612276,0.052571427,0,0.001142857,0.234,6.921187904,0.695476204,0,0.000142857,0.263,33.33860603,0.144166663,0,0.001714286,0.220285714,7.064994446,0.201285713,0,0.000428571,0.264285714,16.58265392,0.383392856,0,0.000428571,0.260714286,17.97052792
42974878,42974871,42975119,42975025,42974941,42974899,42974891,42975027,42974939,42974985,,91.18,69.08749962,87.07500076,107.1249981,119.9574974,140.402494,160.853006,86.8,49200,1,83.95,85.32166527,83.39766981,84.31210124,82.38810578,169.8112864,83.58793502,81.66393956,82.57837099,80.65437553,7.3109402,3.02523803,0.008,0,0.001428571,0.234285714,6.360153697,-0.075999994,0,0.001,0.205285714,6.783220444,1.266666692,0,0.000428571,0.230428571,51.59410455,0.033095237,0,0.001714286,0.188,6.582050504,0.108428568,0,0.000428571,0.234,14.40989336,0.254607156,0,0.000714286,0.226,19.57435614
42974884,42974878,42974956,42974899,42975112,42974937,42974891,42975009,42974932,42974905,,85.62,69.44999695,87.69999695,108.8375015,122.0575024,143.1549942,166.552,84.6,49400,1,62.45,84.89019913,83.7608472,84.70793981,83.57858788,165.3774706,82.23118061,81.10182868,82.04892129,80.91956936,7.145891054,-14.48768377,-0.148761913,0,0.001142857,0.228857143,5.378684862,-0.012142856,0,0.001285714,0.202714286,7.748159395,1.282619089,0,0.000428571,0.228571429,61.11103559,-0.186190486,0,0.000857143,0.185714286,4.877173485,0.23014285,0,0.000428571,0.228,18.09438233,0.428392868,0,0.000857143,0.224571429,22.97693063
42974876,42974867,42974956,42974952,42975112,42974937,42974927,42974905,42974932,42975293,,96.36,80.58749962,97.90000153,118.1999969,129.4149948,147.9599968,171.056003,143.38,49900,1,78.9,87.80515076,84.47270016,86.11798248,82.78553188,172.4195119,84.55647205,81.22402144,82.86930377,79.53685317,11.90786964,21.34720683,0.162,0,0.002,0.33,6.355311025,0.032857142,0,0.000571429,0.281571429,4.93214054,0.922698438,0,0.000285714,0.317142857,37.20548783,0.076309524,0,0.001428571,0.263142857,5.710252569,0.313000016,0,0.000571429,0.325142857,14.96770978,0.084607136,0,0.000142857,0.310428571,11.46670319
42974869,42974870,42975153,42975035,42975076,42974926,42974901,42974925,42975016,42974918,,87.45,69.23749924,87.45000076,106.4749985,116.6575008,136.5625031,161.5500031,87.01,49500,1,110.65,84.02649947,82.47713725,83.40661395,81.85725174,166.8505339,81.85795489,80.30859268,81.23806938,79.68870716,5.055763764,-9.896477312,-0.133523807,0,0.000857143,0.213142857,5.42046211,-0.068142857,0,0.001285714,0.187571429,7.474940502,1.267182529,0,0.000428571,0.209142857,61.89989379,-0.185357139,0,0.001142857,0.173142857,5.376157855,0.37735714,0,0.000857143,0.211428571,22.68092161,0.333357148,0,0.000714286,0.21,21.38537614
42974882,42974874,42974907,42975025,42974918,42974899,42974891,42975027,42975002,42974985,,83.79,61.22500038,79.25,99.41250038,110.0575024,130.4549973,162.653494,57.29,49900,1,86.5,84.30966374,83.8586953,84.44909453,83.99812609,164.6530259,82.39903524,81.9480668,82.53846603,82.08749759,4.733642025,-26.14009082,-0.338761896,0,0.000571429,0.162,4.544279752,-0.261142857,0,0.000571429,0.151857143,5.885247006,1.976666689,0,0.000857143,0.171714286,80.35006255,-0.331190467,0,0.000571429,0.129142857,4.726541423,0.277857136,0,0.000857143,0.175857143,22.22932097,0.261107147,0,0.000857143,0.170285714,22.1121922
42974869,42974867,42975119,42975021,42975126,42974966,42974912,42975008,42974974,42974915,,97.6,77.83749962,95.95000076,115.8874989,128.2149979,149.6799942,170.404494,133.58,49500,1,90.25,88.68846364,85.50408991,86.99649927,83.81212554,173.6995262,85.90319994,82.71882621,84.21123557,81.02686184,11.17827367,39.08816278,0.236285701,0,0.001142857,0.317428571,6.447665569,0.07485714,0,0.000714286,0.272285714,6.031685717,0.836626962,0,0.000142857,0.315857143,36.74800934,0.235833332,0,0.001714286,0.252,6.855194973,0.250928573,0,0.000285714,0.314,14.50854519,-0.051785714,0,0,0.302428571,5.644639867
42974876,42974870,42975031,42974942,42974903,42975120,42974976,42974896,42975036,42974910,,92.75,76.03750229,94.5,113.75,125.8450024,146.8100029,167.8195,117.35,49500,1,97.3,86.70199037,84.23813858,85.5372608,83.07340901,170.2754543,83.96935329,81.5055015,82.80462372,80.34077193,9.915254527,11.83338612,-0.008380952,0,0.001142857,0.281714286,5.315015529,0.02,0,0.000857143,0.238142857,6.466889058,1.133571446,0,0.000428571,0.271,58.65718073,0.021785714,0,0.001142857,0.223714286,5.761182328,0.153928572,0,0.000428571,0.276,15.93565056,0.25882142,0,0.000285714,0.267,15.67191358
42974867,42974872,42975124,42975025,42975012,42974894,42974927,42975054,42974970,42974939,,90.02,71.83749962,89.77499771,107.6124992,117.2799995,135.1674942,153.2605,90.76,50000,1,81.25,82.15550653,79.82661145,80.79135592,78.46246084,168.799248,80.62542372,78.29652863,79.26127311,76.93237802,6.78440863,-5.236356333,-0.128380954,0,0.000857143,0.255714286,4.782802617,0.006714284,0,0.001142857,0.213,7.363387697,1.274285704,0,0.000428571,0.243,52.20047395,-0.052380953,0,0.001714286,0.206285714,6.033679802,0.147428572,0,0.000285714,0.245285714,14.70070654,0.331107154,0,0.000571429,0.236,19.76892634
42974874,42974870,42975123,42975039,42974984,42974923,42974891,42974888,42975293,42975002,,91.26,68.07499886,86.22499847,106.6124992,117.8649982,136.2949974,160.772,108.94,49100,1,112.7,83.9799907,81.37051068,82.62152495,80.01204493,169.2009768,81.58541362,78.9759336,80.22694787,77.61746785,8.227955887,-8.2355313,-0.134285718,0,0.001428571,0.232,5.807488246,-0.175999999,0,0.000428571,0.205857143,5.253010384,1.502182543,0,0.000571429,0.234142857,68.10047801,-0.168333337,0,0.001714286,0.179142857,5.907479218,0.244142853,0,0.000428571,0.237857143,17.74420303,0.310321428,0,0.000857143,0.229857143,22.28080912
42974868,42974882,42974907,42974952,42974944,42974943,42974893,42975118,42975129,42974961,,86.86,65.83749962,83.02500153,103.2124977,112.9000015,131.9374939,150.661494,54.2,49100,1,77.4,81.7414927,80.42295532,80.96611929,79.64758191,167.1595962,80.8873742,79.56883682,80.11200079,78.79346341,3.399575851,-14.35433924,-0.256285697,0,0.001428571,0.189714286,5.489892604,-0.07528571,0,0.000857143,0.171714286,6.964477103,1.594404817,0,0.000571429,0.185857143,65.21040652,-0.232261896,0,0.000571429,0.154285714,5.114823699,0.126714282,0,0.000428571,0.191428571,16.94509693,0.415750008,0,0.000714286,0.191428571,20.58932672
42974869,42974867,42975123,42975098,42975012,42974894,42974927,42974939,42974970,42975293,,98.44,75.40000153,93.42499924,113.3250027,124.1574944,143.7599998,167.903994,124.63,49100,1,60.25,88.62812144,85.4415393,86.82493903,83.63835689,174.5775337,86.28110465,83.09452251,84.47792224,81.2913401,9.769569386,26.21378899,0.091047615,0,0.000571429,0.300857143,5.203243419,-0.007285714,0,0.000571429,0.255428571,5.464286223,1.23722218,0,0.000428571,0.296428571,50.65076874,0.094166666,0,0.001142857,0.236285714,5.892629889,0.129428569,0,0.000285714,0.295428571,11.40911736,0.028214287,0,0.000142857,0.282714286,9.863519654
42974869,42974870,42975065,42975025,42974984,42974923,42974891,42975054,42975002,42975023,,88.45,72.78750229,88.64999771,108.7124977,118.6299992,140.4524971,160.235497,108.12,49000,1,100.65,82.95171675,80.71513325,81.90291241,79.6663289,167.1196293,80.43718361,78.20060011,79.38837927,77.15179577,8.137112096,16.76020026,0.089904763,0,0.001428571,0.253714286,6.724235697,-0.056000002,0,0.000428571,0.223571429,5.445483008,1.239444435,0,0.000428571,0.252,58.57247055,0.058333334,0,0.002285714,0.202857143,6.815588895,0.310142867,0,0.000571429,0.254142857,18.4588489,-0.072499998,0,0.000142857,0.246,8.748894109
42974868,42974876,42975089,42974986,42974903,42974987,42974976,42975036,42975003,42974890,,94.2,76.73749924,94.42500305,113.2749996,123.0149998,143.2675003,164.191494,110.65,49400,1,78.6,86.46051376,83.84836491,85.05051513,82.43836629,171.6086636,84.26406172,81.65191288,82.8540631,80.24191425,9.495193235,22.40136862,0.270666659,0,0.002,0.283714286,7.303307135,0.065000002,0,0.000571429,0.250714286,5.819866108,0.478492066,0,0.000142857,0.279428571,34.40856474,0.090238094,0,0.001142857,0.231142857,5.977227945,0.489357129,0,0.000571429,0.284857143,18.9735272,0.175392859,0,0.000285714,0.277285714,13.8514272
42974876,42974869,42974981,42974913,42974984,42974987,42975120,42975036,42974910,42974890,,98.59,79.73749924,96.59999847,117.3000031,126.0999985,146.3575058,170.359003,137.03,49800,1,57.65,88.72525902,85.27260311,86.84928552,83.39662961,174.3088234,85.87118531,82.4185294,83.9952118,80.5425559,12.00287963,20.49950361,0.284000009,0,0.001428571,0.309714286,7.05759826,0.113142852,0,0.000714286,0.27,6.059614141,0.565436517,0,0.000142857,0.309714286,29.48045158,0.130952373,0,0.001142857,0.249714286,5.994558899,0.496642858,0,0.000428571,0.314428571,17.1681046,-0.023107142,1,0,0.301,4.952842739
42974867,42974871,42975089,42974952,42974941,42974987,42975120,42975002,42974936,42974910,,95.36,75.63750076,95.02500153,113.8624992,125.25,142.9124939,166.0014999,118.5,49800,1,51.95,87.16316777,84.36117376,85.65113144,82.84913743,172.344461,84.80533109,82.00333708,83.29329475,80.49130074,9.120181331,21.26540393,0.077333331,0,0.000857143,0.285428571,5.6982972,-0.055,0,0.000285714,0.243285714,4.50821049,1.190396786,0,0.000428571,0.275142857,57.7892634,0.004285714,0,0.000285714,0.23,5.187366511,0.243642855,0,0.000428571,0.281,16.1310293,0.105499997,0,0.000142857,0.27,11.52158936
42974868,42974869,42975065,42975025,42975020,42975120,42974958,42974890,42974936,42975003,,87.83,70.13750076,88.80000305,106.4375019,116.4499969,136.7099968,155.225997,87.63,49300,1,58.95,82.1160099,80.19610118,81.11802561,79.19811689,167.1642046,80.34822091,78.42831219,79.35023662,77.4303279,6.077945809,0.335898693,-0.072285719,0,0.001428571,0.228571429,5.800581267,-0.020428571,0,0.001,0.202571429,7.178634538,1.088531703,0,0.000428571,0.226714286,51.11518578,0.022619048,0,0.002285714,0.185428571,6.882948816,0.379428566,0,0.000714286,0.229285714,21.16923952,0.167892851,0,0.000428571,0.227714286,16.87448287
42974868,42974867,42975123,42975025,42974984,42974899,42974912,42975002,42975099,42975023,,91.4,73.73749924,91.67499924,111.3250027,123.7074974,144.2024971,171.908494,126.36,49600,1,97.2,87.12463542,84.81941813,86.21812875,83.91291146,169.0155821,83.83501021,81.52979292,82.92850354,80.62328625,10.11831136,9.574338794,0.025428571,0,0.000571429,0.280571429,5.293507949,0.044142857,0,0.000571429,0.251285714,5.960579479,1.276746072,0,0.000428571,0.284714286,50.57372632,-0.035238095,0,0.000857143,0.224857143,5.078177356,0.154214283,0,0.000142857,0.286857143,11.61727457,0.097321432,0,0.000142857,0.283142857,11.30649224
42974868,42974869,42975153,42975025,42974984,42974923,42974927,42975141,42975023,42974892,,88.59,75.07499886,91.25,111.5625019,121.9799976,142.2650002,165.6499939,126.15,49000,1,109.95,83.86121629,81.44166541,82.86317035,80.44361947,166.7621757,80.5947474,78.17519653,79.59670147,77.17715059,10.53705622,10.81788018,0.048095237,0,0.001714286,0.273714286,6.560821996,0.020857142,0,0.001,0.241,6.961267694,0.721984148,0,0.000142857,0.275714286,38.43837219,-0.05642857,0,0.001428571,0.218285714,5.601919167,0.448214285,0,0.000714286,0.278571429,20.7530562,0.379321426,0,0.000571429,0.273,19.66974393
42974877,42974878,42974956,42974908,42974944,42974937,42975101,42974932,42974905,42974960,,89.06,68.96249962,89.47499847,108.6124992,120.5575024,143.860006,172.752,82.88,49100,1,81.65,88.34187488,87.24180759,88.1760823,87.07601501,168.1059153,85.70484332,84.60477603,85.53905074,84.43898345,6.670239865,-4.612486064,-0.00952381,0,0.002,0.218285714,6.8030972,-0.107285708,0,0.001,0.188571429,6.571867096,1.450238019,0,0.000571429,0.209571429,66.3704944,0.044761907,0,0.002285714,0.176857143,7.295107375,0.115785703,0,0.000428571,0.215857143,14.90615013,0.066678569,0,0.000428571,0.204857143,14.40301989
42974877,42974872,42974968,42975098,42975012,42974899,42974893,42974970,42974939,42974950,,84.63,64.83749962,81.90000153,98.44999695,108.3300026,128.7074974,147.562003,45.68,49800,1,47.4,80.26927466,79.21311398,79.6492356,78.59307492,165.6215694,79.58094884,78.52478816,78.96090978,77.9047491,3.958352336,-7.516972721,-0.204666674,0,0.001714286,0.202,5.990806486,-0.147571422,0,0.000857143,0.172,6.732362607,1.703769803,0,0.000571429,0.195142857,67.63115235,-0.219642863,0,0.001714286,0.161428571,5.77142498,0.207071416,0,0.000714286,0.195571429,19.77806488,0.221000005,0,0.000571429,0.192857143,19.5842272
42974869,42974871,42975270,42975025,42974944,42974947,42974891,42974915,42974935,42975099,,91.03,73.30000305,89.02499771,108.5,118.3150028,135.1150055,156.130506,90.85,50000,1,63.7,83.54483785,81.29686094,82.25058988,80.00261297,169.6148364,81.97789901,79.7299221,80.68365104,78.43567413,6.588662408,6.252446026,-0.034285713,0,0.001714286,0.258,6.232640581,-0.11414285,0,0.000857143,0.210142857,5.92823931,1.03289675,0,0.000285714,0.240142857,40.89661261,-0.065476187,0,0.002285714,0.196571429,6.469385978,0.339571437,0,0.000714286,0.246,19.94833497,0.401321437,0,0.000857143,0.234142857,21.46619771
42974874,42974871,42974968,42975098,42975074,42974894,42974893,42974939,42974950,42975026,,87.22,63.83749866,79.79999924,99.84999847,111.3150028,130.0125,153.7560001,62.62,49800,1,62.75,82.40025488,80.96413433,81.63363531,80.19751476,167.1897743,81.1583715,79.72225095,80.39175193,78.95563138,3.090406778,-3.356061503,-0.205809534,0,0.001142857,0.182857143,5.718176912,-0.108571433,0,0.001428571,0.161714286,7.910472721,1.812857151,0,0.000714286,0.180714286,75.29011157,-0.138095245,0,0.002285714,0.145428571,6.723328932,0.050785713,0,0.000571429,0.180714286,18.0522709,0.146107145,0,0.000571429,0.178285714,19.08197369
42974876,42974867,42975124,42975044,42974984,42974894,42974927,42974970,42974939,42975023,,97.86,74.9375,92.875,113.8250027,122.8225021,143.1075058,167.465997,121.01,49500,1,100.9,88.47494494,85.43091466,86.75945752,83.71542724,174.2315413,86.20480378,83.1607735,84.48931636,81.44528608,9.274676689,30.86522818,0.164095238,0,0.002,0.278285714,7.107931612,-0.078857143,0,0.000428571,0.233714286,5.265483823,1.314325362,0,0.000428571,0.271285714,58.74431515,0.049047619,0,0.001428571,0.222571429,6.167655574,0.103642855,0,0.000285714,0.273571429,13.91746438,0.004285716,0,0.000285714,0.260714286,13.3765596
42974868,42974871,42975123,42975044,42975012,42974979,42974893,42974939,42974950,42975002,,90.53,71.13750076,88.5,107.4624977,116.75,136.414994,163.6629939,92.45,49100,1,55.65,85.71088284,83.86345875,84.84891153,83.00148744,169.1585386,83.61649582,81.76907173,82.75452451,80.90710042,6.66126382,11.11902818,-0.158380955,0,0.001142857,0.228285714,5.574023759,-0.077428579,0,0.001,0.203285714,6.74129936,1.361230114,0,0.000428571,0.231714286,52.24190683,-0.184880957,0,0.001142857,0.181428571,5.408704366,0.241642866,0,0.000571429,0.234714286,18.43787632,0.369071439,0,0.000714286,0.230285714,21.39302801
42974869,42974878,42974956,42975025,42975105,42974937,42974891,42975054,42974932,42974905,,87.8,74.40000153,92.80000305,115.612505,126.9249985,145.4674973,173.691994,111.81,49900,1,85.25,86.82878634,85.23986721,86.50632948,84.91741035,166.4515579,83.35185643,81.7629373,83.02939956,81.44048043,9.526482057,19.65180039,0.050380949,0,0.001142857,0.285714286,5.620396657,0.017714287,0,0.000142857,0.249428571,4.729470832,0.756825417,0,0.000142857,0.278142857,39.12576696,0.198214293,0,0.002285714,0.229428571,7.103790263,0.190785721,0,0.000285714,0.28,12.70973483,0.336785719,0,0.000428571,0.274,17.39862616
42974878,42974870,42974981,42974913,42975105,42975232,42974969,42974932,42974905,42974889,,90.42,73.5,91.55000305,113.1500015,123.7799995,145.5650032,161.5600031,107.93,49800,1,95.9,83.8401311,81.32140944,82.58999565,80.07127399,168.5058447,81.2845079,78.76578624,80.03437245,77.51565079,6.68191897,-10.50746217,-0.153428569,0,0.000857143,0.242571429,5.052088927,-0.008999996,0,0.001142857,0.213,7.147390164,1.433253974,0,0.000571429,0.239,50.7091596,-0.100952379,0,0.001428571,0.193714286,5.748502832,0.172214277,0,0.000571429,0.245285714,17.78583294,0.207464293,0,0.000571429,0.237428571,15.26259364
42975477,42974871,42974956,42975021,42974921,42974947,42974991,42974915,42974935,42974905,,89.9,73.13750076,88.875,107.4624977,118.5575024,138.5775032,164.263,93.57,49800,1,35.6,85.45807685,83.60377401,84.64012747,82.78582463,168.561746,83.16696585,81.31266302,82.34901647,80.49471364,7.243027671,-7.590088993,-0.07,0,0.001428571,0.234857143,6.110175354,-0.149285719,0,0.000857143,0.198571429,6.471078605,1.492142856,0,0.000571429,0.224857143,68.24516072,-0.055714283,0,0.002,0.189142857,6.498373658,0.275785711,0,0.000714286,0.228857143,20.18425224,0.054678572,0,0.000285714,0.219571429,15.10307971
42974867,42974872,42975119,42975039,42974903,42974998,42974976,42975027,42974896,42975070,,89.63,72.86250114,90.37499619,108.3624973,119.2575005,136.4949974,164.255,99.98,49400,1,127.25,85.16424823,83.24346454,84.32609679,82.4053131,168.2570494,82.7545029,80.83371921,81.91635146,79.99556777,7.404549876,16.11475796,0.035047617,0,0.001428571,0.254857143,6.257554945,-0.07100001,0,0.000857143,0.212285714,6.295731426,1.398531795,0,0.000428571,0.239714286,61.7922924,0.029880954,0,0.001142857,0.205714286,6.135839129,0.109357146,0,0.000428571,0.240428571,16.20240556,0.045214285,0,0.000285714,0.232714286,14.35949304
42974876,42974870,42975040,42975035,42974921,42974926,42974991,42974918,42975016,42974925,,87.44,68.42499733,87.42500305,107.3375015,117.8075024,135.0825027,157.045,75.35,49000,1,111.3,83.12075849,81.61774904,82.4004712,80.89746175,167.136186,81.4928793,79.98986985,80.77259201,79.26958256,4.154453787,-8.652938157,-0.124761909,0,0.001428571,0.210857143,5.909072083,-0.097142855,0,0.001,0.18,7.126782353,1.267579317,0,0.000428571,0.203428571,60.97135593,-0.111428566,0,0.002,0.167428571,6.391930083,0.21914285,0,0.000571429,0.210142857,18.61913239,0.392250001,0,0.000857143,0.204571429,22.55881874
