P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score,MLB $4K Hot Corner [5 Entry Max] ROI,MLB $4K Hot Corner [5 Entry Max] Sim Dupes,MLB $4K Hot Corner [5 Entry Max] Win Rate,MLB $4K Hot Corner [5 Entry Max] Cash Rate,MLB $4K Hot Corner [5 Entry Max] ROI StDev,MLB $12K Chin Music [Single Entry] ROI,MLB $12K Chin Music [Single Entry] Sim Dupes,MLB $12K Chin Music [Single Entry] Win Rate,MLB $12K Chin Music [Single Entry] Cash Rate,MLB $12K Chin Music [Single Entry] ROI StDev,MLB $200K Sinker de Mayo [$50K to 1st] ROI,MLB $200K Sinker de Mayo [$50K to 1st] Sim Dupes,MLB $200K Sinker de Mayo [$50K to 1st] Win Rate,MLB $200K Sinker de Mayo [$50K to 1st] Cash Rate,MLB $200K Sinker de Mayo [$50K to 1st] ROI StDev,MLB $15K Base Hit [Single Entry] ROI,MLB $15K Base Hit [Single Entry] Sim Dupes,MLB $15K Base Hit [Single Entry] Win Rate,MLB $15K Base Hit [Single Entry] Cash Rate,MLB $15K Base Hit [Single Entry] ROI StDev,MLB $7.5K Solo Shot ROI,MLB $7.5K Solo Shot Sim Dupes,MLB $7.5K Solo Shot Win Rate,MLB $7.5K Solo Shot Cash Rate,MLB $7.5K Solo Shot ROI StDev,MLB $30K Four-Seamer [20 Entry Max] ROI,MLB $30K Four-Seamer [20 Entry Max] Sim Dupes,MLB $30K Four-Seamer [20 Entry Max] Win Rate,MLB $30K Four-Seamer [20 Entry Max] Cash Rate,MLB $30K Four-Seamer [20 Entry Max] ROI StDev
42974877,42974869,42975066,42975035,42974903,42975232,42974976,42974896,42974925,42974918,,87.13,69.62500191,87.625,106.5,117.3574978,135.1574944,152.711497,77.82,49500,1,122.4,81.30604181,79.46439589,80.31231317,78.47066725,166.7622287,79.75601859,77.91437267,78.76228995,76.92064403,4.247130304,-19.75878924,-0.214190483,0,0.000857143,0.212,4.901201203,-0.268142849,0,0.000142857,0.179285714,4.344298641,-0.039563492,0,0,0.203428571,19.65175891,-0.195238099,0,0.000571429,0.165428571,5.101477877,-0.129928567,0,0.000142857,0.205142857,10.85751372,-0.094500003,0,0.000142857,0.200857143,12.35168327
42974867,42974884,42975124,42975044,42975012,42974966,42974912,42974888,42974939,42974970,,95.45,70.67499733,90.25,110.4250011,120.1650013,137.9049942,162.608506,100.51,49500,1,73.45,86.79147818,84.15089852,85.26228532,82.62170566,172.7723158,84.98651063,82.34593097,83.45731778,80.81673812,7.275255148,6.29978925,-0.178666666,0,0.000857143,0.257142857,4.567630986,-0.290571429,0,0.000142857,0.215571429,2.988296069,0.270555572,0,0.000142857,0.254,33.35071746,-0.161785707,0,0.000571429,0.203714286,4.632199029,-0.254000001,0,0,0.253285714,5.888693635,-0.327464283,0,0,0.241857143,3.54497721
42974876,42974878,42975066,42975035,42974918,42974926,42974901,42974962,42974892,42975016,,88.6,68.92499924,87.17499924,106.9624977,117.7149979,138.402494,160.0175,75.3,49500,1,131.9,84.46523197,82.96522526,83.77134638,82.27133967,168.0008004,82.74075421,81.24074751,82.04686862,80.54686191,4.477464421,-23.58409464,-0.237809524,0,0.000285714,0.205428571,4.532680516,-0.275999993,0,0,0.184285714,3.495224652,-0.006507941,0,0,0.202714286,20.48220432,-0.269523829,0,0.000285714,0.166285714,4.38676262,-0.051785715,0,0.000285714,0.208,12.74918924,-0.100357143,0,0.000142857,0.203857143,11.2134666
42974878,42974872,42974956,42974942,42975105,42974937,42974976,42974960,42974905,42974896,,86.59,74.65000153,94.29999924,113.3000031,127.5650028,147.8100029,174.604006,111.1,50000,1,90.25,86.57030786,85.10819258,86.3957886,84.93367332,165.4585931,82.88203906,81.41992377,82.7075198,81.24540451,10.29174906,-0.395545317,-0.150095239,0,0.000285714,0.267714286,4.2295797,-0.09457143,0,0.000428571,0.24,4.862929615,-0.282103173,0,0,0.269714286,4.899887727,-0.11107143,0,0.000571429,0.224,4.623003048,-0.09414285,0,0.000142857,0.274571429,8.758785076,-0.210607141,0,0,0.265,3.750574232
42974867,42974884,42974907,42975098,42975074,42974894,42974893,42974939,42974970,42975118,,94.18,69.25,87.375,104.7249985,116.6575008,135.5675026,163.950997,81.37,50000,1,94.45,87.70156908,85.7423341,86.61238615,84.65315117,172.257146,86.18059586,84.22136089,85.09141293,83.13217796,5.073431102,10.62850505,-0.222857133,0,0.000571429,0.233714286,4.040923762,-0.23842857,0,0.000428571,0.194857143,4.870682642,0.190357126,0,0.000142857,0.226285714,27.7065992,-0.240833342,0,0.000285714,0.179714286,4.125307264,-0.241642848,0,0.000142857,0.227142857,8.462419117,-0.189357135,0,0.000142857,0.218571429,10.23047572
42974867,42974878,42974990,42974942,42974903,42975152,42975053,42974931,42974896,42975059,,91.5,73.37500191,91.05000305,111.0125008,120.8874985,138.2925003,159.651494,96.1,49800,1,121.5,84.5513682,82.28030027,83.31946391,81.04839598,169.8132461,82.6657816,80.39471367,81.4338773,79.16280938,6.712254201,-13.74755353,-0.151333332,0,0.000857143,0.250285714,4.872532649,-0.285571426,0,0.000285714,0.205428571,3.543949289,0.163253963,0,0.000142857,0.232714286,29.11278569,-0.171428576,0,0.000857143,0.197142857,4.846480185,-0.221285721,0,0.000142857,0.234714286,8.393616371,-0.276714288,0,0.000142857,0.229714286,7.818033679
42974868,42974876,42974907,42974986,42974921,42975152,42975053,42974889,42975141,42974931,,94.58,74.67499924,91.40000153,110.5625019,121.2149979,139.7149971,156.314503,101.27,49100,1,67.6,84.42351691,81.54864672,82.64656239,79.7716922,172.1156988,82.90672441,80.03185422,81.12976989,78.2548997,7.51859444,-9.586641937,-0.231809512,0,0.000571429,0.238,4.329204358,-0.170857139,0,0.000714286,0.205571429,5.824395951,0.084841266,0,0.000142857,0.237,26.69085294,-0.286547631,0,0.000285714,0.188285714,3.874873729,-0.196714286,0,0.000142857,0.24,9.069194625,-0.142321434,0,0.000142857,0.233285714,9.540136524
42974867,42974872,42974990,42975025,42975020,42974998,42974958,42974997,42975009,42974896,,85.03,69.75,87.77500153,103.9125004,114.8150028,135.3025032,153.802003,76.2,49900,1,108.25,81.02699117,79.54442735,80.34595963,78.86339581,165.2050282,79.30342589,77.82086207,78.62239435,77.13983053,4.518406306,-14.48768377,-0.276380956,0,0.000571429,0.225142857,4.233193951,-0.203714281,0,0.000857143,0.193714286,6.135257815,0.071706355,0,0.000142857,0.219857143,27.23972661,-0.252619058,0,0.001142857,0.182571429,4.874023415,-0.22742857,0,0.000142857,0.220285714,10.15921107,-0.055571428,0,0.000285714,0.215428571,14.17562634
42975423,42974882,42974907,42974986,42974903,42975152,42975053,42974888,42974931,42974896,,89.1,68.09999847,84.92499924,105.3375015,116.4724972,130.8625061,153.5045,77.76,49100,1,99.05,82.22054141,80.16835101,81.04664075,78.99445035,168.2493133,80.75957288,78.70738248,79.58567221,77.53348181,5.63737923,-19.80613321,-0.233714283,0,0.001428571,0.199428571,5.62857617,-0.223142862,0,0.000714286,0.172428571,5.866682764,0.079722241,0,0.000142857,0.198,26.00968735,-0.217380956,0,0.001142857,0.162857143,5.627561805,-0.221714288,0,0,0.201142857,7.012526664,-0.130714279,0,0.000142857,0.194142857,10.03154397
42974869,42974876,42975153,42975041,42975096,42974987,42974901,42974962,42974892,42974890,,93.55,76.88750076,95.375,113.7124977,123.6575008,141.8050026,160.272,115.79,50000,1,76.65,84.62548939,81.71911925,82.99235508,80.08598494,170.9557872,82.43891623,79.53254609,80.80578192,77.89941178,9.909897036,-4.053046554,-0.109428577,0,0.000285714,0.28,4.092757055,-0.130428579,0,0.000428571,0.231285714,4.873225502,-0.287142858,0,0,0.262428571,5.057666713,-0.112500004,0,0.000857143,0.219428571,4.891693285,-0.115571427,0,0.000142857,0.269571429,8.588320193,-0.193250008,0,0,0.26,5.406856038
42974869,42974867,42975066,42975035,42974918,42975016,42974965,42974960,42974962,42975036,,91.7,73.98749924,90.125,108.5374985,118.1950008,136.5500031,157.552003,96.29,49600,1,105.25,83.94027683,81.53601829,82.57413533,80.16987679,169.9724793,82.19206723,79.78780869,80.82592573,78.42166719,4.812230169,-12.38355562,-0.001142857,0,0.001142857,0.234285714,6.127984103,-0.220857143,0,0.000142857,0.199714286,4.266900471,-0.315476194,0,0,0.229,5.187016054,-0.070952378,0,0.001142857,0.183428571,5.752808621,-0.101285703,0,0.000142857,0.231714286,9.182229419,-0.238857146,0,0,0.223571429,4.918029162
42974868,42974882,42975066,42975035,42974903,42975232,42974976,42974896,42974918,42974925,,85.06,68.62500191,86.52500153,105.1999969,115.8075024,130.9699974,152.960497,75.48,49000,1,136.4,80.68310937,79.1124669,79.93338996,78.36274749,165.1898176,78.97005956,77.39941709,78.22034016,76.64969769,4.215074793,-34.04450417,-0.339714289,0,0.000285714,0.204,3.546559779,-0.251999997,0,0.000571429,0.185571429,5.387402959,0.27896823,0,0.000142857,0.207714286,30.89306542,-0.358333349,0,0.000285714,0.169428571,3.423870165,-0.209785721,0,0.000285714,0.207,10.66768196,-0.067785718,0,0.000428571,0.208142857,15.72117924
42974876,42974870,42975123,42974913,42974984,42974923,42975141,42974905,42975023,42974892,,96.73,77.54999924,95.17499924,115.3125019,126.0575024,145.5525032,167.953997,149.21,49100,1,110.3,86.49660771,82.74259059,84.49505662,80.7410395,172.4958536,83.24076068,79.48674356,81.2392096,77.48519248,13.68271418,-4.973864928,-0.129714295,0,0.000857143,0.268,4.670868814,-0.198714286,0,0.000285714,0.234,4.346650358,-0.170119058,0,0,0.268571429,11.26027195,-0.201547623,0,0.000571429,0.213428571,4.182460968,-0.148500001,0,0.000142857,0.275857143,9.732471605,-0.100285718,0,0.000285714,0.262142857,12.39942425
42974869,42974885,42974981,42974913,42975012,42974894,42975010,42974950,42974939,42974970,,91.27,70.65000153,87.65000153,106.5125008,119.1725018,141.3025032,155.003,94.11,49200,1,40.3,82.7538419,80.16386149,81.2457548,78.65577439,169.5470757,81.01624906,78.42626865,79.50816196,76.91818155,6.239634546,-20.58491856,-0.335523814,0,0.000571429,0.231714286,3.659485821,-0.334428564,0,0.000285714,0.190857143,4.146054759,0.383928597,0,0.000142857,0.220285714,35.32571265,-0.34857142,0,0.000571429,0.185428571,3.713732819,-0.192500003,0,0.000285714,0.218428571,13.5147789,-0.122107144,0,0.000285714,0.210142857,14.62239265
42975423,42974871,42974904,42974908,42974944,42974923,42975101,42974997,42974892,42975069,,87.52,68.08750153,85.375,104.5,113.3499985,132.5650032,160.0135001,73.44,49800,1,92.3,84.04442903,82.6526701,83.45759194,82.06583301,167.1546427,82.21650062,80.82474169,81.62966353,80.2379046,4.145410026,-26.11851692,-0.215142861,0,0.001142857,0.202285714,5.452219519,-0.178571418,0,0.000857143,0.172428571,6.523170963,0.03285715,0,0.000142857,0.190428571,28.24800163,-0.200833336,0,0.000857143,0.166285714,5.237870843,-0.227357149,0,0,0.196714286,7.650585409,-0.162607141,0,0.000142857,0.188285714,11.43853475
42974867,42974871,42975270,42974995,42975012,42974894,42975022,42974979,42974970,42974950,,93.8,70.75,87.90000153,106.0999985,116.1575008,132.5575027,158.265,95.9,49400,1,77.95,85.0459605,82.49726019,83.52411111,80.97541081,171.6449821,83.4872571,80.9385568,81.96540772,79.41670741,5.682118552,-14.91797715,-0.291714281,0,0.000857143,0.224857143,4.588904622,-0.309428573,0,0.000428571,0.181714286,4.778062533,0.350873027,0,0.000142857,0.213714286,31.74348666,-0.35845241,0,0.000571429,0.175142857,3.904765859,-0.282071434,0,0,0.215714286,6.270103178,-0.061928572,0,0.000428571,0.206428571,15.82095431
42974882,42974867,42974904,42975044,42975012,42974979,42974891,42974950,42975045,42974993,,88.36,67.03750229,84.77500153,103.2625008,112.8750031,128.9249939,153.230497,67.2,49800,1,77.7,82.63882553,81.04399353,81.72239657,80.12756457,168.0676685,81.52004537,79.92521337,80.60361641,79.00878441,4.258751113,-1.432622876,-0.134761915,0,0.002,0.206,6.531897159,-0.322714284,0,0.000428571,0.167428571,4.531833923,-0.029126979,0,0,0.193857143,20.39019657,-0.237499997,0,0.000857143,0.166857143,5.007553075,-0.126071423,0,0.000285714,0.194571429,14.05124844,-0.102642853,0,0.000285714,0.187285714,13.88570437
42974868,42974876,42975123,42975021,42974984,42974966,42974901,42974935,42975002,42974896,,94.11,76.37500191,94.59999847,113.8624992,123.2074974,141.7724998,167.1624939,127.73,49700,1,93.6,86.45266768,83.53582405,84.97656351,82.05971987,171.0607721,83.60655347,80.68970983,82.13044929,79.21360566,11.17683239,-11.42827943,-0.249904767,0,0.000285714,0.259714286,3.690686475,-0.188142851,0,0.000142857,0.232,3.94183755,0.200238086,0,0.000142857,0.269428571,27.59216474,-0.246428564,0,0.000571429,0.196857143,4.448446664,-0.221142866,0,0,0.272571429,5.466329814,-0.248214282,0,0,0.264571429,3.896474868
42974869,42974878,42974956,42975035,42975105,42974926,42974965,42974932,42974918,42974925,,86.83,70.78749847,87.32500076,106.0249977,119.9174992,138.3250031,158.6000061,78.59,49300,1,121.25,83.1420942,81.65818009,82.50413477,81.02022066,166.5304438,81.24218961,79.7582755,80.60423018,79.12031607,4.778063311,-15.22781253,-0.281428576,0,0.000571429,0.206285714,4.406928656,-0.258000009,0,0.000428571,0.184,4.929104325,0.151031762,0,0.000142857,0.207285714,28.53526539,-0.341547608,0,0.000285714,0.168571429,3.601107907,-0.005642857,0,0.000428571,0.211857143,16.14793468,-0.219071433,0,0.000142857,0.205714286,8.557997631
42974867,42974884,42975124,42975098,42975012,42974966,42974912,42974888,42974939,42974970,,95.95,71.27500153,89.07500076,109.7749977,120.3799992,136.5074997,158.5289999,101.7,49000,1,58.45,85.57903171,82.63431361,83.7608656,80.8161475,173.1348355,84.01754184,81.07282374,82.19937573,79.25465763,7.415646078,18.91167015,-0.125714287,0,0.001142857,0.252,5.179747409,-0.236428566,0,0.000285714,0.212428571,4.242554,-0.052222222,0,0,0.248857143,12.23750484,-0.131071433,0,0.000571429,0.205142857,4.954072083,-0.26335714,0,0,0.248,4.932333728,-0.146000002,0,0.000142857,0.237857143,8.926275683
42974882,42974872,42974904,42974942,42974944,42974987,42974958,42974910,42974936,42975036,,84.77,66.56249809,84.42499924,106.1249981,118.1575008,137.3000031,156.711497,54.9,49500,1,63.45,82.94822361,82.18236822,82.7184423,81.95258691,165.5316625,81.56978267,80.80392728,81.34000136,80.57414597,5.23290716,1.209373213,-0.022,0,0.001142857,0.216571429,6.330775809,-0.188285708,0,0.000285714,0.187857143,4.53496853,-0.214920651,0,0,0.210857143,11.05650903,-0.123690479,0,0.000857143,0.173714286,5.440833294,-0.175857143,0,0.000142857,0.215142857,8.576634709,-0.230071425,0,0,0.209285714,5.140927571
42974868,42974882,42974904,42974942,42974944,42974953,42975101,42975069,42974890,42975003,,84.89,64.66249847,82.70000076,101.5625019,110.4724972,129.5800026,152.3125,55.26,49600,1,42.4,81.48410776,80.43543704,80.98587625,79.93720554,165.5972163,80.33102162,79.28235091,79.83279012,78.78411941,3.687950553,-25.44730306,-0.255142838,0,0.001428571,0.174857143,5.763845764,-0.317428559,0,0.000285714,0.160857143,4.561191705,0.134682536,0,0.000142857,0.180571429,27.64125344,-0.191071436,0,0.001428571,0.142857143,6.285040633,-0.163214281,0,0.000285714,0.183142857,11.55925773,-0.162999995,0,0.000285714,0.180857143,11.27007882
42974867,42974870,42974981,42974913,42975112,42974957,42975105,42975027,42974905,42975057,,95.51,76.17499733,95.44999695,114.4250011,126.2575005,147.0700027,172.3110001,140.08,49000,1,58.9,87.97773208,84.84376201,86.46610741,83.33213734,171.7975406,84.62232052,81.48835044,83.11069585,79.97672578,10.5530461,-5.847339332,-0.195619047,0,0.000571429,0.287714286,3.752572009,-0.148142859,0,0.000428571,0.241142857,4.936154143,-0.234920636,0,0,0.279714286,5.609758859,-0.190714285,0,0.000571429,0.226285714,4.148055708,-0.128571432,0,0.000142857,0.284857143,9.682169677,-0.057464285,0,0.000285714,0.270142857,13.73858315
42974877,42974870,42975124,42975039,42975012,42974894,42975010,42974888,42974970,42974950,,90.82,64.93749809,82.92499924,101.5,112.9499969,133.6075058,156.2605,73.96,49300,1,55.05,84.11875958,82.20529712,83.00566123,81.09219877,169.756569,82.83076562,80.91730316,81.71766726,79.8042048,5.200918085,-17.0565635,-0.341714293,0,0.000857143,0.196571429,4.39792082,-0.32628572,0,0.000571429,0.165714286,5.279042555,0.489246041,0,0.000285714,0.190285714,37.13876107,-0.331309527,0,0.000857143,0.153428571,4.79795404,-0.28185714,0,0.000142857,0.194285714,9.190727307,-0.164178573,0,0.000428571,0.185857143,12.64933268
42974874,42974871,42975153,42975041,42974921,42974899,42974901,42974935,42974962,42974985,,86.44,67.38749504,84.72499847,102.9124985,114.4150013,134.5550026,153.8455031,85.78,49700,1,73.75,81.10784703,79.24548011,80.16887211,78.30650519,166.0691461,79.27664597,77.41427905,78.33767105,76.47530413,6.255119949,-31.81991577,-0.329904765,0,0.001142857,0.195428571,5.071957231,-0.30457142,0,0.000285714,0.177571429,4.528226306,0.447777793,0,0.000285714,0.196857143,48.85656896,-0.332619041,0,0.001142857,0.153714286,4.984364391,-0.182571433,0,0.000285714,0.203428571,13.65834558,-0.254285721,0,0.000142857,0.196285714,9.307246652
42974868,42974871,42974990,42974986,42974903,42975120,42974976,42975024,42975008,42974896,,91.44,76.96249962,93.80000305,114.3000031,125.0650028,146.2599998,161.151994,118.7,49700,1,96.65,83.89940417,81.15473549,82.47497012,79.73030144,169.2039621,81.36313431,78.61846563,79.93870027,77.19403158,9.600907243,-4.113276303,-0.223904774,0,0.000285714,0.268,3.57616359,-0.161714282,0,0.000142857,0.239142857,3.430468559,0.074404761,0,0.000142857,0.270428571,24.31493246,-0.232500002,0,0,0.219428571,3.213096541,-0.232285716,0,0,0.271714286,4.099201465,-0.180428579,0,0,0.270142857,3.942333158
42974869,42974871,42975031,42974942,42974903,42974998,42974969,42974932,42975059,42975036,,89.95,74.02500153,91.69999695,109.4125004,120.7074974,140.1025055,162.3520061,98.78,49100,1,84.7,84.71542411,82.68558056,83.75461968,81.72477613,168.5356597,82.46911119,80.43926763,81.50830675,79.4784632,6.328906686,-18.86374205,-0.27114287,0,0.000571429,0.239714286,4.063336532,-0.221428566,0,0.000142857,0.206142857,4.502923623,-0.076309524,0,0,0.233714286,15.35327392,-0.239523813,0,0.000571429,0.192285714,4.566967466,-0.104214288,0,0.000285714,0.237142857,13.65409464,-0.043964284,0,0.000285714,0.227571429,14.6523426
42974877,42974870,42975065,42975044,42975012,42974894,42974976,42974979,42974950,42974896,,88.31,66.83749962,84.05000305,102.7124977,114.2575005,136.6175056,163.008,79.38,49200,1,69.05,85.10119356,83.67517526,84.54090232,83.11488402,167.6537354,83.06430365,81.63828535,82.50401241,81.07799411,5.577709226,-24.4446829,-0.33571431,0,0.000571429,0.198857143,4.138264422,-0.293571427,0,0.000571429,0.167857143,5.243157309,0.292579368,0,0.000142857,0.192857143,30.01680959,-0.33880952,0,0.000285714,0.162,3.724227545,-0.159714282,0,0.000285714,0.193571429,11.05474585,-0.121964281,0,0.000142857,0.190714286,11.6533681
42974868,42974870,42975124,42975044,42974918,42974926,42974965,42974950,42974979,42975016,,85.79,67.98750305,85.82500076,102.9749985,112.9799976,132.3200027,155.128506,71.22,49200,1,100.6,82.02781613,80.67561096,81.41117546,80.05897029,165.9340959,80.43776329,79.08555811,79.82112262,78.46891745,4.151170829,-15.98082781,-0.26447621,0,0.000857143,0.204857143,4.815265569,-0.273285717,0,0.000428571,0.181428571,5.037172606,0.156865073,0,0.000142857,0.204571429,33.70787923,-0.223214284,0,0.001142857,0.165714286,5.189477944,-0.275785714,0,0.000142857,0.206428571,9.192534709,-0.077500004,0,0.000142857,0.206571429,11.89332019
42974872,42974871,42974990,42974995,42975096,42974899,42974991,42974915,42975070,42974896,,85.88,70.63750076,86.60000229,106.5999985,116.1875015,137.8999939,160.7144969,82.35,49500,1,85.7,83.3308174,81.9882356,82.86840883,81.52582703,165.7155915,81.15270631,79.81012451,80.69029774,79.34771594,6.206847293,-27.31471062,-0.318952382,0,0.000571429,0.222,3.968416922,-0.271857142,0,0.000571429,0.187285714,5.232749953,0.237817463,0,0.000142857,0.213285714,34.98763949,-0.300119042,0,0.001142857,0.176285714,4.75711643,-0.175428567,0,0.000285714,0.217285714,11.48313164,-0.129107138,0,0.000285714,0.210571429,12.81832546
42974869,42974871,42975082,42974913,42975126,42974966,42974912,42975008,42974905,42974960,,97.28,78.35000038,97.67499924,119.8000031,132.1000061,152.4574974,181.552003,151.75,49800,1,71.7,91.10287466,87.99196667,89.77036311,86.65945512,172.876128,87.10019688,83.98928889,85.76768533,82.65677735,13.73277074,4.311921075,-0.142190471,0,0,0.316285714,2.793826123,-0.103285711,0,0,0.280285714,2.660283426,-0.208531745,0,0,0.321714286,3.528299844,-0.030833334,0,0.000285714,0.259142857,4.518014175,-0.251142852,0,0,0.321571429,2.48657931,-0.221714288,0,0,0.309857143,3.562068607
42974867,42975477,42975089,42975076,42974941,42975075,42974901,42974888,42974962,42974985,,93.18,73.43749809,91.29999924,110.2625008,122.3499996,142.7574997,171.650994,112.32,49400,1,83.15,88.34883472,86.15962869,87.4058329,85.21662686,170.7191414,85.55322391,83.36401787,84.61022209,82.42101605,9.086148107,-3.992817551,-0.079238094,0,0.000857143,0.251714286,5.220144806,-0.177714281,0,0.000285714,0.210142857,4.417076956,-0.313888893,0,0,0.231857143,5.531830588,-0.050000001,0,0.001142857,0.202571429,5.810719773,-0.23592858,0,0,0.239428571,5.575291874,-0.102,0,0.000285714,0.231571429,13.15069192
42974877,42974876,42974981,42975039,42974903,42974987,42974976,42974910,42975003,42974896,,91.91,73.56249809,91.45000076,110.8624992,120.6075054,139.7549973,164.054003,105.89,49000,1,74.05,85.5292368,83.14131576,84.34001888,81.95209784,169.8163042,83.12234536,80.73442431,81.93312744,79.54520639,8.528902706,-3.239801526,-0.132476196,0,0.000571429,0.257714286,4.52268419,-0.160857134,0,0.000571429,0.219285714,5.301360469,-0.204523808,0,0,0.243285714,10.92973285,-0.123571426,0,0.001428571,0.205428571,5.474419947,-0.135000001,0,0.000142857,0.250714286,8.964687556,-0.203500006,0,0,0.241142857,6.530987336
42974882,42974870,42974968,42975035,42974918,42974987,42974965,42974890,42974936,42975036,,88.06,66.58749962,82.65000153,101.6000023,111.9450008,128.9699974,151.958997,62.54,49300,1,79.1,82.24012264,80.67440053,81.317963,79.75224088,167.9016396,81.2315949,79.66587279,80.30943525,78.74371314,4.075768488,-22.38789946,-0.259047627,0,0.000857143,0.196,5.182817066,-0.268428564,0,0.000571429,0.17,5.433919144,0.010515884,0,0.000142857,0.190142857,26.84757085,-0.294761896,0,0.000857143,0.153428571,4.872059588,-0.162071429,0,0.000285714,0.195142857,13.37814705,0.011857145,0,0.000428571,0.191428571,16.36754689
42974868,42974878,42975124,42975044,42974921,42974894,42974893,42974979,42974939,42975118,,89.86,69.62500191,87.77500153,107.362505,119.2575005,140.0175003,166.351506,77.03,49800,1,116.2,87.0488732,85.77168157,86.5789618,85.30177016,168.9884645,85.09694392,83.81975228,84.62703251,83.34984088,5.899661874,-11.95326298,-0.29285714,0,0,0.227428571,3.218110423,-0.252285711,0,0.000428571,0.197714286,4.712349603,0.090515867,0,0.000142857,0.225285714,27.88154493,-0.196904764,0,0.000285714,0.18,4.810297975,-0.28899999,0,0,0.226714286,6.234057325,-0.022857144,0,0.000285714,0.223142857,13.19341217
42974869,42974874,42975065,42975098,42975012,42974894,42974891,42975054,42974939,42974979,,87.31,64.80000305,82.17499924,101.6124992,112.2575005,133.2650002,157.7044969,71.97,49400,1,56.05,83.37815398,81.96949414,82.72958807,81.32092823,167.0793015,81.74643813,80.33777829,81.09787221,79.68921238,4.850693139,-19.75878924,-0.298761904,0,0.000857143,0.199142857,4.583051426,-0.36528571,0,0.000285714,0.169,4.171015976,0.30103175,0,0.000142857,0.193428571,37.07454579,-0.345119029,0,0.000571429,0.162857143,3.999522539,-0.152428575,0,0.000428571,0.192142857,15.59953883,-0.103392859,0,0.000428571,0.191857143,15.69324876
42974868,42974871,42975089,42975041,42974984,42974923,42974893,42975023,42975141,42974910,,92.39,73.25000191,91.72499847,110.0750027,119.5999985,139.2174973,157.2449969,120.44,49100,1,68.65,82.89634286,79.80063758,81.14213962,78.04643434,169.9078425,80.62603999,77.53033471,78.87183675,75.77613147,10.08546609,-13.80778551,-0.181428567,0,0.000571429,0.252857143,4.447478814,-0.193142861,0,0.000571429,0.226571429,5.107402824,0.107182533,0,0.000142857,0.256,26.97353089,-0.233333334,0,0.000571429,0.205714286,4.044926275,-0.277785718,0,0,0.261285714,4.708869933,-0.186035711,0,0.000142857,0.255714286,8.98514643
42974867,42975477,42975082,42974986,42974921,42974947,42974991,42975024,42974915,42974935,,87.11,71.44999695,87.125,105.8999996,117.0149998,137.6200058,155.9099939,79.06,49000,1,75.15,82.4911576,80.89561184,81.7095488,80.11400303,166.8144753,80.83095555,79.23540979,80.04934674,78.45380098,5.751788791,-16.10128731,-0.214571431,0,0.000571429,0.224,4.650109102,-0.276285723,0,0.000285714,0.186428571,4.487390237,0.117539689,0,0.000142857,0.210285714,27.75297977,-0.246904776,0,0.000571429,0.178571429,4.638842471,-0.201499991,0,0.000142857,0.215428571,9.548434251,-0.143249994,0,0.000285714,0.208428571,11.95211146
42974884,42974870,42975082,42975021,42974918,42974966,42974912,42975008,42974890,42974936,,91.27,69.98749924,87.52500153,107.4624977,118.4649979,138.7199974,166.163494,92.59,49400,1,60.85,86.72138779,84.88572608,85.8978236,84.06216189,169.6866673,84.50865942,82.67299772,83.68509524,81.84943353,7.896967656,-16.31643474,-0.228380963,0,0.000571429,0.219428571,4.714270896,-0.268714286,0,0.000142857,0.195714286,3.797231947,-0.152619056,0,0,0.228428571,12.48264096,-0.260595232,0,0.000857143,0.172,4.660727177,-0.065714285,0,0.000285714,0.228714286,12.27219176,0.010964286,0,0.000285714,0.222285714,14.84956532
42974869,42974878,42974990,42974942,42975012,42974998,42974976,42974950,42974939,42974896,,86.82,70.88750076,90.19999695,110.8250027,120.4574974,138.9175056,154.2324969,78.69,49800,1,86.25,81.7483561,80.05164969,80.88420898,79.18750257,166.5493776,80.11482533,78.41811892,79.25067821,77.5539718,5.767425259,-7.912808657,-0.237999991,0,0.000571429,0.237142857,4.337700049,-0.248142861,0,0.000428571,0.194,4.920436081,0.186587304,0,0.000142857,0.224714286,33.15841276,-0.196904764,0,0.000857143,0.184,5.231181157,-0.320071429,0,0,0.225714286,5.624348285,-0.148642855,0,0.000142857,0.221428571,10.82694937
42974872,42974878,42975040,42974995,42975096,42974899,42974891,42974935,42974915,42975054,,78.66,67.13749695,84.22499847,102.0750008,114.2725002,133.3750061,155.0095,54.44,49100,1,94.25,80.01877481,79.77592488,80.30366197,80.06081205,160.7477079,78.15067636,77.90782644,78.43556353,78.19271361,4.975336325,-8.067726344,-0.175619051,0,0.000857143,0.214571429,4.936011099,-0.222714283,0,0.000428571,0.183571429,4.929788711,-0.246150807,0,0,0.201571429,8.692190846,-0.186309516,0,0.000571429,0.177714286,4.719940504,-0.049785713,0,0.000285714,0.205285714,14.24212202,-0.084928572,0,0.000285714,0.200428571,13.40110891
