F,F,F,F,F,F,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,MMA Default,MMA Sim Diversity 10,geomean1,Saber Score
42728124,42704870,42704862,42704858,42728127,42704865,,416.54,343.04,415.05,489.6325,528.505,587.1945,665.4068,165.665,49900,1,0,99.5938037,168.803498,26.92787929,30.51673472
42728122,42704868,42704858,42704863,42728127,42704865,,413.61,356.865,420.605,492.055,527.9015,585.0055,650.6321,150.75,49600,0,0,99.59336113,68.90753321,24.43185633,1.325632259
42728124,42704870,42704858,42704857,42704873,42728127,,421.67,352.275,427.255,495.265,539.023,602.8595,669.9984,174.1,49800,1,0,99.59257461,169.3681948,28.55791531,25.58991611
42704868,42704866,42728126,42704859,42704871,42704865,,408.45,350.94,417.92,486.1375,522.4705,582.181,661.028,155.795,49500,0,0,99.59015186,67.81055325,25.33450596,17.91773885
42728122,42704868,42704870,42704873,42728127,42704865,,416.98,367.0875,430.265,492.075,525.5905,581.295,650.7625,153.81,50000,0,0,99.58890327,69.37866784,25.17838857,0.284354505
42704868,42704866,42704856,42704859,42728127,42704865,,410.25,353.9525,422.155,487.81,527.999,591.9065,659.9222,156.495,49200,0,0,99.58820579,68.10363992,25.46622095,1.050255448
42728122,42704875,42704856,42704859,42704873,42704863,,400.97,352.155,420.815,484.07,525.2325,593.76,675.767,159.015,49100,0,0,99.58779307,66.23275189,25.81050853,-4.543570429
42728122,42704860,42704870,42704859,42728127,42704869,,403.33,346.5725,413.69,478.8125,517.8225,578.7635,661.6836,148.62,49300,0,0,99.58712052,67.06150254,23.04327401,-7.602974772
42728122,42704870,42704872,42704858,42704857,42704869,,416.56,366.1525,433.955,495.7775,532.378,597.0335,655.2737,155.33,50000,0,0,99.58621677,69.15980718,23.9960455,20.91691047
42704866,42704862,42728126,42704858,42704857,42704865,,417.88,353.025,421.87,486.2375,525.526,583.003,661.402,163.87,49900,0,0,99.57898751,69.12900784,26.70375999,17.99953729
42728124,42704866,42704864,42704859,42704861,42704869,,410.19,360.4275,420.425,484.3025,520.223,575.9755,643.5177,140.425,49600,0,0,99.57634636,68.66752966,21.98330285,-5.726879835
42728122,42704870,42704858,42704875,42704857,42704869,,420.64,365.435,429.125,501.3775,535.14,590.8775,664.6411,166.875,49800,1,0,99.57481859,169.4046431,25.81081245,22.19490558
42728122,42728124,42704858,42704857,42728127,42704867,,414.11,358.115,423.005,488.27,522.687,585.144,647.1203,146.325,50000,0,0,99.57374566,69.09517621,22.62846064,-1.376593672
42728122,42704862,42704856,42704859,42704873,42728127,,408.77,355.1075,422.56,498.81,536.2045,596.986,665.9011,158.525,49400,0,0,99.57302149,67.67894952,25.92927958,4.230118543
42704868,42704870,42704862,42704856,42704859,42704865,,423.17,362.7775,437.48,506.5425,548.4375,606.6885,663.2712,171.075,49800,0,0,99.5716761,69.80997971,27.79537933,56.11056089
42728124,42704870,42704872,42704859,42728127,42704861,,403.55,348.32,414.945,486.0025,524.789,591.3265,671.939,159.145,49400,0,0,99.57085778,66.72693146,25.80705446,-1.101216301
42728124,42704866,42704856,42704859,42704863,42728127,,406.51,352.1725,416.05,485.2825,524.7785,588.291,658.3889,150.79,49700,0,0,99.56985225,67.62179647,24.60298913,-0.180397904
42728122,42704864,42704858,42704857,42704863,42704861,,415.93,363.3225,429.295,497.5425,527.8995,595.1155,652.1489,153.02,49900,0,0,99.56814395,69.17435661,24.81882074,6.166442856
42704864,42704870,42704872,42704875,42704859,42728127,,411.8,346.1675,421.155,493.8825,535.6005,598.4425,676.4625,170.015,49900,0,0,99.56495996,67.73426576,27.63541108,24.69487339
42728122,42704868,42704857,42704874,42704859,42704867,,409.05,357.9125,427.805,497.1425,532.8535,598.594,660.4473,154.255,49600,0,0,99.56331713,67.90697184,23.78785982,14.26023543
42704868,42704866,42704858,42704856,42704861,42704865,,411.1,351.705,419.7,486.3375,528.206,586.2385,655.6436,153.935,49600,0,0,99.56186211,68.36554119,24.99714876,10.43492779
42728124,42704866,42704870,42704859,42728127,42704869,,412.44,352.5225,423.02,485.1,520.3035,582.8915,656.2484,153.66,49500,0,0,99.55897387,68.53307796,23.88195199,-3.265573829
42728122,42728126,42704858,42704875,42704857,42704865,,420.51,360.5925,426.895,492.8725,531.5995,593.8045,660.3113,163.885,50000,1,0,99.55687969,169.5323739,26.55576569,42.94792414
42728122,42704870,42704872,42704874,42704859,42704863,,404.89,356.915,426.33,494.5275,534.5045,598.487,669.7013,157.96,50000,0,0,99.55612251,66.99038473,25.5591487,38.13288212
42728124,42704866,42704862,42704859,42704873,42704869,,416.91,362.6875,425.305,493.84,530.745,585.5145,649.1322,151.965,49500,0,0,99.55003533,69.41307696,23.77761398,0.129436387
42728124,42704862,42728126,42704857,42704859,42704871,,410.65,345.7225,419.175,486.935,526.912,595.2205,670.5722,165.025,49900,0,0,99.54872979,67.77295614,26.97951748,43.03392768
42728124,42704866,42704859,42704873,42704863,42728127,,408.79,350.25,417.56,488.17,524.157,588.34,660.444,154.83,49200,0,0,99.54596941,67.86448844,25.31116141,-12.42221519
42728122,42704862,42704858,42704857,42704873,42704865,,422.55,366.2025,433.44,497.505,537.519,603.471,657.4942,164.135,49400,0,0,99.54495316,69.91624149,26.74781395,34.22157466
42704866,42704870,42704857,42704859,42704873,42704861,,414.78,358.0425,426.765,503.305,541.736,604.3675,676.3612,173.82,48700,0,0,99.54368304,68.1527092,28.42391492,7.934964448
42728124,42704866,42704857,42704874,42704859,42704865,,413.53,357.7925,423.43,495.725,532.783,590.145,662.9163,161.195,49400,0,0,99.5426645,68.44772548,26.29193905,23.6191377
42728122,42728124,42704858,42704857,42704863,42704869,,412.64,363.9475,424.11,488.5125,520.807,579.689,645.8232,144.215,49800,1,0,99.54017892,168.921402,22.42480543,-15.97214341
42728124,42704866,42704856,42704859,42728127,42704861,,406.33,350.92,417.005,486.675,523.8685,582.0435,659.1789,151.565,49500,0,0,99.53864172,67.55814937,24.76069661,3.322186321
42704868,42704870,42704872,42704858,42704861,42704865,,408.32,347.925,414.74,489.1225,526.2805,588.829,667.8726,161.515,49500,0,0,99.53810078,67.53432328,26.0534988,-0.085710798
42704868,42704862,42704858,42704857,42704873,42704871,,414.04,349.4875,416.13,491.5775,530.971,598.3155,676.3408,174.55,49500,1,0,99.53688864,168.0463749,28.72289689,30.89967966
42704868,42704864,42704875,42704859,42704863,42704861,,409.4,348.8525,419.285,488.705,526.0945,593.1115,668.7508,162.81,49400,0,0,99.53501483,67.65537202,26.3750554,7.517555356
42704866,42704870,42704862,42704857,42704859,42704869,,414.84,361.7575,425.46,494.1675,528.6205,595.4905,669.0994,167.2,49100,0,0,99.53482498,68.4133814,25.99458748,4.324806482
42728124,42704860,42704870,42704857,42704859,42704867,,414.58,347.455,420.715,490.0025,527.264,586.955,659.54,157.915,49800,0,0,99.53233891,68.71158621,24.24750942,28.47283483
42704868,42704866,42704858,42704873,42704863,42704861,,413.48,357.4425,421.815,489.4875,525.8515,591.915,657.9425,158.4,49500,1,0,99.53218188,168.6118956,25.80969375,4.337693006
42728122,42704868,42704858,42704874,42728127,42704865,,410.02,350.9375,415.47,490.7125,526.902,592.507,658.9808,155.205,49900,0,0,99.52796719,68.0840659,25.2711903,-0.99364277
42704866,42728126,42704875,42704857,42704859,42704873,,419.53,355.9925,424.47,501.445,542.397,609.9225,671.9447,174.095,49500,0,0,99.52672384,68.97483495,28.5798037,26.40316188
42728122,42704870,42728126,42704856,42704859,42704865,,413.92,362.4225,431.82,496.9225,534.5585,590.3955,657.5555,156.045,50000,0,0,99.52225078,68.68448696,25.20622065,22.69831896
42728122,42704860,42704875,42704856,42704859,42704865,,415.8,359.9325,429.6,494.255,528.1245,595.6015,655.01,155.085,49800,0,0,99.52144245,69.03986207,25.09931582,39.56579864
42728124,42704866,42704858,42704875,42704861,42704865,,419.8,355.005,423.19,492.2525,525.6705,591.2805,653.3447,158.625,49800,0,0,99.52050193,69.66446731,25.7368571,25.40054321
42704868,42704860,42704862,42704858,42704857,42728123,,414.21,348.1625,415.375,484.01,519.442,586.5315,655.4521,154.84,49800,1,0,99.51919945,168.7984334,22.3568652,7.995194197
42728122,42704868,42704875,42704857,42704863,42704865,,415.98,363.185,429.44,493.3975,525.012,584.562,653.0396,154.955,49900,0,0,99.51857205,69.13361983,25.22557931,13.27918768
42728122,42704862,42704875,42704856,42704859,42704871,,411.33,359.41,426.115,496.565,534.2145,599.0955,669.8362,164.3,49900,0,0,99.51820227,67.88492818,26.75572689,37.3067528
42728124,42704866,42704857,42704859,42704861,42704865,,416.94,364.285,430.545,495.7875,532.0065,586.9325,654.7969,157.515,48900,0,0,99.51775071,69.20754569,25.58163916,11.28263175
42704866,42704870,42704862,42704856,42704859,42704861,,417.85,361.355,434.7,504.8025,537.4615,596.5475,665.4239,167.745,49800,0,0,99.51729295,68.96289355,27.31914159,40.80933928
42728122,42704862,42704872,42704858,42704871,42704861,,402.14,348.585,414.14,485.45,521.2555,583.901,663.8511,151.255,49900,0,0,99.51595395,66.7931221,24.6106309,7.805819809
42704866,42704864,42704872,42704858,42728127,42704861,,405.39,346.7225,414.04,478.8275,515.23,585.515,657.5752,149.39,50000,1,0,99.51551838,167.4736776,24.3891319,2.461598255
42704866,42704870,42728126,42704858,42704857,42704865,,421.65,354.17,427.655,491.8125,527.0765,596.888,662.5522,168.545,50000,3,0,99.51338133,369.6005723,27.37512709,58.9548111
42728124,42704870,42704875,42704856,42704859,42704863,,413.77,351.1925,425.145,496.0075,532.278,595.386,672.2301,168.855,50000,2,0,99.51205645,268.1442859,27.36424268,56.33859038
42728124,42704868,42704858,42704856,42704861,42704865,,412.5,354.35,415.76,488.275,524.9515,585.884,652.1907,152.335,49900,0,0,99.5079845,68.6671368,24.72830719,3.860055283
42704864,42704870,42704862,42704875,42704859,42704861,,419.22,351.545,425.145,500.5625,538.155,605.637,674.4096,175.855,49800,1,0,99.50458047,168.8369576,28.677026,34.54430103
42704866,42704860,42704870,42704858,42704857,42728123,,412.74,348.9275,413.455,481.9975,517.269,574.762,658.3571,154.985,49700,0,0,99.50324123,68.48289637,22.30210818,9.884174168
42728124,42704866,42704862,42704858,42728127,42704869,,411.84,351.0175,413.495,478.8425,514.766,577.206,649.9575,148.645,50000,1,0,99.49979858,168.6494092,23.2604668,-2.727706544
42704868,42704875,42704857,42704859,42704873,42704863,,410.77,350.91,422.935,495.82,536.0565,602.3515,682.6779,176.385,48700,0,0,99.49894147,67.348043,28.85103228,-2.62013264
42728124,42704866,42704875,42704859,42704863,42704871,,411.35,349.0225,419.43,487.8625,526.1005,596.034,664.4233,160.605,49700,0,0,99.49580882,68.07046709,26.11790735,11.17505729
42704868,42728126,42704875,42704857,42704859,42704863,,414.39,351.4625,423.61,497.3225,538.0035,605.859,674.465,172.65,49600,1,0,99.49545056,168.1480257,28.10893783,9.918633103
42704868,42704864,42704858,42704856,42704873,42704861,,410.41,351.1375,418.685,487.0175,525.3215,588.982,660.5637,157.625,50000,0,0,99.49516923,68.07274639,25.72642242,18.07265282
42704868,42704870,42704857,42704859,42704873,42704865,,420.1,360.015,433.185,503.1475,541.125,608.183,673.2106,177.15,48700,0,0,99.49288857,68.99979536,28.91941149,8.735323697
42728122,42704862,42704875,42704859,42728127,42704871,,405.37,344.905,413.69,489.435,527.4215,593.893,677.1337,165.36,49300,0,0,99.49259747,66.77605673,26.96862306,8.976243436
42728122,42704864,42704858,42704857,42704871,42704861,,410.37,354.6475,421.695,490.4775,527.3395,593.314,659.5366,155.01,49800,0,0,99.48849473,68.10094253,25.21756492,-1.269020047
42704866,42704870,42704862,42704874,42704859,42704873,,416.72,355.89,424.7,499.2725,539.756,602.693,675.3114,175.465,49800,1,0,99.48807441,168.4457653,28.88587289,27.22929418
42728124,42704868,42704874,42704859,42704873,42728127,,410.44,349.2975,419.01,494.34,533.46,602.632,667.5753,163.815,49700,0,0,99.48756891,67.8281226,26.90481585,4.38503623
42728122,42704870,42704875,42704859,42704873,42704861,,422.76,369.685,438.08,508.05,551.8815,608.142,666.5307,171.8,49400,0,0,99.48631111,69.60895154,27.94973276,38.20179999
42728122,42704862,42704858,42704875,42704873,42704861,,422.16,364.89,432.185,496.8975,539.746,604.8005,660.7916,166.785,49900,2,0,99.48529496,269.7252828,27.22239083,40.90402424
42728122,42704862,42704872,42704856,42704859,42704865,,412.71,370.3675,431.875,498.8575,533.3905,598.891,651.6032,150.34,49800,0,0,99.4849742,68.70984394,24.39296388,8.150112629
42728124,42704868,42704870,42704859,42704873,42728123,,421.64,368.5825,434.57,503.285,538.4195,594.3475,648.9242,156.095,49600,0,0,99.48407547,70.06817994,22.50070166,12.88335025
42704868,42704870,42704858,42704875,42704873,42704863,,423.06,357.3675,426.94,500,540.6955,601.812,671.9416,178.685,50000,0,0,99.48345522,69.46037939,29.20012907,50.10800958
42728124,42704866,42704856,42704859,42704873,42704861,,414.57,365.45,428.06,496.0575,533.2205,599.2545,653.3428,154.545,49600,0,0,99.47778832,68.90971279,25.27231571,-1.221675798
42728122,42704866,42704874,42704859,42704873,42704865,,409.85,360.27,427.81,491.62,529.338,589.382,658.4728,153.995,49200,0,0,99.47634091,68.0606322,25.1377745,-3.958359361
42728122,42704866,42728126,42704859,42704873,42728125,,405.94,356.5475,422.07,481.74,520.5285,578.2035,648.7448,141.03,49500,0,0,99.47491568,67.84826329,21.62534781,-19.03154701
42728124,42704868,42704872,42704859,42704871,42704865,,412.41,359.14,427.215,493.795,531.904,594.5565,653.1669,153.165,49700,0,0,99.47490814,68.60907026,24.86319403,18.07265431
42704866,42704864,42704870,42704859,42704863,42728127,,415.91,356.4125,423.12,494.17,534.0105,599.5745,660.4157,161.69,49800,0,0,99.4739215,68.8496797,26.26317911,17.47455746
42704864,42704870,42704862,42704859,42704873,42728127,,411.28,341.9,418.16,490.9325,534.454,602.5645,676.7059,171.295,49400,0,0,99.47235337,67.62121199,28.05787833,6.704311073
42704868,42704862,42704875,42704859,42704873,42704861,,415.94,353.27,425.89,499.7675,543.8155,600.38,675.0407,175.125,49100,0,0,99.46541454,68.33727222,28.71069423,9.595912695
42728124,42704866,42728126,42704859,42704863,42704871,,404.71,347.2575,411.965,477.745,518.3375,581.072,658.4793,150.09,50000,0,0,99.46477622,67.3287098,24.4757389,-3.588294983
42704868,42704864,42704870,42704872,42704859,42728123,,415.25,367.8725,429.305,494.1575,529.5775,587.2425,649.0135,150.22,50000,0,0,99.46283786,69.15312054,21.57610332,3.726708144
42704868,42704860,42704870,42704859,42728127,42704865,,416.22,349.9,420.015,495.9025,531.1165,595.8595,663.3403,165.335,49400,0,0,99.46031292,68.78629049,26.80093447,10.46938747
42704868,42704866,42704864,42704859,42728127,42728125,,410.79,355.9175,419.865,484.245,517.936,580.174,648.0599,146.74,49600,0,0,99.46022456,68.55420311,22.42637111,18.74386668
42728122,42704866,42704858,42728127,42704871,42704861,,402.73,346.74,410.5,480.73,517.929,580.0565,660.1716,149.41,49500,1,0,99.4592339,166.987033,24.39904988,-3.407605737
42728122,42704868,42704858,42704874,42704863,42704865,,407.88,352.785,418.55,486.8375,524.507,585.7005,657.17,152.21,49900,1,0,99.45915982,167.8217186,24.68563781,0.465043727
42728122,42704868,42728126,42704859,42704873,42728125,,411.18,365.97,421.46,491.1625,526.309,585.2215,647.3082,145.56,49700,0,0,99.45880566,68.63536476,22.22346735,-2.499672957
42728124,42704868,42704858,42704857,42704861,42704867,,408.74,348.1775,416.53,480.835,517.659,578.5025,656.4216,152.105,49600,0,0,99.45698858,67.96906693,23.42601473,-13.37749064
42704868,42704862,42728126,42704872,42704859,42704865,,415.56,359.4425,426.945,495.6075,537.1035,599.7935,655.9062,158.645,50000,2,0,99.4554801,268.9524037,25.74670233,19.73360032
42728122,42704870,42704862,42704859,42704873,42704867,,411.89,359.7175,426.81,493.8675,529.78,595.7395,661.3607,157.515,49400,0,0,99.45014803,68.2393107,24.23460991,2.078647353
42704868,42704870,42704872,42704857,42704859,42704867,,409.67,357.015,425.325,494.795,530.373,599.5435,668.2277,162.785,49400,0,0,99.44873697,67.6832236,24.9460672,18.45560521
42728122,42704870,42704875,42704857,42704859,42704869,,417.47,365.435,431.41,499.4875,538.426,602.244,667.3966,167.215,49200,0,0,99.44820247,68.81674743,25.85052347,14.29469287
42704860,42704870,42704872,42704875,42704859,42728127,,406.97,339.9625,411.08,490.4725,525.8015,588.582,679.9754,169.555,49700,0,0,99.44655782,66.88743749,27.54152792,22.77143151
42728122,42704862,42704858,42704856,42704873,42704865,,409.7,356.89,418.595,489.7675,527.395,582.566,659.2437,154.765,49600,0,0,99.44192413,68.00083548,25.19841711,15.81360847
42704868,42704864,42704856,42704859,42704873,42704871,,401.86,344.4825,414.525,480.85,521.0075,584.484,671.0712,159.18,49500,0,0,99.44177643,66.47508377,26.01321823,-1.854231395
42728122,42704870,42704856,42704859,42704863,42728127,,402.16,349.6375,416.19,486.6175,530.622,596.9975,670.5242,157.225,49400,1,0,99.44123895,166.5366032,25.43962199,9.096702188
42704868,42704864,42704862,42704875,42704859,42728123,,415.56,356.3175,422.295,490.5325,525.9545,589.9985,656.5003,157.09,49700,1,0,99.44006247,168.926392,22.63868951,23.24907184
42728122,42704866,42704858,42704857,42704863,42704869,,411.24,363.5275,425.815,487.225,521.1305,583.294,647.8148,145.815,49500,0,0,99.44003702,68.61980635,22.66860376,0.787764415
42728124,42704868,42704858,42704873,42704863,42704865,,414.96,353.86,418.995,488.2275,528.291,587.6565,652.7262,155.6,49600,0,0,99.43841312,68.97347587,25.27805193,-4.401540011
42704866,42704862,42728126,42704857,42704859,42704861,,414.63,358.39,424.115,497.645,533.665,600.873,665.4012,165.41,49500,0,0,99.43748672,68.4811275,27.01364851,2.435825951
42728122,42704862,42728126,42704859,42704873,42704871,,406.97,352.175,421.885,486.7625,526.423,592.077,665.6383,157.825,49700,0,0,99.43071855,67.38586286,25.79516959,19.75937337
42704866,42704870,42704872,42704859,42704863,42728127,,402.33,348.185,415.855,484.705,524.6425,587.5285,672.4501,159.97,49300,0,0,99.42914844,66.48898295,25.92146493,-3.420491517
42704866,42704860,42704870,42704856,42704859,42704865,,416.94,356.895,426.275,493.955,529.8445,594.642,656.7871,159.745,49800,0,0,99.42906005,69.10806047,25.87373939,37.41432726
42704866,42704860,42704857,42704859,42704873,42704865,,410.1,354.435,416.115,485.53,521.286,585.868,665.6934,161.145,48600,0,0,99.42822092,67.8263117,26.25985458,-3.252688423
42704866,42704864,42704875,42704856,42704859,42728127,,414.58,352.6025,424.14,495.22,531.3745,590.695,662.6702,162.435,50000,0,0,99.42395109,68.56548366,26.51492174,52.0829916
42728122,42704862,42704858,42704875,42704873,42704871,,416.78,353.1675,423.56,494.7325,532.268,595.504,667.2326,168,50000,1,0,99.42034026,168.7155158,27.48357892,55.14239669
42704866,42704864,42704857,42704859,42704863,42728127,,406.79,349.85,416.15,486.675,526.4505,587.774,666.5114,159.05,49100,0,0,99.4173363,67.32523896,25.90933189,-0.287971715
42728124,42704866,42704870,42704859,42704861,42704869,,410.12,358.4475,423.1,485.585,516.671,580.6815,654.8316,151.44,49300,0,0,99.41721798,68.20708358,23.47812765,-2.392098494
42704868,42704860,42704858,42704875,42728127,42704865,,409.96,337.81,404.335,474.93,514.3995,582.9365,668.0768,163.805,49600,1,0,99.41628104,167.7187714,26.60026713,8.378144354
42728122,42728126,42704875,42704857,42704859,42704871,,411.88,355.1725,422.16,494.1725,535.0815,597.773,671.3741,166.64,49700,1,0,99.41604558,167.8747265,27.12168564,57.42721558
42728124,42704870,42704858,42704857,42704873,42704861,,419.35,356.64,424.735,497.3625,536.6615,601.864,668.2454,171.88,49600,0,0,99.41538359,69.04220046,28.07502425,8.244799823
42728122,42704868,42704872,42704857,42704861,42704865,,411.72,370.12,430.605,495.6975,525.0595,583.1055,643.6527,144.185,49900,0,0,99.41343924,68.82513684,23.60228958,-0.012593732
42704868,42704860,42704875,42704859,42704873,42728127,,417.27,352.0375,420.38,492.1525,532.298,600.845,668.1289,170.545,49500,0,0,99.40545212,68.74844884,27.93736021,7.384210825
42704868,42704860,42704870,42704857,42704859,42704867,,418.42,353.3975,427.1,496.295,535.9205,597.216,659.9595,164.045,49700,0,0,99.40180544,69.19709207,25.18905894,25.44788718
42704866,42704860,42728126,42704857,42704859,42704865,,413.72,352.7,417.13,488.57,520.323,584.935,657.2317,157.41,49500,0,0,99.39850674,68.62629442,25.58440934,8.963356912
42704868,42704866,42704864,42704859,42704863,42728125,,408.65,358.9075,419.775,482.085,519.662,576.3865,646.3043,143.745,49600,0,0,99.39723521,68.29185583,21.90673523,-1.518624369
42728124,42704870,42704862,42704859,42728127,42704865,,413.37,350.835,420.505,490.655,532.0565,597.2415,667.4817,166.005,49300,1,0,99.39545305,168.2156024,26.96930896,5.138052255
42704866,42704862,42704872,42704875,42704859,42704865,,416.96,355.0075,429.38,497.5525,538.8965,595.1985,662.2687,164.63,49500,0,0,99.39531605,68.90705955,26.73470886,32.99092054
42704868,42704866,42704858,42704857,42704861,42728125,,402.45,345.7525,409.405,474.5475,508.772,574.1435,662.866,152.555,49000,0,0,99.39472108,66.83121756,23.19339968,-24.36287999
42704866,42704864,42704857,42704859,42704873,42704871,,409.47,350.45,418.455,493.5625,530.7715,594.795,669.1415,164.02,49100,0,0,99.39050645,67.60338831,26.86955037,6.717196852
42728122,42704864,42704875,42704859,42704863,42704871,,407.07,354.125,418.41,486.665,526.1645,592.937,663.8516,156.025,49700,1,0,99.37949262,167.4457199,25.28661169,-9.087433666
42728122,42704866,42704858,42704857,42704873,42728125,,416.06,369.4325,430.195,493.8675,527.451,584.35,647.022,149.755,49500,0,0,99.37614987,69.30889026,22.86668402,2.448711917
42728122,42704866,42704858,42704875,42704865,42704869,,410.83,358.0525,417.74,483.38,518.0225,573.3825,649.365,146.84,49400,0,0,99.37368878,68.48516991,22.75890707,-4.34130989
42728124,42704872,42704875,42704857,42704859,42704865,,413.01,353.0975,427.545,497.0725,532.823,592.0215,667.5134,165.065,49200,0,0,99.37225473,68.15577884,26.74681157,20.82222402
42704868,42704862,42704858,42704857,42704874,42704873,,416.01,351.51,420.735,497.6375,542.055,604.0745,675.5703,177.015,49900,0,0,99.36864564,68.2963217,29.23987193,13.31364363
42728122,42704868,42704875,42704859,42704873,42728125,,417.82,369.855,432.495,498.8775,533.913,595.5195,652.0853,156.075,49400,0,0,99.36684822,69.37712205,23.71452252,12.89623529
42704864,42704862,42704872,42704857,42704859,42728127,,408.34,348.595,420.17,494.3825,530.426,600.828,670.3211,163.89,49500,0,0,99.36573023,67.39367537,26.75391801,9.776601195
42728122,42704866,42704874,42704859,42704873,42704871,,404.39,354.175,420.485,486.52,524.559,603.133,665.8446,156.41,49500,1,0,99.36352219,166.9908805,25.63403714,-3.467835858
42704868,42704862,42704858,42704857,42728127,42704861,,411.18,346.5075,415.505,487.5075,525.8875,595.7565,672.8902,170.355,49300,1,0,99.36276294,167.7045785,27.87398349,6.704311073
42704868,42704864,42704858,42704857,42704863,42728127,,415.2,353.3275,419.895,488.7675,528.7015,593.4035,660.7459,163.24,49900,0,0,99.36200768,68.70023609,26.5850368,16.12344235
42704866,42704860,42704872,42704875,42704859,42704871,,410.51,348.0975,417.755,489.4275,528.6315,591.327,663.9779,160.245,50000,0,0,99.36177264,67.92249012,26.07960171,23.6191377
42728122,42704870,42704872,42704859,42704863,42704865,,408.38,362.02,426.28,495.22,532.9905,597.0705,658.5428,153.08,49300,0,0,99.35686011,67.81018963,24.62118631,2.448711731
42704868,42704862,42728126,42704859,42704873,42704865,,409.38,350.3675,416.13,488.41,527.29,589.0275,666.952,163.41,49200,0,0,99.35430216,67.65549962,26.63777625,-7.15110898
42728124,42704870,42704875,42704859,42704873,42728127,,418.19,351.2675,421.985,498.4725,538.1945,606.56,674.155,175.89,49500,0,0,99.35240161,68.64932516,28.81966825,20.42638659
42728124,42704860,42704857,42704874,42704859,42704873,,408.01,342.3675,416.375,490.305,526.0415,598.955,671.2723,164.425,49600,0,0,99.34945375,67.30810241,26.96706235,-1.269019861
42728124,42704870,42704862,42704857,42704859,42704867,,415.57,355.725,423.975,495.53,532.319,601.923,664.1936,164.715,49600,0,0,99.34671606,68.62640398,25.34730696,40.4995054
42728124,42704870,42704862,42704874,42704859,42728127,,409.88,343.5425,416.59,491.3,532.957,600.0925,676.2855,170.885,50000,2,0,99.34653253,267.3957975,27.99672482,4.755100235
42728122,42704862,42704858,42704857,42728127,42704861,,414.23,358.6225,423.22,492.8775,532.654,598.4465,662.2467,162.355,49500,0,0,99.3456269,68.50469339,26.46971566,6.798998266
42704866,42704860,42728126,42704857,42704859,42704863,,413.82,352.6775,420.39,488.965,526.376,593.7115,657.0231,157.835,49900,0,0,99.34502687,68.62995683,25.67695813,10.68453491
42704860,42704870,42704862,42704872,42704859,42728127,,412.63,343.73,420.68,494.7325,530.437,602.8885,668.1195,166.07,50000,0,0,99.34409137,68.07128784,27.02717004,28.2576859
42728124,42704862,42728126,42704857,42704859,42704865,,416.11,353.5925,422.915,489.64,530.6505,597.6415,660.1832,162.61,49600,0,0,99.34353877,68.8427078,26.45720699,13.32653016
42704870,42704862,42704875,42704857,42704859,42704873,,420.59,354.405,426.44,505.105,547.2805,612.7835,687.1354,189.43,49100,0,0,99.34189135,68.5296286,31.36910199,31.94964528
42704866,42704870,42704872,42704859,42728127,42704861,,402.15,346.4275,415.5,486.0725,523.3785,591.573,672.7017,160.745,49100,0,0,99.34119111,66.42533585,26.08762397,-12.03926504
42704864,42704860,42704872,42704857,42704859,42728127,,407.35,346.3725,417.415,487.145,524.149,593.2375,663.6706,157.09,49700,0,0,99.34088191,67.4788576,25.59308883,18.56317818
42728122,42704860,42704870,42704856,42704859,42704869,,409.29,354.7925,425.34,489.525,525.619,588.6355,651.7839,147.56,49900,0,0,99.33845616,68.17037399,22.86136539,16.1492154
42728122,42704862,42704872,42704858,42728127,42704865,,409.92,356.595,419.705,484.985,525.1135,590.59,653.789,151.06,49800,2,0,99.3376445,268.1888681,24.54928937,17.59501547
42704868,42704870,42728126,42704874,42704859,42704873,,409.66,344.485,417.985,492.44,533.626,603.3055,677.8225,172.965,50000,1,0,99.3363736,167.3072591,28.34778334,30.31446934
42728122,42728124,42704858,42704857,42704863,42704867,,411.97,361.11,422.535,486.44,521.4015,583.0555,643.6962,143.33,50000,1,0,99.33489815,168.8328289,22.10414219,-2.392099611
42704866,42704860,42704872,42704857,42704859,42704865,,416.28,360.765,428.505,493.0325,533.099,589.4455,652.7934,156.38,49400,0,0,99.33396812,69.12321582,25.38142271,28.2576859
42728122,42728126,42704875,42704857,42704859,42704861,,417.26,365.11,432.57,506.33,540.144,599.4975,663.5245,165.425,49600,0,0,99.33253532,68.88449352,26.86393678,22.31536806
42704868,42704866,42704858,42704856,42728127,42704861,,413.34,352.89,420.89,492.5025,529.7265,593.7205,654.9223,157.355,50000,1,0,99.33229513,168.6315509,25.68265974,22.86612093
42704868,42704866,42704875,42704859,42704871,42704861,,415.01,357.5825,424.205,496.8725,537.1885,598.782,665.6011,167.51,49400,0,0,99.33072367,68.49232586,27.3060051,11.60535291
42728124,42704870,42704872,42704859,42704863,42728127,,403.73,346.825,416.475,485.7275,525.185,594.0115,668.5687,158.37,49600,0,0,99.33010739,66.79057856,25.64268244,5.366084352
42728122,42704868,42704874,42704859,42704863,42728127,,406.95,357.71,424.6,493.2025,532.8245,597.739,661.3489,155.97,49700,0,0,99.32902587,67.49983266,25.40162748,21.32563293
42728122,42704860,42704858,42704857,42704863,42728127,,413.42,354.3675,421.025,486.16,523.805,589.4875,654.5836,154.78,49900,0,0,99.3285273,68.65352272,25.15994019,10.57696044
