Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5111761392,pgk8 (20/30),0,212.9,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C Moises Ballesteros OF Oneil Cruz OF Jarren Duran OF Bryan Reynolds P Tarik Skubal P Drew Rasmussen SS Trevor Story,,Tarik Skubal,P,53.51%,28
2,5111936491,B_Heals152 (88/150),0,206.75,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C Connor Wong OF Oneil Cruz OF Jarren Duran OF Bryan Reynolds P Tarik Skubal P Jose Soriano SS Trevor Story,,Freddy Peralta,P,38.45%,19.3
3,5112265560,SideSlice (10/13),0,200.2,1B Casey Schmitt 2B Brandon Lowe 3B Nick Yorke C Moises Ballesteros OF Aaron Judge OF James Wood OF Oneil Cruz P Cam Schlittler P Jose Soriano SS Konnor Griffin,,Oneil Cruz,OF,35.02%,21
4,5112232757,mrgoodseats (41/150),0,196.6,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C Connor Wong OF Oneil Cruz OF Jarren Duran OF Marcell Ozuna P Jose Soriano P Andrew Painter SS Trevor Story,,Brandon Lowe,2B,25.50%,36
5,5112326523,dannyoms (20/150),0,195.75,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C Connor Wong OF Oneil Cruz OF Wilyer Abreu OF Jo Adell P Tarik Skubal P Jose Soriano SS Trevor Story,,Alex Bregman,3B,23.10%,9
6,5112415386,JohnFR,0,195.3,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C Moises Ballesteros OF Oneil Cruz OF Jarren Duran OF Nick Yorke P Tarik Skubal P Freddy Peralta SS Trevor Story,,Ian Happ,OF,20.50%,2
7,5112008083,youdacao (16/150),0,195.05,1B Willson Contreras 2B Brandon Lowe 3B Alex Bregman C Carson Kelly OF Oneil Cruz OF Bryan Reynolds OF Ryan O'Hearn P Freddy Peralta P Jose Soriano SS Dansby Swanson,,Moises Ballesteros,C,19.65%,17
8,5112082137,ocdobv (103/150),0,195,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C William Contreras OF Oneil Cruz OF Jarren Duran OF Ceddanne Rafaela P Tarik Skubal P Cade Povich SS Trevor Story,,Brandon Woodruff,P,17.81%,21.1
8,5112310645,TheMish (19/150),0,195,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C Carson Kelly OF Oneil Cruz OF Wilyer Abreu OF Jarren Duran P Tarik Skubal P Cade Povich SS Trevor Story,,Nico Hoerner,2B,17.16%,10
10,5112259217,troubic00,0,194.2,1B Willson Contreras 2B Brandon Lowe 3B Alex Bregman C Moises Ballesteros OF Oneil Cruz OF Seiya Suzuki OF Marcell Ozuna P Cam Schlittler P Jose Soriano SS Trevor Story,,Seiya Suzuki,OF,16.60%,6
11,5112008145,youdacao (78/150),0,193.85,1B Willson Contreras 2B Brandon Lowe 3B Miguel Vargas C Connor Wong OF Oneil Cruz OF Jarren Duran OF Bryan Reynolds P Brandon Woodruff P Jose Soriano SS Trevor Story,,Bryan Reynolds,OF,16.57%,8
12,5111760461,pippen06,0,193.6,1B Bryce Harper 2B Casey Schmitt 3B Tristan Gray C Carter Jensen OF James Wood OF Oneil Cruz OF Jordan Walker P Jose Soriano P Taj Bradley SS Gunnar Henderson,,Cam Schlittler,P,16.54%,16.45
13,5112248002,willp24 (4/19),0,193.3,1B Nolan Schanuel 2B Brandon Lowe 3B Caleb Durbin C Logan O'Hoppe OF Mike Trout OF James Wood OF Bryce Teodosio P Tarik Skubal P Freddy Peralta SS Trevor Story,,Marcell Ozuna,OF,16.51%,5
14,5112326538,dannyoms (35/150),0,192.2,1B Spencer Horwitz 2B Brandon Lowe 3B Alex Bregman C Moises Ballesteros OF James Wood OF Oneil Cruz OF Marcell Ozuna P Cam Schlittler P Jose Soriano SS Dansby Swanson,,Ryan O'Hearn,1B,15.40%,6
15,5112345260,Dudeoflife (10/55),0,191.75,1B Ryan O'Hearn 2B Brandon Lowe 3B Alex Bregman C Moises Ballesteros OF Oneil Cruz OF Matt Wallner OF Marcell Ozuna P Tarik Skubal P Jose Soriano SS Dansby Swanson,,Jose Soriano,P,14.96%,36.75
16,5112230829,Hurliss (1/45),0,190.75,1B Spencer Horwitz 2B Brandon Lowe 3B Alex Bregman C Moises Ballesteros OF Oneil Cruz OF Ryan O'Hearn OF Matt Wallner P Tarik Skubal P Jose Soriano SS Dansby Swanson,,Konnor Griffin,SS,13.73%,4
17,5112033993,Fladrif,0,190.6,1B Yandy Diaz 2B Brice Turang 3B Matt Chapman C Moises Ballesteros OF James Wood OF Oneil Cruz OF Jose Fermin P Jose Soriano P Taj Bradley SS Kevin McGonigle,,Zach Neto,SS,13.20%,8
18,5112362653,hank1007 (3/5),0,190.3,1B Willson Contreras 2B Brice Turang 3B Caleb Durbin C Moises Ballesteros OF Roman Anthony OF Oneil Cruz OF Jarren Duran P Freddy Peralta P Cade Povich SS Trevor Story,,Carson Kelly,C,12.58%,10
19,5112326540,dannyoms (37/150),0,189.75,1B Willson Contreras 2B Vaughn Grissom 3B Caleb Durbin C Logan O'Hoppe OF Mike Trout OF James Wood OF Jo Adell P Tarik Skubal P Jose Soriano SS Trevor Story,,Dansby Swanson,SS,11.76%,22
20,5112254588,Britrubig21,0,189.2,1B Bryce Harper 2B Brandon Lowe 3B Tristan Gray C Moises Ballesteros OF Kyle Schwarber OF Oneil Cruz OF Matt Wallner P Cam Schlittler P Jose Soriano SS Brooks Lee,,Pete Crow-Armstrong,OF,11.25%,0
21,5112249322,ShipMyMoney (53/150),0,189.05,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C Joey Bart OF Oneil Cruz OF Wilyer Abreu OF Jarren Duran P Freddy Peralta P Jose Soriano SS Trevor Story,,Sandy Alcantara,P,10.99%,0.3
22,5111786359,blitz_51,0,188.6,1B Josh Bell 2B Brice Turang 3B Alex Bregman C Daniel Susac OF James Wood OF Oneil Cruz OF Jordan Walker P Jose Soriano P Taj Bradley SS CJ Abrams,,Nick Yorke,3B,10.97%,2
22,5112396422,GRANK033 (2/2),0,188.6,1B Casey Schmitt 2B Brice Turang 3B Jose Fernandez C Luis Torrens OF James Wood OF Oneil Cruz OF Wilyer Abreu P Jose Soriano P Taj Bradley SS CJ Abrams,,Jo Adell,OF,10.80%,10
24,5111899228,striblingg13 (26/50),0,186.75,1B Nolan Schanuel 2B Brandon Lowe 3B Nick Yorke C Logan O'Hoppe OF Mike Trout OF Oneil Cruz OF Jo Adell P Tarik Skubal P Jose Soriano SS Vaughn Grissom,,Bobby Witt Jr.,SS,10.25%,13
24,5112360518,TeeJayOrTj (61/150),0,186.75,1B Casey Schmitt 2B Brandon Lowe 3B Alex Bregman C Moises Ballesteros OF Oneil Cruz OF Bryan Reynolds OF Marcell Ozuna P Tarik Skubal P Jose Soriano SS Konnor Griffin,,Jorge Soler,OF,9.43%,4
