PG,SG,SF,PF,C,G,F,UTIL
42553331,42553324,42553437,42553823,42553391,42553213,42553275,42553195
42553197,42553331,42553347,42553200,42553391,42553275,42553871,42553423
42553331,42553462,42553347,42553267,42553391,42553306,42553423,42553195
42553287,42553324,42553545,42553437,42553391,42553331,42553200,42553267
42553228,42553462,42553437,42553200,42553195,42553331,42553423,42553630
42553287,42553331,42553437,42553200,42553823,42553350,42553189,42553423
42553331,42553282,42553437,42553423,42553195,42553462,42553178,42553862
42553287,42553324,42553225,42553423,42553391,42553331,42553657,42553195
42553331,42553462,42553630,42553175,42553391,42553350,42553423,42553195
42553287,42553324,42553347,42553200,42553391,42553331,42553380,42553423
42553492,42553331,42553347,42553437,42553195,42553275,42553267,42553423
42553331,42553682,42553295,42553200,42553391,42553350,42553423,42553195
42553197,42553331,42553178,42553488,42553391,42553275,42553423,42553862
42553492,42553228,42553295,42553437,42553391,42553331,42553423,42553195
42553287,42553275,42553437,42553267,42553431,42553331,42553255,42553423
42553553,42553287,42553225,42553437,42553391,42553331,42553189,42553423
42553395,42553331,42553267,42553255,42553195,42553275,42553423,42553823
42553331,42553213,42553545,42553255,42553195,42553275,42553423,42553862
42553331,42553324,42553545,42553175,42553391,42553178,42553423,42553823
42553331,42553414,42553437,42553189,42553391,42553306,42553267,42553423
42553228,42553350,42553267,42553189,42553391,42553331,42553423,42553823
42553456,42553178,42553437,42553200,42553862,42553331,42553267,42553423
42553197,42553331,42553178,42553175,42553391,42553682,42553823,42553630
42553228,42553213,42553295,42553423,42553391,42553331,42553255,42553862
42553682,42553324,42553246,42553423,42553391,42553331,42553255,42553195
42553331,42553275,42553545,42553449,42553391,42553178,42553423,42553255
42553331,42553324,42553437,42553488,42553195,42553178,42553545,42553423
42553331,42553282,42553267,42553200,42553391,42553350,42553488,42553423
42553287,42553306,42553246,42553437,42553391,42553331,42553423,42553255
42553228,42553350,42553630,42553200,42553391,42553331,42553255,42553423
42553331,42553324,42553437,42553488,42553391,42553462,42553200,42553195
42553287,42553456,42553630,42553189,42553391,42553331,42553423,42553195
42553553,42553282,42553267,42553200,42553195,42553331,42553423,42553862
42553331,42553282,42553347,42553200,42553391,42553306,42553437,42553423
42553331,42553462,42553437,42553189,42553195,42553657,42553267,42553423
42553228,42553578,42553350,42553423,42553391,42553331,42553275,42553195
42553331,42553324,42553347,42553295,42553391,42553275,42553437,42553267
42553228,42553213,42553437,42553267,42553823,42553331,42553423,42553255
42553331,42553324,42553225,42553200,42553391,42553275,42553611,42553423
42553402,42553213,42553630,42553255,42553391,42553331,42553423,42553195
42553287,42553213,42553225,42553255,42553391,42553331,42553423,42553823
42553331,42553578,42553347,42553423,42553391,42553213,42553324,42553195
42553331,42553324,42553347,42553200,42553862,42553462,42553423,42553175
42553228,42553324,42553246,42553200,42553391,42553331,42553823,42553423
42553287,42553331,42553437,42553255,42553391,42553350,42553175,42553862
42553331,42553213,42553437,42553488,42553449,42553275,42553423,42553195
42553331,42553324,42553437,42553267,42553567,42553275,42553189,42553423
42553456,42553331,42553545,42553267,42553391,42553275,42553175,42553423
42553331,42553213,42553545,42553200,42553391,42553657,42553423,42553195
42553331,42553178,42553437,42553423,42553449,42553682,42553175,42553391
42553287,42553324,42553347,42553267,42553255,42553462,42553423,42553331
42553402,42553324,42553437,42553200,42553391,42553331,42553175,42553862
42553553,42553178,42553630,42553437,42553195,42553331,42553423,42553255
42553287,42553282,42553275,42553437,42553391,42553331,42553630,42553195
42553553,42553275,42553347,42553423,42553391,42553331,42553246,42553195
42553492,42553331,42553437,42553200,42553195,42553197,42553823,42553423
42553287,42553213,42553282,42553423,42553391,42553462,42553324,42553331
42553553,42553275,42553437,42553200,42553391,42553350,42553423,42553195
42553287,42553324,42553347,42553200,42553391,42553197,42553437,42553823
42553228,42553324,42553437,42553488,42553195,42553275,42553267,42553862
42553197,42553287,42553267,42553200,42553391,42553324,42553630,42553862
42553228,42553324,42553295,42553437,42553391,42553282,42553200,42553862
42553287,42553324,42553437,42553488,42553262,42553275,42553255,42553391
42553287,42553282,42553437,42553255,42553391,42553306,42553823,42553195
42553682,42553324,42553347,42553437,42553391,42553213,42553200,42553267
42553287,42553228,42553630,42553267,42553391,42553275,42553871,42553195
42553287,42553324,42553657,42553437,42553391,42553462,42553200,42553189
42553228,42553324,42553295,42553437,42553391,42553213,42553255,42553823
42553197,42553282,42553437,42553380,42553391,42553324,42553823,42553195
42553287,42553228,42553437,42553267,42553391,42553178,42553545,42553630
42553287,42553275,42553437,42553175,42553195,42553350,42553657,42553862
42553287,42553471,42553295,42553267,42553391,42553275,42553823,42553195
42553228,42553324,42553437,42553343,42553391,42553657,42553255,42553195
42553287,42553324,42553630,42553200,42553391,42553282,42553189,42553823
42553456,42553324,42553437,42553267,42553391,42553578,42553275,42553175
42553287,42553553,42553437,42553200,42553391,42553456,42553347,42553195
42553287,42553324,42553347,42553200,42553195,42553682,42553275,42553862
42553287,42553578,42553437,42553200,42553391,42553350,42553449,42553189
42553228,42553324,42553437,42553267,42553391,42553471,42553823,42553175
42553682,42553178,42553437,42553175,42553195,42553275,42553871,42553862
42553197,42553682,42553347,42553189,42553391,42553275,42553267,42553862
42553197,42553682,42553267,42553200,42553195,42553275,42553630,42553862
42553402,42553324,42553437,42553189,42553391,42553462,42553630,42553175
42553287,42553324,42553267,42553380,42553391,42553228,42553630,42553255
42553287,42553324,42553295,42553449,42553391,42553275,42553611,42553195
42553287,42553324,42553350,42553200,42553391,42553578,42553175,42553823
42553287,42553324,42553437,42553488,42553391,42553433,42553267,42553189
42553228,42553324,42553545,42553437,42553391,42553578,42553255,42553178
42553395,42553324,42553267,42553449,42553391,42553275,42553630,42553175
42553287,42553213,42553437,42553200,42553862,42553228,42553267,42553682
42553287,42553213,42553347,42553175,42553391,42553682,42553255,42553862
42553287,42553456,42553437,42553449,42553195,42553275,42553200,42553630
42553662,42553213,42553437,42553488,42553391,42553275,42553255,42553195
42553287,42553462,42553437,42553335,42553391,42553395,42553255,42553195
42553197,42553324,42553398,42553267,42553391,42553462,42553823,42553195
42553492,42553287,42553347,42553200,42553391,42553324,42553275,42553462
42553228,42553275,42553437,42553343,42553391,42553178,42553350,42553823
42553287,42553324,42553225,42553200,42553391,42553696,42553823,42553195
42553287,42553319,42553437,42553488,42553391,42553178,42553200,42553823
42553197,42553462,42553178,42553255,42553391,42553275,42553823,42553630
42553287,42553492,42553324,42553295,42553391,42553178,42553437,42553449
42553287,42553502,42553437,42553189,42553195,42553462,42553630,42553275
42553287,42553178,42553437,42553295,42553195,42553350,42553823,42553630
42553639,42553324,42553511,42553267,42553391,42553275,42553255,42553195
42553228,42553578,42553347,42553437,42553255,42553178,42553267,42553862
42553388,42553324,42553437,42553200,42553195,42553275,42553380,42553823
42553553,42553324,42553437,42553488,42553195,42553228,42553175,42553823
42553287,42553324,42553347,42553437,42553823,42553388,42553267,42553175
42553456,42553282,42553545,42553200,42553862,42553275,42553437,42553175
42553402,42553287,42553437,42553200,42553195,42553197,42553657,42553823
42553228,42553657,42553437,42553200,42553195,42553275,42553347,42553682
42553402,42553287,42553178,42553437,42553255,42553682,42553189,42553862
42553492,42553324,42553437,42553200,42553406,42553178,42553267,42553862
42553197,42553178,42553347,42553267,42553195,42553657,42553823,42553862
42553197,42553553,42553347,42553267,42553195,42553462,42553255,42553823
42553287,42553324,42553225,42553267,42553195,42553306,42553657,42553862
42553287,42553324,42553178,42553175,42553862,42553682,42553275,42553630
42553456,42553324,42553545,42553437,42553195,42553228,42553189,42553630
42553402,42553324,42553178,42553449,42553195,42553682,42553200,42553862
42553228,42553578,42553324,42553488,42553195,42553213,42553255,42553862
42553228,42553324,42553630,42553437,42553262,42553213,42553200,42553823
42553287,42553213,42553267,42553189,42553195,42553682,42553657,42553862
42553287,42553275,42553437,42553267,42553195,42553575,42553225,42553657
42553287,42553456,42553545,42553437,42553488,42553275,42553267,42553178
42553492,42553324,42553347,42553437,42553488,42553462,42553200,42553175
42553228,42553324,42553545,42553200,42553195,42553275,42553611,42553630
42553588,42553178,42553350,42553200,42553195,42553275,42553823,42553862
42553259,42553682,42553545,42553189,42553195,42553275,42553267,42553862
42553287,42553682,42553295,42553267,42553862,42553178,42553175,42553871
42553357,42553324,42553347,42553267,42553488,42553275,42553175,42553862
42553287,42553578,42553437,42553189,42553823,42553492,42553267,42553175
42553228,42553306,42553267,42553488,42553195,42553682,42553200,42553862
42553492,42553228,42553324,42553200,42553195,42553357,42553437,42553823
42553228,42553213,42553275,42553200,42553862,42553682,42553189,42553871
42553197,42553578,42553611,42553200,42553195,42553178,42553630,42553862
42553456,42553275,42553630,42553189,42553195,42553657,42553175,42553862
42553287,42553282,42553545,42553200,42553823,42553228,42553437,42553246
42553287,42553462,42553437,42553449,42553488,42553306,42553175,42553275
42553228,42553578,42553282,42553200,42553862,42553275,42553189,42553630
42553197,42553682,42553545,42553488,42553255,42553178,42553189,42553862
42553197,42553319,42553437,42553189,42553195,42553462,42553611,42553862
42553228,42553682,42553437,42553449,42553195,42553350,42553545,42553175
42553287,42553312,42553437,42553449,42553488,42553324,42553295,42553195
42553456,42553213,42553657,42553200,42553823,42553682,42553175,42553197
42553755,42553324,42553225,42553200,42553195,42553682,42553189,42553862
42553287,42553755,42553295,42553200,42553862,42553197,42553175,42553871
42553197,42553324,42553275,42553200,42553862,42553755,42553175,42553682
42553287,42553324,42553267,42553571,42553862,42553682,42553189,42553175
42553197,42553178,42553437,42553823,42553262,42553682,42553545,42553195
42553357,42553682,42553295,42553200,42553862,42553178,42553189,42553630
42553682,42553324,42553611,42553189,42553343,42553197,42553823,42553175
42553492,42553228,42553611,42553200,42553195,42553197,42553488,42553862
42553812,42553324,42553275,42553175,42553195,42553197,42553823,42553862
42553682,42553275,42553225,42553200,42553862,42553657,42553255,42553178
42553287,42553312,42553437,42553449,42553195,42553462,42553178,42553823
42553287,42553178,42553267,42553449,42553255,42553657,42553246,42553862
42553553,42553213,42553275,42553200,42553195,42553755,42553255,42553862
42553287,42553553,42553225,42553255,42553262,42553462,42553823,42553195
42553197,42553682,42553347,42553437,42553195,42553657,42553449,42553175
42553197,42553228,42553178,42553871,42553255,42553682,42553275,42553862
42553357,42553275,42553295,42553175,42553195,42553395,42553823,42553862
42553553,42553228,42553657,42553175,42553195,42553178,42553823,42553862
42553197,42553282,42553267,42553823,42553255,42553657,42553175,42553630
42553492,42553287,42553630,42553175,42553195,42553178,42553657,42553862
42553682,42553657,42553267,42553488,42553195,42553178,42553175,42553823
42553287,42553213,42553178,42553267,42553195,42553755,42553871,42553862
42553492,42553282,42553347,42553200,42553195,42553456,42553267,42553823
42553287,42553213,42553437,42553189,42553449,42553456,42553267,42553657
42553228,42553462,42553178,42553175,42553862,42553213,42553871,42553823
42553228,42553657,42553267,42553200,42553862,42553682,42553189,42553246
42553588,42553324,42553437,42553200,42553488,42553197,42553823,42553178
42553755,42553282,42553225,42553267,42553862,42553197,42553175,42553682
42553456,42553282,42553347,42553200,42553567,42553275,42553189,42553630
42553197,42553578,42553437,42553200,42553255,42553755,42553611,42553178
42553553,42553178,42553267,42553571,42553195,42553350,42553255,42553871
42553197,42553578,42553437,42553200,42553195,42553350,42553611,42553380
42553492,42553578,42553437,42553200,42553195,42553178,42553380,42553630
42553553,42553287,42553324,42553200,42553255,42553682,42553175,42553657
42553395,42553492,42553267,42553449,42553823,42553324,42553200,42553178
42553696,42553287,42553178,42553200,42553343,42553682,42553189,42553862
42553197,42553456,42553324,42553200,42553343,42553682,42553189,42553862
42553553,42553228,42553611,42553189,42553195,42553350,42553267,42553630
42553492,42553287,42553324,42553871,42553262,42553197,42553175,42553862
42553492,42553228,42553630,42553200,42553488,42553213,42553189,42553682
42553575,42553324,42553611,42553200,42553195,42553502,42553449,42553189
42553553,42553282,42553571,42553175,42553195,42553178,42553823,42553630
42553553,42553228,42553611,42553437,42553543,42553213,42553275,42553178
42553662,42553228,42553178,42553175,42553255,42553350,42553823,42553862
42553197,42553287,42553267,42553871,42553543,42553282,42553175,42553823
42553228,42553578,42553347,42553189,42553343,42553213,42553350,42553823
42553492,42553324,42553347,42553175,42553488,42553350,42553823,42553178
42553228,42553682,42553295,42553871,42553195,42553178,42553246,42553862
42553287,42553228,42553545,42553823,42553195,42553350,42553611,42553178
42553402,42553287,42553324,42553189,42553823,42553306,42553267,42553380
42553259,42553324,42553611,42553189,42553195,42553471,42553275,42553862
42553357,42553324,42553611,42553449,42553195,42553275,42553630,42553175
42553228,42553755,42553267,42553175,42553195,42553275,42553871,42553682
42553291,42553578,42553295,42553449,42553195,42553275,42553200,42553823
42553287,42553696,42553267,42553200,42553195,42553228,42553571,42553630
42553264,42553324,42553178,42553175,42553255,42553682,42553871,42553862
42553357,42553553,42553347,42553200,42553262,42553275,42553545,42553267
42553395,42553324,42553571,42553267,42553488,42553282,42553255,42553213
42553553,42553178,42553225,42553449,42553195,42553275,42553567,42553630
42553682,42553178,42553246,42553200,42553255,42553259,42553871,42553862
42553357,42553228,42553630,42553200,42553543,42553275,42553175,42553871
42553357,42553324,42553347,42553200,42553431,42553395,42553488,42553213
42553228,42553324,42553178,42553295,42553262,42553388,42553823,42553630
42553287,42553456,42553178,42553189,42553862,42553682,42553175,42553871
42553228,42553657,42553178,42553200,42553449,42553682,42553189,42553862
42553287,42553228,42553267,42553200,42553862,42553682,42553175,42553871
42553287,42553282,42553178,42553175,42553862,42553682,42553275,42553871
42553662,42553282,42553178,42553175,42553255,42553306,42553823,42553862
42553287,42553275,42553347,42553511,42553262,42553357,42553200,42553545
42553456,42553282,42553630,42553200,42553567,42553228,42553255,42553275
42553228,42553578,42553282,42553200,42553823,42553275,42553189,42553630
42553197,42553275,42553225,42553871,42553255,42553682,42553178,42553862
42553682,42553657,42553267,42553200,42553488,42553178,42553175,42553823
42553357,42553324,42553347,42553267,42553488,42553275,42553175,42553682
42553357,42553553,42553347,42553200,42553262,42553275,42553545,42553255
42553259,42553287,42553324,42553571,42553862,42553682,42553189,42553175
42553357,42553287,42553347,42553511,42553262,42553553,42553200,42553275
