CPT_ID,CPT_Name,CPT_Salary,CPT_Proj,UTIL_ID,UTIL_Name,UTIL_Salary,UTIL_Proj,UTIL_ID,UTIL_Name,UTIL_Salary,UTIL_Proj,UTIL_ID,UTIL_Name,UTIL_Salary,UTIL_Proj,UTIL_ID,UTIL_Name,UTIL_Salary,UTIL_Proj,UTIL_ID,UTIL_Name,UTIL_Salary,UTIL_Proj,Total_Projection,Total_Salary,Avg_Ownership,Ownership_Product
42954635,Joel Embiid,15600,72.58,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954605,Paul George,8800,34.11,42954612,Nikola Vucevic,4400,18.94,42954628,Hugo Gonzalez,1000,2.48,220.97,50000,32.0,3.1962e+1
42954642,Derrick White,10500,50.09,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954608,Kelly Oubre Jr.,7400,23.38,42954620,Justin Edwards,1200,5.83,220.54,49700,32.1,3.2057e+1
42954635,Joel Embiid,15600,72.58,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954605,Paul George,8800,34.11,42954614,Jordan Walsh,3400,15.26,42954617,Luka Garza,1800,5.62,220.43,49800,31.7,3.1740e+1
42954635,Joel Embiid,15600,72.58,42954603,Jaylen Brown,10200,50.00,42954605,Paul George,8800,34.11,42954607,Payton Pritchard,7800,33.08,42954610,Neemias Queta,5600,24.20,42954620,Justin Edwards,1200,5.83,219.80,49200,33.2,3.3200e+1
42954636,Jaylen Brown,15300,75.00,42954602,Joel Embiid,10400,48.38,42954604,Tyrese Maxey,10000,42.86,42954608,Kelly Oubre Jr.,7400,23.38,42954610,Neemias Queta,5600,24.20,42954620,Justin Edwards,1200,5.83,219.65,49900,31.3,3.1298e+1
42954635,Joel Embiid,15600,72.58,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954607,Payton Pritchard,7800,33.08,42954613,Sam Hauser,4200,18.90,42954618,Dominick Barlow,1600,2.13,219.55,49400,33.5,3.3523e+1
42954635,Joel Embiid,15600,72.58,42954603,Jaylen Brown,10200,50.00,42954605,Paul George,8800,34.11,42954608,Kelly Oubre Jr.,7400,23.38,42954610,Neemias Queta,5600,24.20,42954616,Baylor Scheierman,2200,15.04,219.31,49800,33.5,3.3515e+1
42954637,Tyrese Maxey,15000,64.29,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954607,Payton Pritchard,7800,33.08,42954614,Jordan Walsh,3400,15.26,42954615,Andre Drummond,2800,7.76,218.77,49600,32.6,3.2593e+1
42954635,Joel Embiid,15600,72.58,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954610,Neemias Queta,5600,24.20,42954611,Quentin Grimes,4800,13.74,42954614,Jordan Walsh,3400,15.26,218.64,49600,32.1,3.2150e+1
42954635,Joel Embiid,15600,72.58,42954603,Jaylen Brown,10200,50.00,42954605,Paul George,8800,34.11,42954606,VJ Edgecombe,8200,27.60,42954612,Nikola Vucevic,4400,18.94,42954616,Baylor Scheierman,2200,15.04,218.27,49400,33.2,3.3220e+1
42954637,Tyrese Maxey,15000,64.29,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954605,Paul George,8800,34.11,42954612,Nikola Vucevic,4400,18.94,42954628,Hugo Gonzalez,1000,2.48,218.20,49800,31.8,3.1818e+1
42954636,Jaylen Brown,15300,75.00,42954602,Joel Embiid,10400,48.38,42954604,Tyrese Maxey,10000,42.86,42954611,Quentin Grimes,4800,13.74,42954612,Nikola Vucevic,4400,18.94,42954613,Sam Hauser,4200,18.90,217.82,49100,32.7,3.2733e+1
42954637,Tyrese Maxey,15000,64.29,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954605,Paul George,8800,34.11,42954614,Jordan Walsh,3400,15.26,42954617,Luka Garza,1800,5.62,217.66,49600,31.6,3.1597e+1
42954640,Payton Pritchard,11700,49.63,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954612,Nikola Vucevic,4400,18.94,42954615,Andre Drummond,2800,7.76,217.57,49500,33.0,3.3017e+1
42954636,Jaylen Brown,15300,75.00,42954602,Joel Embiid,10400,48.38,42954605,Paul George,8800,34.11,42954607,Payton Pritchard,7800,33.08,42954612,Nikola Vucevic,4400,18.94,42954615,Andre Drummond,2800,7.76,217.27,49500,31.9,3.1908e+1
42954638,Paul George,13200,51.17,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954612,Nikola Vucevic,4400,18.94,42954620,Justin Edwards,1200,5.83,217.18,49400,33.3,3.3307e+1
42954636,Jaylen Brown,15300,75.00,42954602,Joel Embiid,10400,48.38,42954604,Tyrese Maxey,10000,42.86,42954610,Neemias Queta,5600,24.20,42954613,Sam Hauser,4200,18.90,42954615,Andre Drummond,2800,7.76,217.10,48300,33.6,3.3565e+1
42954636,Jaylen Brown,15300,75.00,42954602,Joel Embiid,10400,48.38,42954606,VJ Edgecombe,8200,27.60,42954609,Derrick White,7000,33.39,42954611,Quentin Grimes,4800,13.74,42954613,Sam Hauser,4200,18.90,217.01,49900,31.6,3.1625e+1
42954638,Paul George,13200,51.17,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954613,Sam Hauser,4200,18.90,42954617,Luka Garza,1800,5.62,216.93,49800,33.6,3.3555e+1
42954642,Derrick White,10500,50.09,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954606,VJ Edgecombe,8200,27.60,42954607,Payton Pritchard,7800,33.08,42954615,Andre Drummond,2800,7.76,216.91,49900,31.6,3.1595e+1
42954635,Joel Embiid,15600,72.58,42954604,Tyrese Maxey,10000,42.86,42954605,Paul George,8800,34.11,42954607,Payton Pritchard,7800,33.08,42954612,Nikola Vucevic,4400,18.94,42954614,Jordan Walsh,3400,15.26,216.83,50000,32.9,3.2873e+1
42954637,Tyrese Maxey,15000,64.29,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954607,Payton Pritchard,7800,33.08,42954613,Sam Hauser,4200,18.90,42954618,Dominick Barlow,1600,2.13,216.78,49200,33.4,3.3380e+1
42954635,Joel Embiid,15600,72.58,42954603,Jaylen Brown,10200,50.00,42954605,Paul George,8800,34.11,42954607,Payton Pritchard,7800,33.08,42954612,Nikola Vucevic,4400,18.94,42954615,Andre Drummond,2800,7.76,216.47,49600,31.2,3.1207e+1
42954635,Joel Embiid,15600,72.58,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954609,Derrick White,7000,33.39,42954614,Jordan Walsh,3400,15.26,42954618,Dominick Barlow,1600,2.13,216.22,47800,33.1,3.3065e+1
42954635,Joel Embiid,15600,72.58,42954603,Jaylen Brown,10200,50.00,42954606,VJ Edgecombe,8200,27.60,42954609,Derrick White,7000,33.39,42954611,Quentin Grimes,4800,13.74,42954613,Sam Hauser,4200,18.90,216.21,50000,30.9,3.0923e+1
42954643,Neemias Queta,8400,36.31,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954608,Kelly Oubre Jr.,7400,23.38,42954614,Jordan Walsh,3400,15.26,216.19,49800,33.5,3.3500e+1
42954635,Joel Embiid,15600,72.58,42954604,Tyrese Maxey,10000,42.86,42954606,VJ Edgecombe,8200,27.60,42954609,Derrick White,7000,33.39,42954610,Neemias Queta,5600,24.20,42954614,Jordan Walsh,3400,15.26,215.89,49800,32.7,3.2682e+1
42954637,Tyrese Maxey,15000,64.29,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954610,Neemias Queta,5600,24.20,42954611,Quentin Grimes,4800,13.74,42954614,Jordan Walsh,3400,15.26,215.87,49400,32.0,3.2007e+1
42954637,Tyrese Maxey,15000,64.29,42954602,Joel Embiid,10400,48.38,42954605,Paul George,8800,34.11,42954607,Payton Pritchard,7800,33.08,42954609,Derrick White,7000,33.39,42954628,Hugo Gonzalez,1000,2.48,215.73,50000,32.9,3.2908e+1
42954638,Paul George,13200,51.17,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954609,Derrick White,7000,33.39,42954611,Quentin Grimes,4800,13.74,42954612,Nikola Vucevic,4400,18.94,215.62,50000,33.2,3.3188e+1
42954636,Jaylen Brown,15300,75.00,42954602,Joel Embiid,10400,48.38,42954604,Tyrese Maxey,10000,42.86,42954607,Payton Pritchard,7800,33.08,42954611,Quentin Grimes,4800,13.74,42954628,Hugo Gonzalez,1000,2.48,215.54,49300,30.7,3.0693e+1
42954636,Jaylen Brown,15300,75.00,42954602,Joel Embiid,10400,48.38,42954604,Tyrese Maxey,10000,42.86,42954609,Derrick White,7000,33.39,42954611,Quentin Grimes,4800,13.74,42954618,Dominick Barlow,1600,2.13,215.50,49100,31.4,3.1353e+1
42954638,Paul George,13200,51.17,42954602,Joel Embiid,10400,48.38,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954614,Jordan Walsh,3400,15.26,42954615,Andre Drummond,2800,7.76,215.43,50000,32.2,3.2172e+1
42954636,Jaylen Brown,15300,75.00,42954604,Tyrese Maxey,10000,42.86,42954605,Paul George,8800,34.11,42954609,Derrick White,7000,33.39,42954610,Neemias Queta,5600,24.20,42954620,Justin Edwards,1200,5.83,215.39,47900,33.6,3.3563e+1
42954636,Jaylen Brown,15300,75.00,42954602,Joel Embiid,10400,48.38,42954607,Payton Pritchard,7800,33.08,42954608,Kelly Oubre Jr.,7400,23.38,42954609,Derrick White,7000,33.39,42954618,Dominick Barlow,1600,2.13,215.36,49500,31.2,3.1215e+1
42954635,Joel Embiid,15600,72.58,42954604,Tyrese Maxey,10000,42.86,42954608,Kelly Oubre Jr.,7400,23.38,42954609,Derrick White,7000,33.39,42954610,Neemias Queta,5600,24.20,42954612,Nikola Vucevic,4400,18.94,215.35,50000,32.1,3.2118e+1
42954637,Tyrese Maxey,15000,64.29,42954603,Jaylen Brown,10200,50.00,42954605,Paul George,8800,34.11,42954606,VJ Edgecombe,8200,27.60,42954610,Neemias Queta,5600,24.20,42954616,Baylor Scheierman,2200,15.04,215.24,50000,33.3,3.3315e+1
42954635,Joel Embiid,15600,72.58,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954609,Derrick White,7000,33.39,42954611,Quentin Grimes,4800,13.74,42954628,Hugo Gonzalez,1000,2.48,215.05,48600,30.9,3.0872e+1
42954642,Derrick White,10500,50.09,42954603,Jaylen Brown,10200,50.00,42954604,Tyrese Maxey,10000,42.86,42954605,Paul George,8800,34.11,42954610,Neemias Queta,5600,24.20,42954611,Quentin Grimes,4800,13.74,215.00,49900,32.3,3.2318e+1
42954635,Joel Embiid,15600,72.58,42954604,Tyrese Maxey,10000,42.86,42954607,Payton Pritchard,7800,33.08,42954609,Derrick White,7000,33.39,42954611,Quentin Grimes,4800,13.74,42954612,Nikola Vucevic,4400,18.94,214.59,49600,32.4,3.2382e+1
42954636,Jaylen Brown,15300,75.00,42954604,Tyrese Maxey,10000,42.86,42954605,Paul George,8800,34.11,42954608,Kelly Oubre Jr.,7400,23.38,42954610,Neemias Queta,5600,24.20,42954616,Baylor Scheierman,2200,15.04,214.59,49300,33.0,3.2998e+1
42954637,Tyrese Maxey,15000,64.29,42954603,Jaylen Brown,10200,50.00,42954605,Paul George,8800,34.11,42954609,Derrick White,7000,33.39,42954611,Quentin Grimes,4800,13.74,42954613,Sam Hauser,4200,18.90,214.43,50000,32.1,3.2090e+1
