P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42760433,42760422,42760622,42760522,42760490,42760498,42760445,42760470,42760436,42760652,,100.44,81.33974838,101.0022507,121.664753,132.0097565,154.1147491,189.0052582,158.84,49500,1,95.25,90.35195788,87.38560002,89.17838949,86.21203163,171.4606525,86.14715788,83.18080003,84.97358949,82.00723164,13.37596385,20.00897974
42760423,42760424,42760455,42760516,42760490,42760616,42760627,42760436,42760652,42760495,,103.29,83.64959908,103.399601,122.7370949,134.7321075,156.7920975,188.3791032,174.09,49900,1,102.75,90.48333919,86.85038693,88.82681861,85.19386634,173.2228161,86.21056473,82.57761247,84.55404415,80.92109188,15.66179026,30.28869927
42760422,42760424,42760455,42760516,42760579,42760627,42760595,42760439,42760469,42760482,,104.18,84.68019867,103.9301987,125.2801971,136.6802063,156.525206,184.8211972,163,50000,1,45,90.37185907,86.81028469,88.61534395,85.05376957,174.2305465,86.71319639,83.15162201,84.95668128,81.3951069,0,36.37304604
42760422,42760424,42760613,42760443,42760579,42760627,42760595,42760469,42760481,42760436,,104.89,85.84020042,106.3152008,125.5527,136.5476921,153.7027008,185.9041977,174.02,50000,1,85,90.52381461,86.72468269,88.64401485,84.84488293,174.5324947,86.64561787,82.84648595,84.76581811,80.96668619,14.2358827,44.07100677
42760422,42760424,42760455,42760504,42760579,42760569,42760595,42760449,42760469,42760495,,103.71,84.41520119,104.0652008,124.5027027,133.437709,154.5552032,184.0022038,160.39,49700,1,75,90.09321525,86.61067207,88.3764981,84.89395492,173.9578408,86.51245429,83.02991111,84.79573714,81.31319396,11.37453287,20.31881213
42760422,42760424,42760613,42760443,42760579,42760616,42760527,42760469,42760449,42760495,,103.66,85.76519966,103.0901985,122.8526955,134.3476952,152.1676979,184.2472038,163.19,49400,1,78,90.08360347,86.58433872,88.36734176,84.86807701,173.886128,86.45085606,82.9515913,84.73459435,81.23532959,12.5551235,32.51328766
42760422,42760423,42760455,42760535,42760579,42760627,42760595,42760439,42760542,42760449,,102.9,83.96230125,102.3247986,121.3498001,132.1398003,149.9723045,179.3272986,134.01,49500,1,119.05,89.57326051,86.55237949,88.00152887,84.98064785,173.9859826,86.79754404,83.77666302,85.22581239,82.20493137,0,31.53223693
42760422,42760423,42760455,42760492,42760579,42760627,42760595,42760481,42760449,42760469,,102.58,80.43729973,101.6248016,122.662302,133.6898056,154.6773041,184.1878046,157.2,50000,1,91.05,89.83855183,86.52565248,88.26433575,84.95143641,173.1678189,86.1967181,82.88381876,84.62250203,81.30960269,11.99179799,30.65876067
42760427,42760423,42760622,42760522,42760490,42760616,42760445,42760470,42760436,42760652,,99.63,80.64970016,98.41220093,119.5997028,130.9797005,152.3846977,183.013707,135.72,49500,1,141.7,89.19357168,86.508984,88.04021186,85.35562418,171.3785642,85.75324791,83.06866024,84.5998881,81.91530042,12.00012438,10.09932309
42760433,42760422,42760598,42760441,42760490,42760472,42760527,42760529,42760652,42760436,,100.97,81.46475029,97.60225296,119.0147495,131.3822487,153.6197464,183.6682491,149.79,49500,1,121.25,89.39694973,86.36933398,88.02681543,84.99919969,172.1272711,85.79463965,82.7670239,84.42450536,81.39688961,12.6055559,49.27319288
42760428,42760424,42760568,42760443,42760490,42760632,42760527,42760466,42760439,42760495,,99.8,81.46249962,99.27500153,118.9499969,130.2374969,147.2525002,179.7589999,124.07,49500,1,68.85,88.89705364,86.36097842,87.72391036,85.18783513,171.8421757,85.98140113,83.4453259,84.80825784,82.27218262,0,-2.129608765
42760422,42760423,42760622,42760522,42760490,42760498,42760527,42760436,42760495,42760652,,104.31,83.98730087,103.0247993,124.4997997,136.2322929,155.2873108,184.1353017,165.38,50000,1,115.05,90.03737171,86.34470841,88.19109646,84.49843315,174.2450216,86.34448281,82.6518195,84.49820756,80.80554425,13.49367989,45.20697296
42760422,42760424,42760613,42760444,42760579,42760627,42760595,42760469,42760481,42760436,,103.46,85.09019852,103.5652008,124.1401978,134.9902039,152.5127037,184.4051978,166.22,49900,1,67,89.89419595,86.33954708,88.16376148,84.60911261,173.6542704,86.15198721,82.59733833,84.42155274,80.86690386,12.62032469,32.978037
42760422,42760424,42760613,42760437,42760579,42760627,42760595,42760449,42760469,42760468,,105.37,87.6276989,105.6401978,126.0027027,135.8976982,156.1901978,186.6616977,181.3,49700,1,66,90.39223173,86.31266041,88.36983616,84.29026484,174.6154514,86.24310006,82.16352875,84.22070449,80.14113317,13.8928991,41.15362763
42760422,42760424,42760613,42760444,42760579,42760616,42760627,42760495,42760468,42760436,,101.7,84.84020042,103.3651962,121.4776993,133.3201935,155.0426918,185.2497038,164.22,49400,1,63,89.5923906,86.29061114,88.09292087,84.79114142,172.3830522,85.68493115,82.3831517,84.18546142,80.88368197,12.37209655,20.11655122
42760422,42760423,42760622,42760441,42760490,42760616,42760527,42760470,42760652,42760468,,104.58,84.38730431,101.7497978,123.1872978,133.9897934,154.0323105,183.2907956,164.05,49800,1,90.05,89.98500548,86.27987086,88.09754519,84.39241056,174.5041862,86.41944279,82.71430816,84.53198249,80.82684786,13.81681207,70.70611119
42760423,42760428,42760622,42760522,42760490,42760498,42760445,42760436,42760495,42760652,,100.06,81.47210312,100.0346031,121.4971027,135.2346039,156.6545982,184.7866069,150.63,50000,1,107.9,89.18425514,86.18692403,87.9013441,84.90401299,171.3334649,85.323906,82.32657489,84.04099495,81.04366384,13.48650944,12.37125397
42760422,42760423,42760622,42760441,42760490,42760616,42760527,42760652,42760495,42760467,,104.81,84.36230087,102.4248047,123.5372963,135.0897995,157.6698021,183.3342986,166.4,49300,1,105.05,89.93832978,86.14081012,87.99508717,84.19756751,174.602831,86.31874124,82.52122158,84.37549863,80.57797897,14.07413833,43.86874437
42760433,42760424,42760455,42760516,42760490,42760616,42760461,42760468,42760436,42760652,,98.4,79.11455154,97.20204926,117.1270504,126.7020493,151.4645569,185.4705568,151.12,49800,1,82.95,88.86762998,86.10472893,87.79754675,85.0346457,170.1363593,84.85925973,82.09635868,83.78917651,81.02627546,13.69713714,9.884175658
42760423,42760424,42760491,42760492,42760490,42760616,42760595,42760652,42760495,42760436,,105.51,83.99709892,103.6595993,124.2596035,137.4421013,157.1445976,181.7581038,159.59,49900,1,97.75,89.92666782,86.09397226,87.89145125,84.05875569,175.2394494,86.56944742,82.73675186,84.53423085,80.7015353,12.85264351,36.38593256
42760433,42760423,42760622,42760443,42760579,42760616,42760445,42760468,42760436,42760495,,97.87,77.35915184,97.39665222,118.8341503,129.5841461,152.0591461,183.8976521,139.94,49300,1,102,88.64264111,86.08218691,87.6569214,85.0964672,169.9765234,84.90415738,82.34370318,83.91843766,81.35798347,13.00684835,-12.73204982
42760423,42760424,42760568,42760535,42760453,42760569,42760595,42760439,42760561,42760449,,100.82,80.54709816,99.85960007,120.372097,130.3920982,150.9721008,173.5945947,105.37,49500,1,98.75,88.41421797,86.00323044,87.09291117,84.68192364,173.1507964,86.46648256,84.05549503,85.14517576,82.73418823,0,24.06231463
42760422,42760424,42760568,42760578,42760453,42760616,42760515,42760539,42760466,42760436,,99.91,83.40270042,100.4902,120.0027027,129.2901917,149.0526917,180.1451978,137.63,49900,1,61,88.70049656,85.99445548,87.4474501,84.74140902,171.7442396,85.59455913,82.88851805,84.34151268,81.63547159,8.968938895,14.20000494
42760422,42760423,42760592,42760578,42760519,42760569,42760515,42760439,42760449,42760478,,97.32,79.91230392,97.07479858,115.1998024,125.7772999,144.0797989,175.7252925,104.34,50000,1,88.05,87.85850132,85.92485792,86.99567716,85.06203376,170.5734077,85.50886775,83.57522435,84.64604359,82.71240019,0,26.22667551
42760422,42760424,42760613,42760437,42760579,42760627,42760595,42760481,42760469,42760442,,105.48,85.84020042,105.7651978,127.1651993,138.247702,156.6551979,187.7971918,192.15,49900,1,65,90.21890511,85.90169476,88.10259189,83.78538154,174.4101979,85.73252696,81.41531662,83.61621374,79.29900339,15.60174342,48.05122912
42760431,42760424,42760622,42760522,42760490,42760498,42760445,42760470,42760436,42760495,,100.79,82.92655182,102.2015495,123.601553,134.091552,156.1540558,184.6765442,157.25,49800,1,109.7,89.09689612,85.86299294,87.65869756,84.42479438,171.7163334,85.14798082,81.91407764,83.70978226,80.47587908,13.73421085,22.43582606
42760433,42760424,42760568,42760441,42760490,42760616,42760445,42760508,42760436,42760652,,100.71,79.42455101,100.1620483,121.3370495,133.2195518,153.5670425,182.9135483,150.14,49700,1,107.95,88.95603199,85.86066721,87.5441997,84.44883492,171.8809036,85.31726682,82.22190204,83.90543453,80.81006974,13.38876467,13.23184222
42760425,42760424,42760568,42760441,42760490,42760616,42760445,42760508,42760495,42760652,,99.92,80.18984795,98.10235214,121.052351,133.8148438,156.7473557,183.8858499,151.05,49500,1,78.1,88.86805521,85.84716636,87.55607419,84.53518533,171.2398849,85.05331275,82.0324239,83.74133173,80.72044287,13.39325555,9.036473185
42760422,42760428,42760622,42760494,42760490,42760616,42760458,42760468,42760495,42760436,,99.87,81.14019775,98.14020157,118.6651993,129.5977081,153.2427032,182.0951949,143.17,49900,1,75.15,88.71764342,85.82504023,87.42476964,84.53216645,171.420883,85.21132898,82.31872579,83.9184552,81.02585201,8.674475335,12.74131835
42760422,42760423,42760568,42760451,42760490,42760616,42760515,42760449,42760495,42760652,,103.45,84.37480164,101.9747963,123.4498024,136.332299,154.5247925,181.4822925,157.17,50000,1,88.05,89.30782917,85.77209236,87.50999433,83.97425752,173.8194235,85.89195809,82.35622128,84.09412325,80.55838643,12.24882877,35.45223176
42760427,42760423,42760509,42760504,42760450,42760486,42760595,42760439,42760561,42760482,,94.83,75.28970146,93.87719727,111.3771973,120.2572029,143.3796974,170.9292003,69.91,49800,1,103.7,86.94139977,85.75438888,86.44129372,85.25428283,169.4807714,85.3807913,84.19378041,84.88068525,83.69367436,0,6.48047924
42760422,42760424,42760475,42760516,42760579,42760627,42760595,42760439,42760481,42760469,,102.57,83.14269829,103.3552017,122.4177017,133.1177002,153.6527031,182.7851971,161.82,49300,1,55,89.21012942,85.73424072,87.51778066,84.04189196,173.0706338,85.55185833,82.07596963,83.85950958,80.38362088,0,20.21123916
42760422,42760424,42760475,42760535,42760490,42760569,42760595,42760542,42760495,42760436,,104.78,85.70269966,105.1651993,122.8402004,134.7202003,153.3501945,179.2582037,153.21,49500,1,147,89.35435854,85.70457976,87.37855713,83.72877835,174.9410151,86.30822786,82.65844908,84.33242644,80.68264766,10.09042501,51.96253657
42760433,42760423,42760622,42760443,42760490,42760498,42760527,42760470,42760436,42760495,,99.76,80.32164955,99.57165146,119.3841496,132.8216431,154.7116547,182.4991431,145.15,49700,1,119,88.63039181,85.68223912,87.32556627,84.37741358,171.2514983,85.00523591,82.05708322,83.70041037,80.75225768,13.77097149,5.366084352
42760433,42760423,42760455,42760516,42760490,42760472,42760527,42760436,42760652,42760495,,100.65,79.58664894,97.63665009,120.0866489,131.3466507,150.8866577,182.6551576,150.64,50000,1,121,88.70648155,85.53049514,87.25030481,84.0743184,171.7635188,85.00322929,81.82724288,83.54705255,80.37106614,14.31358179,20.54684609
42760433,42760423,42760598,42760441,42760490,42760472,42760527,42760652,42760495,42760436,,99.66,78.0216465,97.3716507,117.9216518,130.0041435,151.4041519,179.6996552,134.1,49900,1,131,88.30453857,85.51771219,87.01098756,84.22416117,171.4768844,85.11826347,82.33143708,83.82471246,81.03788607,12.12853245,16.41170532
42760422,42760424,42760455,42760443,42760579,42760569,42760595,42760561,42760469,42760495,,103.93,85.97770309,104.3652,123.1526985,133.9477013,153.9076981,181.7472038,164.45,49300,1,77,89.24082674,85.50906509,87.32957228,83.59781063,174.0128569,85.69055963,81.95879798,83.77930517,80.04754352,11.66348066,23.23618531
42760422,42760424,42760455,42760492,42760579,42760627,42760595,42760439,42760542,42760469,,104.01,84.54019928,104.2901993,125.1526985,134.0476921,152.3926979,178.9582008,152.42,49400,1,69,88.99168286,85.40805841,87.07698003,83.49335558,174.375802,85.89962082,82.31599637,83.98491799,80.40129354,0,27.47890055
42760422,42760423,42760613,42760443,42760579,42760616,42760527,42760439,42760652,42760495,,102.89,83.42480278,102.6497993,122.1248016,134.4623047,153.0048042,178.1933046,143.9,49400,1,79.05,88.72784668,85.40705667,86.97662851,83.65583851,173.7376659,85.7703493,82.4495593,84.01913114,80.69834114,0,63.82139921
42760423,42760424,42760475,42760437,42760579,42760472,42760595,42760469,42760542,42760561,,103.49,84.60959816,102.9095993,121.3845959,132.6220947,151.4421005,180.8370947,155.28,49800,1,115.75,89.02547215,85.4056222,87.16664456,83.5467946,173.8030697,85.60123268,81.98138272,83.74240508,80.12255513,11.1398912,14.72498626
42760422,42760423,42760475,42760492,42760579,42760569,42760595,42760439,42760469,42760561,,100.78,80.66230392,98.04980469,118.3998013,129.4972939,149.1973045,174.5952986,118.3,49300,1,82.05,88.06728082,85.38814069,86.64023857,83.96109843,172.7960751,85.73802942,83.05888929,84.31098717,81.63184703,0,1.252516732
42760422,42760426,42760613,42760444,42760579,42760465,42760595,42760481,42760449,42760469,,97.93,79.31200409,98.53700256,117.0994987,128.294503,146.9519966,179.6464935,131.28,50000,1,61.65,87.8869653,85.38170731,86.8135804,84.30832241,170.3070766,84.66473093,82.15947293,83.59134603,81.08608803,10.06379422,26.10621452
42760425,42760431,42760491,42760451,42760490,42760616,42760527,42760467,42760437,42760460,,96.72,75.478899,95.62889862,115.8414021,128.9689018,151.7614059,182.8168941,133.64,49800,1,79.1,87.87805532,85.37189008,86.94459258,84.43842735,169.1213364,84.09341055,81.58724532,83.15994782,80.65378258,11.80711703,-0.059938268
42760422,42760423,42760613,42760441,42760579,42760472,42760562,42760469,42760481,42760529,,103.33,85.43729973,104.2748032,124.8747997,135.3472977,156.0397926,182.7272925,169.23,49800,1,107.05,89.08203741,85.33528521,87.21723428,83.47048207,173.4416683,85.30099333,81.55424113,83.4361902,79.689438,14.4073409,37.37567067
42760422,42760424,42760455,42760492,42760490,42760616,42760527,42760652,42760495,42760473,,104.81,85.51519966,102.1651993,123.0402031,134.2126999,153.8026917,180.4427008,163.81,49800,1,92,89.17457482,85.30115834,87.11688863,83.24347215,174.6799245,85.78507013,81.91165365,83.72738394,79.85396747,11.37686617,56.80334568
42760422,42760423,42760493,42760451,42760553,42760569,42760595,42760561,42760449,42760470,,99.46,81.23329735,98.29579926,117.3208008,127.9858021,147.9483063,178.0248129,132.71,49600,1,83.05,87.94399541,85.2101626,86.64197411,83.9081413,171.4503772,84.9505822,82.21674939,83.6485609,80.91472809,7.40192349,2.5691716
42760423,42760424,42760613,42760443,42760579,42760616,42760527,42760481,42760436,42760495,,102.23,83.25959969,103.0096016,123.609602,136.0296043,155.5196037,180.3350948,154.51,50000,1,111.75,88.61881905,85.20180283,86.90696828,83.48995206,172.9733433,85.21517347,81.79815725,83.5033227,80.08630648,13.1788569,38.70521188
42760433,42760423,42760491,42760451,42760490,42760465,42760595,42760482,42760467,42760460,,98.64,79.52164841,97.17164993,119.5341511,129.9766548,149.3616493,180.0766461,135.14,49900,1,82,87.91507586,85.17942035,86.7047157,83.96906018,170.6507262,84.54954996,81.81389444,83.3391898,80.60353428,11.56608233,6.347133219
