P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42766685,42766686,42766911,42766713,42766771,42766849,42766845,42766704,42766827,42766750,,99.13,78.28684807,97.48685074,116.0743504,129.4518578,150.9818588,182.245347,82.86,49600,1,0,91.85920577,90.74329284,91.61363075,90.49771783,171.5329082,89.49376706,88.37785413,89.24819204,88.13227911,5.502575702,16.68708324
42766685,42766686,42766787,42766833,42766786,42767001,42766733,42766759,42767015,42766702,,100.7,80.46184731,99.0618515,119.53685,132.0018478,153.9943466,182.79685,101.07,49400,1,0,92.17492096,90.7224657,91.70334796,90.2508927,172.4723111,89.7038472,88.25139195,89.2322742,87.77981894,6.790702754,13.98485601
42766686,42766685,42766721,42766792,42766771,42766984,42766863,42766761,42766702,42766791,,102.82,81.22434807,100.66185,121.3368492,133.374353,154.889341,179.9008409,96.44,49900,1,0,92.33181268,90.68111414,91.58544139,89.93474285,174.1924542,90.36520222,88.71450368,89.61883093,87.96813238,6.300080354,49.20007586
42766686,42766682,42766800,42766963,42766717,42766965,42766814,42766751,42766827,42766704,,97.78,81.74594879,99.18344879,119.2459507,131.8909515,154.5434479,184.2344443,82.46,49700,1,0,91.69041264,90.65073425,91.59871507,90.55903668,170.3797475,88.93816775,87.89848936,88.84647018,87.80679179,5.921879146,42.01842248
42766685,42766687,42766947,42766774,42766722,42766836,42766755,42766704,42766827,42766752,,93.48,74.54354858,92.36854553,114.893549,125.8085484,149.2735458,182.9005547,70.67,50000,1,0,90.62266638,90.38424246,91.0944417,90.85601778,167.6768943,88.02029336,87.78186945,88.49206868,88.25364476,5.190327634,10.5682753
42766686,42766682,42766816,42766792,42766717,42766984,42766863,42766708,42766761,42766813,,103.39,84.72095108,102.4834518,121.2709522,132.7284439,153.3509499,182.3394502,106.87,50000,1,0,92.34312082,90.2782428,91.42878615,89.36390813,174.121347,89.80582544,87.74094743,88.89149078,86.82661276,6.669364319,51.47200823
42766686,42766696,42766800,42766809,42766717,42766772,42766814,42766704,42766827,42766738,,95.9,74.77854729,94.75354767,115.3035507,128.2760414,152.0560577,182.6080463,71.81,49700,1,0,90.94988954,90.23569053,91.06412661,90.34992761,169.2292038,88.35034423,87.63614522,88.4645813,87.7503823,5.794221623,32.59928823
42766686,42766687,42766724,42766840,42766722,42766849,42766718,42766720,42766898,42766828,,101.55,80.63699913,100.2994995,119.7619972,130.6145012,149.8069992,181.4055055,96.79,50000,1,0,91.84837686,90.14643068,91.17544255,89.47349637,173.0043434,89.43427556,87.73232938,88.76134125,87.05939507,7.491164186,27.8145045
42766686,42766682,42766763,42766833,42766717,42767001,42766864,42766933,42766759,42766704,,101.72,82.08345032,101.6084518,123.7334518,134.2909477,157.4009537,182.5914503,104.89,49800,1,0,91.90038991,90.04999194,91.17721017,89.3268122,172.933589,89.24191495,87.39151697,88.51873521,86.66833723,7.884243905,13.37387413
42766685,42766682,42766763,42766963,42766722,42766836,42766814,42766704,42766872,42766827,,97.33,78.8010006,96.83850098,116.4509983,129.6535027,151.1910065,182.4919949,85.18,49800,1,0,91.04302718,89.99147949,90.91941175,89.86786406,170.0872197,88.38284582,87.33129814,88.2592304,87.20768271,5.885559109,26.62251294
42766686,42766687,42766721,42766713,42766886,42766984,42766863,42766761,42766791,42766702,,99.57,78.9869976,97.72449875,117.2245007,128.7869965,151.6495056,177.5504996,73.96,49900,1,0,91.09281646,89.97583831,90.70035877,89.58338063,172.1497764,89.31171277,88.19473463,88.91925508,87.80227694,5.092936896,51.11482739
42766696,42766684,42766800,42766774,42766717,42766849,42766718,42766704,42766828,42766827,,95.22,75.12835312,93.91584778,114.3908501,127.8283478,151.3458473,181.8023479,76.75,50000,1,0,90.49537595,89.82891652,90.64327017,89.97681074,168.7547354,87.90442079,87.23796137,88.05231501,87.38585559,5.998022255,40.35747051
