Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5113962457,sbcousle (34/150),0,190.6,1B Nick Kurtz 2B Oswald Peraza 3B Yoan Moncada C Drake Baldwin OF Mike Trout OF Byron Buxton OF Jo Adell P Yoshinobu Yamamoto P Reid Detmers SS Zach Neto,,Yoshinobu Yamamoto,P,41.33%,26.25
2,5113893247,nickps (104/150),0,189.6,1B Jake Bauers 2B Brice Turang 3B Yoan Moncada C Gary Sanchez OF Mike Trout OF Jo Adell OF Jorge Soler P Yoshinobu Yamamoto P Reid Detmers SS Zach Neto,,MacKenzie Gore,P,37.15%,11.1
3,5113539909,jb101086 (27/75),0,186.35,1B Willson Contreras 2B JJ Wetherholt 3B Jose Ramirez C Ivan Herrera OF Byron Buxton OF Chase DeLauter OF Jo Adell P Jacob Misiorowski P Reid Detmers SS Jacob Wilson,,Jacob Misiorowski,P,33.78%,15
4,5113691567,nerdytenor (12/150),0,180.4,1B Alec Burleson 2B JJ Wetherholt 3B Jose Ramirez C Ivan Herrera OF Brandon Nimmo OF Byron Buxton OF Jordan Walker P Ryan Weathers P Reid Detmers SS Corey Seager,,Aaron Judge,OF,33.38%,5
5,5114097509,prime123 (3/3),0,177.35,1B Munetaka Murakami 2B Kody Clemens 3B Jose Ramirez C Hunter Goodman OF Jo Adell OF Daulton Varsho OF Jorge Soler P Yoshinobu Yamamoto P MacKenzie Gore SS Jose Caballero,,Yordan Alvarez,OF,20.84%,11
6,5113429632,benzpiece,0,177.05,1B Jonathan Aranda 2B Ben Williamson 3B Junior Caminero C Hunter Goodman OF Ronald Acuna Jr. OF Byron Buxton OF Ryan Vilade P Nolan McLean P Michael King SS Zach Neto,,Jose Ramirez,3B,17.59%,26
7,5113546837,drunkonpappy (63/110),0,176.6,1B Matt Olson 2B Kody Clemens 3B Jose Ramirez C Logan O'Hoppe OF Byron Buxton OF Jo Adell OF Daulton Varsho P Yoshinobu Yamamoto P Reid Detmers SS Zach Neto,,Zach Neto,SS,17.20%,0
7,5113807146,Hebrewcheetah (41/150),0,176.6,1B Christian Walker 2B Vaughn Grissom 3B Jose Ramirez C Logan O'Hoppe OF Mike Trout OF Jo Adell OF Jorge Soler P Yoshinobu Yamamoto P Reid Detmers SS Corey Seager,,Amed Rosario,2B,15.99%,3
9,5113593225,skijmb (14/150),0,175.6,1B Kyle Manzardo 2B Oswald Peraza 3B Jose Ramirez C Drake Baldwin OF Ronald Acuna Jr. OF Jo Adell OF Jorge Soler P Yoshinobu Yamamoto P Reid Detmers SS Zach Neto,,Ronald Acuna Jr.,OF,14.59%,7
10,5113489009,zroth2 (133/150),0,174.6,1B Christian Walker 2B Jose Altuve 3B Carlos Correa C Christian Vazquez OF Yordan Alvarez OF Byron Buxton OF Trevor Larnach P Yoshinobu Yamamoto P Reid Detmers SS Brooks Lee,,Jose Caballero,SS,14.41%,0
11,5113615536,giantsquid (106/150),0,174.35,1B Josh Naylor 2B Vaughn Grissom 3B Jose Ramirez C Ivan Herrera OF Mike Trout OF Byron Buxton OF Jo Adell P Jacob Misiorowski P Reid Detmers SS Zach Neto,,Paul Goldschmidt,1B,14.04%,0
12,5113691644,nerdytenor (89/150),0,170.85,1B Christian Walker 2B Luke Keaschall 3B Jorge Polanco C Ivan Herrera OF Yordan Alvarez OF Byron Buxton OF Tyler Freeman P MacKenzie Gore P Mick Abel SS Francisco Lindor,,Ryan Weathers,P,14.04%,17.05
13,5113615544,giantsquid (114/150),0,170.6,1B Yandy Diaz 2B Vaughn Grissom 3B Junior Caminero C Ivan Herrera OF Mike Trout OF Byron Buxton OF Jo Adell P Yoshinobu Yamamoto P Reid Detmers SS Zach Neto,,Corey Seager,SS,13.98%,2
14,5113581519,mrgoodseats (75/150),0,170.35,1B Kody Clemens 2B Vaughn Grissom 3B Jose Ramirez C Logan O'Hoppe OF Mike Trout OF Byron Buxton OF Jo Adell P Yoshinobu Yamamoto P MacKenzie Gore SS Brooks Lee,,Giancarlo Stanton,OF,13.66%,0
15,5113949207,texasnumbercruncher (2/5),0,170.25,1B Christian Walker 2B Brice Turang 3B Manny Machado C Gary Sanchez OF Cam Smith OF Jordan Beck OF Ryan Vilade P Jacob Misiorowski P Yoshinobu Yamamoto SS Francisco Lindor,,Wyatt Langford,OF,13.61%,2
16,5113535257,ShaidyAdvice (51/150),0,170.2,1B Kyle Manzardo 2B Vaughn Grissom 3B Jose Ramirez C Hunter Goodman OF Mike Trout OF Jo Adell OF Jorge Soler P Kevin Gausman P Reid Detmers SS Zach Neto,,Kevin Gausman,P,13.36%,9.85
17,5113920443,rsbathla (110/150),0,168.7,1B TJ Rumfield 2B Willi Castro 3B Oswald Peraza C Hunter Goodman OF Yordan Alvarez OF Mike Trout OF Byron Buxton P Bryan Woo P Reid Detmers SS Ezequiel Tovar,,Austin Riley,3B,12.99%,0
18,5113920366,rsbathla (33/150),0,168.6,1B Vladimir Guerrero Jr. 2B Ernie Clement 3B Junior Caminero C Hunter Goodman OF Yordan Alvarez OF Daulton Varsho OF Jesus Sanchez P Yoshinobu Yamamoto P Reid Detmers SS Andres Gimenez,,Chase DeLauter,OF,12.41%,0
19,5114029494,ray.a.beau27 (3/3),0,168.5,1B Vladimir Guerrero Jr. 2B Brice Turang 3B Kazuma Okamoto C Gary Sanchez OF Daulton Varsho OF Sal Frelick OF Jesus Sanchez P Yoshinobu Yamamoto P Jeffrey Springs SS Andres Gimenez,,Drake Baldwin,C,11.94%,14
20,5113954552,lostories (144/150),0,168.1,1B Yandy Diaz 2B Luke Keaschall 3B Junior Caminero C Hunter Goodman OF Byron Buxton OF Chandler Simpson OF Ryan Vilade P Kevin Gausman P Yoshinobu Yamamoto SS Ben Williamson,,Matt Olson,1B,11.86%,7
21,5113457230,OneDropKing (104/150),0,168.05,1B TJ Rumfield 2B Luke Keaschall 3B Jose Ramirez C Hunter Goodman OF Byron Buxton OF Brenton Doyle OF Jordan Beck P Jacob Misiorowski P Ryan Weathers SS Jacob Wilson,,Hunter Goodman,C,11.31%,28
22,5113548003,Bsgolfer7 (104/150),0,167.6,1B Alec Burleson 2B JJ Wetherholt 3B Yoan Moncada C Ivan Herrera OF Mike Trout OF Jo Adell OF Jorge Soler P Kevin Gausman P Mick Abel SS Zach Neto,,Sonny Gray,P,11.29%,-5.6
