P,P,C,1B,2B,3B,SS,OF,OF,OF
42942126,42942123,42942132,42942137,42942157,42942147,42942134,42942177,42942127,42942153
42942123,42942126,42942180,42942128,42942157,42942156,42942134,42942160,42942130,42942186
42942123,42942126,42942172,42942135,42942138,42942147,42942134,42942152,42942153,42942129
42942126,42942123,42942172,42942131,42942157,42942133,42942134,42942152,42942160,42942146
42942126,42942123,42942132,42942131,42942157,42942143,42942161,42942160,42942153,42942129
42942126,42942123,42942172,42942131,42942136,42942156,42942134,42942177,42942130,42942153
42942123,42942126,42942172,42942135,42942157,42942156,42942140,42942152,42942127,42942130
42942123,42942126,42942180,42942131,42942136,42942143,42942134,42942165,42942127,42942162
42942126,42942123,42942173,42942135,42942136,42942133,42942134,42942177,42942152,42942127
42942310,42942123,42942180,42942131,42942150,42942133,42942134,42942127,42942160,42942130
42942233,42942123,42942172,42942128,42942157,42942133,42942134,42942127,42942177,42942130
42942252,42942123,42942172,42942128,42942136,42942143,42942134,42942152,42942130,42942146
42942126,42942123,42942172,42942131,42942136,42942133,42942140,42942144,42942127,42942186
42942301,42942123,42942132,42942131,42942157,42942156,42942134,42942129,42942130,42942146
42942310,42942123,42942173,42942128,42942157,42942141,42942134,42942127,42942129,42942139
42942252,42942123,42942180,42942128,42942136,42942133,42942148,42942127,42942130,42942139
42942252,42942123,42942172,42942128,42942150,42942141,42942140,42942130,42942129,42942139
42942288,42942126,42942132,42942131,42942136,42942133,42942134,42942127,42942129,42942153
42942126,42942123,42942172,42942149,42942138,42942156,42942134,42942160,42942127,42942144
42942123,42942126,42942173,42942137,42942157,42942133,42942140,42942160,42942162,42942130
42942123,42942126,42942172,42942149,42942136,42942143,42942161,42942127,42942152,42942153
42942123,42942126,42942132,42942131,42942150,42942141,42942148,42942160,42942186,42942139
42942252,42942123,42942132,42942128,42942138,42942141,42942134,42942129,42942153,42942186
42942123,42942126,42942173,42942135,42942157,42942143,42942134,42942144,42942162,42942129
42942123,42942126,42942132,42942137,42942138,42942133,42942140,42942165,42942152,42942142
42942252,42942123,42942180,42942131,42942157,42942141,42942140,42942127,42942130,42942186
42942123,42942126,42942173,42942131,42942157,42942143,42942140,42942177,42942127,42942142
42942279,42942123,42942173,42942131,42942157,42942133,42942148,42942127,42942152,42942130
42942276,42942123,42942180,42942128,42942157,42942143,42942150,42942127,42942152,42942130
42942252,42942123,42942132,42942149,42942138,42942147,42942140,42942152,42942130,42942129
42942123,42942126,42942132,42942135,42942136,42942143,42942140,42942144,42942160,42942142
42942252,42942126,42942172,42942137,42942136,42942133,42942140,42942129,42942153,42942130
42942252,42942123,42942132,42942128,42942150,42942133,42942161,42942186,42942130,42942146
42942123,42942126,42942173,42942131,42942138,42942133,42942148,42942160,42942144,42942153
42942252,42942123,42942172,42942135,42942157,42942133,42942148,42942152,42942144,42942129
42942123,42942126,42942172,42942137,42942157,42942147,42942161,42942144,42942129,42942142
42942252,42942123,42942180,42942135,42942136,42942143,42942140,42942152,42942139,42942129
42942252,42942123,42942180,42942128,42942150,42942143,42942148,42942129,42942153,42942146
42942252,42942123,42942132,42942128,42942150,42942143,42942140,42942165,42942144,42942152
42942252,42942123,42942172,42942137,42942136,42942147,42942148,42942165,42942139,42942129
42942252,42942123,42942180,42942128,42942138,42942141,42942161,42942146,42942142,42942139
42942252,42942126,42942172,42942128,42942138,42942143,42942140,42942144,42942129,42942142
42942252,42942123,42942132,42942149,42942138,42942133,42942148,42942165,42942144,42942139
42942310,42942123,42942132,42942128,42942136,42942141,42942150,42942153,42942139,42942146
42942123,42942233,42942172,42942131,42942136,42942141,42942140,42942160,42942152,42942139
42942252,42942126,42942132,42942128,42942136,42942133,42942161,42942144,42942142,42942153
42942252,42942123,42942180,42942128,42942136,42942143,42942140,42942152,42942139,42942146
42942252,42942123,42942132,42942137,42942138,42942143,42942161,42942144,42942152,42942139
42942126,42942123,42942132,42942135,42942138,42942147,42942161,42942144,42942165,42942142
