PG,SG,SF,PF,C,G,F,UTIL
42675451,42675301,42675426,42675330,42675281,42675437,42675421,42675433
42675298,42675398,42675454,42675368,42675392,42675307,42675421,42675317
42675451,42675410,42675454,42675426,42675392,42675298,42675340,42675281
42675357,42675454,42675394,42675286,42675459,42675421,42675437,42675281
42675398,42675410,42675361,42675459,42675281,42675421,42675437,42675289
42675417,42675421,42675437,42675368,42675281,42675398,42675289,42675433
42675451,42675301,42675454,42675459,42675366,42675417,42675340,42675281
42675451,42675387,42675465,42675286,42675317,42675402,42675426,42675289
42675398,42675421,42675340,42675304,42675281,42675437,42675426,42675433
42675402,42675410,42675426,42675368,42675392,42675301,42675437,42675281
42675451,42675337,42675426,42675383,42675463,42675307,42675421,42675281
42675451,42675292,42675340,42675426,42675463,42675301,42675421,42675307
42675451,42675337,42675340,42675286,42675433,42675301,42675426,42675421
42675451,42675337,42675394,42675286,42675463,42675301,42675348,42675410
42675451,42675454,42675361,42675368,42675313,42675437,42675289,42675317
42675451,42675421,42675310,42675368,42675313,42675398,42675289,42675426
42675298,42675410,42675454,42675313,42675463,42675357,42675289,42675421
42675327,42675337,42675421,42675289,42675463,42675437,42675310,42675426
42675402,42675301,42675361,42675459,42675463,42675410,42675368,42675281
42675298,42675301,42675437,42675368,42675392,42675421,42675426,42675317
42675451,42675410,42675340,42675394,42675281,42675421,42675426,42675310
42675451,42675454,42675340,42675304,42675281,42675402,42675394,42675398
42675451,42675437,42675340,42675304,42675459,42675421,42675375,42675281
42675451,42675454,42675340,42675289,42675366,42675337,42675421,42675317
42675402,42675357,42675426,42675459,42675281,42675437,42675289,42675398
42675402,42675410,42675340,42675459,42675281,42675398,42675310,42675433
42675402,42675417,42675375,42675459,42675366,42675307,42675421,42675281
42675307,42675361,42675426,42675459,42675281,42675398,42675421,42675381
42675451,42675454,42675348,42675313,42675366,42675301,42675426,42675317
42675402,42675410,42675426,42675313,42675317,42675301,42675421,42675357
42675402,42675454,42675465,42675459,42675281,42675357,42675368,42675289
42675451,42675465,42675421,42675459,42675366,42675357,42675289,42675281
42675307,42675292,42675465,42675304,42675463,42675337,42675459,42675421
42675451,42675333,42675394,42675286,42675366,42675437,42675289,42675463
42675417,42675421,42675394,42675313,42675317,42675437,42675375,42675289
42675451,42675454,42675421,42675368,42675392,42675398,42675289,42675281
42675307,42675337,42675394,42675459,42675463,42675398,42675421,42675281
42675307,42675417,42675426,42675330,42675368,42675437,42675286,42675398
42675451,42675301,42675340,42675459,42675281,42675398,42675394,42675421
42675402,42675357,42675437,42675286,42675366,42675398,42675421,42675289
42675357,42675301,42675437,42675459,42675392,42675398,42675304,42675313
42675398,42675454,42675375,42675459,42675351,42675301,42675313,42675317
42675451,42675410,42675394,42675459,42675366,42675307,42675368,42675281
42675357,42675465,42675340,42675459,42675281,42675437,42675310,42675421
42675451,42675398,42675421,42675383,42675368,42675298,42675313,42675317
42675451,42675454,42675421,42675304,42675317,42675357,42675368,42675307
42675333,42675454,42675394,42675459,42675317,42675301,42675313,42675421
42675402,42675410,42675310,42675459,42675366,42675437,42675368,42675281
42675298,42675437,42675340,42675313,42675463,42675398,42675421,42675317
42675357,42675337,42675454,42675368,42675317,42675465,42675286,42675421
42675298,42675437,42675426,42675459,42675463,42675417,42675286,42675289
42675298,42675454,42675465,42675304,42675366,42675421,42675368,42675317
42675398,42675301,42675426,42675459,42675343,42675421,42675313,42675317
42675402,42675421,42675340,42675459,42675463,42675327,42675286,42675317
42675451,42675398,42675310,42675459,42675351,42675421,42675368,42675281
42675451,42675454,42675421,42675330,42675381,42675410,42675286,42675289
42675451,42675292,42675421,42675426,42675366,42675301,42675437,42675298
42675402,42675410,42675340,42675426,42675463,42675298,42675437,42675281
42675327,42675465,42675310,42675459,42675463,42675417,42675383,42675281
42675298,42675337,42675426,42675459,42675368,42675398,42675286,42675421
42675451,42675454,42675437,42675330,42675463,42675402,42675289,42675281
42675333,42675437,42675375,42675459,42675463,42675307,42675286,42675348
42675307,42675454,42675375,42675459,42675463,42675357,42675368,42675281
42675402,42675417,42675421,42675368,42675392,42675307,42675426,42675281
42675298,42675357,42675437,42675394,42675317,42675307,42675426,42675421
42675451,42675301,42675454,42675330,42675433,42675398,42675313,42675317
42675398,42675301,42675437,42675459,42675366,42675421,42675289,42675317
42675298,42675410,42675375,42675459,42675463,42675398,42675368,42675281
42675307,42675337,42675454,42675426,42675392,42675327,42675421,42675310
42675298,42675454,42675437,42675304,42675392,42675410,42675368,42675307
42675451,42675337,42675421,42675394,42675392,42675307,42675286,42675381
42675402,42675410,42675378,42675426,42675281,42675437,42675421,42675289
42675398,42675301,42675375,42675459,42675281,42675421,42675368,42675433
42675402,42675292,42675375,42675313,42675392,42675437,42675426,42675317
42675298,42675410,42675426,42675459,42675351,42675398,42675421,42675281
42675402,42675410,42675454,42675459,42675281,42675307,42675421,42675333
42675307,42675292,42675454,42675289,42675381,42675421,42675426,42675437
42675398,42675465,42675426,42675383,42675392,42675421,42675289,42675281
42675451,42675421,42675310,42675313,42675392,42675307,42675426,42675343
42675451,42675301,42675421,42675459,42675281,42675506,42675310,42675426
42675298,42675357,42675454,42675304,42675392,42675307,42675394,42675463
42675298,42675301,42675426,42675459,42675463,42675437,42675330,42675317
42675402,42675301,42675375,42675304,42675392,42675421,42675313,42675437
42675451,42675337,42675361,42675368,42675392,42675292,42675313,42675421
42675298,42675454,42675437,42675368,42675392,42675327,42675313,42675366
42675307,42675454,42675340,42675304,42675381,42675465,42675313,42675426
42675402,42675417,42675340,42675459,42675463,42675307,42675383,42675281
42675398,42675437,42675340,42675368,42675366,42675327,42675289,42675392
42675451,42675337,42675454,42675383,42675392,42675327,42675286,42675343
42675451,42675454,42675348,42675304,42675392,42675327,42675368,42675313
42675451,42675454,42675310,42675459,42675313,42675337,42675289,42675410
42675451,42675301,42675454,42675394,42675366,42675410,42675375,42675281
42675307,42675454,42675340,42675304,42675366,42675465,42675319,42675437
42675307,42675357,42675348,42675459,42675366,42675437,42675345,42675313
42675333,42675398,42675454,42675304,42675463,42675327,42675313,42675392
42675402,42675357,42675340,42675368,42675392,42675398,42675426,42675281
42675451,42675301,42675426,42675459,42675366,42675402,42675368,42675281
42675357,42675454,42675437,42675368,42675381,42675327,42675313,42675317
42675398,42675454,42675465,42675394,42675366,42675410,42675289,42675281
42675498,42675301,42675454,42675459,42675463,42675437,42675289,42675281
42675402,42675454,42675437,42675368,42675392,42675417,42675289,42675281
42675398,42675410,42675394,42675426,42675392,42675437,42675289,42675281
42675451,42675465,42675437,42675368,42675366,42675307,42675289,42675317
42675357,42675454,42675340,42675368,42675366,42675301,42675313,42675426
42675307,42675410,42675340,42675368,42675392,42675301,42675426,42675366
42675402,42675437,42675340,42675368,42675366,42675398,42675375,42675281
42675357,42675437,42675340,42675426,42675366,42675398,42675289,42675317
42675451,42675454,42675394,42675313,42675317,42675398,42675289,42675353
42675357,42675337,42675426,42675330,42675459,42675301,42675313,42675463
42675327,42675301,42675413,42675459,42675463,42675437,42675313,42675317
42675307,42675292,42675454,42675368,42675313,42675410,42675426,42675398
42675298,42675301,42675454,42675459,42675366,42675357,42675437,42675317
42675451,42675337,42675340,42675459,42675368,42675292,42675394,42675317
42675402,42675398,42675375,42675426,42675392,42675298,42675437,42675281
42675417,42675410,42675375,42675304,42675366,42675465,42675313,42675317
42675327,42675301,42675426,42675330,42675392,42675437,42675313,42675463
42675398,42675301,42675375,42675459,42675366,42675437,42675426,42675281
42675307,42675454,42675348,42675345,42675463,42675357,42675313,42675351
42675298,42675410,42675426,42675459,42675317,42675398,42675383,42675289
42675298,42675454,42675375,42675368,42675281,42675402,42675426,42675433
42675298,42675417,42675426,42675459,42675281,42675437,42675330,42675433
42675298,42675454,42675340,42675304,42675463,42675327,42675368,42675433
42675451,42675454,42675394,42675368,42675366,42675398,42675310,42675281
42675357,42675454,42675426,42675319,42675317,42675465,42675368,42675289
42675398,42675337,42675454,42675426,42675366,42675301,42675340,42675317
42675451,42675337,42675454,42675368,42675392,42675298,42675340,42675307
42675298,42675292,42675426,42675459,42675392,42675410,42675289,42675437
42675402,42675337,42675340,42675459,42675463,42675292,42675304,42675368
42675451,42675337,42675340,42675368,42675366,42675410,42675289,42675351
42675451,42675301,42675340,42675368,42675392,42675402,42675289,42675381
42675451,42675337,42675340,42675330,42675366,42675398,42675368,42675317
42675402,42675301,42675340,42675368,42675366,42675437,42675289,42675433
42675307,42675454,42675340,42675286,42675368,42675357,42675426,42675437
42675402,42675410,42675394,42675330,42675392,42675301,42675368,42675313
42675417,42675454,42675426,42675459,42675351,42675301,42675368,42675281
42675451,42675292,42675310,42675459,42675366,42675437,42675368,42675313
42675402,42675454,42675375,42675368,42675281,42675410,42675310,42675417
42675307,42675337,42675454,42675383,42675366,42675437,42675345,42675313
42675307,42675398,42675454,42675368,42675366,42675437,42675426,42675281
42675327,42675465,42675340,42675304,42675463,42675437,42675313,42675345
42675402,42675454,42675340,42675368,42675281,42675398,42675465,42675327
42675451,42675337,42675437,42675459,42675281,42675301,42675383,42675433
42675298,42675437,42675426,42675459,42675366,42675402,42675289,42675317
42675417,42675410,42675454,42675394,42675392,42675301,42675368,42675281
42675402,42675465,42675340,42675304,42675281,42675437,42675394,42675417
42675402,42675357,42675375,42675304,42675463,42675307,42675459,42675313
42675451,42675301,42675437,42675304,42675366,42675307,42675426,42675392
42675298,42675292,42675454,42675459,42675392,42675307,42675465,42675348
42675451,42675301,42675340,42675330,42675392,42675465,42675368,42675313
42675451,42675333,42675454,42675304,42675392,42675417,42675426,42675281
42675357,42675301,42675426,42675459,42675463,42675398,42675368,42675281
42675333,42675454,42675394,42675368,42675392,42675301,42675313,42675366
42675398,42675292,42675426,42675304,42675459,42675410,42675368,42675317
42675402,42675337,42675454,42675459,42675281,42675307,42675394,42675417
42675307,42675301,42675378,42675459,42675463,42675437,42675313,42675343
42675402,42675417,42675340,42675459,42675281,42675327,42675375,42675433
42675451,42675454,42675426,42675319,42675317,42675357,42675313,42675345
42675402,42675337,42675394,42675459,42675281,42675437,42675313,42675426
42675451,42675437,42675340,42675286,42675459,42675398,42675345,42675289
42675398,42675454,42675465,42675368,42675392,42675301,42675289,42675317
42675307,42675292,42675454,42675330,42675392,42675337,42675437,42675426
42675451,42675465,42675394,42675426,42675392,42675357,42675289,42675281
42675402,42675333,42675348,42675459,42675463,42675327,42675368,42675286
42675451,42675301,42675454,42675368,42675392,42675307,42675375,42675317
42675298,42675357,42675394,42675304,42675463,42675398,42675426,42675317
42675451,42675357,42675378,42675368,42675392,42675402,42675313,42675286
42675333,42675337,42675340,42675368,42675463,42675398,42675286,42675437
42675298,42675333,42675454,42675459,42675392,42675307,42675345,42675366
42675307,42675292,42675454,42675345,42675392,42675398,42675361,42675366
42675451,42675410,42675413,42675330,42675459,42675298,42675437,42675281
42675451,42675454,42675310,42675413,42675383,42675465,42675286,42675289
42675402,42675437,42675375,42675353,42675463,42675398,42675310,42675281
42675451,42675437,42675375,42675383,42675281,42675398,42675289,42675433
42675298,42675337,42675454,42675426,42675433,42675506,42675289,42675317
42675307,42675357,42675394,42675304,42675459,42675398,42675313,42675417
42675307,42675454,42675375,42675304,42675463,42675327,42675345,42675392
42675357,42675292,42675454,42675330,42675366,42675410,42675426,42675317
42675298,42675470,42675426,42675368,42675433,42675398,42675289,42675317
42675357,42675337,42675426,42675383,42675381,42675398,42675313,42675317
42675402,42675301,42675454,42675383,42675463,42675298,42675313,42675357
42675327,42675454,42675340,42675368,42675281,42675410,42675426,42675433
