P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42944644,42944646,42944688,42944668,42944860,42944920,42944856,42944872,42944683,42944808,,100.59,80.28750229,99.84999847,119.9375019,132.6075043,156.0675026,182.7575,82.44,49800,1,94.8,91.6500037,89.95079615,90.83618614,89.13697859,174.0389233,89.80765127,88.10844372,88.99383371,87.29462616,5.440222239,87.47890592
42944644,42944648,42944681,42944715,42944742,42944920,42944797,42944683,42944808,42944872,,100.09,77.41570091,96.49069595,118.8781986,132.8032013,153.3132011,182.4706982,81.06,49800,1,95.2,91.46920623,89.85087614,90.7118873,89.09355721,173.7108557,89.64349168,88.02516158,88.88617274,87.26784265,6.080154188,55.2757442
42944644,42944662,42944697,42944715,42944740,42944670,42944850,42944683,42944872,42944808,,102.52,83.05235291,101.0273514,120.7523499,132.8173515,155.364856,181.5098468,84.38,50000,1,99.35,91.82360418,89.79610442,90.7221409,88.69464114,175.4121757,90.146958,88.11945823,89.04549472,87.01799495,6.957096049,54.32915092
42944647,42944646,42944681,42944715,42944693,42944920,42944736,42944808,42944872,42944728,,102.98,83.37480354,100.0998001,121.3247986,130.8023003,150.3073044,181.1568106,94.04,50000,1,106.15,91.52357134,89.25293773,90.26965187,87.99901825,175.5774997,89.7273484,87.45671478,88.47342892,86.20279531,7.230777576,37.73704767
42944644,42944650,42944865,42944715,42944696,42944703,42944775,42944808,42944872,42944683,,104.53,82.98049736,104.9179993,125.7555027,138.9030037,161.850499,191.1549902,142.44,50000,1,112.3,92.34455891,89.00169154,90.74267971,87.39981234,175.2971099,88.72347359,85.38060623,87.1215944,83.77872703,10.65961467,57.92642236
42944647,42944645,42944909,42944866,42944803,42944773,42944695,42944692,42944714,42944721,,99.57,79.42479897,98.54980469,117.0623035,127.6522999,148.2548012,181.4522986,83.62,49600,1,141.7,90.7021607,88.95367803,89.87765703,88.12917436,173.1930217,88.75472734,87.00624467,87.93022368,86.181741,0,2.616515197
42944644,42944662,42944697,42944715,42944920,42944691,42944678,42944872,42944683,42944808,,101.96,79.75234985,100.6773491,121.7148476,133.7248482,155.00485,176.3628558,70.39,49800,1,113.35,90.74668367,88.87677792,89.61594825,87.74604249,175.3638638,89.6599081,87.79000235,88.52917268,86.65926692,5.676409017,63.98920417
42944647,42944650,42944676,42944715,42944696,42944920,42944807,42944683,42944872,42944808,,106.15,85.77480316,104.4748001,127.4748001,139.5573029,158.5222992,185.7508015,127.98,49700,1,105.65,92.16819426,88.84396308,90.35816074,87.03392956,176.9716047,89.43563477,86.11140359,87.62560126,84.30137008,9.290559217,60.46084762
42944657,42944646,42944917,42944866,42944742,42944670,42944850,42944666,42944718,42944763,,98.1,77.33749962,97.05000305,118.0625019,130.0075005,149.1200058,183.971497,96.73,49500,1,83.8,90.22280343,88.38687139,89.48962186,87.65368982,171.7276126,87.64773358,85.81180154,86.91455202,85.07861998,7.831933892,31.23528957
42944644,42944650,42944787,42944715,42944819,42944747,42944671,42944683,42944873,42944922,,99.95,81.62400055,100.2740021,119.6365013,131.4814995,150.436496,182.4894991,99.9,49800,1,89.3,90.40794392,88.2965849,89.41119607,87.29983705,173.0981446,88.06085825,85.94949923,87.0641104,84.95275138,6.703710131,47.181952
42944647,42944646,42944681,42944715,42944860,42944790,42944758,42944872,42944683,42944808,,102.17,80.18729782,99.5748024,120.3498001,132.2147995,154.5523041,176.7503017,82.24,49800,1,103.15,90.40904088,88.27048115,89.14420745,87.00564773,175.2530184,89.05269538,86.91413565,87.78786196,85.64930223,5.302140626,83.71382356
42944644,42944646,42944950,42944715,42944920,42944691,42944706,42944667,42944808,42944872,,99.9,78.62500191,96.57500458,119.4125004,131.25,152.8025032,177.957997,80.73,49900,1,86.8,90.02016306,88.20252234,89.05426007,87.23661936,173.586209,88.43085286,86.61321215,87.46494988,85.64730916,5.656406765,28.80844176
42944662,42944650,42944917,42944673,42944742,42944701,42944695,42944666,42944858,42944794,,95.6,73.90235138,93.30235291,115.8523483,126.6098488,147.6123558,177.9083438,63.25,49600,1,114.65,89.14993364,88.1176277,88.7779446,87.74563866,170.7283535,87.54097199,86.50866605,87.16898294,86.136677,3.746651572,46.62250876
42944647,42944644,42944980,42944679,42944958,42944773,42944797,42944666,42944872,42944692,,98.81,77.06830215,96.68080139,118.393301,130.2957932,154.3632957,179.7333044,86.86,49900,1,157.35,89.83469207,88.04687601,88.98141747,87.19360141,172.5991224,87.88434228,86.09652622,87.03106768,85.24325163,6.162013045,37.17760742
42944647,42944644,42944950,42944866,42944860,42944670,42944730,42944872,42944683,42944721,,101.43,82.68729782,100.1747971,120.5372982,132.6497955,152.6597954,178.7558015,89.37,49600,1,102.35,90.2541391,88.03772017,89.037619,86.82120006,174.442972,88.47096272,86.25454378,87.25444261,85.03802368,0,29.76371646
42944648,42944646,42944697,42944781,42944860,42944920,42944678,42944683,42944872,42944714,,101.87,82.36569977,98.94069672,118.3781986,130.1882095,149.835704,176.9771982,85.67,50000,1,95,90.1887226,88.00108195,88.91940653,86.73176588,174.9377267,88.70306492,86.51542426,87.43374885,85.24610819,6.290119867,28.8428992
42944648,42944650,42944723,42944715,42944920,42944703,42944678,42944683,42944890,42944872,,100.07,81.00320053,99.99069977,118.8657036,131.4232086,150.4556953,179.8312042,90.87,49700,1,84.5,90.04367983,87.99402866,89.00269499,86.95304381,173.4004723,88.05866569,86.00901452,87.01768085,84.96802967,4.711836173,40.55972993
42944644,42944650,42944681,42944682,42944819,42944747,42944960,42944692,42944791,42944873,,99.3,81.89900398,100.2990036,118.6240044,132.2890007,151.3765076,184.0295021,110.13,49600,1,87.3,90.18825078,87.98983899,89.21882073,87.02040894,172.3795306,87.47073563,85.27232384,86.50130557,84.30289378,9.226104285,21.85061425
42944645,42944662,42944787,42944715,42944819,42944747,42944695,42944683,42944675,42944873,,96.66,77.00135231,96.30135345,115.576355,126.2413498,145.1938461,179.923358,79.63,49600,1,97.7,89.28892486,87.81599801,88.69933113,87.22640428,171.0811906,87.22851923,85.75559238,86.6389255,85.16599865,7.225996454,34.41514969
42944644,42944650,42944697,42944708,42944819,42944747,42944960,42944714,42944873,42944675,,101.59,83.4240036,101.223999,122.3990002,132.0890038,153.1239937,184.2319991,121.37,49900,1,122.3,90.48673657,87.76921225,89.15517354,86.43764921,173.7914312,87.66041573,84.9428914,86.3288527,83.61132837,10.49536629,47.64670432
42944647,42944646,42944697,42944781,42944740,42944960,42944730,42944872,42944683,42944714,,102.27,83.12479782,100.6497993,119.4498043,132.4872986,153.1698105,177.6242926,93.8,49900,1,91.15,90.15454071,87.76914932,88.78441106,86.39901968,175.0453126,88.47888514,86.09349376,87.1087555,84.72336411,7.149347621,45.0175941
42944644,42944646,42944688,42944798,42944860,42944843,42944686,42944872,42944683,42944808,,97.47,78.98749924,97.79999924,116.9499969,127.4874969,150.7974998,176.6220061,70.81,49800,1,96.8,89.14432641,87.71512352,88.45220497,87.02300208,171.9841508,87.62520349,86.1960006,86.93308205,85.50387916,4.269570006,28.86866927
42944647,42944644,42944681,42944682,42944958,42944773,42944797,42944808,42944872,42944692,,100.84,79.9498024,96.97480011,120.7122955,131.9372978,150.9022957,177.2222986,88.14,50000,1,135.35,89.76385379,87.62926671,88.57598314,86.44139605,174.104683,88.11157515,85.97698807,86.9237045,84.78911742,6.72197187,49.3463099
42944648,42944650,42944716,42944866,42944803,42944691,42944850,42944685,42944721,42944718,,99.34,80.94070053,99.89070129,118.2156982,129.3232025,149.6682098,182.4166953,105.68,49900,1,106.5,89.83551062,87.61793946,88.81248789,86.59491673,172.4785433,87.27488808,85.05731693,86.25186535,84.03429419,0,22.46159911
42944644,42944646,42944950,42944866,42944920,42944670,42944678,42944808,42944872,42944683,,102.21,81.28750229,100.2999992,121.0625019,134.0075005,154.6599945,177.5775031,93.51,49600,1,64.8,90.03152697,87.6064747,88.64317085,86.21811858,174.9572247,88.3097946,85.88474233,86.92143849,84.49638622,6.239477641,60.90403199
42944648,42944661,42944950,42944866,42944803,42944670,42944678,42944683,42944721,42944718,,96.42,75.81570435,95.19069672,117.2531986,130.2107086,150.188195,181.5187013,88.28,49700,1,42.95,89.19918462,87.5825254,88.59070216,86.97404294,170.6506272,86.78313681,85.16647759,86.17465435,84.55799513,0,19.75937337
42944644,42944662,42944917,42944668,42944742,42944726,42944894,42944702,42944666,42944872,,94.67,76.06234741,94.76234818,114.7248497,127.3123474,148.2223419,179.2928444,74.67,49700,1,101.35,88.68299598,87.53539611,88.33333108,87.18573121,169.7522224,86.63885595,85.49125608,86.28919105,85.14159118,5.926672875,8.296343684
42944645,42944644,42944950,42944715,42944742,42944920,42944805,42944666,42944702,42944872,,96.33,75.28750229,95.22499847,117.5125008,129.1999969,150.9599968,176.118006,65.85,49700,1,125.35,88.77233578,87.53198404,88.2151723,86.97482055,171.2327756,87.27993449,86.03958274,86.722771,85.48241926,5.062067892,45.62857449
42944651,42944646,42944917,42944677,42944742,42944920,42944805,42944702,42944666,42944872,,97.76,78.40579987,96.4557991,115.6183033,128.9057922,150.0658012,180.2073105,90.64,49500,1,117.8,89.31676799,87.51721286,88.5194639,86.71990877,171.6723703,87.10731895,85.30776382,86.31001487,84.51045974,6.777226833,30.8652252
42944647,42944645,42944909,42944738,42944750,42944670,42944850,42944846,42944718,42944721,,96.04,75.64979553,95.39979553,116.2623024,127.1373001,146.092305,179.8602927,79.45,50000,1,106.7,88.95519304,87.49721345,88.40062954,86.94264995,170.5737613,86.79950828,85.34152869,86.24494478,84.78696519,0,4.363465309
42944644,42944646,42944681,42944781,42944860,42944843,42944706,42944872,42944683,42944808,,99.16,78.18749809,95.92499924,117.0124969,129.7074974,155.8075027,175.5555031,75.19,49600,1,92.8,89.23178596,87.4801213,88.27097069,86.51930603,173.1502843,87.82005306,86.0683884,86.85923779,85.10757313,4.83613478,22.40136862
42944653,42944648,42944697,42944715,42944860,42944920,42944678,42944683,42944872,42944714,,97.51,77.37819672,96.36569977,116.6156979,128.8881935,145.8207047,174.8681921,64.65,49600,1,102.3,88.81781168,87.39729539,88.08233724,86.66182095,172.118376,87.49816059,86.0776443,86.76268615,85.34216985,4.82031971,43.32218766
42944644,42944650,42944950,42944715,42944742,42944843,42944805,42944666,42944890,42944683,,98.63,79.92499733,97.32500076,118.7999992,129.8174995,152.8650032,176.812003,79.55,49700,1,110.3,89.1559615,87.3848862,88.24322719,86.47215189,172.6158663,87.49367282,85.72259752,86.58093851,84.80986321,4.20221758,29.0235877
42944647,42944644,42944950,42944715,42944920,42944670,42944736,42944872,42944808,42944685,,102.21,81.44979858,101.3248024,119.0498009,130.657309,154.0523041,176.9067955,94.75,49500,1,128.35,89.78946352,87.31345897,88.35811141,85.88210685,174.9413122,88.08685831,85.61085376,86.6555062,84.17950165,6.598016616,47.64670432
42944647,42944644,42944697,42944781,42944860,42944920,42944730,42944683,42944756,42944765,,100.9,80.14979553,99.87480164,119.1622963,130.9222969,153.4822983,175.4247955,83.57,49900,1,139.35,89.42867694,87.29735792,88.19266072,86.0613417,174.2527293,87.97878473,85.84746571,86.74276852,84.61144949,5.96720929,49.3463099
42944652,42944663,42944745,42944673,42944693,42944701,42944695,42944794,42944712,42944824,,89.96,69.46940231,87.43190002,109.2818985,118.8469013,137.0919083,174.9384001,36.21,49900,1,114.55,87.31962077,87.27644624,87.63027997,87.58710544,167.090731,85.94746039,85.90428587,86.25811959,86.21494507,2.485516412,24.86687601
42944644,42944646,42944950,42944668,42944860,42944920,42944736,42944683,42944808,42944729,,98.67,78.73749924,96.54999924,118.3624992,128.9524948,152.7650002,177.9079939,87.62,49700,1,87.8,89.15771996,87.2617036,88.20925988,86.31324352,172.4675817,87.2635112,85.36749484,86.31505112,84.41903476,6.10370442,48.53306413
42944644,42944650,42944865,42944715,42944696,42944703,42944775,42944808,42944683,42944892,,103.12,80.16850662,102.9310036,124.3560009,137.9409981,161.0884933,190.4835027,154.85,49900,1,109.3,90.87100199,87.2600098,89.18393559,85.57294341,173.8685874,86.786291,83.17529881,85.09922461,81.48823242,12.19680733,27.43155658
42944647,42944650,42944909,42944866,42944840,42944670,42944850,42944666,42944683,42944890,,104.8,85.1373024,103.2747993,123.5373001,134.0148003,152.1147926,178.9112956,114.32,49500,1,109.65,90.36383241,87.23358738,88.53572336,85.40547833,176.3782999,88.28553355,85.15528852,86.45742449,83.32717947,8.110244991,16.9238016
42944644,42944646,42944697,42944715,42944860,42944843,42944775,42944683,42944890,42944765,,101.52,80.61100006,100.2610016,121.173502,133.1409943,152.4234962,177.5165016,93.63,49500,1,126.8,89.64518127,87.228337,88.29183689,85.87499262,174.3835984,87.80802598,85.39118171,86.4546816,84.03783733,5.492920242,52.71554589
42944647,42944648,42944676,42944715,42944920,42944703,42944848,42944683,42944808,42944872,,101.46,80.49950027,99.94950104,121.2370014,134.2069962,153.902005,182.4015056,117.5,49600,1,98.55,89.92608609,87.15623764,88.52666924,85.75682079,173.724516,87.21420812,84.44435967,85.81479127,83.04494282,9.083028095,24.16989058
42944651,42944644,42944681,42944715,42944860,42944670,42944758,42944890,42944808,42944872,,100.92,82.0807972,98.95579529,120.2807999,129.7157936,151.0058098,175.4588104,84.24,49600,1,133,89.33127902,87.14205458,88.06625655,85.87703212,174.210004,87.82369558,85.63447114,86.55867311,84.36944867,5.759384629,65.86530209
42944647,42944645,42944909,42944866,42944840,42944670,42944850,42944666,42944845,42944712,,101.1,80.43730164,98.62480164,120.7498016,131.772303,151.6522957,177.2578017,93.09,49900,1,124.7,89.48640155,87.13589786,88.17925317,85.82874947,174.1073544,87.66348402,85.31298033,86.35633563,84.00583194,7.509953147,45.07782459
