P,P,C,1B,2B,3B,SS,OF,OF,OF
42766686,42766684,42766793,42766853,42766784,42766844,42766703,42766708,42766821,42766877
42766691,42766686,42766787,42766853,42766784,42766741,42766703,42766877,42766714,42766821
42766684,42766682,42766816,42766853,42766886,42766844,42766703,42766821,42766714,42766877
42766686,42766682,42766892,42766853,42766784,42766849,42766718,42766821,42766706,42766877
42766686,42766682,42766825,42766719,42766886,42766984,42766796,42766747,42766766,42766738
42766688,42766682,42766793,42766853,42766784,42766844,42766703,42766821,42766714,42766945
42766686,42766682,42766883,42766782,42766938,42766826,42766729,42766761,42766752,42766732
42766686,42766687,42766892,42766853,42766715,42766844,42766703,42766821,42766714,42766812
42766686,42766682,42766873,42766840,42766722,42766849,42766755,42766898,42766732,42766752
42766686,42766684,42766787,42766719,42766854,42766849,42766882,42766828,42766706,42766727
42766685,42766682,42766816,42766840,42766867,42766785,42766718,42766895,42766708,42766828
42766688,42766682,42766773,42766805,42766722,42766777,42766829,42766720,42766819,42766923
42766686,42766682,42766825,42766809,42766885,42766772,42766718,42766898,42766738,42766747
42766686,42766682,42766883,42766922,42766786,42766826,42766729,42766704,42766798,42766791
42766696,42766686,42766793,42766713,42766771,42766974,42766703,42766791,42766702,42766945
42766685,42766684,42766724,42766728,42766762,42766777,42766985,42766933,42766720,42766766
42766686,42766682,42766825,42766809,42766771,42766844,42766796,42766750,42766747,42766766
42766686,42766682,42766825,42766809,42766867,42766772,42766733,42766835,42766766,42766738
42766688,42766686,42766773,42766719,42766854,42766849,42766718,42766898,42766727,42766745
42766686,42766682,42766911,42766833,42766771,42766849,42766718,42766706,42766898,42766828
42766686,42766682,42766748,42766853,42766784,42766844,42766733,42766933,42766714,42766821
42766686,42766682,42766748,42766833,42766722,42767001,42766755,42766923,42766732,42766752
42766686,42766682,42766825,42766809,42766726,42766849,42766796,42766756,42766828,42766738
42766685,42766682,42766721,42766792,42766867,42766785,42766985,42766895,42766708,42766761
42766686,42766682,42766825,42766809,42766726,42766772,42766845,42766791,42767015,42766747
42766686,42766682,42766721,42766792,42766884,42766984,42766755,42766923,42766722,42766732
42766686,42766682,42766825,42766833,42766726,42766772,42766796,42766751,42766958,42766738
42766684,42766682,42766763,42766922,42766938,42766826,42766729,42766812,42766704,42766798
42766686,42766682,42766763,42766840,42766715,42766823,42766970,42766714,42766812,42766828
42766686,42766682,42766816,42766713,42766867,42766785,42766985,42766895,42766791,42766702
42766686,42766682,42766816,42766859,42766867,42766785,42766985,42766704,42766742,42766738
42766686,42766682,42766721,42766757,42766715,42766823,42766970,42766843,42766813,42766812
42766684,42766682,42766773,42766922,42766938,42766826,42766718,42766706,42766964,42766742
42766686,42766682,42766793,42766770,42766722,42766965,42766790,42766834,42766751,42766752
42766686,42766682,42766773,42766840,42766854,42766731,42766882,42766756,42766898,42766707
42766686,42766682,42766825,42766870,42766726,42766785,42766985,42766747,42766766,42766738
42766686,42766682,42766793,42766792,42766886,42766984,42766863,42766756,42766761,42766702
42766686,42766682,42766787,42766719,42766854,42766965,42766882,42766760,42766747,42766745
42766686,42766682,42766773,42766719,42766938,42766826,42766712,42766964,42766742,42766798
42766686,42766682,42766911,42766711,42766771,42766741,42766845,42766828,42766791,42767015
42766686,42766682,42766763,42766963,42766715,42766777,42766970,42766898,42766812,42766704
42766686,42766684,42766773,42766922,42766726,42766826,42766729,42766964,42766742,42766707
42766685,42766686,42766773,42766782,42766938,42766826,42766718,42766742,42766964,42766702
42766686,42766682,42766825,42766757,42766938,42766772,42766796,42766756,42766747,42766766
42766686,42766682,42766911,42766713,42766771,42767001,42766864,42766812,42766702,42766791
42766695,42766686,42766787,42766719,42766886,42766731,42766863,42766761,42766707,42766745
42766686,42766682,42766911,42766713,42766771,42766785,42766985,42766708,42766791,42767015
42766686,42766685,42766873,42766941,42766722,42766849,42766755,42766706,42766756,42766752
42766686,42766682,42766721,42766963,42766715,42766823,42766790,42766812,42766860,42766750
42766686,42766682,42766721,42766840,42766886,42766984,42766718,42766828,42766898,42766706
42766690,42766686,42766724,42766728,42766771,42766777,42766864,42766720,42766819,42767015
42766686,42766682,42766721,42766711,42766939,42766789,42766838,42766943,42766761,42766778
42766685,42766682,42766825,42766809,42766938,42766772,42766718,42766828,42766747,42766766
42766686,42766684,42766748,42766870,42766786,42766876,42766712,42766765,42766705,42766958
42766686,42766682,42766873,42766941,42766722,42766823,42766755,42766860,42766732,42766747
42766685,42766682,42766911,42766809,42766771,42766974,42766703,42766751,42767015,42766791
42766685,42766682,42766816,42766922,42766938,42766826,42766729,42766708,42766827,42766742
42766686,42766682,42766787,42766719,42766854,42766731,42766882,42766874,42766735,42766841
42766686,42766684,42766873,42766799,42766722,42766772,42766755,42766828,42766756,42766732
42766686,42766682,42766763,42766963,42766715,42766826,42766970,42766708,42766860,42766742
42766686,42766685,42766773,42766719,42766854,42766876,42766882,42766705,42766898,42766707
42766684,42766682,42766773,42766941,42766886,42766984,42766755,42766732,42766752,42766722
42766685,42766686,42766773,42766941,42766884,42766731,42766790,42766752,42766732,42766722
42766686,42766682,42766816,42766859,42766726,42766772,42766796,42766895,42766766,42766738
42766688,42766686,42766816,42766770,42766867,42766785,42766985,42766751,42766708,42766702
42766685,42766684,42766721,42766809,42766886,42766772,42766863,42766766,42766738,42766747
42766686,42766682,42766988,42766853,42766722,42766849,42766718,42766756,42766828,42766752
42766686,42766682,42766710,42766792,42766831,42766984,42766863,42766743,42766841,42766735
42766686,42766682,42766803,42766719,42766885,42766772,42766796,42766898,42766747,42766766
42766690,42766686,42766773,42766719,42766854,42766731,42766718,42766905,42766957,42766707
42766686,42766687,42766816,42766792,42766717,42766785,42766985,42766708,42766931,42766704
42766696,42766686,42766825,42766809,42766726,42766772,42766718,42766706,42766738,42766957
42766688,42766682,42766763,42766757,42766715,42766849,42766970,42766898,42766706,42766812
42766686,42766682,42766763,42766799,42766722,42766789,42766755,42766914,42766923,42766732
42766685,42766682,42766825,42766840,42766726,42766772,42766796,42766898,42766756,42766747
42766686,42766696,42766793,42766809,42766717,42766836,42766703,42766872,42766704,42766827
42766686,42766682,42766962,42766941,42766722,42766876,42766755,42766732,42766738,42766752
42766686,42766682,42766803,42766809,42766722,42766789,42766796,42766923,42766747,42766766
42766685,42766682,42766773,42766711,42766838,42766789,42766863,42766776,42766943,42766761
42766686,42766682,42766763,42766963,42766715,42766974,42766823,42766860,42766702,42766791
42766685,42766686,42766825,42766792,42766726,42766772,42766796,42766778,42766761,42766738
42766686,42766682,42766873,42766799,42766715,42766823,42766755,42766812,42766722,42766923
42766686,42766684,42766710,42766840,42766874,42766915,42766783,42766828,42766706,42766743
42766686,42766687,42766773,42766711,42766867,42766785,42766718,42766708,42766895,42766931
42766685,42766686,42766873,42766799,42766722,42766985,42766718,42766706,42766732,42766923
42766686,42766682,42766825,42766757,42766715,42766772,42766970,42766812,42766860,42766738
42766688,42766686,42766763,42766757,42766715,42766823,42766970,42766706,42766756,42766828
42766686,42766682,42766721,42766792,42766886,42766984,42766755,42766708,42766761,42766898
42766686,42766685,42766803,42766809,42766726,42766772,42766718,42766898,42766756,42766766
42766685,42766682,42766793,42766713,42766771,42766974,42766845,42766702,42766832,42766945
42766685,42766682,42766825,42766809,42766786,42766772,42766796,42766864,42766759,42766738
42766695,42766682,42766793,42766809,42766726,42766772,42766985,42766738,42766735,42766747
42766688,42766682,42766763,42766963,42766715,42766849,42766718,42766860,42766812,42766756
42766685,42766682,42766721,42766963,42766771,42766823,42766970,42766860,42766812,42766702
42766690,42766688,42766773,42766719,42766867,42766785,42766703,42766835,42766708,42766895
42766695,42766685,42766773,42766719,42766786,42766731,42766864,42766957,42766707,42766727
42766685,42766682,42766816,42766792,42766722,42766985,42766755,42766752,42766923,42766732
42766684,42766682,42766825,42766809,42766884,42766772,42766755,42766923,42766732,42766722
42766685,42766684,42766748,42766792,42766786,42766984,42766733,42766958,42766759,42766704
42766685,42766682,42766773,42766859,42766867,42766785,42766985,42766895,42766720,42766702
42766685,42766687,42766787,42766719,42766722,42766731,42766882,42766957,42766945,42766707
42766685,42766682,42766873,42766799,42766722,42766741,42766755,42766945,42766905,42766732
42766685,42766682,42766721,42766792,42766771,42766974,42766845,42766761,42766750,42766791
42766689,42766684,42766748,42766809,42766717,42767001,42766796,42766766,42766738,42766747
42766685,42766684,42766800,42766814,42766774,42766908,42766703,42766704,42766827,42766957
42766689,42766685,42766873,42766799,42766722,42766849,42766718,42766828,42766732,42766752
42766685,42766696,42766787,42766809,42766722,42766731,42766882,42766747,42766745,42766727
