P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42962894,42962892,42962942,42962922,42962972,42962919,42962900,42962968,42962903,42962998,,92.23,71.50905418,90.2465477,111.84655,124.3115532,145.1515457,184.8985455,181.64,50000,1,85.8,88.27999231,84.92372664,86.87291567,83.51665001,170.3608812,83.83950186,80.4832362,82.43242523,79.07615956,13.71295211,19.84117627
42962894,42962897,42962929,42962922,42962977,42962919,42962900,42962915,42962926,42962939,,90.76,70.33855057,89.27605057,108.313549,121.9085472,140.4435471,168.3575438,128.48,49300,1,58.5,84.99647581,82.20009321,83.50386395,80.70748135,170.4681429,82.57777544,79.78139283,81.08516358,78.28878098,10.60758552,39.96163607
42962894,42962897,42962942,42962902,42962977,42962919,42962900,42962947,42962915,42962958,,90.44,71.72605133,88.10105133,106.9885483,119.1085506,139.2585526,167.2225497,126.3,49400,1,56.5,84.6179442,81.84952918,83.12526544,80.35685041,170.2665629,82.2834142,79.51499918,80.79073543,78.02232041,10.43456743,39.9142921
42962894,42962897,42962942,42962922,42962977,42962919,42962900,42962918,42962926,42962915,,92.82,73.93854904,90.00105286,109.501049,120.7160496,146.6710472,171.3680438,147.73,49800,1,73.5,85.7511934,82.39026518,83.95262622,80.591698,171.6095774,82.86267745,79.50174923,81.06411027,77.70318205,12.23064924,46.63119912
42962897,42962892,42962929,42962908,42962964,42962919,42962900,42962914,42962947,42962998,,92.81,73.23549652,91.57299805,110.1730042,122.087999,144.4280045,174.9400041,164.5,49300,1,110,86.07073667,82.49300968,84.25917076,80.68144376,171.1939258,82.58381934,79.00609234,80.77225342,77.19452643,12.75589515,64.78956342
42962894,42962897,42962929,42962922,42962977,42962919,42962900,42962903,42962926,42962995,,88.81,68.7010498,87.72605133,107.4635506,119.823555,138.9010468,169.9060468,134.65,49500,1,68.5,84.31541203,81.60270732,83.00390672,80.29120201,168.7032373,81.42331914,78.71061443,80.11181383,77.39910912,9.459172008,28.43837738
42962894,42962897,42962929,42962922,42962977,42962919,42962900,42962903,42962926,42962967,,90.15,70.93854904,89.35105133,109.2760506,120.1885468,140.4260468,168.4030467,135.83,50000,1,60.5,84.33855951,81.39256194,82.80304552,79.85704795,169.7635739,81.64262278,78.69662521,80.10710879,77.16111121,10.39687272,42.54340231
42962894,42962897,42962942,42962922,42962940,42962919,42962900,42962926,42962915,42962947,,91.02,72.06355095,88.85105133,108.1510468,121.2160496,138.9560501,164.0510559,126.83,49400,1,70.5,83.81001846,80.79955224,82.08286919,79.07240297,170.7183903,81.68721688,78.67675066,79.96006761,76.94960138,10.4844896,30.6845367
42962894,42962897,42962942,42962922,42962960,42962919,42962900,42962947,42962912,42962915,,91.4,73.53854942,90.17604828,109.2760525,121.0010529,138.1010437,166.1550468,135.23,49800,1,73.5,84.19856252,81.04404438,82.43616232,79.28164418,170.8067464,81.7846089,78.63009076,80.0222087,76.86769055,11.12094608,42.60362983
42962897,42962892,42962929,42962922,42962985,42962919,42962900,42962914,42962920,42962947,,94.67,74.58550072,92.64800262,110.9854984,123.1955032,144.6555016,172.3289981,169.16,50000,1,92,85.79231465,81.79125223,83.60611454,79.60505212,172.5941079,82.53392781,78.53286539,80.34772771,76.34666528,13.7829296,53.14584374
42962897,42962892,42962929,42962922,42962940,42962919,42962900,42962914,42962947,42962958,,92.63,72.1230011,90.3730011,109.072998,121.1955032,143.3880013,169.9250041,153.28,49600,1,93,84.99677223,81.4693514,83.08618223,79.5587614,171.3476588,82.05686973,78.5294489,80.14627973,76.6188589,11.78020459,52.19057202
42962898,42962892,42962929,42962922,42962964,42962919,42962900,42962903,42962993,42962947,,91.63,72.48595047,90.32344818,109.5609474,120.0784473,140.1984528,172.7149557,157.35,49200,1,100.25,85.22941531,81.82376216,83.50415277,80.09849962,170.4153863,81.91350603,78.50785289,80.18824349,76.78259035,12.0066898,18.22756976
42962894,42962897,42962942,42962963,42962940,42962919,42962900,42962903,42962915,42962998,,90.65,71.6385479,88.2010498,107.3385487,117.8960506,137.0135498,168.3040558,140.14,49000,1,81.5,84.31888608,81.2226053,82.68043952,79.58415875,170.0714491,81.58382996,78.48754918,79.9453834,76.84910263,11.49330464,13.17161322
42962898,42962892,42962942,42962902,42962977,42962919,42962900,42962903,42962998,42962958,,91.19,70.68594933,88.64844894,107.9109535,122.0784473,142.35345,170.3019467,147.63,50000,1,82.25,84.73851043,81.47668388,83.0431957,79.78136915,170.2888765,81.73428971,78.47246316,80.03897498,76.77714843,10.52608067,29.72925901
42962898,42962894,42962929,42962922,42962977,42962919,42962900,42962901,42962926,42962967,,92.23,73.67650223,90.97650146,110.3764954,122.0764999,139.8789955,169.7970045,147.46,49700,1,54.75,84.85394529,81.38948636,82.99156446,79.52710553,171.0551031,81.91009182,78.44563288,80.04771098,76.58325205,10.41956469,57.64235854
