PG_ID,PG_Name,PG_Salary,PG_Proj,SG_ID,SG_Name,SG_Salary,SG_Proj,SF_ID,SF_Name,SF_Salary,SF_Proj,PF_ID,PF_Name,PF_Salary,PF_Proj,C_ID,C_Name,C_Salary,C_Proj,G_ID,G_Name,G_Salary,G_Proj,F_ID,F_Name,F_Salary,F_Proj,UTIL_ID,UTIL_Name,UTIL_Salary,UTIL_Proj,Total_Projection,Total_Salary,Avg_Ownership,Ownership_Product
42690349,James Harden,8500,42.83,42690389,CJ McCollum,5900,32.52,42690382,Dyson Daniels,6200,33.00,42690365,Evan Mobley,7700,39.72,42690385,Onyeka Okongwu,6100,32.23,42690421,Donte DiVincenzo,5000,24.81,42690437,Jonathan Kuminga,4500,22.66,42690387,Rudy Gobert,6000,35.10,262.87,49900,23.7,2.3657e+1
42690389,CJ McCollum,5900,32.52,42690352,Anthony Edwards,8400,47.03,42690402,Josh Hart,5500,31.76,42690365,Evan Mobley,7700,39.72,42690385,Onyeka Okongwu,6100,32.23,42690421,Donte DiVincenzo,5000,24.81,42690407,Jaden McDaniels,5400,27.73,42690387,Rudy Gobert,6000,35.10,270.90,50000,28.3,2.8289e+1
42690375,Nickeil Alexander-Walker,6800,35.66,42690343,Donovan Mitchell,8700,43.76,42690382,Dyson Daniels,6200,33.00,42690398,Aaron Gordon,5600,30.30,42690385,Onyeka Okongwu,6100,32.23,42690389,CJ McCollum,5900,32.52,42690430,Cameron Johnson,4700,23.88,42690387,Rudy Gobert,6000,35.10,266.45,50000,25.7,2.5734e+1
42690375,Nickeil Alexander-Walker,6800,35.66,42690372,Brandon Ingram,6900,36.87,42690382,Dyson Daniels,6200,33.00,42690424,Naz Reid,4900,23.18,42690385,Onyeka Okongwu,6100,32.23,42690389,CJ McCollum,5900,32.52,42690369,Julius Randle,7200,36.44,42690387,Rudy Gobert,6000,35.10,265.00,50000,24.6,2.4604e+1
42690389,CJ McCollum,5900,32.52,42690352,Anthony Edwards,8400,47.03,42690382,Dyson Daniels,6200,33.00,42690362,Scottie Barnes,8100,42.95,42690385,Onyeka Okongwu,6100,32.23,42690434,Christian Braun,4600,23.86,42690437,Jonathan Kuminga,4500,22.66,42690387,Rudy Gobert,6000,35.10,269.35,49800,27.1,2.7074e+1
42690421,Donte DiVincenzo,5000,24.81,42690402,Josh Hart,5500,31.76,42690382,Dyson Daniels,6200,33.00,42690369,Julius Randle,7200,36.44,42690385,Onyeka Okongwu,6100,32.23,42690352,Anthony Edwards,8400,47.03,42690407,Jaden McDaniels,5400,27.73,42690387,Rudy Gobert,6000,35.10,268.10,49800,26.7,2.6652e+1
42690375,Nickeil Alexander-Walker,6800,35.66,42690372,Brandon Ingram,6900,36.87,42690382,Dyson Daniels,6200,33.00,42690369,Julius Randle,7200,36.44,42690385,Onyeka Okongwu,6100,32.23,42690421,Donte DiVincenzo,5000,24.81,42690407,Jaden McDaniels,5400,27.73,42690387,Rudy Gobert,6000,35.10,261.84,49600,24.1,2.4141e+1
42690375,Nickeil Alexander-Walker,6800,35.66,42690372,Brandon Ingram,6900,36.87,42690382,Dyson Daniels,6200,33.00,42690437,Jonathan Kuminga,4500,22.66,42690396,Jarrett Allen,5700,31.32,42690352,Anthony Edwards,8400,47.03,42690407,Jaden McDaniels,5400,27.73,42690385,Onyeka Okongwu,6100,32.23,266.50,50000,25.5,2.5530e+1
42690346,Jamal Murray,8600,45.42,42690458,Ja'Kobe Walter,4000,19.17,42690382,Dyson Daniels,6200,33.00,42690355,Karl-Anthony Towns,8300,44.27,42690396,Jarrett Allen,5700,31.32,42690402,Josh Hart,5500,31.76,42690398,Aaron Gordon,5600,30.30,42690385,Onyeka Okongwu,6100,32.23,267.47,50000,26.1,2.6086e+1
42690421,Donte DiVincenzo,5000,24.81,42690372,Brandon Ingram,6900,36.87,42690437,Jonathan Kuminga,4500,22.66,42690362,Scottie Barnes,8100,42.95,42690385,Onyeka Okongwu,6100,32.23,42690352,Anthony Edwards,8400,47.03,42690424,Naz Reid,4900,23.18,42690387,Rudy Gobert,6000,35.10,264.83,49900,23.6,2.3619e+1
