P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42722864,42722868,42723004,42722900,42722995,42722933,42722908,42722924,42722883,42723049,,108.41,86.78170013,107.0316963,127.8692036,140.1092026,159.0291985,189.7581987,174.8136959,49100,1,72.05,91.29917902,87.73036947,89.64504107,86.07623151,174.0863876,87.20930218,83.64049262,85.55516422,81.98635467,14.44963337,49.5788306
42722864,42722870,42723010,42722876,42722995,42722954,42722908,42722883,42723049,42722985,,106.62,87.99035072,106.8403511,127.8653488,138.6728447,157.3403534,188.2193474,165.0553877,48700,1,71.75,90.66927746,87.43014433,89.2198361,85.98070296,173.0498501,86.7496435,83.51051037,85.30020214,82.061069,13.64016663,53.1200707
42722870,42722867,42722988,42722900,42722956,42722963,42722908,42723049,42722883,42722876,,107.56,89.29205322,106.9295502,127.3170509,139.5545502,158.462059,187.8680533,164.3403827,49600,1,107.25,90.78314581,87.38462578,89.20253022,85.80401019,173.6690155,86.91004808,83.51152805,85.32943249,81.93091246,14.07475479,61.67861223
42722864,42722868,42723053,42722900,42722995,42722926,42722908,42722883,42722985,42722989,,106.86,86.44019699,105.5777016,125.6776962,136.925209,158.4226952,186.4041948,156.7371601,48400,1,111.05,90.52174491,87.33547345,89.04012564,85.85385418,173.3924205,86.8894076,83.70313614,85.40778833,82.22151687,0,113.2147551
42722864,42722868,42722988,42722900,42722995,42722933,42722908,42722934,42723049,42722886,,109.43,88.85269928,108.4776993,128.8651962,137.4601982,159.9177094,189.0197008,181.0876133,48900,1,86.05,91.09918293,87.2333031,89.23123293,85.3653531,174.6529589,86.97334344,83.1074636,85.10539344,81.2395136,15.04268812,74.10980463
42722864,42722870,42723010,42722876,42722995,42722963,42722908,42723049,42722883,42722910,,108.45,89.82784843,108.6903496,129.1403542,139.2678482,160.1153564,187.9673473,173.2426989,49900,1,81.75,90.81060911,87.17548479,89.07432927,85.43920494,174.1467904,86.85035552,83.2152312,85.11407568,81.47895136,14.71938099,91.91099405
42722864,42722868,42723004,42722900,42722995,42722933,42722908,42722985,42722924,42722883,,108.26,86.39419556,106.8567009,125.7566967,139.0667,159.3292015,186.9127077,168.7311178,50000,1,107.05,90.68453992,87.14874549,88.9786707,85.44287628,174.1480734,86.90063349,83.36483906,85.19476427,81.65896985,13.80580077,81.17520809
42722864,42722868,42722988,42722984,42722955,42723031,42722888,42722882,42722916,42722924,,101.36,84.21520042,101.2276993,119.4027061,129.5102013,145.0577042,184.7572008,135.3071501,49900,1,119.05,89.25930291,87.09774575,88.49370138,86.33214422,170.0568894,85.83703754,83.67548038,85.07143601,82.90987885,9.82705684,32.77577758
42722864,42722870,42723010,42722900,42722995,42722963,42722908,42722934,42722883,42722910,,108.28,88.35284996,107.8403511,126.3778477,138.9728477,160.9553444,187.7673503,173.9375629,49800,1,109.75,90.63654008,86.98127836,88.89255808,85.23729636,173.9997386,86.6466829,82.99142119,84.90270091,81.24743919,14.61371307,65.76641202
42722866,42722870,42723010,42722900,42722880,42722963,42722908,42722883,42723049,42722910,,106.87,87.62050056,108.3704987,127.7455025,139.6030052,159.4579956,189.3975076,174.592145,49800,1,75.05,90.2833401,86.659684,88.66145108,85.03779498,172.8053779,85.89992787,82.27627177,84.27803885,80.65438275,16.20979603,79.83698249
