P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
43024327,43024329,43024383,43024336,43024341,43024363,43024364,43024345,43024368,43024337,,92.87,74.04389763,91.9314003,109.956398,122.2639004,143.0164078,178.2579086,190.73,49600,1,80.25,89.58254091,85.87486319,87.92255523,84.21487751,172.2622727,85.09945048,81.39177276,83.4394648,79.73178708,18.18477361,-21.19590491
43024327,43024325,43024383,43024371,43024341,43024363,43024364,43024337,43024445,43024331,,93.98,75.63350105,93.95849991,114.7085018,124.8584988,148.5660019,176.3110022,191.43,49100,1,90.1,89.04035395,84.93630296,87.07090138,82.96685039,173.0011012,84.60601127,80.50196028,82.6365587,78.5325077,15.20811413,282.1910143
43024327,43024329,43024338,43024336,43024351,43024363,43024352,43024445,43024331,43024368,,95.23,76.18140411,93.35639954,113.3689003,124.9088993,143.3088966,179.4708905,215.58,49700,1,84.25,89.37599121,84.70221909,87.1454772,82.47170508,173.4115311,84.27673091,79.60295879,82.0462169,77.37244477,18.63515329,48.44286442
43024325,43024329,43024390,43024336,43024351,43024363,43024362,43024388,43024334,43024368,,90.43,70.28989792,89.73989868,109.4649048,118.7299034,138.1473984,166.0223926,140.66,48400,1,111.25,86.93208938,84.01500815,85.4519099,82.53482867,171.4776867,84.10156363,81.1844824,82.62138415,79.70430292,12.45811596,28.91181111
43024327,43024329,43024338,43024347,43024351,43024363,43024397,43024331,43024348,43024368,,97.3,76.80639648,93.48139954,114.3438969,126.3138969,147.4139023,176.5194086,223.91,50000,1,70.25,88.89342598,83.66904823,86.19900979,80.97463204,174.9400769,83.9979575,78.77357975,81.30354131,76.07916356,20.83647986,69.38525438
43024327,43024328,43024338,43024389,43024351,43024363,43024397,43024368,43024331,43024337,,94.62,74.33749962,92.09999847,111.9375019,123.7299976,141.8999939,176.156994,207.79,49600,1,72.2,88.48422246,83.92194034,86.24847573,81.68619361,173.1434349,83.74036302,79.1780809,81.50461629,76.94233417,18.9179536,52.14771032
43024329,43024325,43024383,43024371,43024341,43024387,43024364,43024346,43024331,43024337,,92.07,73.65240097,90.76490021,112.8398972,123.2723995,142.5173927,170.8458957,171.2,50000,1,73.25,87.4409853,83.73517457,85.61654684,81.9107361,171.9371527,83.62130695,79.91549622,81.79686849,78.09105776,14.14716583,39.46690857
43024329,43024325,43024390,43024347,43024351,43024363,43024397,43024368,43024337,43024331,,95.43,75.70240021,95.03990173,113.1774006,123.5598995,144.4199013,169.0753957,190.74,49100,1,61.25,87.3187737,82.71318815,84.82246041,80.21687485,174.2439426,83.48727021,78.88168465,80.99095692,76.38537136,16.99206458,44.2346096
43024327,43024329,43024338,43024336,43024341,43024363,43024364,43024368,43024436,43024337,,92.04,72.16890335,90.23140335,111.4063988,123.5439011,145.5139084,172.0788965,182.63,49000,1,85.25,87.50810793,83.70770428,85.67226563,81.87186197,171.7461085,83.45026618,79.64986252,81.61442387,77.81402021,16.32308284,48.95915985
43024327,43024325,43024390,43024336,43024351,43024363,43024391,43024331,43024348,43024397,,94.34,73.85849762,90.3085022,112.1709995,125.4735035,144.5635025,171.4699962,194.34,49400,1,93.1,87.45276604,82.98339952,85.14728738,80.67792086,173.2385141,83.26658112,78.79721459,80.96110246,76.49173593,15.52303008,239.8243904
