P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42976830,42977093,42976923,42976881,42976956,42976814,42976822,42976943,42976908,42977103,,85.08,64.38775253,82.42525101,99.22524834,110.6727524,127.8927505,165.0722472,105.01,49000,1,69.15,85.1576082,83.64619278,84.66899421,83.15757879,166.7893486,82.57781792,81.0664025,82.08920392,80.5777885,9.81167363,-10.56769043
42976830,42977093,42976937,42976841,42976896,42977039,42977170,42976943,42976908,42976809,,89.44,68.35025024,88.77524948,106.2002487,116.9302528,137.7002563,167.6102502,136.22,49500,1,49.15,86.22588924,83.64478628,85.05221535,82.4711124,169.5476014,83.17727592,80.59617296,82.00360203,79.42249907,13.25748742,8.963356167
42977093,42976887,42976937,42976912,42976896,42976914,42976862,42976908,42977010,42976933,,92.87,73.26800156,91.38050079,109.0430031,121.6455006,140.7930023,171.5355023,167.06,49200,1,51.65,87.46709402,84.03132675,85.80129826,82.36553098,171.5975974,83.82297525,80.38720797,82.15717948,78.72141221,14.23048526,32.52617121
42977093,42976887,42976923,42976841,42976896,42977039,42976963,42976943,42977050,42976908,,90.53,71.95549965,89.93050003,109.743,120.0530014,142.6379936,169.8455054,158.1,48300,1,43.65,86.46227312,83.42116653,85.06535302,82.02424643,169.9559636,82.92663373,79.88552713,81.52971363,78.48860703,13.6224161,16.33859128
42976830,42976887,42976923,42976881,42976896,42977039,42977170,42976809,42977043,42976943,,93.9,75.96825218,93.00574493,110.480751,123.3182465,144.7432434,171.7327435,175.73,48600,1,24.9,87.42576346,83.63499199,85.535842,81.74507052,172.1691738,83.6131349,79.82236342,81.72321343,77.93244196,14.62475724,37.89196908
42977093,42976887,42976937,42976841,42976896,42976914,42976869,42976933,42977010,42977050,,91.41,71.48049927,90.20549774,110.6179981,121.7529995,141.1829964,169.9339963,161.85,49700,1,50.65,86.61506539,83.37356675,85.07590036,81.83440172,170.5516435,83.0472296,79.80573096,81.50806457,78.26656593,13.68482436,38.67075145
42976830,42977093,42977139,42976881,42976896,42977039,42977170,42976943,42976908,42976809,,87.88,67.50025177,86.62524796,104.2752514,114.6077507,133.1652534,163.1537532,125.15,48500,1,31.15,84.69943748,82.32184143,83.58304258,81.20544653,168.5779213,82.0322289,79.65463285,80.915834,78.53823795,12.13317276,11.63112596
42977080,42977093,42976937,42976912,42977129,42977039,42977170,42976889,42976943,42976908,,86.24,67.86250114,87.29999924,106.0750027,118.0500031,137.5224998,170.0505031,141.06,49000,1,40.85,85.45754609,83.19295592,84.67148825,82.40689808,166.8163981,81.80800694,79.54341676,81.02194909,78.75735892,13.64673725,26.76454484
42976953,42976887,42976937,42976912,42977129,42976963,42976862,42976943,42976809,42977010,,97.17,77.114254,96.82675171,116.126749,126.9917465,147.7242546,173.2292456,199.89,48900,1,61.35,88.19353188,83.62883742,85.79272087,81.2280264,174.288738,84.10269255,79.53799808,81.70188153,77.13718707,16.1483778,30.15535772
42977093,42976887,42976937,42977159,42976896,42977039,42977170,42976908,42976943,42976809,,93.33,73.33050346,92.68050003,111.0929985,121.9304974,137.7855019,166.9994992,161.84,49600,1,29.65,86.36865701,82.746343,84.46076864,80.83845464,172.0808575,83.13326845,79.51095445,81.22538009,77.60306608,13.11541721,36.33859158
42976817,42976887,42976937,42976841,42976896,42976914,42976862,42976810,42977010,42977050,,94.1,75.58050346,92.33050156,110.7805023,121.9454971,140.750499,167.8135023,169.38,48700,1,75.95,86.65829816,82.85706025,84.64454375,80.84330584,172.5577191,83.30960206,79.50836415,81.29584766,77.49460975,13.02761215,39.02793229
42977080,42977093,42976923,42976841,42976956,42977039,42977170,42976908,42976943,42977103,,85.52,66.08749962,83.80000305,102.3875027,114.9649979,136.439994,165.202997,124.4,49400,1,72.85,84.45347902,82.44202699,83.69621675,81.68476472,166.682559,81.44817203,79.43672,80.69090975,78.67945773,12.110001,18.20599884
42977093,42976887,42976937,42976881,42977054,42977039,42977170,42976943,42976809,42976908,,92.55,72.98049927,91.48049927,110.1680012,121.8380047,140.038002,168.9409962,166.42,49400,1,24.65,86.4806346,82.93599363,84.70476606,81.16012509,171.3410959,82.95018585,79.40554489,81.17431731,77.62967635,14.28834082,16.61396772
42976953,42976887,42976923,42976881,42977144,42976885,42977170,42976908,42976809,42976889,,93.76,75.96425247,93.67675018,111.3517513,120.7767487,141.5842514,170.4292578,180.52,48900,1,51.35,86.97192311,83.1410316,85.03293981,81.2020483,172.0737888,83.23518178,79.40429027,81.29619848,77.46530697,13.86302314,24.53995496
42976953,42976887,42976923,42977065,42977129,42977039,42977170,42976809,42977010,42976943,,95.51,77.06425476,93.90174866,113.6392536,123.7917496,141.7367462,169.7997487,183.9,48600,1,45.35,87.21917721,83.0506666,85.00546815,80.83695754,173.3638597,83.56848162,79.399971,81.35477256,77.18626194,14.16232223,37.99954057
42976953,42976887,42976937,42976912,42977129,42976963,42976862,42976908,42976943,42976933,,96.18,76.62675476,95.15175247,113.4017544,125.5342491,144.6267395,172.4792456,196.8,49700,1,61.35,87.70967066,83.28645109,85.40889742,80.98567784,173.5706413,83.64310492,79.21988535,81.34233168,76.9191121,15.86168302,20.30592561
42976953,42976887,42976825,42976912,42977129,42977039,42976862,42977010,42976908,42976943,,95.22,75.76424789,94.10175323,114.1017513,125.0942482,147.2042572,171.1432547,188.49,48600,1,60.35,87.27100356,83.06763602,85.09171916,80.88835162,172.9906687,83.37803854,79.174671,81.19875414,76.9953866,13.38821867,29.5959115
42977080,42976887,42976923,42976912,42976896,42976885,42977170,42976889,42976943,42976809,,90.46,72.81799889,91.95549774,109.493,119.6680008,139.1354935,168.5815053,160.9,48400,1,33.6,85.87783293,82.70569659,84.38394948,81.21181314,169.8311965,82.33695771,79.16482137,80.84307426,77.67093792,13.61608399,3.954742476
42976953,42976887,42976937,42976912,42977144,42977031,42977097,42988357,42976884,42976933,,96.27,77.77674866,96.92675018,116.064249,128.1767578,148.1767578,180.6327396,223.57,48200,1,78.35,89.047754,84.36349994,86.83760512,82.15335106,172.9401391,83.83558731,79.15133325,81.62543844,76.94118437,18.54264394,20.5684185
42976830,42977093,42977139,42976841,42976896,42977039,42977170,42976809,42976943,42976908,,88.12,67.80024719,86.55024719,105.2502518,116.5452511,135.0752472,163.1037503,131.35,49600,1,49.15,84.48183214,81.9281543,83.26387632,80.71019848,168.6230543,81.69262188,79.13894404,80.47466606,77.92098822,12.91576526,17.76281893
42976830,42976887,42976969,42976881,42976896,42977039,42977170,42976889,42976943,42976908,,92.43,73.71825027,92.73075104,111.6432514,123.0532467,143.1782524,165.9902435,161.87,49800,1,30.9,85.77295643,82.23759709,83.92611843,80.39075909,171.4045107,82.55423041,79.01887107,80.70739241,77.17203307,14.01902729,21.88507318
42976953,42976887,42976923,42976912,42977129,42977031,42977170,42976809,42977010,42976943,,97.59,78.28925133,96.65175247,115.0517502,125.94175,143.4392548,173.7852487,208.27,50000,1,58.35,88.10050259,83.30030458,85.57609237,80.77589436,174.4047351,83.79754944,78.99735143,81.27313922,76.4729412,17.14395682,29.13984358
42976830,42976887,42976937,42976912,42977129,42977039,42977170,42976809,42976889,42976943,,93.56,75.43075371,93.75574875,113.7807465,124.4457478,144.8432495,169.3927525,176.37,49000,1,30.9,86.54950681,82.68285059,84.57406347,80.70740725,171.9133671,82.85131152,78.98465531,80.87586818,77.00921197,15.51619109,51.79473162
42976953,42976887,42976937,42976881,42977129,42976963,42976862,42976908,42977010,42976933,,95.56,75.5142498,93.97674942,114.4267502,124.19175,142.1767578,169.0497456,185.7,48200,1,46.35,86.88642338,82.61940772,84.60017304,80.33315737,173.3523852,83.23037777,78.9633621,80.94412742,76.67711175,14.43870356,20.42638808
