Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5130590136,idlove2win (106/150),0,201.5,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Trent Grisham OF Jasson Dominguez P Jesus Luzardo P Braxton Ashcraft SS CJ Abrams,,Jesus Luzardo,P,46.78%,28.85
2,5130537625,scarface521 (3/4),0,195.5,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Jasson Dominguez OF Lourdes Gurriel Jr. P Jesus Luzardo P Braxton Ashcraft SS Geraldo Perdomo,,Braxton Ashcraft,P,36.26%,25.65
3,5130914329,ChevChelios (10/10),0,193.45,1B Michael Busch 2B Bryson Stott 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Ian Happ OF Jasson Dominguez P Max Fried P Jesus Luzardo SS Dansby Swanson,,Chase Burns,P,34.25%,27.35
4,5130881665,dannyoms (41/150),0,190.95,1B Michael Busch 2B Bryson Stott 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Trent Grisham OF Jasson Dominguez P Max Fried P Chase Burns SS Jose Caballero,,Max Fried,P,29.39%,12.6
5,5130590141,idlove2win (111/150),0,190.2,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Trent Grisham OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Dansby Swanson,,Ian Happ,OF,28.48%,11
6,5130786107,bhy101 (75/120),0,186.5,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C Austin Wells OF Aaron Judge OF Oneil Cruz OF Jasson Dominguez P Jesus Luzardo P Braxton Ashcraft SS Trea Turner,,Ketel Marte,2B,25.08%,0
7,5130715392,blackstack524,0,186.2,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C Carson Kelly OF Aaron Judge OF Ian Happ OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Dansby Swanson,,Moises Ballesteros,C,24.04%,23
8,5130540456,ckk-244ayk (70/117),0,185.5,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Ian Happ OF Trent Grisham OF Jasson Dominguez P Jesus Luzardo P Braxton Ashcraft SS CJ Abrams,,Michael Busch,1B,22.78%,25
8,5130829598,cantfademe (73/150),0,185.5,1B Ben Rice 2B Jose Fermin 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Cody Bellinger OF Jasson Dominguez P Jesus Luzardo P Braxton Ashcraft SS Carlos Correa,,Seiya Suzuki,OF,20.13%,10
10,5130535584,dfs_ads (146/150),0,184.45,1B Michael Busch 2B Nico Hoerner 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Trent Grisham OF Jasson Dominguez P Jesus Luzardo P Ranger Suarez SS Jose Caballero,,Alex Bregman,3B,19.12%,4
11,5130886248,Headdie_Brosevelt (96/150),0,183.8,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Andy Pages OF Jasson Dominguez P Justin Wrobleski P Matthew Boyd SS Hyeseong Kim,,Jazz Chisholm Jr.,2B,16.80%,9
12,5130576926,zroth2 (89/150),0,183.35,1B Michael Busch 2B Jazz Chisholm Jr. 3B Coby Mayo C Moises Ballesteros OF Aaron Judge OF Ian Happ OF Jasson Dominguez P Jesus Luzardo P Matthew Boyd SS Jose Caballero,,Geraldo Perdomo,SS,16.31%,5
13,5130924527,apena28 (90/150),0,182.34999,1B Michael Busch 2B Jazz Chisholm Jr. 3B Junior Caminero C Moises Ballesteros OF Aaron Judge OF Trent Grisham OF Jasson Dominguez P Braxton Ashcraft P Logan Henderson SS Jose Caballero,,Lourdes Gurriel Jr.,OF,15.03%,10
14,5130184330,bkreider (85/150),0,180.85,1B Ben Rice 2B Bryson Stott 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Cody Bellinger OF Ian Happ P Jesus Luzardo P Tyler Mahle SS Jose Caballero,,Aaron Judge,OF,14.93%,23
15,5130924446,apena28 (9/150),0,180.5,1B Michael Busch 2B Jazz Chisholm Jr. 3B Alex Bregman C Moises Ballesteros OF Aaron Judge OF Trent Grisham OF Jasson Dominguez P Jesus Luzardo P Braxton Ashcraft SS Jose Caballero,,Pete Crow-Armstrong,OF,14.65%,5
16,5130576864,zroth2 (27/150),0,180.45,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Cody Bellinger OF Jasson Dominguez P Jesus Luzardo P Ranger Suarez SS Dansby Swanson,,Trent Grisham,OF,14.42%,2
16,5130659400,mbhabes (42/100),0,180.45,1B Michael Busch 2B Nico Hoerner 3B Ryan McMahon C Moises Ballesteros OF Seiya Suzuki OF Ian Happ OF Jasson Dominguez P Max Fried P Jesus Luzardo SS Jose Caballero,,Nolan Arenado,3B,14.18%,7
18,5130436042,striblingg13 (7/40),0,180.2,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C Austin Wells OF Aaron Judge OF Seiya Suzuki OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Jose Fernandez,,Ranger Suarez,P,13.46%,12.6
19,5131010191,ddry (79/145),0,179.5,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C William Contreras OF Aaron Judge OF Ian Happ OF Jasson Dominguez P Jesus Luzardo P Braxton Ashcraft SS Trea Turner,,Dansby Swanson,SS,13.20%,2
20,5130974257,mkp23 (37/53),0,179.35,1B Pete Alonso 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Pete Crow-Armstrong OF Jasson Dominguez P Jesus Luzardo P Matthew Boyd SS Jose Caballero,,Shohei Ohtani,OF,13.07%,4
21,5130817839,elidkatz1 (29/100),0,179,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Agustin Ramirez OF Aaron Judge OF Jasson Dominguez OF Esteury Ruiz P Chase Burns P Braxton Ashcraft SS Trea Turner,,Kyle Schwarber,OF,12.19%,10
22,5130828611,davis2543 (5/17),0,178.85,1B Michael Busch 2B Jazz Chisholm Jr. 3B Alex Bregman C Moises Ballesteros OF Aaron Judge OF Cody Bellinger OF Jasson Dominguez P Jesus Luzardo P Tyler Mahle SS Jose Caballero,,Max Muncy,3B,12.18%,7
23,5130611260,rsbathla (39/150),0,178.5,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Moises Ballesteros OF Ian Happ OF Jasson Dominguez OF Brandon Marsh P Jesus Luzardo P Braxton Ashcraft SS Trea Turner,,Trea Turner,SS,11.96%,7
24,5130646707,jb101086 (7/40),0,178.2,1B Michael Busch 2B Jazz Chisholm Jr. 3B Alex Bregman C Moises Ballesteros OF Seiya Suzuki OF Ian Happ OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Jose Caballero,,Nico Hoerner,2B,11.38%,10
24,5130697242,Jbarton324 (3/4),0,178.2,1B Michael Busch 2B Jazz Chisholm Jr. 3B Alex Bregman C Moises Ballesteros OF Seiya Suzuki OF Ian Happ OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Jose Caballero,,Ben Rice,1B,10.66%,21
24,5130751886,NYGFan56 (2/2),0,178.2,1B Michael Busch 2B Jazz Chisholm Jr. 3B Alex Bregman C Moises Ballesteros OF Seiya Suzuki OF Ian Happ OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Jose Caballero,,Corbin Carroll,OF,10.35%,2
24,5130860411,cardinals19191 (142/150),0,178.2,1B Michael Busch 2B Jazz Chisholm Jr. 3B Alex Bregman C Moises Ballesteros OF Seiya Suzuki OF Ian Happ OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Jose Caballero,,Steven Matz,P,10.21%,9.9
24,5131003877,ATurner05 (2/40),0,178.2,1B Michael Busch 2B Jazz Chisholm Jr. 3B Alex Bregman C Moises Ballesteros OF Seiya Suzuki OF Ian Happ OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Jose Caballero,,Austin Wells,C,9.97%,5
29,5130669545,wholmes874 (2/2),0,178,1B Michael Busch 2B Bryson Stott 3B Max Muncy C Moises Ballesteros OF Aaron Judge OF Jarren Duran OF Heliot Ramos P Chase Burns P Braxton Ashcraft SS Trea Turner,,Bryce Harper,1B,9.86%,9
30,5130672211,craftylefty (22/50),0,177.5,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Ian Happ OF Trent Grisham P Jesus Luzardo P Braxton Ashcraft SS Jose Caballero,,Cody Bellinger,OF,9.73%,7
30,5130958451,cjcarlto (14/35),0,177.5,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Seiya Suzuki OF Ian Happ P Jesus Luzardo P Braxton Ashcraft SS Dansby Swanson,,Heliot Ramos,OF,9.62%,5
32,5130829651,cantfademe (126/150),0,177.25,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Ian Happ OF Jasson Dominguez P Ranger Suarez P Braxton Ashcraft SS Dansby Swanson,,William Contreras,C,8.83%,0
33,5130306614,dylancash22 (1/4),0,177.2,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Pete Crow-Armstrong OF Cody Bellinger OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Dansby Swanson,,Jarren Duran,OF,8.57%,17
33,5130540457,ckk-244ayk (71/117),0,177.2,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Ian Happ OF Trent Grisham OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Willy Adames,,Junior Caminero,3B,8.53%,11
33,5130590044,idlove2win (14/150),0,177.2,1B Michael Busch 2B Ketel Marte 3B Ryan McMahon C Moises Ballesteros OF Seiya Suzuki OF Ian Happ OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Dansby Swanson,,Carson Kelly,C,8.32%,10
33,5130817840,elidkatz1 (30/100),0,177.2,1B Ben Rice 2B Bryson Stott 3B Alec Bohm C Austin Wells OF Aaron Judge OF Jasson Dominguez OF Justin Crawford P Chase Burns P Jesus Luzardo SS Trea Turner,,Gabriel Moreno,C,8.16%,16
37,5130445507,hixx (32/150),0,176.95,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C Carson Kelly OF Aaron Judge OF Seiya Suzuki OF Jasson Dominguez P Chase Burns P Ranger Suarez SS Jose Caballero,,Luis Rengifo,3B,8.02%,0
38,5130576955,zroth2 (118/150),0,176.5,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Cody Bellinger OF Seiya Suzuki OF Jasson Dominguez P Jesus Luzardo P Braxton Ashcraft SS Dansby Swanson,,Jose Caballero,SS,8.01%,10
39,5130817847,elidkatz1 (37/100),0,176.35,1B Ben Rice 2B Ketel Marte 3B Ryan McMahon C Gabriel Moreno OF Aaron Judge OF Jasson Dominguez OF Lourdes Gurriel Jr. P Chase Burns P Tyler Mahle SS Jose Caballero,,Gary Sanchez,C,7.66%,3
40,5130953010,schmittykragen,0,176.2,1B Ben Rice 2B Nasim Nunez 3B Ryan McMahon C Moises Ballesteros OF Cody Bellinger OF Trent Grisham OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Geraldo Perdomo,,Alec Bohm,3B,7.55%,7
41,5130669816,Bsgolfer7 (100/150),0,176,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Seiya Suzuki OF Ian Happ P Chase Burns P Braxton Ashcraft SS Dansby Swanson,,Garrett Mitchell,OF,7.47%,4
42,5130721483,twadec,0,174.55,1B Ben Rice 2B Bryson Stott 3B Nolan Arenado C Moises Ballesteros OF Aaron Judge OF Cody Bellinger OF Jasson Dominguez P Steven Matz P Braxton Ashcraft SS Jose Caballero,,Ildemaro Vargas,2B,7.22%,3
43,5130906832,Jackman18,0,174.5,1B Michael Busch 2B Nico Hoerner 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Cody Bellinger OF Trent Grisham P Jesus Luzardo P Braxton Ashcraft SS Jose Caballero,,Teoscar Hernandez,OF,7.20%,5
44,5130865361,invertedcheese (130/150),0,174.35,1B Michael Busch 2B Bryson Stott 3B Alex Bregman C Moises Ballesteros OF Aaron Judge OF Ian Happ OF Brandon Marsh P Jesus Luzardo P Matthew Boyd SS Trea Turner,,Bryson Stott,2B,7.03%,18
45,5130548632,moklovin (77/150),0,174.2,1B Michael Busch 2B Jazz Chisholm Jr. 3B Alex Bregman C Moises Ballesteros OF Seiya Suzuki OF Ian Happ OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Masyn Winn,,Dalton Rushing,C,6.96%,5
45,5130706376,wilson1 (3/7),0,174.2,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Gabriel Moreno OF Cody Bellinger OF Jasson Dominguez OF Lourdes Gurriel Jr. P Chase Burns P Jesus Luzardo SS Geraldo Perdomo,,Shohei Ohtani,1B,6.77%,4
45,5130755624,madbx8 (2/2),0,174.2,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Moises Ballesteros OF Ian Happ OF Jasson Dominguez OF Lourdes Gurriel Jr. P Chase Burns P Jesus Luzardo SS Geraldo Perdomo,,Kyle Tucker,OF,6.75%,7
48,5130576859,zroth2 (22/150),0,173.5,1B Michael Busch 2B Bryson Stott 3B Alex Bregman C Moises Ballesteros OF Aaron Judge OF Brandon Marsh OF Felix Reyes P Jesus Luzardo P Braxton Ashcraft SS Trea Turner,,Justin Wrobleski,P,6.21%,13.3
48,5130611242,rsbathla (21/150),0,173.5,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Cody Bellinger OF Brandon Marsh P Jesus Luzardo P Braxton Ashcraft SS Andruw Monasterio,,Jordan Walker,OF,6.04%,4
48,5130991145,cschneider17 (2/2),0,173.5,1B Michael Busch 2B Jazz Chisholm Jr. 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Cody Bellinger OF Seiya Suzuki P Jesus Luzardo P Braxton Ashcraft SS Dansby Swanson,,Brandon Marsh,OF,6.04%,14
51,5130445592,hixx (117/150),0,172.5,1B Ben Rice 2B Jazz Chisholm Jr. 3B Luis Rengifo C Moises Ballesteros OF Aaron Judge OF Trent Grisham OF Jasson Dominguez P Jesus Luzardo P Braxton Ashcraft SS Hyeseong Kim,,Ryan McMahon,3B,6.01%,20
51,5130881696,dannyoms (72/150),0,172.5,1B Ben Rice 2B Bryson Stott 3B Alec Bohm C Austin Wells OF Aaron Judge OF Wilyer Abreu OF Jasson Dominguez P Jesus Luzardo P Braxton Ashcraft SS Jose Caballero,,Ildemaro Vargas,1B,5.96%,3
53,5130661454,mood1977 (15/90),0,171.5,1B Shohei Ohtani 2B Jazz Chisholm Jr. 3B Ryan McMahon C Gabriel Moreno OF Aaron Judge OF Jasson Dominguez OF Lourdes Gurriel Jr. P Jesus Luzardo P Braxton Ashcraft SS Geraldo Perdomo,,Jasson Dominguez,OF,5.96%,30
54,5130660128,ShaidyAdvice (36/150),0,171.25,1B Michael Busch 2B Ketel Marte 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Trent Grisham OF Jasson Dominguez P Max Fried P Braxton Ashcraft SS Jose Caballero,,Wilyer Abreu,OF,5.90%,4
55,5130500549,Emrakul (56/150),0,171.2,1B Michael Busch 2B Bryson Stott 3B Alex Bregman C Moises Ballesteros OF Andy Pages OF Seiya Suzuki OF Ian Happ P Chase Burns P Jesus Luzardo SS Hyeseong Kim,,Jake Bauers,1B,5.80%,3
55,5130654841,Traeko (2/2),0,171.2,1B Michael Busch 2B Ildemaro Vargas 3B Nolan Arenado C Moises Ballesteros OF Andy Pages OF Ian Happ OF Jasson Dominguez P Chase Burns P Jesus Luzardo SS Dansby Swanson,,Marcelo Mayer,2B,5.75%,5
57,5130522586,B_Heals152 (78/150),0,170.5,1B Ben Rice 2B Marcelo Mayer 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Cody Bellinger OF Leody Taveras P Jesus Luzardo P Braxton Ashcraft SS Jose Caballero,,Freddie Freeman,1B,5.74%,10
58,5130590147,idlove2win (117/150),0,170.25,1B Michael Busch 2B Ketel Marte 3B Ryan McMahon C Moises Ballesteros OF Aaron Judge OF Trent Grisham OF Jasson Dominguez P Chase Burns P Steven Matz SS Jose Caballero,,Tyler Mahle,P,5.61%,19
