Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5127118664,Hurliss (27/50),0,225.25,1B Curtis Mead 2B Willi Castro 3B Brady House C Hunter Goodman OF James Wood OF Joey Wiemer OF Brenton Doyle P Tarik Skubal P Cade Cavalli SS Ezequiel Tovar,,Tarik Skubal,P,55.26%,22.75
2,5127254886,Fabdiddy (9/25),0,215.25,1B Curtis Mead 2B Nasim Nunez 3B Brady House C Hunter Goodman OF James Wood OF Brenton Doyle OF Marcell Ozuna P Tarik Skubal P Cade Cavalli SS CJ Abrams,,Elly De La Cruz,SS,46.81%,2
3,5127149593,goodtimes32 (4/5),0,214.25,1B Curtis Mead 2B Nasim Nunez 3B Brady House C Hunter Goodman OF James Wood OF Brenton Doyle OF Jordan Beck P Tarik Skubal P Cade Cavalli SS CJ Abrams,,David Peterson,P,41.43%,-0.55
3,5127275412,Kobe108 (26/150),0,214.25,1B Curtis Mead 2B Willi Castro 3B Brady House C Hunter Goodman OF James Wood OF TJ Friedl OF Brenton Doyle P Tarik Skubal P Cade Cavalli SS Ezequiel Tovar,,Hunter Goodman,C,26.20%,39
3,5127294434,lostories (2/150),0,214.25,1B Curtis Mead 2B Nasim Nunez 3B Brady House C Hunter Goodman OF James Wood OF Brenton Doyle OF Jordan Beck P Tarik Skubal P Cade Cavalli SS CJ Abrams,,Sal Stewart,1B,25.36%,3
6,5126578165,dfs_ads (17/150),0,211.25,1B Curtis Mead 2B Willi Castro 3B Brady House C Hunter Goodman OF James Wood OF Jacob Young OF Jordan Beck P Tarik Skubal P Andre Pallante SS CJ Abrams,,Matt McLain,2B,25.17%,11
6,5127385908,rundq019 (17/18),0,211.25,1B Curtis Mead 2B Willi Castro 3B Brady House C Hunter Goodman OF James Wood OF Jacob Young OF Jordan Beck P Tarik Skubal P Andre Pallante SS CJ Abrams,,Bubba Chandler,P,22.49%,13.05
8,5127014188,conradical907 (97/150),0,208.8,1B Curtis Mead 2B Matt McLain 3B Brady House C Hunter Goodman OF James Wood OF Jacob Young OF Brenton Doyle P Tarik Skubal P Bubba Chandler SS CJ Abrams,,TJ Friedl,OF,21.64%,3
9,5127275416,Kobe108 (30/150),0,207.55,1B Curtis Mead 2B Nasim Nunez 3B Brady House C Hunter Goodman OF James Wood OF Mickey Moniak OF Jacob Young P Tarik Skubal P Tomoyuki Sugano SS Willi Castro,,JR Ritchie,P,21.59%,10.6
10,5127117895,wakeringer (90/115),0,206.25,1B Curtis Mead 2B Willi Castro 3B Brady House C Hunter Goodman OF James Wood OF Joey Wiemer OF Jordan Beck P Tarik Skubal P Cade Cavalli SS Geraldo Perdomo,,Corbin Carroll,OF,20.87%,17
11,5127013943,ajs1281 (39/100),0,206.1,1B Curtis Mead 2B Ozzie Albies 3B Brady House C Hunter Goodman OF Daylen Lile OF Joey Wiemer OF Brenton Doyle P JR Ritchie P Cade Cavalli SS CJ Abrams,,Juan Soto,OF,19.67%,22
12,5127143356,Kloso11,0,205.25,1B Curtis Mead 2B Matt McLain 3B Brady House C Hunter Goodman OF Oneil Cruz OF Jacob Young OF Brenton Doyle P Tarik Skubal P Cade Cavalli SS CJ Abrams,,Spencer Steer,OF,19.22%,5
12,5127275387,Kobe108 (1/150),0,205.25,1B Curtis Mead 2B Nasim Nunez 3B Brady House C Hunter Goodman OF James Wood OF Jacob Young OF Brenton Doyle P Tarik Skubal P Andre Pallante SS Elly De La Cruz,,Riley Greene,OF,19.05%,14
14,5126714195,luckyguesses (63/64),0,203.55,1B Curtis Mead 2B Ketel Marte 3B Brady House C Hunter Goodman OF James Wood OF Joey Wiemer OF Jacob Young P Bubba Chandler P Cade Cavalli SS Jose Fernandez,,Brenton Doyle,OF,18.55%,16
15,5127298857,mcafeend (18/50),0,203.25,1B Curtis Mead 2B Nasim Nunez 3B Brady House C Hunter Goodman OF Kerry Carpenter OF Jacob Young OF Brenton Doyle P Tarik Skubal P Cade Cavalli SS CJ Abrams,,Oneil Cruz,OF,18.48%,4
16,5127275402,Kobe108 (16/150),0,202.55,1B Curtis Mead 2B Willi Castro 3B Brady House C Hunter Goodman OF Daylen Lile OF Joey Wiemer OF Brenton Doyle P Tarik Skubal P Tomoyuki Sugano SS CJ Abrams,,Jordan Beck,OF,17.67%,2
17,5126943046,needlunchmoney (37/150),0,200.55,1B Curtis Mead 2B Ozzie Albies 3B Brady House C Hunter Goodman OF James Wood OF Ronald Acuna Jr. OF Michael Harris II P Bubba Chandler P Cade Cavalli SS CJ Abrams,,Nathaniel Lowe,1B,15.89%,2
18,5127174483,treym121,0,199.40001,1B Curtis Mead 2B Willi Castro 3B Brady House C Hunter Goodman OF James Wood OF Corbin Carroll OF Brenton Doyle P JR Ritchie P Tomoyuki Sugano SS Geraldo Perdomo,,Kevin McGonigle,3B,15.07%,8
19,5126480287,dacoltz (107/150),0,199.25,1B Curtis Mead 2B Matt McLain 3B Brady House C Hunter Goodman OF James Wood OF Jacob Young OF Brandon Lockridge P Tarik Skubal P Cade Cavalli SS Elly De La Cruz,,Cade Cavalli,P,15.02%,27.5
20,5126578183,dfs_ads (35/150),0,198.8,1B Curtis Mead 2B Willi Castro 3B Brady House C Hunter Goodman OF James Wood OF Brenton Doyle OF Jordan Beck P Tarik Skubal P Bubba Chandler SS Ezequiel Tovar,,Ronald Acuna Jr.,OF,14.87%,2
21,5127380496,LoganGrewe50 (3/6),0,198.25,1B TJ Rumfield 2B Nasim Nunez 3B Brady House C Hunter Goodman OF James Wood OF Jacob Young OF Brenton Doyle P Tarik Skubal P Cade Cavalli SS CJ Abrams,,William Contreras,C,14.36%,0
22,5127357395,Galante118 (9/13),0,197.8,1B Curtis Mead 2B Matt McLain 3B Brady House C Hunter Goodman OF James Wood OF Jacob Young OF Spencer Steer P Tarik Skubal P Bubba Chandler SS CJ Abrams,,Eduardo Rodriguez,P,13.62%,9.1
23,5126868840,relicck (1/10),0,197.25,1B TJ Rumfield 2B Willi Castro 3B Brady House C Hunter Goodman OF James Wood OF Joey Wiemer OF Brenton Doyle P Tarik Skubal P Andre Pallante SS Ezequiel Tovar,,Brandon Williamson,P,13.17%,1.95
23,5127038149,bhy101 (1/100),0,197.25,1B TJ Rumfield 2B Willi Castro 3B Brady House C Hunter Goodman OF Riley Greene OF Mickey Moniak OF Brenton Doyle P Tarik Skubal P Cade Cavalli SS CJ Abrams,,JJ Bleday,OF,13.05%,3
25,5127038240,bhy101 (44/100),0,196.8,1B Curtis Mead 2B Willi Castro 3B Brady House C Hunter Goodman OF Daylen Lile OF Jacob Young OF Brenton Doyle P Tarik Skubal P Bubba Chandler SS CJ Abrams,,Ketel Marte,2B,12.80%,17
