P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42633730,42633720,42633754,42633821,42633743,42633989,42633766,42633760,42633818,42633892,,103.43,84.53075027,103.2057495,121.2182484,132.9957443,153.4157524,187.5377464,97.58,49600,1,76.15,94.41826267,92.50038753,93.60482402,91.68694888,175.4631443,91.91839184,90.0005167,91.10495319,89.18707805,6.728955467,25.83083808
42633718,42633720,42633828,42633928,42633767,42633860,42633948,42633786,42633777,42633740,,105.11,86.68939781,103.4019012,122.7768993,133.5518974,153.6544014,180.0238922,87.48,50000,1,131.1,93.34388084,91.21702509,92.14677174,90.01991599,177.0741404,91.75174999,89.62489423,90.55464088,88.42778513,5.384150583,41.34720266
42633717,42633720,42633759,42633928,42633767,42633803,42633792,42633845,42633860,42633818,,103.7,83.01159668,102.1366005,120.5116005,131.8815971,152.6640915,180.6161028,83.49,49900,1,59.45,93.10632314,91.19460337,92.09874967,90.1870299,176.0664844,91.40145769,89.48973791,90.39388422,88.48216445,5.739769408,20.02186477
42633718,42633720,42633797,42633784,42633752,42633973,42633918,42633899,42633760,42633756,,104.54,85.72690201,103.7019005,121.4019012,131.0318939,151.9969009,183.7244043,105.38,49900,1,59.1,93.45272254,91.14616396,92.29117551,89.98461693,176.2155622,91.1792349,88.87267632,90.01768788,87.71112929,8.570597706,35.78783572
42633730,42633720,42633828,42633928,42633767,42633860,42633792,42633851,42633768,42633736,,103.53,84.0182476,102.2807465,120.7307491,131.6682526,154.2807465,180.5527464,84.33,49400,1,75.15,93.01641929,91.11437809,92.01997492,90.11793371,175.9359198,91.29607316,89.39403196,90.29962879,88.39758758,6.112971569,24.15700555
42633732,42633720,42633797,42633784,42634031,42633973,42633824,42633756,42633740,42633736,,101.11,81.05399704,98.29149628,119.678997,132.3814995,150.4664917,182.4225038,87.16,49600,1,78.45,92.51773111,90.84844334,91.80109664,90.13180887,174.0244784,90.37640565,88.70711788,89.65977119,87.99048341,7.706097189,30.20689487
42633720,42633719,42633783,42633751,42633863,42633955,42633810,42633899,42633851,42633740,,102.64,83.61469841,101.1771965,120.9396992,133.3296921,151.1296974,181.4987033,92.44,49700,1,103.3533333,92.72309026,90.82413639,91.79518227,89.89622841,175.1366654,90.73786063,88.83890677,89.80995264,87.91099878,5.898737054,49.32053685
42633717,42633720,42633779,42633928,42633767,42633858,42633792,42633845,42633744,42633965,,101.79,83.74909782,100.0115967,119.1741047,130.4691071,153.0915993,179.7700967,77.99,49500,1,58.45,92.37388137,90.72403985,91.56433752,89.91449599,174.759844,90.66253221,89.01269069,89.85298836,88.20314684,4.839779388,28.11565399
42633720,42633719,42633783,42633913,42633863,42633787,42633810,42633816,42633900,42633740,,102.04,84.23320198,103.1332016,119.8832016,132.2056961,152.8331909,181.0132001,91.83,49700,1,100.3533333,92.38162993,90.53268899,91.49394533,89.64500439,174.7056672,90.38554548,88.53660454,89.49786089,87.64891994,6.035278862,16.78176969
42633720,42633717,42633828,42633779,42633767,42633757,42633792,42633786,42634084,42634007,,102.8,83.61160278,101.2865982,121.1241016,131.1266037,149.5615967,178.5765997,81.62,49500,1,93.45,92.23910094,90.36472301,91.23806422,89.36368629,175.4522287,90.62011405,88.74573611,89.61907732,87.74469939,5.113195404,15.49088806
