Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5121585539,Jthayesjr (73/120),0,210.1,1B Michael Busch 2B Bryson Stott 3B Alex Bregman C Carson Kelly OF Mickey Moniak OF Seiya Suzuki OF Ian Happ P Tarik Skubal P Tyler Glasnow SS Xander Bogaerts,,Tarik Skubal,P,61.14%,11.3
2,5121430702,1013stingray (1/2),0,208.1,1B Matt Olson 2B Ozzie Albies 3B Alex Bregman C Carson Kelly OF Mickey Moniak OF Seiya Suzuki OF Ian Happ P Tarik Skubal P Tyler Glasnow SS Dansby Swanson,,Tyler Glasnow,P,42.23%,38.8
2,5121436289,1013stingray (2/2),0,208.1,1B Matt Olson 2B Ozzie Albies 3B Alex Bregman C Carson Kelly OF Mickey Moniak OF Seiya Suzuki OF Ian Happ P Tarik Skubal P Tyler Glasnow SS Dansby Swanson,,Michael Soroka,P,34.52%,16.45
4,5121362375,Wizard (1/3),0,207.25,1B TJ Rumfield 2B Ildemaro Vargas 3B Manny Machado C Carson Kelly OF Mickey Moniak OF Troy Johnston OF Seiya Suzuki P Tyler Glasnow P Michael Soroka SS Xander Bogaerts,,Trea Turner,SS,23.51%,2
5,5121517365,jmf785,0,203.1,1B Matt Olson 2B Ozzie Albies 3B Max Muncy C Carson Kelly OF Mickey Moniak OF Riley Greene OF Michael Harris II P Tarik Skubal P Tyler Glasnow SS Dansby Swanson,,Drake Baldwin,C,22.61%,12
6,5121376877,khogan3131,0,203,1B Matt Olson 2B Ozzie Albies 3B Kevin McGonigle C Drake Baldwin OF Mickey Moniak OF Riley Greene OF Michael Harris II P Michael Soroka P JR Ritchie SS Xander Bogaerts,,Felix Reyes,OF,22.02%,0
7,5121531829,whit04 (1/2),0,201.85,1B Dalton Rushing 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Mickey Moniak OF Daylen Lile OF Ian Happ P Tyler Glasnow P Davis Martin SS CJ Abrams,,Bryce Harper,1B,20.51%,7
8,5121409521,zroth2 (113/150),0,201.6,1B TJ Rumfield 2B Edouard Julien 3B Manny Machado C Carson Kelly OF Ramon Laureano OF Mickey Moniak OF Seiya Suzuki P Edward Cabrera P Michael Soroka SS Xander Bogaerts,,Logan Webb,P,20.10%,13.75
9,5121518975,Tkcarls88,0,201.1,1B Michael Busch 2B Ketel Marte 3B Austin Riley C Carson Kelly OF Seiya Suzuki OF Ian Happ OF Brandon Marsh P Tarik Skubal P Tyler Glasnow SS Dansby Swanson,,Michael Harris II,OF,19.99%,15
10,5121510945,drunkonpappy (150/150),0,200.1,1B TJ Rumfield 2B Edouard Julien 3B Alex Bregman C Carson Kelly OF Mickey Moniak OF Seiya Suzuki OF Ian Happ P Tarik Skubal P Tyler Glasnow SS Dansby Swanson,,Mickey Moniak,OF,17.84%,36
10,5121526090,Jthrill,0,200.1,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Mickey Moniak OF Michael Harris II OF Andrew Benintendi P Tarik Skubal P Tyler Glasnow SS Dansby Swanson,,Ramon Laureano,OF,17.58%,18
12,5121409523,zroth2 (115/150),0,199.1,1B TJ Rumfield 2B Nico Hoerner 3B Alex Bregman C Carson Kelly OF Mickey Moniak OF Seiya Suzuki OF Brandon Marsh P Tarik Skubal P Tyler Glasnow SS Dansby Swanson,,Kyle Schwarber,OF,17.40%,2
12,5121577665,Jimbo237 (1/2),0,199.1,1B Michael Busch 2B Edouard Julien 3B Alex Bregman C Carson Kelly OF Mickey Moniak OF Troy Johnston OF Seiya Suzuki P Tarik Skubal P Tyler Glasnow SS Dansby Swanson,,Bryson Stott,2B,16.87%,5
14,5121342487,klassicthegreat,0,198.25,1B TJ Rumfield 2B Edouard Julien 3B Alex Bregman C Adrian Del Castillo OF Ramon Laureano OF Mickey Moniak OF Troy Johnston P Tyler Glasnow P Michael Soroka SS Xander Bogaerts,,Ronald Acuna Jr.,OF,15.87%,3
15,5121502590,PuttmastaC (1/3),0,196.5,1B Matt Olson 2B Ozzie Albies 3B Kevin McGonigle C Drake Baldwin OF Ramon Laureano OF Mickey Moniak OF Michael Harris II P Michael Soroka P Davis Martin SS Xander Bogaerts,,Matt Olson,1B,15.78%,15
16,5121554017,HughZuck (2/2),0,196.35,1B TJ Rumfield 2B Willi Castro 3B Manny Machado C Miguel Amaya OF Mickey Moniak OF Troy Johnston OF Ian Happ P Tyler Glasnow P JR Ritchie SS Xander Bogaerts,,Jackson Merrill,OF,14.98%,4
17,5121431024,JC1227,0,196.25,1B Michael Busch 2B Edouard Julien 3B Miguel Andujar C Dalton Rushing OF Jackson Merrill OF Seiya Suzuki OF Ian Happ P Tyler Glasnow P Michael Soroka SS Xander Bogaerts,,Cristopher Sanchez,P,14.81%,-0.4
