Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5123438993,jimmybooz (4/5),0,208.6,1B Sal Stewart 2B Michael Massey 3B Kevin McGonigle C Austin Wells OF Riley Greene OF TJ Friedl OF Jac Caglianone P Jacob Misiorowski P Cole Ragans SS Elly De La Cruz,,Jacob Misiorowski,P,56.48%,20.1
2,5123591051,sommer716 (56/150),0,194.6,1B Shohei Ohtani 2B Nick Loftin 3B Max Muncy C Salvador Perez OF Trent Grisham OF Jac Caglianone OF Isaac Collins P Jacob Misiorowski P Cole Ragans SS Bobby Witt Jr.,,MacKenzie Gore,P,44.10%,13.85
3,5123004583,ShaidyAdvice (50/150),0,193.6,1B Sal Stewart 2B Nick Loftin 3B Ke'Bryan Hayes C Salvador Perez OF Yordan Alvarez OF TJ Friedl OF Spencer Steer P Jacob Misiorowski P Cole Ragans SS Elly De La Cruz,,Cole Ragans,P,28.48%,34.5
4,5122858201,cantfademe (147/150),0,191.6,1B Ben Rice 2B Amed Rosario 3B Max Muncy C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Isaac Collins P Jacob Misiorowski P Cole Ragans SS Jose Caballero,,Jazz Chisholm Jr.,2B,26.82%,4
5,5122940358,zroth2 (29/150),0,189.35,1B Sal Stewart 2B Matt McLain 3B Kevin McGonigle C Salvador Perez OF TJ Friedl OF Jac Caglianone OF Will Benson P MacKenzie Gore P Cole Ragans SS Elly De La Cruz,,Riley Greene,OF,24.23%,8
6,5123207438,enzweilerr1 (11/16),0,188.95,1B Sal Stewart 2B Matt McLain 3B Carlos Correa C Salvador Perez OF TJ Friedl OF Jac Caglianone OF Isaac Collins P Jacob Misiorowski P MacKenzie Gore SS Elly De La Cruz,,Aaron Judge,OF,21.22%,4
7,5123165206,UniversalFriend (4/17),0,188.6,1B Nathaniel Lowe 2B Jazz Chisholm Jr. 3B Max Muncy C Austin Wells OF Shohei Ohtani OF Cody Bellinger OF Trent Grisham P Jacob Misiorowski P Cole Ragans SS Jose Caballero,,Trent Grisham,OF,17.85%,20
8,5123607587,cardinals19191 (22/150),0,187.6,1B Nathaniel Lowe 2B Matt McLain 3B Kevin McGonigle C Austin Wells OF Shohei Ohtani OF TJ Friedl OF Wenceel Perez P Jacob Misiorowski P Cole Ragans SS Elly De La Cruz,,Shohei Ohtani,OF,17.50%,16
9,5122907135,kodyray91 (57/150),0,187.15,1B Shohei Ohtani 2B Nick Loftin 3B Max Muncy C Salvador Perez OF Trent Grisham OF Jac Caglianone OF Michael Massey P Zack Wheeler P Cole Ragans SS Bobby Witt Jr.,,Matt McLain,2B,16.10%,4
10,5123040774,ShipMyMoney (14/150),0,186.6,1B Shohei Ohtani 2B Nick Loftin 3B Josh Jung C Salvador Perez OF Andy Pages OF Jac Caglianone OF Isaac Collins P Jacob Misiorowski P Cole Ragans SS Bobby Witt Jr.,,Elly De La Cruz,SS,15.16%,22
10,5123372695,cagea65 (3/21),0,186.6,1B Spencer Torkelson 2B Jazz Chisholm Jr. 3B Max Muncy C Austin Wells OF Shohei Ohtani OF Cody Bellinger OF Trent Grisham P Jacob Misiorowski P Cole Ragans SS Jose Caballero,,Ben Rice,1B,15.08%,15
12,5123603466,JS4314 (2/2),0,184.9,1B Sal Stewart 2B Matt McLain 3B Kevin McGonigle C Dalton Rushing OF Trent Grisham OF TJ Friedl OF Garrett Mitchell P Cole Ragans P Ryan Weathers SS Elly De La Cruz,,Max Muncy,3B,14.91%,20
13,5122881269,moklovin (85/150),0,184.6,1B Sal Stewart 2B Alex Freeland 3B Ryan McMahon C Austin Wells OF Shohei Ohtani OF Kyle Tucker OF Trent Grisham P Jacob Misiorowski P Cole Ragans SS Hyeseong Kim,,Cody Bellinger,OF,14.63%,10
14,5122858059,cantfademe (5/150),0,183.6,1B Sal Stewart 2B Jazz Chisholm Jr. 3B Ryan McMahon C Austin Wells OF Cody Bellinger OF Trent Grisham OF Michael Harris II P Jacob Misiorowski P Cole Ragans SS Elly De La Cruz,,Ryan Weathers,P,14.55%,12.4
14,5122911302,footballguru29 (57/120),0,183.6,1B Sal Stewart 2B Matt McLain 3B Ke'Bryan Hayes C Salvador Perez OF Aaron Judge OF Cody Bellinger OF Trent Grisham P Jacob Misiorowski P Cole Ragans SS Jose Caballero,,Carter Jensen,C,14.17%,9
14,5123002278,sneuman (56/112),0,183.6,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ke'Bryan Hayes C Austin Wells OF Shohei Ohtani OF Cody Bellinger OF TJ Friedl P Jacob Misiorowski P Cole Ragans SS Jose Caballero,,Matt Vierling,OF,14.00%,2
14,5123546197,Fabdiddy (11/30),0,183.6,1B Nathaniel Lowe 2B Matt McLain 3B Max Muncy C Austin Wells OF Shohei Ohtani OF TJ Friedl OF Spencer Steer P Jacob Misiorowski P Cole Ragans SS Elly De La Cruz,,Kevin McGonigle,3B,13.49%,22
14,5123610826,goudsaab (38/150),0,183.6,1B Bryce Harper 2B Michael Massey 3B Kevin McGonigle C Salvador Perez OF Riley Greene OF Trent Grisham OF Isaac Collins P Jacob Misiorowski P Cole Ragans SS Bobby Witt Jr.,,Bobby Witt Jr.,SS,13.18%,12
19,5123336129,LeVerticalDFS (51/150),0,182.6,1B Sal Stewart 2B Jazz Chisholm Jr. 3B Amed Rosario C Austin Wells OF Trent Grisham OF TJ Friedl OF Will Benson P Jacob Misiorowski P Cole Ragans SS Elly De La Cruz,,Kevin McGonigle,SS,12.80%,22
19,5123431001,Broseidon13,0,182.6,1B Sal Stewart 2B Matt McLain 3B Max Muncy C Carter Jensen OF TJ Friedl OF Jac Caglianone OF Spencer Steer P Jacob Misiorowski P Cole Ragans SS Elly De La Cruz,,Austin Wells,C,12.42%,23
21,5122893963,OneDropKing (17/150),0,182.35,1B Ben Rice 2B Amed Rosario 3B Max Muncy C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Adolis Garcia P MacKenzie Gore P Cole Ragans SS Jose Caballero,,Dalton Rushing,C,12.08%,9
22,5122833785,AaronCosta (11/75),0,181.6,1B Sal Stewart 2B Bryson Stott 3B Ke'Bryan Hayes C Tyler Stephenson OF Kyle Schwarber OF TJ Friedl OF Brandon Marsh P Jacob Misiorowski P Cole Ragans SS Elly De La Cruz,,Ian Happ,OF,11.80%,2
22,5123004664,ShaidyAdvice (131/150),0,181.6,1B Shohei Ohtani 2B Nick Loftin 3B Max Muncy C Salvador Perez OF Michael Harris II OF Jac Caglianone OF Michael Massey P Jacob Misiorowski P Cole Ragans SS Bobby Witt Jr.,,Kerry Carpenter,OF,11.49%,3
22,5123540937,feartheturtle7 (49/100),0,181.6,1B Sal Stewart 2B Matt McLain 3B Ke'Bryan Hayes C Salvador Perez OF Riley Greene OF Kerry Carpenter OF TJ Friedl P Jacob Misiorowski P Cole Ragans SS Elly De La Cruz,,Seiya Suzuki,OF,11.28%,20
25,5123198213,skijmb (54/150),0,180.6,1B Ben Rice 2B Matt McLain 3B Max Muncy C Austin Wells OF Aaron Judge OF Trent Grisham OF Jac Caglianone P Jacob Misiorowski P Cole Ragans SS Jose Caballero,,Alex Bregman,3B,11.02%,0
25,5123351868,sbcousle (46/150),0,180.6,1B Nathaniel Lowe 2B Isaac Paredes 3B Carlos Correa C Austin Wells OF Aaron Judge OF Cody Bellinger OF Trent Grisham P Jacob Misiorowski P Cole Ragans SS Jose Caballero,,Ryan McMahon,3B,10.89%,10
25,5123420226,kennyz816,0,180.6,1B Ben Rice 2B Jazz Chisholm Jr. 3B Ryan McMahon C Austin Wells OF Riley Greene OF Trent Grisham OF TJ Friedl P Jacob Misiorowski P Cole Ragans SS Elly De La Cruz,,Brice Turang,2B,10.71%,5
28,5123351834,sbcousle (12/150),0,180.35,1B Sal Stewart 2B Matt McLain 3B Ryan McMahon C Austin Wells OF Shohei Ohtani OF Aaron Judge OF Trent Grisham P MacKenzie Gore P Cole Ragans SS Jose Caballero,,Spencer Steer,OF,10.55%,4
29,5123606933,kgdobby (56/150),0,179.6,1B Freddie Freeman 2B Alex Freeland 3B Max Muncy C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Jac Caglianone P Jacob Misiorowski P Cole Ragans SS Hyeseong Kim,,Michael Busch,1B,10.37%,5
30,5122816360,bkreider (7/150),0,179.35,1B Ben Rice 2B Jazz Chisholm Jr. 3B Kevin McGonigle C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Wenceel Perez P MacKenzie Gore P Cole Ragans SS Jose Caballero,,Jack Flaherty,P,10.05%,-4.3
31,5122858131,cantfademe (77/150),0,178.6,1B Sal Stewart 2B Nick Loftin 3B Ke'Bryan Hayes C Carter Jensen OF Shohei Ohtani OF Michael Harris II OF Jac Caglianone P Jacob Misiorowski P Cole Ragans SS Bobby Witt Jr.,,Colt Keith,3B,9.86%,3
31,5123612373,RipeAvocado (1/2),0,178.6,1B Sal Stewart 2B Jazz Chisholm Jr. 3B Josh Jung C Austin Wells OF Aaron Judge OF Ian Happ OF Trent Grisham P Jacob Misiorowski P Cole Ragans SS Jose Caballero,,Sal Stewart,1B,9.51%,30
33,5123538681,dacoltz (90/150),0,178.5,1B Ben Rice 2B Ozzie Albies 3B Max Muncy C Austin Wells OF Teoscar Hernandez OF Cody Bellinger OF Trent Grisham P Jacob Misiorowski P Ryan Weathers SS Jose Caballero,,Jose Caballero,SS,9.34%,25
34,5123042290,jb101086 (8/30),0,178.35,1B Shohei Ohtani 2B Michael Massey 3B Max Muncy C Salvador Perez OF Trent Grisham OF Jac Caglianone OF Isaac Collins P MacKenzie Gore P Cole Ragans SS Bobby Witt Jr.,,Jeffrey Springs,P,9.13%,8.7
34,5123096071,hishboo (14/150),0,178.35,1B Shohei Ohtani 2B Nick Loftin 3B Kevin McGonigle C Salvador Perez OF Riley Greene OF Jac Caglianone OF Isaac Collins P MacKenzie Gore P Cole Ragans SS Bobby Witt Jr.,,Adolis Garcia,OF,8.76%,10
34,5123540904,feartheturtle7 (16/100),0,178.35,1B Ben Rice 2B Matt McLain 3B Kevin McGonigle C Salvador Perez OF TJ Friedl OF Jac Caglianone OF Spencer Steer P MacKenzie Gore P Cole Ragans SS Elly De La Cruz,,Michael Harris II,OF,8.42%,10
34,5123620275,striblingg13 (2/25),0,178.35,1B Sal Stewart 2B Matt McLain 3B Ke'Bryan Hayes C Moises Ballesteros OF Seiya Suzuki OF Ian Happ OF TJ Friedl P MacKenzie Gore P Cole Ragans SS Elly De La Cruz,,Dansby Swanson,SS,8.37%,0
38,5122940415,zroth2 (86/150),0,177.7,1B Sal Stewart 2B Matt McLain 3B Ke'Bryan Hayes C Dalton Rushing OF Shohei Ohtani OF Bryan Reynolds OF TJ Friedl P Cole Ragans P Brady Singer SS Elly De La Cruz,,Zach Neto,SS,8.27%,0
39,5123096137,hishboo (80/150),0,177.6,1B Nathaniel Lowe 2B Matt McLain 3B Ke'Bryan Hayes C Carter Jensen OF Shohei Ohtani OF Seiya Suzuki OF TJ Friedl P Jacob Misiorowski P Cole Ragans SS Elly De La Cruz,,Dillon Dingler,C,8.26%,0
39,5123221094,nerdytenor (89/150),0,177.6,1B Shohei Ohtani 2B Alex Freeland 3B Ryan McMahon C Austin Wells OF Aaron Judge OF Teoscar Hernandez OF Jac Caglianone P Jacob Misiorowski P Cole Ragans SS Jose Caballero,,Bryce Elder,P,8.17%,9.55
39,5123440855,bgreseth (95/150),0,177.6,1B Jake Bauers 2B Nick Loftin 3B Max Muncy C Salvador Perez OF Shohei Ohtani OF Kyle Isbel OF Isaac Collins P Jacob Misiorowski P Cole Ragans SS Bobby Witt Jr.,,Spencer Torkelson,1B,7.85%,14
39,5123609773,hixx (111/150),0,177.6,1B Nathaniel Lowe 2B Matt McLain 3B Ke'Bryan Hayes C Carter Jensen OF Shohei Ohtani OF Trent Grisham OF TJ Friedl P Jacob Misiorowski P Cole Ragans SS Elly De La Cruz,,Trea Turner,SS,7.73%,7
43,5122940356,zroth2 (27/150),0,177.35,1B Ben Rice 2B Jazz Chisholm Jr. 3B Max Muncy C Austin Wells OF Shohei Ohtani OF Trent Grisham OF Wenceel Perez P MacKenzie Gore P Cole Ragans SS Jose Caballero,,Shohei Ohtani,1B,7.55%,16
44,5122816413,bkreider (60/150),0,176.95,1B Shohei Ohtani 2B Alex Freeland 3B Max Muncy C Austin Wells OF Teoscar Hernandez OF Trent Grisham OF TJ Friedl P Jacob Misiorowski P MacKenzie Gore SS Hyeseong Kim,,Tyler Stephenson,C,7.51%,2
44,5122881309,moklovin (125/150),0,176.95,1B Sal Stewart 2B Matt McLain 3B Ke'Bryan Hayes C Salvador Perez OF Jo Adell OF TJ Friedl OF Isaac Collins P Jacob Misiorowski P MacKenzie Gore SS Elly De La Cruz,,Kyle Schwarber,OF,7.35%,12
44,5123009471,giantsquid (140/150),0,176.95,1B Sal Stewart 2B Matt McLain 3B Kevin McGonigle C Shea Langeliers OF TJ Friedl OF Michael Harris II OF Spencer Steer P Cole Ragans P Mike Burrows SS Elly De La Cruz,,William Contreras,C,7.29%,0
47,5122911281,footballguru29 (36/120),0,176.7,1B Nathaniel Lowe 2B Jazz Chisholm Jr. 3B Max Muncy C Salvador Perez OF Shohei Ohtani OF Aaron Judge OF Trent Grisham P Cole Ragans P Brady Singer SS Jose Caballero,,Nathaniel Lowe,1B,7.29%,16
