P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Saber Score
42614724,42614733,42614854,42614995,42614880,42614776,42614748,42614949,42614905,42614772,,107.6,91.51074982,108.8107491,129.2107468,139.8782578,162.8157455,190.3662483,156.16,49500,1,107.2,35.26285589
42614724,42614733,42614854,42614765,42615037,42614776,42614757,42614832,42614949,42614905,,103.04,87.64925003,106.0367508,124.3367519,136.3267509,159.576738,185.2997491,126.78,49300,1,94.2,26.77742839
42614724,42614733,42615014,42614880,42614794,42614776,42614902,42614832,42614772,42614819,,108.44,95.69675064,114.7467461,136.3967476,148.3442459,170.1742386,196.6787378,189.11,49500,1,130.2,69.74663734
42614724,42614738,42614890,42614823,42614789,42614799,42614875,42614796,42614772,42614898,,116.18,95.72585106,116.8383522,139.3633499,151.6883545,173.8208603,205.1598514,226.21,50000,1,147.9,32.87914991
42614724,42614733,42614837,42614880,42614856,42614799,42614786,42614852,42614907,42614811,,99.38,82.63874817,100.6137505,117.9387512,128.9962547,146.9337486,169.9887543,99.05,49100,1,130.2,-18.73039752
42614724,42614728,42614837,42614880,42614856,42614799,42614786,42614907,42614811,42614898,,101,84.70284843,101.9903488,122.9528522,132.2828468,152.1153564,176.1168564,116.41,49600,1,138.45,-28.28287482
42614728,42614733,42614769,42614834,42614761,42615046,42614902,42614746,42614823,42614898,,100.69,82.48290062,102.0953979,123.5453949,132.6028984,150.4579041,175.946404,138.09,49500,1,117.65,3.515762091
42614727,42614733,42614769,42614834,42614835,42614971,42614751,42614916,42614982,42614753,,95.17,77.10130119,96.501297,115.6262951,126.7162937,144.5362968,170.7597971,81.82,49000,1,73.5,-29.11769152
42614724,42614741,42614769,42614834,42614835,42614971,42614751,42614916,42614982,42614753,,98.97,82.79185104,100.7543449,120.3543472,131.3543396,148.9568459,168.0583519,94.87,49900,1,65.75,8.274771273
42614724,42614727,42614854,42614823,42614835,42615046,42614902,42614810,42614772,42614819,,115.55,95.45375061,115.8412514,136.9287415,148.6887459,168.4762329,193.7742505,220.21,49700,1,88.3,34.99616385
42614735,42614727,42614903,42614823,42614794,42615046,42614751,42614810,42614772,42614819,,106.24,85.54635048,105.2463493,126.8338528,138.9013504,159.7388435,184.4488409,183.79,49200,1,124.15,-10.73549539
42614727,42614733,42614854,42614817,42614789,42614776,42614875,42614955,42614752,42614796,,102.08,82.94029617,103.1152992,122.6777973,134.9902954,156.5928017,178.4543076,152.06,49900,1,71.5,-13.74755502
42614727,42614733,42614901,42614817,42614789,42614776,42614875,42614898,42614752,42614796,,104.26,85.4442997,104.5693016,126.0193005,138.1017975,159.3692993,181.3062962,164.12,50000,1,93.5,-11.65631488
42614729,42614727,42614890,42614817,42614789,42614776,42614875,42615037,42614752,42614796,,101.53,83.72240067,102.2849007,123.009901,135.3999016,151.0649117,179.1414182,147.67,49800,1,113.05,-13.14945668
42614731,42614729,42614890,42614817,42614789,42614776,42614875,42614898,42614752,42614796,,99.14,80.65550041,100.993,122.618,134.8179932,153.1179962,178.9619992,126.24,49700,1,119.6,-23.91970009
42614729,42614727,42614901,42614880,42614789,42614776,42614875,42614898,42614752,42614796,,106.45,86.91790199,107.1428986,128.8303909,140.2503922,160.0579071,185.0609076,163.62,50000,1,134.05,1.205172297
42614729,42614727,42614890,42614880,42614789,42614776,42614875,42614898,42614752,42614796,,106.99,88.2589035,107.6838989,131.3463936,141.8413933,159.4488991,192.399911,159.46,50000,1,127.05,12.14322001
42614743,42614724,42614890,42614823,42614789,42614799,42614875,42614897,42614756,42614796,,112.98,92.05935478,112.9593506,133.5593529,147.4743515,167.6693474,189.7748537,182.14,49900,1,144,18.04688126
42614724,42614739,42614890,42614823,42614789,42614799,42614875,42614897,42614772,42614796,,110.36,90.62585258,109.788353,130.963356,144.2033531,168.6708519,193.9203514,201.36,49900,1,116.45,-2.034921199
42614743,42614724,42614890,42614771,42614789,42614799,42614875,42614877,42614802,42614796,,106.92,88.92935181,107.2793503,128.3418465,141.3293457,163.5918457,190.3373457,149.05,49900,1,125,12.80155033
42614732,42614724,42614846,42614823,42614794,42614759,42614875,42614898,42614772,42615046,,113.2,92.28480148,111.5473022,133.9597969,147.3547928,166.2998024,188.4238083,209.02,49700,1,125.45,40.07789493
42614732,42614724,42615014,42614823,42614794,42614986,42614766,42614898,42614772,42614796,,107.21,94.83479881,113.5723,135.3848038,147.7772987,168.0022987,188.9158083,193.33,49700,1,110.45,40.65022469
42614738,42614724,42615014,42614823,42614794,42614891,42614766,42614898,42614772,42614796,,106.13,91.66535187,110.9903488,135.677845,148.4728477,167.6178558,191.4658473,184.34,49700,1,147.9,62.44452
42614732,42614724,42615014,42614823,42614794,42614891,42614766,42614833,42614898,42614772,,102.74,89.02230072,109.3972969,131.4098053,143.1148018,166.3623055,190.1033052,166.98,49800,1,109.45,62.79300451
42614724,42614725,42614903,42614774,42614873,42614971,42614749,42615003,42614989,42614811,,97.87,81.91695023,99.15445328,117.6419487,127.7669464,147.1469551,169.4939464,93.09,49500,1,141.1,-28.2097578
42614724,42614725,42614903,42614774,42614922,42614971,42614749,42615003,42614989,42614811,,98.29,81.2554493,98.2554512,117.5929451,127.2304459,147.8354446,167.6359474,95.45,49100,1,161.1,-22.12540805
42614724,42614725,42614903,42614774,42614997,42614784,42614749,42614924,42615003,42614989,,98.01,81.37945366,100.7794533,119.3919487,128.2794495,147.4819466,177.0894374,93.37,49500,1,123.1,-3.739012033
42614724,42614725,42614903,42614774,42614994,42614971,42614749,42615003,42614989,42614764,,99.07,83.06744766,99.89245605,117.0799446,127.7824493,148.5374413,169.0399409,99.08,49600,1,126.1,-40.06862342
42614729,42614724,42614854,42614838,42614892,42614831,42614748,42614826,42614998,42614896,,96.99,80.83235168,99.08234406,119.5948467,129.0123451,149.0898376,173.5908365,99.64,49400,1,82.75,-6.441237777
42614729,42614724,42614854,42614808,42614909,42614831,42614748,42614940,42614826,42614998,,100.43,84.14085007,102.2033539,122.6908512,133.0333565,153.2633568,176.2613568,108.62,49300,1,94.75,-1.290590875
42614729,42614724,42614854,42614808,42614909,42614831,42614748,42614826,42615063,42614896,,99.81,84.42835236,101.6533508,123.6033478,133.0608452,152.3608482,181.8158447,107.58,49300,1,83.75,37.13026345
42614729,42614724,42614854,42614808,42614909,42614831,42614748,42614826,42614998,42614896,,99.95,84.39085007,102.6033478,123.2158527,133.8258461,151.5233566,178.9568387,108.97,49700,1,84.75,32.50460029
42614729,42614724,42614854,42614838,42614909,42614831,42614748,42614940,42614826,42614896,,100.25,83.41685104,101.5043488,122.0168514,132.3818466,149.3868484,173.5453578,99.48,49600,1,87.75,21.67412639
42614731,42614737,42614821,42614771,42615010,42614776,42614767,42614877,42614802,42614772,,90.19,74.33545113,93.58545303,112.72295,125.0979553,140.1879608,165.5339522,70.08,49200,1,104.7,-21.77691609
42614724,42614733,42615014,42614900,42614794,42615046,42614902,42614746,42614833,42614772,,106.86,92.46074867,113.3607483,133.5982475,146.1332474,166.6357483,185.0197423,168.7,49100,1,126.2,66.70011878
42614728,42614724,42614846,42614995,42614798,42614934,42615022,42614750,42614746,42615055,,96.36,79.72984886,97.21735001,116.4048481,127.1498421,143.207338,161.7988431,89.04,49600,1,92.45,-26.96622014
42614741,42614724,42615014,42614995,42614794,42615046,42614902,42614750,42614746,42614772,,104.64,92.30284691,113.1403503,132.8778534,143.4378433,163.9703468,182.4163443,169.86,49500,1,115.75,54.6518743
42614743,42614726,42614755,42614771,42614930,42615010,42614915,42614795,42614877,42614746,,86.22,68.62850189,85.91600037,108.0535011,119.1985012,140.5810005,165.6135034,29.62,49100,1,80.3,-28.66162658
42614743,42614724,42614755,42614771,42614930,42615010,42614915,42614747,42614843,42614877,,96.75,79.45635223,97.88135147,116.5813503,129.9638451,148.1063538,179.7783478,69.24,49300,1,93,5.202481523
42614743,42614724,42614755,42614771,42614930,42615010,42614915,42614843,42614877,42614746,,98.46,80.79384995,97.90634918,119.0813503,130.3713547,153.8463509,179.4638599,72.87,49600,1,103,30.79631031
42614728,42614724,42614755,42614771,42614930,42615010,42614915,42614795,42614843,42614877,,94.23,76.43534851,94.73535156,116.4978485,128.1853485,148.8953461,176.1508455,74.22,49600,1,80.45,8.980442584
42614731,42614728,42614769,42614834,42614930,42614857,42614751,42614866,42614982,42614753,,88.47,72.24999809,90.07499695,109.5125008,118.5574959,136.1949936,161.7069969,52.73,49400,1,84.3,-52.8698802
42614728,42614724,42614769,42614771,42614930,42615010,42614941,42614866,42614982,42614753,,93.86,78.87934875,97.0793457,115.4668465,127.0693451,146.3543549,161.6578578,90.7,49200,1,85.45,-22.43524343
42614724,42614725,42614910,42614809,42615150,42614778,42614875,42614858,42614832,42614828,,105.08,87.2424469,105.3674507,123.4299488,133.8499535,152.4024559,178.771447,115.98,49400,1,134.1,0.800650474
42614724,42614725,42614910,42614809,42614839,42614778,42615150,42614858,42614832,42614828,,103.96,85.87995148,104.29245,122.29245,132.0999535,155.6599564,176.3514529,103.61,49800,1,115.1,4.316121712
42614724,42614725,42614910,42614809,42615024,42614778,42615150,42614795,42614832,42614828,,101.97,85.52994919,102.7174492,121.5674496,131.5499504,149.0499496,179.498447,101.28,49100,1,129.1,3.791138902
42614728,42614724,42614821,42614991,42614873,42614790,42614805,42614746,42614973,42615053,,95.68,79.1493454,98.49934769,117.2493515,128.4493408,145.4593407,170.1493378,82.91,49300,1,125.45,-19.14780587
42614724,42614725,42614821,42614991,42614873,42614805,42614748,42614815,42614973,42615053,,97.31,81.06394768,100.1514511,119.4639473,129.9139496,149.8039436,173.3889345,109.65,49600,1,134.1,-6.441237032
42614724,42614725,42615017,42614991,42615037,42614805,42614748,42614746,42614973,42615053,,98.55,81.66495132,99.30245209,119.877449,130.4774475,150.9024414,171.4929474,118.52,49000,1,133.1,-1.527310628
42614724,42614725,42614821,42614785,42614873,42614860,42614748,42614973,42615053,42615037,,99.02,80.97744751,99.85245132,119.1649551,129.7774506,149.0199478,172.9994476,119.62,49000,1,96.1,2.775632776
42614724,42614725,42615017,42614991,42614873,42614805,42614748,42614746,42615053,42615037,,99.44,83.62495041,102.3624496,121.0999489,131.6949547,151.9624542,176.5879482,119.19,49800,1,135.1,4.281662777
42614726,42614745,42615014,42614765,42614794,42615046,42614807,42614747,42614772,42614819,,88.46,75.95165443,95.52664948,116.8391514,128.6741432,146.1166389,171.3561389,129.51,49300,1,90.5,-16.19597524
42614726,42614728,42615043,42614765,42614997,42614986,42614807,42614924,42614747,42614772,,92.32,76.91899872,95.84400177,114.8439999,126.4689941,143.6790062,166.4210063,78.6,49000,1,82.75,-32.2373271
42614728,42614724,42614890,42614900,42614874,42614891,42614751,42614758,42614833,42614982,,100.65,82.34184647,100.3293457,117.1543503,128.2193466,146.106855,171.7288609,85.37,50000,1,107.45,1.20937312
42614724,42614733,42614890,42614900,42614874,42614891,42614751,42614758,42614833,42614982,,101.64,82.08724213,101.074749,119.149744,128.7997589,148.8197586,178.2542558,85.82,49000,1,96.2,6.863429397
42614727,42614724,42614890,42614900,42614874,42614891,42615150,42614758,42614833,42614752,,107.83,89.46975327,107.6072502,126.1447487,137.9047493,157.9422508,180.435251,113.91,49600,1,102.3,57.81016946
42614728,42614733,42614769,42614816,42614761,42614986,42614845,42614866,42614777,42614783,,95.04,79.44540024,98.97040176,117.595396,127.9604027,145.0453957,168.058895,79.85,50000,1,142.65,-4.982551932
42614729,42614733,42614769,42614816,42614761,42614986,42614845,42614866,42614777,42614783,,96.23,79.47689629,97.91439819,118.7768974,129.7193939,150.5418983,167.9004044,77.82,49800,1,162.95,4.221433774
42614729,42614724,42614890,42614778,42614794,42615046,42614875,42614898,42614819,42614772,,115.58,94.23285484,114.7703552,137.2328491,149.8778465,172.5728432,191.0218401,218.71,49500,1,175.75,45.71906626
42614731,42614724,42614821,42614838,42614794,42615046,42614845,42614898,42614819,42614772,,113,91.85335541,112.8033524,133.2158546,147.3433426,167.8708481,190.2193538,195.73,49100,1,148.85,52.67689228
42614731,42614724,42614890,42614838,42614794,42615046,42614767,42614898,42614819,42614772,,113.91,93.61585045,114.6033478,136.5033455,149.0533447,170.8558472,190.6723357,200.21,49600,1,136.85,68.36106181
42614726,42614739,42615014,42614763,42614794,42615046,42614915,42614746,42614843,42614772,,90.66,75.63750076,96.52500153,117.9875011,129.8150017,149.3525055,171.3055031,109.25,49100,1,84.75,-14.53502774
42614743,42614724,42615014,42614763,42614794,42615046,42614915,42614746,42614843,42614772,,107.52,93.22385025,113.311348,136.0988503,148.6038483,168.0163582,190.2893465,159.66,49800,1,143,95.47380805
42614743,42614724,42615039,42614763,42614794,42615046,42614915,42614746,42614843,42614772,,112.63,90.61135101,112.2863464,132.7863464,147.2588577,165.7613586,186.0673465,162.09,49600,1,143,78.67943645
42614738,42614724,42615025,42614770,42614863,42614822,42614807,42614747,42614886,42614924,,99.4,85.10284996,102.4403496,123.3153496,134.2303482,153.1303558,175.4188443,80.26,49400,1,89.9,12.7068609
42614732,42614724,42615025,42614770,42614863,42614822,42614807,42614747,42614886,42614924,,98.75,84.17229843,102.122303,122.1848011,133.1773079,152.5598022,178.7032962,80.43,50000,1,49.45,23.33507389
42614724,42614736,42615039,42614763,42614794,42615046,42614902,42614746,42614898,42614772,,113.14,93.1108017,113.6857986,132.0732956,145.2583084,169.1907913,189.3878032,183.37,50000,1,142.2,56.23970628
42614727,42614724,42615076,42614995,42614839,42614822,42614780,42614983,42614811,42614756,,104.59,85.76425171,103.6142502,123.8392544,134.5292526,151.7667519,172.5782547,108.34,49000,1,103.3,9.862604737
42614727,42614724,42615076,42614995,42614839,42614831,42614780,42614983,42614756,42614777,,105.17,86.051754,104.5142517,122.8142548,135.1142448,154.1492577,172.1257426,109.08,49500,1,89.3,-0.860295724
42614731,42614726,42614821,42614838,42614909,42614831,42614767,42614918,42614747,42614998,,85.47,71.00849915,88.32099915,105.5959969,118.8935013,138.343499,161.7530081,32.27,49000,1,55.15,-34.96112525
42614731,42614726,42614821,42614838,42614994,42614831,42614767,42614747,42614826,42614998,,85.46,71.00249863,88.06500244,105.8274956,118.6649933,137.677494,160.7939995,34.56,49400,1,51.15,-37.81826794
42614727,42614725,42614830,42614928,42615150,42614817,42614780,42614832,42614858,42614756,,98.09,78.46149826,98.12399673,116.8489971,128.3040016,149.0440018,177.0245021,95.32,49400,1,95.4,10.85653752
42614727,42614725,42614979,42614765,42615150,42614946,42614780,42614832,42614858,42614756,,100.99,80.0494976,101.5119972,119.8744984,132.5170013,152.6369934,173.9524965,105.26,49000,1,117.4,-4.040159658
42614724,42614725,42615076,42614995,42614856,42614784,42614749,42614983,42614772,42614898,,101.58,82.69944763,101.1244507,121.8869514,132.5894615,154.544445,178.5799477,139,50000,1,112.1,-14.68994468
42614737,42614725,42615076,42614793,42614798,42614784,42614749,42614983,42614772,42614898,,92.11,73.17905045,92.76655197,111.0415497,124.9440479,144.6065529,167.8425528,99.26,49300,1,103.95,-41.05836153
42614737,42614724,42615076,42614793,42614856,42614784,42614749,42614983,42614772,42614898,,102.24,83.57429504,102.611805,122.8993015,133.7118103,154.6543098,177.6463103,118.47,49500,1,113.85,-4.410225153
42614724,42614726,42615026,42614823,42614874,42615046,42614766,42614819,42614772,42614898,,108.78,87.06385422,107.1763535,130.138855,142.5263542,161.7313484,194.5783549,184.42,49600,1,80.3,22.17333615
42614738,42614726,42614755,42614823,42614794,42614887,42614875,42614819,42614772,42614898,,99.3,78.22350121,97.98600388,121.9109974,133.8335037,155.9634987,170.7414986,162.6,49600,1,132.2,-9.203691781
42614738,42614724,42614755,42614823,42614794,42614971,42614902,42615003,42614819,42614772,,109.91,90.2263546,108.8513489,129.8013496,141.3838455,164.3113518,182.2848518,185.41,49000,1,151.9,4.096772894
42614724,42614733,42614755,42614771,42614930,42615046,42614902,42614819,42614772,42614898,,108.94,90.05925369,108.9467506,130.7467537,142.6542473,165.8292473,188.8257469,177.13,49300,1,97.2,23.12861085
42614743,42614724,42614854,42614808,42614907,42614776,42614748,42614982,42614866,42614810,,101.74,85.14834595,102.7983475,121.1108456,133.1058563,151.3108414,187.9553641,125.81,49400,1,82,14.28600699
42614724,42614725,42615017,42614785,42614873,42614786,42614805,42614953,42614791,42615031,,96.07,78.34445381,97.56945419,117.0069485,128.9519432,147.7019577,165.5509488,88.63,49000,1,128.1,12.49591261
42614724,42614725,42615017,42614785,42614873,42614786,42614805,42614953,42614791,42614973,,95.95,78.18444824,96.58445358,115.1594582,126.8919586,146.5344398,165.6879482,88.93,49400,1,125.1,-6.858646125
42614724,42614725,42615017,42614785,42614856,42614786,42614805,42614791,42615031,42614973,,97.04,79.21994591,97.18244934,116.4199467,128.9199463,145.7499519,173.0894432,88.57,49100,1,124.1,0.852193777
42614724,42614742,42614890,42614770,42614789,42614799,42614807,42614998,42614826,42614825,,101.14,86.18835258,104.9633484,124.6383514,132.9533554,152.2083542,168.1453514,138.72,49300,1,77.65,-0.047052003
42614728,42614724,42614890,42614826,42614789,42614799,42614807,42614998,42614825,42614898,,105.83,90.92585373,111.038353,131.5133438,142.1533501,159.1883545,182.2458423,167.95,49400,1,88.45,23.32218885
42614724,42614742,42614890,42614770,42614789,42614799,42614807,42614924,42614825,42614898,,105.65,90.51335335,108.8633499,128.9008522,138.6533501,156.8908516,176.0458606,157.16,49000,1,84.65,22.55628705
42614737,42614733,42614890,42614770,42614922,42614822,42614807,42614878,42614750,42614752,,94.15,78.11084938,97.23585129,116.5983467,127.0008472,151.2033524,171.8033582,71.38,49300,1,77.05,-1.217475906
42614737,42614724,42614890,42614770,42614922,42614955,42614807,42614878,42614752,42614796,,104.75,87.56079865,106.9608002,126.9232979,137.6982971,156.9357971,177.1697971,126.4,49600,1,95.85,28.7008673
42614737,42614724,42614890,42614946,42614922,42614955,42614875,42614750,42614752,42614796,,105.67,87.82329559,106.8357964,126.8732948,138.4182953,157.9557968,184.5677911,143.29,49000,1,129.85,3.429760039
42614737,42614724,42614890,42614770,42614922,42614822,42614875,42614878,42614752,42614825,,105.71,87.58080292,108.2308006,129.630806,141.6208054,162.6333038,190.5718013,131.75,49700,1,108.85,33.09849799
42614724,42614727,42614890,42614922,42614997,42614822,42614875,42614878,42614752,42614796,,109.67,91.63324738,112.0082512,131.945755,144.2407463,168.5607491,188.6497398,150.9,49200,1,107.3,48.87735546
42614737,42614727,42614890,42614770,42614922,42614822,42614807,42614878,42614752,42614796,,100.44,82.28235054,103.8323479,124.0198536,136.2448517,154.5223541,177.2663547,100.61,49100,1,87.15,37.5605613
42614738,42614724,42614890,42614770,42614922,42614822,42614875,42614878,42614752,42614796,,106.4,89.6038475,107.066349,129.5913467,141.9738419,164.3238449,190.4403513,128.48,50000,1,121.9,52.94358134
42614727,42614733,42614854,42614847,42614803,42614776,42614748,42614897,42614933,42614783,,100.76,82.97480011,100.6373024,120.112299,131.019799,150.5272987,171.7692986,99.27,49900,1,95.5,39.84537423
42614727,42614741,42614854,42614847,42614803,42614776,42614748,42614897,42614933,42614783,,98.99,82.10440063,99.2419014,120.3419018,130.574395,150.1719009,170.5733946,94.11,49000,1,79.05,20.07340789
42614724,42614729,42615026,42614754,42614803,42614946,42614792,42614750,42614975,42615028,,96.45,78.58135223,95.90634918,116.1313477,126.826355,145.5338417,172.9013477,84.58,49300,1,111.75,-29.71578836
42614724,42614729,42614920,42614754,42614803,42614946,42614792,42614750,42614975,42615028,,97.79,79.46884727,95.93135071,115.8313465,130.0188515,148.7413536,172.6878506,85.44,50000,1,116.75,-7.516972721
42614724,42614729,42614920,42614946,42614803,42614911,42614792,42614750,42615028,42614796,,99.45,80.11784935,98.43035126,117.6928444,130.3803429,152.6003502,173.5533498,102.99,49400,1,122.75,-12.26309612
42614724,42614729,42615035,42614763,42614994,42614799,42614915,42615002,42614795,42614746,,103.51,83.78484726,103.4973564,123.3598518,133.862352,153.4148537,175.4293541,108.86,49800,1,118.75,15.19393772
42614743,42614729,42615014,42614763,42614820,42614971,42614751,42614795,42614843,42614746,,90.4,77.61499786,96.79000092,117.7150002,128.2949989,149.3149963,173.4744965,48.19,49700,1,117.75,13.17581236
42614743,42614725,42615035,42614763,42614994,42614759,42614915,42614795,42614843,42614746,,93.28,72.61109543,90.36109924,113.0861015,124.696101,145.7961021,165.2470993,63.61,49100,1,98.1,-13.6960119
42614743,42614729,42614890,42614763,42614856,42614786,42614915,42614795,42614843,42614746,,96,76.35249901,95.04000092,116.5775013,128.2224968,148.1474907,164.5239995,55.45,49200,1,134.75,-17.22436696
42614724,42614729,42614890,42614763,42614994,42615046,42614915,42614795,42614843,42614746,,106.58,86.33485413,105.5723495,127.2598515,139.1148476,157.4648567,179.8578511,119.05,49900,1,116.75,41.31274819
42614724,42614729,42615035,42614763,42614994,42614971,42614915,42614795,42614843,42614746,,101.67,80.13484764,101.8473511,121.6348495,133.0048477,154.0648483,176.619351,87.63,49300,1,114.75,16.49770886
42614743,42614729,42614890,42614763,42614820,42614799,42614875,42614795,42614843,42614746,,100.93,80.55250168,101.0149994,122.3400021,134.622493,154.1725082,178.6100024,94.38,49900,1,143.75,15.68446457
42614743,42614724,42615035,42614763,42614994,42614799,42614915,42614795,42614843,42614746,,105.3,84.19934845,104.649353,127.4368477,139.3243431,157.6743469,182.5013499,108.84,49200,1,106,20.7275331
42614724,42614727,42615039,42614855,42615024,42614812,42615150,42614832,42614746,42614756,,107.61,90.75724983,107.432251,127.8072491,137.5772552,155.1347481,183.316757,113.71,49800,1,136.3,20.28435767
42614724,42614727,42614910,42614855,42615024,42614790,42614792,42615000,42614832,42614756,,105.84,86.53474808,105.422245,124.5097542,132.9972534,154.3047417,182.7522534,108.98,49500,1,130.3,11.10614389
42614724,42614727,42614910,42614855,42615024,42614790,42614792,42615028,42614858,42614756,,105.55,86.4042511,102.7042503,123.7167454,134.2542419,151.3117455,171.611248,109.15,49000,1,124.3,-2.534130029
42614724,42614727,42614910,42614855,42615024,42614790,42614792,42615028,42614832,42614756,,106.44,86.54174805,105.179245,124.9917469,133.5117554,153.6092484,182.2612572,111.92,49300,1,130.3,18.00373942
42614724,42614727,42615039,42614855,42615024,42614790,42615150,42614746,42614858,42614756,,108.05,89.49474907,109.057251,126.5822468,135.5472557,154.1347481,174.5972449,111.19,49800,1,130.3,1.695696078
42614724,42614733,42614910,42614770,42614997,42614822,42614780,42614924,42614858,42614756,,106.52,87.68575287,108.8357468,128.3607445,138.5107422,156.810746,186.8137604,98.64,49900,1,83.2,38.24045658
42614743,42614724,42615014,42614823,42614794,42615046,42614766,42614833,42614753,42614819,,103.19,88.88484955,108.1973534,132.0098457,143.5973381,162.9123535,182.9073541,167.87,49100,1,122,26.94103122
42614728,42614730,42615014,42614823,42614794,42615046,42614766,42614746,42614833,42614819,,87.5,73.39850235,93.76100159,115.5360012,127.7610016,147.2159981,174.8139894,124.21,49400,1,116.25,-18.62282306
42614743,42614728,42615014,42614763,42614794,42615001,42614766,42614746,42614819,42614823,,91.25,78.58800507,97.7630043,119.4630013,130.6880035,149.8430122,177.0974974,114.3,49600,1,135.45,-13.72178197
42614743,42614728,42615014,42614763,42614794,42615046,42614766,42614746,42614819,42614823,,94.58,80.41949654,100.8570023,122.2070007,134.2394974,157.6869919,177.0629977,135.24,49300,1,134.45,-14.7630617
42614727,42614724,42614769,42614922,42614761,42615046,42614902,42614819,42614898,42614823,,115.62,95.74425507,115.894249,137.7692604,149.9442467,173.9017563,195.0477504,207.64,49600,1,136.3,56.75180554
42614727,42614724,42615014,42614785,42614761,42615046,42614941,42614898,42614823,42614772,,108.9,96.90725136,117.4072495,139.0822449,150.0472557,170.4022484,195.985239,194.47,49100,1,122.3,63.64939809
42614727,42614724,42615014,42614785,42614761,42615046,42614941,42614819,42614823,42614772,,108.56,96.5182457,115.9682541,137.5432549,148.9932556,171.5507439,195.8537465,198.72,50000,1,125.3,47.59515822
42614727,42614724,42614890,42614995,42615024,42614955,42614780,42614825,42614796,42614752,,113.24,96.23724747,114.387249,135.5622444,145.6597389,165.5897491,185.5422467,170.24,49200,1,95.3,33.24052691
42614727,42614724,42614890,42614995,42614761,42614955,42614875,42614917,42614825,42614752,,110.36,93.7872467,112.0872498,131.6622391,143.6522385,165.9972549,183.4427557,164.95,49400,1,129.3,20.30592561
42614727,42614724,42614890,42614995,42614839,42614955,42614875,42614811,42614825,42614752,,108.55,92.81224442,109.8372498,127.6622448,140.2747437,163.0997498,180.0432617,159.02,49100,1,108.3,3.403988108
42614724,42614733,42614890,42614995,42615024,42614955,42614780,42614756,42614796,42614752,,108.47,89.90324783,108.5657501,127.6532459,139.0807487,161.678241,184.6282532,138.62,49400,1,97.2,17.59501547
42614724,42614733,42614890,42614995,42615024,42614955,42614780,42614756,42614825,42614752,,107.8,90.75324821,109.3657494,127.5907497,139.7307579,162.0707352,184.8942531,141.4,49000,1,93.2,9.238732606
42614724,42614733,42614890,42614995,42614839,42614817,42614875,42614825,42614796,42614752,,106.54,89.06075096,107.8107491,128.9857521,140.1057587,159.8757484,183.7117543,146.46,49400,1,87.2,4.720643908
42614731,42614733,42614854,42614808,42614794,42614776,42614748,42614832,42614949,42614819,,100.69,83.13240242,101.6823997,120.9073963,134.3224022,156.6348915,182.5678883,137.17,49400,1,113.05,5.714577809
42614731,42614733,42614854,42614808,42614794,42614776,42614748,42614832,42614905,42614819,,99.9,82.19490242,101.3074036,121.2198944,133.1223923,155.1673943,177.2183974,134.82,49800,1,105.05,4.746415839
42614740,42614724,42614901,42614804,42614820,42614955,42614915,42614746,42614843,42614795,,101.89,79.89459801,100.0820999,120.7320995,132.6070885,155.227092,180.4815924,107.76,49400,1,112.35,17.37118214
42614731,42614724,42615043,42614770,42614997,42614822,42614915,42614924,42614746,42614796,,103.04,85.39785004,104.6103477,122.9978523,135.4078468,157.7378517,178.4883516,88.8,49200,1,87.85,22.19910771
42614731,42614724,42615043,42614770,42614997,42614822,42614751,42614924,42614811,42614796,,101.16,83.33534622,101.8603516,123.71035,135.7928551,153.8903458,170.6388455,85.59,49700,1,95.85,4.853988811
42614731,42614733,42614910,42614765,42615150,42614776,42614780,42614747,42614832,42614858,,98.99,79.69639587,99.84640121,121.0214005,131.5413994,150.6264053,170.771899,67.58,49100,1,91.05,17.74124652
42614727,42614724,42614961,42614763,42614909,42614831,42614792,42614826,42615063,42614796,,102.22,84.75025177,103.2002487,122.3752441,133.9902489,150.6777473,170.0282382,114.47,49600,1,77.3,-6.299205124
42614727,42614724,42614961,42614826,42614909,42614831,42614792,42615063,42614796,42614772,,105.92,87.92525101,106.5252457,126.7877502,136.6752472,154.2652504,181.6767471,144.33,49300,1,86.3,6.945230812
42614736,42614730,42614769,42614816,42614794,42614986,42614845,42614753,42614783,42614819,,92.54,72.59395409,93.90645218,114.606451,127.3389519,145.0314484,169.5414484,100.63,49700,1,147,-20.77429593
42614735,42614736,42614769,42614816,42614794,42614986,42614845,42614753,42614783,42614819,,96.12,76.53940201,96.5769043,117.2894001,130.8593987,149.7568924,167.5618951,104.48,49100,1,141.05,-28.11506987
42614724,42614736,42614769,42614816,42614794,42614986,42614845,42614783,42614819,42615046,,108.79,90.05930138,108.5218048,129.6217995,143.1468048,159.776796,183.4002896,165.48,49000,1,167.2,39.24308121
42614728,42614724,42615035,42614793,42615024,42614784,42614780,42614756,42614858,42614917,,103.55,85.9653511,103.6903496,124.5153503,132.830352,148.9728477,170.9903473,92.92,49900,1,111.45,5.882381648
42614727,42614726,42615014,42614763,42614794,42615001,42614915,42614843,42614795,42614772,,94.36,80.52290344,100.5979004,122.0728989,133.7128952,153.1753975,172.8938943,115.67,49200,1,96.6,6.19221665
