F,F,F,F,F,F,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,MMA Default,MMA Sim Diversity 10,geomean1,Saber Score
42728122,42704870,42704857,42704859,42728127,42704861,,414.83,364.7875,432.61,500.205,540.2825,607.9025,682.8611,167.37,49000,0,0,99.52351793,66.16281623,27.17694722,6.15355745
42704868,42704864,42704858,42704859,42728127,42704861,,427.98,372.195,433.935,501.355,536.9715,605.836,670.0286,169.91,49500,0,0,99.52330035,68.41981501,27.53994426,10.88679433
42728124,42704866,42704860,42704859,42728127,42704865,,423.62,363.93,429.48,494.31,529.459,586.872,653.5598,150.9,49900,0,0,99.52135748,68.3988947,24.61372791,19.29041892
42704866,42704860,42728126,42704857,42704859,42704873,,424.2,362.1975,429.2,501.385,538.2365,607.7095,668.0784,163.81,50000,1,0,99.5200756,167.9680519,26.82916138,24.99182075
42728122,42704860,42704857,42704859,42704873,42704865,,418.39,367.0475,430.925,497.2725,534.041,596.324,668.1083,157.675,49000,0,0,99.51982948,67.16888289,25.62661668,8.627749979
42728122,42704872,42704875,42704857,42704859,42704873,,430.38,388.495,450.895,514.75,547.0075,616.4375,669.9759,169.595,49800,0,0,99.51934491,68.75000168,27.66933774,18.57186407
42728122,42704862,42704872,42704858,42728127,42704861,,409.84,356.26,424.43,490.355,528.428,587.733,669.9341,152.26,50000,0,0,99.51911759,65.93010868,24.79602623,21.88507318
42704868,42704866,42704857,42704859,42704863,42704861,,420.88,370.1175,437.5,506.27,537.8515,608.963,670.1554,164.07,49200,0,0,99.51902613,67.43871004,26.67112608,12.62085885
42704864,42704870,42704875,42704857,42704859,42704873,,424.43,359.72,430.65,505.77,548.104,618.443,691.2409,183.09,49500,1,0,99.51621638,167.1845896,30.11031492,32.09167719
42728122,42704868,42704874,42704859,42704873,42704865,,415.09,367.6475,433.52,502.545,536.6415,596.0085,670.7722,158.525,49400,0,0,99.51615294,66.62079286,25.83304166,7.612243295
42728122,42728124,42704874,42704859,42704873,42704861,,411.17,365.72,427.315,496.9225,538.2525,591.5255,670.3304,153.595,49700,0,0,99.51151081,66.09633294,25.1173548,2.293794416
42728122,42704858,42704875,42704857,42704859,42704861,,440.34,392.075,455.365,524.3625,556.856,614.2865,671.4815,180.045,49400,0,0,99.5099475,70.06203563,29.2388679,40.05212486
42704864,42704860,42704875,42704857,42704859,42704873,,419.67,353.0825,421.585,495.8225,535.409,608.014,682.8202,171.615,49600,0,0,99.50758765,66.82374459,28.09744838,14.05377239
42704864,42704862,42704872,42704858,42704859,42728127,,424.47,369.045,435.365,499.115,531.3475,593.9955,674.2449,169.445,49900,0,0,99.50548847,67.78362805,27.49606413,24.29903597
42728122,42704868,42704856,42704859,42704863,42704861,,416.32,374.3775,437.86,505.1525,540.252,601.2625,660.7929,151.23,49800,0,0,99.5000779,67.1349846,24.52027154,8.412602544
42728124,42704864,42704862,42704857,42704859,42704867,,415.64,356.235,423.125,494.6575,528.191,597.538,666.0388,153.7,49900,1,0,99.49911763,166.8569585,23.73347371,16.39882177
42704868,42704870,42704858,42704875,42704873,42704865,,422.96,355.5325,422.51,498.6525,533.666,602.9075,685.2302,178.26,49600,0,0,99.49732654,67.18755394,29.09488154,35.97721159
42728124,42704868,42704858,42704857,42704871,42704865,,419.97,357.13,424.015,495.1175,528.922,593.8755,669.7773,162.92,49800,2,0,99.49698777,267.319654,26.50064482,29.20007706
42728122,42704866,42704858,42704856,42728127,42704865,,416.47,363.71,426.8,493.1625,529.322,592.1135,657.8514,148.155,50000,0,0,99.49520103,67.25730601,24.14610438,23.11572731
42728122,42704864,42704862,42704857,42704859,42704869,,423.2,374.14,439.24,506.7475,541.8625,600.813,657.5754,152.715,49800,0,0,99.49276127,68.19059323,23.7526117,17.29386747
42704868,42704858,42704875,42704857,42704859,42728127,,439.61,380.37,449.52,515.59,553.6705,619.8465,681.8471,190.265,49400,0,0,99.49266759,69.59183153,31.31963389,55.62872291
42704868,42704866,42704864,42704859,42704871,42704865,,424.59,372.62,435.525,496.015,528.8535,591.8435,657.2859,156.485,49900,0,0,99.48848579,68.39026347,25.46482878,20.47373056
42704868,42704870,42704875,42704856,42704859,42728127,,419.75,353.9175,430,505.3725,540.976,607.0105,688.1721,177.98,49900,2,0,99.48806576,266.6401975,29.10111201,17.00560302
42728122,42728124,42704862,42704859,42704871,42704867,,408.59,359.8675,421.72,482.325,518.182,584.6145,661.8372,143.625,49900,0,0,99.4874514,66.03232694,22.2418389,6.764542311
42704868,42728126,42704875,42704857,42704859,42704873,,424.77,364.03,434.035,508.995,551.0245,614.985,683.772,178.625,49700,0,0,99.48431902,67.48306281,29.37027141,57.05295205
42728122,42704862,42704858,42704857,42704873,42704861,,422.47,372.3975,435.445,501.925,541.932,607.0305,671.7168,165.335,49600,1,0,99.48144712,167.5897226,27.01664746,44.56152618
42728124,42704868,42704875,42704859,42728127,42704871,,418.73,352.775,423.605,497.525,540.373,603.5265,677.4673,168.13,49900,0,0,99.47984658,66.87344658,27.47694476,48.601982
42728122,42704866,42704862,42704859,42728127,42704869,,415.56,367.6575,429.525,494.38,529.565,594.3605,658.0804,147.115,49500,0,0,99.47541626,67.11767196,22.9816463,5.951295793
42728122,42704864,42704857,42704859,42704863,42704861,,412.76,368.0475,430.145,498.675,535.362,601.5105,668.3397,153.36,49300,0,0,99.47356914,66.37202049,24.85700553,2.818776295
42704868,42704866,42704857,42704874,42704859,42704863,,417.47,364.215,433.705,504.445,543.452,602.301,677.4763,167.75,49700,0,0,99.47121293,66.69718434,27.41167668,7.767160982
42728122,42704864,42704870,42704859,42728127,42704867,,407.49,355.2425,417.425,484.9275,525.0975,584.191,668.6906,148.195,49700,0,0,99.46685751,65.63359065,22.79119335,0.51238751
42728124,42704868,42704857,42704859,42704861,42704865,,422.18,368.125,436.21,502.1325,539.6095,602.891,666.4146,162.045,49100,0,0,99.46193879,67.72966879,26.28918284,13.20607066
42704868,42704866,42704860,42704859,42704871,42704865,,419.76,359.48,426.38,495.0125,530.171,590.044,661.5097,156.025,49700,0,0,99.46120724,67.56934795,25.37831954,43.28353107
42704868,42704862,42704872,42704856,42704859,42728127,,411.9,356.7675,425.065,498.5925,539.267,598.9855,676.3775,161.76,50000,0,0,99.45679749,65.96591214,26.39148684,20.80933601
42704866,42704862,42704858,42704856,42704859,42704873,,435.42,384.1725,448.025,512.02,547.8555,606.5675,669.2206,175.86,49800,0,0,99.45456502,69.44721699,28.75726959,39.89720345
42704868,42704866,42704858,42704857,42728127,42704871,,420.81,357.12,426.185,496.6825,535.561,604.8825,673.7631,167.94,49900,2,0,99.45067317,267.2795615,27.52339813,43.05549562
42728124,42704870,42704872,42704875,42704859,42704865,,422.13,361.09,432.745,506.7625,540.4095,598.6525,675.0193,167.705,49900,1,0,99.44699054,167.4155095,27.11209636,56.29993677
42728122,42704866,42704858,42704875,42704871,42704865,,421.31,365.7675,426.11,497.3075,532.3605,591.1295,664.1864,157.97,50000,0,0,99.43661153,67.68001024,25.63289013,35.49957573
42728124,42704866,42704875,42704856,42704859,42704865,,424.91,368.67,435.81,501.3525,537.643,600.126,662.5369,160.125,50000,1,0,99.43472215,168.2318128,26.01282504,32.15190768
42728124,42704868,42704870,42704859,42704863,42704867,,414.87,356.5575,426.055,489.4525,530.1845,590.385,665.6279,154.31,49900,0,0,99.43272104,66.74349859,23.63100412,-2.03492064
42704866,42704870,42704862,42704875,42704859,42704861,,430.39,366.405,440.875,510.3525,552.2145,611.4395,678.0537,178.565,49900,1,0,99.4315134,168.4383008,29.21977661,77.85330415
42728124,42704868,42704870,42704859,42704861,42704867,,414.69,358.5875,426.745,491.8525,524.302,590.7755,666.6607,155.085,49700,0,0,99.42770493,66.68081718,23.78248109,-0.085710798
42728122,42704864,42704875,42704859,42704863,42728127,,414.77,359.745,426.305,492.615,530.873,599.511,670.5083,157.03,49800,0,0,99.42659287,66.55625728,25.47709928,25.38765669
42728124,42704868,42704857,42704859,42704871,42704865,,416.8,361.625,426.84,496.2175,535.63,603.0375,672.9648,163.26,49200,0,0,99.42653333,66.74876529,26.54141717,12.88335025
42728122,42728124,42704862,42704859,42704871,42704869,,409.26,360.84,424.425,487.835,525.2085,583.1175,661.4484,144.51,49700,0,0,99.42532289,66.11730545,22.5644997,4.445266351
42728122,42704872,42704858,42704875,42704859,42704871,,430.57,383.3625,445.365,512.635,546.7905,604.8495,670.3992,171.165,50000,0,0,99.42228561,68.72887437,27.65288104,67.83607602
42704866,42704862,42704872,42704875,42704859,42728127,,419.2,358.2875,431.915,497.6925,541.5175,608.896,677.2546,168.05,49900,3,0,99.41565231,366.9240785,27.46786993,47.41867185
42704868,42704866,42704870,42704858,42704873,42728123,,423.41,363.955,427.82,497.98,530.689,596.4525,660.6452,157.355,49900,0,0,99.40670933,68.08290271,22.71038424,43.59336495
42704868,42704864,42704860,42704857,42704859,42704869,,419.16,366.07,428.435,492.46,526.486,582.2815,660.691,153.915,49800,0,0,99.40611847,67.497335,23.92745146,-10.17605513
42704860,42704870,42704862,42704858,42704859,42728127,,433.15,367.3875,431.205,505.0475,540.406,606.292,678.562,181.72,49900,0,0,99.40432788,68.7904826,29.65178915,31.17085695
42704868,42704862,42704858,42704875,42704859,42704871,,437.26,376.1475,440.585,513.5425,552.46,610.4565,679.486,187.225,49900,1,0,99.40133554,169.3215541,30.73722738,72.06591368
42704868,42704862,42704875,42704857,42704859,42704861,,426.51,363.1625,438.04,511.6125,549.292,617.7715,682.9507,180.455,49400,0,0,99.39690262,67.72177762,29.62337446,38.34383488
42704868,42704860,42704862,42704859,42704873,42704871,,415.23,353.6375,419.47,493.1175,531.785,595.4065,677.2981,166.055,49700,0,0,99.3904458,66.36884592,27.2106284,33.63636732
42704866,42704860,42704858,42704875,42704859,42704865,,436.49,374.135,439.965,503.8175,535.65,593.084,665.7828,173.48,49600,0,0,99.39021452,69.69351758,28.05828361,27.44024098
42704868,42704860,42704858,42704857,42704859,42704871,,436.58,376.025,443.43,514.745,547.2475,610.859,670.4516,178.975,49800,0,0,99.38873812,69.54135858,29.18133746,48.74401093
42704868,42704864,42704862,42704858,42704857,42728123,,419.04,358.705,425.435,488.705,529.1705,590.5545,662.8595,155.3,50000,0,0,99.38350706,67.3971293,22.43307495,34.0064317
42728124,42704862,42704875,42704857,42704859,42704865,,422.75,359.4775,430.62,502.1475,537.0305,597.456,679.651,173.125,49300,0,0,99.38244303,67.31642869,28.23231951,21.27408981
42728122,42704862,42704875,42704859,42704873,42728127,,421.31,363.945,430.36,505.38,544.766,606.0195,677.2108,169.345,49500,0,0,99.37855092,67.20307065,27.73321974,26.17512941
42704860,42704870,42704858,42704875,42704857,42704859,,446.3,382.815,449.165,515.955,555.605,622.293,679.3407,193.515,50000,5,0,99.37735394,570.5603605,31.82082047,90.10381103
42728122,42704868,42704858,42704856,42704861,42704865,,419.39,371.755,428.71,501.3225,538.956,595.8945,655.4479,150.465,50000,0,0,99.37496306,67.70274742,24.39436012,28.23191583
42704868,42704870,42704875,42704856,42704859,42704863,,417.61,356.0025,431.915,503.345,542.3665,606.617,685.7261,174.985,49900,0,0,99.3594846,66.38933126,28.42681736,74.16135669
42704864,42704870,42704862,42704858,42704859,42704861,,435.66,376.14,441.69,511.135,547.7395,605.7545,673.4924,179.96,49900,0,0,99.35781254,69.29785044,29.24976904,33.70527923
42704868,42704866,42704875,42704859,42704863,42704865,,420.65,358.8825,432.15,500.9975,538.1085,595.617,669.705,164.32,49300,0,0,99.35706365,67.36895463,26.60682173,19.23018992
42728122,42704862,42704857,42704874,42704859,42704873,,415.89,365.9775,432.095,501.8925,543.773,614.906,682.1331,169.355,49500,0,0,99.35347222,66.27730817,27.80951216,25.66303611
42728124,42704866,42704860,42704857,42704859,42728123,,422.21,369.8675,431.61,493.48,525.0285,588.399,649.1821,145.42,49800,0,0,99.35109591,68.302271,21.08092978,8.782666922
42728122,42704870,42704858,42704875,42704873,42704861,,425.93,366.8175,439.185,504.035,542.437,604.5835,674.8301,171.46,50000,1,0,99.34991654,167.9117502,27.90679698,81.52369857
42704866,42704870,42704875,42704857,42704859,42704865,,425.12,363.445,432.385,509.1525,537.912,601.951,684.0775,179.4,49100,0,0,99.34415415,67.47368255,29.25676991,32.19925463
42728122,42728124,42704875,42704857,42704859,42728125,,424.55,379.0825,436.565,499.6325,534.0915,586.8005,658.6936,155.275,49800,0,0,99.34245888,68.28663691,23.5537691,0.04343458
42728122,42704870,42704858,42704875,42704873,42704865,,426.01,364.445,434.725,502.8525,538.2475,605.8515,673.363,170.26,49800,0,0,99.34098684,67.97130571,27.6291059,73.92042875
42704868,42704866,42704862,42704859,42704871,42704861,,420.67,364.4775,430.705,502.105,542.155,600.836,668.1132,164.025,49700,0,0,99.33208113,67.41929892,26.79604577,18.79989654
42728122,42704860,42704870,42704858,42704873,42704869,,414.74,353.88,418.91,486.765,521.0595,583.0965,663.2353,151.26,50000,1,0,99.33131205,166.7758985,23.48327679,35.52534878
42704868,42704860,42704870,42704859,42704873,42704863,,424.56,361.4175,427.805,506.525,548.0595,606.749,670.6554,168.74,49900,1,0,99.33049676,167.8637693,27.45366274,50.2284646
42728122,42704868,42704859,42704873,42704863,42704865,,418.68,370.8125,436.76,503.05,539.9245,599.0535,660.1371,154.07,49100,0,0,99.32852508,67.42499996,24.97504688,-4.629572853
42728122,42704866,42704858,42704873,42728127,42704865,,418.75,366.3875,429.58,490.5125,529.2995,593.234,658.6202,152.195,49500,0,0,99.32809845,67.48776588,24.8411257,18.49006116
42728124,42704864,42704858,42704859,42704873,42704863,,432.56,377.1525,440.2,507.0675,539.4945,599.306,660.3011,165.985,49900,0,0,99.3261643,69.32494815,26.8859537,2.947921678
42704866,42704870,42704875,42704857,42704859,42704863,,425.22,362.665,436.815,505.685,548.911,611.9405,684.1845,179.825,49500,0,0,99.32360287,67.47680846,29.36260306,26.11489892
42704868,42704862,42704875,42704857,42704859,42704871,,421.13,355.6675,429.68,505.6,543.084,616.258,689.1254,181.67,49500,0,0,99.32191984,66.74087413,29.90759904,42.18202531
42704866,42704864,42704857,42704859,42704873,42704863,,415.03,359.36,425.925,500.0325,536.905,592.87,673.5119,162.03,49200,0,0,99.31781032,66.45018347,26.44468473,15.15528113
42728122,42704862,42704857,42704859,42704873,42704865,,419.38,374.2175,435.225,502.6975,543.41,599.8365,672.591,164.475,48800,0,0,99.31287438,67.07838935,26.78896658,8.029652387
42704868,42704858,42704875,42704857,42704859,42704861,,437.29,378.7275,448.945,518.635,553.39,609.3805,679.9506,188.045,49200,0,0,99.30813101,69.27828385,30.79004442,31.64849281
42728124,42704868,42704858,42704857,42728127,42704865,,427.67,364.7075,429.615,502.25,537.732,606.357,661.2425,163.925,49900,1,0,99.30786593,168.6141052,26.70027789,51.39889717
42704868,42704862,42704858,42704874,42704859,42704873,,428.97,371.3275,434.885,509.095,550.7275,609.737,681.656,182.91,49700,0,0,99.30413399,68.07423641,30.0972124,27.3110956
42704866,42704860,42704858,42704857,42704859,42704863,,436.9,379.7825,445.84,508.695,545.4285,597.9565,662.7844,172.455,49700,0,0,99.30254923,69.82595439,27.94695331,36.13213003
42704868,42704870,42704858,42704859,42704873,42704861,,436.15,378.2525,447.5,514.3875,551.3395,620.28,675.739,183.905,49300,1,0,99.30043954,169.2671006,30.02035013,21.09339833
42704868,42704864,42704858,42704857,42704873,42704861,,423.26,358.7625,432.285,503.155,541.08,607.535,669.452,166.995,49800,0,0,99.30017844,67.71737988,27.30828517,37.23363578
42704868,42704866,42704864,42704859,42704863,42704865,,430.15,380.965,441.665,504.165,537.333,592.977,647.4855,154.495,50000,0,0,99.29519572,69.43384837,25.06217482,19.33776438
42728122,42704866,42704858,42704873,42728127,42704861,,418.67,368.32,430.025,497.755,535.575,597.468,659.6421,153.395,49700,1,0,99.29010453,167.4282104,25.09079571,19.88851726
42704868,42704866,42704858,42704857,42728127,42704865,,426.27,363.4825,430.2,502.2525,538.613,602.22,663.934,165.525,49600,0,0,99.28618711,68.32002053,26.99055837,40.07789493
42704866,42704864,42704872,42704857,42704859,42704871,,415.65,361.535,429.85,501.3425,538.977,604.3825,669.359,159.255,49900,0,0,99.28510872,66.67034723,25.97072326,37.35409379
42728122,42704866,42704860,42704859,42728127,42704869,,414.57,365.9175,426.015,488.7575,522.91,581.0875,649.8167,140.315,49700,0,0,99.28385792,67.2081655,21.98449271,-7.628747821
42728124,42704860,42704870,42704859,42704873,42728127,,422.86,355.1375,428.28,498.9875,537.9065,604.0195,669.6329,165.605,50000,0,0,99.28112588,67.64973119,27.05433314,33.40833187
42704866,42704862,42704875,42704857,42704859,42704861,,421.27,360.1225,430.52,505.6325,542.412,608.525,682.9419,175.925,49200,0,0,99.27823923,66.96278853,28.82609477,28.61486375
42704868,42704864,42704858,42704857,42704873,42704871,,417.88,352.7375,424.9,497.0875,537.151,596.787,676.1203,168.21,49900,0,0,99.27722059,66.73647639,27.57029739,39.67337608
42728122,42704868,42704860,42704858,42704865,42728125,,415.18,359.7825,418.55,481.51,517.0095,574.1505,646.982,139.05,50000,0,0,99.27638662,67.38905351,21.19643734,16.72154069
42704868,42704864,42704858,42704857,42704863,42704861,,412.88,352.785,421.38,492.55,527.0935,588.6505,672.9933,161.02,49700,0,0,99.27601654,66.15915745,26.13550551,19.1483885
42728122,42704864,42704870,42704859,42728127,42704865,,424.1,374.0975,434.89,501.8575,536.143,591.382,659.9579,157.795,49800,0,0,99.27509794,68.15795457,25.537482,5.757721514
42728124,42704864,42704857,42704874,42704859,42704873,,412.84,350.7175,424.675,497.865,540.782,606.0505,679.0464,164.885,49800,0,0,99.27320038,65.94006103,27.05898727,15.92118144
42728122,42704860,42704875,42704857,42704859,42704871,,423.19,365.85,433.68,504.625,542.909,609.3295,671.8261,166.87,49900,1,0,99.27246948,167.6151194,27.16858998,38.51163387
42728124,42704868,42704857,42704874,42704859,42704871,,413.31,350.12,422.7,500.2925,539.4515,613.6195,680.6408,168.14,49900,3,0,99.27044618,365.9476841,27.55253218,35.80072522
42728122,42704864,42704857,42704874,42704859,42728127,,411.49,357.5075,429.74,501.405,535.7005,601.842,675.384,160.035,49800,0,0,99.26737789,65.88136107,26.15317395,17.47455597
42704868,42704862,42704858,42704875,42704857,42704865,,429.76,363.8225,431.64,502.98,544.854,606.318,676.4462,178.915,49800,0,0,99.26344983,68.35222184,29.28354833,97.74574041
42704868,42704860,42704858,42704875,42704873,42704865,,418.2,348.7525,412.945,486.7575,524.4705,594.7125,674.6721,166.785,49700,1,0,99.26341808,166.826709,27.14989645,33.40833187
42728124,42704868,42704858,42704859,42704863,42704871,,433.03,379.415,440.82,504.755,542.312,604.7315,661.2627,169.24,50000,0,0,99.25671364,69.33257122,27.37634255,43.96342635
42728124,42704866,42704858,42704859,42728127,42704871,,429.93,374.2775,435.92,501.705,534.91,598.578,663.6009,167.705,49800,0,0,99.25619691,68.82444841,27.27143893,23.05549681
42704868,42704864,42704875,42704859,42704873,42704871,,414.4,349.2025,423.33,492,533.1105,600.4415,682.243,170,49600,0,0,99.25594126,66.03627676,27.82299813,17.99953729
42728124,42704868,42704856,42704859,42704873,42704865,,419.89,366.935,431.59,501.145,539.789,599.6985,661.9258,157.875,49600,0,0,99.25577015,67.50410633,25.7128724,24.78956133
42728124,42704866,42704872,42704859,42728127,42704871,,409.41,353.4325,418.76,492.3425,530.76,595.407,666.83,152.055,49900,0,0,99.25334339,65.89151063,24.85751579,24.38503802
42728122,42704866,42704875,42704859,42704871,42704865,,418.14,366.7625,433.35,498.1175,531.2875,595.371,666.2752,158.31,49400,0,0,99.25035525,67.1091215,25.6723274,62.10022569
42704866,42704872,42704858,42704875,42704859,42728127,,429.98,373.8325,438.615,506.3,544.323,601.0635,673.5268,175.64,49700,0,0,99.25018188,68.48058468,28.54964874,32.47463107
42728124,42704866,42704858,42704875,42704863,42704865,,419.98,355.7375,422,487.3025,526.702,587.365,663.0431,157.85,50000,0,0,99.2489442,67.47493894,25.57293219,41.59681201
42728124,42704862,42704875,42704856,42704859,42704873,,420.38,357.9725,433.06,503.2575,541.0365,601.199,677.2217,170.155,50000,1,0,99.24764243,167.0313107,27.89094505,64.93160129
42728122,42704866,42704874,42704859,42704873,42704863,,409.95,361.6175,428.07,494.07,530.4625,603.6515,669.6384,154.42,49600,1,0,99.24708676,165.8649297,25.22870763,-10.9635286
42704868,42704866,42704858,42704857,42704863,42728127,,426.37,364.0975,432.805,504.98,543.882,602.6625,663.8352,165.95,50000,0,0,99.24394473,68.32314645,27.08819374,42.2293663
42704866,42704870,42704875,42704857,42704859,42704861,,425.04,362.2925,436.955,508.1275,543.6145,617.595,684.4705,180.6,49300,0,0,99.23987483,67.41412706,29.55082011,29.40233946
42704866,42704870,42704862,42704858,42704873,42704861,,423.3,357.525,429.335,501.3575,540.2715,604.23,674.4873,171.445,49900,1,0,99.22975361,167.522494,28.06232054,60.35327315
42728122,42704870,42704862,42704859,42728127,42704865,,420.26,363.8675,433.935,504.3225,543.1535,602.0665,670.4551,164.135,49400,0,0,99.22960219,67.24654551,26.60509795,17.03137606
42704868,42704866,42728126,42704859,42704873,42704861,,424.31,369.2125,438.22,506.8075,545.833,602.4015,660.2156,160.98,49900,0,0,99.22632429,68.1614876,26.31462111,33.30076039
42704866,42704860,42704858,42704875,42704859,42728127,,438.73,375.18,442.47,505.9525,540.994,601.838,665.7243,176.9,50000,0,0,99.22299503,69.94750977,28.82774182,44.95316744
42728122,42704870,42704872,42704857,42704859,42704867,,412.72,366.785,431.735,496.525,536.476,603.893,668.7276,154.785,49600,0,0,99.22221249,66.26911263,23.68930534,15.37042707
42704868,42704866,42704858,42704875,42704861,42704865,,423.64,358.65,429.31,496.47,536.0835,601.4365,665.6313,164.755,49700,0,0,99.2202414,67.87716196,26.73623914,33.50301981
42728124,42704866,42728126,42704857,42704859,42704869,,415.18,362.31,424.18,488.6525,525.383,587.6085,659.4318,150.265,49800,0,0,99.21970112,66.9327597,23.42847375,23.46421778
42704868,42704870,42704872,42704875,42704859,42704865,,425.97,362.535,440.125,515.635,550.526,609.5175,674.6104,173.835,49800,1,0,99.21626867,167.8804139,28.16488001,80.34038544
42728124,42704864,42704862,42704859,42704873,42704871,,416.22,354.7825,422.075,495.47,535.652,595.6035,669.369,160.385,50000,1,0,99.21481384,166.724857,26.28280207,11.80761382
42728122,42704864,42704870,42704859,42728127,42704869,,408.16,353.1525,420.29,488.2975,520.707,585.659,666.4984,149.08,49500,0,0,99.21465252,65.71856917,23.12182359,-11.5616262
42728124,42704870,42704858,42704875,42704859,42704861,,442.57,383.0575,448.445,515.43,554.1915,612.0925,670.9164,184.555,50000,1,0,99.21204535,170.2888917,30.04391958,44.34218109
42728124,42704870,42728126,42704857,42704859,42704861,,419.8,354.8,429.05,500.8925,540.1915,600.196,675.4366,168.485,49900,0,0,99.21079468,67.00207776,27.39497353,33.30076039
42728124,42704862,42728126,42704857,42704859,42704861,,416.03,357.08,427.275,495.3175,532.034,597.6065,673.5083,163.81,49800,0,0,99.20703112,66.55073923,26.7231197,23.55890572
42728122,42704860,42704875,42704859,42704873,42728127,,420.32,362.125,426.87,496.635,533.6995,602.6615,669.137,162.545,49700,0,0,99.20700784,67.29356419,26.52989952,20.688878
42704868,42704866,42704856,42704859,42704873,42704871,,413.03,357.9875,429.085,496.84,530.152,601.8075,672.6231,161.89,49600,0,0,99.20640347,66.16956268,26.50555275,39.13550377
42728122,42704862,42704858,42704875,42704873,42704865,,422.24,361.2175,427.66,495.4325,532.8015,600.0055,670.1652,165.585,49700,0,0,99.20341931,67.51996719,26.95151004,50.27581453
42704868,42704870,42728126,42704857,42704859,42704863,,423.82,363.095,435.435,507.3475,549.521,612.953,676.0514,173.84,50000,3,0,99.20184187,367.5296636,28.2774802,35.62003374
42704868,42704860,42704858,42704874,42704859,42704873,,427.98,366.03,432.24,503.7775,543.7045,605.5,674.2311,176.11,49900,1,0,99.20098429,168.1647299,28.79132059,15.72760493
42728122,42728126,42704875,42704857,42704859,42704863,,417.44,361.615,429.115,501.965,544.105,605.368,674.4675,164.65,49800,0,0,99.20067401,66.70859215,26.6928332,14.86701816
42704866,42704870,42704872,42704875,42704859,42704861,,420.65,362.9125,436.185,506.605,542.2545,607.6905,676.9553,170.505,49800,1,0,99.1999817,167.0618693,27.68231136,49.24742281
42728122,42704864,42704860,42704857,42704859,42728125,,416.65,369.8225,429.275,492.8925,524.5865,584.068,652.0857,143.88,49900,0,0,99.19967961,67.38608915,21.93620904,11.32997498
42704868,42704870,42704875,42704859,42704873,42704863,,419.89,354.1825,428.71,505.55,548.551,602.4585,686.5594,179.025,49400,1,0,99.19918025,166.6197911,29.24505469,31.30420744
42704866,42704870,42704858,42704857,42704874,42704859,,438.07,383.565,450.14,518.6775,553.7085,611.8185,678.9821,188.385,49900,1,0,99.19756507,169.3825923,30.97791026,39.13130164
42728124,42704868,42704872,42704859,42704863,42704865,,417.97,367.04,433.945,500.3,535.1785,593.2305,655.6196,151.175,49800,0,0,99.19023032,67.44009243,24.47005321,4.742214829
42704868,42704864,42704862,42704858,42704859,42704869,,436.28,384.93,443.115,504.5925,533.6585,592.757,654.6859,166.27,50000,0,0,99.1891586,69.98752147,25.70657821,20.56841701
42704868,42704858,42704875,42704857,42704859,42704863,,437.47,378.0275,448.9,516.0075,552.9025,615.428,677.7399,187.27,49400,0,0,99.18899769,69.34096526,30.59393442,40.86536765
42728122,42704862,42704872,42704858,42704861,42704865,,407.6,357.9975,420.725,486.3975,519.4105,584.723,665.2629,148.84,49600,0,0,99.18783164,65.67611649,24.13418091,2.879006974
42728124,42704866,42704860,42704859,42704863,42704865,,421.48,367.22,425.59,493.2025,525.474,581.5805,649.1491,147.905,49900,0,0,99.185699,68.14802843,24.04340932,7.169064134
42704866,42704858,42704875,42704857,42704859,42704865,,432.13,377.0725,437.625,503.75,541.519,598.935,678.4808,182.315,48800,0,0,99.18118086,68.57885026,29.66322973,19.86274719
42704866,42728126,42704872,42704858,42704857,42704861,,408.06,348.87,417.01,488.2225,526.5355,586.6925,673.4024,157.01,50000,0,0,99.18116139,65.45111175,25.55294944,18.67075264
42704868,42704872,42704858,42704875,42704857,42704865,,420.02,356.335,428.28,499.5275,538.1305,611.2805,676.739,170.855,49700,0,0,99.17854916,66.9757903,27.74272758,71.24397159
42728122,42704866,42704856,42704874,42704859,42704871,,402.11,355.335,419.38,485.6325,526.845,590.4805,674.5844,152.37,50000,1,0,99.17686144,164.5908849,24.91683123,32.75420666
42704864,42704870,42704858,42704875,42704859,42728127,,432.32,366.73,435.11,502.8025,542.1725,603.676,682.5297,185.665,49800,1,0,99.16682749,168.4579134,30.31909672,36.179474
42728122,42704860,42704862,42704875,42704859,42704869,,418.06,360.1025,425.265,494.9425,531.699,590.3485,661.4338,153.705,49900,0,0,99.16677804,67.24036681,23.85219105,30.77921867
42728124,42704866,42704875,42704859,42704863,42728127,,419.05,356.8075,426.945,498.11,533.9745,601.183,667.6449,161.61,49800,0,0,99.16650185,67.1580424,26.31465721,21.01159692
42728122,42728124,42704875,42704859,42704873,42704869,,419.54,369.795,434.36,498.5675,533.7765,598.3695,657.9447,151.98,49600,0,0,99.16495515,67.5656281,23.64583661,18.86012703
42704868,42704860,42704857,42704859,42704873,42704863,,415.44,354.1175,424.68,498.57,535.8015,597.9045,675.4129,166.1,49200,0,0,99.16344694,66.38825704,27.08377598,3.8945131
42704866,42704864,42704872,42704857,42704859,42704863,,421.21,371.585,437.08,507.96,543.489,602.941,660.2307,157.265,50000,1,0,99.16265728,167.7139321,25.56007001,39.23019469
42704868,42704870,42704875,42704859,42704873,42728127,,422.03,357.3575,426.68,503.6825,544.289,612.934,687.4384,182.02,49400,0,0,99.16260125,66.87065739,29.93875824,47.78873324
