P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Small Slate | 1k-10k,Large Slate | 1k-10k,geomean1,Small Slate | 10k-50k,Small Slate | 50k+,Single Game,Large Slate | 10k-50k,Small Slate | 100-1k,Large Slate | 50k+,Saber Score
42766686,42766682,42766988,42766963,42766715,42766849,42766718,42766828,42766706,42766812,,103.08,84.09525108,103.0327492,122.7327461,132.9302467,152.8227402,181.0812544,110.32,49800,1,108.95,88.46829045,84.80377233,87.05304022,8.114637235,83.58226629,82.16701605,173.1704117,85.83153418,86.21902256,84.41628395,26.35581791
42766685,42766687,42766721,42766792,42766886,42766741,42766703,42766813,42766761,42766957,,100.57,78.27394867,97.97394943,121.6239471,131.6614471,155.6289474,183.4339502,99.52,49700,1,134.3,88.12272761,84.34820687,87.02124196,7.519752259,83.09003328,81.98854764,171.2558883,85.76306838,85.44969251,84.66158273,24.37215298
42766685,42766686,42766748,42766833,42766771,42767001,42766864,42766759,42766750,42766702,,98.96,77.79295349,97.09294891,116.4929485,130.1604561,154.7629501,179.1999474,87.92,49600,1,69.3,87.49878122,84.67327771,86.6447928,6.365839795,83.73144321,82.87745479,170.7075652,85.7029583,85.52726613,84.84896988,12.63374388
42766686,42766687,42766825,42766840,42766771,42766849,42766718,42766706,42766828,42766766,,100.61,79.74430084,97.21929932,117.3068008,129.6443024,149.7068054,177.3502994,86.57,49400,1,75.7,87.67208157,84.94821648,86.60611493,6.597387195,84.04026146,82.97429481,171.9856671,85.6981599,86.01418313,84.63219325,40.00898004
42766686,42766684,42766988,42766770,42766885,42766849,42766718,42766751,42766706,42766747,,99.05,81.51914787,100.4316483,118.6066475,131.0766472,152.4616554,181.8876529,99.4,49700,1,74.55,87.67911724,84.34575815,86.78500253,6.391900108,83.23463846,82.34052375,170.4350135,85.67388283,85.23987286,84.77976812,24.27746654
42766686,42766682,42766981,42766840,42766903,42766849,42766718,42766730,42766828,42766706,,99.96,79.1237545,97.67375183,116.7737522,126.796257,147.7337547,178.3812488,92.09,49600,1,75.95,87.58902216,84.74447641,86.59513701,4.585378137,83.7962945,82.80240935,171.4284115,85.6469551,85.73836155,84.65306995,29.07093465
42766687,42766682,42766721,42766792,42766886,42766984,42766790,42766760,42766730,42766761,,96.4,74.98875427,93.61375046,113.9512482,125.046249,147.3687454,176.2952573,59.15,49700,1,110.95,86.77968083,84.78732299,86.28963604,4.598975007,84.1232037,83.63315892,169.3851302,85.62551676,85.27736777,85.13547197,41.33851826
42766690,42766686,42766873,42766749,42766717,42766741,42766703,42766945,42766957,42766732,,101.77,81.26790237,100.9804039,122.0303955,131.8903999,154.1429016,185.3388986,128.51,49500,1,96.95,88.37964803,84.02945956,87.07363408,8.925622282,82.57939674,81.27338279,171.7523592,85.62357126,85.33547351,84.3175573,27.55201459
42766690,42766686,42766721,42766840,42766717,42766849,42766863,42766828,42766706,42766756,,100.29,80.09589958,97.30840302,117.2583981,127.0334015,146.2333984,176.3069014,80.45,49800,1,84.95,87.45037179,84.88830007,86.4143333,6.307236024,84.03427616,82.99823767,171.8587961,85.56030939,85.92433856,84.5242709,37.25940883
42766691,42766686,42766721,42766840,42766717,42766849,42766863,42766828,42766706,42766756,,100.46,80.6691494,99.55664825,116.9066525,129.3816528,150.3891525,177.8321498,87.16,49700,1,77.45,87.5814198,84.7199625,86.50797799,6.793923501,83.7661434,82.6927016,171.7839077,85.55415889,85.7934043,84.48071709,32.68108964
42766695,42766682,42766911,42766713,42766771,42766974,42766970,42766828,42766706,42766702,,95.7,75.48760223,93.18759918,116.1125965,126.9125977,145.4676003,175.9175977,67.36,49800,1,91.1,86.57340969,84.70578982,86.16982091,3.94694565,84.08324986,83.67966108,168.9548101,85.54728096,85.1093786,85.14369217,11.30840331
42766689,42766686,42766793,42766770,42766717,42766741,42766703,42766827,42766832,42766957,,103.53,82.9754467,99.83795166,123.5379467,135.9529564,158.2879486,186.4964456,133.01,49500,1,86.15,88.71726614,83.86984148,87.14330832,10.65611986,82.25403326,80.68007544,172.7119009,85.5275001,85.44379931,83.95354227,18.95481497
42766686,42766682,42766793,42766749,42766867,42766741,42766703,42766835,42766898,42766945,,104.83,85.98274994,103.7327538,123.8577538,136.065255,157.9777489,185.6582574,146.72,49400,1,119.95,88.87118265,83.97443294,87.11872962,9.639591116,82.34218304,80.58973,173.632621,85.48647971,85.72688598,83.73402668,40.18546939
42766686,42766684,42766721,42766792,42766885,42766849,42766718,42766761,42766778,42766813,,100.04,80.85665131,99.68164825,119.3316498,129.9966446,155.5866493,180.6391528,92.67,49400,1,105.55,87.58181185,84.1903844,86.51373467,6.938477142,83.05990859,81.99183141,171.122507,85.38325885,85.25846159,84.31518167,40.43927193
42766688,42766686,42766793,42766749,42766874,42766741,42766703,42766760,42766751,42766957,,103.06,83.65664864,100.9816513,122.0191517,135.5391472,156.1916412,187.7406589,139.27,49600,1,114.15,88.61584319,83.53538635,87.07091498,11.18982847,81.84190073,80.29697252,172.2117818,85.37742936,85.08031456,83.83250115,39.70783055
42766685,42766682,42766793,42766840,42766885,42766849,42766703,42766706,42766828,42766945,,103.49,82.47489738,101.062397,119.3749008,130.7673981,151.8924049,182.4469083,119.66,49900,1,107.55,88.3302035,84.13514723,86.77033346,8.360689692,82.73679514,81.1769251,173.1174715,85.37198137,85.69501728,83.81211132,37.12606728
42766686,42766684,42766793,42766774,42766717,42766741,42766703,42766898,42766832,42766945,,103.94,83.65665245,103.1566544,124.7566528,133.741658,153.9466476,188.0446527,146.67,49800,1,103.55,88.79179695,83.5312981,87.12170716,11.15059938,81.77779849,80.10770869,172.73727,85.36820754,85.2013879,83.69811774,21.59680873
42766686,42766682,42766748,42766833,42766771,42767001,42766864,42766759,42766704,42766812,,102.17,82.83275032,100.4327469,119.5702477,130.315255,155.0277512,177.4582484,103.06,49900,1,63.95,87.7330448,84.6009451,86.39347841,7.242342257,83.55691186,82.21734547,172.8578349,85.34944517,85.94051149,84.00987878,28.13722491
42766686,42766682,42766988,42766840,42766885,42766741,42766703,42766828,42766706,42766908,,101.67,82.37075043,100.3207474,121.0957489,133.9857475,152.7557457,183.4017429,128.51,49800,1,106.95,88.03585529,83.9010044,86.71175105,7.135396815,82.52272077,81.19861653,171.8225635,85.33346742,85.22510864,84.00936319,26.093328
42766687,42766682,42766816,42766749,42766717,42766785,42766703,42766945,42766905,42766908,,99.69,80.50175095,99.426754,120.9642525,131.9317482,153.4517517,183.7552396,121,50000,1,98.95,87.68675501,83.75340554,86.62944217,9.252534175,82.44228905,81.38497621,170.5044863,85.31832568,84.81071837,84.26101285,29.42811251
42766691,42766686,42766793,42766749,42766867,42766741,42766703,42766835,42766708,42766945,,102.76,83.84415245,101.1066513,123.9316521,136.2966476,159.7891464,187.9411559,145.88,49700,1,117.45,88.53011473,83.42175733,87.01364471,11.20334819,81.71897152,80.2025015,171.973119,85.3108589,84.93822735,83.79438888,22.08733261
42766686,42766684,42766793,42766963,42766715,42766741,42766703,42766957,42766905,42766722,,105.85,86.26914597,106.631649,126.2691517,137.2466576,157.3466499,189.7931467,157.52,49800,1,130.55,89.22245482,83.35728089,87.26506695,13.37557378,81.40222291,79.44483504,173.7352169,85.31000897,85.31466875,83.35262111,27.23797858
42766686,42766685,42766793,42766774,42766867,42766741,42766703,42766704,42766945,42766957,,104.61,84.5054512,101.5929489,121.9304523,133.1704514,156.6854385,186.3694504,141.69,49700,1,98.3,88.75055303,83.66022669,86.99010717,11.28723243,81.96345124,80.20300539,173.3421909,85.29333173,85.42067254,83.53288588,30.71899414
42766689,42766686,42766911,42766713,42766771,42766849,42766718,42766898,42767015,42766702,,98.87,77.77544785,97.01294708,117.1879539,129.8054474,152.3454514,175.7434456,75.87,49900,1,78.15,86.96944068,84.56691351,86.0879801,4.8147389,83.76607112,82.88461054,170.9235307,85.28713771,85.44837408,84.40567714,30.57695925
42766685,42766684,42766721,42766719,42766886,42766733,42766863,42766864,42766778,42766761,,98.67,80.1487999,97.33629608,117.511301,128.9262993,146.9813034,180.9128006,90.7,50000,1,103.15,87.27043258,83.95937032,86.36875319,7.642493655,82.8556829,81.95400351,170.1711324,85.26506577,84.8610497,84.36338638,8.761094511
42766693,42766682,42766911,42766833,42766771,42766974,42766703,42766819,42766702,42766791,,98.03,77.92610168,97.25109863,118.4261017,128.7786057,148.4561012,181.0365927,91.56,50000,1,108.05,87.15566423,83.90609519,86.33949485,5.778813181,82.82290551,82.00673613,169.7426615,85.25630517,84.72226456,84.4401358,13.99774402
42766691,42766686,42766793,42766749,42766722,42766741,42766703,42766752,42766957,42766923,,104.73,85.96915054,103.256649,124.4691525,137.0891502,159.8366501,188.0616467,147.72,49700,1,110.45,88.85718513,83.42450608,87.05813357,11.07369997,81.61361307,79.81456151,173.2019807,85.24724056,85.22355763,83.448189,60.72334051
42766690,42766686,42766793,42766749,42766771,42766741,42766703,42766760,42767015,42766957,,103.92,81.58340263,102.1334,123.8958988,135.8059029,157.3184013,185.5989044,133.17,49600,1,108.95,88.53290539,83.6464238,86.8642809,10.21923373,82.0175966,80.3489721,172.971944,85.2354537,85.31504829,83.5668292,32.10456073
42766685,42766687,42766816,42766749,42766867,42766741,42766703,42766708,42766945,42766908,,100.08,79.83695221,100.6619492,121.9869537,133.0094528,154.4894386,186.1379475,127.27,49700,1,95.3,87.86082967,83.40257488,86.71460624,10.5998779,81.91648995,80.77026652,170.4406304,85.22852131,84.5487983,84.08229788,36.81623042
42766686,42766684,42766793,42766749,42766717,42766777,42766703,42766819,42766945,42766957,,106.6,86.71915054,106.1066513,125.2441502,135.9316406,156.5541473,187.4071527,152.76,49400,1,93.55,89.13883198,83.55356938,87.08399243,12.81179916,81.69181518,79.63697562,174.4719803,85.22223823,85.60840893,83.16739867,44.70356107
42766686,42766682,42766816,42766713,42766867,42766785,42766985,42766895,42766791,42766702,,100.55,82.12024689,101.3577499,120.8077545,131.5577545,151.7652512,178.5732545,101.75,49700,1,95.95,87.42041265,84.24293973,86.27126958,6.927124377,83.18378209,82.03463902,171.6392494,85.21211194,85.3920828,84.06296887,28.79555523
42766686,42766682,42766721,42766757,42766722,42766823,42766970,42766914,42766860,42766732,,99.53,81.44524765,99.60774994,117.6202488,128.222747,147.8352547,179.1692455,99.01,49700,1,99.95,87.23279577,84.05807224,86.20856621,6.541865221,82.99983106,81.9756015,170.8928703,85.15032503,85.08230181,84.12609547,38.39537501
42766685,42766682,42766793,42766749,42766867,42766785,42766703,42766812,42766957,42766832,,105.78,85.28739929,104.0373993,124.6624031,135.6024033,155.6373909,186.1488902,146.68,49700,1,126.55,88.82609882,83.52133411,86.87561679,12.73888485,81.7530792,79.80259717,174.0574752,85.10736189,85.47181614,83.15687986,37.49612868
42766686,42766682,42766763,42766941,42766722,42766823,42766755,42766751,42766923,42766752,,100.61,82.54525375,99.5577507,119.6577511,129.3577576,146.6577454,179.0182515,98.65,49800,1,109.95,87.382005,84.05684283,86.20088147,6.630438401,82.94845545,81.76733192,171.5848023,85.09249408,85.23796636,83.91137055,38.65786791
42766686,42766682,42766793,42766749,42766722,42767001,42766703,42766945,42766957,42766752,,108.69,88.80775452,107.8327522,127.3702545,138.2577515,157.6627457,184.6642455,152.09,49700,1,102.95,89.24280618,83.79166197,86.90080165,12.94204809,81.9746139,79.63260938,176.0944936,85.08375358,86.1336665,82.74174905,65.86109996
42766690,42766686,42766911,42766719,42766771,42766974,42766718,42766828,42766791,42766702,,98.93,76.83340454,97.20840073,117.6334,129.3908928,152.2433983,175.9928984,80.67,49400,1,90.95,86.86103569,84.3033094,85.93509401,5.349528211,83.45073398,82.52479229,170.8640771,85.08251858,85.22925109,84.15657689,31.98830485
42766685,42766682,42766721,42766792,42766886,42766984,42766863,42766704,42766756,42766828,,101.08,81.28739929,97.43740082,117.9248981,128.4098915,148.4898964,173.6009024,77.77,49800,1,101.55,87.07814632,84.64215321,85.87335033,5.357304086,83.83015551,82.62535952,172.5223461,85.06135263,85.84694919,83.85655664,28.85578573
42766686,42766682,42766748,42766833,42766885,42767001,42766718,42766958,42766759,42766706,,101.46,81.97025108,100.9077492,119.1202545,129.0527519,151.8327538,178.7607515,104.99,49500,1,76.95,87.49007931,84.07139872,86.18667932,7.473975018,82.93183852,81.62843853,172.1459667,85.04711912,85.37479871,83.74371912,29.76371646
42766686,42766682,42766721,42766770,42766886,42766984,42766863,42766730,42766751,42766778,,99.73,80.23274994,97.90775299,117.2202492,129.0577545,147.1652458,175.3167545,79.81,49600,1,86.95,86.92434682,84.3495995,85.8848089,5.002441559,83.49135039,82.45181247,171.4395627,85.02655979,85.38913741,83.98702188,39.80671763
42766685,42766686,42766721,42766757,42766886,42766849,42766718,42766778,42766843,42766761,,100.82,80.38044548,99.8179512,118.8554497,131.3929443,150.5579536,178.2519504,87.69,49500,1,96.3,87.31089043,84.05092607,86.09306625,7.110540902,82.96427129,81.74644711,171.7823112,85.00641146,85.26875026,83.78858728,42.20779836
42766686,42766682,42766873,42766809,42766722,42766772,42766796,42766738,42766923,42766747,,101.57,82.29224777,99.57975006,118.9047508,130.4622452,149.8172485,178.1702545,100.15,50000,1,112.95,87.43930808,84.08814397,86.11813773,5.699111424,82.97108927,81.64991892,172.2716672,85.00108303,85.40931433,83.67991267,50.89968443
42766686,42766688,42766793,42766749,42766867,42766741,42766703,42766708,42766895,42766945,,103.19,83.75664711,101.6566505,123.0691471,134.889151,155.8341499,186.3936528,145.38,49600,1,123.15,88.29122711,83.24144884,86.67573821,10.617033,81.55818941,79.94270051,172.3275945,84.99247878,84.85693774,83.37698988,20.25858313
42766686,42766687,42766793,42766739,42766717,42766741,42766703,42766827,42766957,42766945,,102.57,82.10680199,100.4193001,121.3442974,134.0967972,158.4468048,183.5557964,122.75,49500,1,98.7,87.97805365,83.51683887,86.47051419,8.155665181,82.02976727,80.5222278,172.2651746,84.98344259,85.02437833,83.47590312,28.29214633
42766686,42766682,42766721,42766792,42766886,42766965,42766863,42766751,42766730,42766761,,100.73,82.69524765,98.63275146,118.2702503,128.3952576,149.622757,175.6132574,82.04,49500,1,109.95,87.09815119,84.31046385,85.91109959,5.541703743,83.38123474,82.19418314,172.0311438,84.98187048,85.49751545,83.79481888,41.57524109
42766684,42766682,42766793,42766749,42766885,42766741,42766703,42766934,42766828,42766945,,101.77,85.06359673,102.6760979,120.4886036,130.7411034,154.8336105,186.1761017,140.51,49500,1,113.8,88.00225551,83.1764104,86.58049207,7.366891233,81.56779537,80.14603192,171.4352548,84.97187703,84.59817384,83.55011359,22.10021913
42766685,42766684,42766793,42766749,42766867,42766741,42766703,42766931,42766720,42766957,,105.09,85.74880028,105.4863014,126.2738056,136.7762924,156.1262947,189.5632945,153.32,49800,1,125.15,88.83901937,82.94820933,86.93102116,14.00918685,80.98460598,79.07660777,173.1606349,84.96741781,84.85620754,83.0594196,34.80678797
42766686,42766682,42766988,42766770,42766854,42766849,42766718,42766898,42766706,42766745,,99.6,81.55775452,99.13275146,118.6577473,129.3652557,148.462748,177.0622545,98.2,49800,1,85.95,86.9783683,84.07831641,85.93155575,5.450215039,83.11163245,82.0648199,171.1273326,84.96487179,85.12512896,83.91805924,17.8703934
42766686,42766682,42766793,42766749,42766874,42766741,42766703,42766821,42766877,42766957,,105.03,84.84525108,103.7577515,123.2202492,135.5302505,158.8177544,185.3662575,144.61,49600,1,123.95,88.54010923,83.40721824,86.67567516,8.857006505,81.69625457,79.83182049,173.6219018,84.96471149,85.27165231,83.10027742,34.3764931
42766689,42766687,42766793,42766749,42766722,42766741,42766703,42766828,42766813,42766945,,100.12,79.06895256,99.06895065,120.6564503,131.9689484,152.0764542,182.8049515,116.18,49800,1,89.15,87.46072756,83.45820329,86.29234433,8.437720502,82.12402853,80.9556453,170.7737924,84.95816957,84.62658652,83.78978634,45.55546045
42766685,42766682,42766911,42766840,42766771,42766876,42766845,42766756,42766791,42766702,,98.07,78.27490234,95.31240082,115.8123989,125.7823967,147.7898994,174.7883992,70.78,49700,1,92.55,86.53267537,84.2423606,85.71314548,4.232235389,83.47892235,82.65939246,170.411506,84.94970723,85.06189049,84.13017734,4.720643908
42766690,42766687,42766793,42766749,42766771,42766741,42766703,42766750,42767015,42766945,,98.54,75.48940277,96.61439896,119.039402,131.3743935,154.4919014,182.5144043,107.94,49800,1,109.95,87.14514624,83.40740425,86.19504368,7.632273993,82.16149025,81.21138769,169.7913189,84.94912968,84.35750681,83.99902712,43.40398908
42766686,42766682,42766911,42766792,42766771,42766984,42766845,42766761,42766750,42766702,,101.19,79.45774841,98.40774918,119.3577499,129.3302536,149.8052483,174.9917485,82.17,49900,1,136.95,87.11818662,84.36197829,85.86767423,5.060560967,83.44324218,82.19272979,172.3895588,84.94893812,85.61249068,83.69842573,44.7551012
42766687,42766682,42766911,42766809,42766726,42766974,42766845,42766791,42766702,42766747,,97.46,76.18875122,94.41374969,116.2512531,127.8387463,147.6887512,175.9797513,77.16,50000,1,107.95,86.49949431,84.07800128,85.75307974,4.937533195,83.27083693,82.52442236,169.8765937,84.9459154,84.82441585,84.19950083,47.57778943
42766685,42766686,42766787,42766719,42766715,42766741,42766703,42766957,42766945,42766908,,105.05,85.30595398,101.4809532,123.3309536,133.3134521,152.9609474,185.6709448,148.93,50000,1,91.3,88.5401458,83.33168237,86.66426446,12.70274156,81.59552789,79.71964655,173.586191,84.92810998,85.20756371,83.05222864,35.65449119
42766685,42766682,42766721,42766770,42766867,42766965,42766790,42766751,42766730,42766835,,95.53,77.82490158,95.41240311,114.674902,126.909898,147.3123993,176.1414053,71.82,50000,1,54.55,86.1254354,83.91710745,85.63530737,4.596240502,83.18099813,82.6908701,168.6029693,84.89919805,84.40723548,84.40907002,10.75765043
42766686,42766682,42766763,42766963,42766715,42766849,42766823,42766706,42766860,42766828,,101.63,82.72025108,101.2327499,118.6202488,129.1652458,149.6377571,179.2617514,108.54,49600,1,138.95,87.45217757,83.84304421,86.09531962,8.441395178,82.63999975,81.2831418,172.1437002,84.89227516,85.19990216,83.53541721,26.6785413
