P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Small Slate | 1k-10k,Large Slate | 1k-10k,geomean1,Small Slate | 10k-50k,Small Slate | 50k+,Single Game,Large Slate | 10k-50k,Small Slate | 100-1k,Large Slate | 50k+,Saber Score
42962147,42962153,42962244,42962228,42962233,42962185,42962246,42962294,42962192,42962211,,98.99,76.11385155,96.02635193,116.1888466,127.2413551,150.491349,176.577355,114.02,49400,1,107.1,86.62671991,82.05618295,85.29456613,8.590810325,80.53267062,79.20051684,170.2110697,83.77105381,83.38833673,82.43890003,17.37986952
42962154,42962149,42962224,42962182,42962257,42962207,42962353,42962221,42962214,42962165,,97.12,78.40900421,98.03400421,117.9590054,129.7715088,147.6865051,177.8880026,127.96,50000,1,99.5,86.37077052,81.81497932,85.28591022,8.510852983,80.29638225,79.21152194,168.8369964,83.76731315,82.89983962,82.68245285,40.94268382
42962148,42962149,42962254,42962228,42962233,42962223,42962246,42962294,42962170,42962283,,98.35,76.58734894,96.54984665,116.5748539,129.8323578,150.5748596,175.9838535,126.66,49400,1,103.2,86.45911664,82.08188973,85.21918195,8.27272457,80.62281409,79.3828794,169.8663076,83.76010631,83.32182443,82.52017161,20.46504468
42962148,42962147,42962254,42962228,42962179,42962223,42962246,42962238,42962271,42962294,,100.11,78.80820084,98.84569931,118.9207001,128.8381927,151.5757088,174.2282031,121.94,49700,1,78.95,86.6599525,82.36319195,85.19107747,7.33920419,80.93093844,79.4620634,171.2224495,83.75882395,83.83206698,82.28994892,33.7825954
42962676,42962159,42962411,42962194,42962219,42962312,42962200,42962167,42962163,42962175,,95.91,74.89660263,94.88409805,114.7591,124.7590954,141.6841034,169.8260973,80.11,49600,1,92.5,85.57076456,82.67148317,84.72318224,6.336293804,81.70505604,80.85747372,169.0458691,83.75675511,83.5190655,82.90917278,21.72147036
42962154,42962149,42962244,42962236,42962179,42962256,42962222,42962293,42962211,42962170,,102.6,79.51200104,101.9869995,123.9994984,134.794503,155.9894997,183.9019934,189.78,49900,1,104.5,87.79678306,81.35687989,85.89534904,14.1461832,79.2102455,77.30881147,171.6364259,83.74871465,83.25831391,81.84728063,25.7103771
42962150,42962149,42962254,42962208,42962179,42962256,42962200,42962175,42962333,42962283,,102.56,81.94789886,101.0728989,123.2353973,133.8803947,154.8629059,177.8843944,153.37,49500,1,104.45,87.36352939,82.04345376,85.52047884,12.72860384,80.27009521,78.42704465,172.3533754,83.74712029,83.88650431,81.90406974,25.07782578
42962148,42962149,42962254,42962194,42962179,42962312,42962200,42962175,42962283,42962332,,104.68,82.92085266,103.2708511,123.9708519,136.4208527,160.9308525,177.7798587,163.79,50000,1,117.2,87.74729459,82.15160389,85.61072316,13.54006616,80.28637366,78.14980223,173.7385497,83.74549292,84.28817533,81.60892149,54.42383885
42962147,42962150,42962254,42962248,42962179,42962218,42962330,42962188,42962192,42962283,,103.54,82.31825066,102.1557503,122.8807507,135.5632538,155.7082497,180.1837465,174.12,50000,1,97.2,87.70420535,81.81985557,85.70414232,15.4977317,79.85840565,77.85834263,172.7024471,83.7426924,83.8199186,81.74262938,9.595912695
42962147,42962149,42962364,42962258,42962179,42962223,42962246,42962221,42962294,42962181,,101.57,79.34965134,99.01214981,120.5371475,131.812149,147.2721466,171.782646,109.22,49700,1,75.45,86.74614251,82.69148749,85.09343288,7.441669602,81.33993581,79.68722618,172.4643342,83.74188121,84.34419712,82.08917158,40.43927193
42962149,42962153,42962244,42962384,42962219,42962218,42962242,42962163,42962211,42962192,,104.25,82.04150391,101.7164993,125.916502,136.3414917,156.193998,182.4414978,172.97,49900,1,136.35,87.99227326,81.58903516,85.87310075,14.30202525,79.45462245,77.33544995,172.8819609,83.73868805,83.70820766,81.61951555,46.11490071
42962676,42962149,42962250,42962190,42962173,42962268,42962348,42962165,42962191,42962214,,96.1,76.71844673,94.94345093,114.7559471,126.660952,146.3509445,174.952966,108.06,49800,1,59.85,85.95179451,82.06410231,85.02859989,7.586428582,80.76820491,79.84501029,168.5275391,83.73270249,82.98729693,82.80950787,18.56317669
42962150,42962153,42962204,42962194,42962173,42962268,42962200,42962175,42962266,42962333,,97.19,77.2371006,96.83709717,118.8871002,128.3595963,145.7370911,169.7465912,82.18,49600,1,83.1,85.7844872,82.70921312,84.75562244,8.525110945,81.68412176,80.655257,169.8758117,83.73053108,83.73807789,82.70166632,38.73098195
42962150,42962153,42962411,42962194,42962299,42962223,42962200,42962197,42962175,42962211,,97.09,75.39760208,95.46009827,115.5101013,127.7325985,146.3201042,169.9600983,88.76,49600,1,95.1,85.77317995,82.66631038,84.75433786,7.534048625,81.63068718,80.61184509,169.7807425,83.71871466,83.68515247,82.69987257,2.091533318
42962150,42962149,42962364,42962228,42962178,42962207,42962246,42962271,42962294,42962165,,96.9,78.17790222,96.67790222,114.8154011,124.8928989,146.6478989,173.3403931,96.04,49400,1,80.45,85.97251955,82.262543,84.9491827,5.183657433,81.02588415,80.0025473,169.2380607,83.71252385,83.28587985,82.689187,4.135430977
42962154,42962147,42962254,42962194,42962179,42962256,42962236,42962284,42962175,42962283,,99.38,78.67235184,98.60985184,119.434845,129.1348572,149.5848541,176.239348,141.07,49500,1,95.25,86.6356904,82.0441769,85.24257147,8.894925612,80.5136724,79.12055347,170.485707,83.71206697,83.43729584,82.31894804,-3.528064862
42962160,42962152,42962274,42962171,42962179,42962218,42962242,42962163,42962188,42962332,,94.83,74.6482029,92.74820328,112.1732025,123.0731976,146.725705,175.3327115,127.98,49900,1,65.5,85.72652943,81.93186713,84.97193364,10.37652117,80.6669797,79.91238391,167.6496886,83.7070462,82.68646293,82.95245041,2.427140996
42962150,42962149,42962324,42962297,42962219,42962344,42962200,42962251,42962163,42962175,,100.32,80.05490112,100.5048981,121.1173973,132.5024063,152.4573952,176.6113892,132.37,49600,1,145.45,86.83242342,82.03895291,85.30472612,9.126808686,80.44112941,78.91343211,171.0467212,83.70690262,83.56665021,82.17920531,-1.174331456
42962148,42962159,42962250,42962190,42962173,42962268,42962348,42962163,42962189,42962293,,94.14,75.31399918,93.95149231,113.8139973,125.1739971,142.0514839,173.6560043,101.66,49800,1,72.85,85.47999118,82.09138278,84.83580575,7.916279117,80.96184665,80.31766122,167.4097529,83.70626962,82.7355682,83.0620842,9.647456557
42962149,42962153,42962364,42962258,42962327,42962207,42962168,42962294,42962181,42962165,,97.8,79.05349731,97.9034996,117.2035027,126.6485008,146.453492,171.7194913,89.8,49700,1,89.35,86.01821362,82.47891174,84.88269589,6.472277462,81.29914444,80.16362672,170.0178937,83.7029286,83.61442946,82.56741087,0.344583788
42962148,42962149,42962217,42962215,42962371,42962354,42962168,42962203,42962281,42962181,,98.23,81.65485382,100.90485,120.34235,130.2948471,148.1523521,172.8308492,107.88,50000,1,91.2,86.17543261,82.36993481,84.97024408,7.368408232,81.10143554,79.89624702,170.1586536,83.70174482,83.57512333,82.49655629,28.40391695
42962159,42962153,42962411,42962194,42962213,42962185,42962200,42962163,42962175,42962333,,95.46,74.99065018,95.10314941,114.5281506,126.0756466,143.5781464,167.1691524,68.18,49900,1,108,85.25975077,82.88509903,84.4880052,5.920693733,82.09354845,81.32180288,169.0625973,83.69645462,83.6568446,82.92470904,1.553665474
42962150,42962149,42962204,42962228,42962257,42962185,42962246,42962169,42962320,42962293,,96.29,76.60490036,94.4048996,112.2923946,124.5548935,144.2448952,170.4089072,88.51,49400,1,80.45,85.64157832,82.5510974,84.72596617,5.366366281,81.52093709,80.60532494,169.1996239,83.69580586,83.46670955,82.78019371,-1.55308228
42962150,42962159,42962204,42962194,42962173,42962268,42962200,42962197,42962175,42962333,,94.31,75.63805008,94.97554779,113.5380497,123.7155472,142.5505524,170.7060463,75.95,49500,1,56.1,85.29613357,82.42526819,84.65262192,7.424883505,81.46831306,80.82480141,167.8807243,83.69566679,83.06877984,83.05215514,-2.964424714
42962150,42962153,42962411,42962194,42962299,42962346,42962200,42962197,42962169,42962175,,95.24,74.29759789,92.48510361,114.6101017,125.8901005,146.6625954,166.3111043,65.28,49800,1,87.1,85.15262724,82.96311369,84.41751787,5.355684214,82.23327584,81.49816647,169.0232105,83.68768002,83.69822306,82.95257065,16.11475646
42962150,42962149,42962393,42962176,42962313,42962330,42962168,42962169,42962195,42962281,,97.21,79.76490021,97.18990326,118.4899044,129.0648956,148.8423958,171.3968987,96.12,50000,1,74.45,85.87344279,82.46615637,84.81943014,6.391460012,81.33039424,80.27638158,169.6692713,83.683668,83.52016903,82.62965534,36.74731553
42962541,42962153,42962204,42962190,42962173,42962312,42962200,42962241,42962287,42962175,,93.52,74.51885033,94.98135376,115.2563534,125.9388512,143.5363419,171.2823416,76.32,50000,1,77.2,85.18261324,82.30854918,84.64162692,8.214400058,81.35052783,80.80954151,167.293948,83.68360557,82.8495355,83.14261925,-1.781114005
42962147,42962149,42962250,42962285,42962264,42962185,42962168,42962347,42962247,42962266,,97.26,79.23215103,94.73215103,115.0071507,127.877145,147.1621414,171.9236412,95.72,49500,1,76.45,85.91982091,82.40794791,84.8542083,4.596984718,81.23732357,80.17171096,169.6365497,83.68358396,83.47356052,82.61797135,52.69397497
42962148,42962149,42962244,42962258,42962299,42962218,42962242,42962241,42962192,42962188,,104.05,81.42984772,101.7048492,123.7048473,135.5173584,157.9873581,181.4323402,180.19,49700,1,135.2,87.83968626,81.6179395,85.74608394,13.4303897,79.54402391,77.45042159,172.854944,83.67216835,83.71154182,81.57856603,30.13378084
42962149,42962153,42962411,42962194,42962187,42962312,42962168,42962247,42962175,42962333,,97.68,76.84050179,96.4905014,117.1029968,128.0554977,147.2229912,168.646503,79.22,49900,1,106.35,85.75850966,82.78985848,84.66161496,5.470749408,81.80030808,80.70341339,170.3095209,83.67206456,83.88675318,82.57516987,38.74386847
42962149,42962159,42962250,42962190,42962173,42962268,42962168,42962241,42962259,42962247,,94.46,75.90595245,95.15595245,115.6559486,127.9459526,145.8859512,171.8404478,85.64,49600,1,58.35,85.3849658,82.2688302,84.70588054,5.806364843,81.23011834,80.55103307,167.8282192,83.66716867,82.94791547,82.98808341,55.99430203
42962150,42962149,42962390,42962285,42962179,42962256,42962168,42962277,42962283,42962170,,97.99,76.73890114,95.86389923,116.551403,131.483902,154.0588951,174.4094008,126.19,49600,1,65.45,86.21911932,82.13690844,85.02746879,6.45394515,80.77617149,79.58452096,169.7965649,83.66673183,83.32855897,82.4750813,34.90567803
42962147,42962154,42962254,42962248,42962179,42962312,42962172,42962283,42962170,42962332,,98.08,77.92585564,96.72585297,116.9383545,130.1208519,150.9983604,178.8843546,150.88,49700,1,115.25,86.55050411,81.62571657,85.30658871,11.79460368,79.98412072,78.74020532,169.3014522,83.66499287,82.86963197,82.42107747,-4.530685395
42962157,42962149,42962204,42962194,42962173,42962268,42962348,42962169,42962197,42962276,,94.1,75.62125015,91.90874863,112.2962513,125.1412514,142.2837524,173.4507465,90.8,49800,1,58.85,85.43008645,82.06405214,84.78625893,6.741766251,80.9420407,80.29821318,167.3952001,83.66424749,82.70787965,83.02041997,23.39530438
42962150,42962153,42962244,42962248,42962327,42962207,42962242,42962165,42962214,42962177,,97.97,78.26210213,97.18710327,117.5995979,129.1871033,150.4371033,176.4890912,128.71,49800,1,106.1,86.36002424,81.89356523,85.1522472,10.65332589,80.40474556,79.19696852,169.5255984,83.66342753,83.10134228,82.45565048,27.02703476
42962150,42962147,42962301,42962194,42962179,42962312,42962200,42962175,42962266,42962325,,99.51,80.01175117,98.58675003,118.2867508,128.4517509,148.0967461,172.2432553,114.68,49600,1,77.2,86.34191264,82.44603991,84.95708099,8.430120589,81.14741567,79.76258402,171.0456747,83.65845675,83.83087156,82.2736251,24.1225481
42962150,42962149,42962244,42962248,42962179,42962218,42962222,42962371,42962211,42962192,,106.26,85.08290291,104.6328964,127.4703999,139.2954041,161.2179008,184.9588858,201.08,49400,1,122.45,88.48637702,81.29614309,86.05221292,17.314846,78.89939844,76.46523434,173.8448086,83.65546827,83.73030719,81.22130417,34.67344344
42962154,42962150,42962253,42962208,42962179,42962256,42962216,42962195,42962283,42962170,,97.19,78.18609619,95.84859467,118.1735992,129.6486053,150.8536026,176.9571085,141.64,50000,1,83.25,86.2423603,81.79261647,85.13708885,10.39528,80.30936853,79.20409708,168.9594986,83.65384091,82.89788791,82.54856947,27.85316408
42962154,42962150,42962254,42962236,42962179,42962218,42962222,42962293,42962211,42962170,,97.9,77.9835968,98.2335968,116.3336029,127.3985992,150.1661057,178.8371028,161.51,49700,1,78.25,86.50633974,81.60964019,85.28593658,11.67091441,79.97740701,78.75700385,169.1869675,83.6537034,82.83004335,82.43330024,4.996019974
42962154,42962149,42962393,42962194,42962179,42962256,42962222,42962170,42962192,42962283,,102.57,80.94950104,100.9620018,122.8494987,135.8820038,158.7045105,181.7945117,186.41,49400,1,102.5,87.57550524,81.48006772,85.68009089,14.90387303,79.44825522,77.55284087,171.8438681,83.64827838,83.37548207,81.75286403,31.63980842
42962150,42962153,42962212,42962193,42962219,42962346,42962172,42962252,42962267,42962175,,89.77,71.17460251,89.46210098,108.5120983,118.552095,136.7445915,167.9875912,50.04,49400,1,91.1,84.22757039,82.46288728,84.22884318,2.471883081,81.87465958,81.87593236,165.2583272,83.64061548,82.46161449,83.64188826,22.1775353
42962150,42962159,42962411,42962194,42962328,42962185,42962200,42962163,42962175,42962266,,97.62,77.19254875,95.6175499,116.4425507,126.95005,149.9025482,169.0485416,90.64,50000,1,106.1,85.75257085,82.70033286,84.65464962,8.56367274,81.6829202,80.58499897,170.209393,83.63723696,83.79825409,82.53931573,24.13543314
42962149,42962157,42962254,42962194,42962179,42962256,42962236,42962175,42962191,42962283,,100.2,78.69824791,100.3357506,122.3107452,133.578244,153.1757515,174.8762483,139.28,49600,1,115.85,86.63852362,82.14632057,85.13048523,10.19117278,80.64891955,79.14088117,171.1587595,83.63308422,83.65435895,82.12504583,4.552839324
42962147,42962157,42962254,42962236,42962179,42962218,42962222,42962192,42962188,42962332,,96.82,76.23560524,94.06060028,114.5481052,125.958094,152.7081078,179.5466138,152.63,49500,1,75.6,86.3386743,81.44691023,85.25738778,12.44698974,79.81632221,78.73503568,168.3909979,83.62679975,82.52819675,82.54551323,-10.35254449
42962676,42962149,42962217,42962182,42962219,42962280,42962260,42962163,42962181,42962295,,95.95,77.57144928,94.32144928,113.3089485,124.0964508,142.763942,171.5489478,93.53,49400,1,88.85,85.61197835,82.32204478,84.72169206,5.100688871,81.22540026,80.33511397,168.8150366,83.62504754,83.21233107,82.73476125,-5.331044272
42962150,42962152,42962254,42962285,42962179,42962354,42962168,42962247,42962259,42962170,,91.58,73.82875061,91.60374832,111.5912495,124.2287457,143.4337418,170.2902475,88.5,49800,1,52.5,84.70699254,82.25096547,84.43229043,5.241025713,81.43228978,81.15758767,166.1369317,83.61361474,82.52566759,83.33891263,4.341892898
42962154,42962147,42962341,42962182,42962186,42962280,42962300,42962181,42962371,42962165,,93.52,74.17984962,92.10485077,112.0798492,122.4298477,146.039846,173.8353493,100.71,49600,1,72.25,85.31346104,81.92928979,84.73760411,5.284084084,80.8012327,80.22537577,166.9538766,83.60954703,82.50514671,83.0336901,6.278217584
42962148,42962149,42962254,42962176,42962179,42962256,42962268,42962287,42962241,42962283,,100.14,81.80484962,101.7548485,121.0548496,132.7023415,151.6348526,178.1918402,161.31,49400,1,95.2,86.8453082,81.7349194,85.3122973,10.01405195,80.03145646,78.49844556,170.7022323,83.60883437,83.2679303,82.07582347,6.381590664
42962150,42962159,42962254,42962208,42962179,42962185,42962222,42962247,42962259,42962170,,92.19,71.16605186,91.37854767,112.0910511,123.6810486,143.8685516,174.7990491,111.26,49700,1,67.1,85.13451161,81.75563366,84.73447497,7.162239309,80.62934101,80.22930437,165.9731316,83.60818232,82.1556703,83.20814568,4.389236495
42962676,42962149,42962250,42962190,42962173,42962268,42962200,42962307,42962165,42962214,,98.44,78.39995384,96.83745193,116.6999531,129.5449455,147.2024513,175.6419511,116.25,50000,1,60.85,86.34781579,81.94359311,85.07245538,9.590350593,80.47551888,79.20015847,169.9149154,83.60438115,83.21895352,82.32902074,15.92118293
42962147,42962149,42962217,42962228,42962233,42962223,42962246,42962294,42962181,42962295,,99.3,77.04165268,96.25415039,117.3541489,128.2116608,148.2716507,169.9076443,86.11,49600,1,72.45,86.10198323,82.64089203,84.75784983,5.684180115,81.48719496,80.14306157,171.1801174,83.60415277,83.98502542,82.26001937,15.55111855
42962147,42962149,42962217,42962228,42962173,42962223,42962348,42962271,42962294,42962221,,98.82,79.4836483,97.29615021,114.9086533,126.8836533,146.1736488,172.5016548,89.23,49400,1,63.45,86.19511464,82.31907021,84.89440278,6.584200742,81.0270554,79.72634354,170.5482553,83.60238797,83.61978206,82.30167612,18.1931138
42962147,42962148,42962250,42962190,42962179,42962256,42962222,42962241,42962283,42962332,,98.88,78.82970428,97.22970581,119.1922035,131.3197014,153.8472023,179.7342117,162.09,49900,1,73.95,86.71663005,81.49194551,85.34373783,13.12158415,79.750384,78.37749178,169.6935652,83.60217632,82.86483773,82.22928411,-6.70792833
42962149,42962159,42962250,42962248,42962180,42962218,42962348,42962163,42962192,42962211,,101.95,80.50595093,100.2309456,121.6184502,133.0134491,153.1734451,180.722963,172.65,49800,1,124.35,87.35386149,81.51954592,85.54611056,12.89556666,79.57477407,77.76702315,171.5591149,83.60133871,83.32729685,81.79358779,30.59853613
42962148,42962160,42962217,42962208,42962179,42962256,42962260,42962181,42962283,42962170,,94.84,73.5109005,93.3859024,114.4608994,125.6208981,147.723407,177.5173949,132.15,49800,1,49.95,85.80998309,81.55464445,85.01656819,9.635076548,80.13619824,79.34278335,167.3499716,83.59812198,82.34805934,82.80470709,-24.41022545
42962541,42962147,42962411,42962194,42962299,42962325,42962376,42962163,42962175,42962266,,94.08,76.26150513,93.84899902,112.8115025,125.5465012,143.1814964,171.226499,86.1,49500,1,126.3,85.22523891,82.24103671,84.5927795,5.98249916,81.24630264,80.61384322,167.6349537,83.59804543,82.87349613,82.96558601,0.933996588
42962147,42962159,42962244,42962285,42962179,42962218,42962168,42962347,42962277,42962170,,95.93,76.33230209,95.59479904,114.7447987,126.8248005,147.6923027,174.5983028,110.49,50000,1,54.1,85.80540423,81.93959484,84.88645295,5.616107491,80.65099171,79.73204043,168.4163183,83.59784982,82.85854612,82.67889854,32.55194724
42962152,42962149,42962254,42962208,42962179,42962256,42962300,42962165,42962332,42962211,,98.84,77.44064522,98.17814636,117.8031464,129.6106499,154.5106438,183.3166615,166.85,49700,1,91.75,86.95782277,81.07163043,85.55779561,14.01732446,79.10956632,77.70953916,169.2229578,83.59573149,82.4716576,82.19570433,6.656966358
42962150,42962157,42962254,42962194,42962179,42962218,42962236,42962192,42962170,42962332,,96.88,76.49835205,95.74835205,117.2483521,127.3133537,146.7508522,175.5753551,139.44,49600,1,76.6,86.04859424,81.8687541,84.98881301,11.2018799,80.47547405,79.41569281,168.9100171,83.59553296,82.92853533,82.53575172,6.514936686
42962148,42962149,42962250,42962194,42962327,42962207,42962300,42962294,42962165,42962214,,102.08,82.9123497,100.8248482,119.4373474,133.1548492,155.7923416,178.1813504,149.92,49900,1,99.2,87.19294892,81.80739942,85.38819896,12.23998037,80.01221626,78.2074663,171.9544995,83.59301579,83.61214938,81.78826584,37.78439164
42962149,42962153,42962411,42962194,42962173,42962268,42962200,42962164,42962287,42962384,,97.02,78.47900009,95.74150085,114.4664993,129.1714943,145.0515038,171.5420039,90.59,49600,1,82.35,85.78791783,82.33464594,84.74383538,7.061378903,81.18355531,80.13947286,169.4980038,83.59274475,83.37872839,82.5486623,6.502050906
42962154,42962149,42962411,42962194,42962173,42962185,42962200,42962175,42962333,42962320,,100.81,80.52149773,97.9090004,118.5839996,129.8640015,148.2890114,174.9475058,117.35,50000,1,110.5,86.72732928,82.11546599,85.12674753,10.56792351,80.57817822,78.97759648,171.5304198,83.58945977,83.71604773,81.98887803,4.169888794
42962154,42962157,42962217,42962194,42962186,42962280,42962200,42962181,42962165,42962295,,95.97,76.6114521,93.88645172,114.7239475,124.8739487,143.8389557,170.3864441,92.65,49700,1,79.65,85.50928556,82.41374346,84.6203993,5.825048625,81.38189609,80.49300983,168.959432,83.58855193,83.30262973,82.69966566,17.26360917
42962154,42962150,42962274,42962248,42962179,42962218,42962222,42962192,42962170,42962283,,101.17,80.28359985,99.83359909,120.8085995,131.3411034,154.2860992,180.9001059,182.2,49700,1,104.25,87.20134888,81.42691156,85.49509135,15.36997639,79.50209911,77.79584158,171.0217905,83.57027891,83.13316909,81.86402137,18.34802926
42962148,42962159,42962254,42962215,42962179,42962256,42962222,42962195,42962271,42962170,,95.24,74.36050415,95.3105011,117.1480045,127.8005005,148.2105011,175.939001,135.64,49900,1,101.85,85.74679188,81.70909703,84.90535647,8.178281094,80.36319874,79.52176333,167.7910896,83.55945818,82.55053244,82.71802277,-6.669270247
42962154,42962149,42962274,42962208,42962179,42962256,42962222,42962266,42962165,42962283,,102.24,80.28249931,98.44499969,123.0575027,134.9525055,159.050013,183.0990012,182.9,49400,1,107.5,87.5456415,81.20859909,85.66928369,15.78901042,79.09625161,77.2198938,171.4385798,83.55693622,83.0849569,81.68057841,32.72843063
42962676,42962149,42962274,42962182,42962179,42962218,42962242,42962238,42962188,42962192,,102.57,80.84645081,100.6964493,119.4964447,132.1964417,152.8639503,178.1814539,164.05,49500,1,71.85,87.25926123,81.78743613,85.38042981,11.74105981,79.96349443,78.08466301,172.2596097,83.55648811,83.66626754,81.6776567,20.64153552
42962148,42962153,42962217,42962193,42962239,42962346,42962168,42962205,42962360,42962181,,88.95,68.96455002,87.37705231,106.8270493,118.3345497,139.0945564,167.7905539,50.28,49900,1,70.85,84.00526347,82.34836054,84.10788683,1.623325034,81.79605956,81.89868292,164.7233351,83.55558585,82.24573718,83.65820921,4.23431918
42962147,42962149,42962254,42962176,42962264,42962256,42962168,42962347,42962259,42962283,,96.09,76.48414803,97.60914993,117.7216492,129.8166435,150.6141464,174.0136552,104.44,49900,1,81.45,85.76300144,81.96027637,84.81932388,4.44078206,80.69270135,79.74902379,168.5767833,83.55174886,82.90395393,82.6080713,18.32645833
42962149,42962153,42962224,42962248,42962327,42962218,42962246,42962165,42962214,42962192,,100.73,81.39049911,98.19049835,121.5529976,132.413002,153.0904999,177.7999969,141.94,49800,1,107.35,86.88810239,81.73942691,85.26700462,10.35078538,80.02320175,78.40210398,171.1133406,83.55077946,83.36052467,81.92968169,24.47972596
42962147,42962149,42962204,42962225,42962328,42962185,42962300,42962293,42962310,42962165,,98.62,78.36914825,97.0691452,117.1066456,129.4341576,148.0891525,175.9396437,118.3,49800,1,85.45,86.35868892,81.84174337,85.04486385,8.779571581,80.33609486,79.02226979,169.9729768,83.53921534,83.15556844,82.22539027,-1.195903216
42962147,42962151,42962224,42962165,42962264,42962354,42962168,42962259,42962347,42962247,,87.35,68.64325142,88.86824799,109.5932465,119.6582493,141.1157463,172.2562555,60.68,49900,1,46.9,84.0116105,81.73956704,84.29362792,3.200517905,80.98221922,81.26423663,163.1291526,83.5362801,81.45754962,83.81829751,-27.33628452
42962150,42962149,42962212,42962193,42962179,42962373,42962255,42962252,42962205,42962189,,95.73,74.45190048,94.62689972,115.2018948,125.891893,145.1394066,172.0803891,101.78,50000,1,74.45,85.54781177,82.14419424,84.66811871,3.536598046,81.00965506,80.129962,168.5764351,83.53357953,83.0238873,82.65388647,57.56056309
42962147,42962149,42962254,42962165,42962327,42962207,42962236,42962293,42962214,42962283,,99.76,80.53415108,100.7091484,120.1716499,131.874147,154.1016434,178.0286552,142.11,49700,1,85.45,86.71085692,81.64396569,85.21885827,10.59372168,79.95500194,78.46300329,170.4500096,83.52989452,83.13596434,82.03789587,18.56317818
42962149,42962153,42962244,42962228,42962233,42962223,42962246,42962271,42962214,42962165,,97.79,75.28549576,94.3105011,113.5604935,126.7430035,150.5379929,173.461501,100.68,49500,1,97.35,86.02392241,82.07665104,84.84556799,5.796273557,80.76089392,79.5825395,169.7385135,83.52981087,83.25500546,82.35145645,13.76971155
42962148,42962149,42962364,42962258,42962233,42962223,42962260,42962205,42962163,42962294,,97.59,76.56284714,96.23784637,115.0878468,124.6878521,148.1053596,172.9178479,105.38,49400,1,110.2,85.94651317,82.12621204,84.80020066,6.111971717,80.85277833,79.70646582,169.6751492,83.52676695,83.27252455,82.38045444,6.945230812
42962541,42962149,42962250,42962190,42962173,42962268,42962348,42962238,42962163,42962371,,97.34,79.44365311,97.43114853,117.9436512,129.3286514,154.2236465,175.3731554,116.9,49800,1,88.55,86.07254407,81.83117993,84.93899649,10.02073961,80.41739189,79.2838443,169.2094267,83.52520844,82.96472751,82.39166086,24.66041446
42962150,42962147,42962217,42962228,42962186,42962185,42962246,42962381,42962271,42962221,,92.69,74.50525475,89.84275818,108.6927567,121.487756,138.6452606,168.9062611,69.87,49400,1,59.2,84.75415098,82.3551734,84.3225096,4.183656355,81.5555142,81.12387283,166.9964263,83.52285041,82.78681477,83.09120903,-12.96876818
42962149,42962153,42962204,42962190,42962173,42962268,42962348,42962163,42962278,42962293,,96.85,78.4624958,96.51250076,116.7499962,126.8450008,146.9149971,171.090509,93.72,49800,1,90.35,85.67761811,82.29636667,84.64936494,5.680449773,81.16928286,80.14102969,169.420208,83.52228113,83.32461984,82.49402797,42.44871438
42962148,42962149,42962411,42962258,42962219,42962223,42962246,42962175,42962271,42962211,,101.58,82.17985344,100.7298508,121.4923496,130.7873466,151.9398407,176.2533583,134.75,50000,1,113.2,86.91690608,81.92242065,85.18668966,8.122321768,80.25759218,78.52737576,171.8451812,83.52186119,83.65263707,81.79164477,23.14149886
42962149,42962153,42962315,42962182,42962327,42962207,42962255,42962189,42962214,42962165,,95.81,75.84000206,94.75249481,115.8774948,127.2599964,148.8000023,176.6059933,115.4,50000,1,92.35,85.87330528,81.61340058,84.94038387,7.387653597,80.19343234,79.26051093,168.0647814,83.52041563,82.546322,82.58749421,30.69742024
42962148,42962149,42962411,42962194,42962299,42962268,42962168,42962266,42962384,42962177,,99.08,79.4558506,96.68084717,118.6808472,130.8333542,151.0358536,173.9808502,128.83,49700,1,118.2,86.29271415,82.06530203,84.92914168,9.039763462,80.65616466,79.29259219,170.5064246,83.52000431,83.42887449,82.15643184,26.76454484
42962154,42962147,42962274,42962248,42962179,42962218,42962200,42962362,42962188,42962192,,103.07,80.86034966,100.2478485,120.3978577,132.5353508,155.1053543,179.4058575,170.69,49800,1,115.25,87.4110588,81.62261258,85.44525774,12.16279988,79.69313051,77.72732945,172.4185567,83.51577567,83.58841364,81.54997461,34.87990499
42962147,42962149,42962254,42962236,42962179,42962256,42962222,42962281,42962293,42962191,,99.17,79.93964958,100.4271507,120.5521469,131.3096527,151.5521545,176.6206424,143.17,49800,1,87.45,86.49206523,81.76027047,85.09179938,8.996985882,80.18300555,78.78273971,170.2367745,83.51453447,83.16053631,82.11426862,-2.65458934
42962150,42962152,42962274,42962248,42962179,42962256,42962222,42962192,42962170,42962283,,98.77,78.54875183,97.34875488,120.2112522,131.2212601,151.3187523,179.2247458,163.86,49800,1,91.5,86.59855081,81.43721219,85.22997676,14.05395289,79.71676598,78.34819193,169.6543897,83.50953055,82.80578624,82.14095651,12.38413975
42962150,42962149,42962224,42962182,42962327,42962256,42962222,42962384,42962214,42962165,,97.71,77.55889893,96.73390198,116.7714024,129.8664024,151.1139015,177.6603899,138.79,49400,1,82.45,86.28405047,81.55370969,85.07437727,10.92265383,79.97692943,78.76725623,169.1572628,83.49759701,82.76338289,82.28792381,-10.53323448
