PG_ID,PG_Name,PG_Salary,PG_Proj,SG_ID,SG_Name,SG_Salary,SG_Proj,SF_ID,SF_Name,SF_Salary,SF_Proj,PF_ID,PF_Name,PF_Salary,PF_Proj,C_ID,C_Name,C_Salary,C_Proj,G_ID,G_Name,G_Salary,G_Proj,F_ID,F_Name,F_Salary,F_Proj,UTIL_ID,UTIL_Name,UTIL_Salary,UTIL_Proj,Total_Projection,Total_Salary,Avg_Ownership,Ownership_Product
42936328,Derrick White,5700,27.39,42936298,Nickeil Alexander-Walker,6400,32.68,42936315,Dyson Daniels,6200,31.14,42936344,Jonathan Kuminga,5100,23.02,42936326,Onyeka Okongwu,5900,30.11,42936294,Ayo Dosunmu,6600,36.94,42936331,Naz Reid,5500,28.87,42936275,Joel Embiid,8600,49.92,260.07,50000,27.0,2.6982e+1
42936328,Derrick White,5700,27.39,42936294,Ayo Dosunmu,6600,36.94,42936357,Mikal Bridges,4600,18.93,42936331,Naz Reid,5500,28.87,42936275,Joel Embiid,8600,49.92,42936354,Christian Braun,4700,22.10,42936283,Julius Randle,7800,42.89,42936308,Rudy Gobert,6400,32.54,259.58,49900,26.9,2.6885e+1
42936286,CJ McCollum,6800,33.39,42936318,VJ Edgecombe,6100,29.46,42936350,Cameron Johnson,4800,22.34,42936283,Julius Randle,7800,42.89,42936275,Joel Embiid,8600,49.92,42936294,Ayo Dosunmu,6600,36.94,42936331,Naz Reid,5500,28.87,42936392,Mike Conley,3800,15.68,259.49,50000,27.3,2.7289e+1
42936328,Derrick White,5700,27.39,42936294,Ayo Dosunmu,6600,36.94,42936302,Jaden McDaniels,6500,31.26,42936305,OG Anunoby,6500,32.57,42936390,Mitchell Robinson,3800,16.88,42936360,Bones Hyland,4500,21.41,42936283,Julius Randle,7800,42.89,42936275,Joel Embiid,8600,49.92,259.26,50000,26.4,2.6374e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936294,Ayo Dosunmu,6600,36.94,42936350,Cameron Johnson,4800,22.34,42936272,Jalen Johnson,8600,45.41,42936390,Mitchell Robinson,3800,16.88,42936328,Derrick White,5700,27.39,42936331,Naz Reid,5500,28.87,42936275,Joel Embiid,8600,49.92,260.43,50000,26.8,2.6817e+1
42936386,Miles McBride,3900,15.75,42936294,Ayo Dosunmu,6600,36.94,42936315,Dyson Daniels,6200,31.14,42936272,Jalen Johnson,8600,45.41,42936390,Mitchell Robinson,3800,16.88,42936360,Bones Hyland,4500,21.41,42936283,Julius Randle,7800,42.89,42936275,Joel Embiid,8600,49.92,260.34,50000,27.2,2.7159e+1
42936328,Derrick White,5700,27.39,42936395,Bruce Brown,3600,15.71,42936350,Cameron Johnson,4800,22.34,42936305,OG Anunoby,6500,32.57,42936275,Joel Embiid,8600,49.92,42936294,Ayo Dosunmu,6600,36.94,42936283,Julius Randle,7800,42.89,42936308,Rudy Gobert,6400,32.54,260.30,50000,27.2,2.7162e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936294,Ayo Dosunmu,6600,36.94,42936350,Cameron Johnson,4800,22.34,42936254,Jayson Tatum,9500,51.24,42936348,Neemias Queta,4800,22.56,42936392,Mike Conley,3800,15.68,42936331,Naz Reid,5500,28.87,42936275,Joel Embiid,8600,49.92,260.23,50000,27.2,2.7172e+1
42936328,Derrick White,5700,27.39,42936360,Bones Hyland,4500,21.41,42936310,Josh Hart,6300,32.15,42936283,Julius Randle,7800,42.89,42936326,Onyeka Okongwu,5900,30.11,42936294,Ayo Dosunmu,6600,36.94,42936357,Mikal Bridges,4600,18.93,42936275,Joel Embiid,8600,49.92,259.74,50000,27.3,2.7310e+1
42936328,Derrick White,5700,27.39,42936298,Nickeil Alexander-Walker,6400,32.68,42936310,Josh Hart,6300,32.15,42936331,Naz Reid,5500,28.87,42936326,Onyeka Okongwu,5900,30.11,42936392,Mike Conley,3800,15.68,42936283,Julius Randle,7800,42.89,42936275,Joel Embiid,8600,49.92,259.69,50000,26.9,2.6904e+1
42936280,Jalen Brunson,8200,42.79,42936294,Ayo Dosunmu,6600,36.94,42936350,Cameron Johnson,4800,22.34,42936305,OG Anunoby,6500,32.57,42936326,Onyeka Okongwu,5900,30.11,42936392,Mike Conley,3800,15.68,42936283,Julius Randle,7800,42.89,42936308,Rudy Gobert,6400,32.54,255.86,50000,23.9,2.3921e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936322,Payton Pritchard,6000,27.48,42936357,Mikal Bridges,4600,18.93,42936283,Julius Randle,7800,42.89,42936390,Mitchell Robinson,3800,16.88,42936294,Ayo Dosunmu,6600,36.94,42936315,Dyson Daniels,6200,31.14,42936275,Joel Embiid,8600,49.92,256.86,50000,23.9,2.3861e+1
42936318,VJ Edgecombe,6100,29.46,42936395,Bruce Brown,3600,15.71,42936401,Jordan Clarkson,3400,11.71,42936254,Jayson Tatum,9500,51.24,42936364,Nikola Vucevic,4400,18.59,42936294,Ayo Dosunmu,6600,36.94,42936283,Julius Randle,7800,42.89,42936275,Joel Embiid,8600,49.92,256.46,50000,24.0,2.4044e+1
42936328,Derrick White,5700,27.39,42936294,Ayo Dosunmu,6600,36.94,42936357,Mikal Bridges,4600,18.93,42936305,OG Anunoby,6500,32.57,42936390,Mitchell Robinson,3800,16.88,42936354,Christian Braun,4700,22.10,42936254,Jayson Tatum,9500,51.24,42936275,Joel Embiid,8600,49.92,255.97,50000,23.9,2.3876e+1
42936280,Jalen Brunson,8200,42.79,42936310,Josh Hart,6300,32.15,42936382,Sam Hauser,3900,14.92,42936305,OG Anunoby,6500,32.57,42936390,Mitchell Robinson,3800,16.88,42936354,Christian Braun,4700,22.10,42936283,Julius Randle,7800,42.89,42936275,Joel Embiid,8600,49.92,254.22,49800,24.3,2.4320e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936294,Ayo Dosunmu,6600,36.94,42936344,Jonathan Kuminga,5100,23.02,42936283,Julius Randle,7800,42.89,42936326,Onyeka Okongwu,5900,30.11,42936280,Jalen Brunson,8200,42.79,42936331,Naz Reid,5500,28.87,42936364,Nikola Vucevic,4400,18.59,255.89,49900,24.0,2.4031e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936395,Bruce Brown,3600,15.71,42936339,Kelly Oubre Jr.,5200,21.80,42936335,Aaron Gordon,5400,23.25,42936275,Joel Embiid,8600,49.92,42936294,Ayo Dosunmu,6600,36.94,42936283,Julius Randle,7800,42.89,42936308,Rudy Gobert,6400,32.54,255.73,50000,23.9,2.3871e+1
42936318,VJ Edgecombe,6100,29.46,42936294,Ayo Dosunmu,6600,36.94,42936302,Jaden McDaniels,6500,31.26,42936254,Jayson Tatum,9500,51.24,42936390,Mitchell Robinson,3800,16.88,42936392,Mike Conley,3800,15.68,42936283,Julius Randle,7800,42.89,42936326,Onyeka Okongwu,5900,30.11,254.46,50000,22.8,2.2829e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936339,Kelly Oubre Jr.,5200,21.80,42936357,Mikal Bridges,4600,18.93,42936283,Julius Randle,7800,42.89,42936326,Onyeka Okongwu,5900,30.11,42936294,Ayo Dosunmu,6600,36.94,42936350,Cameron Johnson,4800,22.34,42936275,Joel Embiid,8600,49.92,255.61,49900,23.9,2.3899e+1
42936328,Derrick White,5700,27.39,42936339,Kelly Oubre Jr.,5200,21.80,42936382,Sam Hauser,3900,14.92,42936254,Jayson Tatum,9500,51.24,42936348,Neemias Queta,4800,22.56,42936294,Ayo Dosunmu,6600,36.94,42936331,Naz Reid,5500,28.87,42936275,Joel Embiid,8600,49.92,253.64,49800,23.7,2.3739e+1
42936328,Derrick White,5700,27.39,42936298,Nickeil Alexander-Walker,6400,32.68,42936290,Paul George,6700,33.64,42936350,Cameron Johnson,4800,22.34,42936390,Mitchell Robinson,3800,16.88,42936318,VJ Edgecombe,6100,29.46,42936283,Julius Randle,7800,42.89,42936275,Joel Embiid,8600,49.92,255.20,49900,24.3,2.4295e+1
42936280,Jalen Brunson,8200,42.79,42936310,Josh Hart,6300,32.15,42936302,Jaden McDaniels,6500,31.26,42936305,OG Anunoby,6500,32.57,42936390,Mitchell Robinson,3800,16.88,42936360,Bones Hyland,4500,21.41,42936283,Julius Randle,7800,42.89,42936308,Rudy Gobert,6400,32.54,252.49,50000,23.8,2.3818e+1
42936280,Jalen Brunson,8200,42.79,42936354,Christian Braun,4700,22.10,42936344,Jonathan Kuminga,5100,23.02,42936331,Naz Reid,5500,28.87,42936390,Mitchell Robinson,3800,16.88,42936257,Jamal Murray,9000,46.96,42936283,Julius Randle,7800,42.89,42936326,Onyeka Okongwu,5900,30.11,253.62,50000,23.5,2.3504e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936286,CJ McCollum,6800,33.39,42936315,Dyson Daniels,6200,31.14,42936290,Paul George,6700,33.64,42936326,Onyeka Okongwu,5900,30.11,42936318,VJ Edgecombe,6100,29.46,42936331,Naz Reid,5500,28.87,42936308,Rudy Gobert,6400,32.54,251.83,50000,23.3,2.3323e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936310,Josh Hart,6300,32.15,42936315,Dyson Daniels,6200,31.14,42936305,OG Anunoby,6500,32.57,42936331,Naz Reid,5500,28.87,42936360,Bones Hyland,4500,21.41,42936272,Jalen Johnson,8600,45.41,42936350,Cameron Johnson,4800,22.34,246.57,48800,27.6,2.7554e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936386,Miles McBride,3900,15.75,42936315,Dyson Daniels,6200,31.14,42936272,Jalen Johnson,8600,45.41,42936390,Mitchell Robinson,3800,16.88,42936280,Jalen Brunson,8200,42.79,42936305,OG Anunoby,6500,32.57,42936308,Rudy Gobert,6400,32.54,249.76,50000,20.3,2.0303e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936386,Miles McBride,3900,15.75,42936315,Dyson Daniels,6200,31.14,42936254,Jayson Tatum,9500,51.24,42936326,Onyeka Okongwu,5900,30.11,42936280,Jalen Brunson,8200,42.79,42936331,Naz Reid,5500,28.87,42936364,Nikola Vucevic,4400,18.59,251.17,50000,21.3,2.1300e+1
42936280,Jalen Brunson,8200,42.79,42936386,Miles McBride,3900,15.75,42936302,Jaden McDaniels,6500,31.26,42936254,Jayson Tatum,9500,51.24,42936326,Onyeka Okongwu,5900,30.11,42936328,Derrick White,5700,27.39,42936331,Naz Reid,5500,28.87,42936348,Neemias Queta,4800,22.56,249.97,50000,21.1,2.1108e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936318,VJ Edgecombe,6100,29.46,42936357,Mikal Bridges,4600,18.93,42936305,OG Anunoby,6500,32.57,42936326,Onyeka Okongwu,5900,30.11,42936328,Derrick White,5700,27.39,42936272,Jalen Johnson,8600,45.41,42936315,Dyson Daniels,6200,31.14,247.69,50000,20.2,2.0210e+1
42936328,Derrick White,5700,27.39,42936286,CJ McCollum,6800,33.39,42936315,Dyson Daniels,6200,31.14,42936305,OG Anunoby,6500,32.57,42936326,Onyeka Okongwu,5900,30.11,42936257,Jamal Murray,9000,46.96,42936331,Naz Reid,5500,28.87,42936364,Nikola Vucevic,4400,18.59,249.02,50000,20.6,2.0598e+1
42936328,Derrick White,5700,27.39,42936318,VJ Edgecombe,6100,29.46,42936302,Jaden McDaniels,6500,31.26,42936350,Cameron Johnson,4800,22.34,42936326,Onyeka Okongwu,5900,30.11,42936257,Jamal Murray,9000,46.96,42936331,Naz Reid,5500,28.87,42936308,Rudy Gobert,6400,32.54,248.93,49900,21.3,2.1321e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936386,Miles McBride,3900,15.75,42936357,Mikal Bridges,4600,18.93,42936254,Jayson Tatum,9500,51.24,42936326,Onyeka Okongwu,5900,30.11,42936328,Derrick White,5700,27.39,42936331,Naz Reid,5500,28.87,42936277,Tyrese Maxey,8500,43.84,248.81,50000,20.6,2.0608e+1
42936286,CJ McCollum,6800,33.39,42936298,Nickeil Alexander-Walker,6400,32.68,42936315,Dyson Daniels,6200,31.14,42936305,OG Anunoby,6500,32.57,42936326,Onyeka Okongwu,5900,30.11,42936280,Jalen Brunson,8200,42.79,42936335,Aaron Gordon,5400,23.25,42936360,Bones Hyland,4500,21.41,247.34,49900,21.3,2.1320e+1
42936328,Derrick White,5700,27.39,42936298,Nickeil Alexander-Walker,6400,32.68,42936310,Josh Hart,6300,32.15,42936272,Jalen Johnson,8600,45.41,42936326,Onyeka Okongwu,5900,30.11,42936260,Jaylen Brown,8800,43.88,42936382,Sam Hauser,3900,14.92,42936364,Nikola Vucevic,4400,18.59,245.13,50000,18.2,1.8222e+1
42936286,CJ McCollum,6800,33.39,42936386,Miles McBride,3900,15.75,42936310,Josh Hart,6300,32.15,42936305,OG Anunoby,6500,32.57,42936390,Mitchell Robinson,3800,16.88,42936280,Jalen Brunson,8200,42.79,42936254,Jayson Tatum,9500,51.24,42936350,Cameron Johnson,4800,22.34,247.11,49800,21.2,2.1245e+1
42936318,VJ Edgecombe,6100,29.46,42936395,Bruce Brown,3600,15.71,42936344,Jonathan Kuminga,5100,23.02,42936290,Paul George,6700,33.64,42936252,Nikola Jokic,12700,67.32,42936354,Christian Braun,4700,22.10,42936310,Josh Hart,6300,32.15,42936350,Cameron Johnson,4800,22.34,245.74,50000,22.8,2.2831e+1
42936298,Nickeil Alexander-Walker,6400,32.68,42936354,Christian Braun,4700,22.10,42936310,Josh Hart,6300,32.15,42936272,Jalen Johnson,8600,45.41,42936326,Onyeka Okongwu,5900,30.11,42936395,Bruce Brown,3600,15.71,42936331,Naz Reid,5500,28.87,42936257,Jamal Murray,9000,46.96,253.99,50000,25.8,2.5841e+1
42936395,Bruce Brown,3600,15.71,42936310,Josh Hart,6300,32.15,42936315,Dyson Daniels,6200,31.14,42936305,OG Anunoby,6500,32.57,42936348,Neemias Queta,4800,22.56,42936360,Bones Hyland,4500,21.41,42936272,Jalen Johnson,8600,45.41,42936254,Jayson Tatum,9500,51.24,252.19,50000,26.2,2.6249e+1
42936280,Jalen Brunson,8200,42.79,42936360,Bones Hyland,4500,21.41,42936315,Dyson Daniels,6200,31.14,42936272,Jalen Johnson,8600,45.41,42936308,Rudy Gobert,6400,32.54,42936328,Derrick White,5700,27.39,42936331,Naz Reid,5500,28.87,42936350,Cameron Johnson,4800,22.34,251.89,49900,25.3,2.5287e+1
