F_ID,F_Name,F_Salary,F_Proj,F_ID,F_Name,F_Salary,F_Proj,F_ID,F_Name,F_Salary,F_Proj,F_ID,F_Name,F_Salary,F_Proj,F_ID,F_Name,F_Salary,F_Proj,F_ID,F_Name,F_Salary,F_Proj,Total_Projection,Total_Salary,Avg_Ownership,Ownership_Product
42728124,Francis Marshall,9400,89.10,42704866,Rodolfo Vieira,9100,87.70,42704870,Jackson McVey,8700,76.46,42704858,Youssef Zalal,8400,83.47,42728127,Max Griffin,7600,48.53,42728123,Cody Durden,6700,26.07,411.33,49900,24.7,2.4707e+1
42704868,Michelle Montague,9300,92.94,42704866,Rodolfo Vieira,9100,87.70,42704858,Youssef Zalal,8400,83.47,42704857,Davey Grant,8000,67.34,42704873,Rafa Garcia,7700,56.77,42704861,Joselyne Edwards,7400,46.21,434.43,49900,28.3,2.8285e+1
42704868,Michelle Montague,9300,92.94,42704866,Rodolfo Vieira,9100,87.70,42704858,Youssef Zalal,8400,83.47,42704875,Marcus Buchecha,8300,67.03,42704873,Rafa Garcia,7700,56.77,42704865,Talita Alencar,7200,46.29,434.20,50000,28.3,2.8325e+1
42704866,Rodolfo Vieira,9100,87.70,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704858,Youssef Zalal,8400,83.47,42704857,Davey Grant,8000,67.34,42704865,Talita Alencar,7200,46.29,433.95,50000,29.3,2.9263e+1
42704868,Michelle Montague,9300,92.94,42704870,Jackson McVey,8700,76.46,42704858,Youssef Zalal,8400,83.47,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704865,Talita Alencar,7200,46.29,433.53,49900,30.6,3.0598e+1
42704868,Michelle Montague,9300,92.94,42704862,Montel Jackson,8600,72.69,42704858,Youssef Zalal,8400,83.47,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704861,Joselyne Edwards,7400,46.21,429.68,50000,30.0,3.0020e+1
42704868,Michelle Montague,9300,92.94,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704858,Youssef Zalal,8400,83.47,42704873,Rafa Garcia,7700,56.77,42704865,Talita Alencar,7200,46.29,428.62,49900,29.1,2.9128e+1
42704866,Rodolfo Vieira,9100,87.70,42704870,Jackson McVey,8700,76.46,42704858,Youssef Zalal,8400,83.47,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704861,Joselyne Edwards,7400,46.21,428.21,49900,30.0,3.0043e+1
42704866,Rodolfo Vieira,9100,87.70,42704862,Montel Jackson,8600,72.69,42704858,Youssef Zalal,8400,83.47,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42728127,Max Griffin,7600,48.53,426.76,50000,29.6,2.9633e+1
42728124,Francis Marshall,9400,89.10,42704862,Montel Jackson,8600,72.69,42704858,Youssef Zalal,8400,83.47,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704865,Talita Alencar,7200,46.29,425.92,49900,28.8,2.8798e+1
42704868,Michelle Montague,9300,92.94,42704864,Julia Polastri,9000,76.53,42704858,Youssef Zalal,8400,83.47,42704857,Davey Grant,8000,67.34,42704873,Rafa Garcia,7700,56.77,42728127,Max Griffin,7600,48.53,425.58,50000,28.2,2.8202e+1
42704868,Michelle Montague,9300,92.94,42704870,Jackson McVey,8700,76.46,42704858,Youssef Zalal,8400,83.47,42704875,Marcus Buchecha,8300,67.03,42704873,Rafa Garcia,7700,56.77,42728127,Max Griffin,7600,48.53,425.20,50000,30.3,3.0277e+1
42728124,Francis Marshall,9400,89.10,42704864,Julia Polastri,9000,76.53,42704860,Norma Dumont,8800,71.70,42704858,Youssef Zalal,8400,83.47,42704863,Raoni Barcelos,7600,46.39,42728123,Cody Durden,6700,26.07,393.26,49900,21.8,2.1845e+1
42728124,Francis Marshall,9400,89.10,42704860,Norma Dumont,8800,71.70,42704872,Alexander Hernandez,8500,62.95,42704858,Youssef Zalal,8400,83.47,42704856,Adrian Luna Martinetti,8200,54.49,42728123,Cody Durden,6700,26.07,387.78,50000,21.9,2.1882e+1
42728124,Francis Marshall,9400,89.10,42704868,Michelle Montague,9300,92.94,42704864,Julia Polastri,9000,76.53,42704874,Ryan Spann,7900,42.80,42704873,Rafa Garcia,7700,56.77,42728123,Cody Durden,6700,26.07,384.21,50000,22.1,2.2057e+1
42728124,Francis Marshall,9400,89.10,42704868,Michelle Montague,9300,92.94,42704858,Youssef Zalal,8400,83.47,42704857,Davey Grant,8000,67.34,42704873,Rafa Garcia,7700,56.77,42704865,Talita Alencar,7200,46.29,435.91,50000,27.8,2.7818e+1
42704868,Michelle Montague,9300,92.94,42704862,Montel Jackson,8600,72.69,42704872,Alexander Hernandez,8500,62.95,42704858,Youssef Zalal,8400,83.47,42704857,Davey Grant,8000,67.34,42704865,Talita Alencar,7200,46.29,425.68,50000,27.9,2.7897e+1
42728124,Francis Marshall,9400,89.10,42704868,Michelle Montague,9300,92.94,42704858,Youssef Zalal,8400,83.47,42704875,Marcus Buchecha,8300,67.03,42704861,Joselyne Edwards,7400,46.21,42704865,Talita Alencar,7200,46.29,425.04,50000,27.2,2.7193e+1
42704864,Julia Polastri,9000,76.53,42704862,Montel Jackson,8600,72.69,42704858,Youssef Zalal,8400,83.47,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704873,Rafa Garcia,7700,56.77,423.83,50000,29.7,2.9678e+1
42728124,Francis Marshall,9400,89.10,42704868,Michelle Montague,9300,92.94,42704870,Jackson McVey,8700,76.46,42704857,Davey Grant,8000,67.34,42704861,Joselyne Edwards,7400,46.21,42704865,Talita Alencar,7200,46.29,418.34,50000,26.5,2.6467e+1
42704868,Michelle Montague,9300,92.94,42704864,Julia Polastri,9000,76.53,42704862,Montel Jackson,8600,72.69,42704857,Davey Grant,8000,67.34,42704873,Rafa Garcia,7700,56.77,42704861,Joselyne Edwards,7400,46.21,412.48,50000,26.6,2.6568e+1
42704868,Michelle Montague,9300,92.94,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704875,Marcus Buchecha,8300,67.03,42704873,Rafa Garcia,7700,56.77,42704861,Joselyne Edwards,7400,46.21,412.10,50000,28.6,2.8643e+1
42728124,Francis Marshall,9400,89.10,42704868,Michelle Montague,9300,92.94,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42728127,Max Griffin,7600,48.53,42704865,Talita Alencar,7200,46.29,411.23,49800,26.6,2.6637e+1
42704868,Michelle Montague,9300,92.94,42704860,Norma Dumont,8800,71.70,42704870,Jackson McVey,8700,76.46,42704875,Marcus Buchecha,8300,67.03,42704873,Rafa Garcia,7700,56.77,42704865,Talita Alencar,7200,46.29,411.19,50000,27.3,2.7310e+1
42728124,Francis Marshall,9400,89.10,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704857,Davey Grant,8000,67.34,42704873,Rafa Garcia,7700,56.77,42728127,Max Griffin,7600,48.53,410.89,50000,27.8,2.7750e+1
42728124,Francis Marshall,9400,89.10,42704868,Michelle Montague,9300,92.94,42704862,Montel Jackson,8600,72.69,42704857,Davey Grant,8000,67.34,42704871,Sedriques Dumas,7500,40.83,42704865,Talita Alencar,7200,46.29,409.19,50000,25.9,2.5890e+1
42728124,Francis Marshall,9400,89.10,42704868,Michelle Montague,9300,92.94,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704863,Raoni Barcelos,7600,46.39,42704861,Joselyne Edwards,7400,46.21,409.01,50000,26.3,2.6338e+1
42704868,Michelle Montague,9300,92.94,42704864,Julia Polastri,9000,76.53,42704870,Jackson McVey,8700,76.46,42704857,Davey Grant,8000,67.34,42728127,Max Griffin,7600,48.53,42704865,Talita Alencar,7200,46.29,408.09,49800,26.7,2.6650e+1
42728124,Francis Marshall,9400,89.10,42704868,Michelle Montague,9300,92.94,42704870,Jackson McVey,8700,76.46,42704873,Rafa Garcia,7700,56.77,42704863,Raoni Barcelos,7600,46.39,42704865,Talita Alencar,7200,46.29,407.95,49900,25.4,2.5447e+1
42704868,Michelle Montague,9300,92.94,42704864,Julia Polastri,9000,76.53,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704873,Rafa Garcia,7700,56.77,42704863,Raoni Barcelos,7600,46.39,407.00,49900,27.0,2.7018e+1
42704868,Michelle Montague,9300,92.94,42704862,Montel Jackson,8600,72.69,42728126,Victor Valenzuela,8600,60.39,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704865,Talita Alencar,7200,46.29,406.68,50000,27.4,2.7383e+1
42704864,Julia Polastri,9000,76.53,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704861,Joselyne Edwards,7400,46.21,406.26,50000,28.3,2.8327e+1
42704868,Michelle Montague,9300,92.94,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704867,Eric McConico,7100,29.68,406.14,50000,27.7,2.7732e+1
42704868,Michelle Montague,9300,92.94,42704864,Julia Polastri,9000,76.53,42704870,Jackson McVey,8700,76.46,42704857,Davey Grant,8000,67.34,42704863,Raoni Barcelos,7600,46.39,42704861,Joselyne Edwards,7400,46.21,405.87,50000,26.4,2.6352e+1
42728124,Francis Marshall,9400,89.10,42704864,Julia Polastri,9000,76.53,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704873,Rafa Garcia,7700,56.77,42728127,Max Griffin,7600,48.53,405.30,50000,26.5,2.6495e+1
42728124,Francis Marshall,9400,89.10,42704860,Norma Dumont,8800,71.70,42704862,Montel Jackson,8600,72.69,42704875,Marcus Buchecha,8300,67.03,42704873,Rafa Garcia,7700,56.77,42704865,Talita Alencar,7200,46.29,403.58,50000,25.5,2.5510e+1
42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704872,Alexander Hernandez,8500,62.95,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704873,Rafa Garcia,7700,56.77,403.24,49800,28.9,2.8905e+1
42728124,Francis Marshall,9400,89.10,42704870,Jackson McVey,8700,76.46,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704873,Rafa Garcia,7700,56.77,42704863,Raoni Barcelos,7600,46.39,403.09,49700,27.8,2.7832e+1
42728124,Francis Marshall,9400,89.10,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704869,Mayra Bueno Silva,6900,30.35,402.97,49900,26.9,2.6858e+1
42728124,Francis Marshall,9400,89.10,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704875,Marcus Buchecha,8300,67.03,42728127,Max Griffin,7600,48.53,42704865,Talita Alencar,7200,46.29,400.10,49800,26.9,2.6925e+1
42728124,Francis Marshall,9400,89.10,42704860,Norma Dumont,8800,71.70,42704862,Montel Jackson,8600,72.69,42704857,Davey Grant,8000,67.34,42704873,Rafa Garcia,7700,56.77,42704871,Sedriques Dumas,7500,40.83,398.43,50000,25.7,2.5672e+1
42704864,Julia Polastri,9000,76.53,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704875,Marcus Buchecha,8300,67.03,42704873,Rafa Garcia,7700,56.77,42728127,Max Griffin,7600,48.53,398.01,49900,27.8,2.7805e+1
42728124,Francis Marshall,9400,89.10,42704860,Norma Dumont,8800,71.70,42704870,Jackson McVey,8700,76.46,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42728123,Cody Durden,6700,26.07,397.70,49900,24.9,2.4880e+1
42704860,Norma Dumont,8800,71.70,42704862,Montel Jackson,8600,72.69,42728126,Victor Valenzuela,8600,60.39,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704873,Rafa Garcia,7700,56.77,395.92,50000,27.2,2.7165e+1
42704864,Julia Polastri,9000,76.53,42704860,Norma Dumont,8800,71.70,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704857,Davey Grant,8000,67.34,42704869,Mayra Bueno Silva,6900,30.35,395.07,50000,25.0,2.4960e+1
42704860,Norma Dumont,8800,71.70,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42728126,Victor Valenzuela,8600,60.39,42704857,Davey Grant,8000,67.34,42704865,Talita Alencar,7200,46.29,394.87,49900,26.3,2.6298e+1
42728124,Francis Marshall,9400,89.10,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704857,Davey Grant,8000,67.34,42704874,Ryan Spann,7900,42.80,42704865,Talita Alencar,7200,46.29,394.68,49800,26.9,2.6930e+1
42728124,Francis Marshall,9400,89.10,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704872,Alexander Hernandez,8500,62.95,42704857,Davey Grant,8000,67.34,42728123,Cody Durden,6700,26.07,394.61,49900,24.1,2.4090e+1
42704860,Norma Dumont,8800,71.70,42704870,Jackson McVey,8700,76.46,42704872,Alexander Hernandez,8500,62.95,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42728127,Max Griffin,7600,48.53,394.01,49900,27.3,2.7275e+1
42728124,Francis Marshall,9400,89.10,42728126,Victor Valenzuela,8600,60.39,42704872,Alexander Hernandez,8500,62.95,42704875,Marcus Buchecha,8300,67.03,42704857,Davey Grant,8000,67.34,42704865,Talita Alencar,7200,46.29,393.10,50000,25.0,2.5018e+1
42704864,Julia Polastri,9000,76.53,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704857,Davey Grant,8000,67.34,42704874,Ryan Spann,7900,42.80,42704873,Rafa Garcia,7700,56.77,392.59,49900,27.8,2.7810e+1
42728124,Francis Marshall,9400,89.10,42704862,Montel Jackson,8600,72.69,42704872,Alexander Hernandez,8500,62.95,42704875,Marcus Buchecha,8300,67.03,42728127,Max Griffin,7600,48.53,42704861,Joselyne Edwards,7400,46.21,386.51,49800,25.0,2.5003e+1
42728124,Francis Marshall,9400,89.10,42704864,Julia Polastri,9000,76.53,42704862,Montel Jackson,8600,72.69,42704873,Rafa Garcia,7700,56.77,42728127,Max Griffin,7600,48.53,42704871,Sedriques Dumas,7500,40.83,384.45,49800,24.4,2.4362e+1
42704864,Julia Polastri,9000,76.53,42704860,Norma Dumont,8800,71.70,42704870,Jackson McVey,8700,76.46,42704862,Montel Jackson,8600,72.69,42704873,Rafa Garcia,7700,56.77,42704867,Eric McConico,7100,29.68,383.83,49900,23.9,2.3922e+1
