P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42967316,42967319,42967433,42967478,42967489,42967384,42967340,42967368,42967542,42967461,,104.43,86.12500191,104.6000023,125.6999969,137.2149979,158.927494,190.703997,130.83,49600,1,91.45,90.38645728,88.17015208,89.59095158,87.37464637,171.012715,86.91956449,84.70325929,86.12405879,83.90775358,10.53733398,20.7275331
42967316,42967317,42967497,42967478,42967464,42967343,42967339,42967542,42967461,42967528,,104.97,84.36250114,104.5249977,125.3125019,136.0800026,156.8250031,190.2094969,136.7,49500,1,77.15,90.19687342,87.79368486,89.27127775,86.86808919,171.2810236,86.68969042,84.28650185,85.76409475,83.36090618,10.43971266,42.25514233
42967318,42967317,42967536,42967461,42967395,42967571,42967339,42967335,42967437,42967542,,103.1,83.03750229,102.2250023,122.8125,132.8875061,153.7574997,189.303503,139.72,49900,1,124.3,88.96153778,86.53027272,88.081145,85.64987993,169.8119754,85.18931372,82.75804865,84.30892093,81.87765586,10.85593045,47.02703357
42967317,42967319,42967466,42967345,42967395,42967571,42967339,42967423,42967542,42967437,,103.7,83.55000305,102,122.8499985,134.2449974,153.7524971,189.059503,142.38,49900,1,97.1,88.88486224,86.28136002,87.88552445,85.28202223,170.1297192,85.07170673,82.46820451,84.07236894,81.46886672,11.122682,34.67764258
42967316,42967318,42967545,42967449,42967464,42967343,42967424,42967368,42967447,42967420,,107.49,87.58749962,105.4000015,128.1000061,141.0650017,158.6050056,191.401494,167.17,49900,1,60.65,89.69708851,86.25246709,88.17019617,84.72557474,172.1829294,85.47079363,82.0261722,83.94390128,80.49927985,14.42864466,31.79472685
42967316,42967317,42967497,42967345,42967395,42967390,42967424,42967432,42967542,42967461,,105.32,85.71249962,105.6250038,125,136.7575005,158.4549973,187.2004939,142.05,49700,1,73.15,89.0164228,86.24124504,87.81159776,85.03642,171.3430287,85.51018969,82.73501193,84.30536465,81.53018689,10.23911381,48.52018058
42967316,42967319,42967497,42967478,42967489,42967343,42967340,42967542,42967432,42967461,,103.96,85.43749809,103.3499985,124.6500015,136.2724991,157.4749969,184.171994,124.6,49400,1,94.45,88.51641338,86.16498324,87.50530695,85.15387681,170.8412762,85.50654867,83.15511853,84.49544224,82.14401211,9.637146321,15.53823054
42967316,42967320,42967433,42967379,42967489,42967530,42967340,42967543,42967425,42967600,,97.82,80.67499924,96.72499847,117.7874985,128.6499939,151.6699944,183.846003,99.41,49500,1,92.4,87.37858103,86.12029355,87.17701425,85.91872677,167.0661908,84.40998571,83.15169823,84.20841893,82.95013145,7.466285872,-1.768228598
42967316,42967318,42967497,42967478,42967346,42967571,42967340,42967368,42967461,42967542,,104.27,85.95000076,104.9499969,124.4125004,136.0150009,156.5050003,185.153994,132.31,49700,1,131.65,88.54615308,86.02586425,87.46229379,84.94200496,170.8683008,85.32072377,82.80043494,84.23686448,81.71657564,9.951526404,19.91428882
42967318,42967320,42967433,42967397,42967489,42967384,42967340,42967461,42967542,42967600,,96.73,78.18749809,97.22499847,116.6625004,130.1724953,150.3550026,184.0314999,97.35,49800,1,113.55,87.10537049,85.98037541,87.02342281,85.89842772,166.3226746,84.05817598,82.9331809,83.9762283,82.85123321,7.992581694,-7.207138091
42967316,42967324,42967497,42967345,42967359,42967474,42967409,42967542,42967398,42967370,,99.08,80.42499733,98.35000229,119.8125019,130.0800026,154.9774971,183.551503,106.69,49700,1,97.5,87.44631636,85.91818228,87.04652218,85.5183881,167.8140416,84.46109087,82.93295679,84.06129668,82.53316261,7.837563961,22.09153473
42967316,42967319,42967376,42967630,42967346,42967530,42967409,42967425,42967474,42967398,,102.08,82.62500191,100.9499969,120.8499985,130.25,151.2875,184.1549939,121.69,49700,1,75.45,88.01365614,85.91119036,87.20969014,85.10722436,169.5953625,84.92212282,82.81965704,84.11815681,82.01569103,9.199067662,-8.631366491
42967318,42967992,42967376,42967379,42967346,42967384,42967340,42967489,42967425,42967600,,97.52,77.48750305,97.375,116.1124992,127.9574974,151.0625031,185.51,110.27,50000,1,137.85,87.253797,85.84066212,87.031071,85.61793612,166.5866504,83.90529634,82.49216145,83.68257034,82.26943545,9.451281385,-0.30954273
42967317,42967319,42967415,42967503,42967464,42967343,42967510,42967447,42967528,42967336,,104.73,83.03749847,103.2249985,123.6750011,136.6574944,162.1200058,190.2144969,156.89,49800,1,74.1,88.85189199,85.83934505,87.63235456,84.61980762,170.4804591,84.69240092,81.67985398,83.47286348,80.46031655,13.83319786,54.55718637
42967316,42967992,42967433,42967397,42967346,42967384,42967340,42967361,42967574,42967600,,102.59,82.60000038,102.625,124.1124992,136.5075005,153.3475029,187.6554939,137.63,49900,1,160.7,88.25603629,85.77763922,87.3320289,84.85363183,169.4442617,84.51687464,82.03847757,83.59286725,81.11447018,11.72730349,-2.009149082
42967316,42967318,42967415,42967478,42967535,42967378,42967532,42967349,42967336,42967566,,102.6,83.55000305,103,124.6625004,134.5500031,154.2949997,185.608006,130.59,49900,1,127.65,88.07546299,85.7157878,87.15745939,84.79778419,169.67677,84.66845182,82.30877662,83.75044822,81.39077302,7.461193366,42.98658371
42967316,42967317,42967433,42967379,42967489,42967471,42967340,42967455,42967543,42967425,,102.67,82.17499733,102.4500008,122.0750027,132.7299965,153.1125061,183.855506,126.51,49400,1,83.15,87.88854847,85.59801764,86.9567315,84.66620066,169.8921904,84.74422388,82.45369304,83.8124069,81.52187606,8.57733843,15.28862715
42967317,42967319,42967497,42967345,42967359,42967390,42967409,42967437,42967432,42967542,,101.7,81.98749924,100.5500031,120.4125004,130.6499939,151.6724945,185.1554939,127.57,49900,1,42.1,87.80390759,85.59391804,86.98883288,84.77884333,169.1337913,84.43423778,82.22424823,83.61916307,81.40917352,9.692526254,22.55628705
42967316,42967319,42967515,42967503,42967464,42967343,42967510,42967385,42967528,42967336,,104.02,85.01250267,101.7750015,124.2625008,135.9449944,157.1974945,184.4004939,131.89,50000,1,82.45,88.15108194,85.57745243,87.03212911,84.4584996,170.6550031,84.90600472,82.33237521,83.7870519,81.21342239,8.98292339,39.85406458
42967318,42967324,42967408,42967345,42967489,42967384,42967339,42967437,42967432,42967542,,98.88,78.15000153,97,119.0500031,131.4574974,149.360006,183.4204939,109.01,49900,1,107.65,87.15049785,85.5410387,86.71549551,85.10603635,167.580365,84.06212976,82.45267061,83.62712742,82.01766826,8.857021212,0.094979425
42967316,42967319,42967497,42967478,42967362,42967410,42967424,42967335,42967542,42967461,,108.71,90.09999847,109.3500023,127.6625004,140.2074974,159.7024971,188.0064999,163.25,49700,1,90.45,89.15988167,85.47406661,87.37072747,83.68491242,173.0878664,85.2590533,81.57323825,83.4698991,79.78408405,12.70531475,35.34466028
42967316,42967319,42967497,42967503,42967464,42967343,42967339,42967461,42967420,42967528,,104.43,83.88750076,102.8000031,124.9625015,137.8999939,158.1599945,185.156494,139.56,49900,1,78.45,88.2047204,85.47102397,87.00714978,84.27345335,170.7820624,84.7939136,82.06021717,83.59634298,80.86264655,11.56901428,60.3790462
42967317,42967319,42967497,42967345,42967489,42967384,42967340,42967542,42967461,42967432,,101.61,82.11250114,99.17499924,122.3874989,134.3575043,156.2574997,182.655994,118.24,50000,1,78.1,87.47947272,85.38952185,86.66379852,84.57384764,169.3114184,84.47231693,82.38236606,83.65664272,81.56669185,8.692317821,10.542503
42967316,42967319,42967497,42967345,42967395,42967561,42967339,42967454,42967542,42967437,,103.2,84.11250114,101.375,123.5249996,137.1999969,161.3050026,184.126506,130.52,49600,1,86.45,87.85594704,85.38054195,86.81527019,84.33986511,170.1149848,84.59243916,82.11703408,83.55176232,81.07635724,9.487522835,32.14322031
42967316,42967318,42967408,42967345,42967489,42967571,42967340,42967437,42967432,42967542,,103.35,83.72500038,101.75,123.4624977,133.7650009,153.8025032,182.615506,126.26,49900,1,115.65,87.72787624,85.30485574,86.66771138,84.24469088,170.3648121,84.69947421,82.2764537,83.63930934,81.21628884,9.019862566,19.5313409
42967316,42967317,42967536,42967503,42967464,42967343,42967498,42967454,42967335,42967528,,105.44,83.01250267,103.4499969,125.9749985,138.3300026,158.6999969,183.923494,140.94,49700,1,90.15,88.1874284,85.30469112,86.83882892,83.95609164,171.5003241,84.93361445,82.05087717,83.58501498,80.70227769,11.02325931,47.43155837
42967316,42967319,42967545,42967503,42967434,42967343,42967339,42967420,42967528,42967496,,102.11,82.12500191,99.97499847,121.8000031,131.8725052,153.9749969,183.4649969,124.59,49500,1,79.45,87.54990422,85.27893527,86.64252837,84.37155942,169.4863923,84.36650077,82.09553182,83.45912492,81.18815597,7.701330352,37.37986982
42967316,42967992,42967497,42967345,42967357,42967343,42967339,42967461,42967437,42967447,,99.72,81.02500153,99.34999847,121.6250038,133.8999939,154.1200058,183.5075,116.11,49900,1,90.7,87.12778987,85.27521013,86.5363471,84.68376736,168.0010641,83.93582173,82.08324199,83.34437896,81.49179922,9.085728346,8.868668973
42967316,42967317,42967545,42967503,42967464,42967343,42967347,42967358,42967528,42967543,,103.59,81.77500153,102.8250008,123.6999969,134.9100052,156.0650032,183.5625031,133.52,49800,1,66.15,87.80020573,85.25180423,86.69121629,84.1428148,170.3814305,84.59095899,82.04255749,83.48196955,80.93356806,9.923863104,45.24562657
42967324,42967319,42967497,42967461,42967464,42967343,42967369,42967335,42967432,42967528,,97.67,78.08749962,96.42499924,117.1624947,128.1325035,146.8525055,181.7685001,100.42,49600,1,133.45,86.62387061,85.24277207,86.31383758,84.93273904,166.9314192,83.72070711,82.33960858,83.41067409,82.02957555,7.518807882,5.607004091
42967316,42967319,42967415,42967655,42967535,42967378,42967510,42967425,42967336,42967371,,104,85.05000305,103.9000015,124.1999969,135.4674957,157.3350029,184.728497,137.78,49600,1,96.45,87.94424368,85.23859158,86.76864046,84.06298836,170.4901144,84.52970024,81.82404814,83.35409703,80.64844493,10.10507439,19.69914585
