P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Saber Score
42756140,42755641,42755714,42755855,42755673,42755650,42755789,42755878,42755741,42755665,,94.63,74.89190483,93.39190292,112.3293991,123.7218964,143.711895,167.5514008,77.57,49800,1,58.05,-12.86119372
42756140,42755641,42755714,42755855,42755673,42755650,42755862,42755878,42755741,42755665,,94.57,74.60440445,93.86690521,115.0544014,125.4793957,144.1019035,166.2048947,80.73,49200,1,63.05,-22.78373539
42756140,42755641,42755714,42755666,42755673,42755753,42755789,42755878,42755741,42755665,,93.79,74.82940292,92.31690216,110.6669064,119.5919037,135.9418945,156.1189037,69.1,49600,1,60.05,-36.35089397
42755628,42756140,42755940,42755666,42755673,42755753,42755789,42755900,42755665,42755698,,99.04,80.79820251,98.69819641,117.398201,127.2057034,143.7556992,161.9046935,95.1,49900,1,70.5,-22.52124399
42755628,42756140,42755714,42755666,42755673,42755820,42755789,42755900,42755790,42755698,,100.72,81.09820366,99.57320023,119.9731979,130.6481934,146.0056992,163.4131934,94.92,49100,1,65.5,14.28600699
42755628,42755641,42755664,42755666,42755673,42755753,42755789,42755900,42755665,42755981,,90.15,71.46570015,88.31570053,107.4906998,118.3556992,139.1381981,160.0417104,59,50000,1,47.45,-35.80013812
42756140,42755645,42755664,42755666,42755673,42755753,42755789,42755900,42755665,42755790,,96.9,77.25124931,95.21374893,113.8262501,123.3362503,140.6287544,162.1752573,66.83,49200,1,81.75,-24.99543577
42756140,42755645,42755664,42755666,42755673,42755820,42755751,42755900,42755698,42755981,,97.42,77.95124626,95.93874741,116.3512497,127.0137482,144.883754,168.2177451,68.62,49400,1,86.75,12.67240196
42756140,42755641,42755664,42755666,42755673,42755820,42755789,42755900,42755665,42755790,,93.73,74.17640305,92.66390228,110.8638992,120.8538986,138.8964005,160.9739038,65.31,49500,1,56.05,-27.39651501
42756140,42755641,42755714,42755666,42755673,42755820,42755751,42755900,42755665,42755698,,93.56,75.08889771,92.21390152,111.6514015,122.3889008,139.6414009,167.9504037,64.68,49800,1,66.05,-20.8818689
42755626,42756140,42755672,42755735,42755744,42755743,42755842,42755788,42755831,42755712,,105.17,85.83869934,104.7761993,125.1511974,137.7736916,156.6037109,180.8032083,134.47,49100,1,95.15,36.11056209
42755626,42756140,42755672,42755670,42755903,42755743,42755842,42755788,42755831,42755712,,105.93,86.15119934,105.4262009,126.4137001,137.3662102,155.9537025,180.8042084,145.95,49000,1,95.15,42.25513637
42755628,42755641,42755672,42755687,42755912,42755732,42755690,42755956,42755657,42755654,,89.13,72.20319939,87.84070206,107.6907043,121.1482018,138.2406921,158.1592012,77.45,49400,1,50.45,1.867700182
42755628,42755639,42755672,42755687,42755912,42755732,42755690,42755956,42755657,42755654,,93.12,74.22994995,92.57995224,112.029953,122.8949512,147.3374557,163.146944,82.85,49600,1,55.1,17.1560362
42755626,42755628,42755714,42755675,42755884,42755676,42755936,42755822,42755713,42755665,,98.9,81.69300079,99.54299927,118.6179962,130.0180054,150.1229965,173.6244963,114.86,49300,1,97.55,-7.4954018
42755629,42756140,42755767,42755660,42755956,42755830,42755690,42755804,42755897,42755647,,101.99,84.94529915,102.3953018,120.3703003,131.7852951,151.7702942,181.0707973,98.13,49300,1,65.05,53.86440158
42755629,42756140,42755876,42755660,42755956,42755830,42755690,42755897,42755647,42755727,,104.09,84.72029877,102.1702995,123.1828022,133.8927994,154.452803,184.1263004,110.24,49200,1,69.05,49.32053983
42755630,42755629,42755876,42755660,42755715,42755830,42755690,42755897,42755647,42755727,,97.26,77.24925041,96.3117485,117.7992496,130.4367523,150.2442551,171.5512433,89.96,49500,1,65.5,11.46332249
42755630,42755628,42755702,42755806,42755722,42755682,42755901,42755667,42755838,42755648,,94.75,76.31465149,93.11464691,113.5021477,124.1796497,147.4271423,183.6816425,84.53,50000,1,83.95,-7.805235684
42755628,42756140,42755902,42755837,42755722,42755732,42755682,42755719,42755904,42755648,,104.19,84.21569633,102.0281982,122.3781948,133.458194,155.9407066,171.0481982,130.13,49300,1,120.5,30.74476421
42756140,42755637,42755935,42755837,42755722,42755682,42755653,42755933,42755719,42755648,,94.96,82.53479958,100.1597977,119.4222965,130.4497978,151.6572968,173.8987961,102.08,49900,1,159.8,4.45815213
42755628,42756140,42755935,42755837,42755722,42755682,42755707,42755933,42755719,42755648,,97.55,83.9856987,104.5732002,122.5482025,136.0431999,154.8257027,177.4056934,128.01,49500,1,124.5,15.00036269
42755632,42755637,42755669,42755681,42755662,42755812,42755880,42755694,42755651,42755780,,98.88,80.93464661,99.88465118,118.39715,130.3421539,148.2421494,171.4456467,64.66,50000,1,119.05,17.66813248
42756281,42755637,42755669,42755681,42755703,42755812,42755880,42755661,42755694,42755651,,94.12,75.07410049,95.43659973,114.9240971,125.4090969,143.596608,170.7811028,57.39,49800,1,103.45,16.98823273
42755626,42756281,42755669,42755681,42755703,42755812,42755880,42755694,42755651,42755780,,97.45,79.42499733,99.55000305,118.4874973,129.8000031,148.1999939,166.7099969,73.92,50000,1,95.8,11.63112447
42756140,42755632,42755672,42755697,42755889,42755796,42755649,42755788,42755899,42755695,,104.66,87.32125092,107.0962524,125.9962502,135.1612541,151.5512489,174.1232524,131.28,49400,1,132.35,20.53395957
42756140,42755632,42755672,42755889,42755781,42755796,42755649,42755788,42755745,42755695,,106.69,89.28374863,106.9712486,125.9962463,136.4187416,154.4087555,173.7087585,135.89,49500,1,118.35,36.74311638
42755632,42755645,42755664,42755666,42755703,42755696,42755690,42755698,42755981,42755783,,100.38,80.4511013,98.43859863,116.7136002,128.021096,151.2660957,168.1716046,53.52,50000,1,117,41.15782678
42756140,42755632,42755664,42755666,42755807,42755696,42755690,42755956,42755783,42755790,,106.77,86.04624939,104.3962517,124.0587502,134.8187508,158.3562523,178.5057465,86.39,49300,1,103.35,42.36270785
42756140,42755645,42755664,42755666,42755807,42755696,42755690,42755956,42755698,42755981,,102.18,80.76374817,99.71375275,119.8012486,129.5462456,148.9687454,180.0207481,72.35,49700,1,79.75,23.90739918
42756140,42755645,42755664,42755666,42755807,42755765,42755690,42755793,42755698,42755981,,99.95,79.60125351,98.68874741,117.7762451,127.7962456,147.2712486,176.7312451,69.4,49700,1,86.75,16.37724936
42756140,42755645,42755664,42755666,42755807,42755696,42755765,42755793,42755698,42755981,,98.57,79.70124626,96.76374817,115.7512493,127.0212486,145.1787567,174.4187573,70.45,49500,1,85.75,-8.140842617
42755626,42756140,42755714,42755735,42755673,42755753,42755842,42755695,42755831,42755845,,103.82,86.62619781,104.6261978,123.5636997,134.4587029,151.4036995,183.2747054,110.61,49100,1,99.15,33.87728035
42755626,42756140,42755672,42755735,42755903,42755663,42755842,42755838,42755695,42755845,,107.1,89.17319679,106.6731987,126.4606972,137.7056969,157.6506935,183.0997055,148.15,49000,1,96.15,22.79300392
42755626,42756140,42755672,42755735,42755903,42755753,42755842,42755667,42755695,42755845,,106.6,88.82319832,106.523201,126.8481979,138.6706947,155.9632111,180.5011995,127.16,49600,1,97.15,44.40661371
42755628,42756140,42755672,42755735,42755903,42755663,42755960,42755667,42755838,42755695,,104.95,86.7356987,103.4731979,124.0106964,134.7756943,156.5532021,174.9461934,141.71,49700,1,55.5,11.00725532
42755626,42756140,42755672,42755735,42755903,42755960,42755842,42755667,42755838,42755651,,107.75,89.62320137,108.5482025,127.0607014,137.1481934,157.3057022,182.6122055,132.74,49900,1,89.15,38.78701031
42755628,42756140,42755672,42755735,42755711,42755960,42755842,42755667,42755838,42755695,,102.97,84.33569908,101.5982018,121.0607014,133.3357025,155.8107025,174.0311964,130.82,49100,1,50.5,3.356644884
42755626,42756140,42755672,42755806,42755711,42755960,42755842,42755667,42755838,42755695,,106.71,87.28570175,105.6231995,126.2982025,136.9481964,158.3032021,188.0236995,137.05,49300,1,80.15,25.58991611
42755628,42756140,42755672,42755806,42755711,42755663,42755901,42755667,42755838,42755822,,104.39,85.39820099,102.6232033,123.3232021,135.0081978,156.7206963,178.5602025,138.6,49600,1,65.5,30.63719273
42755633,42756140,42755714,42755837,42755722,42755753,42755682,42755706,42755847,42755665,,99.39,80.14820099,98.07319641,117.6981964,128.8482056,144.1506935,169.8137025,91.78,49600,1,110.6,-8.631366491
42755633,42756140,42755714,42755837,42755722,42755753,42755682,42755706,42755904,42755665,,99.58,80.57319832,98.79820251,118.4481964,128.5056999,146.1981964,165.9361934,90.74,49200,1,110.6,-3.179571405
42755626,42755639,42755664,42755837,42755722,42755663,42755649,42755706,42755909,42755904,,103.84,84.69244957,102.8049507,123.7924519,135.4374474,152.4224442,177.047453,108.03,49300,1,111.75,28.9031297
42755626,42755646,42755876,42755752,42755722,42755911,42755649,42755706,42755647,42755686,,98.95,80.60075378,99.37574768,117.8882465,129.2157455,148.7032448,170.5167477,109.5,49300,1,109.1,-0.597806228
42755628,42756140,42755940,42755855,42755915,42755707,42755668,42755741,42755721,42755648,,102.28,83.62320137,103.1732025,121.9606972,132.9706978,152.6207024,174.2561995,119.44,49500,1,70.5,8.102767169
42756140,42755632,42755672,42755855,42755915,42755707,42755862,42755741,42755721,42755648,,104.66,86.33375168,105.2712479,125.3087502,134.2962494,157.5687492,175.8012494,119.27,49200,1,118.35,31.41177893
42755629,42755644,42755767,42755670,42755775,42755898,42755758,42755647,42755684,42755652,,86.12,68.07209969,85.54710007,105.0221004,116.5546032,133.9945976,155.8985948,57.29,50000,1,68.5,-29.76313531
42755629,42755643,42755767,42755747,42755775,42755682,42755758,42755692,42755684,42755652,,81.22,64.42455101,81.33705139,100.6995506,112.8945538,129.0920509,143.8850514,41.15,49100,1,58.5,-33.30017328
42755629,42755643,42755767,42755670,42755775,42755682,42755758,42755803,42755684,42755652,,85.87,67.73704529,84.91204834,104.1745529,116.2370464,132.0995514,155.9940604,50.38,49200,1,52.5,-20.97655684
42755629,42755639,42756017,42755670,42755775,42755682,42755758,42755803,42755684,42755652,,88.61,71.88955307,87.62705231,106.3895493,116.7245495,137.1645538,161.6205508,55.3,49100,1,43.65,-21.52731121
42756140,42755639,42755805,42755656,42755715,42755911,42755799,42755700,42755863,42755647,,99.4,81.62814713,98.75315094,117.7906513,126.0731518,147.5881554,165.0341524,110.66,49000,1,79.7,-17.68043339
42756140,42755637,42755876,42755752,42755715,42755911,42755653,42755700,42755863,42755647,,98.96,79.07229996,99.70980072,119.4222965,130.6148056,146.4047958,164.3703082,109.76,49400,1,123.8,-20.80006748
42756140,42755637,42755805,42755660,42755715,42755911,42755799,42755700,42755863,42755647,,100.48,80.39730072,101.1847992,121.247303,133.1922997,151.6397964,173.4492992,123.37,49100,1,90.8,-17.09522158
42756140,42755637,42755805,42755666,42755715,42755911,42755799,42755647,42755727,42755790,,104.82,84.57229614,103.4347992,126.3348007,135.7348022,153.9397995,181.7413022,132.61,49100,1,94.8,15.645805
42756140,42755644,42755940,42755658,42755757,42755650,42755862,42755878,42755721,42755648,,93.86,74.60120201,94.25120163,113.6637001,125.6887005,147.4262001,175.3616963,86.94,49400,1,78.55,-11.90591753
42755640,42756140,42755940,42755670,42755796,42755650,42755862,42755878,42755721,42755648,,97.04,78.9878521,97.45035172,116.9253464,127.2278557,146.8728424,183.15686,100.58,49300,1,62.05,2.47448422
42756140,42755638,42755940,42755670,42755796,42755650,42755862,42755878,42755721,42755648,,97.78,79.13745117,98.49995422,118.5374546,130.0824516,148.797448,176.5574481,99.76,49600,1,72.75,4.841103405
42755628,42756140,42755672,42755735,42755715,42755960,42755842,42755762,42755686,42755695,,102.98,85.65420341,104.0792007,124.9041977,136.8116997,154.9142052,174.5081961,152.55,49100,1,58.5,-3.493607044
42755628,42756140,42755672,42755735,42755829,42755960,42755842,42755762,42755652,42755695,,99.76,81.66670036,100.1791992,120.4041977,131.3917023,152.3341988,176.0711992,131.08,49200,1,45.5,1.433205698
42755626,42755639,42755702,42755806,42755715,42755725,42755707,42755667,42755955,42755648,,100.94,83.029953,101.72995,123.1424484,134.5874542,153.6349442,180.841956,89.21,50000,1,101.75,21.15782946
42755629,42755636,42755702,42755806,42755715,42755725,42755707,42755667,42755648,42755910,,90.98,70.85814857,88.9831543,111.5831451,121.9406517,143.0481422,163.4841544,61.79,49500,1,101.05,-38.16675842
42755629,42755639,42755702,42755806,42755715,42755725,42755707,42755667,42755838,42755648,,95.53,75.40205383,92.77705002,114.9145527,126.4970497,148.2345566,171.4165538,66.76,49600,1,90.65,-9.358610213
42755629,42755636,42755702,42755806,42755715,42755725,42755707,42755667,42755838,42755648,,91.48,70.82064819,88.80815125,110.6581497,121.8906487,144.9431511,163.7341542,62.7,50000,1,103.05,-26.58326924
42755632,42755627,42755664,42755687,42755715,42755830,42755690,42755804,42755661,42755956,,96.52,76.23554802,94.87305069,112.2480469,122.1205521,142.3980415,161.7125589,60.07,49100,1,94.8,25.17670989
42755632,42755627,42755664,42755687,42755715,42755912,42755690,42755897,42755804,42755647,,97.27,78.39805031,95.94805145,116.0105476,126.2630478,146.2980499,166.100553,76.11,50000,1,89.8,56.53216839
42755632,42755627,42755664,42755687,42755956,42755912,42755655,42755897,42755804,42755647,,94.24,74.73554802,92.92304611,111.7105503,124.1130527,142.098053,167.1520409,63.26,49100,1,77.8,26.63539648
42755632,42755627,42755664,42755687,42755912,42755830,42755655,42755897,42755804,42755647,,94.75,75.72304726,93.07305145,112.2355518,121.7855469,143.6030533,167.0360469,62.09,49900,1,75.8,25.17670989
42755632,42755627,42755664,42755687,42755715,42755912,42755690,42755804,42755956,42755647,,96.79,76.41055107,95.82305145,114.2105503,125.0055473,143.1630417,167.109053,75.92,49700,1,91.8,42.79720485
42755632,42755627,42755664,42755687,42755956,42755912,42755690,42755804,42755661,42755981,,94.9,74.08555222,92.34805298,112.348053,125.1930489,144.5180466,162.712059,46.51,49000,1,85.8,26.79031491
42755627,42755643,42755664,42755687,42755956,42755912,42755690,42755804,42755661,42755647,,88.11,68.30245018,86.18995285,105.8274498,116.7374496,136.4224472,159.0209535,50.66,49500,1,64,15.13790786
42755626,42755646,42755714,42755675,42755744,42755772,42755655,42755694,42755651,42755900,,96.53,78.05075073,95.55075073,114.0382481,124.5382477,142.7607475,161.5087477,61.65,49800,1,62.1,18.17154139
42755626,42755628,42755714,42755675,42755673,42755753,42755707,42755955,42755910,42755665,,97.68,80.97500038,99.25,118.8000031,131.0500031,149.6549942,167.069503,91.18,49900,1,76.55,6.420248002
42755626,42755632,42755876,42755752,42755715,42755960,42755653,42755933,42755647,42755686,,97.03,86.72304726,105.3980522,124.8230495,134.1980591,154.3655533,174.9015408,121.34,49300,1,145.4,-4.83183451
42755626,42756140,42755876,42755752,42755715,42755960,42755799,42755647,42755831,42755695,,107.46,87.40119934,106.3012009,126.5137024,138.1586998,161.0236908,186.8166933,155.43,49000,1,118.15,27.59935856
42755628,42755632,42755699,42755752,42755715,42755933,42755799,42755647,42755686,42755695,,96.29,84.3980484,103.0230484,123.423048,134.8555511,154.0430466,181.403541,126.93,49700,1,102.75,-8.764713258
42755628,42755632,42755969,42755752,42755715,42755650,42755799,42755899,42755647,42755686,,101.4,81.03154755,100.9690475,120.7065525,133.4515594,153.054052,177.028549,135.56,49300,1,96.75,2.891892381
42755628,42755632,42755876,42755752,42755715,42755663,42755799,42755647,42755831,42755695,,104.43,84.65104675,104.1010513,122.8010483,134.0535538,155.5635529,183.1130438,141.92,49200,1,109.75,3.692251071
42755628,42755632,42755726,42755752,42755715,42755933,42755799,42755647,42755686,42755695,,95.79,84.57305145,102.6230507,123.2730484,133.7205582,154.9730446,184.1560561,126.43,49300,1,100.75,-10.53323373
42756140,42755632,42755969,42755752,42755715,42755663,42755799,42755899,42755647,42755686,,107.39,86.77975082,107.6422424,126.467247,137.8572533,156.6572433,173.4927486,148.02,49900,1,107.35,31.68715537
42755626,42755632,42755969,42755752,42755715,42755663,42755799,42755899,42755647,42755686,,105.54,85.86904526,105.9190483,127.0815525,136.6315552,156.8465546,176.998049,142.22,49400,1,121.4,17.19918102
42755637,42755632,42755779,42755919,42755781,42755707,42755649,42755661,42755648,42755790,,101.34,83.18765259,100.362648,119.3501549,130.3451469,149.2901581,169.9436526,84.84,49700,1,133.05,12.15610728
42755626,42755632,42755779,42755919,42755781,42755707,42755649,42755724,42755648,42755910,,104.81,86.36354828,103.7760544,123.2510529,135.323555,157.3985443,180.1140437,108.14,49600,1,121.4,28.93758416
42755627,42755638,42755876,42755752,42755775,42755911,42755668,42755647,42755684,42755686,,88.5,69.42375183,88.59875107,107.4487514,119.2237484,137.1612488,160.0242427,68.02,49000,1,71.2,-42.8655386
42755626,42755638,42755876,42755752,42755775,42755911,42755668,42755647,42755684,42755686,,97.57,80.09875107,97.34875107,118.5737457,129.5537445,149.0337433,169.5312427,100.45,49800,1,92.8,-7.49540031
42755628,42755626,42755876,42755752,42755775,42755911,42755733,42755647,42755684,42755686,,97.69,82.13750076,99.87499619,118.9499969,129.4874969,147.2724998,170.470497,120.64,49900,1,88.55,-13.53240758
42755628,42755626,42755876,42755752,42755662,42755911,42755842,42755647,42755686,42755785,,100.46,83.92499733,102,122.8499985,135.5150009,153.8675056,175.101006,136.16,49400,1,81.55,11.18794456
42755633,42755639,42755672,42755786,42755829,42755732,42755842,42755674,42755654,42755651,,91.58,73.79994965,90.04995346,110.21245,123.1299458,143.5149544,165.5654572,75.93,49700,1,51.2,-27.13402212
42755633,42755639,42755902,42755798,42755829,42755732,42755655,42755674,42755654,42755651,,90.03,71.95994568,89.98495102,108.8349514,120.1474548,139.4899605,160.7149457,47.92,49800,1,36.2,-34.35433805
42755626,42755639,42755902,42755798,42755829,42755812,42755655,42755674,42755694,42755651,,98.36,81.75994873,100.2599487,119.4224548,129.8499496,146.4699455,168.1204547,71.03,49300,1,53.75,7.052803785
42755626,42755639,42755672,42755786,42755829,42755732,42755842,42755762,42755674,42755651,,98,80.38095284,99.80594635,117.6934509,129.0684631,151.6609451,173.3649419,102.48,49000,1,71.75,4.363464937
42755626,42755639,42755902,42755798,42755829,42755732,42755655,42755762,42755674,42755651,,96.45,79.20344925,98.64094925,116.5159531,127.7884521,145.4259552,167.0664484,74.47,49100,1,56.75,-15.36115706
42755626,42755633,42755902,42755798,42755829,42755732,42755655,42755762,42755674,42755651,,93.69,75.53600311,95.9109993,114.8485069,124.9935005,144.4484901,163.4919925,70.05,50000,1,62.65,-14.64260072
42755626,42755629,42755672,42755697,42755757,42755696,42755679,42755899,42755756,42755851,,93.14,78.00959587,95.24710083,113.6721039,122.4521034,143.5245949,164.4096008,85.2,49000,1,103.1,-33.33883286
42755626,42755632,42755672,42755697,42755757,42755663,42755679,42755756,42755891,42755851,,99.25,83.29804993,101.3980484,120.848053,130.7280563,148.9530586,176.6515559,104.66,49500,1,121.4,-14.77594525
42755626,42755632,42755672,42755697,42755757,42755696,42755679,42755756,42755951,42755695,,99.28,82.96905518,100.9190559,119.6315556,130.0415421,149.3740494,176.9290491,99.03,50000,1,131.4,-5.391272902
42755626,42755632,42755672,42755735,42755757,42755960,42755679,42755756,42755695,42755712,,100.46,84.23554802,100.8480492,121.9980469,132.9555573,155.2655472,178.6035529,105.07,49000,1,99.4,12.26368025
42755626,42755629,42755672,42755697,42755757,42755663,42755936,42755713,42755822,42755756,,99.19,82.14009857,100.5401001,118.9526005,130.8976044,149.7075943,172.8486031,118.18,49200,1,124.1,-9.384381771
42755626,42755632,42755672,42755735,42755662,42755663,42755936,42755713,42755822,42755756,,104.8,89.20355225,107.9660492,124.9660492,136.9685471,154.9910492,177.5370523,125.53,50000,1,113.4,28.50729227
42755626,42755632,42755672,42755735,42755757,42755696,42755679,42755756,42755851,42755712,,99.25,84.2105484,100.9480515,119.923048,130.8555511,154.250547,176.0040469,92.21,49700,1,95.4,14.05797303
42755629,42755632,42755672,42755735,42755662,42755663,42755936,42755713,42755822,42755695,,100.15,81.87565231,100.71315,120.2506504,132.2106422,147.6906525,172.9506409,111.14,49800,1,100.3,3.644907102
42755626,42755632,42755672,42755735,42755757,42755663,42755936,42755713,42755822,42755695,,105.4,89.00355148,106.6410484,125.3660507,137.0760513,158.0860405,180.4765492,130.57,49000,1,116.4,19.66048479
42755626,42755629,42756017,42755716,42755744,42755772,42755936,42755713,42755694,42755651,,97.06,81.84010315,97.64009857,116.0526009,127.0350975,144.0475998,169.8666031,85.87,49000,1,105.1,-9.109003842
42755626,42755629,42755902,42755772,42755829,42755732,42755936,42755654,42755694,42755651,,96.9,80.75210571,98.20209885,115.5646,125.3096004,146.2846054,170.9175996,86.1,49100,1,79.1,-8.988544345
42755626,42755629,42755902,42755772,42755744,42755732,42755936,42755654,42755694,42755651,,97.62,80.75210571,97.80210114,115.7770977,127.2021027,144.8570969,169.9685875,83.34,49900,1,87.1,-4.79317531
42755626,42755629,42755664,42755716,42755807,42755663,42755936,42755713,42755692,42755790,,98.7,82.42759514,99.44009781,116.4526005,127.3351006,147.7575974,176.0436002,97.26,50000,1,103.1,-8.201072365
42755633,42755639,42755908,42755768,42755750,42755830,42755733,42755657,42755652,42755647,,80.11,63.21745014,79.62995148,98.779953,108.3099525,124.5799484,139.782953,36.37,49300,1,49.2,-56.40692711
42755633,42755639,42755714,42755675,42755912,42755830,42755649,42755804,42755657,42755665,,87.18,67.4299469,85.779953,105.8424492,115.9524471,134.7849525,156.97995,33.77,49700,1,50.2,-23.51097912
42755626,42755646,42755876,42755752,42755662,42755905,42755799,42755652,42755686,42755647,,93.43,73.86324883,94.67574692,115.150753,125.0082481,144.3782539,165.5102477,90.24,49300,1,77.1,-28.76051068
42755633,42755642,42755876,42755752,42755662,42755830,42755799,42755657,42755686,42755647,,84.85,64.93734741,84.56235123,104.8998508,114.8523487,134.197348,152.4468475,60.08,49000,1,64.15,-52.65473723
42756140,42755638,42755702,42755772,42755744,42755812,42755901,42755667,42755651,42755694,,98.44,78.95944977,97.84694672,117.1594486,129.0444435,147.9744537,169.4339513,66.51,49800,1,72.75,11.21371537
42755634,42755627,42755940,42755716,42755915,42755650,42755668,42755741,42755721,42755684,,86.92,68.10615158,84.91865158,105.143652,118.3411495,136.5486465,159.9821584,49.86,49100,1,76.25,-27.8870374
42755634,42755638,42755672,42755855,42755662,42755650,42755668,42755741,42755878,42755721,,91.22,71.27040291,90.22040558,111.9079018,123.3253967,141.8278954,166.128398,74.08,49700,1,76.45,-4.827633128
42755634,42755638,42755940,42755855,42755662,42755650,42755668,42755741,42755721,42755684,,88.9,70.37989616,88.01740265,108.7048988,120.5724037,140.6998985,169.1768951,50.34,49200,1,65.45,-28.70028317
42755630,42755634,42755805,42755855,42755915,42755650,42755668,42755741,42755721,42755648,,92.02,71.2208004,90.98329926,109.8082962,123.6333008,143.4308006,170.7348038,61.35,49800,1,71.25,14.29889202
42755630,42755627,42755805,42755855,42755915,42755650,42755668,42755741,42755721,42755684,,87.6,67.02715111,85.5896492,106.1146507,117.5371487,140.5671516,160.0786514,50.6,49300,1,40,-20.28377205
42755634,42755627,42755805,42755855,42755810,42755650,42755668,42755741,42755721,42755684,,87.89,68.95615196,85.44364929,105.1811485,116.1686554,139.3436493,163.1751402,49.08,49300,1,64.25,-23.84658605
42756140,42755632,42755669,42755806,42755711,42755650,42755901,42755838,42755822,42755667,,105.93,84.04624939,102.9462509,124.6462498,136.876252,157.2212585,182.2112585,106.62,50000,1,99.35,25.54257512
42755626,42756140,42755664,42755806,42755711,42755810,42755901,42755838,42755667,42755698,,104.79,85.88570023,103.4731979,122.9482021,133.4632103,159.0156998,185.5512025,104.89,50000,1,100.15,32.68108964
42756140,42755632,42755669,42755806,42755711,42755753,42755901,42755661,42755838,42755667,,104.84,84.25875092,102.5212479,123.8962498,134.2462463,155.0012581,180.6577403,94.62,49800,1,117.35,18.01242381
42755626,42755633,42755954,42755798,42755744,42755663,42755655,42755825,42755822,42755651,,95.24,77.13400269,94.55900192,114.9340019,125.2889957,145.276503,165.6354936,87.16,49500,1,77.65,-21.81557268
42755633,42755638,42755669,42755798,42755744,42755717,42755655,42755777,42755787,42755651,,88.61,71.36124802,88.39875031,106.861248,115.846246,137.078746,156.4482518,38.83,49500,1,68.25,-35.52476168
42755626,42755638,42755935,42755798,42755744,42755682,42755655,42755904,42755686,42755651,,99.13,79.73624992,97.89875031,119.0237503,131.4812531,151.1312485,172.2757428,87.61,49600,1,73.8,-3.239802271
42755626,42756140,42755876,42755752,42755715,42755973,42755799,42755648,42755686,42755785,,106.07,86.56520081,105.1652031,125.7651978,138.8652039,160.3727036,177.9226917,141.51,49400,1,107.15,35.63292027
42755626,42755629,42755779,42755752,42755715,42755911,42755707,42755648,42755686,42755785,,97.35,80.27510071,97.52509689,116.762598,128.7325981,148.2375977,174.8311037,112.09,50000,1,103.1,-3.502292186
42755626,42755629,42755876,42755752,42755715,42755707,42755799,42755648,42755686,42755785,,100.55,80.89710236,99.92209625,120.4471035,133.7671051,154.9471039,178.7281068,113.89,50000,1,114.1,23.48999232
42755626,42756140,42755876,42755735,42755715,42755911,42755799,42755648,42755686,42755785,,107.99,90.88570023,107.5982018,129.1981964,140.8557037,160.6232056,183.2641995,137.84,50000,1,98.15,67.46601462
42755626,42756140,42755876,42755752,42755715,42755911,42755707,42755648,42755686,42755955,,106.76,88.68569756,108.4231987,128.5607033,140.1207047,158.2131966,186.2036964,137.7,49700,1,111.15,49.46256876
42755626,42756140,42755779,42755752,42755715,42755911,42755799,42755648,42755686,42755955,,104.84,86.18870163,105.8261986,125.9637012,137.3886963,159.5662079,179.0626933,139.84,49400,1,103.15,32.02276528
42755628,42755639,42755672,42755735,42755903,42755650,42755682,42755721,42755831,42755695,,97.04,77.52045059,95.08295059,115.5954475,128.6829529,153.0879471,172.3024437,119.18,49200,1,58.1,-9.001431614
42755628,42755626,42755935,42755837,42755722,42755650,42755682,42755721,42755686,42755831,,102.16,84.4904995,102.6029968,121.6529999,132.5904961,154.4530029,176.1764999,132.62,50000,1,116.55,4.996021464
42755628,42756140,42755876,42755919,42755781,42755905,42755649,42755700,42755847,42755647,,104.07,87.09819794,103.773201,123.1106987,134.4506943,154.9531967,187.5707025,131.73,49000,1,76.5,10.63719168
42755626,42755632,42755876,42755660,42755715,42755911,42755649,42755700,42755899,42755686,,105.07,86.94805145,105.1230507,126.4605503,137.9380539,157.0180466,181.878053,120.04,49700,1,107.4,11.36443317
42755626,42756140,42755726,42755660,42755715,42755911,42755799,42755955,42755910,42755647,,106.86,90.53570175,106.8232002,128.0982056,141.5206985,162.100705,185.6486934,150.87,49700,1,96.15,18.36960316
42755626,42756140,42755876,42755660,42755715,42755911,42755649,42755955,42755910,42755686,,107.38,90.49819946,109.5732002,128.3482056,139.5081978,160.7006966,177.5552025,142.75,49600,1,84.15,31.7818433
42756140,42755632,42755876,42755660,42755715,42755911,42755649,42755955,42755910,42755647,,108.32,90.33375168,107.5212479,127.6087513,138.8612534,157.9087547,182.8527524,140.04,49900,1,105.35,40.40061235
42755628,42756140,42755876,42755919,42755715,42755911,42755649,42755910,42755647,42755686,,106.19,88.38570213,105.273201,126.0981979,137.6856934,155.6506935,180.9346935,152.66,49900,1,83.5,24.57441241
42755628,42756140,42755669,42755660,42755715,42755911,42755799,42755955,42755910,42755647,,104.6,85.79820251,105.023201,126.7106972,137.8557037,157.2556992,186.3007025,156.02,49900,1,78.5,9.716371447
42755626,42756140,42755902,42755660,42755829,42755753,42755799,42755950,42755647,42755727,,105.73,86.93870354,106.0512009,125.7387047,137.4412094,160.2886993,195.8397023,143.61,49700,1,92.15,18.82566959
42755626,42755632,42755672,42755735,42755703,42755911,42755842,42755661,42755712,42755695,,104.89,86.98554802,105.7980499,126.2730484,138.1130539,155.5030472,178.856053,123.46,49900,1,115.4,25.97286999
