P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Saber Score
42756281,42755639,42755664,42755666,42755711,42755784,42755649,42755785,42755981,42755790,,92.95,75.65494728,92.37994766,110.4924507,118.9374474,138.9299469,160.1819469,56.22,49200,1,40.35,-21.60042524
42755630,42755634,42755672,42755697,42755744,42755725,42755842,42755648,42755694,42755955,,91.25,71.08329773,90.88330078,110.6207981,122.9858036,142.5482948,164.1928038,67.46,49000,1,124.25,-15.44295996
42755634,42755639,42755664,42755666,42755711,42755784,42755901,42755648,42755981,42755790,,93.86,74.52359962,91.89859772,110.9361038,121.4861008,142.6111023,164.1500902,53.44,49300,1,88.4,-13.19680065
42755634,42755639,42755664,42755697,42755744,42755725,42755649,42755648,42755910,42755955,,92.73,73.32360077,91.79859924,112.1236019,123.2136005,141.3460991,167.9526083,54.93,49300,1,119.4,-13.07634115
42755634,42755639,42755664,42755666,42755744,42755784,42755668,42755694,42755981,42755790,,95.83,76.31110191,94.02359772,112.0111008,124.5060966,141.9110901,160.2650961,48.74,49600,1,65.4,-4.470455647
42755626,42756140,42755902,42755806,42755711,42755933,42755653,42755674,42755838,42755692,,93.65,84.77819824,101.6032028,118.0782013,130.5781883,150.23321,172.5411983,98.08,49800,1,85.15,-2.809506282
42755626,42756140,42755902,42755704,42755662,42755933,42755653,42755674,42755950,42755964,,91.43,83.67620087,101.5012016,120.238699,130.0336975,148.4911964,173.8306873,95.4,49100,1,99.15,-20.43000311
42755626,42756140,42755902,42755855,42755662,42755663,42755862,42755721,42755878,42755674,,103.68,87.33120155,105.0812035,123.106205,134.4761986,155.6486954,180.4437132,123.61,49700,1,75.15,11.71292737
42755626,42755632,42755940,42755837,42755722,42755650,42755682,42755721,42755706,42755719,,106.36,86.39805412,105.848053,126.0605507,139.098053,161.6555412,185.10955,116.97,50000,1,173.4,47.31109738
42755628,42755630,42755940,42755837,42755722,42755650,42755682,42755721,42755706,42755719,,96.09,75.42714691,94.36465073,114.6396523,127.5521484,150.9496429,173.5821515,100.38,49400,1,110.95,3.885826841
42755639,42755637,42755702,42755806,42755711,42755663,42755777,42755787,42755661,42755651,,96.11,77.81654739,96.71654892,115.0915508,125.5740505,142.7965553,168.8185587,68.55,49300,1,86.4,-16.74672812
42756140,42755637,42755669,42755806,42755711,42755676,42755777,42755787,42755880,42755661,,100.25,81.42229843,101.5347977,119.8972969,130.8423065,148.0223022,167.2383023,98.35,49100,1,118.8,-21.50574028
42755626,42755637,42755876,42755772,42755715,42755911,42755668,42755651,42755727,42755686,,103.52,84.81160164,103.1615982,122.986599,137.2741028,157.7041,178.1865997,113.85,49100,1,98.85,25.46077371
42755626,42755637,42755669,42755806,42755711,42755663,42755777,42755787,42755880,42755661,,100.41,81.93659973,103.9866028,121.9365978,132.6515976,149.6890999,171.7895908,102.63,49000,1,114.85,-1.948918402
42755626,42755637,42755876,42755660,42755715,42755663,42755777,42755787,42755727,42755686,,104.38,84.07410049,105.6615982,128.1615982,138.8865967,160.794091,180.1890997,126.53,49500,1,100.85,0.22412457
42755628,42756140,42755669,42755855,42755915,42755810,42755690,42755878,42755721,42755647,,103.16,83.86370087,102.6762009,123.0512028,133.6662003,155.0037056,176.4727023,128.79,49700,1,78.5,17.76281893
42755628,42756140,42755672,42755855,42755915,42755810,42755690,42755878,42755721,42755647,,103.8,84.71369934,103.6262016,123.9637032,134.1161972,157.6861992,180.2557054,142.96,49600,1,80.5,10.85233763
42755628,42756140,42755940,42755656,42755915,42755810,42755690,42755878,42755721,42755647,,101.1,83.11370087,100.7012024,120.1762009,130.7587059,151.3586967,172.0552084,121.81,49700,1,82.5,-8.966974169
42755628,42756140,42755869,42755681,42755703,42755898,42755880,42755803,42755684,42755652,,91.24,79.76070023,96.74820328,117.9357014,127.6306999,146.4257027,170.2272055,95.07,49300,1,52.5,14.44092542
42756140,42755637,42755869,42755681,42755703,42755898,42755758,42755803,42755648,42755684,,91.78,78.64729881,96.6598053,114.7972984,129.0097961,148.0647987,173.7133083,81.85,49500,1,85.8,9.862603992
42755628,42755637,42755869,42755681,42755703,42755717,42755758,42755803,42755684,42755652,,84.74,72.77410126,89.68659973,109.299099,119.6515976,141.0991089,162.4485997,61.1,49200,1,61.2,-4.707174376
42755628,42756140,42755938,42755681,42755703,42755898,42755758,42755803,42755684,42755652,,96.01,78.94819832,96.62319946,114.4857044,125.9307018,145.1882027,163.8236964,92.73,50000,1,55.5,16.98823273
42755628,42756140,42755869,42755681,42755703,42755898,42755758,42755684,42755652,42755845,,89.84,78.2981987,96.59820175,115.773201,127.0682003,144.8256966,169.2402055,89.68,50000,1,65.5,7.078576833
42755628,42756140,42755869,42755681,42755703,42755898,42755758,42755880,42755684,42755652,,90.36,78.46069908,96.97320175,116.273201,128.6382004,144.9807053,173.4292024,94.56,49700,1,51.5,9.277392924
42755626,42755643,42755664,42755666,42755662,42755857,42755765,42755754,42755783,42755981,,92.23,75.21495056,91.81495285,113.064949,124.5374538,141.9474472,165.4254475,68.48,49500,1,96.6,-2.413670346
42755634,42755637,42755664,42755666,42755662,42755857,42755765,42755783,42755698,42755981,,91.24,72.65525246,91.30525208,109.7677555,121.3552475,138.1727432,157.577252,47.01,49200,1,123.5,-6.656384468
42755626,42755634,42755664,42755666,42755662,42755857,42755765,42755793,42755754,42755783,,92,75.80615044,94.24365234,112.7561512,125.241151,142.7261581,158.5191463,66.92,49200,1,116.85,-17.82246381
42755626,42755633,42755664,42755666,42755662,42755857,42755765,42755793,42755754,42755783,,90.44,74.51250267,92.22500229,111.1625004,122.3874985,141.7100113,159.7554999,65.9,49400,1,96.65,-35.87325513
42755626,42755632,42755664,42755666,42755662,42755857,42755765,42755793,42755754,42755783,,98.24,81.97305489,100.6980515,120.0855503,130.2980522,149.0830498,168.714059,82.65,49500,1,126.4,11.79892942
42755626,42755643,42755664,42755666,42755662,42755857,42755765,42755793,42755754,42755981,,90.64,74.18995094,91.56494904,111.5149517,122.7024487,141.3749588,166.4799506,67.41,49400,1,80.6,-24.5049119
42755633,42755637,42755876,42755660,42755715,42755759,42755751,42755647,42755686,42755698,,92.92,74.18659973,93.28660202,114.7115974,125.7316002,143.154097,162.8936087,82.01,50000,1,91.3,-39.63833153
42755626,42755632,42755672,42755837,42755903,42755682,42755655,42755904,42755706,42755695,,108.64,87.68555069,107.4730492,129.5105476,141.2130577,159.360553,188.55955,135.12,49300,1,138.4,34.31626558
42755626,42755628,42755935,42755837,42755715,42755682,42755655,42755904,42755706,42755981,,106.39,86.9375,106.9249992,127,138.8225021,159.6599945,175.252,133.18,49100,1,99.55,36.06321216
42755626,42755632,42755672,42755658,42755903,42755696,42755842,42755745,42755756,42755695,,103.1,84.09805298,102.7980499,122.2605515,134.2355591,152.9605446,175.4590439,113.02,49300,1,108.4,9.466767311
42755626,42755628,42755672,42755837,42755903,42755682,42755842,42755706,42755695,42755981,,105.94,85.30000305,106.2750015,127.2124977,138.1000061,158.6150055,182.3680031,151.81,49300,1,106.55,25.87818205
42755629,42755634,42755672,42755768,42755750,42755753,42755690,42755747,42755728,42755665,,84.01,69.51925278,84.28175354,101.9317474,111.211747,130.6317444,149.9982504,44.14,49300,1,89.75,-20.74852437
42755630,42755629,42755672,42755747,42755750,42755676,42755733,42755865,42755728,42755665,,80.32,64.96525192,81.27775574,98.64024734,108.3427574,126.5527557,148.0782436,54.09,49800,1,73.5,-36.14443243
42755629,42755634,42755672,42755676,42755750,42755850,42755733,42755747,42755728,42755665,,80.55,65.43174744,80.25675201,97.44425392,107.4892509,125.5967564,144.8847444,49.35,49200,1,99.75,-39.16937709
42755629,42755634,42755672,42755747,42755750,42755676,42755733,42755865,42755728,42755665,,80.31,65.49425316,81.1067543,98.49425125,107.0892559,124.8217537,150.0477534,52.35,49100,1,99.75,-48.70896935
42755630,42755629,42755672,42755768,42755750,42755850,42755690,42755747,42755728,42755665,,81.67,67.02774429,82.70275116,100.5902462,110.6927505,129.5452553,146.0507556,45.1,49200,1,60.5,-6.187433749
42755630,42755629,42755672,42755768,42755750,42755753,42755733,42755747,42755728,42755665,,79.85,64.47775269,81.85275269,98.36525154,109.1852501,125.1802498,144.0462556,43.94,49200,1,60.5,-40.02996683
42755626,42756140,42755726,42755676,42755854,42755663,42755936,42755814,42755689,42755822,,102.57,86.03570175,104.4981995,123.1606998,133.4981995,153.0532021,180.8487054,120.45,49400,1,106.15,7.134605944
42756140,42755638,42755726,42755676,42755775,42755663,42755936,42755822,42755652,42755803,,96.16,77.39695168,96.14694977,115.9969463,126.4869541,144.9569511,167.8749483,91.25,49100,1,67.75,-1.015213691
42755626,42755636,42755939,42755658,42755757,42755696,42755742,42755705,42755689,42755712,,87.51,72.96105194,89.58605194,106.2860489,117.8135483,136.6685417,155.0310474,53.53,49400,1,71.15,-47.06090987
42755633,42756140,42755938,42755666,42755711,42755912,42755690,42755657,42755956,42755684,,93.03,74.89820099,91.44820023,112.1356983,121.7056969,141.1531937,171.6506934,64.77,49200,1,64.6,-1.002328098
42755633,42756140,42755938,42755697,42755956,42755912,42755690,42755657,42755684,42755678,,92.58,75.34820366,92.09820175,111.5607014,123.435701,143.0682022,159.0587025,59.42,49100,1,87.6,21.57943845
42755633,42756140,42755938,42755670,42755711,42755912,42755690,42755657,42755956,42755684,,92.52,74.56069756,91.34820175,111.6107044,122.3481991,141.2756996,167.1581934,63.15,49100,1,59.6,3.743795305
42755633,42756140,42755938,42755670,42755956,42755912,42755690,42755657,42755684,42755678,,94.29,76.0857048,93.24819946,113.0732021,124.6632008,143.3032021,167.0592024,64.06,49800,1,59.6,23.56310636
42756140,42755632,42755672,42755837,42755722,42755746,42755765,42755719,42755706,42755727,,107.45,88.09624863,105.7962494,125.1962509,135.6037506,155.3137489,183.7067584,126.9,49200,1,158.35,38.9074713
42756140,42755632,42755672,42755837,42755722,42755746,42755789,42755719,42755706,42755727,,107.32,87.43375015,105.8212509,124.5462494,134.3637489,156.0087463,190.6982584,125.97,49000,1,149.35,12.50039935
42756140,42755632,42755664,42755837,42755722,42755746,42755765,42755719,42755706,42755727,,107.03,87.83375168,105.1712494,124.0587502,134.8037498,154.7537468,181.1522403,109.8,49500,1,152.35,45.32743096
42755628,42756140,42755664,42755837,42755722,42755746,42755682,42755897,42755804,42755706,,104.79,85.13570023,104.6481972,123.9981995,134.555703,154.658194,173.3522055,121.86,49100,1,97.5,33.4212184
42756140,42755632,42755902,42755670,42755722,42755746,42755682,42756008,42755719,42755706,,107.22,85.96375084,104.7512512,126.5387573,136.541246,156.0837448,180.6867392,113.11,49500,1,132.35,45.36188543
42756140,42755632,42755664,42755837,42755722,42755746,42755682,42755762,42756008,42755706,,107.13,86.38975143,103.9772491,125.2522507,136.9747543,156.6072487,175.7552431,111.35,49600,1,147.35,39.92297649
42755646,42755637,42755876,42755697,42755715,42755650,42755707,42755648,42755647,42755910,,95.78,75.82485008,95.1623497,115.7248478,125.6523518,145.7973534,171.4403474,92.57,49600,1,112.75,-24.67271537
42755628,42755645,42755876,42755697,42755715,42755725,42755707,42755648,42755647,42755831,,97.67,78.96855354,96.59354782,117.581049,129.7260521,147.8435577,169.1295456,108.32,49700,1,139.15,-10.27942747
42755628,42755646,42755672,42755735,42755715,42755960,42755842,42755648,42755647,42755695,,97.51,76.88825035,98.80075073,120.2507477,132.4007568,150.6107536,168.0012477,136.08,49300,1,65.45,-13.14945668
42755645,42755627,42755876,42755697,42755715,42755725,42755707,42755648,42755647,42755910,,92.71,72.24055099,90.79055023,111.0905514,124.1030518,140.368055,161.2980457,74.59,49300,1,141.2,-28.2097578
42755628,42755645,42755876,42755697,42755715,42755725,42755707,42755648,42755647,42755910,,97.74,77.7030468,96.64055252,116.9155502,130.4455574,148.1180405,173.6795578,104.42,49100,1,136.15,-4.349995032
42755626,42755632,42755664,42755837,42755807,42755746,42755682,42755719,42755706,42755698,,106.8,86.42305183,104.6980515,123.6855488,137.0055473,155.9555588,179.106553,105.41,49800,1,152.4,45.9728688
42756140,42755634,42755664,42755837,42755807,42755746,42755682,42755719,42755706,42755698,,102.41,80.10435486,99.71685028,120.0168457,129.5818497,151.919355,176.2678458,95.48,50000,1,128.8,42.2809124
42755630,42756140,42755876,42755666,42755715,42755911,42755649,42755904,42755719,42755727,,103.42,85.31285095,102.7378502,120.2378521,131.2278458,150.5228477,169.2993478,117.92,49300,1,77.55,25.0778228
42755630,42756140,42755876,42755837,42755715,42755911,42755649,42755719,42755727,42755695,,102.62,82.96284485,101.187851,120.5128517,129.687854,146.8678535,178.5198479,119.25,49000,1,101.55,7.625129074
42755630,42756140,42755876,42755666,42755715,42755911,42755649,42755719,42755847,42755727,,103.23,83.862854,102.3378487,120.3628483,130.7778488,149.1053505,166.96936,118.96,49700,1,77.55,26.42893493
42755628,42756140,42755672,42755704,42755662,42755960,42755842,42755754,42755785,42755712,,98.4,82.43569946,100.573204,120.1232033,131.1931938,151.1981972,177.5767024,133.01,49200,1,56.5,-6.10983111
42756140,42755632,42755939,42755786,42755829,42755663,42755682,42755674,42755654,42755964,,103.88,86.31625366,104.6662521,123.4662476,132.5237511,150.6587563,168.6797446,118.19,49500,1,73.35,37.79727519
42756140,42755632,42755935,42755786,42755829,42755663,42755682,42755674,42755654,42755964,,105.12,87.65374756,105.5912514,122.4537525,132.9237579,150.9162567,173.8397536,122.69,49500,1,76.35,38.22757304
42756140,42755632,42755939,42755710,42755715,42755914,42755742,42755705,42755674,42755654,,99.74,80.99624634,99.92124939,120.071249,130.376252,145.4687576,163.5637494,92.66,49800,1,116.35,23.26195836
42755626,42755633,42755935,42755837,42755781,42755746,42755649,42755719,42755706,42755652,,98.43,78.06249809,96.85000229,115.0249996,126.3574989,149.6624939,178.5725031,86.77,50000,1,108.65,19.78514642
42755626,42755633,42755714,42755837,42755781,42755746,42755649,42755719,42755706,42755745,,100.1,79.66249847,98.45000076,116.1999969,128.2074974,149.6624939,175.903494,90.28,49500,1,117.65,9.00201425
42755628,42755626,42755935,42755772,42755722,42755746,42755655,42755904,42755706,42755651,,103.36,86.13750076,103.25,122.3000031,132.6574944,154.3075027,173.386006,107.61,49800,1,85.55,32.80154765
42755626,42755638,42755714,42755772,42755722,42755746,42755682,42755904,42755706,42755651,,100.36,81.79874611,100.7237549,118.736248,129.2312531,149.3262459,171.8742488,87.81,49400,1,98.8,-6.910189241
42755626,42755638,42755935,42755855,42755722,42755746,42755682,42755706,42755692,42755652,,96.11,76.69874763,94.82374573,114.3237457,125.6187527,147.3837486,176.9332518,79.41,49000,1,92.8,-8.510906994
42755626,42755638,42755935,42755772,42755722,42755746,42755682,42755706,42755651,42755692,,97.91,80.08625031,96.14875031,116.9487514,127.5812462,144.078746,175.7332549,83.93,49700,1,98.8,-14.1778484
42755630,42756140,42755702,42755806,42755711,42755732,42755901,42755808,42755648,42755771,,95.93,75.95034599,94.66284943,115.0003471,127.7628479,146.5703506,179.4888449,83.3,49000,1,75.55,1.196487434
42755630,42756140,42755702,42755786,42755711,42755707,42755901,42755838,42755808,42755648,,94.51,75.27035141,93.8078537,113.2453518,124.99785,147.1553436,170.7553491,85.79,49100,1,74.55,-10.70972309
42755633,42756140,42755702,42755806,42755711,42755732,42755758,42755838,42755808,42755648,,94.98,74.2356987,93.14820099,115.9606972,126.1557003,145.7131966,178.6546935,79.63,49200,1,63.6,-12.96876818
42755633,42756140,42755702,42755806,42755711,42755732,42755901,42755674,42755838,42755648,,96.06,75.33569908,94.62319946,116.7481976,127.6057049,149.0507027,181.7126964,84.56,50000,1,79.6,-10.06428078
42755630,42756140,42755702,42755806,42755711,42755707,42755901,42755808,42755648,42755771,,95.74,76.112854,94.41284943,115.3378506,126.9853527,146.4678596,184.8688539,84.46,49400,1,76.55,0.813536253
42755630,42756140,42755702,42755806,42755711,42755707,42755901,42755838,42755648,42755771,,96.02,75.60035324,93.83784866,113.750351,126.8003479,146.0253479,191.070351,84.98,49200,1,76.55,5.021793023
42756140,42755632,42755935,42755716,42755781,42755663,42755936,42755713,42755654,42755706,,108.83,89.96424866,108.5392494,127.6017513,137.4217461,156.2967514,174.3652426,128.76,49400,1,110.35,40.93848467
42755626,42756140,42755902,42755716,42755829,42755663,42755649,42755713,42755964,42755950,,104.06,86.06920052,105.2192001,125.5441971,136.5092003,155.8941811,175.0041864,134.22,49000,1,94.15,13.37387413
42755626,42756140,42755767,42755716,42755884,42755663,42755936,42755724,42755713,42755706,,107.37,89.80369949,107.6661987,126.7412014,139.8112053,158.8186928,181.1826987,140.37,49500,1,101.15,50.96860528
42755626,42756140,42755954,42755716,42755781,42755663,42755936,42755724,42755713,42755706,,107.4,87.98070145,106.5681953,126.9806995,140.4831894,157.6507034,186.6487038,141.79,49000,1,109.15,61.65704727
42756140,42755632,42755954,42755716,42755781,42755663,42755936,42755713,42755654,42755706,,106.55,88.37874985,105.9912491,125.053751,136.6712502,156.8537476,173.7127536,127.48,49300,1,114.35,23.4384492
42755626,42756140,42755902,42755716,42755829,42755696,42755649,42755654,42755964,42755950,,102.69,84.76370621,104.9262009,122.5137024,133.6486916,152.6286903,175.0326993,117.23,49800,1,82.15,12.37125397
42755626,42756140,42755902,42755786,42755757,42755696,42755649,42755654,42755964,42755950,,100.84,83.42120552,102.3962021,121.4837036,130.0111992,150.6061913,173.9631975,110.89,49500,1,79.15,-5.236357078
42756140,42755632,42755902,42755670,42755829,42755696,42755649,42755654,42755964,42755950,,102.64,84.68675041,102.1992493,121.7992535,132.2742462,150.6767403,173.7922461,103.55,49200,1,80.35,35.59846282
42755626,42755632,42755714,42755710,42755889,42755753,42755742,42755671,42755705,42755689,,96.74,81.23554802,98.42304993,115.2855473,126.9080521,144.1155533,164.6085529,68.76,49600,1,119.4,2.797204815
42755626,42755634,42755714,42755710,42755889,42755753,42755742,42755671,42755705,42755689,,90.5,74.24364662,91.6686554,110.0811501,120.2561508,140.4236549,159.4386554,53.03,49300,1,109.85,-8.115070313
42755626,42755637,42755714,42755675,42755854,42755753,42755742,42755671,42755705,42755689,,92.73,75.73660278,94.26160049,112.8366013,122.7091,142.051606,170.1870998,56.44,50000,1,89.85,-12.26309612
42755626,42755642,42755714,42755710,42755854,42755753,42755668,42755671,42755705,42755689,,89.6,73.2248497,91.28735352,107.7998524,118.7948528,137.0248505,156.1983475,57.02,49900,1,70.7,-25.07723868
42755626,42755629,42755714,42755675,42755854,42755753,42755742,42755814,42755705,42755689,,91.88,75.20960045,93.37210083,112.1971035,124.2870956,142.9271034,161.1721039,58.04,49100,1,96.1,-8.437791467
42756281,42755637,42755672,42755660,42755715,42755911,42755690,42755956,42755686,42755647,,96.51,78.4491024,97.61159897,117.5616035,128.1440971,150.9240967,178.8401088,111.4,49100,1,91.45,-14.33276683
42756140,42755637,42755672,42755660,42755715,42755911,42755842,42755956,42755727,42755647,,105.94,85.87229729,105.7847977,127.5472984,139.0573044,160.537291,178.8012901,159.19,49800,1,97.8,3.558905795
42756140,42755637,42755672,42755660,42755715,42755911,42755960,42755956,42755686,42755647,,103.9,84.77229881,104.2348022,124.8972969,135.6572952,157.8373077,178.6437961,153.33,49800,1,100.8,-1.006528828
42755637,42755632,42755672,42755660,42755715,42755911,42755936,42755686,42755647,42755731,,102.55,83.62214661,103.9346466,123.284647,136.1146553,155.7021469,175.2536496,131.45,49600,1,131.05,-9.087433666
42755637,42755632,42755672,42755660,42755715,42755911,42755960,42755713,42755686,42755647,,102.18,82.26515007,102.827652,125.7526493,137.5601433,152.9551521,173.514655,139.77,49700,1,136.05,-2.284525894
42756281,42755632,42755672,42755660,42755715,42755911,42755842,42755713,42755686,42755647,,101,82.79104805,101.5160522,123.0160522,134.0110497,155.7210487,177.1750461,136.32,50000,1,114,-4.72426042
42756281,42755637,42755672,42755660,42755715,42755911,42755842,42755713,42755686,42755647,,96.48,77.49209976,98.37960052,117.9421005,130.5421082,150.8320961,171.738605,128.07,49300,1,102.45,-26.51435137
42755637,42755632,42755672,42755660,42755715,42755911,42755842,42755825,42755686,42755647,,101.9,81.50414848,103.1166496,123.3666458,133.9966461,156.4191559,180.7691624,138.41,49300,1,124.05,-7.245797664
42755637,42755632,42755672,42755660,42755715,42755911,42755960,42755686,42755647,42755731,,102.12,82.89714813,102.5596504,123.8846493,134.5996544,155.6746445,175.1116557,132.11,49400,1,127.05,-11.02375835
42756281,42755632,42755672,42755660,42755715,42755911,42755842,42755686,42755647,42755731,,100.94,83.08555222,101.2980499,122.6105518,136.0930504,153.8305504,177.7430591,128.66,49700,1,105,-4.831833392
42756281,42755637,42755672,42755660,42755715,42755911,42755842,42755686,42755647,42755731,,96.42,78.0741024,97.38659668,117.4740982,129.7891037,150.391597,170.8746088,120.41,49000,1,93.45,-17.55997539
42755637,42755632,42755672,42755660,42755715,42755911,42755842,42755822,42755686,42755647,,103.44,83.22215271,103.7596512,123.9096508,136.4221436,157.2496498,176.2901527,140.21,49300,1,117.05,2.43582502
42756281,42755637,42755672,42755660,42755715,42755911,42755842,42755686,42755647,42755695,,97.09,78.12409973,97.61159897,119.736599,131.6391075,152.7641022,181.2945908,127.33,49600,1,89.45,-11.75099909
42755628,42755637,42755902,42755704,42755662,42755732,42755668,42755950,42755674,42755654,,92.75,74.46459961,93.11460114,112.7271061,125.022102,145.0171028,167.2826025,81.88,49900,1,70.2,-30.31388819
42755626,42755628,42755902,42755704,42755662,42755732,42755862,42755950,42755674,42755654,,95.29,78.47800446,97.55300522,116.7530022,129.8155151,147.8905052,174.6279907,99.42,49700,1,79.55,-15.88613987
42755626,42755628,42755902,42755704,42755662,42755732,42755862,42755964,42755674,42755654,,96.25,79.52999878,99.23000336,119.0424976,131.5324966,150.0474991,175.7334958,100.13,49600,1,65.55,-3.28714475
42755629,42755632,42755714,42755675,42755781,42755753,42755649,42755847,42756008,42755665,,99.73,81.28264618,98.49515152,116.8951492,128.8276581,147.5376419,168.8261447,70.52,50000,1,105.3,21.81615829
42755629,42756140,42755714,42755919,42755781,42755753,42755649,42755847,42756008,42755665,,101.77,83.72029877,100.1203003,119.5077991,130.9453003,149.3703003,171.6773033,95.13,49300,1,98.05,23.63202274
42755629,42756140,42755702,42755723,42755711,42755753,42755901,42755838,42755686,42755665,,95.31,77.18279839,94.62030029,114.2202988,124.485305,143.0727974,166.9598033,83.79,49800,1,77.05,-16.62627012
42755626,42756140,42755702,42755723,42755711,42755753,42755901,42755838,42755686,42755731,,102.15,84.68569756,102.4731979,122.3607044,132.7982025,152.8057022,177.8587054,107.3,49400,1,90.15,5.318741873
42755626,42756140,42755702,42755723,42755711,42755753,42755901,42755838,42755981,42755698,,102.92,84.93569756,102.9731979,122.3481998,135.1007011,152.2506996,178.0161995,100.25,49800,1,98.15,37.37986982
42755626,42756140,42755702,42755723,42755711,42755960,42755901,42755667,42755783,42755698,,102.69,85.67319679,102.6481972,122.648201,135.5206985,154.6032051,174.8862054,101.44,49300,1,110.15,4.983134195
42755626,42755643,42755726,42755855,42755915,42755650,42755707,42755741,42755721,42755648,,95.38,77.33995247,96.41494751,116.7149506,127.222451,148.0774536,172.6739474,85.51,49700,1,86.6,-8.893856406
42755628,42756140,42755702,42755855,42755915,42755650,42755707,42755741,42755721,42755808,,100.28,81.99820328,101.0481987,122.0607014,133.1981964,153.7707001,179.4996994,114.58,49300,1,62.5,5.58123216
42755628,42756140,42755702,42755855,42755915,42755650,42755901,42755741,42755721,42755667,,101.4,81.2356987,102.3482018,121.7607002,132.4056938,159.2081963,180.3991934,110.31,49600,1,72.5,26.48916543
42755628,42755639,42755726,42755855,42755915,42755650,42755707,42755741,42755721,42755648,,95.47,77.06744957,95.72994995,114.9424477,126.7374504,149.4474472,172.4419469,87.2,49200,1,56.1,-12.24152371
42755628,42756140,42755702,42755806,42755711,42755650,42755901,42755741,42755721,42755838,,99.57,78.69819641,97.62320328,119.6356983,131.3132011,155.7457108,180.6656934,113.65,49400,1,71.5,16.74731374
42756140,42755632,42755672,42755697,42755903,42755960,42755690,42755661,42755712,42755831,,105.08,86.3742466,103.4992523,122.96175,132.6717476,151.8542404,179.9867493,124.22,49000,1,135.35,17.13895053
42756140,42755639,42755902,42755786,42755956,42755732,42755690,42755661,42755674,42755654,,99.72,79.5156517,98.95314789,117.8406487,128.8281425,149.3406555,168.0366373,83.67,49500,1,57.7,-8.261303604
42756140,42755632,42755902,42755786,42755956,42755732,42755690,42755674,42755654,42755698,,103.54,83.9837532,102.7712479,121.2587471,130.126252,150.1662552,174.8577524,89.79,49400,1,87.35,23.57179523
42756140,42755632,42755672,42755786,42755903,42755732,42755842,42755674,42755654,42755831,,103.45,83.90674973,102.3192444,123.3817463,135.2067505,154.2242531,175.1877505,128.49,49100,1,96.35,9.453880787
42756140,42755632,42755672,42755735,42755903,42755732,42755842,42755674,42755654,42755831,,104.86,85.88674736,103.4242516,123.3492508,136.0142509,153.031752,180.9062463,125.21,49700,1,93.35,30.36181331
42755629,42755626,42755672,42755735,42755781,42755960,42755842,42755671,42755689,42755695,,98.18,80.90960312,97.3470993,117.4346008,129.3796013,150.4221039,173.8425978,106.78,49200,1,93.1,10.01752093
42755629,42755626,42755672,42755735,42755854,42755960,42755742,42755671,42755705,42755695,,92.83,76.92210388,94.79710007,114.8846016,124.9221039,143.7471069,167.2950948,89.46,49200,1,82.1,-12.43089959
42755626,42756281,42755672,42755735,42755854,42755663,42755742,42755671,42755689,42755814,,93.08,78.07499886,95.72499847,115.4624977,126.0800026,143.1624939,159.7224969,83.99,49800,1,84.8,-14.81040418
42755626,42755638,42755672,42755735,42755854,42755663,42755742,42755689,42755705,42755814,,92.86,77.81124687,95.09875107,114.5737476,125.7887501,143.4462517,161.3782489,82.81,49300,1,90.8,-8.605594188
42755628,42756140,42755938,42755798,42755744,42755812,42755655,42755657,42755787,42755694,,100.17,82.81069756,100.3731995,120.3607044,131.055703,150.8582054,168.9511964,94.73,49800,1,61.5,27.42286921
42756140,42755639,42755664,42755798,42755744,42755812,42755655,42755694,42755790,42755698,,101.8,80.96564865,99.07814789,119.0781498,130.4356468,153.9056435,178.9876494,71.05,50000,1,57.7,39.2688483
42755628,42756140,42755869,42755798,42755744,42755812,42755655,42755684,42755694,42755818,,93.32,81.14819717,99.59820175,120.5356979,133.0132004,153.6531937,178.2711995,90.71,49200,1,37.5,2.259337343
42755630,42756140,42755938,42755772,42755744,42755812,42755690,42755657,42755956,42755651,,96.29,76.95034599,95.83785248,114.0753517,125.3203503,146.9703598,166.1873419,64.17,49300,1,68.55,29.47965264
42755630,42756140,42755938,42755772,42755956,42755912,42755690,42755689,42755657,42755651,,94.34,76.66284943,95.23785019,112.6128502,123.6803535,143.2678482,164.090351,62.96,49500,1,69.55,34.33334827
42755628,42755646,42755714,42755656,42755796,42755663,42755668,42755822,42755825,42755652,,92.85,75.62024498,91.70774841,110.8827515,121.320253,137.7427567,165.5967636,91.56,49200,1,42.45,-28.79497111
42755628,42755626,42755876,42755676,42755715,42755663,42755936,42755822,42755825,42755652,,101.57,83.04449654,101.3319969,121.9445,133.3394989,150.4894951,175.2840128,133.03,49200,1,93.55,-4.818947613
42755628,42755626,42755714,42755676,42755796,42755663,42755936,42755822,42755825,42755652,,99.66,82.51949883,99.88199615,120.8069973,131.1895073,149.7544952,171.2940129,125.61,49800,1,85.55,-13.31726164
42755628,42755626,42755714,42755656,42755796,42755753,42755668,42755899,42755724,42755788,,100.68,83.98749924,100.7750015,121.0750027,131.75,152.5975029,169.844503,110.07,49200,1,93.55,-3.682981804
42755641,42755632,42755702,42755723,42755711,42755753,42755682,42755808,42755667,42755665,,91.74,71.68875122,89.63874817,112.2512531,124.1462486,143.8512451,168.1922513,50.88,49200,1,67.3,-22.98599631
