P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Small Slate | 1k-10k,Large Slate | 1k-10k,geomean1,Small Slate | 10k-50k,Small Slate | 50k+,Single Game,Large Slate | 10k-50k,Small Slate | 100-1k,Large Slate | 50k+,Saber Score
42955485,42955476,42955597,42955505,42955499,42955520,42955515,42955486,42955572,42955508,,91.71,72.32894707,90.09144974,110.5914497,121.8314507,146.2164459,176.9734459,132.78,49400,1,89.3,88.14304738,83.98658641,87.32299142,10.99843014,82.60109941,81.78104345,169.4629534,85.93750443,84.80664237,85.11744846,46.16644681
42955476,42955479,42955544,42955584,42955499,42955489,42955576,42955521,42955533,42955486,,94.69,76.37469864,97.31219864,117.9622002,128.4946983,150.6847069,184.4497101,178.12,50000,1,106.95,89.37104946,83.43143265,88.06854255,14.85524784,81.45156037,80.14905347,170.6213325,86.08867028,84.73393955,84.78616337,48.72244
42955476,42955479,42955510,42955584,42955569,42955489,42955576,42955521,42955506,42955486,,97.73,79.99970055,99.18720245,119.9747009,132.6471901,152.0572014,184.156207,188.23,50000,1,107.95,89.91206941,83.55192028,88.15417172,16.03989389,81.43187056,79.67397288,172.7353855,86.03412201,85.30981796,84.27622432,55.06927967
42955476,42955477,42955510,42955584,42955493,42955489,42955606,42955518,42955528,42955521,,94.18,73.72609901,93.55110168,116.3636036,129.6586082,148.3961166,181.6586079,174.35,49900,1,86.3,88.4044436,82.57144965,87.03636883,13.47088914,80.62711833,79.25904356,170.290721,85.09203751,83.93952442,83.72396274,28.67509425
42955485,42955476,42955510,42955505,42955499,42955520,42955507,42955579,42955486,42955615,,90.02,72.22094727,89.18344116,108.6709461,119.9909447,141.6534531,169.7984473,121.17,49200,1,74.3,85.6310781,81.84028011,84.71030267,0,80.57668077,79.65590534,168.375627,83.44670334,82.76105554,82.5259279,-3.825012594
42955476,42955478,42955510,42955505,42955493,42955577,42955606,42955567,42955486,42955508,,91.23,73.3687439,91.1812439,110.4062538,121.4537453,141.1062531,170.9837469,131.52,50000,1,108.25,86.0348557,81.9003256,84.94463463,9.420841451,80.5221489,79.43192784,169.0995096,83.56645793,82.99054667,82.47623687,13.35230172
42955481,42955477,42955492,42955584,42955580,42955489,42955576,42955533,42955490,42955511,,95.06,77.18194962,96.14445114,115.8819504,126.5019463,144.6569397,180.9454579,174.72,49600,1,116.9,88.34291093,82.37783467,86.80550531,14.54156929,80.38947592,78.85207029,170.8957842,84.81714656,83.91524029,83.27974094,53.64925265
42955476,42955478,42955510,42955591,42955493,42955603,42955515,42955508,42955543,42955486,,93.09,74.29475021,93.65725327,112.6572475,122.4222492,140.1647568,170.6577419,140.93,50000,1,108.25,86.24639714,81.80068343,84.8516488,10.92200175,80.31877886,78.92403051,170.3570533,83.36974423,83.19543177,81.97499588,19.96163577
42955476,42955478,42955510,42955584,42955493,42955489,42955606,42955528,42955521,42955518,,94.08,73.97125244,93.04624939,115.8962536,128.4862511,152.0987434,180.2382526,173.13,49400,1,119.25,87.96134757,82.17209047,86.54069216,13.39701123,80.24233811,78.82168269,170.2411155,84.61093979,83.59274589,83.19028438,29.26031053
42955476,42955485,42955510,42955505,42955493,42955520,42955606,42955561,42955528,42955486,,88.53,68.86244965,86.36245346,109.987442,121.9949554,141.0024422,168.299445,114.78,49400,1,91.3,84.92384276,81.40841882,84.16028665,8.478290069,80.23661084,79.47305473,167.3856348,82.98847867,82.17197493,82.22492256,-3.837899491
42955485,42955479,42955517,42955591,42955504,42955555,42955509,42955488,42955490,42955513,,86.04,69.64075089,87.17824936,107.1782494,116.1882492,141.8307472,169.0792471,106.81,49600,1,89.85,84.5173873,81.24232765,84.12138097,8.884733205,80.15064111,79.75463478,165.5846686,83.02969442,81.63833398,82.63368809,23.39530438
42955476,42955479,42955510,42955584,42955493,42955489,42955576,42955521,42955514,42955533,,95.79,77.23719788,96.76219559,119.9497013,131.1946953,149.2897011,179.412207,179.74,49600,1,131.95,88.08674725,82.08799896,86.38312032,15.10688594,80.0884162,78.38478927,171.4483091,84.38353756,83.7916259,82.67991063,26.88080072
42955485,42955476,42955597,42955505,42955499,42955520,42955515,42955548,42955486,42955508,,90.25,70.70394707,90.39144897,109.6289463,122.3739468,140.6739433,168.975446,125.24,49800,1,92.3,85.29646312,81.38755718,84.26905462,9.239491689,80.08458854,79.05718003,168.4780442,82.96608597,82.41496569,81.93867747,41.64835513
42955483,42955476,42955510,42955584,42955493,42955489,42955576,42955533,42955521,42955498,,96.82,76.82469749,98.1371994,118.8746967,130.837191,150.1447067,180.4912131,187.98,49700,1,125.85,88.44188801,82.14202764,86.59498114,16.04062701,80.04207419,78.19516733,172.0588309,84.49502769,83.9889345,82.64812083,36.85068786
42955481,42955477,42955639,42955503,42955563,42955568,42955507,42955514,42955488,42955508,,95.03,74.99445152,93.76944733,111.4944458,122.5169525,144.0044464,170.4479579,150.01,49500,1,53.9,86.44926832,81.6338849,84.72892195,13.44083506,80.0287571,78.30841074,171.6386171,83.12379415,83.35423127,81.40344779,33.66213739
42955476,42955477,42955510,42955584,42955493,42955489,42955606,42955518,42955533,42955521,,94.92,74.97259903,95.03509903,117.7475986,129.792598,150.3400986,180.7181194,180.51,49700,1,96.3,88.0816327,82.0174121,86.51263733,14.39204689,79.99600524,78.42700987,170.7194192,84.49123047,83.58640747,82.9222351,17.52190143
42955476,42955479,42955510,42955554,42955563,42955489,42955487,42955531,42955548,42955532,,90.63,74.89320374,92.29320145,112.1057014,121.7231998,141.2007065,173.2536946,138.24,49700,1,118.95,85.99703372,81.4575581,84.95396932,7.294435231,79.94439956,78.90133516,168.3569654,83.44081078,82.50062251,82.39774637,-2.05649063
42955481,42955485,42955597,42955505,42955499,42955520,42955515,42955486,42955511,42955508,,89.81,72.19680023,89.07180023,110.0468006,120.7293011,139.8742958,168.5452896,123.53,49900,1,95.9,85.06856365,81.22363755,84.08248057,11.01178593,79.94199552,78.95591243,168.1741384,82.80083854,82.20972063,81.81475545,47.90050983
42955485,42955479,42955544,42955512,42955499,42955520,42955509,42955486,42955524,42955513,,86.41,71.3002491,88.40024948,108.7627506,119.5902485,139.8352562,168.9892502,112.65,50000,1,58.85,84.42529536,80.99383898,83.93584949,10.40762452,79.85002019,79.36057432,165.7718288,82.7920307,81.48328485,82.30258483,12.12164909
42955476,42955485,42955510,42955512,42955493,42955577,42955526,42955488,42955561,42955511,,91.73,70.34345055,89.0434494,111.9059544,123.1259499,142.9659515,167.4554509,129.1,49700,1,85.3,85.17728327,81.1126871,83.86985868,10.01462258,79.7578217,78.45039711,169.5399492,82.51499329,82.42011169,81.2075687,19.75937188
42955476,42955479,42955544,42955584,42955499,42955489,42955576,42955521,42955559,42955486,,93.72,76.83720207,96.41220093,113.4871979,127.3671959,149.7147095,178.0001979,170.26,49500,1,118.95,87.27552211,81.62424235,85.81496583,13.49428747,79.74048243,78.27992615,170.0495521,83.93120591,83.08479863,82.47064963,30.79211116
42955476,42955485,42955510,42955503,42955493,42955568,42955507,42955528,42955491,42955572,,94.86,73.97195244,93.3344574,115.5344505,128.5144508,147.3669571,169.0859573,147.5,49800,1,46.3,86.04898816,81.31589215,84.29896686,12.5877551,79.73819348,77.98817218,171.5595776,82.72126819,83.06591345,80.97124689,31.32997751
42955476,42955484,42955612,42955584,42955493,42955489,42955507,42955521,42955533,42955491,,93.37,74.55364799,93.7411499,114.6911469,127.3661434,146.3686493,181.0691469,175.43,49900,1,109.7,87.68103899,81.68854564,86.30758789,13.16827299,79.69104786,78.31759676,169.5464045,84.31009011,83.06199674,82.93663901,44.53995526
42955476,42955479,42955527,42955584,42955569,42955489,42955576,42955521,42955506,42955486,,96.5,79.74969673,98.03719711,118.1371994,129.2971992,152.9097061,179.493698,185.75,49300,1,109.95,88.03347221,81.76517881,86.17451244,15.55782213,79.67574767,77.81678789,171.8278326,84.0850813,83.62413858,82.22612152,67.69404411
42955476,42955478,42955510,42955512,42955493,42955489,42955606,42955528,42955511,42955621,,92.82,73.50775528,91.67025375,113.8327503,125.8427582,145.5002457,174.0392636,154.09,49500,1,113.25,86.41342698,81.34774733,85.02193626,10.85822344,79.65918745,78.26769673,169.7310815,83.33337638,82.73923806,81.94188566,15.21551013
42955476,42955479,42955544,42955584,42955499,42955489,42955576,42955521,42955486,42955552,,93.54,76.78720093,95.58719635,115.2621975,125.8446968,149.0597008,177.411707,168.18,49600,1,98.95,87.09898524,81.51204163,85.64569089,12.7631385,79.64972709,78.19643274,169.9506687,83.78337635,82.96533598,82.330082,38.65786791
42955485,42955476,42955510,42955503,42955563,42955520,42955507,42955511,42955572,42955486,,96.85,78.31845093,96.61845016,114.7434521,126.5834507,145.3784538,166.9739449,150.01,49500,1,53.3,86.05051323,81.24605448,83.96627693,13.18720816,79.64456823,77.56033193,173.0793943,82.36479068,83.33029079,80.28055438,39.08816278
42955476,42955483,42955612,42955571,42955497,42955489,42955576,42955521,42955514,42955488,,94.91,76.28720093,94.91220093,115.3371964,127.0597012,147.3047012,179.0752008,178.94,49200,1,176.85,87.63406918,81.63795066,85.99968769,13.60763917,79.63924449,78.004863,170.7569443,84.00098152,83.27233215,82.36660003,17.15183556
