Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5131278778,AaronCosta (28/40),0,146.95,1B Mark Vientos 2B Zack Gelof 3B Manny Machado C Luis Torrens OF Juan Soto OF MJ Melendez OF Carson Benge P Kris Bubic P Clay Holmes SS Bobby Witt Jr.,,Parker Messick,P,50.11%,11.65
2,5131237966,dfs_ads (115/117),0,145.95,1B Kyle Manzardo 2B Zack Gelof 3B Manny Machado C Carter Jensen OF Jackson Merrill OF Ramon Laureano OF Miguel Andujar P Kris Bubic P Clay Holmes SS Xander Bogaerts,,Jose Ramirez,3B,42.62%,5
3,5131119966,bafoon13 (50/117),0,144.95,1B Vinnie Pasquantino 2B Zack Gelof 3B Miguel Andujar C Carter Jensen OF Brent Rooker OF Tyler Soderstrom OF Colby Thomas P Kris Bubic P Clay Holmes SS Jacob Wilson,,Juan Soto,OF,41.67%,0
3,5131120022,bafoon13 (106/117),0,144.95,1B Mark Vientos 2B Travis Bazzana 3B Miguel Andujar C Carter Jensen OF Juan Soto OF Ramon Laureano OF Colby Thomas P Kris Bubic P Clay Holmes SS Colson Montgomery,,Clay Holmes,P,40.12%,24.8
5,5130806158,RoyalPain21 (20/117),0,143.95,1B Ty France 2B Zack Gelof 3B Jose Ramirez C Austin Wynns OF Chase DeLauter OF Tyler Soderstrom OF Colby Thomas P Kris Bubic P Clay Holmes SS Jacob Wilson,,Kris Bubic,P,36.34%,28.15
5,5131270140,Hurliss (7/7),0,143.95,1B Ty France 2B Travis Bazzana 3B Manny Machado C Carter Jensen OF Jackson Merrill OF Chase DeLauter OF Ramon Laureano P Kris Bubic P Clay Holmes SS Xander Bogaerts,,Chase DeLauter,OF,28.11%,17
7,5131120029,bafoon13 (113/117),0,143,1B Nick Kurtz 2B Zack Gelof 3B Manny Machado C Salvador Perez OF Brent Rooker OF Tyler Soderstrom OF Colby Thomas P Kris Bubic P Jack Kochanowicz SS Xander Bogaerts,,Luis Castillo,P,26.40%,10.1
8,5130354715,niquisition (11/16),0,142.95,1B Mark Vientos 2B Marcus Semien 3B Manny Machado C Luis Torrens OF Juan Soto OF Ramon Laureano OF Carson Benge P Kris Bubic P Clay Holmes SS Xander Bogaerts,,Travis Bazzana,2B,24.53%,13
8,5131259191,PackRBack (4/4),0,142.95,1B Mark Vientos 2B Travis Bazzana 3B Jose Ramirez C Drew Romo OF Juan Soto OF Chase DeLauter OF Brett Baty P Kris Bubic P Clay Holmes SS Brayan Rocchio,,Bobby Witt Jr.,SS,23.28%,5
10,5130575234,OneDropKing (36/117),0,141.95,1B Mark Vientos 2B Zack Gelof 3B Jose Ramirez C Austin Wynns OF Jackson Merrill OF Chase DeLauter OF Steven Kwan P Kris Bubic P Clay Holmes SS Jacob Wilson,,Julio Rodriguez,OF,22.72%,3
10,5131252939,sommer716 (4/60),0,141.95,1B Mark Vientos 2B Marcus Semien 3B Manny Machado C Carter Jensen OF Juan Soto OF Miguel Andujar OF MJ Melendez P Kris Bubic P Clay Holmes SS Xander Bogaerts,,Marcus Semien,2B,20.38%,0
12,5131135874,septicman (2/2),0,140.95,1B Nick Kurtz 2B Chase Meidroth 3B Manny Machado C Drew Romo OF Brent Rooker OF Tyler Soderstrom OF Colby Thomas P Kris Bubic P Clay Holmes SS Jacob Wilson,,Salvador Perez,C,20.15%,4
13,5131252984,sommer716 (49/60),0,140.8,1B Nick Kurtz 2B Zack Gelof 3B Manny Machado C Austin Wynns OF Brent Rooker OF Ramon Laureano OF Tyler Soderstrom P Kris Bubic P Griffin Canning SS Xander Bogaerts,,Munetaka Murakami,1B,19.89%,0
14,5131159390,bizzell88 (117/117),0,138.95,1B Mark Vientos 2B Travis Bazzana 3B Daniel Schneemann C Salvador Perez OF Chase DeLauter OF Steven Kwan OF Carson Benge P Kris Bubic P Clay Holmes SS Bobby Witt Jr.,,Mike Trout,OF,19.18%,5
14,5131278396,markopoulosal,0,138.95,1B Munetaka Murakami 2B Zack Gelof 3B Manny Machado C Drew Romo OF Brent Rooker OF Miguel Andujar OF Colby Thomas P Kris Bubic P Clay Holmes SS Colson Montgomery,,Manny Machado,3B,19.05%,17
16,5131112904,colinmccort (10/10),0,137.95,1B Nick Kurtz 2B Zack Gelof 3B Manny Machado C Carter Jensen OF Brent Rooker OF Tyler Soderstrom OF Colby Thomas P Kris Bubic P Clay Holmes SS Brayan Rocchio,,Carter Jensen,C,17.93%,6
17,5130837498,cantfademe (97/117),0,136.95,1B Nick Kurtz 2B Travis Bazzana 3B Maikel Garcia C Austin Wynns OF Brent Rooker OF Tyler Soderstrom OF Colby Thomas P Kris Bubic P Clay Holmes SS Xander Bogaerts,,Brent Rooker,OF,17.83%,5
17,5131250435,phils44 (47/117),0,136.95,1B Vinnie Pasquantino 2B Zack Gelof 3B Maikel Garcia C Austin Wynns OF Brent Rooker OF Tyler Soderstrom OF Colby Thomas P Kris Bubic P Clay Holmes SS Bobby Witt Jr.,,Ramon Laureano,OF,17.42%,9
19,5130617634,hutchs72 (2/3),0,135.95,1B Vinnie Pasquantino 2B Zack Gelof 3B Maikel Garcia C Drew Romo OF Brent Rooker OF Chase DeLauter OF Tristan Peters P Kris Bubic P Clay Holmes SS Bobby Witt Jr.,,Kyle Manzardo,1B,16.37%,6
19,5131159386,bizzell88 (113/117),0,135.95,1B Vinnie Pasquantino 2B Zack Gelof 3B Darell Hernaiz C Carter Jensen OF Brent Rooker OF Tyler Soderstrom OF Colby Thomas P Kris Bubic P Clay Holmes SS Bobby Witt Jr.,,Colson Montgomery,SS,16.07%,4
19,5131159387,bizzell88 (114/117),0,135.95,1B Mark Vientos 2B Travis Bazzana 3B Daniel Schneemann C Salvador Perez OF Brent Rooker OF Ramon Laureano OF Carson Benge P Kris Bubic P Clay Holmes SS Bobby Witt Jr.,,Jack Kochanowicz,P,16.02%,16.85
22,5130744454,Boxscores,0,134.95,1B Mark Vientos 2B Travis Bazzana 3B Jose Ramirez C Drew Romo OF Juan Soto OF Brett Baty OF MJ Melendez P Kris Bubic P Clay Holmes SS Colson Montgomery,,Griffin Canning,P,15.84%,19.65
22,5131225850,AndrewCraig94,0,134.95,1B Munetaka Murakami 2B Chase Meidroth 3B Manny Machado C Drew Romo OF Ramon Laureano OF Miguel Andujar OF Nick Castellanos P Kris Bubic P Clay Holmes SS Xander Bogaerts,,Xander Bogaerts,SS,15.68%,15
24,5131159352,bizzell88 (79/117),0,134.45,1B Nick Kurtz 2B Zack Gelof 3B Jose Ramirez C Carter Jensen OF Chase DeLauter OF Tyler Soderstrom OF Colby Thomas P Clay Holmes P Griffin Canning SS Jacob Wilson,,Jacob Wilson,SS,15.30%,5
25,5131159342,bizzell88 (69/117),0,133.95,1B Nick Kurtz 2B Zack Gelof 3B Miguel Andujar C Drew Romo OF Chase DeLauter OF Ramon Laureano OF Sam Antonacci P Kris Bubic P Clay Holmes SS Colson Montgomery,,Steven Kwan,OF,14.97%,0
25,5131159385,bizzell88 (112/117),0,133.95,1B Vinnie Pasquantino 2B Zack Gelof 3B Darell Hernaiz C Salvador Perez OF Brent Rooker OF Tyler Soderstrom OF Colby Thomas P Kris Bubic P Clay Holmes SS Bobby Witt Jr.,,Drew Romo,C,14.82%,14
25,5131250469,phils44 (81/117),0,133.95,1B Nick Kurtz 2B Jeff McNeil 3B Manny Machado C Drew Romo OF Brent Rooker OF Ramon Laureano OF Colby Thomas P Kris Bubic P Clay Holmes SS Jacob Wilson,,Vinnie Pasquantino,1B,14.21%,8
28,5130806150,RoyalPain21 (12/117),0,133.8,1B Mark Vientos 2B Zack Gelof 3B Bo Bichette C Carter Jensen OF Juan Soto OF MJ Melendez OF Carson Benge P Kris Bubic P Griffin Canning SS Zach Neto,,Randy Arozarena,OF,14.08%,0
29,5131235339,jakeysnake,0,133.45,1B Mark Vientos 2B Travis Bazzana 3B Manny Machado C Austin Hedges OF Juan Soto OF Julio Rodriguez OF Chase DeLauter P Clay Holmes P Parker Messick SS Xander Bogaerts,,MJ Melendez,OF,13.70%,5
30,5130575285,OneDropKing (87/117),0,132.95,1B Mark Vientos 2B Marcus Semien 3B Bo Bichette C Drew Romo OF Juan Soto OF Ramon Laureano OF Carson Benge P Kris Bubic P Clay Holmes SS Colson Montgomery,,Bo Bichette,3B,13.57%,6
30,5130680192,craftylefty (63/104),0,132.95,1B Vinnie Pasquantino 2B Zack Gelof 3B Manny Machado C Salvador Perez OF Jackson Merrill OF Jac Caglianone OF Isaac Collins P Kris Bubic P Clay Holmes SS Bobby Witt Jr.,,Zach Neto,SS,13.41%,4
30,5131162901,moklovin (46/117),0,132.95,1B Mark Vientos 2B Marcus Semien 3B Manny Machado C Freddy Fermin OF Juan Soto OF Ramon Laureano OF Nick Castellanos P Kris Bubic P Clay Holmes SS Xander Bogaerts,,Nick Kurtz,1B,13.29%,3
30,5131162907,moklovin (52/117),0,132.95,1B Mark Vientos 2B Marcus Semien 3B Manny Machado C Carter Jensen OF Juan Soto OF MJ Melendez OF Carson Benge P Kris Bubic P Clay Holmes SS Jacob Wilson,,Austin Hedges,C,12.50%,0
30,5131266187,mrhands17 (2/10),0,132.95,1B Mark Vientos 2B Travis Bazzana 3B Bo Bichette C Salvador Perez OF Juan Soto OF MJ Melendez OF Carson Benge P Kris Bubic P Clay Holmes SS Bobby Witt Jr.,,Aaron Civale,P,11.88%,16.1
35,5130837427,cantfademe (26/117),0,131.95,1B Ty France 2B Zack Gelof 3B Jose Ramirez C Austin Wynns OF Brent Rooker OF Tyler Soderstrom OF Colby Thomas P Kris Bubic P Clay Holmes SS Bobby Witt Jr.,,Maikel Garcia,3B,10.86%,8
35,5130909895,nerdytenor (6/117),0,131.95,1B Nick Castellanos 2B Zack Gelof 3B Jose Ramirez C Freddy Fermin OF Jackson Merrill OF Chase DeLauter OF Ramon Laureano P Kris Bubic P Clay Holmes SS Xander Bogaerts,,Jackson Merrill,OF,10.76%,8
