P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42643648,42643649,42643682,42643685,42643814,42643681,42643869,42643721,42643821,42643806,,104.72,85.95064735,104.975647,126.65065,137.3731483,159.9056496,187.6586501,141.03,49400,1,110.6,89.30028695,86.70401785,88.21839723,85.62212813,171.1815344,85.83903852,83.24276941,84.7571488,82.16087969,9.082307642,44.31192577
42643648,42643649,42643902,42643685,42643688,42643681,42643869,42643702,42643721,42643821,,104.71,86.79764748,104.4476471,124.3976498,134.9801544,157.0751472,185.4351532,130.71,49800,1,116.6,89.11460027,86.65821656,88.04557833,85.58919462,171.4284831,86.02153688,83.56515317,84.95251494,82.49613124,7.514098494,42.43583083
42643648,42643649,42643717,42643708,42643803,42643766,42643727,42643664,42643854,42643842,,107.84,89.13515282,105.8726501,127.7851505,138.5526459,160.1376503,185.1321501,140.52,49800,1,89.6,89.49148553,86.42311386,87.97000095,84.90162927,173.3275209,86.37230883,83.30393716,84.85082425,81.78245258,7.611617666,62.79301047
42643648,42643649,42643682,42643893,42643688,42643836,42643705,42643749,42643699,42643780,,101.67,81.87265015,99.6726532,119.8226509,131.8301476,148.2351563,183.6406502,114.51,49700,1,98.6,88.18555692,86.25819972,87.46927205,85.54191486,169.6267525,85.26862479,83.3412676,84.55233993,82.62498273,4.49422512,36.902228
42643658,42643649,42643682,42643685,42643798,42643681,42643683,42643821,42643721,42643800,,103.25,83.66199493,101.7369957,121.711998,132.3269974,154.0619965,188.4120026,144.61,49600,1,154.8,88.65712882,86.05197496,87.65539221,85.05023836,169.9617367,84.84861369,82.24345983,83.84687708,81.24172323,9.400128003,18.30068678
42643654,42643649,42643667,42643685,42643814,42643681,42643869,42643821,42643721,42643692,,98.76,80.58065033,97.03065109,118.0181465,129.9431526,153.8506493,182.5081458,101.46,49800,1,129.1,87.44616841,86.03961945,87.08987836,85.6833294,167.8861949,84.65168174,83.24513277,84.29539168,82.88884272,7.361656005,2.414254285
42643648,42643649,42643682,42643685,42643814,42643681,42643869,42643721,42643767,42643821,,106.12,86.98515129,106.3226471,127.1851521,136.787645,160.2576561,182.9266531,133.61,49900,1,112.6,88.6885676,85.90402787,87.32812715,84.54358742,172.3542109,85.77671023,82.9921705,84.41626978,81.63173005,7.793572804,63.33087087
42643648,42643649,42643710,42643708,42643814,42643681,42643740,42643821,42643721,42643772,,106.48,86.68514824,106.7976494,129.0976486,139.2801445,156.5826469,181.0741472,125.92,50000,1,101.6,88.60225656,85.8705768,87.2043804,84.47270065,172.7899178,85.99872191,83.26704215,84.60084575,81.869166,6.676129316,89.89287019
42643652,42643648,42643710,42643722,42643791,42643681,42643869,42643672,42643821,42643721,,101.99,84.27490044,102.2374001,121.937397,132.8649071,152.4649017,181.5659084,109.66,49400,1,112.05,87.78464605,85.78647408,86.96511091,84.96693895,169.9183929,85.06827071,83.07009874,84.24873557,82.25056361,6.673011463,43.20172966
42643648,42643649,42643717,42643708,42643803,42643707,42643854,42643767,42643842,42643666,,103.43,82.86014938,101.5226479,121.5726509,132.3026459,151.5276443,180.6406502,113.94,49700,1,93.6,87.93484503,85.72483815,86.92167879,84.71167191,170.9024477,85.35748936,83.14748248,84.34432312,82.13431624,5.045408126,31.88073337
