P,P,C,1B,2B,3B,SS,OF,OF,OF
42944647,42944650,42944865,42944677,42944742,42944820,42944775,42944892,42944674,42944735
42944647,42944650,42944865,42944677,42944722,42944703,42944775,42944846,42944685,42944892
42944659,42944646,42944865,42944677,42944693,42944703,42944775,42944698,42944892,42944714
42944658,42944650,42944865,42944677,42944693,42944703,42944960,42944674,42944775,42944714
42944648,42944646,42944865,42944715,42944693,42944703,42944848,42944808,42944892,42944674
42944645,42944650,42944865,42944731,42944740,42944703,42944848,42944674,42944892,42944714
42944647,42944646,42944676,42944677,42944903,42944964,42944807,42944734,42944725,42944775
42944647,42944644,42944865,42944677,42944803,42944703,42944741,42944892,42944775,42944718
42944662,42944650,42944909,42944677,42944840,42944670,42944848,42944674,42944721,42944718
42944660,42944650,42944768,42944677,42944706,42944703,42944807,42944775,42944848,42944674
42944647,42944646,42944865,42944708,42944706,42944703,42944775,42944854,42944674,42944892
42944647,42944662,42944787,42944677,42944819,42944691,42944960,42944674,42944675,42944809
42944647,42944648,42944865,42944866,42944722,42944703,42944848,42944892,42944674,42944675
42944647,42944650,42944787,42944715,42944819,42944747,42944741,42944873,42944675,42944712
42944647,42944650,42944787,42944677,42944819,42944747,42944807,42944675,42944844,42944728
42944647,42944663,42944681,42944866,42944829,42944701,42944758,42944674,42944727,42944712
42944647,42944654,42944697,42944715,42944860,42944920,42944671,42944737,42944890,42944683
42944647,42944646,42944945,42944677,42944750,42944733,42944766,42944830,42944846,42944674
42944659,42944650,42944697,42944756,42944696,42944691,42944706,42944890,42944765,42944714
42944644,42944661,42944969,42944778,42944884,42944691,42944671,42944674,42944754,42944744
42944647,42944646,42944688,42944715,42944860,42944843,42944724,42944890,42944808,42944675
42944647,42944662,42944697,42944781,42944740,42944691,42944730,42944710,42944765,42944718
42944648,42944650,42944676,42944715,42944860,42944843,42944671,42944737,42944808,42944890
42944662,42944650,42944681,42944781,42944740,42944726,42944730,42944714,42944854,42944674
42944662,42944650,42944697,42944756,42944740,42944882,42944730,42944666,42944755,42944714
42944664,42944650,42944676,42944677,42944693,42944703,42944775,42944737,42944765,42944892
42944652,42944650,42944945,42944677,42944750,42944691,42944766,42944801,42944846,42944674
42944647,42944650,42944865,42944738,42944750,42944733,42944766,42944846,42944746,42944672
42944662,42944646,42944950,42944715,42944696,42944843,42944678,42944872,42944683,42944675
42944647,42944650,42944950,42944715,42944693,42944843,42944686,42944683,42944890,42944714
42944644,42944662,42944950,42944715,42944740,42944843,42944671,42944683,42944890,42944674
42944647,42944656,42944688,42944715,42944689,42944843,42944724,42944808,42944683,42944872
42944647,42944644,42944697,42944731,42944860,42944843,42944706,42944890,42944683,42944808
42944647,42944651,42944950,42944715,42944860,42944719,42944724,42944890,42944683,42944675
42944662,42944650,42944745,42944673,42944693,42944701,42944695,42944746,42944794,42944824
42944644,42944650,42944697,42944756,42944860,42944733,42944730,42944808,42944765,42944714
42944647,42944644,42944950,42944715,42944696,42944843,42944736,42944683,42944890,42944744
42944647,42944646,42944777,42944715,42944722,42944920,42944724,42944867,42944755,42944685
42944657,42944645,42944697,42944715,42944860,42944843,42944678,42944683,42944737,42944890
42944647,42944646,42944945,42944708,42944750,42944790,42944766,42944666,42944846,42944728
42944647,42944646,42944917,42944715,42944742,42944733,42944805,42944666,42944779,42944846
42944645,42944648,42944950,42944715,42944860,42944843,42944724,42944808,42944685,42944674
42944647,42944662,42944787,42944715,42944860,42944843,42944671,42944808,42944683,42944675
42944647,42944651,42944697,42944715,42944740,42944726,42944730,42944872,42944714,42944854
42944644,42944646,42944732,42944677,42944860,42944843,42944736,42944890,42944808,42944683
42944663,42944650,42944697,42944756,42944696,42944703,42944678,42944765,42944714,42944854
42944647,42944650,42944723,42944715,42944722,42944691,42944724,42944755,42944872,42944852
42944647,42944646,42944697,42944852,42944722,42944920,42944724,42944755,42944737,42944714
42944645,42944646,42944688,42944690,42944860,42944920,42944724,42944683,42944808,42944890
42944644,42944660,42944950,42944715,42944696,42944703,42944671,42944872,42944683,42944808
42944647,42944646,42944945,42944738,42944769,42944790,42944766,42944846,42944685,42944674
42944647,42944648,42944745,42944715,42944740,42944843,42944695,42944683,42944872,42944808
42944644,42944663,42944697,42944781,42944740,42944803,42944695,42944854,42944674,42944714
42944645,42944650,42944950,42944715,42944920,42944790,42944724,42944666,42944683,42944808
42944647,42944644,42944716,42944715,42944860,42944843,42944758,42944667,42944808,42944890
42944647,42944644,42944978,42944731,42944699,42944711,42944807,42944725,42944831,42944698
42944645,42944650,42944950,42944715,42944740,42944843,42944678,42944872,42944683,42944714
42944644,42944662,42944697,42944781,42944740,42944790,42944766,42944683,42944765,42944714
42944647,42944655,42944768,42944715,42944860,42944843,42944724,42944683,42944808,42944668
42944647,42944646,42944723,42944715,42944920,42944843,42944724,42944737,42944808,42944683
42944644,42944646,42944906,42944778,42944689,42944760,42944780,42944687,42944832,42944754
42944645,42944662,42944745,42944720,42944870,42944726,42944671,42944667,42944795,42944929
42944654,42944660,42944938,42944673,42944689,42944701,42944686,42944672,42944794,42944858
42944657,42944645,42944723,42944852,42944742,42944719,42944724,42944666,42944882,42944755
42944645,42944655,42944739,42944704,42944693,42944912,42944678,42944793,42944713,42944832
42944657,42944663,42944732,42944673,42944689,42944701,42944695,42944687,42944794,42944858
42944653,42944652,42944745,42944673,42944796,42944719,42944695,42944794,42944712,42944824
42944657,42944658,42944787,42944673,42944796,42944701,42944695,42944680,42944729,42944824
42944663,42944660,42944676,42944679,42944742,42944882,42944724,42944666,42944755,42944737
42944649,42944646,42944777,42944852,42944722,42944703,42944780,42944867,42944755,42944675
42944660,42944649,42944716,42944668,42944750,42944733,42944766,42944846,42944801,42944685
42944653,42944652,42944745,42944731,42944863,42944719,42944671,42944727,42944712,42944795
42944659,42944664,42944732,42944704,42944689,42944691,42944780,42944746,42944683,42944687
42944651,42944662,42944732,42944704,42944689,42944910,42944671,42944725,42944698,42944832
42944644,42944657,42944716,42944731,42944870,42944691,42944671,42944872,42944683,42944929
