CPT,UTIL,UTIL,UTIL,UTIL,UTIL,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42961883,42961842,42961844,42961845,42961853,42961855,,212.07,198.25,213.375,229.5,238.375,253.75625,273.375,184.655,49700,0,0,101.0493667,95.42229141,98.20811843,92.63646439,69.98548501,98.0986092,95.31278218,95.31278218,83.08231278,24.58555056,-9.349925071
42961880,42961842,42961843,42961846,42961857,42961860,,211.73,196.875,212.9375,229.25,238.26875,254.88125,274.2525,183.775,48900,0,0,100.9525988,95.48876199,98.21575137,92.7617726,69.98202373,98.09447117,95.36748178,95.36748178,83.21099209,23.11076704,-33.12368393
42961886,42961842,42961843,42961846,42961848,42961856,,213.21,199.125,215.625,232.40625,242.64375,258.125,279.88875,200.16,49700,0,0,101.520247,95.47581506,98.46659773,92.4850324,69.98173742,98.41618044,95.42539778,95.42539778,82.93920227,23.28407734,-8.476448804
42961881,42961842,42961844,42961845,42961859,42961860,,212.48,197.25,213.1875,230.625,239.75,258.50625,275.75125,191.85,48000,0,0,101.2096191,95.55009657,98.41242325,92.68776988,69.9785621,98.20838152,95.34605483,95.34605483,83.02082622,25.74028126,-36.53158247
42961877,42961845,42961846,42961850,42961853,42961857,,212.47,198.21875,213.75,229.875,239.01875,254,274.00875,186.23,48500,0,0,101.177039,95.38192453,98.24357627,92.5202728,69.97634915,98.14648484,95.2848331,95.2848331,82.96072479,29.89003895,-17.20279604
42961877,42961844,42961846,42961849,42961854,42961856,,209.55,195.25,211.3125,227.375,235.375,253.375,275.00625,155.7,49900,0,0,100.2531492,95.61868433,97.96027466,93.277094,69.97612281,97.91982747,95.57823714,95.57823714,83.90423388,21.9925221,-28.2699883
42961879,42961842,42961843,42961846,42961859,42961865,,212.53,196.875,213.3125,229.875,239.9125,257.8875,284.87625,192.74,48400,0,0,101.2276852,95.51780047,98.39072907,92.64487187,69.97517246,98.5173285,95.64439991,95.64439991,83.3063426,19.83533006,-41.31216407
42961879,42961842,42961843,42961845,42961858,42961867,,210.46,194.125,210.6875,226.875,235.25,252.7625,271.76625,171.525,49000,0,0,100.4900727,95.51115037,98.01616695,93.00613379,69.97348871,97.88892839,95.38391181,95.38391181,83.505955,21.42975686,-38.23987246
42961877,42961843,42961844,42961852,42961853,42961859,,212.43,198.125,213.125,229.75,238.375,255.25,275.6275,186.775,48500,0,0,101.1377374,95.42168918,98.27947329,92.56390508,69.96983305,98.19102352,95.33323941,95.33323941,83.01478015,29.40035478,-17.8826943
42961878,42961842,42961845,42961848,42961855,42961856,,210.93,196.375,212.125,228.28125,237.375,256.75,280.5025,173,49900,0,0,100.6966873,95.60793456,98.19934978,93.01651933,69.96814488,98.22021434,95.62879912,95.62879912,83.64351198,23.98845873,-2.641703747
42961881,42961842,42961844,42961850,42961851,42961858,,211.89,196.625,214,230.5,240.51875,257.50625,276.505,182.45,49200,0,0,101.0755228,95.54571075,98.30965264,92.78176886,69.96512414,98.16782366,95.40388177,95.40388177,83.20331388,26.93872814,-9.397268295
42961879,42961842,42961843,42961848,42961856,42961858,,211.26,196.46875,211.375,227.875,237,255.63125,281.87625,178.44,49200,0,0,100.7669771,95.52803105,98.18135366,92.87470844,69.96190381,98.28971786,95.63639525,95.63639525,83.57450401,24.68980963,-27.74500549
42961879,42961843,42961846,42961848,42961851,42961858,,212.23,197.25,212.3125,230.25,240.625,256.5125,275.2575,184.515,50000,0,0,101.1686902,95.47326595,98.29964604,92.64688585,69.96138428,98.15227653,95.32589644,95.32589644,83.04774828,27.32828047,-3.084884211
42961879,42961842,42961846,42961851,42961853,42961854,,211.66,196.875,212.875,228.875,239.875,256.39375,275.75375,179.185,49600,0,0,100.9866761,95.51918036,98.24418231,92.79417842,69.96105873,98.11792429,95.39292235,95.39292235,83.24153758,25.10786556,4.471038282
42961881,42961843,42961844,42961845,42961855,42961857,,211.51,195.75,211.4375,228.125,236.875,254.50625,274.00625,177.75,49600,0,0,100.8281491,95.46226112,98.16082716,92.76369507,69.96048793,98.04503112,95.34646507,95.34646507,83.22819652,26.40415267,-16.06683135
42961879,42961842,42961845,42961850,42961851,42961859,,213.24,196,213.125,229.75,239.5375,259.38125,278.00625,194.755,49400,0,0,101.3948092,95.48601943,98.49325613,92.47878272,69.95951786,98.33311631,95.3258796,95.3258796,82.82189399,29.92640817,44.37215328
42961894,42961842,42961843,42961844,42961845,42961853,,213.98,199.125,214.375,229.625,238.375,252.875,270.5125,210.45,48200,0,0,101.5462851,95.17937754,98.31891415,92.03984093,69.95856819,98.14523547,95.00569886,95.00569886,82.33645708,23.05471889,-22.85684943
42961881,42961842,42961844,42961848,42961850,42961865,,211.61,196.84375,214.125,230.125,239.26875,257,276.145,182.21,49400,0,0,100.9478259,95.54109798,98.25880424,92.82339171,69.95783588,98.1234489,95.40574263,95.40574263,83.26388031,19.13051441,-38.1451875
42961881,42961842,42961845,42961848,42961851,42961860,,211.72,197.75,215,232.03125,240.26875,255.75625,273.25625,182.66,49200,0,0,101.0159098,95.48346599,98.22146391,92.74546808,69.95644381,98.03438646,95.29638854,95.29638854,83.12933566,24.60904207,-16.75961465
42961877,42961843,42961846,42961849,42961855,42961856,,209.83,196.09375,211.75,228,237.25,255.375,275.015,159.49,49700,0,0,100.3902389,95.63256675,98.03561658,93.22951691,69.95296331,97.92190309,95.51885326,95.51885326,83.77092055,23.15987532,-19.43606883
42961878,42961842,42961846,42961849,42961853,42961859,,213.15,198.59375,214.5,231.75,240.26875,256.5,279.26,194.02,49100,0,0,101.3960916,95.37765174,98.3723255,92.38297798,69.95257819,98.36046254,95.36578878,95.36578878,82.87837431,29.07835852,12.64663041
42961878,42961842,42961844,42961851,42961853,42961859,,213.45,198.125,214.3125,230.75,239.26875,256.5,282,198.495,48700,0,0,101.4359158,95.34807121,98.39714064,92.29900178,69.95067204,98.47772696,95.42865753,95.42865753,82.87348673,30.34056569,-14.9437502
42961881,42961842,42961844,42961848,42961855,42961857,,212.22,198.21875,214.125,230.75,238.875,255.275,276.12875,188.53,48400,0,0,101.0908032,95.40977541,98.24066243,92.57888838,69.94880758,98.16820563,95.3373186,95.3373186,83.05510887,27.37788719,-31.41539395
42961880,42961842,42961844,42961846,42961856,42961860,,210.66,195.125,211.5,227.78125,237.625,252.875,272.5,173.765,49300,0,0,100.6240354,95.45840509,98.01207304,92.90473715,69.94744276,97.90545382,95.35178588,95.35178588,83.4162706,20.97788048,-30.8044076
42961878,42961842,42961846,42961848,42961853,42961867,,212,197.75,213.125,231.125,241,259.25625,285.25125,187.045,48500,0,0,101.1146063,95.57248505,98.3652873,92.77968279,69.94659465,98.4541958,95.66139354,95.66139354,83.42706639,24.18811459,-25.17612576
42961879,42961842,42961846,42961849,42961853,42961857,,212.16,197.375,213.125,228.25,237.125,254.88125,272.64,184.225,49400,0,0,101.0047046,95.39721918,98.21855704,92.57588132,69.94652888,98.0428701,95.22153224,95.22153224,82.95154381,27.35836889,-15.37404507
42961885,42961842,42961844,42961846,42961848,42961859,,214.99,199.71875,216.5,232.25,241.39375,258.1625,282.5075,219.62,48900,0,0,101.9282209,95.26335197,98.58965936,91.93704458,69.94487342,98.62622102,95.29991363,95.29991363,82.39892021,27.91620435,25.41342676
42961878,42961842,42961846,42961848,42961854,42961858,,211.24,196.625,213.75,230.40625,240.25,259.125,286.5025,177.955,49300,0,0,100.8809199,95.63215747,98.2906365,92.97367843,69.94446528,98.42659042,95.76811138,95.76811138,83.70195442,23.82167052,-27.48251557
42961881,42961842,42961844,42961850,42961853,42961855,,211.78,197.21875,212.3125,229,238.375,255.25,276.13125,181.635,49200,0,0,100.9504729,95.43885716,98.19442503,92.68328928,69.94268094,98.1229721,95.36740422,95.36740422,83.18010926,26.67330129,-19.3413794
42961881,42961843,42961844,42961848,42961853,42961854,,211.68,196.96875,212.875,229.375,238.01875,255.375,279.125,179.19,50000,0,0,100.9078268,95.44668172,98.18632878,92.70703467,69.93889419,98.2112892,95.47164214,95.47164214,83.30472155,25.96493506,5.33162728
42961881,42961842,42961843,42961851,42961853,42961854,,211.5,197.5,214.25,230.125,240,256.38125,280.125,178.465,49400,0,0,100.9372421,95.49816238,98.2062648,92.79005996,69.93785234,98.22795519,95.51985277,95.51985277,83.3924932,25.37150478,-25.97648501
42961879,42961842,42961843,42961850,42961851,42961860,,210.93,194.75,210.875,228.40625,237.6625,258.125,276.7625,173.625,50000,0,0,100.6923628,95.61156363,98.21862702,93.00450025,69.93684856,98.06272814,95.45566476,95.45566476,83.45472946,23.14455804,-19.29403543
42961878,42961842,42961844,42961848,42961857,42961858,,212.04,197.625,212.875,229.25,238.89375,256.125,281.8825,187.47,48700,0,0,101.0330542,95.42590437,98.23511499,92.61669374,69.92802927,98.32552957,95.51631895,95.51631895,83.26380201,27.08360101,-21.93603218
42961877,42961843,42961844,42961849,42961853,42961867,,210,195.875,210.875,226.125,235.125,251.3875,271.8775,163.53,49300,0,0,100.3387463,95.43109409,97.87765049,92.9845377,69.92651845,97.80473913,95.35818273,95.35818273,83.55917243,22.47423505,-41.51442647
42961877,42961844,42961846,42961848,42961855,42961860,,210.55,196.875,213.25,229.875,238.51875,255.50625,277.6275,172.3,48500,0,0,100.6178852,95.52910689,98.07513768,92.98307609,69.92352583,98.04474406,95.49871327,95.49871327,83.57573404,23.04666232,-44.90943849
42961881,42961842,42961843,42961849,42961853,42961857,,212,197.625,214,230.125,238.625,254.51875,273.75125,183.505,49200,0,0,101.0094272,95.36332793,98.16776627,92.55888959,69.92332249,98.04290661,95.23846827,95.23846827,82.99250504,27.645639,5.869495124
42961878,42961842,42961844,42961850,42961853,42961858,,211.6,196.21875,211.25,228.5,237.76875,255.875,278.5025,180.575,49500,0,0,100.8681073,95.44671045,98.18060192,92.71281897,69.92190263,98.16616843,95.43227695,95.43227695,83.27467478,26.38658873,-24.04016107
42961877,42961845,42961846,42961849,42961853,42961859,,212.64,199.5,214.8125,229.75,238.25,253.375,268.6325,188.405,48700,0,0,101.1643673,95.26033581,98.18009125,92.34058038,69.92071003,97.92458984,95.0048344,95.0048344,82.61505136,30.09126493,-13.20968717
42961877,42961844,42961845,42961851,42961853,42961859,,212.94,197.375,213.375,230.65625,239,256.13125,272.51,192.88,48300,0,0,101.273118,95.33213226,98.30628337,92.35798116,69.91880387,98.08023419,95.10608309,95.10608309,82.64854372,31.39743943,-19.79744881
42961877,42961845,42961846,42961848,42961853,42961867,,211.49,197.75,213.5,230.15625,238.76875,253.88125,271.12625,181.43,48100,0,0,100.8745124,95.3724124,98.09029633,92.65452847,69.91472649,97.9003153,95.18243138,95.18243138,83.04573566,25.03067578,-45.56776285
42961878,42961842,42961845,42961848,42961853,42961860,,211.43,196.625,212.3125,229.03125,238.39375,255.5,276.13375,180.785,49500,0,0,100.8429575,95.43503924,98.14298674,92.72709174,69.9132223,98.06242297,95.35447546,95.35447546,83.2303883,24.10465219,-18.70882511
42961877,42961845,42961846,42961848,42961854,42961858,,210.73,197.75,213.5625,230.125,239.5,253.125,270.8775,172.34,48900,0,0,100.6991672,95.40909684,97.99265755,92.82553614,69.91259712,97.82209901,95.2385383,95.2385383,83.27001277,24.65146711,-36.62627041
42961877,42961844,42961846,42961851,42961852,42961858,,210.74,196,213.4375,230.625,240.01875,256.875,276.395,171.09,49100,0,0,100.7214966,95.54381024,98.12992696,92.95769353,69.91104795,98.00760436,95.42148765,95.42148765,83.44996077,25.76535328,-24.8878628
42961880,42961842,42961844,42961848,42961850,42961867,,211.35,196,211.125,228.625,238.25,254.25,274.25,180.54,49700,0,0,100.8123768,95.38556331,98.08280134,92.68832528,69.90613853,97.98465464,95.28741661,95.28741661,83.17760176,22.69904348,-13.11499923
42961877,42961845,42961846,42961850,42961852,42961856,,210.39,195.875,212.5,227.875,237.25,254.88125,274.26125,166.015,49700,0,0,100.5159963,95.4928809,98.0195721,92.9661897,69.90519959,97.89858713,95.37189593,95.37189593,83.47538198,24.99364156,-11.0926725
42961877,42961844,42961848,42961850,42961851,42961854,,210.87,197.09375,212.5,229.375,238,257.25,275.50375,170.695,49900,0,0,100.673416,95.53610392,98.14868572,92.92352213,69.9044347,97.98249902,95.36991722,95.36991722,83.36613564,25.71133322,-0.860296655
42961892,42961842,42961843,42961844,42961845,42961853,,213.77,199.09375,214.125,228.625,238.14375,252.64375,271.63,209.795,49100,0,0,101.4539136,95.10813123,98.23740657,91.97885588,69.90427107,98.10993858,94.98066323,94.98066323,82.33103516,20.60303051,-9.767331928
42961877,42961844,42961846,42961848,42961852,42961865,,210.46,197.125,213.25,229.875,238.75,254.7625,278.2525,170.85,49300,0,0,100.5930611,95.48011837,98.01999946,92.94023728,69.90375969,98.03804941,95.49816832,95.49816832,83.585347,18.29724327,-46.64349854
42961888,42961842,42961843,42961845,42961846,42961858,,212.93,198.96875,213.9375,229.625,238,254.375,273.3775,200.555,49100,0,0,101.2234523,95.2456056,98.22558234,92.26562887,69.90358977,98.09339936,95.11342263,95.11342263,82.65050299,21.98136623,-29.63398397
42961877,42961843,42961844,42961850,42961855,42961859,,211.91,196.21875,212.1875,229.125,239.125,257.25,279.5025,183.675,48500,0,0,100.9951068,95.44190828,98.24027834,92.64353822,69.90339349,98.20901191,95.41064185,95.41064185,83.17475509,28.3207243,-14.81040418
42961878,42961842,42961844,42961845,42961856,42961865,,209.8,194.59375,210.25,226.25,235.39375,252,277.0025,165.715,49900,0,0,100.2810289,95.42685665,97.8526446,93.0010687,69.89679855,97.93012565,95.5043377,95.5043377,83.73500294,16.45259873,-46.30789161
42961877,42961844,42961845,42961848,42961857,42961858,,211.53,197.09375,212.25,229.5,238.875,252.625,272.25125,181.855,48300,0,0,100.880103,95.29479565,98.02908795,92.56050336,69.89616111,97.92327095,95.18897865,95.18897865,83.03409314,28.02702267,-26.34654939
42961877,42961843,42961844,42961851,42961853,42961860,,210.63,195.375,211.625,228.125,237.14375,254.375,275.64,171.75,48900,0,0,100.5714101,95.43928609,98.01326387,92.86530831,69.89613458,97.95741902,95.38344124,95.38344124,83.42895219,24.28222776,-45.07724047
42961880,42961842,42961843,42961844,42961858,42961860,,210.35,195.25,210.5625,227.125,236.375,251.13125,271.3775,172.505,49500,0,0,100.4660993,95.34428006,97.86859086,92.81996927,69.89570904,97.78823426,95.26392347,95.26392347,83.37157134,21.1125983,-31.7725718
42961877,42961844,42961845,42961850,42961853,42961858,,211.09,195.625,211.25,227.75,236.64375,253.125,270.88,174.96,49100,0,0,100.6715847,95.3431873,98.00216045,92.68421415,69.89003446,97.83168626,95.17271311,95.17271311,83.11274236,27.30573089,-30.8172971
42961881,42961842,42961844,42961849,42961853,42961856,,210.93,196.375,211.8125,228.40625,237.14375,251.875,274.12625,173.495,49600,0,0,100.6478775,95.3095233,97.9406402,92.67840639,69.88874152,97.92567242,95.29455551,95.29455551,83.26956669,25.09423031,-19.55652684
42961877,42961844,42961846,42961852,42961853,42961855,,210.63,196.5,212.5,228.625,237.51875,254,274.75375,170.275,49100,0,0,100.5824151,95.41419855,97.99194125,92.83645586,69.88860475,97.91998658,95.34224388,95.34224388,83.38398991,25.51148767,-27.40939856
42961883,42961842,42961844,42961846,42961853,42961859,,214.2,200.875,215.9375,231.65625,240.64375,257.25625,277.63,210.705,47900,0,0,101.6585813,95.21338096,98.42795769,91.99880422,69.8868704,98.33328209,95.11870535,95.11870535,82.36462563,29.38976793,-16.83273166
42961877,42961843,42961845,42961851,42961852,42961859,,211.93,198.09375,213.1875,230.25,238.875,256.88125,273.62625,182.675,49100,0,0,100.9800253,95.39482664,98.20733864,92.58231464,69.88223528,97.99136686,95.17885485,95.17885485,82.92793544,28.92344641,-17.40505695
42961877,42961843,42961848,42961850,42961851,42961855,,211.15,197.625,212.5,230.125,240.375,256.14375,279,174.485,49700,0,0,100.830199,95.43573609,98.10977738,92.76169479,69.8812752,98.10224502,95.42820372,95.42820372,83.3504927,27.07607927,21.73435539
42961878,42961842,42961845,42961846,42961859,42961867,,212.26,196.71875,213.125,230.125,240,258.75,281.3775,192.135,47900,0,0,101.1119554,95.43248709,98.30434601,92.56062818,69.88111516,98.28117208,95.40931316,95.40931316,83.08435012,24.88960854,-39.32849467
42961883,42961842,42961843,42961845,42961853,42961856,,211.76,197.5,213,229.375,238.375,253.76875,277.1275,184.66,49500,0,0,100.9122642,95.28756364,98.07243316,92.50269413,69.87695198,98.08907581,95.30420629,95.30420629,83.0885004,24.48247491,-4.745832086
42961879,42961842,42961845,42961846,42961857,42961867,,211.27,194.84375,211.375,228.53125,238,254.75,274.0025,182.34,48200,0,0,100.7656168,95.36447034,98.06299335,92.66594733,69.87506584,97.93810547,95.23958246,95.23958246,83.13204546,23.41738416,-25.10300875
42961879,42961842,42961845,42961848,42961854,42961856,,210.37,195.21875,211.1875,226.75,237.01875,253,273.26125,169.735,50000,0,0,100.4864553,95.38020262,97.91841961,92.84198563,69.87502233,97.83288784,95.29467085,95.29467085,83.38752182,22.837771,-13.90247196
42961881,42961843,42961844,42961845,42961854,42961859,,211.94,197,212.75,228.5,237.875,256.38125,274.255,184.28,49400,0,0,100.9389006,95.36231468,98.18101839,92.54361096,69.8734147,98.00465139,95.18594768,95.18594768,82.9283912,26.71795964,-26.74238682
42961878,42961842,42961846,42961848,42961856,42961859,,213.06,198.125,214.125,232.5,242,261,286.75125,199.05,48100,0,0,101.3987064,95.42660968,98.44677462,92.40644473,69.86953027,98.52215758,95.50199263,95.50199263,82.99309517,28.67599948,-4.711373895
42961879,42961842,42961846,42961848,42961856,42961857,,212.07,197.625,213.25,229.03125,238.625,257,277.75375,189.255,48400,0,0,100.9982113,95.35859293,98.20542197,92.51176388,69.86348095,98.12434684,95.27751779,95.27751779,82.98604637,26.97980946,-31.47562146
42961879,42961842,42961846,42961848,42961855,42961859,,213.09,199.125,215.125,230.53125,239.26875,257.5,276.26125,199.57,48200,0,0,101.2952738,95.28358135,98.31296506,92.25419763,69.86178125,98.16314168,95.13375797,95.13375797,82.61430567,28.87059488,-20.98075897
42961881,42961842,42961844,42961848,42961854,42961859,,212.65,198.84375,215.375,230.75,239.875,257.875,277.25375,195.06,48200,0,0,101.2015547,95.33649502,98.28751971,92.38547033,69.86173435,98.15739111,95.20636642,95.20636642,82.78486876,27.70326676,-31.30781949
42961879,42961842,42961846,42961850,42961853,42961856,,211.63,195.96875,212,228.03125,237.89375,255.1375,275.0025,182.36,49200,0,0,100.8487729,95.32009002,98.09159992,92.54858012,69.8573543,97.9862001,95.2146902,95.2146902,83.01813354,26.28546832,-11.75099984
42961881,42961842,42961845,42961850,42961851,42961855,,211.28,197.75,213.25,230,238.5,255.1375,273.75375,177.535,49800,0,0,100.7779908,95.34785816,98.05815393,92.63756238,69.85508316,97.91062053,95.20032475,95.20032475,83.08056964,26.24062894,-11.97903529
42961877,42961843,42961845,42961850,42961852,42961858,,210.08,195.375,211,227.375,236.5,255.2625,273.75125,164.755,49900,0,0,100.3777535,95.45691499,97.95424904,92.95958094,69.85346587,97.80203369,95.30469964,95.30469964,83.45134885,25.15414818,-0.201968825
42961881,42961842,42961843,42961845,42961857,42961867,,211.11,195.875,212.5,228.625,237.7875,255.375,276.62875,181.62,48000,0,0,100.7028899,95.36690009,98.04852358,92.6852766,69.85185945,97.989259,95.30763551,95.30763551,83.22412371,23.66327288,-47.1211344
42961883,42961842,42961843,42961846,42961852,42961859,,213.19,199.875,215.375,232.75,241.5,258.5,278.26,200.5,48700,0,0,101.4041366,95.29423584,98.34717347,92.2412982,69.8503018,98.22800838,95.17507074,95.17507074,82.62761097,27.07397141,-23.6700967
42961877,42961843,42961844,42961849,42961856,42961859,,211.06,196.875,211.25,227.75,236.5,252.25625,272.7525,175.535,48900,0,0,100.6376163,95.25303556,97.92695464,92.57911647,69.84945407,97.85161303,95.17769394,95.17769394,83.10411333,26.64412517,-30.75706661
42961880,42961842,42961846,42961848,42961852,42961857,,212.2,197.84375,213.875,231.03125,239.39375,255,273.12625,189.155,49500,0,0,101.0559201,95.2515303,98.12882509,92.37423551,69.84886637,97.96517681,95.08788202,95.08788202,82.76015523,26.70596557,-11.54874116
42961877,42961843,42961844,42961848,42961856,42961867,,209.91,195.21875,210.5,227.375,236.375,253.76875,281.255,168.56,48300,0,0,100.3224063,95.40212279,97.87417037,92.93007521,69.84347053,98.03007739,95.55802981,95.55802981,83.73753652,22.16325768,-46.69084251
42961881,42961842,42961843,42961848,42961856,42961857,,211.91,197.125,213.625,231.125,241.625,258.5125,283.25,188.535,48200,0,0,101.0620137,95.3936656,98.22359513,92.56373608,69.84027456,98.27233592,95.4424064,95.4424064,83.17496017,27.26310459,-28.8336277
42961877,42961843,42961845,42961849,42961851,42961867,,209.5,195.375,211.625,227,235.5,249.00625,268.12875,159.43,49900,0,0,100.1761109,95.25664874,97.65793303,92.85536444,69.83892068,97.54612075,95.14483646,95.14483646,83.413366,22.10967649,-31.44985437
42961881,42961842,42961843,42961848,42961855,42961859,,212.93,198.375,215.25,231.78125,241.75,259.65,286.12625,198.85,48000,0,0,101.3386444,95.34210176,98.35458595,92.32961757,69.83857486,98.45853506,95.44605087,95.44605087,82.95062377,29.17374375,-24.68560338
42961877,42961845,42961846,42961848,42961856,42961859,,212.55,198.34375,215,231,240,257.375,274.62625,193.435,47700,0,0,101.1677206,95.29090337,98.23614999,92.34565675,69.8376621,98.03575831,95.09051169,95.09051169,82.67924565,29.67489025,-30.06427884
42961885,42961842,42961844,42961846,42961851,42961853,,213.27,198.09375,214.5,230,240.39375,257.125,275.8775,202.57,49900,0,0,101.3749183,95.21546469,98.28967766,92.14125173,69.83625386,98.14069911,95.06648614,95.06648614,82.4941882,25.52231545,15.59846252
42961879,42961842,42961843,42961851,42961853,42961859,,213.17,197.5,213.9375,229.375,238.625,256.8875,275.38375,199.02,48600,0,0,101.2776001,95.21284057,98.27017127,92.15550987,69.83439,98.11326872,95.05593802,95.05593802,82.5049759,30.41838991,-12.99453974
42961881,42961842,42961843,42961850,42961853,42961856,,211.47,196.5,212.625,229.90625,239.14375,256.25,282.1375,181.64,49000,0,0,100.8436488,95.34045039,98.09506077,92.58584002,69.83414791,98.18948161,95.43487123,95.43487123,83.26233978,26.56147268,-24.04016107
42961881,42961842,42961845,42961848,42961853,42961858,,212.11,198.09375,214.625,231.25,239,254.01875,272.1375,190.135,48600,0,0,101.0045372,95.18797976,98.06106704,92.31489248,69.82521583,97.90014886,95.02706157,95.02706157,82.70755049,28.12817876,-34.16496217
42961881,42961842,42961844,42961848,42961852,42961860,,210.64,197.5,212.875,229.5,237.89375,255.25,275.135,176.1,49200,0,0,100.5669226,95.36047985,97.97293861,92.74802108,69.82273544,97.86787159,95.25541283,95.25541283,83.26199744,23.00390207,-42.55570173
42961877,42961843,42961846,42961851,42961854,42961855,,209.83,195.625,212.375,229.5,238.51875,256.13125,278.87875,164.005,49300,0,0,100.3723972,95.45694211,97.9278053,92.98607891,69.81733658,97.91664164,95.44577845,95.44577845,83.63003238,23.37529094,-33.87670219
42961881,42961842,42961844,42961845,42961856,42961867,,210.04,194.125,210.5,227.125,237.26875,253.5,273.52125,171.61,48400,0,0,100.3792497,95.34137067,97.84967273,92.83306861,69.81727849,97.75452313,95.24622108,95.24622108,83.38368369,21.4793957,-51.2691617
42961877,42961843,42961846,42961848,42961856,42961860,,210.24,195.25,212.375,229.75,240.375,258.375,278.6325,172.305,48300,0,0,100.553894,95.49943417,98.04450747,92.95436088,69.81499281,97.94250835,95.39743505,95.39743505,83.48921933,22.9500385,-50.94644427
42961879,42961842,42961843,42961848,42961857,42961858,,211.76,196.875,212.4375,228.5,237.76875,255.125,278.0025,187.995,48600,0,0,100.8557837,95.23964042,98.05711231,92.42216853,69.81174723,98.05339409,95.23592219,95.23592219,82.98761393,27.15307105,-21.7682302
42961877,42961843,42961844,42961850,42961851,42961865,,210.02,194.625,210.5,228.375,238.125,257.5,278.76125,167.2,49700,0,0,100.4039554,95.47925072,97.98766474,92.97083669,69.80992887,97.92219289,95.41377887,95.41377887,83.55202022,18.57025799,-28.48513424
42961883,42961842,42961843,42961846,42961849,42961867,,210.76,197.375,213.75,229.5,238.375,253.25625,277.62625,177.255,49500,0,0,100.6100688,95.25283732,97.89454724,92.61112739,69.8069872,97.94686817,95.30515824,95.30515824,83.27714743,20.69589982,-15.44295996
42961879,42961842,42961843,42961850,42961853,42961858,,211.32,195.34375,210.875,226.625,236.76875,255.775,276.25,181.1,49400,0,0,100.6957601,95.29354918,98.03570193,92.55139644,69.80562058,97.94894578,95.20679304,95.20679304,83.05339954,26.45427092,-27.00487673
42961883,42961842,42961843,42961844,42961851,42961867,,211.06,197,212.125,228.75,237.875,253.025,278.14125,181.73,49100,0,0,100.6695863,95.21475124,97.91085683,92.51864564,69.80508105,97.98905972,95.29295412,95.29295412,83.197187,21.59424878,-38.30010593
42961877,42961843,42961844,42961851,42961855,42961857,,210.63,194.96875,211.25,228,238.14375,255.3875,274.87875,173.52,48700,0,0,100.5631797,95.3336756,97.95527039,92.71208082,69.80090057,97.83649998,95.2149052,95.2149052,83.21279915,26.57609814,-39.31561112
42961883,42961842,42961845,42961846,42961851,42961859,,213.7,200.375,216.625,232.75,241.5,258.25625,272.12625,206.605,48500,0,0,101.5149006,95.16330056,98.33260519,91.99399592,69.79927262,98.01544894,94.8461443,94.8461443,82.15960443,28.91303129,-10.64080819
42961880,42961842,42961844,42961846,42961857,42961860,,211.16,195.46875,211.5,228.5,237.375,253.25625,273.2575,183.32,48700,0,0,100.6727169,95.20265739,97.92047462,92.48484016,69.79728618,97.82539125,95.10757402,95.10757402,82.98564171,23.07080888,-31.78545535
42961886,42961842,42961844,42961846,42961848,42961856,,212.64,198.875,214.8125,231.5,240.64375,256.5,276.75,199.705,49500,0,0,101.1967938,95.18971047,98.17132098,92.20809996,69.79699987,98.07476909,95.09315858,95.09315858,82.64152045,23.24381952,-4.530683532
42961877,42961843,42961845,42961848,42961858,42961859,,212.24,197.46875,214,230.15625,239.625,255.75625,280.7525,192.175,47900,0,0,101.0442478,95.18137593,98.0972654,92.26548647,69.78592838,98.16311599,95.24722653,95.24722653,82.87912365,29.86545937,-32.0134908
42961879,42961842,42961843,42961845,42961856,42961865,,209.52,193.5,210.25,225.625,235,251.26875,272.37625,166.24,49800,0,0,100.1325597,95.25047753,97.68452675,92.81642831,69.7805165,97.63281123,95.19876201,95.19876201,83.43363592,16.49480001,-44.37156916
42961883,42961842,42961843,42961844,42961854,42961855,,210.19,197.09375,211.4375,227.625,236.76875,254.63125,277.135,171.825,49900,0,0,100.3812534,95.31446324,97.8678716,92.76105488,69.78050848,97.8530439,95.29963554,95.29963554,83.38531153,21.05755675,-35.93348265
42961877,42961843,42961846,42961852,42961853,42961856,,210.32,196.125,212.5625,228.75,237.25,255.51875,278.8775,170.28,48900,0,0,100.4347275,95.33487181,97.91165701,92.75808662,69.78007172,97.92297939,95.34619419,95.34619419,83.40270374,25.40453,-28.53247821
42961883,42961842,42961843,42961846,42961851,42961860,,211.39,197.34375,214.4375,231.375,241.125,257.75,276.5,185.475,49100,0,0,100.8715341,95.31643034,98.08556165,92.54729903,69.77660333,97.93459865,95.16546734,95.16546734,82.98197779,22.36083017,-36.57892644
42961880,42961842,42961846,42961848,42961853,42961859,,213.92,199.75,215.25,232,240.39375,257.38125,273.75375,209.68,48300,0,0,101.5180809,95.0754162,98.29594726,91.85488514,69.77520224,98.06588702,94.84535596,94.84535596,82.09779185,30.89190637,-18.67436916
