P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42664895,42664893,42664942,42664975,42665209,42665028,42665147,42664912,42664932,42665155,,115.19,95.69999695,113.5999985,132.8125038,144.9574974,164.6574944,200.358006,174.39,49500,1,122.1,90.65666694,86.75637823,88.83508556,84.93479685,173.7855778,86.24212635,82.34183764,84.42054497,80.52025626,15.07164913,53.83443236
42664896,42664893,42665130,42664912,42664954,42664949,42665070,42665123,42665142,42664962,,101.55,85.88420486,101.4717026,121.8592014,132.2042015,152.574192,192.4996889,98.23,49500,1,104.9,87.6552607,86.49974693,87.58680165,86.43128788,166.5394151,84.46255562,83.30704185,84.39409656,83.23858279,6.147621631,14.64318484
42664895,42664892,42664939,42664975,42665209,42665028,42665147,42664914,42664938,42665122,,111.88,91.95965195,110.1971512,128.9471512,139.8871475,158.3896469,189.9226497,138.97,49700,1,142.3,88.59739026,85.54902257,87.08133302,84.03296534,172.6386693,85.51651613,82.46814844,84.00045889,80.9520912,10.0979729,52.47462988
42664899,42664892,42665137,42664924,42665026,42664940,42665057,42664912,42665192,42665041,,106.22,87.76259995,108.5500984,127.4876003,139.1625916,160.7826004,196.0521007,142.86,50000,1,134.8,87.93136721,85.37432185,87.05329756,84.49625219,168.5155155,83.77250973,81.21546436,82.89444007,80.3373947,11.78004092,22.2680226
42664899,42664892,42665196,42664924,42665209,42665028,42665057,42664915,42664912,42665155,,112.17,91.76260376,110.4001007,132.2001076,144.2325981,165.017598,195.2756007,157.73,49800,1,101.8,88.87124867,85.35188618,87.24101446,83.72165198,172.1212613,84.83409804,81.31473555,83.20386383,79.68450135,13.72035162,33.55036676
42664895,42664892,42665196,42664975,42665209,42664940,42665147,42664912,42664915,42665122,,115.71,94.77214813,112.5971489,133.2346535,145.9796532,165.5971436,193.8726466,170.57,50000,1,170.3,89.28420563,85.21311718,87.19338906,83.12230061,174.3343052,85.43420654,81.36311809,83.34338997,79.27230152,14.22173786,64.30773139
42664895,42664892,42665130,42664961,42664981,42665046,42665070,42664976,42664914,42665103,,106.86,91.27214813,108.0721512,126.0096512,136.4796532,156.342144,185.3231436,107.78,49700,1,98.3,87.18598957,85.16483867,86.28105661,84.25990571,170.0740853,84.74226873,82.72111783,83.83733576,81.81618486,6.363489666,49.75082874
42664892,42664893,42665196,42664975,42664935,42664940,42665147,42664912,42665155,42665122,,115.57,95.88464928,114.1721497,132.3971481,142.3871475,163.0971436,191.7961557,162.52,49500,1,159,89.02061739,85.06053685,86.93940593,82.97932539,174.4423803,85.46522163,81.50514109,83.38401016,79.42392963,13.66098487,28.62354815
42664894,42664892,42665196,42664975,42665209,42665028,42665147,42664976,42664916,42664915,,110.98,90.1570015,109.0445023,128.2945023,138.7770012,160.986998,190.0580008,143.88,49600,1,135.95,88.0983496,85.0153191,86.6064001,83.52336959,171.9121457,84.8170561,81.7340256,83.3251066,80.24207609,11.01765137,24.47972596
42664899,42664892,42665025,42664985,42665209,42665028,42664918,42665015,42664912,42665155,,108.56,88.2125988,107.4750977,127.4501019,137.1400925,156.1451035,188.0801038,119.27,49900,1,81.8,87.51607097,84.95339478,86.33728244,83.77460625,170.6890461,84.54319651,81.98052032,83.36440798,80.80173179,7.083222828,56.56661987
