Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5099703487,nycgator12,0,177.5,1B Nick Kurtz 2B Brandon Lowe 3B Kazuma Okamoto C Gary Sanchez OF Yordan Alvarez OF Tyler O'Neill OF Joey Wiemer P Jesus Luzardo P Shane Baz SS Colson Montgomery,,Jesus Luzardo,P,41.99%,11.3
2,5099946294,drunkonpappy (11/33),0,168.9,1B Munetaka Murakami 2B Brandon Lowe 3B Miguel Vargas C Samuel Basallo OF Yordan Alvarez OF Oneil Cruz OF Jesus Sanchez P Jesus Luzardo P Eric Lauer SS Zach Neto,,Pete Crow-Armstrong,OF,29.25%,0
3,5099929843,Nosky,0,158,1B Munetaka Murakami 2B Brandon Lowe 3B Miguel Vargas C Gary Sanchez OF Ronald Acuna Jr. OF Yordan Alvarez OF Ryan O'Hearn P Connelly Early P Shane Baz SS Colson Montgomery,,Michael Busch,1B,25.62%,0
4,5099543983,zroth2 (5/150),0,156.85,1B Pete Alonso 2B Luis Rengifo 3B Alex Bregman C Gary Sanchez OF Taylor Ward OF Ian Happ OF Tyler O'Neill P Shota Imanaga P MacKenzie Gore SS Gunnar Henderson,,Ian Happ,OF,25.27%,16
5,5099926396,RoyalPain21 (127/150),0,155.85,1B Pete Alonso 2B Nico Hoerner 3B Alex Bregman C Samuel Basallo OF Taylor Ward OF Ian Happ OF Tyler O'Neill P Seth Lugo P Eric Lauer SS Gunnar Henderson,,Nolan McLean,P,23.86%,19.05
6,5099783073,bigshowbreaks (1/3),0,154.85,1B Jake Burger 2B Jose Altuve 3B Yandy Diaz C Kyle Higashioka OF George Springer OF Brandon Nimmo OF Andrew McCutchen P Nolan McLean P Connelly Early SS Corey Seager,,Max Meyer,P,22.58%,11.05
6,5100151076,mmckee12 (2/2),0,154.85,1B Pete Alonso 2B Nico Hoerner 3B Alex Bregman C Drake Baldwin OF Taylor Ward OF Ian Happ OF Joey Wiemer P Connelly Early P Max Meyer SS Gunnar Henderson,,Yordan Alvarez,OF,21.82%,18
8,5100088264,asantomo,0,154.3,1B Sal Stewart 2B Matt McLain 3B Alex Bregman C Agustin Ramirez OF Yordan Alvarez OF Taylor Ward OF Ian Happ P Nolan McLean P Rhett Lowder SS Colson Montgomery,,Alex Bregman,3B,20.37%,28
9,5100146878,thebreeze48,0,153.2,1B Christian Walker 2B Brandon Lowe 3B Alex Bregman C J.T. Realmuto OF Mike Trout OF Brandon Nimmo OF Jordan Beck P Nolan McLean P Carmen Mlodzinski SS Bobby Witt Jr.,,Shane Baz,P,19.00%,7.2
10,5100095319,Sixtycent,0,152.65,1B Jake Burger 2B Jose Altuve 3B Alex Bregman C Gary Sanchez OF Yordan Alvarez OF Wyatt Langford OF Wilyer Abreu P MacKenzie Gore P Seth Lugo SS Carlos Correa,,Shota Imanaga,P,16.93%,12.45
11,5099860706,ocdobv (94/150),0,152.1,1B Christian Walker 2B Jose Altuve 3B Isaac Paredes C Keibert Ruiz OF Yordan Alvarez OF Daylen Lile OF Joey Wiemer P Jesus Luzardo P Connelly Early SS Jeremy Pena,,Nico Hoerner,2B,15.78%,8
12,5100042042,scott12e12 (63/70),0,151.5,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Gary Sanchez OF Ian Happ OF Tyler O'Neill OF Joey Wiemer P Jesus Luzardo P Shane Baz SS Bobby Witt Jr.,,Grant Holmes,P,15.63%,9.05
