P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42694101,42694531,42694151,42694139,42694216,42694180,42694119,42694241,42694155,42694174,,100.35,77.96900177,100.1940041,118.8689995,130.1840073,148.774012,179.8265002,102.18,49900,1,60.45,86.78711677,84.89867503,85.98258659,84.09414486,169.3893567,84.33991227,82.45147054,83.53538209,81.64694036,7.826097753,38.87301683
42694105,42694100,42694178,42694139,42694216,42694144,42694120,42694249,42694155,42694250,,90.54,70.06150055,90.96150208,112.1115017,123.0589993,146.2039932,181.5890021,81.47,49600,1,89.85,84.82713518,84.4011194,85.23622565,84.81020987,162.8916914,81.91272597,81.48671019,82.32181644,81.89580065,6.681667339,-7.052219659
42694099,42694531,42694151,42694139,42694216,42694228,42694119,42694155,42694249,42694174,,98.46,75.62389946,96.93640137,118.3363991,132.9589005,152.0764069,177.9103984,94.08,49500,1,62.9,85.8857916,84.24864915,85.24200086,83.60485841,168.2227627,83.5495272,81.91238474,82.90573646,81.268594,7.799289787,24.53995496
42694105,42694531,42694148,42694139,42694274,42694135,42694119,42694249,42694155,42694168,,99.49,78.98790169,96.61289978,118.1879025,129.3928993,149.2654083,180.0264088,108.72,49600,1,84.5,86.16400079,84.17345984,85.3518759,83.36133495,168.5871023,83.44087749,81.45033654,82.6287526,80.63821165,9.18073933,85.0304842
42694109,42694097,42694198,42694139,42694216,42694134,42694164,42694155,42694249,42694174,,97.12,77.15585327,96.21835327,117.230854,130.8683472,149.5758591,183.7273532,120.21,49500,1,132.25,85.92895798,84.07496912,85.38565173,83.53166287,166.632579,82.5402164,80.68622754,81.99691015,80.14292129,9.431504016,6.885001808
42694499,42694531,42694151,42694139,42694180,42694144,42694164,42694155,42694174,42694213,,99.23,81.28140259,98.50640106,119.1438999,130.7188965,149.9963997,177.7483995,99.26,49800,1,65.1,85.87219511,84.03897287,85.09189291,83.25867066,168.6526946,83.49373721,81.66051497,82.71343501,80.88021276,8.427276338,35.57268977
42694531,42694108,42694151,42694139,42694203,42694274,42694119,42694116,42694155,42694249,,96,76.81889915,95.23139954,116.9813995,128.038903,148.4338966,177.2834026,85.28,49700,1,48.5,85.1960194,83.93612579,84.83440795,83.57451434,166.6587347,82.86278439,81.60289078,82.50117294,81.24127933,5.923103361,35.56400537
42694101,42694531,42694151,42694136,42694225,42694200,42694138,42694118,42694174,42694223,,98.87,78.35149765,95.98899841,115.751503,127.0864956,146.6790016,178.0649954,100.26,50000,1,48.45,85.74991065,83.91933247,84.99509443,83.16451625,168.3503033,83.277441,81.44686282,82.52262478,80.6920466,6.941195958,40.12944102
42694101,42694100,42694178,42694173,42694216,42694144,42694120,42694249,42694155,42694250,,88.98,70.78760147,88.03760147,109.8501015,120.7001007,144.4126038,182.0146098,86.18,49400,1,77.8,84.18369952,83.80945309,84.69911515,84.32486872,161.6701812,80.99929772,80.62505129,81.51471335,81.14046692,6.776645573,-14.59525675
42694531,42694100,42694198,42694173,42694145,42694134,42694119,42694241,42694249,42694155,,100.33,80.26890182,98.30640411,119.1314011,130.1813965,151.0364029,180.1118906,116.94,50000,1,147.75,86.03054298,83.73988477,85.03311532,82.74245711,168.9564572,83.14827898,80.85762077,82.15085132,79.86019311,9.082542402,22.32825458
42694531,42694097,42694151,42694139,42694274,42694144,42694119,42694249,42694305,42694142,,101.29,84.61975288,101.8447533,120.8322468,132.244751,151.0172508,179.2952541,119.82,50000,1,83.75,86.11614599,83.69535909,84.98992513,82.56913824,169.6383392,83.35866873,80.93788184,82.23244788,79.81166098,7.040119382,49.96598065
42694531,42694100,42694148,42694139,42694262,42694134,42694119,42694241,42694155,42694249,,102.8,81.43139648,100.8563995,121.5689011,133.8964073,153.9388969,179.7894025,125.87,49800,1,120.75,86.33494875,83.56909018,84.98156894,82.21571037,170.4792585,83.45089228,80.68503371,82.09751247,79.3316539,10.17574146,77.13894844
