Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5111157149,mcafeend (22/50),0,180,1B Jorge Polanco 2B Jeff McNeil 3B Bo Bichette C Shea Langeliers OF Tyler Soderstrom OF Riley Greene OF Lawrence Butler P Edward Cabrera P Joe Ryan SS Jacob Wilson,,Edward Cabrera,P,58.70%,6.65
2,5111269472,TeeJayOrTj (113/150),0,178.35,1B Nick Kurtz 2B Jeff McNeil 3B Nick Yorke C Shea Langeliers OF Tyler Soderstrom OF Jo Adell OF Carlos Cortes P Michael Wacha P Joe Ryan SS Zach Neto,,Kodai Senga,P,44.78%,-8.75
3,5110922213,auggiew,0,170.25,1B Spencer Horwitz 2B Ketel Marte 3B Maikel Garcia C Adrian Del Castillo OF Oneil Cruz OF Jo Adell OF Alek Thomas P Michael Wacha P Braxton Ashcraft SS Zach Neto,,Joe Ryan,P,23.15%,23.35
4,5111298384,dacoltz (57/150),0,169.6,1B Jorge Polanco 2B Marcus Semien 3B Bo Bichette C Francisco Alvarez OF Luis Robert Jr. OF Tyler Soderstrom OF Lawrence Butler P Joe Ryan P Braxton Ashcraft SS Zach Neto,,Corbin Carroll,OF,21.40%,4
5,5110988333,edubbz,0,166.65,1B Vinnie Pasquantino 2B Bryson Stott 3B Alex Bregman C Francisco Alvarez OF Kyle Schwarber OF Riley Greene OF Spencer Steer P Michael Wacha P Taijuan Walker SS Zach Neto,,Bobby Witt Jr.,SS,21.19%,0
5,5110997313,OneDropKing (112/150),0,166.65,1B Jorge Polanco 2B Marcus Semien 3B Bo Bichette C Shea Langeliers OF Luis Robert Jr. OF Tyler Soderstrom OF Denzel Clarke P Michael Wacha P Taijuan Walker SS Francisco Lindor,,Jorge Soler,OF,21.12%,2
7,5111332404,bigwllyjohnson (130/150),0,166.6,1B Nathaniel Lowe 2B Marcus Semien 3B Bo Bichette C Francisco Alvarez OF Luis Robert Jr. OF Oneil Cruz OF Spencer Steer P Joe Ryan P Braxton Ashcraft SS Francisco Lindor,,Jo Adell,OF,20.06%,5
8,5111296943,nerdytenor (75/150),0,166.55,1B Bryce Harper 2B Brandon Lowe 3B Bo Bichette C Henry Davis OF Kyle Schwarber OF Oneil Cruz OF Marcell Ozuna P Michael Wacha P Casey Mize SS Konnor Griffin,,Zach Neto,SS,19.79%,14
9,5111157173,mcafeend (46/50),0,165.25,1B Vinnie Pasquantino 2B Jeff McNeil 3B Maikel Garcia C J.T. Realmuto OF Tyler Soderstrom OF Lawrence Butler OF Carlos Cortes P Michael Wacha P Braxton Ashcraft SS Jacob Wilson,,Byron Buxton,OF,19.40%,5
10,5110997346,OneDropKing (145/150),0,164.65,1B Nathaniel Lowe 2B Marcus Semien 3B Maikel Garcia C Shea Langeliers OF Tyler Soderstrom OF Lawrence Butler OF Carlos Cortes P Edward Cabrera P Michael Wacha SS Zach Neto,,Ketel Marte,2B,19.14%,14
11,5111301463,TheDogSays (13/21),0,164.6,1B Josh Bell 2B Luke Keaschall 3B Maikel Garcia C Ryan Jeffers OF Kyle Schwarber OF Oneil Cruz OF Austin Martin P Joe Ryan P Braxton Ashcraft SS Brooks Lee,,Michael Wacha,P,17.92%,33
12,5111298288,kgdobby (124/150),0,163.8,1B Bryce Harper 2B Jeff McNeil 3B Bo Bichette C Shea Langeliers OF George Springer OF Tyler Soderstrom OF Brandon Marsh P Casey Mize P Braxton Ashcraft SS Jacob Wilson,,Bryce Harper,1B,17.63%,16
13,5111137911,happyp,0,163.35,1B Bryce Harper 2B Luke Keaschall 3B Jose Fernandez C Adrian Del Castillo OF Kyle Schwarber OF Corbin Carroll OF Riley Greene P Michael Wacha P Joe Ryan SS Brooks Lee,,Kyle Schwarber,OF,17.42%,18
14,5111353816,TheKflan,0,162.25,1B Bryce Harper 2B Jonathan India 3B Bo Bichette C Adrian Del Castillo OF Corbin Carroll OF Jo Adell OF Nick Yorke P Michael Wacha P Braxton Ashcraft SS Elly De La Cruz,,Maikel Garcia,3B,16.87%,21
15,5111175497,ShipMyMoney (149/150),0,161.25,1B Colt Keith 2B Brandon Lowe 3B Kevin McGonigle C Dillon Dingler OF Oneil Cruz OF Riley Greene OF Wenceel Perez P Michael Wacha P Braxton Ashcraft SS Konnor Griffin,,Eugenio Suarez,3B,16.07%,7
16,5111348578,ajb04,0,160.6,1B Bryce Harper 2B Luke Keaschall 3B Jose Fernandez C Adrian Del Castillo OF Kyle Schwarber OF Riley Greene OF Brandon Marsh P Joe Ryan P Braxton Ashcraft SS Elly De La Cruz,,Elly De La Cruz,SS,15.74%,27
17,5111269385,TeeJayOrTj (26/150),0,160.35,1B Nathaniel Lowe 2B Jeff McNeil 3B Eugenio Suarez C Shea Langeliers OF Tyler Soderstrom OF TJ Friedl OF Spencer Steer P Joe Ryan P Brandon Williamson SS Elly De La Cruz,,Brandon Marsh,OF,15.10%,0
18,5111026516,mb725016 (112/150),0,158.8,1B Spencer Torkelson 2B Ketel Marte 3B Colt Keith C Dillon Dingler OF Oneil Cruz OF Riley Greene OF Kerry Carpenter P Casey Mize P Braxton Ashcraft SS Konnor Griffin,,Mike Trout,OF,14.98%,13
19,5111296916,nerdytenor (48/150),0,158.6,1B Bryce Harper 2B Brandon Lowe 3B Nick Yorke C Henry Davis OF Kyle Schwarber OF Oneil Cruz OF Bryan Reynolds P Joe Ryan P Braxton Ashcraft SS Zach Neto,,Sal Stewart,1B,14.95%,11
