P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42730327,42730328,42730625,42730573,42730674,42730351,42730363,42730429,42730579,42730354,,105.64,86.53779602,105.3127975,125.650301,137.2452934,159.3878021,190.9428052,102.52,50000,1,94.45,94.62705081,92.49798982,93.65542258,91.52636159,176.1986982,92.12638075,89.99731976,91.15475252,89.02569153,7.927367959,48.55463803
42730327,42730321,42730625,42730573,42730385,42730351,42730473,42730579,42730614,42730379,,101.63,82.98749924,100.25,120.5375004,132.8150017,155.0900032,190.4524969,93.98,49600,1,148.9,93.57362238,92.086818,93.09655237,91.60974798,173.5137903,91.02148931,89.53468492,90.54441929,89.05761491,4.627626739,24.93579239
42730322,42730327,42730625,42730550,42730585,42730351,42730368,42730429,42730579,42730422,,102.85,83.11524963,102.7652473,123.27775,135.7152405,159.2152527,190.5132405,97.94,49900,1,71.85,93.77504048,92.04256035,93.12005283,91.38757271,174.2850002,91.19755071,89.46507058,90.54256306,88.81008294,7.969766837,41.28697813
42730322,42730336,42730625,42730573,42730620,42730351,42730363,42730429,42730579,42730354,,99.43,78.02529907,98.80029678,118.3753014,130.2552956,151.9078049,189.175793,74.47,49900,1,85.75,93.01501544,91.99578886,92.84049523,91.82126866,172.2087664,90.65541652,89.63618994,90.48089632,89.46166974,6.549303067,25.10359585
42730327,42730328,42730417,42730573,42730400,42730351,42730420,42730614,42730579,42730401,,100.48,80.93780327,99.96279907,118.8127975,130.2452934,151.3102959,186.045296,83.4,49600,1,150.45,92.23337947,90.85859169,91.75033024,90.37554246,172.895081,90.04121302,88.66642524,89.5581638,88.18337602,5.987344026,21.91084623
42730327,42730328,42730365,42730611,42730400,42730546,42730420,42730543,42730401,42730384,,101.26,81.88779831,98.98779678,119.1002998,130.3102974,152.1878052,181.7842931,68.99,49800,1,133.45,91.90200886,90.59045644,91.30276744,89.99121502,173.8336463,90.36431728,89.05276486,89.76507586,88.45352344,4.11691975,54.0450871
42730327,42730328,42730625,42730573,42730537,42730351,42730396,42730429,42730579,42730354,,105.65,86.83779907,104.5127983,124.4377995,134.6028,159.3077965,183.8032961,94.1,50000,1,112.45,92.84780829,90.57415548,91.61646551,89.3428127,176.4363758,90.95222097,88.67856816,89.72087819,87.44722538,6.986378989,59.93586779
42730327,42730321,42730381,42730573,42730537,42730579,42730396,42730489,42730543,42730359,,104.4,84.90799904,104.2080002,122.6454964,134.7630013,157.5980072,184.7345016,98.81,49600,1,118.9,92.59364278,90.44375307,91.50662988,89.35674017,175.4662196,90.49202524,88.34213553,89.40501234,87.25512263,6.049105724,58.81278515
42730330,42730333,42730504,42730364,42730621,42730719,42730357,42730470,42730349,42730415,,98.07,76.53479958,97.09730148,117.7722988,129.412307,151.2022964,187.4722961,83.54,50000,1,102.4,91.54285843,90.34502467,91.29760066,90.0997669,170.9822505,88.93038822,87.73255446,88.68513045,87.48729669,7.887847603,-1.471280586
42730327,42730321,42730625,42730573,42730674,42730351,42730355,42730429,42730614,42730419,,100.86,83.08749962,102.0499992,121.9125004,135,157.1674942,187.118506,101.37,49900,1,120.9,91.91045141,90.15587934,91.24796153,89.49338946,172.7768167,89.29669473,87.54212266,88.63420485,86.87963278,6.343934318,16.14921689
42730322,42730327,42730625,42730573,42730585,42730579,42730355,42730429,42730446,42730358,,100.9,80.56524658,99.5652504,120.4652481,130.4302536,156.2877586,184.1667526,85.96,49600,1,122.85,91.65953731,90.07753663,91.0041809,89.42218022,173.1374212,89.5349609,87.95296022,88.87960449,87.29760381,5.845000002,41.20517671
42730342,42730328,42730434,42730364,42730448,42730901,42730567,42730358,42730470,42730349,,101.69,79.97165108,99.79664993,120.0841484,133.0291527,152.5516495,184.3736432,85.65,49500,1,146.75,91.78176729,90.01903281,91.00476519,89.24203071,173.6063873,89.60157224,87.83883776,88.82457014,87.06183566,7.933195352,38.16733956
42730326,42730327,42730724,42730364,42730559,42730719,42730567,42730349,42730470,42730350,,102.3,83.1535511,103.1285477,121.3910484,132.3860428,150.0885521,184.8540521,96.13,50000,1,115,91.80323589,89.83090489,90.90568026,88.93334926,173.8816644,89.47646542,87.50413443,88.57890979,86.60657879,6.962329954,28.56752276
42730327,42730321,42730625,42730573,42730400,42730351,42730420,42730579,42730429,42730525,,102.99,84.17499924,101.7000008,123.0999985,134.9574974,156.2224968,185.0289999,105.26,49600,1,139.9,91.83635499,89.66995121,90.81429284,88.64788907,174.2553524,89.42539224,87.25898847,88.4033301,86.23692632,6.643431721,12.40571141
42730327,42730330,42730434,42730393,42730537,42730397,42730396,42730489,42730543,42730389,,104.03,86.21580505,101.7658005,120.6908016,132.0732964,155.9982903,179.5832959,81.65,49700,1,116.65,91.62350552,89.63122354,90.4975947,88.50531272,175.5842402,90.15030288,88.1580209,89.02439206,87.03211007,5.621388813,73.80416989
42730327,42730342,42730434,42730449,42730385,42730370,42730473,42730419,42730431,42730406,,100.39,82.53385162,100.2088509,117.5588512,129.7488548,152.3363472,180.5408441,72.05,50000,1,127.8,91.00992714,89.62505185,90.381876,88.99700072,173.0980202,89.36750583,87.98263054,88.73945469,87.35457941,4.26436441,83.08126926
42730322,42730327,42730706,42730424,42730448,42730693,42730567,42730415,42730408,42730349,,102.48,81.21525383,99.54025269,122.27775,134.1152496,157.0852463,183.8287466,95.89,49500,1,103.85,91.61580875,89.60699095,90.66480001,88.65598221,174.0493763,89.39339028,87.38457248,88.44238155,86.43356374,7.47195229,35.20262539
42730330,42730321,42730593,42730364,42730448,42730719,42730520,42730387,42730415,42730408,,96.46,76.69080353,95.51580048,116.3907986,127.0957966,150.2233047,185.1743021,78.53,49700,1,182.05,90.59019023,89.60544005,90.46608565,89.48133546,169.9695301,88.13235804,87.14760785,88.00825345,87.02350326,3.295426271,11.59666777
42730322,42730333,42730608,42730538,42730477,42730581,42730392,42730564,42730354,42730349,,98.96,79.64525223,97.93274689,117.6827545,129.440255,148.4952576,184.9527393,83.84,50000,1,71.6,91.00767555,89.55810827,90.52923277,89.07966548,171.6066176,88.57274483,87.12317754,88.09430205,86.64473476,7.902412197,34.15265977
42730322,42730329,42730504,42730364,42730448,42730719,42730357,42730721,42730415,42730408,,99.19,80.00379753,98.69129944,118.3288021,131.4487999,154.6812965,184.4923026,86.53,49900,1,103.4,90.96947243,89.48492873,90.45080075,88.96625706,171.7880627,88.59052805,87.10598435,88.07185637,86.58731267,8.079052037,19.86694634
42730327,42730330,42730594,42730393,42730537,42730418,42730396,42730543,42730359,42730422,,105.01,87.24080086,103.5158005,122.7908001,132.7333015,155.1182991,179.7372899,88.39,49800,1,103.65,91.70778918,89.4683865,90.41682836,88.17742568,176.1484526,90.15342443,87.91402176,88.86246361,86.62306094,6.478401928,65.63726068
42730327,42730326,42730625,42730538,42730477,42730579,42730363,42730429,42730354,42730421,,107.4,87.91604996,105.9535484,127.0035534,138.8310478,158.288549,182.3845401,107.37,49900,1,84,92.3123782,89.43187877,90.65917129,87.77867187,177.3670426,90.28370752,87.4032081,88.63050062,85.7500012,8.769399281,93.12007427
42730322,42730327,42730625,42730550,42730585,42730351,42730368,42730429,42730614,42730422,,101.23,83.46524811,101.1402512,125.2402477,134.545256,159.7227409,183.4457527,92.59,49700,1,61.85,91.22616183,89.41102016,90.42002606,88.60488439,173.21796,89.00527992,87.19013825,88.19914414,86.38400247,7.121416887,14.29469287
42730327,42730333,42730365,42730573,42730674,42730351,42730589,42730579,42730429,42730350,,99.76,79.76750183,99.99250031,120.7424984,131.6749962,152.4924988,182.1189928,80.27,49600,1,92.25,90.85892685,89.40883604,90.26885733,88.81876652,172.4233985,88.86893249,87.41884168,88.27886297,86.82877216,5.65218412,6.394476444
