Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5133828334,shrek4224 (22/150),0,213.4,1B Curtis Mead 2B Marcus Semien 3B Brady House C Drew Millas OF Juan Soto OF Daylen Lile OF Carson Benge P Paul Skenes P Colin Rea SS CJ Abrams,,Zack Wheeler,P,32.08%,12.65
2,5133534199,dfs_ads (14/150),0,208.1,1B Mark Vientos 2B Marcus Semien 3B Jose Tena C Drew Millas OF Juan Soto OF James Wood OF Jacob Young P Michael Soroka P Jack Flaherty SS CJ Abrams,,Will Warren,P,28.49%,5
3,5133742799,ckk-244ayk (106/136),0,208.05,1B Josh Bell 2B Brandon Lowe 3B Jose Tena C Drew Millas OF James Wood OF Daylen Lile OF MJ Melendez P Paul Skenes P Jack Flaherty SS CJ Abrams,,Cole Ragans,P,28.35%,12.95
4,5133864620,idlove2win (9/150),0,207.05,1B Bryce Harper 2B Nasim Nunez 3B Brady House C Drew Millas OF James Wood OF Kyle Schwarber OF Adolis Garcia P Paul Skenes P Jack Flaherty SS CJ Abrams,,Paul Skenes,P,23.97%,34.8
5,5133438260,invertedcheese (78/150),0,206.1,1B Curtis Mead 2B Marcus Semien 3B Brady House C Francisco Alvarez OF James Wood OF Daylen Lile OF Carson Benge P Michael Soroka P Jack Flaherty SS CJ Abrams,,Byron Buxton,OF,22.54%,0
6,5133935087,EricX (1/52),0,204.65,1B Jake Burger 2B Ezequiel Duran 3B Jose Tena C Drew Millas OF James Wood OF Brandon Nimmo OF Daylen Lile P Paul Skenes P Michael Soroka SS CJ Abrams,,Juan Soto,OF,22.06%,16
7,5133438198,invertedcheese (16/150),0,204.2,1B Nick Kurtz 2B Marcus Semien 3B Jose Tena C Drew Millas OF James Wood OF Daylen Lile OF Adolis Garcia P Cole Ragans P Eury Perez SS CJ Abrams,,Eury Perez,P,19.90%,7.25
8,5133446795,skijmb (17/150),0,203.25,1B Connor Norby 2B Ezequiel Duran 3B Jose Tena C Drew Millas OF Juan Soto OF James Wood OF Daylen Lile P Zack Wheeler P Nathan Eovaldi SS CJ Abrams,,Brooks Lee,SS,19.47%,0
9,5133742883,mau5pad (38/150),0,202.4,1B Nick Kurtz 2B Jeff McNeil 3B Brady House C Drew Millas OF James Wood OF Daylen Lile OF Tyler Soderstrom P Paul Skenes P Colin Rea SS CJ Abrams,,Colin Rea,P,18.99%,14.6
10,5133438253,invertedcheese (71/150),0,201.85,1B Curtis Mead 2B Marcus Semien 3B Brett Baty C Drew Millas OF Juan Soto OF James Wood OF Daylen Lile P Jack Flaherty P Colin Rea SS CJ Abrams,,Aaron Judge,OF,15.48%,14
