Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5137245472,jmoore3903 (88/150),0,175.85,1B Bryce Harper 2B Travis Bazzana 3B Alec Bohm C J.T. Realmuto OF Kyle Schwarber OF Cody Bellinger OF Brandon Marsh P Jacob deGrom P Logan Gilbert SS Brayan Rocchio,,Cristopher Sanchez,P,58.86%,30.15
2,5137694046,toby3826 (132/150),0,175.8,1B Willson Contreras 2B Ben Williamson 3B Luis Rengifo C William Contreras OF Kyle Schwarber OF Tyler Soderstrom OF Jo Adell P Logan Gilbert P Davis Martin SS Elly De La Cruz,,Gavin Williams,P,35.68%,8.9
3,5137319765,idlove2win (65/150),0,174.05,1B Spencer Steer 2B Matt McLain 3B Junior Caminero C Tyler Stephenson OF Kyle Schwarber OF JJ Bleday OF Adolis Garcia P Jacob deGrom P Andrew Abbott SS Elly De La Cruz,,Kyle Schwarber,OF,21.09%,31
4,5137436927,fjbourne (22/150),0,172.1,1B Nolan Schanuel 2B Vaughn Grissom 3B Luis Rengifo C William Contreras OF Kyle Schwarber OF Jo Adell OF Jorge Soler P Cristopher Sanchez P Jacob deGrom SS Zach Neto,,Shea Langeliers,C,20.34%,4
5,5137165864,LeVerticalDFS (109/150),0,171.8,1B Bryce Harper 2B Vaughn Grissom 3B Oswald Peraza C J.T. Realmuto OF Mike Trout OF Kyle Schwarber OF Jo Adell P Logan Gilbert P Chris Bassitt SS Zach Neto,,Jacob deGrom,P,19.74%,37.95
6,5137557192,MattSchneider27 (4/6),0,171.05,1B Bryce Harper 2B Vaughn Grissom 3B Junior Caminero C J.T. Realmuto OF Kyle Schwarber OF Jo Adell OF Jorge Soler P Cristopher Sanchez P Davis Martin SS Ben Williamson,,Nick Kurtz,1B,19.38%,2
7,5137437517,nerdytenor (55/150),0,170.25,1B Spencer Steer 2B Brice Turang 3B Ke'Bryan Hayes C William Contreras OF Kyle Schwarber OF JJ Bleday OF Will Benson P Cristopher Sanchez P Andrew Abbott SS Elly De La Cruz,,Trea Turner,SS,17.80%,2
8,5137681165,Keithcb2000 (3/3),0,170.1,1B Kyle Manzardo 2B Vaughn Grissom 3B Josh Jung C Gary Sanchez OF Kyle Schwarber OF Evan Carter OF Will Benson P Cristopher Sanchez P Jacob deGrom SS Elly De La Cruz,,Bryce Harper,1B,17.37%,14
9,5137319760,idlove2win (60/150),0,170.05,1B Bryce Harper 2B Sal Stewart 3B Ke'Bryan Hayes C Gary Sanchez OF Kyle Schwarber OF JJ Bleday OF Blake Dunn P Jacob deGrom P Andrew Abbott SS Elly De La Cruz,,Adolis Garcia,OF,16.82%,0
10,5137012290,pgk8 (9/30),0,169.1,1B Bryce Harper 2B Vaughn Grissom 3B Alec Bohm C Sebastian Rivero OF Kyle Schwarber OF Jo Adell OF Jorge Soler P Cristopher Sanchez P Jacob deGrom SS Trea Turner,,Gunnar Henderson,SS,15.61%,8
