PG_ID,PG_Name,PG_Salary,PG_Proj,SG_ID,SG_Name,SG_Salary,SG_Proj,SF_ID,SF_Name,SF_Salary,SF_Proj,PF_ID,PF_Name,PF_Salary,PF_Proj,C_ID,C_Name,C_Salary,C_Proj,G_ID,G_Name,G_Salary,G_Proj,F_ID,F_Name,F_Salary,F_Proj,UTIL_ID,UTIL_Name,UTIL_Salary,UTIL_Proj,Total_Projection,Total_Salary,Avg_Ownership,Ownership_Product
42949041,Anthony Black,4700,27.43,42948959,Donovan Mitchell,8500,43.01,42949062,Jamal Cain,4000,18.69,42948990,Jabari Smith Jr.,6700,35.30,42949031,Deandre Ayton,5300,29.53,42948975,Austin Reaves,7600,40.13,42948979,RJ Barrett,7300,42.58,42949017,Tari Eason,5800,28.23,264.90,49900,30.6,3.0599e+1
42948987,Jalen Suggs,6800,34.46,42949041,Anthony Black,4700,27.43,42949048,Max Strus,4400,20.19,42948990,Jabari Smith Jr.,6700,35.30,42949031,Deandre Ayton,5300,29.53,42948975,Austin Reaves,7600,40.13,42948979,RJ Barrett,7300,42.58,42949006,Reed Sheppard,6100,32.45,262.07,48900,31.4,3.1393e+1
42949041,Anthony Black,4700,27.43,42949053,Ja'Kobe Walter,4200,23.28,42949062,Jamal Cain,4000,18.69,42948997,Tobias Harris,6600,31.76,42949031,Deandre Ayton,5300,29.53,42948945,Cade Cunningham,10600,57.00,42948979,RJ Barrett,7300,42.58,42948990,Jabari Smith Jr.,6700,35.30,265.57,49400,31.6,3.1628e+1
42948945,Cade Cunningham,10600,57.00,42949041,Anthony Black,4700,27.43,42948979,RJ Barrett,7300,42.58,42948990,Jabari Smith Jr.,6700,35.30,42949031,Deandre Ayton,5300,29.53,42949045,Jamal Shead,4500,25.30,42949037,Rui Hachimura,4900,22.05,42949017,Tari Eason,5800,28.23,267.42,49800,32.2,3.2194e+1
42948987,Jalen Suggs,6800,34.46,42948975,Austin Reaves,7600,40.13,42949095,Caris LeVert,3400,15.73,42948990,Jabari Smith Jr.,6700,35.30,42949031,Deandre Ayton,5300,29.53,42949045,Jamal Shead,4500,25.30,42948979,RJ Barrett,7300,42.58,42948965,Amen Thompson,8300,43.23,266.26,49900,31.1,3.1105e+1
42949045,Jamal Shead,4500,25.30,42949053,Ja'Kobe Walter,4200,23.28,42949003,Ausar Thompson,6200,32.11,42948951,Paolo Banchero,9300,46.41,42949031,Deandre Ayton,5300,29.53,42949006,Reed Sheppard,6100,32.45,42948990,Jabari Smith Jr.,6700,35.30,42948975,Austin Reaves,7600,40.13,264.51,49900,30.5,3.0516e+1
42949045,Jamal Shead,4500,25.30,42949041,Anthony Black,4700,27.43,42949062,Jamal Cain,4000,18.69,42948956,Scottie Barnes,8800,50.31,42949031,Deandre Ayton,5300,29.53,42949006,Reed Sheppard,6100,32.45,42948948,LeBron James,9600,47.69,42948990,Jabari Smith Jr.,6700,35.30,266.70,49700,31.3,3.1299e+1
42949041,Anthony Black,4700,27.43,42949095,Caris LeVert,3400,15.73,42949003,Ausar Thompson,6200,32.11,42948956,Scottie Barnes,8800,50.31,42948990,Jabari Smith Jr.,6700,35.30,42949062,Jamal Cain,4000,18.69,42948979,RJ Barrett,7300,42.58,42948959,Donovan Mitchell,8500,43.01,265.16,49600,31.1,3.1054e+1
42948987,Jalen Suggs,6800,34.46,42949041,Anthony Black,4700,27.43,42949048,Max Strus,4400,20.19,42948956,Scottie Barnes,8800,50.31,42949031,Deandre Ayton,5300,29.53,42949053,Ja'Kobe Walter,4200,23.28,42948990,Jabari Smith Jr.,6700,35.30,42948954,Alperen Sengun,9000,48.02,268.52,49900,30.7,3.0680e+1
42948945,Cade Cunningham,10600,57.00,42949041,Anthony Black,4700,27.43,42949095,Caris LeVert,3400,15.73,42948956,Scottie Barnes,8800,50.31,42948990,Jabari Smith Jr.,6700,35.30,42949053,Ja'Kobe Walter,4200,23.28,42949062,Jamal Cain,4000,18.69,42948975,Austin Reaves,7600,40.13,267.87,50000,31.3,3.1344e+1
