P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
43005730,43005724,43006007,43005762,43005857,43006091,43005835,43006238,43005749,43005832,,100.12,78.69434929,98.25684738,118.3068523,129.7068481,152.6718452,184.9098451,55.86,49600,1,62.1,93.1818436,92.55716711,93.13671614,92.51203965,172.6757102,91.48832399,90.8636475,91.44319652,90.81852004,3.581300578,74.35492277
43005724,43005728,43005791,43005894,43005925,43006158,43005754,43006030,43005822,43005922,,105.95,86.6576004,104.5075989,125.1075974,135.8226006,155.5125992,189.3836049,108.68,49800,1,126.85,93.90590229,91.55852158,92.84882329,90.50144258,175.5536149,91.09207615,88.74469544,90.03499715,87.68761644,9.235721752,48.27926159
43005733,43005728,43005791,43005755,43005925,43006158,43005826,43006011,43005822,43005842,,104.4,84.82915115,103.7166519,122.4291477,137.109156,156.2566505,184.5431564,93.89,49700,1,111.15,92.49041775,90.37512446,91.49302939,89.3777361,174.7553406,90.13409132,88.01879804,89.13670296,87.02140968,7.804175613,45.15962601
43005730,43005724,43006007,43005762,43005978,43005785,43006052,43005749,43006238,43005832,,97.53,78.72535324,96.78784943,114.5128536,126.5378494,148.2953423,180.11836,52.74,49600,1,46.1,90.85719713,90.29246692,90.83491754,90.27018732,170.8398775,89.25212486,88.68739464,89.22984527,88.66511505,3.167565942,28.33080292
43005734,43005724,43006066,43005825,43005974,43005821,43005833,43005794,43005816,43005808,,96.85,76.35660362,96.61909866,119.6066017,130.3315979,148.3991043,183.052598,66.87,49600,1,61,90.78527802,90.06276891,90.79291927,90.07041016,169.9630031,88.58718568,87.86467657,88.59482693,87.87231782,5.183914598,13.15004081
43005733,43005726,43005791,43005894,43005938,43006158,43005754,43005906,43005842,43005822,,104.91,84.24869919,101.9112015,123.8111992,135.348703,158.2737,186.0212,106.6,50000,1,94.55,92.40256782,89.94621983,91.25016795,88.79381996,174.7593604,89.64312332,87.18677533,88.49072345,86.03437546,10.22800841,34.59164202
43005736,43005726,43006007,43005762,43005974,43006081,43005885,43005816,43005794,43005749,,95.59,74.67549896,93.75049973,115.7504978,127.7330013,149.7355034,180.0755005,48.58,49600,1,69.25,90.24042546,89.90834004,90.42275411,90.09066869,169.4652721,88.51485457,88.18276916,88.69718323,88.36509781,3.573990592,16.05452895
43005731,43005724,43005913,43005846,43005804,43005790,43005754,43005832,43006016,43006238,,98.33,80.82634735,99.10135269,117.8888493,130.4213432,153.8763428,184.6798459,82.77,49900,1,78.1,91.05948805,89.89294515,90.81985876,89.65331586,170.6609221,88.51837652,87.35183363,88.27874723,87.11220434,5.842390632,35.00036299
43005733,43005724,43005973,43005755,43005804,43006042,43005875,43005832,43005922,43005781,,98.4,78.47425461,96.51174927,115.7492485,126.1442497,144.5992462,176.8497462,44.41,50000,1,63.6,90.51138241,89.87833193,90.32854702,89.69549654,171.6659415,89.34357255,88.71052208,89.16073716,88.52768669,2.03049657,47.94785082
43005725,43005739,43005896,43005846,43005778,43005790,43005754,43006035,43006054,43005795,,99.41,80.54405212,99.94404602,119.5065498,130.0165482,150.0090492,183.8115521,85.25,49900,1,99.8,91.12244865,89.78041032,90.72236867,89.38033034,171.4272927,88.69665356,87.35461523,88.29657358,86.95453525,5.869788432,9.2989631
43005733,43005726,43005791,43005894,43005978,43006158,43005754,43005922,43005842,43005822,,103.64,84.04219818,101.0671997,122.3547001,134.0372032,151.6796967,184.0961937,96.43,49600,1,102.55,91.90811619,89.75905095,90.91707089,88.76800565,174.1146386,89.42510166,87.27603642,88.43405636,86.28499112,8.668166579,45.34031451
43005733,43005724,43005791,43005894,43005804,43006158,43005875,43005822,43005842,43005870,,105.35,85.19924736,103.0367508,123.2367516,132.9367523,157.4517525,182.1967523,94.89,49800,1,119.6,92.06398735,89.72055141,90.84679234,88.50335641,175.4392586,89.90245956,87.55902362,88.68526456,86.34182862,7.091586211,65.09940028
