Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5129581653,OneDropKing (133/150),0,206.25,1B Nick Kurtz 2B Darell Hernaiz 3B Nick Gonzales C Shea Langeliers OF Ryan O'Hearn OF Bryan Reynolds OF Marcell Ozuna P Kyle Harrison P Max Meyer SS Konnor Griffin,,Kyle Harrison,P,45.63%,20.7
2,5129724921,RoyalPain21 (29/150),0,202.25,1B Spencer Horwitz 2B Nick Gonzales 3B Ke'Bryan Hayes C Shea Langeliers OF Oneil Cruz OF Bryan Reynolds OF JJ Bleday P Kyle Harrison P Max Meyer SS Konnor Griffin,,Jose Ramirez,3B,41.50%,16
3,5129702253,bkreider (132/150),0,201.85,1B Spencer Horwitz 2B Nick Gonzales 3B Jose Ramirez C Shea Langeliers OF Brent Rooker OF Bryan Reynolds OF Marcell Ozuna P Kyle Harrison P Carmen Mlodzinski SS Konnor Griffin,,Spencer Arrighetti,P,34.46%,15.25
4,5129658489,drunkonpappy (88/150),0,197.25,1B Nathaniel Lowe 2B Brandon Lowe 3B Jose Ramirez C Henry Davis OF Oneil Cruz OF JJ Bleday OF Marcell Ozuna P Kyle Harrison P Max Meyer SS Konnor Griffin,,Nick Kurtz,1B,32.72%,10
5,5129658521,drunkonpappy (120/150),0,194.25,1B Nathaniel Lowe 2B Brandon Lowe 3B Nick Gonzales C Tyler Stephenson OF Oneil Cruz OF Bryan Reynolds OF JJ Bleday P Kyle Harrison P Max Meyer SS Konnor Griffin,,Foster Griffin,P,32.32%,15.3
6,5129759203,sammyy89 (4/10),0,193.45,1B Ryan O'Hearn 2B Brandon Lowe 3B Jose Ramirez C Austin Hedges OF Oneil Cruz OF Lawrence Butler OF Marcell Ozuna P Foster Griffin P Carmen Mlodzinski SS Konnor Griffin,,Shea Langeliers,C,32.17%,33
7,5129702264,bkreider (143/150),0,192.25,1B Christian Walker 2B Travis Bazzana 3B Jose Ramirez C Austin Hedges OF Oneil Cruz OF Angel Martinez OF David Fry P Kyle Harrison P Max Meyer SS Carlos Correa,,Max Meyer,P,25.56%,32.55
7,5129793755,nerdytenor (74/150),0,192.25,1B Ryan O'Hearn 2B Brice Turang 3B Nick Gonzales C William Contreras OF Bryan Reynolds OF Steven Kwan OF Marcell Ozuna P Kyle Harrison P Max Meyer SS Konnor Griffin,,Brent Rooker,OF,20.94%,8
9,5129735939,hittinmiddle (5/5),0,191,1B Rhys Hoskins 2B Brandon Lowe 3B Jose Ramirez C Austin Hedges OF Oneil Cruz OF Bryan Reynolds OF Marcell Ozuna P Kyle Harrison P Foster Griffin SS Konnor Griffin,,Tyler Soderstrom,OF,20.87%,0
10,5129684514,craftylefty (5/100),0,190.85,1B Nathaniel Lowe 2B Brandon Lowe 3B Nick Gonzales C Tyler Stephenson OF Oneil Cruz OF Ryan O'Hearn OF JJ Bleday P Max Meyer P Foster Griffin SS Konnor Griffin,,Carmen Mlodzinski,P,19.93%,20.15
11,5129799668,thechek182 (21/30),0,190.55,1B Nick Kurtz 2B Brandon Lowe 3B Nick Gonzales C Shea Langeliers OF Bryan Reynolds OF Carlos Cortes OF Marcell Ozuna P Spencer Arrighetti P Foster Griffin SS Konnor Griffin,,Rhys Hoskins,1B,18.84%,6
12,5129793828,nerdytenor (147/150),0,190.25,1B Nick Kurtz 2B Travis Bazzana 3B Jose Ramirez C Shea Langeliers OF Chase DeLauter OF Steven Kwan OF Will Benson P Kyle Harrison P Max Meyer SS Brayan Rocchio,,Angel Martinez,OF,18.32%,11
13,5129581631,OneDropKing (111/150),0,189.85,1B Ryan O'Hearn 2B Brandon Lowe 3B Nick Gonzales C Shea Langeliers OF Tyler Soderstrom OF Bryan Reynolds OF Marcell Ozuna P Kyle Harrison P Carmen Mlodzinski SS Brayan Rocchio,,Jarren Duran,OF,16.52%,5
13,5129712613,fjbourne (62/150),0,189.85,1B Ryan O'Hearn 2B Brandon Lowe 3B Nick Gonzales C Shea Langeliers OF Tyler Soderstrom OF Bryan Reynolds OF Esteury Ruiz P Max Meyer P Foster Griffin SS Konnor Griffin,,Kyle Schwarber,OF,16.28%,0
13,5129886506,davis2543 (10/10),0,189.85,1B Spencer Horwitz 2B Nick Gonzales 3B Jose Ramirez C Shea Langeliers OF Brent Rooker OF Bryan Reynolds OF Marcell Ozuna P Max Meyer P Foster Griffin SS Jacob Wilson,,Carlos Cortes,OF,15.84%,10
16,5129859033,Dudeoflife (6/35),0,189.55,1B Ryan O'Hearn 2B Brandon Lowe 3B Nick Gonzales C Shea Langeliers OF Bryan Reynolds OF JJ Bleday OF Carlos Cortes P Spencer Arrighetti P Foster Griffin SS Brayan Rocchio,,Connelly Early,P,15.58%,-0.4
17,5129837149,aaokura (4/8),0,188.7,1B Nick Kurtz 2B Brandon Lowe 3B Jose Ramirez C Shea Langeliers OF Angel Martinez OF Steven Kwan OF David Fry P Max Meyer P Carmen Mlodzinski SS Brayan Rocchio,,Bryson Stott,2B,14.93%,0
18,5129793729,nerdytenor (48/150),0,187.8,1B Nathaniel Lowe 2B Brandon Lowe 3B Isaac Paredes C Shea Langeliers OF Oneil Cruz OF TJ Friedl OF Will Benson P Max Meyer P Spencer Arrighetti SS Konnor Griffin,,Trea Turner,SS,14.57%,0
19,5129818666,yurithomas,0,186.25,1B Nick Kurtz 2B Travis Bazzana 3B Jose Ramirez C Shea Langeliers OF Chase DeLauter OF Angel Martinez OF Will Benson P Kyle Harrison P Max Meyer SS Brayan Rocchio,,Xavier Edwards,2B,14.47%,17
20,5129849134,hishboo (79/150),0,185.25,1B Spencer Horwitz 2B Nick Gonzales 3B Jose Ramirez C Agustin Ramirez OF Oneil Cruz OF Angel Martinez OF Marcell Ozuna P Kyle Harrison P Max Meyer SS Konnor Griffin,,Otto Lopez,SS,14.41%,10
21,5129531979,sickums (6/8),0,183.8,1B Spencer Horwitz 2B Brandon Lowe 3B Isaac Paredes C Austin Hedges OF Oneil Cruz OF Ryan O'Hearn OF Bryan Reynolds P Max Meyer P Spencer Arrighetti SS Carlos Correa,,Oneil Cruz,OF,13.55%,12
22,5129581566,OneDropKing (46/150),0,183.25,1B Nick Kurtz 2B Travis Bazzana 3B Jose Ramirez C Shea Langeliers OF Brent Rooker OF Steven Kwan OF David Fry P Kyle Harrison P Max Meyer SS Brayan Rocchio,,Isaac Paredes,3B,13.48%,7
22,5129665360,mbhabes (62/100),0,183.25,1B Nick Kurtz 2B Travis Bazzana 3B Jose Ramirez C Shea Langeliers OF Brent Rooker OF Steven Kwan OF David Fry P Kyle Harrison P Max Meyer SS Brayan Rocchio,,Chase DeLauter,OF,13.36%,12
24,5129715981,rob11nats (1/2),0,182.85,1B Rhys Hoskins 2B Brandon Lowe 3B Jose Ramirez C Shea Langeliers OF Chase DeLauter OF Angel Martinez OF David Fry P Kyle Harrison P Carmen Mlodzinski SS Konnor Griffin,,William Contreras,C,12.79%,7
25,5129831686,CoachS111 (32/40),0,182.8,1B Ryan O'Hearn 2B Nick Gonzales 3B Graham Pauley C Shea Langeliers OF Oneil Cruz OF Tyler Soderstrom OF Marcell Ozuna P Max Meyer P Spencer Arrighetti SS Konnor Griffin,,Jakob Marsee,OF,12.70%,4
26,5129581537,OneDropKing (17/150),0,182.3,1B Nick Kurtz 2B Brandon Lowe 3B Nick Gonzales C Shea Langeliers OF Bryan Reynolds OF Lawrence Butler OF Marcell Ozuna P Kyle Harrison P Jacob Lopez SS Konnor Griffin,,Carlos Correa,SS,12.51%,12
27,5129602694,schneiderman8 (3/10),0,182.25,1B Rhys Hoskins 2B Brandon Lowe 3B Jose Ramirez C Shea Langeliers OF Brent Rooker OF Steven Kwan OF David Fry P Kyle Harrison P Max Meyer SS Brayan Rocchio,,Elly De La Cruz,SS,12.41%,9
28,5129602693,schneiderman8 (2/10),0,181.85,1B Nick Kurtz 2B Xavier Edwards 3B Jose Ramirez C Shea Langeliers OF Angel Martinez OF Steven Kwan OF David Fry P Max Meyer P Foster Griffin SS Brayan Rocchio,,Yordan Alvarez,OF,12.19%,2
28,5129797493,thayward100 (14/20),0,181.85,1B Nick Kurtz 2B Xavier Edwards 3B Jose Ramirez C Shea Langeliers OF Angel Martinez OF Steven Kwan OF David Fry P Max Meyer P Foster Griffin SS Brayan Rocchio,,Brayan Rocchio,SS,11.87%,14
28,5129831668,CoachS111 (14/40),0,181.85,1B Ryan O'Hearn 2B Brandon Lowe 3B Jose Ramirez C Austin Hedges OF Bryan Reynolds OF Jakob Marsee OF Steven Kwan P Max Meyer P Foster Griffin SS Otto Lopez,,Jeff McNeil,2B,11.60%,10
31,5129743615,Merc65,0,181.8,1B Christian Walker 2B Xavier Edwards 3B Jose Ramirez C Austin Hedges OF Bryan Reynolds OF Angel Martinez OF Esteury Ruiz P Max Meyer P Spencer Arrighetti SS Elly De La Cruz,,Bryce Harper,1B,10.76%,0
32,5129564962,foresman77 (90/150),0,181.25,1B Rhys Hoskins 2B Xavier Edwards 3B Jose Ramirez C Shea Langeliers OF Angel Martinez OF Steven Kwan OF David Fry P Kyle Harrison P Max Meyer SS Carlos Correa,,Brice Turang,2B,10.52%,7
