P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score,MLB $7.5K Solo Shot ROI,MLB $7.5K Solo Shot Sim Dupes,MLB $7.5K Solo Shot Win Rate,MLB $7.5K Solo Shot Cash Rate,MLB $7.5K Solo Shot ROI StDev,MLB $200K Knuckleball [$50K to 1st] ROI,MLB $200K Knuckleball [$50K to 1st] Sim Dupes,MLB $200K Knuckleball [$50K to 1st] Win Rate,MLB $200K Knuckleball [$50K to 1st] Cash Rate,MLB $200K Knuckleball [$50K to 1st] ROI StDev,MLB $5K Hot Corner [5 Entry Max] ROI,MLB $5K Hot Corner [5 Entry Max] Sim Dupes,MLB $5K Hot Corner [5 Entry Max] Win Rate,MLB $5K Hot Corner [5 Entry Max] Cash Rate,MLB $5K Hot Corner [5 Entry Max] ROI StDev,MLB $1 Winner Take All [$100 to 1st] ROI,MLB $1 Winner Take All [$100 to 1st] Sim Dupes,MLB $1 Winner Take All [$100 to 1st] Win Rate,MLB $1 Winner Take All [$100 to 1st] Cash Rate,MLB $1 Winner Take All [$100 to 1st] ROI StDev,MLB $1 Winner Take All [$100 to 1st] ROI,MLB $1 Winner Take All [$100 to 1st] Sim Dupes,MLB $1 Winner Take All [$100 to 1st] Win Rate,MLB $1 Winner Take All [$100 to 1st] Cash Rate,MLB $1 Winner Take All [$100 to 1st] ROI StDev,MLB $20K Moonshot ROI,MLB $20K Moonshot Sim Dupes,MLB $20K Moonshot Win Rate,MLB $20K Moonshot Cash Rate,MLB $20K Moonshot ROI StDev
42538344,42538351,42538411,42538386,42538607,42538420,42538372,42538363,42538401,42538485,,100,82.3649025,100.8273964,119.6023998,129.7674095,150.4548935,170.2904108,152.74,49000,1,192.1,81.02886527,77.82516177,79.45570165,76.25199815,166.504334,77.71040926,74.50670576,76.13724563,72.93354213,12.32120646,18.37380379,0.015428573,0,0.000142857,0.286428571,9.589693496,0.275971413,0,0.000142857,0.264142857,36.85080222,-0.051999999,0,0.000285714,0.280285714,4.235091354,0.028571429,0,0.010285714,0.010285714,10.08955815,0.057142857,0,0.010571429,0.010571429,10.2272545,0.054047622,0,0.000142857,0.282714286,10.4570625
42538345,42538347,42538556,42538358,42538607,42538511,42538385,42538363,42538412,42538400,,95.62,76.06884575,93.906353,115.3938503,129.7313538,147.9963539,175.1368477,149.26,49200,1,153.05,82.18193161,80.20101433,81.53605488,79.5551376,164.0396076,78.82268666,76.84176937,78.17680993,76.19589265,8.673188132,-14.38010931,-0.049214285,0,0.000285714,0.244428571,11.6769683,0.890128553,0,0.000285714,0.237571429,72.02523961,-0.133428574,0,0.000571429,0.238857143,4.806569998,0,0,0.01,0.01,9.949874371,-0.171428576,0,0.008285714,0.008285714,9.064800728,-0.157809529,0,0.000142857,0.240571429,8.325818358
42538348,42538343,42538556,42538358,42538607,42538399,42538372,42538412,42538442,42538413,,104.52,86.95704651,103.7570496,121.2945557,132.1070557,149.9720612,174.3800557,180.03,49300,1,131.25,83.71486616,80.250017,81.919448,78.45459884,169.5799485,80.50199133,77.03714218,78.70657317,75.24172402,9.470269406,10.20689681,0.031714285,0,0.000142857,0.331285714,9.346379438,0.337357119,0,0.000142857,0.309428571,38.01547983,0.068,0,0.000714286,0.319714286,5.310736551,0.200000003,0,0.012,0.012,10.88852607,-0.285714298,0,0.007142857,0.007142857,8.421304373,0.026619047,0,0.000142857,0.324428571,9.446328638
42538345,42538343,42538389,42538546,42538402,42538381,42538364,42538422,42538485,42538466,,109.18,90.37414551,107.6741486,126.5866547,139.3541443,155.7266518,171.6091426,193.18,49800,1,124.65,83.39058804,78.83011677,80.77275017,76.2122789,172.284612,80.18052572,75.62005445,77.56268785,73.00221658,13.84232421,38.41694891,0.180214286,0,0,0.380428571,7.344177646,-0.211228572,0,0,0.349,2.857309037,0.277333327,0,0.001142857,0.372,6.365223612,0.085714288,0,0.010857143,0.010857143,10.36304265,-0.085714288,0,0.009142857,0.009142857,9.518017286,0.130809523,0,0,0.372714286,6.580635381
42538345,42538351,42538556,42538358,42538607,42538459,42538364,42538412,42538401,42538369,,100.81,82.2784977,100.7534943,119.8160038,130.618499,148.721006,169.6160004,151.59,49000,1,192.25,82.25070915,79.51554355,80.85911363,78.12394803,167.6433735,79.6115944,76.87642879,78.21999888,75.48483328,9.752334153,3.382416815,0.151499998,0,0.000285714,0.298,12.57003718,0.34567143,0,0.000142857,0.280857143,37.15775997,0.084095238,0,0.000857143,0.291142857,5.669893154,-0.314285725,0,0.006857143,0.006857143,8.252346605,0.114285715,0,0.011142857,0.011142857,10.49699666,-0.006571425,0,0.000142857,0.29,9.647937776
42538344,42538343,42538551,42538378,42538409,42538404,42538395,42538383,42538476,42538471,,96.25,79.85154533,94.96405029,115.5765495,127.4940575,144.914048,157.1660472,112.33,49400,1,82.5,77.74204637,75.22906705,76.33949316,73.82651384,164.9283586,75.81332128,73.30034196,74.41076807,71.89778875,5.658993786,3.2274995,0.109214289,0,0.000142857,0.263714286,11.92263972,-0.307542846,0,0,0.240571429,5.902915209,-0.057095239,0,0.000428571,0.257,4.746815088,0.22857143,0,0.012285714,0.012285714,11.01579571,0.171428576,0,0.011714286,0.011714286,10.75967529,0.228952371,0,0.000428571,0.256428571,16.13954621
42538350,42538345,42538439,42538378,42538448,42538511,42538370,42538360,42538449,42538464,,93.8,77.7669487,94.55444717,113.6794453,124.7319508,144.0294495,167.9839465,105.18,49100,1,80.8,80.01717244,78.16745354,79.33189581,77.48217692,163.1110736,77.20912226,75.35940336,76.52384563,74.67412674,8.226552529,5.895266309,-0.061285719,0,0.000428571,0.231571429,12.0390426,0.748414248,0,0.000285714,0.213857143,51.4412131,-0.158523807,0,0.000857143,0.223142857,4.841887699,0.028571429,0,0.010285714,0.010285714,10.08955815,-0.057142857,0,0.009428571,0.009428571,9.664198606,-0.138999999,0,0.000285714,0.228285714,9.624688581
42538348,42538343,42538414,42538554,42538494,42538404,42538372,42538481,42538441,42538357,,105.82,87.47804832,105.2030525,123.8530502,134.5855492,151.2805458,175.7805457,182.96,49100,1,74.25,83.73870877,79.80129089,81.68641776,77.74899987,170.0555071,80.13561917,76.19820128,78.08332815,74.14591027,12.61219019,17.52189994,0.107571427,0,0,0.353,7.010756902,-0.251657136,0,0,0.328285714,2.78800834,0.156238101,0,0.000428571,0.344857143,4.983111851,0.028571429,0,0.010285714,0.010285714,10.08955815,0.085714288,0,0.010857143,0.010857143,10.36304265,0.233523808,0,0.000142857,0.348428571,11.06056117
42538348,42538344,42538556,42538386,42538607,42538492,42538372,42538358,42538374,42538440,,102.43,82.12759972,102.0776024,121.6900978,131.677597,152.0851059,179.4006091,189.48,49300,1,160.55,83.89030039,80.54236036,82.37386647,79.02592644,167.7977011,79.91221597,76.56427594,78.39578205,75.04784201,13.94171751,1.157828607,0.034499999,0,0.000142857,0.302428571,10.55144063,0.349142887,0,0.000142857,0.283571429,39.09030435,-0.072809523,0,0.000142857,0.293714286,3.833949291,-0.085714288,0,0.009142857,0.009142857,9.518017286,0.057142857,0,0.010571429,0.010571429,10.2272545,0.075047618,0,0.000285714,0.302285714,12.7949928
42538349,42538343,42538411,42538462,42538365,42538407,42538372,42538482,42538422,42538440,,99.59,81.30344772,99.10345078,119.7534523,131.8934494,149.5309425,169.4319514,139.38,49800,1,59.3,80.67265085,77.48660741,79.10406891,75.91802546,166.2444526,77.38884828,74.20280484,75.82026634,72.6342229,11.52240508,13.07692528,0.158571424,0,0.000428571,0.291,15.71060751,0.217299998,0,0.000142857,0.268142857,37.38027723,-0.020380952,0,0.000285714,0.282285714,4.343449774,0.085714288,0,0.010857143,0.010857143,10.36304265,-0.085714288,0,0.009142857,0.009142857,9.518017286,0.001142852,0,0.000142857,0.286285714,8.903683794
42538345,42538351,42538556,42538378,42538607,42538420,42538395,42538405,42538358,42538363,,100.88,81.20950317,98.83449554,118.0594978,128.5820084,149.469503,169.5804941,156.31,49500,1,186.25,81.90542745,78.9829681,80.4162177,77.49375835,167.5128502,79.09488843,76.17242908,77.60567867,74.68321932,9.488215151,9.311849624,0.033642855,0,0.000142857,0.292285714,10.27686984,-0.202742852,0,0,0.278,5.977254703,-0.001761905,0,0.000428571,0.284857143,4.614261163,0.285714298,0,0.012857143,0.012857143,11.26580522,0.285714298,0,0.012857143,0.012857143,11.26580522,-0.044333332,0,0,0.290285714,6.47791464
42538344,42538352,42538556,42538386,42538545,42538420,42538385,42538363,42538358,42538400,,97.39,75.42115021,95.3961525,116.6211548,127.9461548,148.4061546,174.6376547,133.62,49800,1,165.8,83.03786119,81.07330512,82.310121,80.34556492,165.4709047,80.05515375,78.09059767,79.32741355,77.36285747,7.114366581,4.91421856,-0.045142855,0,0.000142857,0.253428571,9.654332829,0.416900009,0,0.000142857,0.234714286,40.0892764,-0.026619049,0,0.000857143,0.242428571,5.826277612,0.200000003,0,0.012,0.012,10.88852607,-0.114285715,0,0.008857143,0.008857143,9.369468436,-0.076285715,0,0,0.248,7.628957123
42538351,42538352,42538366,42538358,42538515,42538387,42538385,42538401,42538442,42538380,,88.58,69.11495209,86.73994827,107.2024479,119.134951,137.7999443,161.2424597,69.24,49800,1,129.1,78.34975936,77.72700611,78.33182166,77.70906842,160.5885724,76.5532504,75.93049715,76.5353127,75.91255946,3.751817813,-9.608215094,-0.022285713,0,0.000285714,0.190285714,14.16699609,0.132499963,0,0.000142857,0.181428571,37.03448849,-0.118809521,0,0.001285714,0.185571429,6.639953662,0.200000003,0,0.012,0.012,10.88852607,0.285714298,0,0.012857143,0.012857143,11.26580522,-0.12576191,0,0.000142857,0.188857143,10.22549272
42538349,42538348,42538557,42538378,42538365,42538381,42538372,42538466,42538357,42538571,,101.09,79.4984951,98.93598938,120.373497,130.9659912,150.4310013,175.5904985,172.8,50000,1,84.35,81.57348272,77.81050877,79.80975945,76.0467855,166.5273555,77.33945396,73.57648001,75.57573069,71.81275674,11.69619387,18.81278455,-0.013714284,0,0.000142857,0.312857143,8.292560147,0.263000011,0,0.000142857,0.290571429,36.67126657,0.05038095,0,0.000571429,0.305571429,4.636237249,-0.057142857,0,0.009428571,0.009428571,9.664198606,0.200000003,0,0.012,0.012,10.88852607,-0.096714281,0,0,0.311142857,4.060112336
42538345,42538811,42538556,42538378,42538365,42538381,42538372,42538401,42538412,42538357,,99.77,79.12439728,98.02440262,119.6369038,132.5543983,151.3619019,175.3774049,172.13,49900,1,166.8,81.1651461,77.56531153,79.53505676,75.9352222,165.6654629,76.88599976,73.2861652,75.25591042,71.65607586,14.01314461,7.100148499,0.192071424,0,0.000571429,0.276142857,17.73853065,0.255100027,0,0.000142857,0.254857143,38.56128068,-0.028904762,0,0.000857143,0.266,5.505038866,-0.200000003,0,0.008,0.008,8.908422981,-0.028571429,0,0.009714286,0.009714286,9.808118253,0.151761919,0,0.000571429,0.269857143,15.80945366
42538344,42538347,42538479,42538511,42538528,42538415,42538385,42538358,42538363,42538480,,90.96,74.30925751,91.3342514,110.846756,123.1417473,143.6842499,167.0947589,118.87,49800,1,88.9,78.76812889,77.12856075,78.28884353,76.64927539,161.1380548,75.76656591,74.12699777,75.28728055,73.64771241,6.281473446,2.452912182,-0.091785715,0,0,0.209857143,9.774828253,0.158871472,0,0.000142857,0.199857143,37.46216982,-0.154142858,0,0.000714286,0.209285714,5.415544149,0.285714298,0,0.012857143,0.012857143,11.26580522,0.257142872,0,0.012571429,0.012571429,11.14153838,-0.121142853,0,0.000142857,0.207142857,9.351307499
42538345,42538343,42538439,42538376,42538437,42538426,42538390,42538507,42538549,42538360,,98.55,83.22915649,98.97915268,117.9041519,128.7616508,147.559153,166.5696382,116.31,50000,1,83.65,81.31533795,79.01781363,80.16259048,77.86506615,166.4642616,79.03375488,76.73623056,77.88100741,75.58348308,6.13209415,-3.097770177,0.134642858,0,0.000285714,0.292428571,14.33530625,0.290899992,0,0.000142857,0.273,37.97748488,0.075999992,0,0.001,0.286142857,5.947442265,-0.142857149,0,0.008571429,0.008571429,9.218437603,-0.257142872,0,0.007428571,0.007428571,8.586843282,0.229285724,0,0.000428571,0.288,15.670658
42538344,42538343,42538556,42538373,42538607,42538492,42538370,42538412,42538499,42538360,,98.68,80.84754753,98.11004257,118.7850494,129.5500504,149.3900551,166.9405585,148.66,49600,1,131.5,80.10259198,77.12644397,78.61442424,75.63827623,165.8685498,77.12681893,74.15067092,75.63865119,72.66250318,11.13715537,-13.14945668,0.155857138,0,0.000285714,0.271,14.23093539,-0.334371433,0,0,0.248428571,3.534049226,0.099619038,0,0.001428571,0.264285714,6.369399964,0.257142872,0,0.012571429,0.012571429,11.14153838,-0.085714288,0,0.009142857,0.009142857,9.518017286,0.238000002,0,0.000428571,0.268142857,15.17294333
42538348,42538345,42538556,42538378,42538528,42538538,42538385,42538358,42538363,42538441,,102.52,83.73119736,101.9937019,121.8062,131.9936981,147.5136986,169.9037073,191.42,49200,1,150.7,81.41918329,77.79122286,79.51404387,75.88608345,168.0778602,78.15585969,74.52789927,76.25072027,72.62275985,10.1507449,-2.714820579,0.062857143,0,0.000285714,0.301285714,13.89483573,0.925700031,0,0.000285714,0.284571429,54.44332482,-0.040714286,0,0.001,0.296857143,5.670130619,-0.314285725,0,0.006857143,0.006857143,8.252346605,-0.314285725,0,0.006857143,0.006857143,8.252346605,0.010380946,0,0.000285714,0.295285714,11.71779141
42538350,42538343,42538414,42538371,42538494,42538420,42538364,42538441,42538466,42538434,,100,83.69029808,99.57780075,117.3528023,129.1028008,144.2753075,161.3122955,143.7,49000,1,44.35,78.53188435,75.00529002,76.5658754,73.03928107,166.644243,75.81613714,72.28954281,73.85012819,70.32353387,11.68255866,-6.789728999,-0.004785713,0,0.000285714,0.274428571,13.7834672,0.728128582,0,0.000285714,0.248428571,71.82910213,-0.126285721,0,0.000571429,0.267285714,4.79802102,-0.200000003,0,0.008,0.008,8.908422981,0.057142857,0,0.010571429,0.010571429,10.2272545,-0.127571426,0,0.000142857,0.266571429,9.167943701
42538348,42538343,42538530,42538362,42538365,42538399,42538372,42538502,42538541,42538440,,100.51,81.69854355,99.3110466,119.1110458,129.2685455,147.9660591,170.7625626,148.91,49700,1,81.25,81.27251125,78.00852785,79.65913909,76.39515569,166.8199949,77.9340497,74.6700663,76.32067754,73.05669414,9.702387962,14.76364434,0.02435714,0,0.000428571,0.274285714,15.69661703,0.759514242,0,0.000285714,0.25,52.22363051,-0.07295238,0,0.001142857,0.265714286,5.881876733,-0.22857143,0,0.007714286,0.007714286,8.749157394,-0.028571429,0,0.009714286,0.009714286,9.808118253,-0.129523804,0,0.000142857,0.267571429,8.627082106
42538350,42538343,42538556,42538358,42538461,42538492,42538390,42538412,42538481,42538360,,101.27,84.32529831,101.5127983,119.525301,131.1953033,148.1953049,166.4992931,160.27,49700,1,113.35,81.07085094,77.94672813,79.38438996,76.26026715,167.7761109,78.44432644,75.32020363,76.75786546,73.63374265,10.93520727,-12.13395149,-0.044714283,0,0.000142857,0.295428571,9.054511867,0.280471399,0,0.000142857,0.270857143,37.12499091,-0.053,0,0.000285714,0.288571429,4.035582075,-0.028571429,0,0.009714286,0.009714286,9.808118253,0.257142872,0,0.012571429,0.012571429,11.14153838,-0.090380954,0,0.000142857,0.288857143,7.735685951
42538349,42538344,42538551,42538378,42538365,42538511,42538381,42538357,42538400,42538571,,93.46,75.79249573,92.80499268,112.0924988,124.2624977,139.9599869,160.6054958,126.53,50000,1,88.6,76.40352325,73.59661273,75.06430544,72.25739493,162.2673703,73.33966293,70.53275242,72.00044512,69.19353461,6.867154629,-5.283700302,0.050642863,0,0.000428571,0.242,12.52501633,0.185671449,0,0.000142857,0.219857143,36.66148512,-0.165857152,0,0.000428571,0.234857143,4.097280913,0.085714288,0,0.010857143,0.010857143,10.36304265,0.114285715,0,0.011142857,0.011142857,10.49699666,0.045476183,0,0.000428571,0.237714286,11.66005391
42538350,42538343,42538556,42538406,42538607,42538420,42538478,42538363,42538358,42538369,,100.71,80.48180199,100.2317963,118.4442997,129.3117989,145.6942932,166.3478023,154.44,49900,1,115.35,80.82860428,77.74548346,79.1831577,76.10003688,167.3853998,78.16102815,75.07790733,76.51558157,73.43246075,8.638540756,-7.75789097,0.241571441,0,0.000571429,0.274857143,18.36461609,0.333471432,0,0.000142857,0.255857143,39.75359517,-0.021761905,0,0.001142857,0.27,6.106967968,-0.257142872,0,0.007428571,0.007428571,8.586843282,-0.171428576,0,0.008285714,0.008285714,9.064800728,0.190285724,0,0.000571429,0.269428571,16.65307958
42538349,42538343,42538411,42538362,42538459,42538399,42538407,42538369,42538502,42538482,,94.14,76.15244865,94.05244827,113.4149437,122.9099434,140.7649567,173.3079596,111.26,49900,1,35.3,81.93621241,80.40818297,81.53417527,80.00614582,163.4251759,78.96027266,77.43224321,78.55823551,77.03020607,8.34976565,-8.558251709,0.023642858,0,0.000285714,0.234714286,14.09556202,0.733928561,0,0.000285714,0.211142857,71.86579851,-0.115476187,0,0.000857143,0.225428571,5.636997822,-0.22857143,0,0.007714286,0.007714286,8.749157394,0,0,0.01,0.01,9.949874371,-0.101142861,0,0.000142857,0.227714286,9.7258812
42538350,42538343,42538556,42538538,42538607,42538404,42538370,42538401,42538363,42538358,,101.63,82.36930466,100.4818001,119.3192997,130.9967972,151.6867935,183.9578084,173.85,49600,1,153.35,85.89023971,83.28174069,84.89586523,82.28736621,167.674341,82.04224059,79.43374157,81.04786611,78.43936709,12.38584784,4.363465309,0.073142864,0,0.000142857,0.301571429,9.534133235,-0.239371426,0,0,0.280714286,4.701259446,-0.004380949,0,0.000285714,0.290714286,4.400297518,0.114285715,0,0.011142857,0.011142857,10.49699666,0.342857152,0,0.013428571,0.013428571,11.51010204,0.022285707,0,0.000142857,0.294857143,8.83601203
42538348,42538343,42538384,42538386,42538515,42538420,42538558,42538363,42538412,42538401,,101.88,82.7920475,102.3420486,121.3295479,132.1895523,150.6570503,172.8495471,158.8,49500,1,143.25,82.43856943,79.18403744,80.8239758,77.56944381,167.7971268,79.13334796,75.87881597,77.51875433,74.26422234,10.21389243,9.238732606,-0.035285713,0,0.000142857,0.310857143,9.673352746,0.245428562,0,0.000142857,0.289714286,36.89485995,-0.041190478,0,0.000285714,0.302142857,3.972780354,0.028571429,0,0.010285714,0.010285714,10.08955815,0.085714288,0,0.010857143,0.010857143,10.36304265,0.024714286,0,0.000142857,0.304428571,10.34424386
42538349,42538343,42538411,42538462,42538402,42538558,42538381,42538357,42538419,42538422,,99.32,79.71595383,97.90345001,117.3159504,127.1584492,147.3809486,174.5824606,133.78,50000,1,77.3,82.54333931,79.83228535,81.35677308,78.64571912,166.2420335,79.15644234,76.44538838,77.96987611,75.25882215,9.722304061,3.980514407,0.191071434,0,0.000428571,0.274428571,16.16123442,-0.395342872,0,0,0.245428571,3.111318843,0.022,0,0.001,0.265428571,6.008876495,0.22857143,0,0.012285714,0.012285714,11.01579571,0.22857143,0,0.012285714,0.012285714,11.01579571,0.032238097,0,0.000142857,0.270285714,10.1100631
42538348,42538345,42538556,42538362,42538502,42538492,42538478,42538363,42538358,42538441,,100.84,81.57470131,98.9496994,119.7996922,132.0071953,147.3672005,171.880701,182.94,49600,1,129.7,81.70733168,78.45914921,80.11628951,76.86810704,167.0371627,78.32695294,75.07877047,76.73591077,73.4877283,11.01596164,-22.09094912,-0.007785708,0,0.000285714,0.257714286,12.60691802,0.80925712,0,0.000285714,0.247285714,51.77608505,-0.098142857,0,0.001142857,0.253,5.772624509,-0.142857149,0,0.008571429,0.008571429,9.218437603,-0.314285725,0,0.006857143,0.006857143,8.252346605,0.060571432,0,0.000285714,0.253142857,13.01661942
42538811,42538351,42538411,42538442,42538365,42538387,42538372,42538363,42538357,42538440,,94.22,76.21960068,95.45710373,114.7946014,128.0820923,146.3995956,167.9390984,111.9,49500,1,116.95,79.11115355,76.7031683,78.12727442,75.71928917,162.8847606,75.82271433,73.41472908,74.8388352,72.43084995,8.242362971,6.372904778,0.03757143,0,0.000285714,0.239857143,12.47924523,0.135142848,0,0.000142857,0.223857143,36.67871229,-0.099571429,0,0.001,0.232714286,5.872853251,0.142857149,0,0.011428571,0.011428571,10.62918585,0.028571429,0,0.010285714,0.010285714,10.08955815,0.060190469,0,0.000428571,0.237,14.86228516
42538345,42538343,42538414,42538367,42538448,42538453,42538364,42538396,42538543,42538522,,102,87.31165123,102.6741486,119.8616505,129.3966446,148.78414,166.7756546,160.91,49400,1,61.65,80.94342651,77.53611714,79.09066466,75.68335529,168.051627,78.13254582,74.72523645,76.27978397,72.8724746,10.37637875,1.661239564,-0.018285714,0,0.000142857,0.299428571,9.878150961,0.228499994,0,0.000142857,0.280428571,37.3475536,-0.035285714,0,0.000428571,0.295285714,4.468439094,-0.057142857,0,0.009428571,0.009428571,9.664198606,0.22857143,0,0.012285714,0.012285714,11.01579571,-0.062142858,0,0.000142857,0.296857143,8.122266803
42538350,42538343,42538556,42538358,42538492,42538538,42538364,42538363,42538412,42538485,,101.27,83.88780212,100.4878006,120.3502998,132.4453033,150.0127937,174.089299,188.54,49600,1,139.35,82.24893576,78.93136298,80.66137289,77.34380011,167.1914147,78.64646891,75.32889613,77.05890604,73.74133326,13.51150557,-10.62792167,0.051071431,0,0.000285714,0.295285714,11.89110797,0.304928578,0,0.000142857,0.271857143,39.57642956,-0.023238096,0,0.000571429,0.289428571,5.084520076,0,0,0.01,0.01,9.949874371,-0.057142857,0,0.009428571,0.009428571,9.664198606,0.007380951,0,0.000142857,0.292285714,10.28699018
42538354,42538344,42538411,42538421,42538387,42538558,42538372,42538357,42538419,42538440,,96.72,78.50979614,97.40980148,117.1348,127.0597992,142.1548019,164.1138022,117.22,49200,1,77.8,78.71203131,75.84480345,77.2909301,74.42370225,164.5848549,75.79475259,72.92752474,74.37365138,71.50642353,9.380681125,13.25761527,0.159857139,0,0.000285714,0.254428571,14.58334093,-0.35242857,0,0,0.234142857,5.597757276,-0.024333334,0,0.000714286,0.253142857,5.469975839,0.200000003,0,0.012,0.012,10.88852607,0.200000003,0,0.012,0.012,10.88852607,0.095380954,0,0.000285714,0.251714286,12.72537263
42538348,42538345,42538389,42538378,42538365,42538381,42538372,42538482,42538550,42538509,,103.54,84.19420242,102.1816978,123.9566994,134.0367004,151.6617073,171.5587167,184.83,49600,1,111.7,81.23066439,77.07096846,79.05783761,74.89814167,168.2613711,77.44288373,73.2831878,75.27005695,71.11036101,12.18766507,15.21551013,0.135499995,0,0.000285714,0.323,13.80288451,0.361699983,0,0.000142857,0.301142857,38.68905911,0.014571428,0,0.000571429,0.318857143,4.796603441,-0.200000003,0,0.008,0.008,8.908422981,-0.085714288,0,0.009142857,0.009142857,9.518017286,0.050047617,0,0.000142857,0.317142857,10.41910595
42538345,42538343,42538556,42538386,42538365,42538492,42538390,42538502,42538358,42538543,,105.53,88.73214722,106.0321541,124.1696434,133.6796364,150.9096466,174.3636472,202.1,49700,1,147.65,83.41318245,79.53494658,81.3666086,77.48837273,169.9601171,79.96477022,76.08653434,77.91819637,74.0399605,13.20409999,5.353198946,0.127142854,0,0.000285714,0.344714286,11.7305369,0.307085708,0,0.000142857,0.317,36.69654184,0.064857151,0,0.000857143,0.334714286,5.283264693,-0.171428576,0,0.008285714,0.008285714,9.064800728,-0.171428576,0,0.008285714,0.008285714,9.064800728,0.118857138,0,0.000285714,0.335,11.73420478
42538751,42538343,42538556,42538386,42538607,42538415,42538372,42538363,42538358,42538419,,102.01,82.64474487,100.3447533,119.544754,131.5672424,153.7297623,178.5757388,167.09,49900,1,171.45,83.94790003,80.82368043,82.54037973,79.41616012,167.7343,80.20532244,77.08110283,78.79780213,75.67358252,12.85647276,0.572617026,0.060428569,0,0.000285714,0.307428571,13.38845037,0.279899985,0,0.000142857,0.289714286,36.82157928,0.01533334,0,0.000714286,0.299285714,5.10803281,0.142857149,0,0.011428571,0.011428571,10.62918585,-0.257142872,0,0.007428571,0.007428571,8.586843282,0.027999999,0,0.000285714,0.303,11.99298742
42538344,42538343,42538439,42538373,42538448,42538394,42538370,42538482,42538533,42538449,,96.67,79.8730526,96.2480545,115.8730545,125.9955532,145.4330498,167.0805438,123.09,49500,1,91.5,80.06156172,77.57632358,78.91009966,76.42486152,164.7746734,77.21169553,74.72645739,76.06023347,73.57499533,9.184337718,-6.346549094,-0.165071428,0,0.000142857,0.247142857,8.764600342,0.708985746,0,0.000285714,0.217857143,51.7434503,-0.122714289,0,0.000571429,0.240714286,5.077716898,-0.057142857,0,0.009428571,0.009428571,9.664198606,0.057142857,0,0.010571429,0.010571429,10.2272545,-0.160095241,0,0.000142857,0.238571429,9.325772371
42538345,42538343,42538414,42538371,42538431,42538538,42538364,42538509,42538481,42538392,,101.89,85.5956459,103.1081467,119.9456482,131.4306412,149.9081421,166.8106512,148.77,49400,1,58.65,81.34961927,78.17057653,79.6166891,76.43764637,168.191755,78.74421173,75.565169,77.01128157,73.83223883,9.85201295,8.391031623,0.160642853,0,0.000285714,0.303285714,12.70326477,-0.277542867,0,0,0.275,4.75196705,0.055666669,0,0.000714286,0.294428571,5.27395238,0.114285715,0,0.011142857,0.011142857,10.49699666,0.028571429,0,0.010285714,0.010285714,10.08955815,0.171809524,0,0.000285714,0.299,11.5762058
42538344,42538343,42538366,42538546,42538387,42538505,42538558,42538375,42538380,42538425,,95.13,76.72654152,93.68904495,114.5890446,124.8465496,144.6940567,164.9445564,114.04,49600,1,66.5,79.75042214,77.7327193,78.84482449,76.82712165,164.1436278,77.31970423,75.30200139,76.41410657,74.39640373,6.0398598,-6.191632524,-0.074714285,0,0.000142857,0.241571429,10.43960213,0.810785681,0,0.000285714,0.222285714,53.75389976,-0.130571427,0,0.000714286,0.237857143,4.803133622,-0.142857149,0,0.008571429,0.008571429,9.218437603,-0.114285715,0,0.008857143,0.008857143,9.369468436,-0.09547619,0,0,0.238,7.647739015
42538348,42538343,42538557,42538362,42538387,42538399,42538407,42538369,42538482,42538522,,99.19,81.39155197,97.45404816,117.3290482,127.2865551,145.6890526,166.3055466,127.77,49300,1,45.25,81.21113896,78.72130469,79.92752371,77.43768944,166.7878759,78.87609716,76.3862629,77.59248191,75.10264765,7.562095182,-3.394719586,0.061857149,0,0.000285714,0.273857143,13.07096475,0.234299988,0,0.000142857,0.245571429,37.49188209,-0.051285716,0,0.001142857,0.262428571,5.991003748,-0.085714288,0,0.009142857,0.009142857,9.518017286,-0.057142857,0,0.009428571,0.009428571,9.664198606,0.149666661,0,0.000571429,0.265714286,16.08788623
42538343,42538352,42538556,42538386,42538365,42538420,42538372,42538412,42538401,42538440,,102.07,82.54710388,100.3846016,120.8221016,130.1396034,154.8096008,177.1136038,148.75,49200,1,164.5,83.57136977,80.39392676,82.09693682,78.91949381,167.8035377,79.93677253,76.75932952,78.46233958,75.28489657,12.82369597,23.96763116,-0.059428571,0,0.000142857,0.297142857,8.975495506,0.264557123,0,0.000142857,0.277285714,37.50625083,-0.069666667,0,0.000285714,0.289142857,4.070067027,0.114285715,0,0.011142857,0.011142857,10.49699666,0.114285715,0,0.011142857,0.011142857,10.49699666,-0.115428571,0,0,0.294857143,5.839090471
