P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score,MLB $7.5K Solo Shot ROI,MLB $7.5K Solo Shot Sim Dupes,MLB $7.5K Solo Shot Win Rate,MLB $7.5K Solo Shot Cash Rate,MLB $7.5K Solo Shot ROI StDev,MLB $200K Knuckleball [$50K to 1st] ROI,MLB $200K Knuckleball [$50K to 1st] Sim Dupes,MLB $200K Knuckleball [$50K to 1st] Win Rate,MLB $200K Knuckleball [$50K to 1st] Cash Rate,MLB $200K Knuckleball [$50K to 1st] ROI StDev,MLB $5K Hot Corner [5 Entry Max] ROI,MLB $5K Hot Corner [5 Entry Max] Sim Dupes,MLB $5K Hot Corner [5 Entry Max] Win Rate,MLB $5K Hot Corner [5 Entry Max] Cash Rate,MLB $5K Hot Corner [5 Entry Max] ROI StDev,MLB $1 Winner Take All [$100 to 1st] ROI,MLB $1 Winner Take All [$100 to 1st] Sim Dupes,MLB $1 Winner Take All [$100 to 1st] Win Rate,MLB $1 Winner Take All [$100 to 1st] Cash Rate,MLB $1 Winner Take All [$100 to 1st] ROI StDev,MLB $1 Winner Take All [$100 to 1st] ROI,MLB $1 Winner Take All [$100 to 1st] Sim Dupes,MLB $1 Winner Take All [$100 to 1st] Win Rate,MLB $1 Winner Take All [$100 to 1st] Cash Rate,MLB $1 Winner Take All [$100 to 1st] ROI StDev,MLB $20K Moonshot ROI,MLB $20K Moonshot Sim Dupes,MLB $20K Moonshot Win Rate,MLB $20K Moonshot Cash Rate,MLB $20K Moonshot ROI StDev
42538344,42538351,42538411,42538421,42538365,42538404,42538372,42538471,42538456,42538438,,95.92,78.51189995,97.22439957,116.8743973,127.171899,146.76689,166.6083957,103.52,49100,1,118.1,80.33162838,78.22631496,79.39066218,77.28534876,164.5902905,77.77955291,75.67423949,76.83858671,74.73327329,6.436348934,3.33507359,0.698785737,0,0.001,0.269428571,24.11107793,0.861400008,0,0.000285714,0.247714286,71.93979903,0.143999994,0,0.001714286,0.262,7.455148824,0.057142857,0,0.010571429,0.010571429,10.2272545,0.371428579,0,0.013714286,0.013714286,11.63022101,0.464857161,0,0.000857143,0.265285714,19.99444828
42538344,42538343,42538389,42538485,42538461,42538505,42538397,42538401,42538383,42538444,,105.22,86.61054802,104.9980507,125.7230492,134.5880577,152.1330475,170.826559,156.27,49100,1,127.5,83.41211117,79.97909839,81.51050181,78.07748902,170.3443616,80.71951027,77.28649749,78.81790091,75.38488812,10.51219519,14.61741328,0.417428567,0,0.000428571,0.338571429,13.74656815,0.401214331,0,0.000142857,0.312142857,36.83370594,0.255999997,0,0.000714286,0.332571429,5.373019509,0.485714287,0,0.014857143,0.014857143,12.0981024,0.45714286,0,0.014571429,0.014571429,11.98294707,0.576666676,0,0.000571429,0.331428571,16.14375901
42538348,42538345,42538384,42538376,42538528,42538415,42538385,42538425,42538400,42538438,,94.39,75.79569626,93.87069702,112.8581944,122.7356953,140.6231964,171.5282062,115.98,49000,1,104.7,80.96888598,79.0752721,80.32728481,78.43367092,163.3475487,77.85444902,75.96083513,77.21284784,75.31923395,6.769954838,13.71368021,0.308928572,0,0.000714286,0.206571429,20.83166483,2.029214382,0,0.000571429,0.194857143,101.7031999,-0.023047619,0,0.001428571,0.203714286,7.14565605,0.057142857,0,0.010571429,0.010571429,10.2272545,-0.028571429,0,0.009714286,0.009714286,9.808118253,0.249380954,0,0.000571429,0.205285714,18.01170692
42538344,42538343,42538366,42538421,42538387,42538397,42538558,42538380,42538464,42538499,,95.81,78.11454582,95.52705002,115.3770523,125.6845482,144.0270386,161.5335387,100.65,50000,1,71.5,79.42656139,77.42068557,78.40931215,76.40343633,164.8649898,77.4779309,75.47205508,76.46068166,74.45480584,5.285944473,33.47276151,0.355428586,0,0.000428571,0.256,15.70683224,0.92718567,0,0.000285714,0.238285714,54.63911807,0.117333332,0,0.001285714,0.256571429,6.724984194,0.257142872,0,0.012571429,0.012571429,11.14153838,0.485714287,0,0.014857143,0.014857143,12.0981024,0.447761923,0,0.000571429,0.254571429,18.43418396
42538343,42538352,42538551,42538362,42538437,42538426,42538397,42538369,42538502,42538361,,92.16,76.26959991,92.84459686,110.5320988,119.9945984,140.7845993,161.4636105,81.01,49700,1,47.5,78.62466558,77.1799652,78.0453541,76.60065372,162.5650276,76.60781038,75.16311,76.02849889,74.58379851,5.565456692,15.83069414,0.33742857,0,0.000714286,0.210857143,21.06690067,1.384714305,0,0.000428571,0.189285714,86.83447045,-0.082904761,0,0.001142857,0.205571429,6.358825942,0.057142857,0,0.010571429,0.010571429,10.2272545,0.45714286,0,0.014571429,0.014571429,11.98294707,0.435666665,0,0.001,0.206857143,21.89836453
42538345,42538351,42538556,42538386,42538448,42538404,42538407,42538363,42538358,42538482,,100.9,81.83799553,100.7005005,119.600502,131.3879944,151.3005066,178.7025005,151.77,49500,1,190.25,84.91690173,82.55451301,83.94196375,81.57957503,167.618401,81.7294875,79.36709877,80.75454951,78.39216079,10.04065041,6.286903471,0.524571449,0,0.000714286,0.309,21.10354433,1.032800049,0,0.000285714,0.299428571,54.68276107,0.144000001,0,0.001,0.303714286,6.207624916,0.22857143,0,0.012285714,0.012285714,11.01579571,0.514285743,0,0.015142857,0.015142857,12.21210507,0.144952379,0,0.000142857,0.303285714,10.73832318
42538348,42538345,42538384,42538511,42538418,42538415,42538390,42538401,42538413,42538392,,96.7,80.2696991,97.69469833,117.7196999,126.3221989,145.3347015,163.033699,127.49,49300,1,122.7,78.93162395,76.29077816,77.5967475,74.95590171,164.8512165,76.34859236,73.70774657,75.01371592,72.37287013,8.049107215,7.388411462,0.447714273,0,0.000714286,0.249857143,20.17705537,1.573614359,0,0.000428571,0.231428571,86.93678377,0.120333334,0,0.001714286,0.248571429,7.58522374,0.142857149,0,0.011428571,0.011428571,10.62918585,-0.085714288,0,0.009142857,0.009142857,9.518017286,0.387571409,0,0.000714286,0.246714286,19.03065216
42538350,42538343,42538551,42538378,42538365,42538469,42538372,42538441,42538419,42538440,,101.15,81.89929962,100.8367996,120.4617996,130.8142937,148.4717926,165.3668011,133.46,49000,1,91.35,79.75138823,76.11568285,77.78517978,74.1494744,167.2287222,76.7091059,73.07340053,74.74289745,71.10719208,10.95023517,38.08554113,0.214142855,0,0.000428571,0.302428571,16.20082496,1.468371391,0,0.000428571,0.275285714,86.78498534,0.070142862,0,0.000714286,0.295571429,5.463471151,0.257142872,0,0.012571429,0.012571429,11.14153838,0.371428579,0,0.013714286,0.013714286,11.63022101,0.197809519,0,0.000428571,0.298142857,14.79243849
42538344,42538343,42538414,42538391,42538448,42538407,42538364,42538441,42538522,42538481,,101.77,85.79805183,102.1730499,122.1355476,131.8880478,146.2380524,166.3305591,151.54,49600,1,59.5,80.78309444,77.40167887,78.94183648,75.56042091,167.9199464,78.0038796,74.62246403,76.16262163,72.78120606,11.39399272,1.385862753,0.49092859,0,0.000714286,0.311714286,20.7146911,1.536999941,0,0.000428571,0.285142857,86.80373505,0.163619049,0,0.001142857,0.302571429,6.423839658,0.057142857,0,0.010571429,0.010571429,10.2272545,-0.057142857,0,0.009428571,0.009428571,9.664198606,0.38433335,0,0.000428571,0.305142857,16.34047654
42538348,42538344,42538411,42538421,42538387,42538538,42538395,42538380,42538442,42538375,,93.79,76.56559753,93.81559753,113.6780968,123.2731014,140.1005974,162.1216006,117.09,49800,1,66.55,78.54494135,76.56610221,77.64444586,75.66560672,163.2762943,76.21040589,74.23156675,75.3099104,73.33107126,5.34614802,-4.45756875,0.363928571,0,0.000571429,0.226428571,18.94118309,1.494657218,0,0.000428571,0.209142857,86.88144818,0.028333333,0,0.001571429,0.22,7.232502228,0.142857149,0,0.011428571,0.011428571,10.62918585,0.400000006,0,0.014,0.014,11.74904251,0.12923808,0,0.000285714,0.224714286,12.67338321
42538345,42538343,42538411,42538406,42538461,42538381,42538372,42538549,42538440,42538419,,107.65,87.30015182,107.0501518,124.6876526,136.207663,153.835141,180.0671405,173.59,49400,1,108.65,85.82854581,82.01535439,83.86905556,80.05586414,171.3950656,82.22693254,78.41374112,80.26744229,76.45425087,11.31126365,43.39110553,0.582785711,0,0.000571429,0.353714286,18.76809403,0.421942875,0,0.000142857,0.329428571,38.7150576,0.341666669,0,0.001285714,0.347857143,6.908110972,0.371428579,0,0.013714286,0.013714286,11.63022101,0.285714298,0,0.012857143,0.012857143,11.26580522,0.551904753,0,0.000714286,0.349,18.75457559
42538344,42538345,42538516,42538554,42538437,42538397,42538364,42538369,42538383,42538441,,100.18,87.01069832,100.9106979,118.8481998,127.915696,147.0856934,164.9006964,125.9,50000,1,98.95,81.04296588,78.35487413,79.58084624,76.8927545,167.4390473,78.82716916,76.13907742,77.36504953,74.67695779,8.126284028,46.44182026,0.49414286,0,0.000428571,0.304142857,17.14811062,0.372414283,0,0.000142857,0.287,37.73660897,0.299714282,0,0.001142857,0.298428571,6.865005311,0.45714286,0,0.014571429,0.014571429,11.98294707,0.54285717,0,0.015428571,0.015428571,12.32498706,0.388047606,0,0.000428571,0.3,14.7821698
42538348,42538343,42538496,42538373,42538467,42538538,42538364,42538441,42538466,42538361,,102.79,86.57954407,103.4420509,120.8295517,131.3670502,147.4220535,172.2925592,163.11,49600,1,75.25,82.56722404,79.1963676,80.84043343,77.46957699,168.4237372,79.36181717,75.99096073,77.63502656,74.26417011,9.93038163,7.685360312,0.244571432,0,0.000428571,0.301285714,16.75328505,2.069428429,0,0.000571429,0.274714286,74.42097474,0.008857142,0,0.000714286,0.294142857,5.425005737,-0.028571429,0,0.009714286,0.009714286,9.808118253,0.028571429,0,0.010285714,0.010285714,10.08955815,0.220095232,0,0.000571429,0.297142857,16.52892926
42538345,42538343,42538389,42538546,42538461,42538420,42538370,42538363,42538474,42538466,,110.27,90.81165123,109.399147,129.461647,140.6466446,159.3391571,185.5311395,194,49600,1,98.65,88.36847689,84.57649432,86.44617808,82.65419551,173.1909543,84.68172444,80.88974188,82.75942563,78.96744307,13.7067056,51.64849758,0.40200001,0,0,0.418714286,7.052292054,0.025571432,0,0,0.384714286,5.069935954,0.578142866,0,0.001142857,0.407571429,6.756265471,0.371428579,0,0.013714286,0.013714286,11.63022101,0.742857158,0,0.017428571,0.017428571,13.08618215,0.421571426,0,0.000142857,0.408285714,8.744968896
42538345,42538343,42538556,42538358,42538607,42538538,42538370,42538401,42538363,42538494,,105.67,85.86364937,104.1011543,124.5011559,135.6511536,152.408654,186.2666597,214.33,49700,1,157.65,86.91936596,83.5304528,85.41813454,82.02922138,169.9457493,82.75755213,79.36863897,81.25632072,77.86740756,14.33846109,5.830836296,0.301928565,0,0.000428571,0.351285714,16.2936224,1.646542788,0,0.000428571,0.330857143,86.87500913,0.149761911,0,0.000714286,0.346142857,5.312543931,0.085714288,0,0.010857143,0.010857143,10.36304265,0.057142857,0,0.010571429,0.010571429,10.2272545,0.290095232,0,0.000428571,0.347714286,14.91104083
42538345,42538343,42538414,42538373,42538494,42538538,42538372,42538369,42538481,42538441,,105.66,87.26064873,106.6981506,125.7106514,135.4556511,150.2181503,170.5491566,169.81,49700,1,77.65,82.76366404,78.91991359,80.63035065,76.7866002,170.2932621,79.76566625,75.92191579,77.63235285,73.7886024,12.40117837,40.86956978,0.50614284,0,0.000571429,0.337714286,19.01719503,0.999157131,0,0.000285714,0.308285714,71.97218273,0.26476191,0,0.001285714,0.328857143,6.813302468,0.085714288,0,0.010857143,0.010857143,10.36304265,0.342857152,0,0.013428571,0.013428571,11.51010204,0.331666663,0,0.000428571,0.333571429,14.79094352
42538348,42538345,42538411,42538386,42538607,42538420,42538381,42538401,42538363,42538419,,105.52,85.35720444,103.2947006,125.1696968,135.0871986,155.0246994,177.4207082,192.24,49900,1,177.7,83.9373165,80.00859586,81.9447283,78.01600767,169.7441998,80.12150738,76.19278674,78.12891918,74.20019854,15.1672856,21.62258178,0.427499995,0,0.000428571,0.337428571,17.05743787,1.121214271,0,0.000285714,0.319571429,72.12637788,0.187428571,0,0.000571429,0.329285714,5.437930112,0.22857143,0,0.012285714,0.012285714,11.01579571,0.285714298,0,0.012857143,0.012857143,11.26580522,0.275666676,0,0.000285714,0.329714286,13.23953251
42538345,42538343,42538556,42538378,42538607,42538420,42538381,42538358,42538419,42538440,,109.62,90.0331459,106.833149,125.1081562,137.7831444,157.5106544,180.4386513,209.7,49900,1,152.65,85.80591737,81.4277188,83.48760012,79.10940155,172.357084,81.94459068,77.56639211,79.62627342,75.24807485,15.73451759,25.03916621,0.418071425,0,0.000428571,0.399571429,13.19226721,1.104128644,0,0.000285714,0.367428571,52.0593143,0.293809526,0,0.000714286,0.384714286,5.172336547,0.257142872,0,0.012571429,0.012571429,11.14153838,0.200000003,0,0.012,0.012,10.88852607,0.243999999,0,0.000142857,0.391571429,8.55491033
42538345,42538351,42538556,42538386,42538607,42538426,42538364,42538369,42538412,42538363,,98.87,80.30350113,98.60350037,118.5660038,129.8535004,148.0310089,173.0130095,125.91,49100,1,192.25,83.1722686,81.05521112,82.26187146,80.14481398,166.563744,80.46268474,78.34562727,79.5522876,77.43523013,8.424826201,4.35057953,0.434000008,0,0.000571429,0.291714286,19.03074663,1.542000055,0,0.000428571,0.277857143,63.83686513,0.120761902,0,0.000857143,0.287142857,5.900927793,0.085714288,0,0.010857143,0.010857143,10.36304265,0.171428576,0,0.011714286,0.011714286,10.75967529,0.16271428,0,0.000285714,0.284428571,11.27610301
42538349,42538345,42538439,42538416,42538437,42538469,42538381,42538383,42538507,42538357,,92.93,75.15109444,91.40110016,109.8885994,123.2835995,139.2461044,161.9836047,111.39,49500,1,68.75,77.75384429,75.61867678,76.80912685,74.67395934,162.4520989,75.12721153,72.99204402,74.18249409,72.04732658,5.76368914,7.878936082,0.384000003,0,0.000571429,0.240714286,19.51152144,1.50207141,0,0.000428571,0.219,86.94545144,0.055714287,0,0.001285714,0.234571429,6.811823309,-0.057142857,0,0.009428571,0.009428571,9.664198606,0,0,0.01,0.01,9.949874371,0.617333367,0,0.001,0.237,22.73945947
42538345,42538343,42538556,42538546,42538492,42538420,42538364,42538412,42538358,42538466,,108.93,88.32064629,106.1581497,127.9831467,138.1206451,157.1331482,185.6361482,212.78,49100,1,131.65,87.7547857,83.99570287,85.91007176,82.15098893,172.1667275,83.85639296,80.09731013,82.01167902,78.25259619,14.13588624,33.46856236,0.450071439,0,0.000285714,0.387142857,14.32126195,-0.029600002,0,0,0.363285714,5.386112933,0.405142859,0,0.000714286,0.379714286,6.064260569,0.628571451,0,0.016285714,0.016285714,12.65720735,0.571428597,0,0.015714286,0.015714286,12.4367789,0.470285714,0,0.000285714,0.382857143,13.80164859
42538348,42538343,42538411,42538554,42538365,42538538,42538381,42538494,42538357,42538440,,107.03,89.05304909,107.103054,126.2905521,135.9655548,155.3430634,176.3520488,211,49500,1,84.25,83.26426537,78.71414605,80.86759334,76.31747402,170.3630278,79.20059554,74.65047622,76.80392351,72.25380419,15.20893263,36.95826232,0.371071424,0,0.000285714,0.381428571,12.33833143,0.377771452,0,0.000142857,0.351428571,36.80100892,0.292142846,0,0.000857143,0.370571429,5.774027645,0.45714286,0,0.014571429,0.014571429,11.98294707,0.628571451,0,0.016285714,0.016285714,12.65720735,0.369142864,0,0.000285714,0.369857143,12.18625666
42538345,42538351,42538389,42538500,42538365,42538381,42538543,42538357,42538440,42538419,,105.79,86.0755024,104.2755013,124.1254959,134.5305031,154.8529945,178.0515065,159.86,49700,1,145.25,84.92053804,81.34775847,83.11040552,79.53762595,170.2795372,81.44272943,77.86994986,79.63259691,76.05981734,12.15151318,69.58302855,0.530714273,0,0.000428571,0.359857143,16.93196475,-0.021257143,0,0,0.335428571,7.669589775,0.382904768,0,0.001,0.349857143,6.498893538,0.400000006,0,0.014,0.014,11.74904251,0.45714286,0,0.014571429,0.014571429,11.98294707,0.736523792,0,0.000714286,0.350857143,18.89505633
42538345,42538343,42538556,42538386,42538607,42538538,42538395,42538363,42538358,42538471,,106.44,86.4646492,106.8271484,127.6396503,138.0996475,156.2896461,180.0636455,196.37,49300,1,161.65,86.01044611,82.60512573,84.3075614,80.90224101,170.8534351,82.60602382,79.20070344,80.90313911,77.49781872,11.10692658,24.03654456,0.334571429,0,0.000285714,0.370714286,12.23081821,0.465585753,0,0.000142857,0.347428571,37.07136873,0.348761901,0,0.001285714,0.363714286,6.653768553,0.600000024,0,0.016,0.016,12.54750971,0.400000006,0,0.014,0.014,11.74904251,0.331476197,0,0.000285714,0.365,13.01385752
42538345,42538347,42538439,42538373,42538437,42538426,42538370,42538383,42538499,42538449,,90.35,73.69784355,92.13534927,110.7603474,123.7828468,142.8628517,163.7108575,86.54,49300,1,99.05,78.21569729,76.80836537,77.7919122,76.38458028,161.0659577,75.68884191,74.28150999,75.26505682,73.8577249,6.59121824,15.49508721,0.472357154,0,0.000714286,0.219714286,20.37834519,0.861271411,0,0.000285714,0.202857143,72.07011314,0.097809523,0,0.001571429,0.216571429,7.502622764,0.285714298,0,0.012857143,0.012857143,11.26580522,0.400000006,0,0.014,0.014,11.74904251,0.363238096,0,0.000714286,0.215857143,19.14559952
42538354,42538345,42538411,42538546,42538365,42538381,42538395,42538466,42538357,42538419,,104.07,83.49839401,101.2859001,122.235899,134.8333992,155.7708954,181.663904,167.47,49600,1,122.95,85.07555812,81.65785505,83.51106678,80.09336372,168.8984427,81.08041427,77.6627112,79.51592293,76.09821987,13.22788448,24.10966158,0.191928566,0,0.000142857,0.321571429,11.45766948,1.581728578,0,0.000428571,0.297285714,86.86639209,0.171619043,0,0.001285714,0.314571429,6.749580987,-0.028571429,0,0.009714286,0.009714286,9.808118253,0.200000003,0,0.012,0.012,10.88852607,0.361428559,0,0.000428571,0.314714286,15.79369638
42538345,42538343,42538389,42538546,42538467,42538381,42538364,42538396,42538485,42538466,,107.28,88.11964989,105.6821518,127.4446545,137.9546585,158.0546501,174.6331563,198.84,49300,1,103.65,83.62445764,79.36623877,81.31853264,77.06031377,170.9397482,80.07350102,75.81528215,77.76757602,73.50935715,13.03245632,16.32570475,0.485499993,0,0.000571429,0.362428571,18.66712377,0.963271402,0,0.000285714,0.330571429,52.27047379,0.245571427,0,0.001,0.352428571,6.111694105,0.22857143,0,0.012285714,0.012285714,11.01579571,0.22857143,0,0.012285714,0.012285714,11.01579571,0.323666669,0,0.000428571,0.357285714,14.23985764
42538345,42538343,42538411,42538378,42538365,42538469,42538372,42538475,42538509,42538568,,104.35,85.9911499,102.4661446,122.8786488,134.9986504,153.2236618,177.050168,164.13,49000,1,103.65,84.14777823,80.66858509,82.42141952,78.94222638,169.2945404,80.61563364,77.13644049,78.88927493,75.41008178,9.358637249,35.7276082,0.232999995,0,0.000142857,0.353571429,10.40473357,0.973014295,0,0.000285714,0.327285714,71.85528033,0.239380956,0,0.000714286,0.345428571,5.495124926,0.314285725,0,0.013142857,0.013142857,11.38864454,0.514285743,0,0.015142857,0.015142857,12.21210507,0.201047629,0,0.000142857,0.346,10.09042902
42538344,42538351,42538556,42538391,42538607,42538453,42538372,42538363,42538358,42538466,,104,83.80239868,101.9023972,122.8649025,133.8599022,151.479908,178.7634108,170.16,49000,1,160.1,84.86845305,81.66453749,83.33915105,80.13523549,169.2068032,81.37391438,78.16999882,79.84461238,76.64069682,12.12890201,17.96507984,0.441642843,0,0.000428571,0.329714286,17.01702829,1.147700038,0,0.000285714,0.312714286,55.35747491,0.227428581,0,0.000857143,0.323714286,5.869388382,0,0,0.01,0.01,9.949874371,0.200000003,0,0.012,0.012,10.88852607,0.458190503,0,0.000571429,0.326285714,16.61735328
42538348,42538343,42538496,42538376,42538467,42538459,42538390,42538430,42538466,42538361,,98.02,79.53904724,99.18905258,118.6140499,128.654052,149.2915329,167.4990442,140.6,49300,1,55.25,80.6504939,78.06338911,79.40002028,76.81291549,165.7107963,77.89107399,75.3039692,76.64060038,74.05349559,6.382818906,5.069136992,0.170357142,0,0.000428571,0.262,16.20086743,2.0070858,0,0.000571429,0.240857143,98.12559827,0.064476192,0,0.001571429,0.253857143,7.213888287,0.057142857,0,0.010571429,0.010571429,10.2272545,-0.171428576,0,0.008285714,0.008285714,9.064800728,0.341952372,0,0.000714286,0.257142857,18.22130884
42538344,42538343,42538389,42538391,42538448,42538453,42538407,42538383,42538533,42538466,,102.85,85.85355186,102.5660515,122.5285511,132.0910492,149.3810493,170.4925583,160.78,49000,1,47.5,82.24294034,78.8798161,80.47100681,77.10788256,168.5713467,79.24130174,75.87817749,77.4693682,74.10624396,10.87054153,22.12599367,0.312928572,0,0.000285714,0.322857143,13.88313165,0.939171337,0,0.000285714,0.298,52.40689823,0.240047619,0,0.000857143,0.320571429,6.080437342,0.314285725,0,0.013142857,0.013142857,11.38864454,0.371428579,0,0.013714286,0.013714286,11.63022101,0.289809518,0,0.000142857,0.316,11.57291261
42538344,42538343,42538551,42538358,42538418,42538415,42538508,42538401,42538425,42538434,,98.43,79.1250515,99.35004425,117.8625488,128.7700523,147.4800522,168.335058,147.23,49900,1,91.5,80.30773064,77.35579098,78.87850943,75.92656976,165.6246599,77.16879649,74.21685683,75.73957528,72.78763561,9.505927289,22.10442126,0.134428568,0,0.000428571,0.253571429,14.60112163,1.976357222,0,0.000571429,0.232428571,101.5848913,-0.053428579,0,0.001,0.246,5.822406459,0.171428576,0,0.011714286,0.011714286,10.75967529,0.22857143,0,0.012285714,0.012285714,11.01579571,0.004761904,0,0.000285714,0.249571429,12.9735918
42538350,42538345,42538389,42538358,42538461,42538505,42538381,42538401,42538466,42538444,,107.28,85.87894821,106.0914497,126.8414497,137.7014481,152.216452,175.401449,185.75,49000,1,120.8,84.53080634,80.6465546,82.43166671,78.54741497,171.2741117,81.27460965,77.39035792,79.17547002,75.29121829,13.58583011,29.53568697,0.40742857,0,0.000428571,0.349571429,16.38888361,1.089628533,0,0.000285714,0.327857143,53.61356596,0.235285707,0,0.000857143,0.341571429,5.866368046,0.428571433,0,0.014285714,0.014285714,11.86660552,0.114285715,0,0.011142857,0.011142857,10.49699666,0.182190467,0,0.000285714,0.339285714,10.10269244
42538344,42538343,42538389,42538546,42538461,42538426,42538397,42538474,42538466,42538361,,105.07,87.25904846,104.7340508,123.4840527,133.8990471,152.6865509,175.5900455,158.03,49200,1,80.5,84.85004289,81.68414693,83.21130547,80.04540951,170.2482032,81.9073047,78.74140874,80.26856728,77.10267132,9.968025805,42.14756489,0.415071443,0,0.000285714,0.345714286,14.45304805,0.408399977,0,0.000142857,0.317857143,37.18098814,0.368904769,0,0.001285714,0.337285714,6.907106823,0.45714286,0,0.014571429,0.014571429,11.98294707,0.342857152,0,0.013428571,0.013428571,11.51010204,0.464999989,0,0.000285714,0.340142857,13.75703826
42538350,42538345,42538389,42538485,42538431,42538404,42538370,42538499,42538464,42538360,,96.32,80.82894707,97.34144592,114.2789536,124.6989513,144.7964546,167.020455,117.02,49300,1,103.8,80.08957115,77.71609969,79.0077049,76.63423344,164.6148361,77.29662176,74.92315031,76.21475552,73.84128406,9.40294892,22.54760116,0.299642853,0,0.000571429,0.242714286,18.73312256,1.396342814,0,0.000428571,0.221285714,86.77185045,0.025666665,0,0.001428571,0.238857143,7.017902782,0.342857152,0,0.013428571,0.013428571,11.51010204,0.171428576,0,0.011714286,0.011714286,10.75967529,0.220904761,0,0.000571429,0.237,16.35531544
42538350,42538345,42538411,42538538,42538461,42538426,42538372,42538440,42538357,42538419,,103.52,85.12894821,103.1164513,122.7414494,134.4564507,150.941452,173.342446,154.87,49000,1,95.8,82.86784045,79.34807122,81.06182252,77.54205329,168.7936538,79.53260449,76.01283525,77.72658655,74.20681732,12.10971609,33.85151327,0.401214272,0,0.000571429,0.326,18.11218278,0.962757111,0,0.000285714,0.300714286,71.94981391,0.174714286,0,0.001,0.323428571,5.984221273,0.22857143,0,0.012285714,0.012285714,11.01579571,0.22857143,0,0.012285714,0.012285714,11.01579571,0.451047599,0,0.000714286,0.321285714,18.28783398
42538348,42538351,42538366,42538358,42538461,42538505,42538478,42538412,42538363,42538466,,101.63,82.72190094,100.9844017,121.7344017,132.6418999,154.9619026,178.3893994,160.38,49200,1,154.85,84.85852774,82.30824838,83.74974418,81.19946482,168.0195985,81.64282393,79.09254457,80.53404036,77.98376101,9.452976991,3.799825534,0.422142841,0,0.000571429,0.307428571,18.61686911,0.994828582,0,0.000285714,0.292285714,52.37596365,0.175761908,0,0.001,0.301857143,6.383137377,0.342857152,0,0.013428571,0.013428571,11.51010204,0.314285725,0,0.013142857,0.013142857,11.38864454,0.196619051,0,0.000285714,0.304,11.72981122
42538348,42538344,42538556,42538358,42538607,42538453,42538372,42538363,42538412,42538440,,104.5,84.9060955,103.8436012,122.0936012,133.9835983,155.4935974,189.2916005,201.15,49900,1,156.55,87.14449476,83.86238519,85.82564524,82.54353567,168.9783373,82.57356413,79.29145457,81.25471461,77.97260505,15.21885198,11.76026985,0.128714289,0,0.000142857,0.342285714,10.7815618,1.623528481,0,0.000428571,0.324142857,86.82294245,0.082714286,0,0.000714286,0.331857143,5.213939126,0.400000006,0,0.014,0.014,11.74904251,0.057142857,0,0.010571429,0.010571429,10.2272545,0.15309523,0,0.000285714,0.335285714,12.984372
42538351,42538352,42538479,42538511,42538365,42538381,42538372,42538440,42538357,42538400,,95.92,75.33595276,95.46094894,116.3234501,127.1309521,148.4884468,172.4034558,106.84,49100,1,124.1,81.32609358,79.12057049,80.48438312,78.27886002,164.1913597,78.07636617,75.87084308,77.23465571,75.02913261,7.777567081,54.59583998,0.46392858,0,0.000571429,0.266571429,19.5293919,0.493500009,0,0.000142857,0.249285714,39.98628536,0.247714274,0,0.002,0.263428571,8.226039908,0.342857152,0,0.013428571,0.013428571,11.51010204,0.142857149,0,0.011428571,0.011428571,10.62918585,0.745571464,0,0.001,0.266,23.05219123
42538350,42538343,42538556,42538358,42538607,42538415,42538397,42538412,42538363,42538466,,103.47,83.9178009,102.2178001,121.517807,131.9253014,152.6878014,175.275807,175,49000,1,123.35,83.52518208,80.14784464,81.84239022,78.46505278,168.7971825,80.12433719,76.74699974,78.44154533,75.06420788,12.8565312,15.96852541,0.271000001,0,0.000285714,0.332,12.98204937,1.03549999,0,0.000285714,0.312428571,71.99435248,0.132523803,0,0.000571429,0.322428571,5.131499318,0.314285725,0,0.013142857,0.013142857,11.38864454,0.45714286,0,0.014571429,0.014571429,11.98294707,0.214571436,0,0.000285714,0.325428571,11.09772437
42538350,42538343,42538366,42538442,42538515,42538387,42538370,42538375,42538464,42538499,,92.7,75.6828022,92.38279724,111.0952988,121.9202972,138.6403122,154.9333003,82.93,49700,1,53.35,76.73317502,74.87469735,75.75511833,73.89664065,162.9116966,75.06996878,73.2114911,74.09191208,72.23343441,4.618302352,0.45635812,0.210999992,0,0.000285714,0.217428571,15.60439555,2.000299901,0,0.000571429,0.194428571,98.17595884,0.008714288,0,0.001571429,0.211571429,7.178979531,-0.114285715,0,0.008857143,0.008857143,9.369468436,0,0,0.01,0.01,9.949874371,0.317142855,0,0.000714286,0.214142857,18.75123646
