P,P,C,1B,2B,3B,SS,OF,OF,OF
42697143,42697144,42697168,42697226,42697112,42697094,42697207,42697072,42697117,42697151
42697089,42697144,42697114,42697226,42697208,42697112,42697079,42697091,42697151,42697154
42697143,42697089,42697114,42697226,42697208,42697094,42697207,42697154,42697111,42697151
42697143,42697144,42697114,42697101,42697080,42697093,42697079,42697140,42697154,42697118
42697089,42697144,42697071,42697101,42697112,42697093,42697079,42697141,42697091,42697052
42697143,42697144,42697114,42697219,42697112,42697094,42697207,42697117,42697052,42697154
42697089,42697144,42697114,42697101,42697208,42697112,42697079,42697091,42697052,42697151
42697089,42697144,42697071,42697101,42697208,42697094,42697207,42697118,42697151,42697111
42697143,42697144,42697168,42697101,42697208,42697094,42697207,42697072,42697140,42697151
42697089,42697143,42697114,42697226,42697208,42697095,42697079,42697140,42697111,42697121
42697089,42697144,42697114,42697101,42697146,42697093,42697079,42697103,42697052,42697118
42697089,42697144,42697168,42697101,42697146,42697095,42697207,42697052,42697091,42697111
42697143,42697144,42697114,42697101,42697112,42697093,42697079,42697140,42697154,42697118
42697089,42697159,42697126,42697226,42697112,42697093,42697217,42697103,42697091,42697142
42697143,42697144,42697114,42697219,42697208,42697094,42697095,42697140,42697052,42697118
42697089,42697144,42697114,42697226,42697208,42697112,42697079,42697091,42697118,42697154
42697089,42697159,42697071,42697132,42697112,42697196,42697207,42697141,42697091,42697163
42697143,42697159,42697126,42697226,42697076,42697093,42697217,42697052,42697072,42697163
42697143,42697159,42697114,42697226,42697076,42697196,42697217,42697052,42697163,42697154
42697089,42697144,42697071,42697132,42697112,42697094,42697079,42697052,42697141,42697142
42697143,42697144,42697114,42697101,42697080,42697094,42697079,42697140,42697052,42697118
42697089,42697144,42697168,42697132,42697112,42697094,42697095,42697142,42697151,42697111
42697089,42697159,42697071,42697226,42697112,42697093,42697217,42697142,42697091,42697189
42697089,42697144,42697114,42697132,42697146,42697093,42697079,42697118,42697151,42697154
42697089,42697159,42697071,42697132,42697076,42697196,42697207,42697141,42697142,42697121
42697144,42697159,42697168,42697101,42697146,42697112,42697207,42697072,42697140,42697052
42697143,42697144,42697114,42697101,42697080,42697094,42697207,42697140,42697052,42697154
42697089,42697144,42697114,42697101,42697112,42697093,42697079,42697163,42697151,42697154
42697089,42697143,42697114,42697101,42697076,42697112,42697217,42697151,42697154,42697111
42697089,42697144,42697114,42697101,42697112,42697093,42697079,42697141,42697151,42697154
42697089,42697144,42697126,42697101,42697112,42697093,42697079,42697091,42697142,42697118
42697143,42697144,42697168,42697101,42697146,42697094,42697207,42697052,42697072,42697151
42697089,42697144,42697114,42697226,42697146,42697112,42697079,42697142,42697103,42697141
42697143,42697144,42697168,42697226,42697112,42697094,42697207,42697140,42697117,42697151
42697089,42697159,42697071,42697132,42697076,42697196,42697217,42697141,42697091,42697121
42697143,42697144,42697114,42697219,42697080,42697094,42697079,42697072,42697140,42697154
42697143,42697159,42697168,42697226,42697076,42697094,42697207,42697052,42697140,42697121
42697089,42697144,42697071,42697132,42697112,42697093,42697079,42697141,42697117,42697154
42697089,42697144,42697071,42697101,42697112,42697093,42697079,42697142,42697141,42697189
42697143,42697089,42697114,42697226,42697076,42697196,42697079,42697121,42697189,42697111
42697143,42697144,42697114,42697132,42697080,42697094,42697207,42697117,42697052,42697151
42697089,42697144,42697168,42697132,42697146,42697112,42697079,42697141,42697140,42697091
42697143,42697159,42697126,42697226,42697076,42697094,42697217,42697072,42697140,42697121
42697089,42697144,42697114,42697132,42697146,42697093,42697079,42697091,42697111,42697163
42697089,42697159,42697126,42697226,42697146,42697093,42697217,42697103,42697141,42697091
42697089,42697144,42697114,42697226,42697146,42697093,42697079,42697141,42697091,42697103
42697143,42697159,42697126,42697226,42697146,42697094,42697207,42697117,42697052,42697072
42697143,42697144,42697114,42697219,42697080,42697112,42697079,42697140,42697072,42697052
42697144,42697159,42697168,42697226,42697112,42697094,42697207,42697072,42697142,42697091
42697143,42697089,42697168,42697219,42697076,42697093,42697207,42697189,42697154,42697121
42697089,42697144,42697168,42697101,42697146,42697093,42697207,42697052,42697091,42697111
42697143,42697159,42697114,42697226,42697076,42697094,42697207,42697072,42697189,42697121
42697089,42697159,42697114,42697226,42697174,42697112,42697217,42697141,42697163,42697189
42697143,42697159,42697126,42697226,42697080,42697196,42697217,42697140,42697052,42697163
42697143,42697159,42697126,42697226,42697080,42697094,42697217,42697140,42697189,42697154
42697143,42697159,42697114,42697219,42697076,42697196,42697217,42697072,42697189,42697121
42697143,42697159,42697126,42697226,42697080,42697196,42697217,42697140,42697052,42697174
42697089,42697143,42697168,42697226,42697174,42697093,42697079,42697163,42697121,42697154
42697089,42697159,42697126,42697226,42697112,42697196,42697217,42697103,42697091,42697163
42697089,42697159,42697071,42697226,42697146,42697196,42697217,42697141,42697121,42697163
42697089,42697159,42697126,42697101,42697112,42697196,42697217,42697091,42697163,42697189
42697089,42697144,42697114,42697101,42697146,42697093,42697079,42697103,42697072,42697052
42697143,42697144,42697114,42697101,42697112,42697094,42697095,42697140,42697072,42697141
42697089,42697143,42697114,42697226,42697174,42697093,42697095,42697052,42697072,42697118
42697143,42697144,42697114,42697101,42697076,42697094,42697207,42697140,42697111,42697189
42697143,42697089,42697126,42697132,42697112,42697093,42697079,42697151,42697189,42697121
42697212,42697089,42697126,42697101,42697146,42697093,42697207,42697142,42697154,42697163
42697089,42697143,42697114,42697226,42697174,42697196,42697095,42697052,42697072,42697118
42697089,42697143,42697114,42697226,42697174,42697093,42697095,42697052,42697091,42697118
42697089,42697077,42697114,42697226,42697146,42697095,42697207,42697141,42697121,42697163
42697143,42697144,42697114,42697226,42697208,42697094,42697079,42697117,42697140,42697121
42697089,42697212,42697114,42697226,42697146,42697095,42697207,42697141,42697121,42697163
42697143,42697144,42697126,42697132,42697208,42697094,42697095,42697142,42697052,42697151
42697089,42697144,42697114,42697219,42697208,42697093,42697207,42697091,42697142,42697118
42697089,42697144,42697168,42697101,42697146,42697093,42697207,42697117,42697142,42697154
42697089,42697212,42697126,42697132,42697076,42697093,42697079,42697142,42697154,42697151
42697089,42697144,42697071,42697101,42697146,42697112,42697207,42697151,42697189,42697154
42697089,42697144,42697071,42697101,42697076,42697093,42697207,42697111,42697151,42697189
42697143,42697159,42697114,42697226,42697208,42697196,42697207,42697072,42697091,42697117
42697143,42697144,42697071,42697132,42697208,42697094,42697207,42697142,42697052,42697151
42697089,42697144,42697114,42697101,42697146,42697093,42697207,42697117,42697142,42697154
42697089,42697159,42697071,42697226,42697174,42697093,42697207,42697140,42697091,42697163
42697089,42697144,42697114,42697219,42697208,42697112,42697207,42697091,42697142,42697118
42697089,42697212,42697126,42697226,42697146,42697095,42697207,42697141,42697103,42697163
42697143,42697150,42697126,42697226,42697208,42697196,42697207,42697117,42697151,42697154
42697089,42697159,42697071,42697132,42697146,42697094,42697207,42697117,42697154,42697189
