PG,SG,SF,PF,C,G,F,UTIL
42763675,42763758,42763686,42763664,42763684,42763711,42763698,42763672
42763645,42763718,42763698,42763751,42763640,42763798,42763734,42763761
42763645,42763678,42763686,42763714,42763721,42763672,42763698,42763787
42763743,42763672,42763698,42763692,42763721,42763648,42763664,42763761
42763645,42763698,42763765,42763705,42763640,42763787,42763772,42763734
42763743,42763698,42763734,42763664,42763714,42763787,42763686,42763640
42763645,42763798,42763686,42763689,42763714,42763711,42763698,42763664
42763645,42763698,42763695,42763692,42763714,42763711,42763664,42763761
42763645,42763672,42763686,42763692,42763714,42763711,42763698,42763761
42763645,42763772,42763695,42763664,42763714,42763711,42763686,42763698
42763645,42763798,42763686,42763692,42763714,42763761,42763698,42763648
42763711,42763698,42763772,42763664,42763714,42763798,42763686,42763640
42763645,42763761,42763772,42763664,42763714,42763648,42763686,42763798
42763645,42763761,42763772,42763692,42763714,42763711,42763686,42763648
42763645,42763758,42763695,42763689,42763721,42763672,42763692,42763711
42763645,42763761,42763695,42763779,42763703,42763711,42763689,42763648
42763645,42763758,42763772,42763689,42763667,42763642,42763734,42763798
42763711,42763758,42763695,42763689,42763667,42763761,42763772,42763640
42763711,42763758,42763686,42763692,42763721,42763672,42763664,42763657
42763645,42763672,42763695,42763689,42763721,42763711,42763692,42763743
42763645,42763798,42763734,42763692,42763721,42763711,42763824,42763640
42763711,42763657,42763686,42763692,42763721,42763672,42763664,42763761
42763645,42763772,42763686,42763689,42763684,42763711,42763664,42763761
42763645,42763761,42763772,42763664,42763721,42763711,42763714,42763648
42763645,42763798,42763734,42763692,42763640,42763711,42763772,42763761
42763645,42763798,42763686,42763734,42763640,42763772,42763714,42763761
42763645,42763672,42763772,42763664,42763714,42763711,42763686,42763761
42763645,42763678,42763686,42763689,42763714,42763711,42763692,42763761
42763645,42763761,42763686,42763692,42763709,42763711,42763714,42763664
42763645,42763798,42763734,42763689,42763714,42763772,42763664,42763648
42763711,42763772,42763734,42763689,42763640,42763787,42763686,42763664
42763645,42763772,42763734,42763689,42763721,42763711,42763692,42763648
42763645,42763772,42763695,42763689,42763721,42763711,42763692,42763664
42763645,42763672,42763686,42763689,42763721,42763711,42763692,42763772
42763711,42763761,42763686,42763689,42763684,42763772,42763714,42763640
42763645,42763761,42763681,42763692,42763714,42763772,42763664,42763686
42763645,42763758,42763772,42763734,42763640,42763711,42763714,42763761
42763645,42763672,42763734,42763689,42763721,42763711,42763664,42763761
42763645,42763672,42763695,42763692,42763714,42763711,42763686,42763772
42763711,42763798,42763695,42763689,42763640,42763761,42763692,42763686
42763645,42763672,42763686,42763692,42763684,42763711,42763714,42763798
42763645,42763772,42763695,42763689,42763684,42763711,42763734,42763664
42763711,42763672,42763686,42763692,42763640,42763761,42763734,42763772
42763645,42763758,42763695,42763664,42763714,42763648,42763772,42763761
42763645,42763672,42763734,42763689,42763684,42763711,42763692,42763761
42763711,42763798,42763772,42763689,42763640,42763761,42763686,42763664
42763645,42763761,42763734,42763689,42763721,42763648,42763692,42763714
42763711,42763772,42763681,42763692,42763714,42763761,42763686,42763640
42763645,42763672,42763695,42763664,42763714,42763711,42763734,42763761
42763711,42763772,42763686,42763714,42763721,42763761,42763664,42763640
42763645,42763772,42763681,42763689,42763684,42763711,42763714,42763686
42763711,42763772,42763734,42763692,42763640,42763798,42763686,42763664
